,,○,通信業（営業担当）,・年末、年度末に向けて、現在商談中の案件が発注されるため、情報関連の投資が増加する。ただし、必要最低限の投資という案件が多い。
,,□,その他サービス業［建設機械リース］（支店長）,・建設業では公共工事削減政策に対する不安、酪農関連ではBSE（牛海綿状脳症）問題の余波など、マイナス要因が多い。
,,□,その他サービス業［建設機械リース］（支店長）,・大型工事の発注がない。多くのユーザーはレンタル志向になっており、建設機械の購入も少ない。
,,▲,輸送業（営業担当）,・貨物量の減少傾向に加え、物流費の削減要請がある。
,,▲,金融業（企画担当）,・年末にかけて、企業倒産件数の増加が懸念される。
,,×,輸送業（支店長）,・建築資材の生産調整が更に大きくなる。輸入物資にも今までのような勢いがなくなり、消費物資についても更に鈍化することが見込まれる。
,,×,広告代理店（従業員）,・消費の落ち込みや、企業倒産等、受注が落ち込む要因は多くあるが、好転する要因が見当たらない。
"雇用
関連

(北海道)",,◎,－,－
,,○,－,－
,,□,求人情報誌製作会社（編集者）,"・正社員の求人件数は相変わらず低調だが、パート、アルバイトは増加している。
・求人の条件は高いスキルに偏っているので、求職者のスキルとのミスマッチが拡大し、有効求人倍率の低下につながっている。"
,,□,新聞社［求人広告］（担当者）,・十勝地域は酪農が盛んであるが、BSE（牛海綿状脳症）問題で売上が大幅に減少している。その他の農業も７月の悪天候と９月の早霜で豆類が凶作であり、今後の雇用にも影響を与える。
,,▲,人材派遣会社（社員）,・雇用条件が良い企業、採用枠が広がっている企業が見受けられない。
,,▲,求人情報誌製作会社（編集者）,・この２、３か月は求人数の伸び率が低下している。
,,×,職業安定所（職員）,・常用の新規求人数が２か月連続して前年を下回っている。
,,×,職業安定所（職員）,・ＩＴ関連企業での合理化による離職者、在職求職者が増加している。更に事業所廃止件数も増加している。
,,,,
　２．東北,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,－,－
,,○,一般小売店［書籍］（経営者）,・商店街の改修工事が終了し、リニューアルで年末年始を迎えることができるため売上増を見込んでいる。
,,○,一般小売店［スポーツ用品］（経営者）,・来年６月に開催されるワールドカップ関連用品の販売が始まるため、需要が見込める。
,,○,百貨店（広報担当）,・競合大型店の民事再生法申請により顧客が流れてくるので多少は良くなる。
,,○,家電量販店（店長）,"・今は買わないけど、もう少し様子をみてという大型商品の下見客が増えているので、やや良くなる。
・現在の反動が多少はある。"
,,□,百貨店（売場主任）,・年末需要期に入り、お歳暮商戦に期待しているが、客は必要以外の物は買わず、衝動買いはほとんどしない傾向はますます強くなる。
,,□,スーパー（店長）,・来客数は辛うじて維持できているが、単価や買上点数の伸びがない状況が続いており、正月用品を除くと、伸びる要素が全くない。
,,□,乗用車販売店（総務担当）,・売上台数、売上金額全てが減少しており、これは年内続くとみている。
,,□,自動車備品販売店（経営者）,・冬物の季節商材に期待したいところだが、節約ムードが広がっているため売上増は見込めない。
,,□,高級レストラン（支配人）,・BSE（牛海綿状脳症）関連で、牛肉の安全性に疑問を持っている客からの問い合わせが多く、フルコースでの牛肉料理の変更や和食や中華への予約変更が今後も続く。
,,□,スナック（経営者）,"・新しい客が増えない限り、常連客が減少したり来店頻度が減少しており厳しい。
・ランチタイムのタクシー運転手は、昼が稼ぎ時なのに、11時30分ごろから来店している。"
,,□,観光型ホテル（経営者）,・今月のにぎわいは、忘年会、新年会まで続くが、宿泊から日帰りに転ずる客が増え、宿泊しての忘年会から居酒屋での忘年会が増えており、全体では変わらない。
,,□,都市型ホテル（経営者）,"・BSE（牛海綿状脳症）の影響がぬぐえず、飲食店の低迷が続いている。
・ＩＴ不況で例年のパーティーが中止となっている。"
,,□,都市型ホテル（スタッフ）,"・クリスマスや年末の企画を早めに立ち上げ、ＤＭやチラシを発行しているが反応は鈍い。
・忘年会のセールスにおいても客の反応は前年よりも悪いため、単価を下げて売り込むほかない。"
,,□,観光名所（職員）,・予約状況をみると、単価、数量ともに上向く兆しがない。
,,▲,商店街（代表者）,・単価が低下しているため、商品を選ぶにも各店を買い回っており、年末年始に向け、買い回り傾向が強まる。
,,▲,スーパー（企画担当）,・厳しい商環境を反映し、価格低下が続いている。今後は企業の体力勝負となるが、回復の見込みはなく、状況は悪化する。
,,▲,衣料品専門店（店長）,・今後、集客戦略での中心となる30～40歳代はシビアであり、来客数、単価ともに前年並みを維持するのは困難と予測している。
,,▲,衣料品専門店（店長）,・衣料品販売においては価格の低下が今後も続くが、１人当たりの買上点数の増加は望めない。
,,▲,乗用車販売店（経営者）,・東京モーターショーが景気回復のカンフル剤になればよいが、現状では景気が良くなる要素が全く見当たらない。
,,▲,乗用車販売店（企画担当）,・ボーナスの減少が避けられない中、季節的要因と重なり厳しい状況となる。
,,▲,その他専門店［ガソリンスタンド］（経理担当）,・主要商品の燃料油がもうからないため、利益の大きい洗車、車検、オイル、ケミカル商品などの関連商品の販売に努力しているが、客の節約指向が強いため前年割れを続けており、冬場の需要期を前に不安感がある。
,,▲,観光型旅館（経営者）,・米国テロの影響で、海外旅行の国内旅行へのシフトが、引き合いはあるものの具体的にはみえてこないため、厳しい状況が続く。
,,▲,都市型ホテル（経営者）,・BSE（牛海綿状脳症）の関係で牛肉使用を拒否する客が増えており、飲食関係は厳しい。
,,▲,遊園地（経営者）,・全国的に、遊園地の閉園のニュースが相次ぎ、旅行代理店の決済の遅延が増えている。
,,▲,住宅販売会社（経営者）,・競争が激化し、値引き合戦に巻き込まれている。売価が低下し、利益も減少している。
,,▲,住宅販売会社（従業員）,"・株安、不動産価値の低下により、融資が付きにくくなっている状況が今後も続き、契約の減少が見込まれる。
・客は購入を先送りする傾向である。"
,,×,一般小売店［雑貨］（企画担当）,・現在の状況では冬のボーナスも伸びず、冬の消費は盛り上がらず後退する。
,,×,スーパー（経営者）,"・大手百貨店を始め青森でもスーパーが倒産しており、流通業は大変厳しい局面である。
・売上の減少や商品単価の下落が継続しており、体力勝負の持久戦というのが実態である。"
,,×,スーパー（経営者）,"・BSE（牛海綿状脳症）発生以来、政府の対応が悪く、安全宣言が出されても客の不安は払拭されておらず、牛肉を食べないという客が多い。
・生鮮食品や加工食品の買物も慎重で、買上率が低下しているのが現状であり、年末商戦に向けて不安がある。"
,,×,乗用車販売店（従業員）,・自動車業界では新型車を発売しても売れないという状態が続く。
,,×,乗用車販売店（営業担当）,・多数の新型車が発売されているが、来客数が減少を続け、成約にいたるまでに要する時間も伸びる。
,,×,住関連専門店（経営者）,・今月は県内で過去最大のスーパーの倒産があり、この影響が実質的にも精神的にも大きい。
,,×,その他専門店［ガソリンスタンド］（営業担当）,・客がタイヤなどの高額商品を購入するに際し、クレジットを組むことに慎重になっている。
,,×,その他飲食［そば］（経営者）,・大手デパートの倒産の影響で取引のあった業者が倒産している。
"企業
動向
関連

(東北)",,◎,－,－
,,○,＊,＊
,,□,食料品製造業（経営者）,・物が売れないため、同業者間の価格競争が激しさを増している。
,,□,その他企業［管理業］（従業員）,・中国や台湾などから安い商品が輸入されており、国内生産は人件費などが高く、親会社では生産すれば赤字が増える状況である。
,,▲,電気機械器具製造業（企画担当）,・電子部品の需要がまだ出ないため、製品の立ち上がりも当分ない。
,,▲,金融業（営業担当）,・企業の借入圧縮の傾向が顕著である。
,,×,食料品製造業（経営者）,・県内にある事業所の廃業、特に支店の閉鎖が増加しており、飲食あるいは贈答の不振に拍車がかかる。
,,×,電気機械器具製造業（経営者）,"・受注量が少ない中での仕入が一段と厳しくなっている。
・11、12月の見通しは、例年の40％程度とみている。
・一部休業による生産調整をせざるをえない状況である。"
,,×,経営コンサルタント,・中小零細企業の消耗戦が最終局面に入り、今後は倒産が増加する。
"雇用
関連

(東北)",,◎,－,－
,,○,－,－
,,□,人材派遣会社（社員）,・年末にかけて受注オーダー数は増える見込みであるが、期間が短くなっている。
,,▲,人材派遣会社（社員）,・創業以来初めて、派遣契約金額が前年を下回る見込みである。
,,▲,職業安定所（職員）,・電気機械器具製造業で、500人を超える規模の希望退職者募集を行うなど、雇用調整が多数予定されており、年末にかけて求職者の大幅な増加が見込まれる。
,,×,人材派遣会社（経営者）,・今後リストラされた人々がちまたにあふれてくる。再就職の厳しい時代になり、雇用状況はますます厳しくなる。
,,×,職業安定所（職員）,"・新規求人が５か月連続して前月を下回り、有効求人倍率が0.29倍と平成11年１月以来の低い水準になっている。
・製造業関係企業のリストラが増えている。"
,,,,
　３．北関東,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北関東)",,◎,＊,＊
,,○,一般小売店［精肉］（従業員）,・BSE（牛海綿状脳症）に関して、勘違いや誤解をしている消費者が多いため、少し不安であるが、政府等による安全宣言は出たのでやや良くなる。
,,○,コンビニ（経営者）,・現在取り扱っていない商品の販売予定があり、来客数の増加につながる。
,,○,コンビニ（店長）,・お歳暮、クリスマス、正月と売り込むチャンスを逃さなければ、売上の実績が上がる。クリスマスケーキの予約会も好調である。
,,○,乗用車販売店（従業員）,・新型の軽自動車の販売が予想通り好調であり、しばらくはこの状況が続く。
,,○,乗用車販売店（営業担当）,・冬のボーナスの時期と重なり、来客数の増加が見込まれる。
,,○,一般レストラン（経営者）,・11月中旬に商店街のアーケード工事が終了する予定であり、忘新年会シーズンに向けて宴会予約も入るので、期待している。
,,□,一般小売店［精肉］（経営者）,・年末を迎えるが、世界情勢がこのような状態なので、皆引き締めの状態が続く。
,,□,百貨店（販売促進担当）,・米国テロやBSE（牛海綿状脳症）の騒ぎで影響を受けており、今後良くなる材料が特に見当たらない。
,,□,スーパー（店長）,・仕入価格の見直しにより、売上に対する利益高は上がっているが、牛肉の売上が減少しており、年末にかけては現状維持である。
,,□,スーパー（副店長）,"・BSE（牛海綿状脳症）の風評被害により、牛肉、牛乳、ヨーグルトの販売量の落ち込みが続く。
・競合店とのチラシ合戦により、来客数は大きく左右され、客は目玉商品を買い回っている。"
,,□,衣料品専門店（経営者）,・11、12月と展示会、サービス企画を充実させる計画があり、来客数及び売上の増加を期待している。
,,□,家電量販店（店長）,・客の動きが鈍く、商品をすぐ購入する状況にはなっておらず、この傾向は変わらない。
,,□,タクシー運転手,・最低の線まできており、変わらない。年寄りなどの決まった客しか乗らない。
,,□,通信会社（事業担当）,・営業努力で申込者数の減少を食い止められても、大きな右肩上がりになることは考えられない。
,,□,遊園地（職員）,・入園客の中で、フリーパスを購入する割合が減少しており、財布のひもは固い。
,,□,設計事務所（所長）,・受注につながるような具体的な話や問い合わせが少ない。
,,□,住宅販売会社（経営者）,・家を建てるお金を持っている人はある程度いるが、景気の変動により、家を建てられない人の数も、特に変わらない。
,,□,住宅販売会社（経営者）,・株価が少しも上がらず、不動産価格も同様のため、このままの経済状態が続く。地銀、信金の危機、合併や危ない状況が続いているので、良くなる要素はない。
,,▲,商店街（代表者）,・リピーターの来店間隔が非常に長くなっている。
,,▲,商店街（代表者）,・10月に町内で店じまいをした店が１軒、倒産した会社が２社あり、地域住民は心理的に出費を控える傾向にある。
,,▲,一般小売店［金物］（経営者）,・BSE（牛海綿状脳症）の影響で、弁当の具材、種類が減少し、客が少なくなる。
,,▲,百貨店（店長）,・冬物衣料の売上は伸びているが、来客数が減少している。セール品の動向から、客は買い控えをしている様子であり、消費の低迷につながっている。
,,▲,スーパー（経営者）,・先行き不安による消費者の節約傾向がなお一層強まり、客単価の低下が続いている。競合店の影響により、客数が減少しつつある。
,,▲,家電量販店（店長）,・新しいＯＳが発売になったが、それほど販売量が増加していない。客の購買状況は、かなり慎重である。
,,▲,乗用車販売店（営業担当）,・少ない商談件数に、同業者が入り乱れ、乱売状態が続いている。
,,▲,高級レストラン（店長）,・客はお金に困っているわけではないが、米国テロやBSE（牛海綿状脳症）などの悪いニュースにより、先行き不安を感じ、購買意欲がわかないと言っている。
,,▲,旅行代理店（経営者）,・米国テロの影響を受け、既に予約されている旅行のキャンセルがあり、客の消費動向が萎縮している。
,,▲,タクシー運転手,・リストラのために、自分の生命保険を解約し、生活している消費者も多い。
,,▲,タクシー運転手,・仕事上だけでなく、遊びや飲酒でのタクシー利用が減少しており、利用が増える要因は見当たらない。
,,▲,通信会社（社員）,・１契約者当たりの通話料収入は減少傾向にあり、最近では料金滞納者も増加している。
,,▲,ゴルフ場（従業員）,・10～12月の予約状況が、９月よりも悪くなっている。
,,▲,設計事務所（所長）,・例年であれば、来年の見通しがかなり立つ時期であるが、今年は全く見通しが立たない。周囲の状況もますます悪くなっており、設備投資をする人は激減している。
,,▲,設計事務所（経営者）,・地元の大手電機メーカーの工場では、どの工場も業況が良くない。同じ場所に立地する相手産業が非常に悪いため、今後も期待できない。
,,×,商店街（代表者）,・小売店の閉店が目に付き、空き店舗も埋まらない。商業をする人が少なくなっている。
,,×,スーパー（経営企画担当）,・競争が激化する一方で、周辺の大手メーカーの不振により、リストラや下請企業の倒産が起こっている。年末のボーナス商戦も期待できない。
,,×,コンビニ（店長）,・店舗前の道路が、11月より数か月に渡って全面工事を予定しており、通行にかなりの支障がある。
,,×,コンビニ（経営者）,・公共事業による外での現場作業がないため、弁当や朝晩のタバコ、飲料水を購入する客が減少し、売上も見込めない。
,,×,一般レストラン（店長）,・BSE（牛海綿状脳症）で、レストラン業界、飲食店などが悲鳴を上げている。
,,×,一般レストラン（経営者）,・飲食関係では、BSE（牛海綿状脳症）の問題で牛肉料理の売行きが非常に落ち込んでいる。
,,×,観光型ホテル（スタッフ）,・宴会売上が全く望めない。
,,×,都市型ホテル（スタッフ）,・12月まで客数、予約数も非常に少ない状況で、ボーナスへの影響も心配される。
,,×,旅行代理店（従業員）,・米国テロの影響で、客は国内の沖縄や基地のある地域の旅行を見合わせ、延期している。BSE（牛海綿状脳症）の影響で、食事のキャンセルも相次いでいる。
,,×,タクシー（経営者）,・スナック等の夜の店舗が減少しており、深夜のタクシー利用は少ない。
,,×,その他サービス［自動車整備業］（経営者）,・会社関係の営業車の動きが悪く、売掛金の回収も、なかなかできなくなってきている。
"企業
動向
関連

(北関東)",,◎,－,－
,,○,一般機械器具製造業（生産管理担当）,・新規立ち上がり品の受注量が取れれば、売上にかなりつながる。
,,□,輸送業（営業担当）,・各取引先の合理化が進み、体制が整うまで、しばらく時間が掛かる状況が続く。
,,□,その他サービス業［情報サービス］（経営者）,・引き合いは活発に推移している。受注量についても、落ち込みはあまり見受けられない。
,,▲,金属製品製造業（経営者）,・期末が終わったため、建設機械、産業機械、工作機械、特殊車両の設備投資、輸出の見通しがつかない。現行実績の40％低下ということもあり得る。
,,▲,輸送用機械器具製造業（経営者）,・米国テロ以降、一段と業況が悪くなっており、良くなる要素は全くない。
,,▲,司法書士,・２、３か月後に決済される準備段階の仕事が減少している。
,,×,食料品製造業（営業統括）,・テロによる米国内の景気減速やBSE（牛海綿状脳症）の影響で、高価格ワインの買い控えが目立ち、安い物ばかりが売れている。
,,×,電気機械器具製造業（経営者）,・取引先を増やしてはいるが、コストや納期、品質で負けたわけではなく、物が売れないために、大減産をしている。ＩＴ関連の数社は、全く物が動いていない状況である。
,,×,輸送用機械器具製造業（総務担当）,・受注売上は約５％の減少が予想されている。さらに、コスト低減の要請を受け入れると、12月のボーナスをカットせざるを得ない状況である。
,,×,その他製造業［宝石・貴金属］（経営者）,・良くなる要因は見当たらないが、皇太子妃雅子様のご出産で、真珠製品等が売れると期待している。
,,×,建設業（総務担当）,・利益確保のため、人員の見直し、経費支出の削減等、具体的にできるものから実施している。
,,×,その他サービス業［放送］（営業担当）,・スポット物の新規受注は見込めず、値下げ要求も厳しい。
"雇用
関連

(北関東)",,◎,－,－
,,○,－,－
,,□,人材派遣会社（経営者）,・雇用は依然として非常に厳しく、賃金の格差や請負単価の引き下げ要求などがある。増員要請がないので、求職者は希望を絶たれている状況が続く。
,,□,求人情報誌製作会社（経営者）,・製造業の求人は望めないが、コンビニ、焼肉屋、外食、病院等、アルバイトを使うサービス業で、広告に変化が出ているため、全体では変わらない。
,,▲,職業安定所（職員）,・情報関連企業の大量の離職届が出されている。小売業にも倒産がある。
,,▲,職業安定所（職員）,・製造業の冷え込みが長く、依然として先行きの見通しがつかず、雇用調整が目立ってきている。
,,▲,職業安定所（職員）,・リストラや雇用調整の実施により、求職者の増加が予想される。これらを吸収する職種が少ないことから、再就職は厳しい。
,,▲,学校［短期大学］（就職担当）,・世界的な情報技術関連産業の不況と米国テロの余波などで、製造業は大手を中心に転籍、出向、希望退職等の人員削減をしている。スタッフ部門は、必要に応じ、パートや派遣社員等で対応するとのことである。
,,×,人材派遣会社（経営者）,・以前のＩＴ関連産業のように、派遣需要をけん引する役割を果たす業種がない。
,,×,職業安定所（職員）,・地元信用金庫の破綻による雇用不安、大手企業のリストラの加速などにより、求職者は今後更に増加する。
,,×,民間職業紹介機関（経営者）,・県内製造業では、生産縮小は当たり前になっている。製造関係の派遣社員は直接に影響を受けており、自宅待機、あるいは県内の比較的好調な自動車関連へ移動している。
,,,,
　４．南関東,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(南関東)",,◎,乗用車販売店（営業担当）,・新モデルの導入や東京モーターショーの影響もあり、３か月後は良くなる。
,,◎,タクシー運転手,・街に人が出ている。客の話から、企業においても、利益は出ていないが、仕事量はあるようである。
,,○,百貨店（売場主任）,"・全般的な改装の効果が出てくる。
・客は付加価値のある商品を求めており、それに合わせた品ぞろえをすれば良くなっていく。"
,,○,スーパー（店長）,・質の良い物を提供することで、販売量が伸びている。
,,○,乗用車販売店（営業担当）,"・年末に向けて、納車を早めてくれという声が非常に多い。
・テロの影響のない職業の人からは、かなりの注文が出る。"
,,○,一般レストラン（経営者）,・メニューの材料選び等の工夫が奏功し、昼間の来客数が増加している。
,,○,都市型ホテル（スタッフ）,・忘年会、新年会の予約が早めに入ってきている。
,,○,タクシー運転手,・今月から無料迎車を導入し、新聞等でもＰＲしている。11、12月は忘年会のシーズンでもあり、この効果が間違いなく出ると期待している。
,,□,商店街（代表者）,・歳末商戦に入るが、ギフト品、贈答品の動きはそれほど良くならない。
,,□,一般小売店［茶］（経営者）,・３連休が多くなっているが、人々が商店街で買物をしなくなっており、売上の増加に期待できない。
,,□,一般小売店［茶］（営業担当）,・百貨店など大型店舗では、お歳暮ギフトの早期承りに力を入れており、商店街の店は厳しい状況になる。前年並みの売上を確保するために、値引きを強調する方法を取り入れている。
,,□,百貨店（企画担当）,・セール期の衣料品には前年以上の売上が期待できるが、年末年始の需要期までにBSE（牛海綿状脳症）の問題が解決しなければ、食品の売上への影響は大きい。
,,□,百貨店（企画担当）,・歳末商戦に向け、需要がどの程度盛り上がるかが鍵であるが、消費者の節約志向は依然として根強い。
,,□,スーパー（総務担当）,・BSE（牛海綿状脳症）問題は落ち着いて、肉の売上は少しずつ回復するが、買上単価が相変わらず低く、全体的には変わらない。
,,□,コンビニ（経営者）,・客単価は低下しているが、来客数はある程度伸びているので、変わらない。
,,□,衣料品専門店（販売担当）,・冬物の重衣料に対する客の反応が鈍く、価格の安い物を求める傾向にある。
,,□,家電量販店（店長）,・年末に向けて、デジタル関係の商品に新製品が出て、景気を後押しするが、消費動向を根本的に変えるには至らない。
,,□,その他専門店［眼鏡］（店員）,・低価格の３プライスショップが全国的に出ており、しばらくは低価格の眼鏡が話題となる。特に、若い層は低価格ショップへ流れそうである。
,,□,一般レストラン（経営者）,・週末にパーティーの予約がかなり入っており、この状況は変わらない。
,,□,都市型ホテル（スタッフ）,"・11、12月はホテルにとって稼ぎ時であるが、テロとBSE（牛海綿状脳症）の影響がまだ続く。
・競争が激しくなる中、値下げを要求する客が多く、今後の利用状況が気になる。"
,,□,旅行代理店（従業員）,・海外旅行需要の減少傾向が続く。
,,□,通信会社（企画担当）,・インターネットの接続を希望する人が一定の割合で増加しており、この傾向は数か月間変わっていない。
,,□,競馬場（職員）,・１人当たりの購買額が、４月からほぼ同水準で推移している。
,,□,その他サービス［フィットネスクラブ］（支配人）,・この２か月間、来館数と売上が比例して落ち込んでいる状況が続いており、持ち直しは不可能である。
,,□,その他サービス［学習塾］（経営者）,・12か所の教室のうち、前年度の生徒数を維持している教室、生徒数が約10％減少している教室が約半分ずつとなっている。
,,□,住宅販売会社（従業員）,・住宅需要は底堅い。住宅金融公庫の廃止論も出ているが、業者にも客にも危機意識は感じられず、新たな受皿となる金融機関や商品も出そうであるため、状況としては変化がない。
,,▲,商店街（代表者）,・店内に入る客が減少している上に、他店の価格と比較をしており、来てもなかなか購買に結び付かない。
,,▲,一般小売店［ＣＤ］（営業担当）,・12、１月の予約状況が悪く、前年と比較しても状況は厳しい。
,,▲,一般小売店［パン］（従業員）,・例年に比べ、忘年会、クリスマス宴会等の予約の出足が悪い。
,,▲,百貨店（売場主任）,・客は、よほど付加価値のあるものでないと購入せず、２、３か月後のバーゲンのみで売上を増加させることは困難である。
,,▲,スーパー（経営者）,・１人当たりの買上点数は横ばいを維持しているが、１品単価は低下している。
,,▲,コンビニ（経営者）,・競合店との価格競争から、当店の利幅も、客単価も低下しており、この傾向はまだ続く。
,,▲,コンビニ（店長）,・お金を持っている人と持っていない人の格差が著しい。持っていない人については、１か月先の給料を待ちながら生活している様子がうかがえる。
,,▲,衣料品専門店（経営者）,・単価が下落しているため、安くなければ客を呼べない。前年と同じ量を販売していたのでは、確実に売上が減少する。
,,▲,乗用車販売店（販売担当）,・東京モーターショーの開催により、多少購買意欲が高まることは考えられるが、全体的に景気が上向くとは思えない。
,,▲,乗用車販売店（営業担当）,・車のミニ保険や点検など、車にかかる経費を抑えようという動きが出ている。
,,▲,住関連専門店（販売責任者）,・グリーンや園芸などの趣味し好品、インテリアなど素材以外の商品の売上が減少している。
,,▲,高級レストラン（支配人）,・宴会部門の受注がかなり減少しており、定例の客の中にも、忘年会や新年会を行わないところが出てきている。
,,▲,旅行代理店（経営者）,・新年早々の仕事が、今年はまだ１件も入ってきていない。こちらからの呼びかけにも、「考えておく」という回答しかない。
,,▲,その他レジャー施設［アミューズメント］（職員）,・各地のスキー場を紹介するイベントで、「安い、近い、短い」という要素が備わっているスキー場のブースが人気であり、遠くて高いところは不人気である。
,,▲,美容室（経営者）,・客の来店間隔が長くなっており、購買力の伸びは期待できない。
,,▲,その他サービス［語学学校］（総務担当）,・販売量が減少し、会社全体としてダウンサイジングを考えざるを得ない。
,,▲,設計事務所（所長代理）,・これから家を建てようとする客がほとんどいない。
,,×,一般小売店［鞄・袋物］（従業員）,・テロが収束しない限り、海外旅行の需要が減少し、鞄の購買が縮小される。国内旅行についても、一泊程度の近場旅行が増加しており、単価の高い鞄の需要は見込めない。
,,×,百貨店（営業担当）,"・婦人服は比較的堅調に推移しているが、紳士服、特に重衣料については、価格の低下、販売数量の減少で、前年の売上を大きく割り込んでいる。
・食料品に関しては、前年の売上を上回ることは難しい。"
,,×,コンビニ（店長）,・スーパーとの競合が激化している。客単価の低下、来客数の減少に加え、スーパーの営業時間の延長、年末商戦に向けての活発な販売活動により、売上が減少する。
,,×,家電量販店（店長）,・ボーナス額の減少は必至であり、物品の購入に対して客が慎重になる。
,,×,自動車備品販売店（経理担当）,・従来であれば、客が簡単に交換していた備品を、今は我慢する傾向がある。
,,×,その他専門店［燃料］（統括）,・掛け売り客の未入金及び支払サイトの遅れがある。
,,×,都市型ホテル（スタッフ）,・周囲の業者の業績不振に配慮し、周年行事や忘新年会を取り止めるケースが多くみられる。
,,×,旅行代理店（従業員）,・12、１月について、目立った団体旅行や個人客からの問い合わせもない。
,,×,通信会社（営業担当）,・契約者が徐々に減少し、解約者が増加している傾向は今後も続く。戦争が起こると、通常はケーブルテレビの加入は増えるが、今回は一向に増えない。
,,×,遊園地（職員）,・衣食住と異なり、レジャー産業の景気回復は遅く、良くなる見通しはまだない。
"企業
動向
関連

(南関東)",,◎,－,－
