,,□,高級レストラン（スタッフ）,・中国を始めとした外国人観光客が増えてくることで、市内での飲食店利用が増えてくることが期待される。
,,□,観光型ホテル（経営者）,・今後３か月の先行予約状況をみると、本州方面からのツアーの予約状況が低調である。海外客の回復も遅れており、前年並みの来客数、売上を確保することは難しい。
,,□,観光型ホテル（スタッフ）,・観光目的の来客が見込めるトップシーズンは９月までであり、10月以降で集客を見込める大型イベントや学会の開催が今年はないため、今後も変わらないまま推移する。
,,□,タクシー運転手,・タクシー会社の経営は、規制緩和以降、景気の影響で利用客が減るなか、台数が増えていることで大変厳しくなっている。８月末に中堅タクシー会社が倒産しており、今後も厳しい状況が続く。
,,□,観光名所（職員）,・福島第一原子力発電所の事故の影響もあり、海外の来場者については低迷が続いているが、国内の修学旅行、家族旅行等は回復傾向にあり、イベント等を行うことで集客増に結び付くことが期待できる。
,,□,美容室（経営者）,・今の状況から、あまり良くなるような環境ではなく、当分は現状維持が続く。客もまだまだ様子見をしている雰囲気が感じられる。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,・予約状況が今月と同様のデータとなっているため、このまま推移すれば輸送量の増加が十分期待できる。
,,□,住宅販売会社（従業員）,・国内外の経済情勢が混沌としているなか、高額商品である住宅は悪影響を受けやすいが、分譲マンションに関しては、相対的に需要が供給を上回っている状態が続いていることから、今後もデベロッパーにとって良好な市場環境が続く。
,,▲,商店街（代表者）,・夏が涼しい地域であるため、夏場の観光客の増加がみられたが、影響は一時的なものであって、長くは続かないとみられる。
,,▲,百貨店（役員）,・ペットフードの売上低迷が続いている。一番景気に敏感とされる部門であることから先行き不安が否めない。
,,▲,スーパー（店長）,・ライバル競合店が９月から業態転換することで、自社の店舗も含めて競合条件が厳しくなり、今後の売上が厳しくなる。
,,▲,スーパー（店長）,・競合店との価格競争はますます激化することが予想されるため、今後は客の取り合いが続き、単価低下に伴う売上の減少に加えて、利益も圧迫される傾向が強まる。
,,▲,スーパー（企画担当）,・政局の安定化が望まれるなか、政策の実行度合いに疑問が残る状況にあるうえ、国内外の金融経済の混乱の解消や東日本大震災の復興に向けての対応も後手に回る可能性があるなど、消費者の購買意欲にプラスに働く材料がなかなか見当たらないため、今後についてはやや悪くなる。
,,▲,スーパー（役員）,・東日本大震災以降の自粛ムードも薄らいできているが、福島第一原子力発電所の事故の影響により、肉、果実、魚等の商品において、福島周辺が産地であるものには間違いなく風評被害が発生している。また、外国人観光客の減少も観光地の温泉や市街地のホテルに大きな影響を与えており、閉店に追い込まれる飲食店もみられる。それらのことにより、個々の消費マインドも冷え込んできており、９月以降は更に厳しさが増してくる。
,,▲,コンビニ（エリア担当）,・たばこの値上げに伴う売上の上乗せが一巡するため、今後についてはやや悪くなる。夏型商材も気温上昇に伴う販売量の増加が落ち着き、販売量の減少が発生している。また、夏季休暇中の消費傾向から、年末商戦における客単価の低下は避けられない。
,,▲,コンビニ（エリア担当）,・夏休み期間の売上が低調であったことから、秋の連休での行楽や年末商戦での回復は見込みづらい。
,,▲,家電量販店（地区統括部長）,・買換え需要の反動減は、年末にかけて徐々に回復するとみられるが、前年のようなエコポイント特需もないため、厳しい需要が見込まれる。
,,▲,高級レストラン（スタッフ）,・景気が上向く要因が見つからないため、今後については引き続きやや悪くなる。
,,▲,タクシー運転手,・円高の影響なのか、海外に旅行する客の状況は良いが、国内の旅行客が増える要因が見当たらない。
,,×,商店街（代表者）,・例年10月は大きな集客イベント等がない。また、天候の状況にもよるが、冬物商戦にもまだ早い時期であることから、来街者数は激減する。そのため、ほとんどの業種で今後の売上の増加は見込めない。
,,×,家電量販店（店長）,・地上デジタル放送への完全移行が終わったため、先行きの状況が良くなる要素が見当たらない。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,金融業（企画担当）,・国内の復興需要の顕在化が見込まれることから、道内にもその影響が及んでくる。また、建設関連では冬を前に追い込みの時期となるため、活発化が見込まれる。
,,○,その他非製造業［鋼材卸売］（役員）,・厳しい状況に変わりはないが、少しずつ客の仕事量が増え、それに伴って購入意欲も改善していることから、今後についてはやや良くなる。
,,□,食料品製造業（団体役員）,・観光産業の状況が改善しておらず、消費者の動向も節約志向が強まっていることから、今後も変わらないまま推移する。
,,□,金属製品製造業（役員）,・客から景気が良くなるような話を聞かないことに加えて、見積依頼も増えていないことから、今後も変わらないまま推移する。
,,□,建設業（従業員）,・建設業の川上となる設計業界でもほとんど新規物件がないため、今後の工事発注量が増加するとは考え難い。
,,□,輸送業（営業担当）,・釧路港が穀物部門でバルク戦略港湾に国から指定されたことにより、港湾の整備、施設の新設等の種々の工事が発生することになる。サイロ、コンベアー等の民間施設も同様であり、大きな経済効果が期待できる。日本の食糧基地としての発展も望める。ただ、これらは５～10年と長いスパンでの話であり、２～３か月先については変わらないまま推移する。
,,□,通信業（営業担当）,・現状、受注量や問い合わせなどは、東日本大震災からの立ち直り傾向がみられるが、今後についてはこれ以上に景況感が上昇する材料が見当たらないため、変わらないまま推移する。
,,□,司法書士,・状況は大きく変化しないと考えられるが、個人住宅の建築等が回復し、それに伴い不動産取引関連が活発化することが見込まれる。
,,□,コピーサービス業（従業員）,・景気はかなり長い期間、停滞している状態であり、今後の急な変化は期待できない。
,,□,その他サービス業［建設機械リース］（支店長）,・畑作は順調だが、今後、本州の大手和牛生産農家倒産の影響が広がってくることが懸念される。
,,▲,出版・印刷・同関連産業（従業員）,・悪くなる条件はあっても、良くなる条件は見当たらないため、今後についてはやや悪くなる。
,,▲,建設業（経営者）,・工事の稼動はピークの状態だが、受注面で新規物件がほとんど見込めないため、今後についてはやや悪くなる。
,,▲,その他サービス業［建設機械レンタル］（総務担当）,・公共工事の発注がこれから落ち込んでくることが見込まれる。
,,×,その他サービス業［ソフトウェア開発］（経営者）,・明らかに10月以降の受注量が減りそうな状況にある。顧客に停滞感が極めて強く、しばらく様子を見ようとしている状況にある。
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・復興支援に伴い、建設関連や測量関連の道外従事に向けた求人が増えており、景気回復への明るさが見えてきている。
,,○,学校［大学］（就職担当）,・10月に行われる企業の内定式に向けて、複数内定者の動きが活発になっていることから、例年のように追加採用等が展開されることに期待したい。ただ、北海道における企業の採用の特徴として、当初からほとんどの企業の採用枠の幅が狭いこと、また優秀な人材にこだわっての採用であることから、未内定者がこれをカバーするには相当の評価を得る必要がある。このため、動きとしては良くなるが、結果的に状況はそれほど変わらないとみている。
,,□,人材派遣会社（社員）,・事務系の求人が減少傾向で推移するなか、事務系希望の求職者が増加している。一方、介護系の求人は増加しているが、介護系に進む求職者は少ない。求人と求職のミスマッチが顕著になっているが、全体的に若年者、女性、中高年者のマッチングが進んでおらず、今後の雇用環境の改善が見えない状況にある。
,,□,人材派遣会社（社員）,・下半期に向けての組織変更に伴い、求人、求職ともに動きが出てくるとみられるが、雇用が増えるというよりは、減員と補充により、結果的にプラスマイナスゼロとなる。
,,□,求人情報誌製作会社（編集者）,・建設関連の地域老舗企業が人員整理を行うなど、厳しい状況にあるが、農畜産業に活気がみられることから、今後の波及効果に期待が持てる。
,,□,求人情報誌製作会社（編集者）,・道内外の製造業の求人が急速に伸びてきたが、今後の円高の影響が懸念される。
,,□,職業安定所（職員）,・求人倍率は低いながらもやや上向いてきているが、昨今の景気状況が懸念材料となっている。
,,□,職業安定所（職員）,・東日本大震災の影響に加えて、業種によっては円高の影響もあり、先行き不透明な状況が継続していることから、今後も雇用環境は停滞したまま推移する。
,,▲,求人情報誌製作会社（編集者）,・円高の影響がどの程度出てくるのかが懸念材料となっている。
,,▲,新聞社［求人広告］（担当者）,・農業関連の需要が落ち込んでいることから、今後の売上に影響を与えることが懸念される。
,,×,－,－
,,,,
　２．東北（地域別調査機関：（財）東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,衣料品専門店（店長）,・秋物の立ち上がりに伴い、東日本大震災で服を失くされた人たちにスーツやコートの需要が出てきて、前年以上の売上になるのではないかと見ている。
,,○,一般小売店［書籍］（経営者）,・全体的に買回り品は厳しさが残るものの、子どもの教育費や住居関連、節電に関わる消費はこれから徐々に増えていく。
,,○,一般小売店［医薬品］（経営者）,・義援金が被災者にわたれば、繁華街も冬支度のための買物客でにぎわうのではないかと見ている。
,,○,百貨店（企画担当）,・これから実りの秋を迎え、福島第一原子力発電所事故の影響が懸念されるが、現在の消費傾向はしばらく変わらないと思われ、年末商戦まで持続することを期待する。
,,○,スーパー（経営者）,・新政権の運営など先行き不透明な要素はあるが、来客数、売上、買上点数など全ての数字が上向きになっており、この状況は年内いっぱい続くと見ている。
,,○,コンビニ（経営者）,・客単価が前年比110％と伸びていることに加え、買上点数が５か月連続で上昇している。客層も震災直後の４、５月と異なり、震災以前の客層に戻っての数字であるため、景気は回復に向かっている。
,,○,コンビニ（エリア担当）,・気温は例年より高くなるとの予報であり、秋の行楽などで客の動きは活発化することが予想される。
,,○,衣料品専門店（経営者）,・秋物衣料の実需期に入ってくれば、東日本大震災の被災地からの来店が増加し、売上も増加することが予想される。
,,○,衣料品専門店（店長）,・秋物も本番になり、重衣料も売れる時期になることから、単価が上がれば売上増加も期待できる。
,,○,乗用車販売店（経営者）,・新車の生産供給が急速に回復している。また、エコカー減税、グリーン税制の期限切れに伴う駆け込み需要も予想される。当社においても、新車受注残が2.5か月分ほどあり、これらのことを考えると、市場は大変上向いていくと予想している。ただし、車種別には次世代環境対応車や法人のバン、トラック関係が販売の中心になると見ている。
,,○,乗用車販売店（経営者）,・下旬以降の営業により、見込みが出始めている。また、10～12月にかけて新車の発売が予定されており、かなりの呼び水になると期待している。
,,○,乗用車販売店（従業員）,・東日本大震災の影響も大分少なくなってくるため、生産も落ち着き、販売量も伸びてくる。
,,○,その他専門店［食品］（経営者）,・食品の放射能汚染問題は、検査態勢が一通り整えば消費活動も持ち直すと見ている。
,,○,一般レストラン（経営者）,・震災復旧に向けて、産業によってはかなりの増員があるようである。復興対策が本格化すれば、客足が戻り忙しくなるのではないかと期待している。
,,○,一般レストラン（経営者）,・市内のホテル等は震災復興関係の客でいまだ満室状態が続いているため、外食等の需要もまだ見込めるのではないかと見ている。
,,○,都市型ホテル（スタッフ）,・東日本大震災の影響も大分落ち着きつつあるので、平泉の世界文化遺産登録の効果により、客数が伸びてくるのではないかと期待している。
,,○,都市型ホテル（スタッフ）,・定例の一般宴会のほか、300～400名の大型婚礼を受注し、久しぶりにブライダル部門が売上の柱となりそうな状況である。各部門への好影響が期待できる。
,,○,都市型ホテル（スタッフ）,・来月の売上も前年を上回る見込みとなっており、好調は続くと予想される。
,,○,旅行代理店（店長）,・求人が増えていることとあわせ、個人消費が微増ながら上昇している。個人客の先行受注も前年比でほぼ100％に達している。
,,○,通信会社（営業担当）,・決算期及び例年の販売傾向から、景気は良くなると予想される。
,,○,住宅販売会社（経営者）,・東日本大震災後、鉄筋コンクリート構造のマンション建築の相談及び受注があり、借り手もそれを望んでいる様子がうかがえる。景気の動きは決して良くないが、大きな建築物やロードサイド店進出の動きはかなりある。
,,○,その他住宅［リフォーム］（従業員）,・仮設住宅設置の完了により、今後は一般住宅の改修に需要が移る。
,,□,商店街（代表者）,・円高がプラスに働いておらず、消費者も安いから買うという意識でもないようである。今月見られた消費の減速傾向が今後も続くかどうか、注視していきたい。
,,□,商店街（代表者）,・生活は徐々に安定に向かい、通常の商業活動に戻ると見ている。
,,□,商店街（代表者）,・売上は低調であり、今後、秋物が動き出すことを期待している。
,,□,商店街（代表者）,・東日本大震災の直後に比べて商品供給は回復し、落ち着いてきているものの盛り上がりに欠けているため、景気は落ち込み、消費は弱くなる。
,,□,一般小売店［スポーツ用品］（経営者）,・現在の状況が大きく変わることはない。
,,□,一般小売店［医薬品］（経営者）,・客は必要な物は多少高くても購入するが、それ以外の物には手を出さない。そのような状況は今年一杯は続きそうである。
,,□,百貨店（売場主任）,・電力などの問題が解決されていないなか、季節の変化とともに、寒さ対策の動きが活発になることが予想される。客のライフスタイルに合わせた動きをとることで、現状を維持できると見ている。
,,□,百貨店（営業担当）,・全体的に消費活動は落ち着いてくると予想される。東日本大震災により避難生活をしている方の秋冬物衣料の需要増加が見込まれるものの、結果としては今の景気の状態から大きな変化はない。
,,□,百貨店（経営者）,・地上デジタル放送への完全移行に伴う駆け込み需要など一部家電関係がかなり好調で全体をけん引していたが、他の業種への好影響は無く、むしろそこで使った分、他を切り詰めるといった状況になっている。このため、２、３か月先も現状と変わらない。
,,□,百貨店（売場担当）,・当店が立地しているエリアにある３つのファーストフード店が今月末に閉店した。気軽に入れる価格で、若者からミドル層まで幅広い客が利用していた店が閉店したことで、客の流れが変わることを懸念している。ただでさえ残暑厳しい秋物商戦のなか、当地区に足を運ぶ人の動きが心配される。
,,□,百貨店（販促担当）,・前年同様の状況を維持すると見ている。
,,□,百貨店（経営者）,・中心市街地の集客を促す地元自治体の具体策がない。特産品を県外や海外に売り込むことが主眼となっており、地元小売業に目が向いていない。客もイベント開催や商品が充実している仙台に流れており、今後の大きな改善は見込めない。
,,□,スーパー（経営者）,・前年は猛暑により飲料が９月まで好調で、野菜なども高値で売上が伸びていたが、今年はその反動がある。加えて、消費のペースも弱くなる。
,,□,コンビニ（経営者）,・現状、義援金などの復興支援が家計の一助になり、それが消費に回っていると思われるが、景気の先行きには不透明感がある。
,,□,コンビニ（経営者）,・たばこ販売は値上げから一巡し、客単価の前年比増は見込めないが、来客数は前年比105～110％で推移すると予想され、総合的に判断すると現状と変わらない。
,,□,コンビニ（エリア担当）,・売上はしばらくの間、前年比をクリアできそうだが、福島第一原子力発電所の事故以降、東北の観光客は減っており、景気が良くなるとはいえない。
,,□,衣料品専門店（経営者）,・衣料品全般に仕入れ値の高騰が目立ち、利益の減少傾向が続くと予想され、秋冬物商戦への影響が懸念される。
,,□,衣料品専門店（経営者）,・今後に期待が持てず、悪い状況は変わらない。
,,□,衣料品専門店（店長）,・地元客によるカジュアル衣料の需要が増加しており、来客数の増加にも期待が持てるが、月を追うごとに当地を離れる人が増えていることが懸念材料となっている。
,,□,衣料品専門店（店長）,・ブライダル需要とリクルート需要の立ち上がりが遅れている。
,,□,衣料品専門店（総務担当）,・東日本大震災の直後に比べ、消費環境は戻りつつあるが、震災特需の動きも落ち着いてきていることから、今後の景気上向きは期待できない。
,,□,家電量販店（店長）,・地上デジタル放送に関連した商品に変わる主力となる商品が無い。
,,□,家電量販店（店長）,・目立った好材料がなく、先行きは不透明である。
,,□,家電量販店（店長）,・復興需要が落ち着いてくる。
,,□,乗用車販売店（経営者）,・新車の生産は完全に回復する見込みだが、現在の受注状況から、需要が伴うか懸念している。
,,□,乗用車販売店（経営者）,・現状を維持するのに精一杯であるため、変わらない。
,,□,自動車備品販売店（経営者）,・紅葉など秋の観光シーズンを迎えるが、東日本大震災による地域経済への影響は続く。
,,□,住関連専門店（経営者）,・新築住宅の着工が少ないことに加え、一部の建材に納期の遅れがある。悪い状況を長引かせないためにも、買換え需要を掘り起こすための販売促進強化を検討している。
,,□,その他専門店［酒］（経営者）,・変わらないというより、分からないという方が合っている。東日本大震災以降、政治不安も続き、風評被害の問題も次々と出てきているなか、今後どこまで復興していくのかが不透明なままでは、消費者も安心して買物することはできない。このままの状態で横ばいが続くとみられる。
,,□,その他専門店［酒］（営業担当）,・これから米の収穫期を迎え、風評等により価格が高騰すれば、日本酒等へも悪影響が出ることが懸念される。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・放射線量が高いため、秋の観光シーズンに向け、今後影響は顕著になる見通しである。また、収穫期を迎える農作物についても販売への悪影響が懸念され、農家にもじわじわと影響を及ぼしそうである。そのため、心理的な需要抑制の動きが表面化することに強い懸念があり、今後の需要見通しは楽観できない。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・東日本大震災の影響もあり客が不安がっている。会社自体も不安定な状況のなかで経営しており、この先良くなるのか悪くなるのか分からない。
,,□,一般レストラン（経営者）,・良くなってはきているが、３か月後も現状とそれほど変わらない。
,,□,一般レストラン（経営者）,・レストランにはぜいたくな雰囲気があるため今の状況は厳しく、先行きの見通しは立たない。
,,□,スナック（経営者）,・歓送迎会などで多少の動きはあっても、大きな売上の変化などは期待できない。
,,□,観光型ホテル（経営者）,・今月の好景気がいつまで続くか、全く分からない。首都圏から東北地方への入込は全く伸びていない。
,,□,旅行代理店（従業員）,・旅行申込の間際化のためか、10月以降の申込については先が見えない状況となっている。
,,□,タクシー運転手,・震災以降、タクシーの利用者が減少しており、増加が見込めない。
,,□,タクシー運転手,・東日本大震災の影響がまだ残っており、現状は依然として復興のめどがたたない状況にあるため、変わらない。
,,□,通信会社（営業担当）,・政治の不透明感に加え、円高に歯止めがかからないため、現状維持で推移する。
,,□,通信会社（営業担当）,・当面は現状のまま推移する。
,,□,通信会社（営業担当）,・顧客を取り巻く環境において、全体的に改善される見込みはない。
,,□,通信会社（営業担当）,・新内閣に期待するしかない。再生エネルギー法案がらみで活性化する商材があるかもしれないが、円高が続くと経済は衰退に向かう。
,,□,通信会社（営業担当）,・スマートフォンへの切替えニーズは当面の間続くため、一定の販売量は確保できる。
,,□,通信会社（営業担当）,・先行きが不透明なことへの不安から、消費の停滞はしばらく続くと思われるが、エンターテインメント業界は年末が近づくにつれて、徐々にではあるが回復傾向に向かうと予想する。
,,□,美容室（経営者）,・しばらくは現在の状況が続く見通しである。
,,□,美容室（経営者）,・客からは、現在の状況が変わることはまだなさそうだという話が多く聞かれる。
,,□,設計事務所（経営者）,・まだ先の見えない状況が続く。
,,▲,商店街（代表者）,・企業の第３四半期は悪くなることが予想されるため、消費動向は期待できない。
,,▲,一般小売店［雑貨］（経営者）,・今月の落ち込み具合は季節要因だけでは説明できない。消費者の財布のひもが急速に固くなってきたという印象を受けている。最低でも２、３か月はその状況が続くと見ている。
,,▲,一般小売店［医薬品］（経営者）,・当地域には東日本大震災後、福島第一原子力発電所事故の関連で人が流入し、住居物件が極端にひっ迫していたものの、ここにきて空き店舗が目立ち始めている。人が流入しても幅のある消費をしていない様子がうかがえる。現状の地域の閉塞感や不安感を考えれば、消費は縮小傾向に向かい、景気は厳しさを増す。
,,▲,一般小売店［寝具］（経営者）,・震災関連の商品の受注も一段落することが予想される。冬場に向けての寝具類の需要に期待したい。
,,▲,百貨店（経営者）,・元、ウォンに対しての円高影響が競争力の低下に拍車を掛け、不景気になることが予想される。
,,▲,スーパー（経営者）,・東日本大震災に伴う賠償金支払の遅れもあり、被災者及び被災地周辺の人々の将来への生活不安がかなり高まっている。また、電気及びガス料金の値上げに加え、円高や株安も続いている。このような状況において、消費環境は弱含みで推移し、景気は一時的に厳しくなることが予想される。
,,▲,スーパー（店長）,・農畜産物の放射能汚染の報道の影響もあり、国産品の今後の動向が大変気がかりである。また、節約志向が続くなか、米の値上がり等で生活防衛意識が高くなることも予想される。
,,▲,スーパー（店長）,・東日本大震災後から続いている競合店の店舗改修が終われば、競争が激化し、業績が厳しくなることが考えられる。また、今後収穫される新米について、放射性物質汚染の検査の結果が懸念される。
,,▲,スーパー（店長）,・９月後半から米の収穫期を迎えるが、放射能汚染問題の影響がどうなるのか先行き不透明感が強い。
,,▲,スーパー（営業担当）,・景気が回復するような材料が見当たらない。
,,▲,コンビニ（エリア担当）,・来客数は微増で、売上も前年をクリアする状況が続いているが、今後はたばこ増税の効果が一巡したところで、若干厳しくなるのではないかと見ている。
,,▲,コンビニ（店長）,・単価の下がり方が顕著であることから、消費は徐々に落ち込んでいくのではないかと見ている。
,,▲,乗用車販売店（経営者）,・今後数か月は新車の投入もなく、集客は引き続き苦戦が予想される。
,,▲,住関連専門店（経営者）,・当店として新規需要が期待できるのは、復興で新築住宅が建ち始める２、３年後であり、それまで景気は停滞気味に推移していくと予想する。
,,▲,その他専門店［パソコン］（経営者）,・被災企業はかなりの人員を解雇せざるを得ない状況となっている。市場としても、今後、お金の回転がかなり鈍くなってくると予想している。
,,▲,一般レストラン（経営者）,・消費ムードが低迷したままだと、今後の消費動向は右肩下がりになると予想される。
,,▲,観光型ホテル（スタッフ）,・繁忙期である秋以降の予約状況は、特に関西方面と海外等の遠方からの団体客の予約が非常に悪くなっている。
,,▲,観光型旅館（経営者）,・紅葉を迎える10月は期待できる部分もあるが、地域を訪れる観光客の総数は減っており、連休など休み以外の集客はほとんど見込めない。大手旅館などは旅行代理店の復興支援プラン等の企画に乗れるが、小規模旅館には期待できない。
,,▲,都市型ホテル（経営者）,・震災以降、売上をけん引してきた宿泊の予約がかなり鈍くなっていることから、料飲施設の売上も落ちることが予想される。また、震災等の影響で月遅れで開催されていた歓送迎会や会合等も一段落するので、やや悪くなることが予想される。
,,▲,観光名所（職員）,・７、８月と来客数が前年比90％まで戻ってきたが、川下りの事故の影響により、今後の団体客の予約状況は前年同期に比べて芳しくない。
,,▲,競艇場（職員）,・内閣が新しくなり、増税の動きが出てくることを懸念している。
,,×,スーパー（経営者）,・９月には同一エリアに競合店の出店が予定されている。また、福島第一原子力発電所事故は収束せず、食料品の安全安心に対する客の不安や不信が増幅する。
,,×,スーパー（販促担当）,・福島第一原子力発電所の事故後の状況が好転するとは考えにくい。特に米は津波の影響で作付けできなかったことに加え、放射能汚染問題の影響がどのように出てくるのか不安要素が大きい。場合によっては米価の高騰や、他の食品の価格競争による客単価の低下が懸念される。
,,×,コンビニ（経営者）,・放射能の影響は徐々に大きくなっており、景気が上向く要素は全くない。
,,×,コンビニ（エリア担当）,・復興需要もあり、現状の売上は好調に推移しているが、経済自体に活況があるわけではなく、一部の地域を除き景気は悪くなると予想される。また、福島第一原子力発電所事故の問題で若年層を中心に県外流出の動きが顕在化しており、当該地域の景気は徐々に悪化していくことが危惧される。
,,×,その他専門店［白衣・ユニフォーム］（営業担当）,・当業界では来月からほとんどのメーカーで値上げをするため、駆け込みの受注も多少はあるが、今後の引き締めを懸念している。かなりの値上げになる商品もあり、円高で輸入品は安くなるが、実際には注文を控える動きが出てくることも予想される。
"企業
動向
関連

(東北)",,◎,建設業（従業員）,・自治体発注の瓦れき処理業務が今後２、３か月にわたって順次出件される。
,,◎,その他非製造業［飲食料品卸売業］（経営者）,・瓦れきの撤去や仮設住宅の建設に一定のめどが付き、本格的な復興建設が始まれば、沿岸地域の小売店や飲食店の再開による市場回復が見込める。
,,○,食料品製造業（総務担当）,・需要期を迎え、新商品の発売も予定されていることから、商品の動きの活発化が期待される。
,,○,繊維工業（経営者）,・震災の復興事業の本格化は、景気に刺激を与えるのではないかと見ている。しかし、円高の影響で状況が変わる懸念もある。
,,○,木材木製品製造業（経営者）,・住宅部材の需要が安定してきており、今後も期待できる。
,,○,出版・印刷・同関連産業（経営者）,・東日本大震災から５か月が経ち、前年比ではマイナスとなっているものの、仕事量は若干だが上向きで推移する。
,,○,建設業（企画担当）,・具体的な受注はないが、復興に向けた発注計画等を多く耳にするようになり、期待感が高まる。
,,○,輸送業（経営者）,・全体的に回復傾向にあるものの、高速道路の中型以上のトラックの無料化が終了し、負担増が予想される。
,,○,通信業（営業担当）,・上半期の締めの時期にあたり、企業の活性化が予測される。
,,○,広告代理店（経営者）,・東日本大震災により特需になっている業種もあり、そういった企業からの発注は増える見込である。
,,○,公認会計士,・震災関係の復興需要が徐々に出てくるため、建設関係は堅調に推移することが見込まれる。
,,○,コピーサービス業（経営者）,・復興を前向きに考えている企業では、２、３か月後には計画もでき上がり、動き出すような状況にある。そのため、景気も良くなると見ている。
,,○,その他企業［企画業］（経営者）,・被災した各市町村の復興計画が出てくることに伴い、住宅需要がある程度は伸びてくる見通しである。
,,□,農林水産業（従業者）,・風評の影響で、23年度産の米の価格は低下することが予想される。
,,□,食料品製造業（経営者）,・福島第一原子力発電所事故による放射性物質拡散の問題で、９月以降も当地への入込は期待できず、前年並みの売上を確保するのは難しい。
