,,▲,コンビニ（エリア担当）,・周辺の第一次産業の実績が悪化している。農業は水稲において周辺エリアのみ著しい不良となっており、漁業も継続して低迷している。食品小売が安売り合戦となっていく流れにあり、低利益率での経営を強いられる環境となっている。
,,▲,その他専門店［ガソリンスタンド］（経営者）,・原油価格が過去最高値を更新したことから、冬の暖房用灯油の価格も最高値になることが予想され、家計への影響が大きい。
,,▲,一般レストラン（スタッフ）,・北海道はこれから灯油の需要期に向かうが、灯油価格、ガソリン価格が値上がりしていることから、今後については厳しくなる。
,,▲,観光型ホテル（経営者）,・個人客については今後もそれなりに期待できるが、団体客の動きが今一つであることから、全体としての来客数は減ってくる。
,,▲,観光型ホテル（スタッフ）,・現時点での宿泊予約は順調であるが、サブプライムローン問題の影響で、国内経済に対する警戒感が強いことから、レジャー産業全般で厳しくなることが予想される。
,,▲,旅行代理店（従業員）,・航空運賃や燃油サーチャージ料金の価格上昇といった原油の高騰による直接的な影響に加えて、ガソリンや灯油といった様々な商品の値上げ、年金問題や消費税率引上げの機運などから、将来的な不安を感じる人が多くなる。レジャーや旅行はゆとりあってのものであるため、それらに掛ける費用が抑えられることになる。
,,▲,その他サービスの動向を把握できる者,・シーズンオフの時期に入るが、団体客が少人数化しており、今後急激に回復する要素は全く見当たらないことから、今年の入込客数は５年連続のマイナスとなることは必至である。特に今年は７～８月のピーク時の減少が大きかったことから、過去５年の中でも最も大きな落ち込みとなることが見込まれている。
,,×,コンビニ（エリア担当）,・原油高騰に伴う、各種の製品価格の値上がりから、家計の支出が減少する。特に北海道では、これから暖房費の掛かる時期となるので、原油高騰の影響はより大きくなると見込まれる。またハウス農家の栽培時期に入ってくるが、規模の縮小といった話も出てきているようであり、ハウス農家についても原油高騰の影響が出てくる。
,,×,設計事務所（職員）,・建築基準法改正の影響で着工が保留されたり、引き伸ばされたりしているため、建設関係各社では今期の売上に悲観的な予想を立てている。売上回復のための残る手段は短期的な不動産取引しかないというような状況である。企業倒産の噂も出ているような状況であり、今後については悪くなることが見込まれる。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,家具製造業（経営者）,・請負物件が増加傾向にあることから、当面は受注が活性化していくことが見込まれる。
,,□,金融業（企画担当）,・個人消費は、冬季ボーナスの抑制で年末年始商戦も期待できないことから弱含みで推移する。建設関連は官民工事の減少で厳しさが続く。観光は、豪州からのスキー客や東南アジアからの冬まつり見物客の増加が見込まれる。総じて景気は横ばいが見込まれる。
,,□,その他サービス業［建設機械リース］（営業担当）,・建設工事量が増加する要因が見当たらない。
,,□,その他サービス業［建設機械リース］（支店長）,・コスト増分が売価に反映される見込みがない状況であり、今後についても厳しいまま変わらない。
,,▲,食料品製造業（団体役員）,・定率減税の廃止や国と地方の財源移譲に伴う給与やボーナスの税負担感増に加えて、冬期に向かっての暖房費の高騰があり、今後の消費動向が厳しくなることが見込まれる。
,,▲,出版・印刷・同関連産業（役員）,・紙、電気の値上がりなど、コストの増加が大きく影響してくる。
,,▲,輸送業（支店長）,・建築基準法の改正、一部ゼネコンの指名停止等の問題もあり、建築関係については、ここに来て大きな遅れが出てきているため、第３四半期の状況がかなり悪くなることが見込まれる。
,,▲,通信業（営業担当）,・販売量は微増傾向にあるが、一方で販売価格低下への圧力が再度強まっており、この先の景況感はやや悪くなることが見込まれる。
,,▲,その他非製造業［鋼材卸売］（従業員）,・下期の受注実績が見通しを下回っている状況であり、年内の建築着工の増加は見込まれないことから、今後の景気減退は避けられない。
,,×,建設業（経営者）,・公共工事の受注がほぼ終わり、民間工事についても今後の需要があまり見込めない。
,,×,司法書士,・原油価格の値上がりにより、灯油などの各種生活用品が値上がりしている。また郵政民営化に伴い、定額小為替の交換手数料が10倍に値上がりするなど、市民生活の環境が更に悪くなる。
"雇用
関連

(北海道)",,◎,－,－
,,○,－,－
,,□,人材派遣会社（社員）,・販売等については年末商戦があるのかもしれないが、今のところ雇用面で大きな動きはみられず、今後についても変わらない。
,,□,職業安定所（職員）,・新規求人数は２か月ぶりに前年を上回ったが、有効求人倍率は３か月連続で前年を下回っており、今後についても厳しいまま変わらない。
,,□,職業安定所（職員）,・新規求人の減少が11か月も連続しており、求人が増加する要因が見当たらない。
,,▲,求人情報誌製作会社（編集者）,・道外の業務請負業、人材派遣、病院・介護サービス、コールセンターなどでは前年よりも求人件数を伸ばしているものの、飲食、小売、個人向けサービス業の求人件数は総じて前年割れとなっていることから、今後についてはやや厳しくなる。
,,×,－,－
,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,家電量販店（店長）,・11月から地上デジタル放送が始まるため、関連商品の売上増加が数か月は見込める。
,,○,一般小売店［カメラ］（店長）,・年末に発売になる高額のデジタルカメラなどもあり、年賀状印刷なども始まるため、売上の増加につながる。
,,○,スーパー（店長）,・米や野菜の出来が良いなど１次産業が良くなっていることで、主食のほかにシュークリームやケーキなど菓子類も売れており、今後の景気は良くなる。
,,○,コンビニ（経営者）,・来客数、買上点数はプラスに転じている。パン、ペストリーはいまだ前年を下回っているものの、主力の米飯商品の不振が底を打ち回復している。年末に向けて客単価は上昇する傾向でもあるため、今後はプラスで推移する。
,,○,衣料品専門店（店長）,・ビジネス需要の減少分をカジュアル需要で補えていることに加え、クリスマス、ブライダルなど明確な目的買い需要を予測どおり取り込めている。
,,○,家電量販店（店長）,・年末商戦、お正月商戦の時期に合わせ、地上デジタル放送の開局もあることから、傾向は良くなる。
,,○,乗用車販売店（経営者）,・新型車の発表があり、受注状況が非常に良く今後にも期待が持てるとともに、他の車種にも相乗効果が表れてくる。
,,○,住宅販売会社（従業員）,・新規来場者からの受注の見通しが立ち、前年同月比では上回りそうである。
,,□,商店街（代表者）,・客層が日用雑貨、食料品に固定化される傾向にあり、イベントで一時的な集客を図っているものの、通常では売上の減少傾向が今後も続く。
,,□,百貨店（経営者）,・郊外に新しい商業施設ができたことによる来客数の減少はしばらく続く。加えて、灯油など石油価格が跳ね上がっており、寒くなるに従って消費者の生活防衛意識は今以上に高まってくる。
,,□,百貨店（経営者）,・販促による効果があるとしても、ならしてみればトレンドは変わらない。客の購買意欲が向上するような商材が少なく、あったとしても現在の経済状況からすれば消費が拡大することはない。たんす在庫にあるような商品は厳しいと予測されるため、毎日消費される食料品にてこ入れして売上増加を目指していく。
,,□,百貨店（経営者）,・気候、気温の変化に伴い秋物衣料品の動きは出てきているものの、単品買いが多く、長続きするような状況にない。また、ヤング層の婦人服、洋品の購買意欲が低下している状況も垣間みえる。
,,□,スーパー（経営者）,・中越沖地震の被災エリアにある店舗も、落ち込みはみられない。
,,□,コンビニ（経営者）,・客単価は例年どおり年末にかけて上がっていくが、来客数の動きに変化がみられないため、状況はあまり変わらない。
,,□,コンビニ（エリア担当）,・改善に向けた期待感が持てるようになってきたものの、その一方でガソリン価格の高騰などが最寄り品の消費を抑制するのではないかという不安もある。期待と不安が入り混じっている状況であり、景気が良くなるとは言えない。
,,□,コンビニ（エリア担当）,・競合店が閉店した店舗もあれば、近くにスーパーが進出してきた店舗もあり、全体的な競合の状態は変わらない。
,,□,衣料品専門店（経営者）,・食に関して原料や賞味期限の偽装表示があまりにも多く発生し、小売業全体に不信感を抱かれる懸念があり、景気回復の足止めになる。雇用にも影響が出る。
,,□,衣料品専門店（経営者）,・この時期で販売量が少ないという状況からすれば年末、年明けは期待できない。
,,□,衣料品専門店（店長）,・バーゲンの時期における40代、50代の客の動きがポイントになる。今の状況からすれば、動きが少し遅くなることはあっても、およそ平年並みに推移する。
,,□,家電量販店（従業員）,・暖房機の動きが遅く、今後多少寒くなったとしてもばん回できそうにない。石油暖房機については灯油の値上がりで買い控えの懸念がある。
,,□,乗用車販売店（経営者）,・東京モーターショー開催、各メーカーの新型車ラッシュが市場を活性化することを期待しているが、ガソリン高騰による買い控えや若者の車離れをカバーできるかは不透明である。
,,□,その他専門店［食品］（経営者）,・首都圏や大都市圏向けの営業強化が必要であるが、そう簡単に進むものではなく現状維持が精一杯である。
,,□,その他専門店［酒］（経営者）,・この地域は農業従事者が大変多く、今年の米価が予想以上に下がったためか消費者の衣食住にかかわる消費が非常に悪くなっている。この状況が２、３か月で良くなるとは考えにくい。
,,□,高級レストラン（経営者）,・大企業の誘致など明るい話題はあるものの、地元経済そのものは活性化しておらず、現状のやや悪い状態が継続する。
,,□,一般レストラン（経営者）,・レストランウェディングや小規模のパーティーなどの予約は比較的順調であるが、一般客の予約は厳しい情勢となっており、このような状況はしばらく続く。
,,□,一般レストラン（経営者）,・これから飲食店は繁忙期を迎えるが、現在のように特定の日に来客が集中し、それ以外は全然だめという状況が今後も続く。
,,□,観光型ホテル（経営者）,・この先は旅行シーズン、忘年会と続くが予約数は前年並みであり、リニューアル効果はいまだ少ない。日帰りの女性客は非常に増えているが、総売上にはあまり影響が無い。
,,□,観光型旅館（経営者）,"・忘年会シーズンを迎えるが、例年よりも出足が遅い。しかしながら、１、２月という冬の時期の予約申込状況は悪くない。ホームページの改訂作業が終わったが、１日当たりの検索数が約2,000件とほぼ想定どおり順調に立ち上がった。"
,,□,都市型ホテル（スタッフ）,・競争力のある会社は比較的順調であるが、それ以外は後退基調のようであり、全体的な市場環境としては変わらない。
,,□,都市型ホテル（スタッフ）,・地元企業の状況が良くないことに変わりが無い。最大限の企業努力によって、何とか現状を維持していく。
,,□,タクシー運転手,・求人倍率の上昇など明るい話題もあるが、タクシー業界については車両の供給過剰が変わらず、前年実績を下回る状態が続く。
,,□,美容室（経営者）,・景気回復への期待は持っているが、現実的には来客数、売上共に低迷している状況が長く続いており、改善の兆しはみえない。しかしながら、これ以上悪くなるような流れでもなく、低迷した状態のまま推移する。
,,▲,商店街（代表者）,・景気が好転するような状況になく、大手企業でボーナスが多いところは別にして、全体的な消費動向は悪くなっていく。
,,▲,百貨店（広報担当）,・原油高騰による物価の上昇に伴い、消費が抑制される傾向は強まっていく。
,,▲,百貨店（売場担当）,・最近、大型ショッピングセンターがオープンし、更に厳しい状況に陥るのではないか懸念している。百貨店とショッピングセンターとでは基本的に対象客が違うのでは、と思う反面、量販店の気軽さや値段、また、家族全員で楽しめる施設といった部分で脅威に感じる。
,,▲,スーパー（経営者）,・原油価格の上昇分を販売価格に転嫁できるかがポイントになるが、商品価格の上昇は買い控えを招くこと、また、ガソリン代の上昇は買物頻度の減少を招くことから、売上が伸びない状況が当面続く。
,,▲,スーパー（経営者）,・これから寒くなるため、灯油、ガソリン価格の上昇は直接的に家計を圧迫する。米価の低下により農家の収入も減っていること、地域経済が停滞しており勤労者世帯の手取り収入も増えていないことなど、明るい見通しは立てられない状況である。
,,▲,スーパー（経営者）,・原材料の値上げによる商品売価変更で、消費者心理への影響が懸念される。
,,▲,スーパー（店長）,・原材料価格高騰により、製品価格の値上げがメーカーより相次いで発表されている。今後の消費者への影響が懸念されるとともに、原価が値上げされても販売価格を据え置く商品も出てくるため、今期の増益はますます厳しくなってくる。
,,▲,スーパー（店長）,・ガソリン、灯油の値上げが続いているほか、食料品に続きトイレットペーパーなど様々な商品価格値上げの報道が相次いでいるため、購買行動はより慎重になり状況は更に厳しさを増す。
,,▲,スーパー（店長）,・原油高騰の影響で、食料品などの商品価格も値上げとなる物が多くなるため、消費が冷え込む可能性がある。
,,▲,スーパー（店長）,・原油価格の高騰に伴う商品価格の値上げは続くことから、買上点数、売上などの下降傾向は更に強まる。
,,▲,スーパー（店長）,・大型ショッピングセンターやディスカウントストアのチラシ攻勢により低価格化がますます進行しており、客は特売品の購入のため買い回りしている状態である。このような状況から、来店頻度、客単価の低下は今後も続く。
,,▲,コンビニ（店長）,・原油価格が史上最高を記録するなどしており、また、ビールの値上げもあるなどインフレの懸念が高まっており、生活費の負担も多くなることからこれから消費は良くならない。
,,▲,衣料品専門店（経営者）,・原油価格の上昇が更に続き、この先本格的に寒くなる時期に灯油などはまた値上げされるとのことである。客は「どのようにして冬を過ごすのか」という話をしており、買い控えが進むなど、今後の見通しは悪い。
,,▲,衣料品専門店（経営者）,・衣料品の購買動向は、今持っている物に買い足す、という傾向が強くなっており、客単価の低下が懸念される。
,,▲,衣料品専門店（店長）,・商圏内に競合店がオープンするため、１か月程度は影響が出る。
,,▲,乗用車販売店（経営者）,・冬に向かう時期であるが、灯油、ガソリンなどの価格が更にまた大幅な値上がりとなることから、車の乗換えには不利な条件となる。車両整備もこの地方の厳しい経済情勢を反映して「安く仕上げてもらえればやる」という客の声が多く、企業として利益を上げていくことが難しい情勢である。
,,▲,乗用車販売店（経営者）,・依然として買われる車の多くは燃費重視のコンパクト車中心で、利幅の大きい高級車などは敬遠される傾向にある。他のメーカーからも続々と新型車が投入されてきているが、市場を活性化させる起爆剤にはなれない。これから雪のシーズンということもありスタッドレスタイヤの問い合わせは多いが、最安値商品が取引の中心である。どれをとっても明るい話題は無い。
,,▲,乗用車販売店（従業員）,・需要期にかかわらず、来客数、販売台数共に伸びないため、今後もあまり良くならない。
,,▲,住関連専門店（経営者）,・今月は大きな案件があり一時的に売上が良かったものの、長くは続かない。ガソリンなどの高騰の影響もあって売上は低くなっていく。
,,▲,その他専門店［化粧品］（経営者）,・郊外型の複合商業施設が、９月に引き続き、11月、来年３月と立て続けに立ち上がる。出店はこれで一段落するものの、中心街区と郊外の商業集積地との戦いが始まり、しばらくは新店効果もあって中心街区の来客数は減少する。
,,▲,その他専門店［酒］（営業担当）,・酒類販売の低迷は飲食店の落ち込みによる部分が大きく、飲食店の状況が上向くには抜本的な景気回復が必要である。宴会の多い時期を迎えるが、販売量が前年と同じでも単価が下がるという事態になる可能性もあり、懸念している。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,・灯油の需要期を迎えるが、卸価格の大幅な値上げが予定されており、消費者の買い控えが顕著になることが懸念される。個人所得が伸び悩んでいることも、燃料関連支出の低迷につながる恐れがある。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,・11月以降もガソリンなど石油製品の値上げが予定されており、石油販売業界はますます厳しくなっていく。
,,▲,観光型旅館（経営者）,・米価の低迷で、農業関係者の忘年会予約が無い状況である。１～３月は、例年は農家の女性が動く時期であるが、収入減が見込まれるため旅行する望みは薄い。
,,▲,都市型ホテル（経営者）,・一般宴会は忘年会シーズンに入ることもあり前年並みを期待できるが、宿泊部門、料飲部門の売上は低下傾向であり、客単価も下がってきていることから、全体的な傾向としてはやや悪い方向である。
,,▲,観光名所（職員）,・予約の申込状況が若干悪くなってきている。
,,▲,観光名所（職員）,・地域を舞台にしたドラマや観光キャンペーンなどのプラス要因は終了し、この先は目立った話題が無い。
,,▲,遊園地（経営者）,・ガソリン、灯油の値上がりが家計に響いてくる。
,,▲,美容室（経営者）,・原油の高騰に伴い物価が上がり、客の財布のひもが一層固くなっている。美容に関することには余計に引き締めが強くなる。
,,▲,設計事務所（経営者）,・建築基準法改正に伴う工事件数の減少による影響が、今後ますます発生してくる。
,,×,スーパー（経営者）,・兼業農家が多い地域であるため、米価の値下がりは消費活動に影響する。また、あらゆる商品価格が値上がりし、灯油価格も高めに推移することとなるため、財布のひもは余計に固くなる。
,,×,コンビニ（経営者）,・ガソリン価格やその他物価の上昇についてテレビや新聞で連日報道されている影響もあり、消費者の財布のひもは固くなる。
,,×,住関連専門店（経営者）,・建築確認において耐震性の審査が厳しくなり、許可がなかなか出ないため新築着工が大幅に減少しているが、今後回復するか心配している。
,,×,一般レストラン（経営者）,・年末になるが、一般市民に閉そく感が漂っており、例年のような忙しさにはならない。
,,×,その他サービス［自動車整備業］（経営者）,・寒冷期に向けて、灯油代など暖房費用が前年よりも相当掛かり増しになると予想され、法人、個人を問わず支出を絞り込む傾向がみられる。この先の消費動向は一層厳しくなる。
"企業
動向
関連

(東北)",,◎,－,－
,,○,出版・印刷・同関連産業（経営者）,・年末に向けて年賀状印刷の需要があることに加え、地元で市議会議員選挙がある。
,,○,出版・印刷・同関連産業（経理担当）,・ガソリンや原材料などの価格がどんどん上昇しており、値上げに対しての感覚が麻ひしてくるため、良い意味でのインフレ効果が出てくる。
,,□,食料品製造業（経営者）,・数か月の間にアメリカからの牛肉輸入量が増えて相場が安定するとは考えにくく、現状の商品価格で推移すれば需要は停滞したままで推移する。
,,□,電気機械器具製造業（企画担当）,・ガソリン高騰、株価不安定、政治的不安定要素などマイナスイメージは多々あるが、意外と景気は底堅い。
,,□,広告代理店（従業員）,・特に大きな案件も少なく、大型物件の受注は望めない。
,,□,その他非製造業［飲食料品卸売業］（経営者）,・地域格差と言われるが、地方の中小企業を取り巻く環境は非常に厳しい。量販店の進出などにより、卸売業の取引先となる小売店は廃業が目立ち、良くなる兆しはみえない。
,,▲,農林水産業（従業者）,"・全農からの米の仮渡金が１俵（60キログラム）当たり7,000円と大幅な下落となり、しかも来年度以降の金額も予断を許さない状況になっている。"
,,▲,食料品製造業（経営者）,・食品や日用品など値上げをしている商品が多く物価が上がり、消費者は年末に向けお歳暮などギフトの費用を抑えようとする。
,,▲,食料品製造業（総務担当）,・原材料価格の値上げが浸透してくるが、コストアップを製品価格に転嫁するのは難しく収益面で大幅に減益になる可能性がある。
,,▲,一般機械器具製造業（経理担当）,・国内での自動車販売は不振が続いており、自動車部品の製造はその影響を受ける。また、最大のマーケットであるアメリカ経済が落ち込む恐れもあり、業績全体が悪化する懸念がある。
,,▲,電気機械器具製造業（経営者）,・取引先各社の状況は、下期に入り国内向けの製品需要は頭打ちの状態である。減速感が強く、年度計画の達成は厳しい状況にある。同業他社も同じような傾向であり、今後ますます価格競争に拍車が掛かる。
,,▲,建設業（経営者）,・原油価格の高騰により資材価格や生活用品の値上がりがある状況からすれば、客は工事の発注を先延ばしにする傾向となる。
,,▲,建設業（企画担当）,・厳しい価格競争のなか、原材料等の上昇によるコストアップが利益を圧迫する懸念がある。仕事量でみると、宮城、福島は元気であるが他県が低迷しており、格差が広がっている。
,,▲,輸送業（経営者）,・当社の事業は原油価格の動向に影響を受けやすく、冬場に向かいますます厳しくなる。
,,▲,広告代理店（営業担当）,・原油高や小麦などの原材料高に伴い、ビール会社のキャンペーンが無くなったりしている。
,,▲,経営コンサルタント,・建設業は、１社倒産すると従業員が独立開業して事業者数が増え、その結果競合がますます激しくなるという悪循環が続く。
,,▲,公認会計士,・発注元から下請への受注価格の引き下げ要求が止まらず、先行きは更に厳しさを増してくる。
,,×,通信業（営業担当）,・既存契約のつなぎ止めにも限界があり、やむを得ず解約となる可能性が高い案件が増えそうな状況である。価格以外の信頼度など条件面で付加価値を持たせ契約関係を築いていく必要があるが、現実的にはかなり厳しい。
,,×,広告業協会（役員）,・引き合い案件が非常に少なく、金額ベースでも減少している。
"雇用
関連

(東北)",,◎,－,－
,,○,人材派遣会社（社員）,・自動車関連業種の求人が伸びている。
,,○,新聞社［求人広告］（担当者）,・駅前や郊外に大型の商業施設が来年度には進出することから、そろそろ求人も動き出す。雇用面ではこの動きが景気浮揚につながる。
,,○,職業安定所（職員）,・新規求人は横ばいの状態が続いているものの、有効求人倍率は徐々に上昇している。県内の鉱工業出荷額が上昇したとの報道もあり、今後に期待できる。
,,○,職業安定所（職員）,・新規求人数の増加傾向と、新規求職者数の減少傾向が続いていることから、有効求人倍率、新規求人倍率共に上向いていく。
,,□,職業安定所（職員）,・新規求人数は前年同月比での減少が続いているが、前々年との比較ではほぼ同水準であり、前年度が特別だったととらえれば、やや楽観的な見方ができる。
,,▲,人材派遣会社（社員）,・求められるスキルを持った人材の確保が、非常に困難な状況になってきている。
,,×,－,－
,,,,
　３．北関東（地域別調査機関：（財）日本経済研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北関東)",,◎,通信会社（営業担当）,・年末商戦により家電に対する需要が高まり、景気は上向く。特に、年末のボーナスに対しては、給与に比べ企業利益を反映する傾向があるので消費が上向くと見込んでいる。
,,○,衣料品専門店（販売担当）,・最近出た今年の冬は寒くなるという長期予報も後押ししてか、幾分ニット類などの要望が増えてきている。それほど厚手のものではないが、羽織物の要望もかなり多くなっているので、先行きはやや良くなるとみている。
,,○,都市型ホテル（スタッフ）,・忘新年会がピークを迎える時期なのでやや良くなるとは思うが、老舗の競合店舗が廃業してから初めて迎える年末年始だけに、自社の努力、営業力によるものではなく、競合減少により、予約がいつもに増して活況になっていると理解している。
,,○,住宅販売会社（経営者）,・当地域の人口は増加傾向にあり、住宅、マンションの建設ラッシュが続いている。客の購買意欲にも期待が持てる。
,,□,一般小売店［精肉］（経営者）,・今月も原材料の値上げ、また、電力、ガス等の値上げの話が出てきている。これが商品代金に上乗せとなるが、乗せない訳にはいかないので、景気が良くなるとは考えられない。
,,□,百貨店（営業担当）,・客の様子を見ているとあまり変化は無い。買上単価、販売量共にあまり変わった様子は無い。
,,□,百貨店（販売促進担当）,・ショッピングセンターを含め競合店とのパイの争奪戦は、お歳暮、クリスマス商戦に向けて更にし烈になることが予想され、現在同様厳しい状況が続く。
,,□,スーパー（総務担当）,・消費動向からみると景気全体は全く変わらず、良くなっていない。不透明感、不安感もあり、横ばいあるいは若干下降気味といった状態が続いている。
,,□,衣料品専門店（店長）,・食料品やガソリン等、家計に密着した商品の値上げの影響が、消費マインドの冷え込みにつながり、なかなか景気回復にはならない。
,,□,乗用車販売店（営業担当）,・新型車の導入もなく、まして車への関心が希薄になっているため、集客率を上げることはできない。
,,□,乗用車販売店（販売担当）,・これから年末にかけて年末商戦の折込チラシ、広告宣伝を打つが、同業者の販売店やディーラー関係で聞くと、新型が出ているのに宣伝してもなかなか客が寄り付かないということである。全体的に低いレベルで客が来て、売れる台数も低調であり、これから２～３か月先についても、宣伝や広告をしても大して変わらないのではないかということで、周囲も含めて意見が一致している。
,,□,住関連専門店（仕入担当）,・年末に向け、原油高騰による影響が危惧されるが、販売への影響はさほどでもない。暖冬で厳しい状況となった前年よりは上積みが期待できる。
,,□,一般レストラン（経営者）,・ガソリンの値上がり、酒酔い運転による罰則の強化が客に相当影響するのではと思っていたが、今のところその様子はない。
,,□,都市型ホテル（経営者）,・都心部のみ景気が良いようで、地方都市まで景気の波は来ていない。
,,□,旅行代理店（支店長）,・２、３か月後は年末年始となるが、今年はカレンダーの配列が良く、海外を中心に販売が活発である。また、正月を中心に国内の宿泊客も増えている。
,,□,旅行代理店（副支店長）,・都市部と違って地方の場合は景気が良くなる要素がないとは言えないが、少ない。また、燃油等の値上がりがこの先、地元農家、個人事業主に大きなダメージを与えることは必須である。収入源になり、余分な貯蓄もできないために、余暇で旅行に足を向けようとはなかなか思わないので、景気は悪化する可能性の方が高い。
,,□,タクシー（経営者）,・夜の動き、特に深夜の動きが伸びないので先行きが心配である。12月の夜の動きに期待したい。
,,□,ゴルフ場（従業員）,・来客数はこれといって予約が伸びているわけでもなく、単価の動きもこのまま横ばい、若干プラスぐらいの推移と見込まれるため、総じて変わらない。
,,□,競輪場（職員）,・他の競輪場、公営競技共に、販売額、入場者数の変化はそれほどない。
,,□,設計事務所（所長）,・少しずつではあるが情報が入ってくるようになり、前月よりは少し状況が改善されてきているが、これ以上改善される見込みはない。
,,□,住宅販売会社（経営者）,・首都圏の小バブルとは異なり、状況打開の要因がなく、状況が急転することは考えにくいが、需要に関しては潜在的なものも多く、動きが良くなれば自然に好景気感が感じられる要因も出てくると思われる。
,,□,住宅販売会社（従業員）,・今後、金利は上昇するのか判断に迷い、もうしばらくは様子を見るという客が多く、成約に結び付かない。
,,▲,商店街（代表者）,・連日報道される食に関するブランド不信が年末にかけてボディブローのように効いてきそうである。
,,▲,商店街（代表者）,・路面店の営業は非常に苦しくなる一方である。大型店の進出と共にネット販売が激しくなり、店での買物客は年々減少している。
