,,▲,スーパー（店長）,・朝、開店前に並ぶのは年金生活者が多く、目玉品しか売れない。こうした傾向がずっと続いている。景気が上向くような材料が今のところ見当たらず、今後も変わらないまま推移する。
,,▲,家電量販店（地区統括部長）,・前年は、サッカーワールドカップ等のスポーツイベントや札幌地区における地上デジタル放送開始等の特需があり、需要を喚起していたが、今年はそうした特需が無いため、厳しくなることが見込まれる。
,,▲,スナック（経営者）,・今月は市議会選挙があり、客が外出しにくくなった影響もあるが、これまで商売してきた中で宴会も何も無かった年というのは初めてであったことから、今後については少しは上向いても、あまり期待はできないと見込まれる。
,,×,－,－
"企業
動向
関連

(北海道)",,◎,－,－
,,○,食料品製造業（団体役員）,・統一地方選挙が終わり、新市長が誕生したことで、地域に達成感が生まれ、明るさが見込まれる。
,,○,金属製品製造業（経営者）,・受注量が少しずつ増えてきており、２～３か月先についても少しは良くなることが見込まれる。
,,□,出版・印刷・同関連産業（役員）,・勝ち組、負け組の格差が大きくなってきており、本州企業、道内大手企業等の少数の勝ち組に仕事が集中してきている。仕事量そのものが減少してきている中で、道内の地場中小企業は仕事を集めるのも困難になってきている。
,,□,通信業（営業担当）,・ここしばらく景況感は緩やかではあるものの上昇傾向にあると感じていたが、周囲の取引先の動向や言動からは先の需要に確固たる数字が見えていない様子も感じられるため、景況感が横ばいになる可能性が高いと感じている。
,,□,金融業（企画担当）,・原料価格の高止まりから企業収益は厳しい。官民ともに所得は伸び悩んでおり、個人消費は弱めの動きが続いている。一方で、来年のサミット開催地が洞爺湖町に決定したことで、夏以降の観光客の増加が期待できる。総じてみれば景気は横ばいで推移する。
,,□,その他非製造業［鋼材卸売］（従業員）,・道内の建築工事量の少なさは変わらないままである。自動車関連産業の工場進出による金属加工業への波及も多くは見込めない。
,,▲,＊,＊
,,×,－,－
"雇用
関連

(北海道)",,◎,－,－
,,○,人材派遣会社（社員）,・中途採用、派遣ニーズはしばらく続くことが見込まれる。企業業績はまだ回復までには至っていないが、経営者の心理が悲観的な状況からやや前向きになってきており、大量ではないが人材をそろえて、次の展開を計っているように感じられる。
,,□,求人情報誌製作会社（編集者）,・地域全体の人口減少傾向の中で、若年労働力の不足が各業種で顕在化している。特に土木、小売、サービス業で若手人材が集まりにくい状況が続いている。
,,□,求人情報誌製作会社（編集者）,・求人が好調な業種の顔触れが前年から固定的である。今後、求人の傾向が急激に好転するとは考えづらい。
,,□,求人情報誌製作会社（編集者）,・大型小売店や診療報酬の改訂があった医療系の業種で求人増がみられるが、全体としては大きな動きがみられない。
,,□,求人情報誌製作会社（編集者）,・建設系の業種で動きが出てくると見込まれるが、前年よりも減少することが予想される。そのほか業種の上がり目も感じられない。
,,□,職業安定所（職員）,・新規求人数は増加しているものの、限られた業種での増加であり、それ以外の業種の求人数は依然として前年を下回っている。
,,□,職業安定所（職員）,・新規高卒者の就職内定状況がほぼ前年並みであったことから、今後についても変わらないまま推移する。
,,▲,＊,＊
,,×,－,－
,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,衣料品専門店（店長）,・客はイベントに対する要求、要望が強くなっており、新規開店、改装閉店セールなどのイベントには確実に反応し、新規客を含め大きな集客がある。
,,◎,タクシー運転手,・街中では新しいビルの建設があちこちで行われており、しかも、建て替える前より大型化している。
,,○,百貨店（広報担当）,・単価の上昇傾向がみられる。
,,○,コンビニ（経営者）,・売上は前年同月比97％と前月と同程度であるが、競合店オープンの影響を受けていた来客数は、前月の93.7％から今月は96.2％となり回復基調にある。また、来月から導入される電子マネーによる客の囲い込み効果がある。
,,○,コンビニ（経営者）,・特徴ある店作りをスタートしている。近隣で２店舗経営しているものの、それぞれの店の特徴を客が理解すれば売上が伸びる。
,,○,コンビニ（経営者）,・スポーツ関係の大会が多く、人の動きが良くなってくる。
,,○,コンビニ（経営者）,・新年度が始まり新規の客が増えていることから、従来の客と合わせ売上が伸びる。
,,○,衣料品専門店（店長）,・長期気象予報では平年並みかやや高めの気温とされており、予想どおりであれば間違い無く前年以上の売上となる。
,,○,衣料品専門店（店長）,・団塊ジュニアによる夏物スーツ需要の回復が見込める。
,,○,乗用車販売店（従業員）,・新型車の投入を控えているので来店数、需要共に増える。
,,○,都市型ホテル（スタッフ）,・求人が増え、企業の広告宣伝などが少しずつ回復してきている。その結果、会社説明会など宴会場の利用に関する問い合わせも増加傾向となる。
,,○,旅行代理店（従業員）,・選挙戦なども終了し、繁忙期でもあるため上向く。
,,○,住宅販売会社（従業員）,・３月の繁忙期に取り込んだ客が動き始め、また、ゴールデンウィーク商戦を控えていることから、受注数が伸びる。
,,□,一般小売店［書籍］（経営者）,・商品的にもあまり期待できる物は無い。仕掛け販売をメインに衝動買いを促していく。
,,□,百貨店（営業担当）,・唯一底堅いギフト需要（お中元商戦）に期待は持てるが、主力の衣料品が改善する空気が全く無く、苦戦は続く。
,,□,百貨店（経営者）,・選挙があり、お中元商戦は苦戦する。
,,□,百貨店（経営者）,・夏物衣料品のプロパー販売のピーク時期となるため天候に左右される可能性はあるものの、基本的には現在と変わらない。お中元商戦、クリアランスセールと続くが、景気回復が個人まで波及している様子は無く、法人も前年以上に経費を使うことはない。
,,□,百貨店（売場担当）,・客の買い方や状況はすぐに変わるとは思えないほどにシビアである。必要の無い物は買わないという傾向は２、３か月で変化することはない。
,,□,スーパー（経営者）,・さくらんぼの出荷などで活気が出る時期ではあるが、大型ショッピングモールの進出により客の流れが変わることも予想され、プラスマイナスで変わらない。
,,□,スーパー（店長）,・来客数は変わらないが、一点単価、客単価が下落している。客の買い回りが顕著になっており、この傾向はまだまだ続く。
,,□,スーパー（店長）,・店舗を取り巻く競合の状況は２、３か月後も変わらないため、現状横ばいで推移する。
,,□,スーパー（店長）,・天候不順により野菜が高くなっているが、可処分所得は一定であり、ほかの具材にまでお金が回らない。身の回りで昇給などに関する情報は得られていない。
,,□,スーパー（店長）,・競合店のチラシ内容は日替わり価格などが非常に安くなっている。当店の来客数は競合の兼ね合いで変わらないまま推移する。
,,□,スーパー（企画担当）,・様々な競合の増加と客のライフスタイルの変化に伴い、食品の単価は緩やかな低下傾向が続いている。また、１人当たりの買上点数も減少傾向であり、この先も変化は無い。
,,□,コンビニ（エリア担当）,・今年は暖冬だったこともあり、２、３か月先についても天候が最も気になることであるが、景気のベースとなる部分は変わらない。
,,□,コンビニ（エリア担当）,・オフィスビルやマンションの新築により人口が増えていることがプラス要因であるが、競合店の出店がマイナス要因であり、全体的には変わらない。
,,□,コンビニ（エリア担当）,・天候には恵まれているが、それ以外に景気が良くなる要因が無く、このままの状態で推移する。
,,□,衣料品専門店（総務担当）,・前年の売上を下回っている状況が数か月続いており、今後も同じような状況が続く。
,,□,家電量販店（店長）,・天候に左右されることはあるが、基本的には現状を維持する。ＡＶ商品の動きが止まっており、この回復が無ければ売上増につながらない。
,,□,乗用車販売店（経営者）,・新車販売は軽自動車に偏っており、そのなかでも少しでも安くということで新古車のニーズが高い。高額車は商談に１、２か月を要する状態である。「大都市では土地の値上がりにより整備工場の採算が合わず、マンション建設に切替える人が多い」という話を先日の会議で聞いたが、地方ではまだそのような動きも無い。
,,□,その他専門店［パソコン］（経営者）,・原材料や燃料の価格が上がっているにもかかわらず、客は安さを求めている。適正単価以下でなければ取引、契約も厳しい状況からすれば、今後景気が上向きになることはない。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・大幅な仕入価格の上昇を販売価格に転嫁できるかが微妙な状況であり、夏場の需要減退期に業界がどれだけ我慢できるかが問われている。価格転嫁が進まなければ収益回復に時間が掛かる。
,,□,一般レストラン（経営者）,・レストランウェディングの分野では多少予約があるが、一般の客の予約は非常に少なくなっており、今後も似たような状況が続く。
,,□,その他飲食［弁当］（スタッフ）,・雇用情勢は全国最下位で、市内でも新しい企業進出はほとんど無く、逆に倒産する企業は目立つ。当社の売上は前年キープがやっとであり、２、３か月先も景気が上向きになる情報は無く、悪い状態が続く。
,,□,観光型旅館（経営者）,・宮城県内での景気は低成長なりに安定感はあるものの、宿泊に出掛けるまでの景気回復感は無い。予約はインターネットによる県外からのものが多く、地元の客は減少気味である。鉄道会社の大型観光キャンペーンが来年秋から開催されるが、そのプレ効果も３か月先では期待できない。
,,□,都市型ホテル（経営者）,・宿泊特化型ホテルの進出が多く、全体的には景気の回復を示唆するものであるが、地元で開催される会議、会合などでのホテル利用についてはこれまでと変わらない。
,,□,都市型ホテル（スタッフ）,・売上、受注量については、良い月と悪い月が交互している。何周年、というような記念の年でも、「特別なイベントをしたい」という企業は非常に少ない。
,,□,タクシー運転手,・いまだに新規参入の車両が増え、客が減っていることから、この悪循環が続く。
,,□,タクシー運転手,"・タクシー業界の規制緩和以降、当地域では約1,000台、30％の新規の車両が増加している。地域の経済が上向いている様子も無く、供給過剰の状態が今後も続く。"
,,□,遊園地（経営者）,・時期が後倒しになっている団体客の動向に期待しており、また、新しいイベントの企画もあるが、市内でサーカスの興業があることからも、基調の回復は難しい。
,,▲,商店街（代表者）,・ＩＴの普及で人と人とのコミュニケーションが不要になったのか、商取引での会食の習慣が無くなっている。
,,▲,商店街（代表者）,・一部企業の好景気に触発されたかのように、商品の卸価格が上昇している。当然のように小売価格に反映しているが、消費者は非常に敏感に反応しており、完全に黄色信号である。
,,▲,商店街（代表者）,・前年オープンした郊外型の大型スーパーの影響が徐々に本格的になってきており、商店街のどの業種も総じて苦戦を強いられている。
,,▲,スーパー（経営者）,・地域の基幹産業である建設業の仕事が無く、お金の循環が非常に悪い。
,,▲,スーパー（店長）,・競合店がオープンしたばかりであり、影響は数か月続く。商圏地域は既にオーバーストアの状態になっている。
,,▲,乗用車販売店（経営者）,・量販車のモデルチェンジ計画も少なく、落ち込んだ需要を掘り起こす材料に乏しい。金利上昇や燃料費高騰といった不透明要素も買換えマインドを冷やしている。
,,▲,住関連専門店（経営者）,・今月はイベントの開催もあり業績が良かったが、５、６月は例年動きが鈍くなる時期でもあり、今月よりは悪くなる。
,,▲,その他専門店［酒］（営業担当）,・５、６月は新年度での動きにもエンジンが掛かってくる時期であるが、３か月後に当たる７月には参議院議員選挙があるため、飲食店の状態が悪くなる。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,・ガソリン等の卸価格が５月は６円上昇し、６月には更に上昇する見込みであり、このままでは客離れが進むことから景気は悪くなる。また、天候不順による農作物への影響も地域としては懸念材料である。
,,▲,一般レストラン（経営者）,・転勤シーズンを迎えたが、客の話には「転勤した人の補充が無い」など、全体的に縮小傾向のものが多く、景気が回復する方向ではない。
,,▲,都市型ホテル（スタッフ）,・５月に宿泊特化型ホテルの開業がある一方で、既存のホテルが撤退を表明しており、人口の減少とあいまって景気は悪い方に向かう。
,,▲,その他サービス［自動車整備業］（経営者）,・金利の上昇、ガソリンの値上げが悪化要因となる。
,,×,スーパー（店長）,・６月下旬には当店と同規模の競合店が１次商圏内に出店するが、その影響は大きく数か月は続く。
,,×,乗用車販売店（経営者）,・新型車の発売による一時的な販売量の増加はあっても、客との商談の様子からすれば、新車、中古車共に、販売は前年割れの状態が継続する。
"企業
動向
関連

(東北)",,◎,－,－
,,○,広告業協会（役員）,・個人消費に若干の明るさがみられる。特に不動産が動いている。
,,○,広告代理店（従業員）,・受注価格の下落はあるものの、物件数は増加している。不動産、観光が好調となっている。
,,○,コピーサービス業（経営者）,・仙台圏は民需が活発で、ビル建設計画なども数多くあるので、荷動きも多くなる。店頭への来客数もわずかながら増加しているので、この状況が２、３か月後も続く。
,,○,その他非製造業［飲食料品卸売業］（経営者）,・首都圏を中心に清酒需要が回復傾向にあり、地元でもその傾向がみえ始めた。
,,□,食料品製造業（総務担当）,・お中元ギフトのシーズンで売上の多い月になるが、市場の縮小と競争激化でギフト商品の伸びは期待できない。
,,□,一般機械器具製造業（経理担当）,・自動車部品は為替相場がやや円安に動いていることもあり、輸出を中心に堅調に推移する。
,,□,電気機械器具製造業（経営者）,・製品受注が半減し上期中の業況回復は困難であることから、当面は賃加工を導入するものの、前期での設備投資が負担になってくる。今後は新規客の開拓に全力を注ぐ。
,,□,電気機械器具製造業（企画担当）,・主力製品の市場価格は、ここ２、３か月が谷と想定しているので、急激な変動は無い。
,,□,建設業（経営者）,・両親の近くに家を建てるか、あるいは同居してリフォームするという傾向が強い。
,,□,広告代理店（営業担当）,・受注が前年割れとなっている現在の状況が２、３か月は継続する。
,,□,司法書士,・不動産の取引数が低迷している。不動産に対する価値観の変化（所有価値から利用価値へ）があり、競売における商用ビルなどの価格の低迷が著しい。
,,□,その他企業［企画業］（経営者）,・取引先の業種によって景況のばらつきが大きく、景気全体の方向について判断が難しくなっている。
,,▲,農林水産業（従業者）,・農産物、特に米の貿易自由化交渉の行方が予断を許さない状況である。
,,▲,通信業（営業担当）,・既存契約についても取引先からの値下げ要請は当たり前になりつつあり、依然厳しい状況は続く。
,,×,繊維工業（総務担当）,・秋冬物受注のスタートが不調であり、産地全体の行く末が不安である。産地のメーカー各社はこれからの生産資金の調達に苦慮している。
"雇用
関連

(東北)",,◎,人材派遣会社（社員）,・東北地方で半導体関連、航空機関連、自動車関連の部品や産業機械などに関する仕事が増えていることから、地元の景気も回復する。
,,○,人材派遣会社（社員）,・紹介予定派遣の需要が増加している。また、業務集約センターのオペレータ派遣需要が２、３か月先に見込まれている。
,,○,人材派遣会社（社員）,・取引先が忙しそうであり、増員の雰囲気がある。
,,○,人材派遣会社（社員）,・人材確保が困難になり、賃金など求人募集時の条件が明らかに良くなってきている。こうした状況が、結果的に個人消費の改善につながる。
,,○,アウトソーシング企業（社員）,・契約価格が下げ止まっていることから、将来については価格が回復する。
,,○,新聞社［求人広告］（担当者）,・大型の工場進出もあり、今後の雇用は増加する。そこから地元企業での雇用促進に波及すれば景気は良くなる。
,,○,新聞社［求人広告］（担当者）,・サービス業の設備投資が活発になっていることに伴い、求人数も増える。
,,□,人材派遣会社（社員）,・限られた市場内での人材の取り合いはあるものの、県をまたいでの引き抜きを行うまでの企業体力は無い。忙しさは一時的なものとして受け取られ、結局は既存社員の残業などで消化可能な範囲である。
,,□,職業安定所（職員）,・有効求人倍率は低下傾向にある。派遣契約の更新も厳しくなっている様子で、派遣からの転職希望が目立ってきている。
,,□,職業安定所（職員）,・新規求人数は引き続き増加傾向で推移しているが、パート求人、派遣求人が３割近く占めており、臨時求人も大幅に増加している。管内主要産業の動向をみると一部業種で人材の不足感を感じているが、全体的な過不足は適正となっていることから、正社員求人の大幅な増加は当面見込めない。
,,□,職業安定所（職員）,・ここ数か月は新規求職数、新規求人数共に微減傾向で推移する。有効求人倍率を一挙に押し上げる要因は無い。失業率も４％台の前半で推移しており、当面はこの傾向に変化は無い。
,,▲,職業安定所（職員）,・新規求人数が連続して減少しており、有効求人倍率は低下傾向をたどっている。
,,×,－,－
,,,,
　３．北関東（地域別調査機関：（財）日本経済研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北関東)",,◎,スーパー（販売促進担当）,・一つの商品群に偏らず、店全体の売上が良いことから、安定的に好調が継続できると予測している。特に気温が安定しないなかでも動いている衣料品は、今後夏に向け更に期待できる。また、ぶれの少ない食品についても、来客数、客単価共に上がっており、売上をクリアし、好循環期に入っている。
,,○,百貨店（販売促進担当）,・ショッピングセンター出店の影響も薄れ、来客数が戻りつつあるので、今後の売上は良くなる。
,,○,スーパー（統括）,・消費者は安価な物を望み、原材料や経費は原油高で上がっている時代ではあるが、仕入先を固定せずに選択し続けることで現状維持、あるいはそれ以上の結果を出せると見込んでいる。
,,○,コンビニ（店長）,・チェーン店の関係で新しい支払方法が始まる。その関係で少しでも来客数が増えれば、徐々に良くなっていく。
,,○,衣料品専門店（統括）,・来客数は徐々に増えてきている。４月から仕入れ値が上がった商品があり、その影響を懸念している。
,,○,乗用車販売店（営業担当）,・半年ぶりの新型車導入で、来場者数の増加を見込んでいる。
,,○,乗用車販売店（営業担当）,・法人、個人ユーザー共に自動車の台替意欲が少し出てきている。
,,○,一般レストラン（経営者）,・注文の際、単価をあまり気にしない家族連れや女性グループが増えている分、多少良くなる。
,,○,都市型ホテル（経営者）,・市内の自動車工業の好調さによる、関連企業の増産等での出張者の増加に期待している。
,,○,ゴルフ場（従業員）,・来客数は徐々に上向いており、単価も若干上向きに転じているので、相乗的に上向く。
,,○,ゴルフ場（従業員）,・２～３か月先の予約数が前年よりかなり良くなってきているので、期待している。
,,○,美容室（経営者）,・普段のヘアカラーやパーマ、カット以外の美容施術への要望が多いため、美容院全体の売上は良い方向に向いている。組合の人との話でも、最近はそのような施術の材料が多く出回っているということである。
,,○,住宅販売会社（経営者）,・同業者の進出もあり、需要供給共に、かなり上向きである。
,,□,商店街（代表者）,・大河ドラマの影響が今一つで、期待したほどにはなっていない。
,,□,一般小売店［家電］（経営者）,・アナログ放送の廃止までまだ時間があるため、急いでデジタル機器を購入する様子は見られない。消耗品になりつつある家電製品であるが、新製品に飛びつくことはなくなっており、客の購買意欲が湧かない以上、景気は回復しない。
,,□,百貨店（売場主任）,・この春夏においては、男のドレスアップというテーマで早くからキャンペーンを行っている。クールビズと共におしゃれなファッションを提案して活性化につなげる予定である。
,,□,百貨店（営業担当）,・客の買い方は慎重で、余計な物は買わない。自分の興味のある物、こだわっている物は買うが、ほかの物は特には買わないという様子である。
,,□,スーパー（統括）,・母の日、父の日、ゴールデンウィーク等のモチベーションに対する消費意欲は、健康志向を柱としてますます強く、根強さを感じている。今後も食品を中心に安定的な伸びが期待できる。
,,□,コンビニ（店長）,・バイパスの開通以来１年が経過し、来客数はようやく前年同期まで回復したものの、買上単価は低くなったままで推移している。この連休はやはり大変暇である。
,,□,衣料品専門店（販売担当）,・良くなる要素は今のところ見当たらず、悪い状態のまま変わらない。暑くなれば単品のＴシャツ類などが順調にはけていくが、逆に羽織物などは徐々に落ち込んでいく。何より客足が鈍いのが気掛かりである。
,,□,乗用車販売店（従業員）,・新型車が発売になっても販売台数、売上高共に増えてこない。この状況はしばらく続く。
,,□,乗用車販売店（販売担当）,・今年に入り随分多くの広告宣伝を行ったが、客の反応は鈍いままであり、販売量の落ち込みは続きそうである。今後は、客がどのような車、車種を好み、どのような支払方法を望んでいるのかを研究し、広告を打つ予定であるが、それほど変わらない。
,,□,乗用車販売店（販売担当）,・今までも燃費の良い車、良い車と客が言って買っていたが、ガソリンが上がったことにより、それが更に加速される。
,,□,住関連専門店（仕入担当）,・順調な現状のまま、大型連休に突入できそうである。植物の動きが活発なため、それに付随する園芸商材の動きも更に期待できる。
,,□,高級レストラン（店長）,・現状の客の様子から、短期的に景気が上向く要素が感じられない。
,,□,観光型ホテル（スタッフ）,・予約件数が伸び悩んでいる。また、客単価や１組当たりの客数等が非常に減っている。
,,□,観光型ホテル（スタッフ）,・現段階の予約状況では例年並みまでいかないが、新しい試みも始めているため、例年並み程度に持っていけるかと見込んでいる。
,,□,旅行代理店（副支店長）,・ここから先は異常気象のあおりが出てきそうである。雪に携わる業種の方々は例年５～７月に旅行をするが、今年は雪不足で収入が減少しており、期待薄である。農家が多い地域でもあるため、これからの季節が冷夏ともなると一段と厳しくなる。
,,□,タクシー運転手,・タクシー料金値上げの影響がどうなるか、先行き不透明である。
,,□,ゴルフ場（支配人）,・現段階での予約実数は前年同期とほぼ同じになってきている。土日の予約は順調だが、平日の予約はまだ弱い。
,,□,競輪場（職員）,・グレード２の大会があったが、売上がほとんど伸びていないので、今後もそんなに変わらない。
,,□,美容室（経営者）,・美容の客単価は下がっているが、客はエステや岩盤浴、クアハウスなどでお金を使っているようである。消費者の動きに敏感でいないと商売が成り立たないので、流行のものは何なのか、とアンテナを立てる必要性を感じている。
,,□,設計事務所（所長）,・周りの状況はそう簡単に変わらない。新年度になって、そろそろ公的な設計物件が発注されるかと期待しているが、予算の切り詰めでそうはいかないかもしれない。
,,□,設計事務所（所長）,・出だしがあまり良くないので、しばらくの間忙しさは期待できない。厳しいスタートとなりそうである。
,,□,住宅販売会社（従業員）,・年度末の繁忙期を過ぎ、特に戸建て住宅販売の低調な状況が続く。
,,▲,商店街（代表者）,・個店でもそうだが商店街で何らかのイベントをしないと人が集まらない。客は買物と遊びと食事のできる郊外大型店に行っている。集客、売上は商店街の企画する地域の祭りやイベント次第である。
,,▲,商店街（代表者）,・郊外の開発の話は多いが、街中の再開発の話はなかなか進まない。
,,▲,衣料品専門店（店長）,・先日も老舗の本屋が廃業し、地方の中心市街地だった商店街は空き店舗が増えるたびに集客力がなくなっており、じわじわと厳しくなる状況が続く。
,,▲,一般レストラン（業務担当）,・年度替わりに関連する各種団体の総会及びパーティー件数は前年並みだが、１件あたりの参加者数、料理単価は前年を下回っており、結果として宴会売上も前年を下回っている。地方選前に控えめであった企業関連の宴会は、選挙後にも開かれず、７～８月の納涼会まで先延ばしの感である。
,,▲,都市型ホテル（スタッフ）,・初夏から盛夏にかけては、やはり需要が落ち込み苦戦するが、秋以降に向けて魅力的な商品を企画し、その後につなげていく。
,,×,コンビニ（店長）,・道路事情が変わらない限り、交通量が減ったままで、悪くなる一方である。
"企業
動向
関連

(北関東)",,◎,－,－
,,○,食料品製造業（営業統括）,・円安が徐々に進行しており、輸入ワイン価格の値上げにより国産品への移行が考えられる。しかし、まだまだ輸入品のウエイトは高く、一時の赤ワインブームのような急激な伸びは期待できない。
,,○,一般機械器具製造業（生産管理担当）,・建設機械業界、油圧機器業界では、今年の後半から更に仕事量が増加すると見込んでいる。
,,○,電気機械器具製造業（経営者）,・最悪期を脱し、今まで何年か追いかけてきた新規案件が１～２件、秋口に決まりそうである。それが決まれば、売上はかなり順調になる。また、新しい案件もどんどん出てきているので、これからの頑張り方次第ではうまくいくかとみているが、単価は非常に安く、利益が出るかはまた別問題である。
,,○,不動産業（管理担当）,・面積は小さいが、テナントの新規入居が決まる予定なので、その分賃貸収入は増加する。
,,○,その他サービス業［情報サービス］（経営者）,・情報化投資は、今後も増加傾向で推移する。客の投資意欲は旺盛であり、販売量の増加を見込んでいる。
,,□,一般機械器具製造業（経営者）,・新規品は出尽くした感があり、今後３か月の仕事量は横ばい状況になる。
,,□,電気機械器具製造業（経営者）,・仕事量は増えているが、新規製品が活発に動くような情報はまだ見当たらない。
,,□,電気機械器具製造業（営業担当）,・新規の設備投資は、各社共に現在計画中のようであり、当社の受注、仕事量も数か月先でないと増えない。
,,□,輸送業（営業担当）,・レジャー用品等の荷動きは例年より早く、荷受量も安定しているが、東北便や九州便などで協力会社の帰り便がつかまりにくくなっている。自社での対応となると、運賃に対してコストが合わない場合が多く、厳しい部分もある。全体の仕事量は増えているが、利益的には増えていない。
,,□,新聞販売店［広告］（総務担当）,・現在の広告主からは好調業種が見当たらない。パチンコ業界では自主規制の話も聞かれ、その動向に注目している。
,,▲,電気機械器具製造業（経営者）,・受注が続かず、終わってしまうことが多い。試作や少数の機種でつないでいくしかない状況が続いている。新規取引先の開拓に力を入れているものの、やはり零細企業を相手にしてくれる企業は少ない。
,,▲,広告代理店（営業担当）,・クライアントは、経費を掛けても大きな効果が見込めないという認識を抱いている。経費を掛けることのできるクライアントは、首都圏本社の企業が多く、広告制作の仕事が地元業者にまで来ないケースがほとんどである。
,,×,その他製造業［宝石・貴金属］（経営者）,・じわじわと環境が悪くなっている。地金が高騰していることもあり、好転する材料が乏しい。
,,×,建設業（総務担当）,・公共工事入札制度の見直しの影響が大きく、地方では相変わらず各社、赤字覚悟の安値受注競争を展開している。今後、倒産する建設業者が出てくると思われる。
"雇用
関連

(北関東)",,◎,－,－
,,○,職業安定所（職員）,・派遣や下請、小企業からの求人が出ている。
,,□,求人情報誌製作会社（経営者）,・１月の半ばから３月までは求人の動きがあったが、このところ広告受注がかなり減少しているので、５、６月に求人が良くなる手ごたえはない。
