,,▲,商店街（代表者）,・トレンドの変わらない状態が続いているが、このような状態では商店街の疲弊状態が客離れを起こし、トレンドもやや悪い状態に移行することになる。
,,▲,商店街（代表者）,・北海道の消費は先行きに不安がある。特に北海道などの予算の問題もあり、建設業が非常に不況であることから、一般的な消費マインドも低下しており、今後についてもやや悪くなる。
,,▲,スーパー（企画担当）,・定率減税の廃止、マヨネーズや食用油などの各種商品の値上げの動きなど、家計へのマイナスの要因がじわじわと客の買物行動に影響を与えてくる。原油価格も上昇を続けており、商品価格の上昇感もぬぐえない。
,,▲,コンビニ（エリア担当）,・原油高騰による関係資材の値上げにより、冬場に近づくに連れて消費の締め付けが厳しくなる。
,,▲,コンビニ（オーナー）,・前年、前々年と夏のピーク時の客単価は大体同じであったが、今年は買上率が同じであっても客単価が非常に低くなっている。今年はまだピークとなるような期間が短いこともあるが、本来のピーク時にある程度取れるべき単価が取れておらず、今後についても、厳しくなることが見込まれる。
,,▲,その他専門店［ガソリンスタンド］（経営者）,・原油価格の急騰により、８月も大幅な石油製品の値上げが実施されるため、更に消費者の節約が進む。
,,▲,観光型ホテル（経営者）,・今後の入込客数の急激な回復は難しいものとみられ、消費単価の伸びにも限界がある。先般の台風や中越沖地震の影響も少なくなく、今年のオンシーズンが始まったばかりではあるが厳しいものがある。
,,▲,観光型ホテル（経営者）,・函館への入込客が少なくなっており、入込客が回復する具体的な見通しが見つからない。函館の魅力自体が無くなってきているのではないかと懸念している。
,,▲,美容室（経営者）,・客との会話の中で、ガソリン、日用品等の値上げや増税の話題が多く、今後の売上がかなり厳しくなると感じられる。
,,▲,その他サービスの動向を把握できる者,・観光の最盛期に入るが、定率減税の廃止やガソリンの高騰の影響から消費者の節約ムードが強まるなど、落ち込む要素が多すぎる。
,,×,高級レストラン（スタッフ）,・３か月後にはオフ期に入る土地柄であり、ホテル間の客の奪い合いに拍車が掛かる。
,,×,タクシー運転手,・規制緩和以降、札幌では新規参入と増車が続いており、今月も新しいタクシー会社ができた。例年、９月は祭日が多く、タクシーの利用が減ってくる時期でもあることから、今後については厳しさが増してくる。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,金属製品製造業（経営者）,・道内の経済状況は、今一つ芳しくないが、好調な本州方面の企業への受注拡大を試みており、今後成約が進めば、楽しみな状況となってくる。
,,○,輸送業（経営者）,・現在の輸送量の増大がどのくらい続くかは検討がつかないが、１年は続くのではないかという期待感がある。
,,□,出版・印刷・同関連産業（役員）,・原油を始め、原材料の値上げの影響が心配される。特に用紙の値上げをユーザに浸透させられるかに不安な面がある。
,,□,金融業（企画担当）,・建設関連は公共投資の削減と住宅着工の減少で厳しさが続く。観光関連は旭山動物園効果と北海道洞爺湖サミットの開催効果で土産物を扱う水産品、菓子業者は堅調に推移する。個人消費は官・民とも所得環境が厳しく力強さに欠けて推移する。総じて景気は横ばいで推移する。
,,□,その他サービス業［建設機械リース］（支店長）,・各社コスト削減に注力しており、いまだに新規の設備投資意欲がうかがえない。
,,□,その他非製造業［鋼材卸売］（従業員）,・工事や建設の発注量の増加が見込まれるものの、収益性を疑問視する向きもあり、期待したほど良くはならないとの見方が強い。
,,▲,食料品製造業（団体役員）,・円安傾向の強まりによって、輸入原材料の価格高が見込まれ、今後の製造業の景況は悪くなる。
,,▲,家具製造業（経営者）,・請負物件が減少傾向にある。
,,▲,輸送業（支店長）,・道内景気の落ち込みによる住宅建築の鈍化、これに伴う輸入木材の落ち込みに加えて、建築基準法改正の影響で、今期の着工を予定していた道内建築物件の着工が来期に伸びるケースが多く発生している。これらのことから、今後の建築資材、鋼材等の荷動きの悪化が見込まれる。
,,▲,通信業（営業担当）,・周囲の状況から、景気を押し上げるような新規案件、大型商談の話が聞こえてこない。
,,×,－,－
"雇用
関連

(北海道)",,◎,－,－
,,○,人材派遣会社（社員）,・今の状況のままで進んでいけば、求人数と求職者数のバランスが改善されてくる。
,,○,求人情報誌製作会社（編集者）,・前年比で10％程度の求人件数の減少が６か月間続いていたが、今月は５％の減少にまで改善しており、今後も改善傾向にあると感じている。社員系求人に関しては、業種や職種に広がりが出てきている印象を持っている。
,,○,新聞社［求人広告］（担当者）,・基幹産業の畑作が順調に推移しており、農業地帯の書き入れ時を迎えることができれば、今よりも多少良くなることが見込まれる。
,,○,学校［大学］（就職担当）,・春採用は一段楽したが、複数の企業から内定を得ている学生が多いことから、内定を辞退する学生が多くなり、９月以降の秋採用を行う企業が増えてくることが見込まれる。
,,□,求人情報誌製作会社（編集者）,・相変わらず地方から本州方面への派遣請負件数が多く、地元の求人件数は横ばい状態であることから、今後についても変わらない。
,,□,職業安定所（職員）,・新規求人数は増加しているが、パートの割合が高く、また業種も限られていることから、今後についても変わらない。
,,□,職業安定所（職員）,・新規求人数の減少に伴い、無業者で29歳以下の男性の新規求職申込件数が減少している。
,,▲,人材派遣会社（社員）,・夏を過ぎると家電量販店、デパートといった流通業界の大きなイベントは少なく、人材の需要も大きな盛り上がりに欠けることが見込まれる。人材派遣業界においては、９月の上期決算日にて派遣契約の更新時期を迎える企業も多く、人材の入替えなどの需要は見込めるが、決算の成績次第では派遣を終了する企業が出る可能性も高く、今後については予断を許さない状況が続く。
,,×,－,－
,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,家電量販店（店長）,・当地域では地上デジタル放送の開始が控えており、開局に合わせてテレビの売上も伸びる。
,,◎,乗用車販売店（経営者）,・これから年末にかけて続々と新型車投入が控えており、販売に悪い影響はみえない。
,,○,商店街（代表者）,・選挙結果にもよるが、低所得者層に配慮した政策を執らざるを得なくなる。その気分転換的な波及効果が期待される。
,,○,一般小売店［医薬品］（経営者）,・近所の同業者が自社ビル建設のため薬局を閉じることから、その分、当店への来客が増える。
,,○,百貨店（売場担当）,・客の購買意欲の低下は冬物商戦を前にして回復してくる。前年のコーディネイトアイテム売上不振からの反動で、本年はプラスになる。
,,○,スーパー（店長）,・競合の状況は変わらないが、来客数の増加対策を継続し固定客を10％伸ばす。
,,○,スーパー（店長）,・当店のある地域は一次産業が盛んである。夏の暑さによって野菜の相場が上がり、青果の１品単価が上昇しているが、農家にすれば良いことである。また、漁業も順調なようで、近海魚、生イカなどがコンスタントに入荷される。このような状況が続けば、地域の景気は良くなる。
,,○,衣料品専門店（店長）,・夏場に向けて商品単価は下がってきているが、１人当たりの買上点数が増加傾向である。
,,○,衣料品専門店（店長）,・隣接している紳士服の競合店が撤退するため、競合店の客が流入してくる。
,,○,家電量販店（店長）,・梅雨明けも間近であり、７月の落ち込み分は８月以降に取り戻す。また、地上デジタル放送が当地域でも間もなく始まるため、テレビの売行きが上向く。
,,○,乗用車販売店（経営者）,・中越沖地震の震災による最悪な状況からは、少なからず良くなる。３年前の新潟県中越地震の時もそうだったが、すぐには景気に反映されないまでも、３か月先以降には復興需要が見込まれる。なお、同じく３年前の水害の時は、直後の復興需要が大きかった。
,,○,乗用車販売店（経営者）,・拡販キャンペーンを展開している。また、10月にはフルモデルチェンジの予定があり、大いに期待できる。
,,○,観光型旅館（経営者）,・ホームページの第３次改訂作業が大詰めである。ＰＰＣ（クリック課金広告）など未経験の分野にも取り組むが、一つ一つ客の反応を点検し、悪いところは訂正を繰り返し、早急に完成形に近づけていく。
,,○,旅行代理店（従業員）,・現在の申込状況からすると、前年の同時期と比較して若干良化している。
,,○,観光名所（職員）,・前年同期と比べて予約状況が非常に良い。企画商品の募集状況も良好である。
,,○,住宅販売会社（従業員）,・来月から長期管理客の受注も始まり、見通しは悪くない。要因の一つには、金融機関による期間限定金利競争もある。
,,□,商店街（代表者）,・徒歩、自転車、バスを利用して商店街に来る客が多いため、消費は天候に左右されることが多く、購買力の高まりは感じられない。
,,□,一般小売店［書籍］（経営者）,・商材全般において、けん引役となるヒット商品の誕生が見込めない。小ヒットを取りこぼさず展開していくしかない。
,,□,一般小売店［医薬品］（経営者）,・企業のリストラなど、多くの変革の波にさらされて、すでに消費者は十分にぜい肉を落とし、倹約する生活をしている。これ以上落ちようもないところで、経済活動は安定局面にある。将来の展望に安心感が出れば、消費者はむしろ、少々の無駄遣いなど、はめを外したがっているようにも感じられる。
,,□,百貨店（営業担当）,・天候に大きく左右され、かつ購入に慎重なマインドが支配的である。コートなど重衣料の売れ筋が固まり、本格的に気温が下がる時期までは大きな動きは期待できない。
,,□,百貨店（経営者）,・ガソリン価格の上昇、住民税の引上げ、食品関係の値上げなどにより消費者の生活防衛意識が非常に強まっているため、２、３か月先もあまり変わらない。
,,□,スーパー（経営者）,・中越沖地震の影響は、当初は特需による消費上昇もあるが、その後に不安がある。
,,□,スーパー（店長）,・原油や様々な商品の値上げに加え、住民税の増額により家計は苦しくなる一方である。買い控えが増えており、景気回復の兆しはみえない。
,,□,スーパー（店長）,・今月上旬に１次商圏内にオープンした競合店の影響がある。現在の状況が当分続く。
,,□,スーパー（総務担当）,・今後も中国製品へ向けられる目は厳しさが増し、原油高の影響も一層広範囲の製品価格への転嫁が進み、車の燃料費や電気料金の値上げなど、家計は負担増で消費環境は厳しい状態が続く。政界でも各種法案の成立に時間が掛かり、改革スピードが低下して生活不安が広がることが懸念される。最低賃金の行方も気になり、地方は停滞感が広がる。
,,□,スーパー（企画担当）,・食料品は前年実績に近づきつつあるものの、ホームセンターやドラッグストアと競合している日用品の不振は続く。
,,□,コンビニ（経営者）,・来客数、客単価、買上点数のいずれも回復してきており、最悪の状況は脱した。夏場を過ぎると買上点数が減少する傾向があるので、どのように対応するかが課題である。特に大きな企画イベントも無く、電子マネーのアピールで活路を見出していくしかない。
,,□,コンビニ（エリア担当）,・基本的に大きく変わる要因は無く、梅雨明け後の天候が消費動向を左右する。
,,□,コンビニ（エリア担当）,・ここ数か月の売上は前年比で同じような数字が続いており、今後も回復する材料が見当たらない。
,,□,コンビニ（エリア担当）,・身の回りに景気の良くなるような話題は無い。東京などと違い大手企業も無く、ボーナスもあまり支給されていないのが実情である。
,,□,衣料品専門店（総務担当）,・来客数が伸びず、単価も下降している状態が続いており、２、３か月後も変わることはない。
,,□,乗用車販売店（経営者）,・ガソリンの高騰が続いており、ドライブシーズンや夏休みが近づいても、車の販売動向は控えめである。当社の扱っているメーカーでは、８月に新型セダンを５、６年ぶりに発売するとの情報があるものの、どれだけの効果があるのか懐疑的にみている。秋田では経済がプラスになるような話題が無く、節約志向が強まっている。
,,□,乗用車販売店（従業員）,・商談の件数があまり増えていない。
,,□,住関連専門店（経営者）,・同業者がまた１店廃業した。売上は一時的に伸びるかもしれないが、景気自体は良くならない。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・８月に大幅な卸価格の引上げが予想されており、販売価格にも転嫁されると７月までの需要減の傾向を更に加速することなるため、業績回復は見込めない。また、価格転嫁が難航すれば、「かぶり」の発生で収益を圧迫する。石油業界の景気はしばらく低迷する。
,,□,観光型旅館（経営者）,・県内や近郷近在の農家、商店、中小工業者からは厳しい経営の話しか聞かれず、旅行やレジャーに対する意欲低下が感じられる。一部好景気地域からの宿泊はあるが、大手観光ホテルに集中する傾向があり、小規模旅館や観光地全体としては、この不景気感のまま推移する。
,,□,都市型ホテル（経営者）,・ライバルとなるホテルがまたオープンする予定であり、宿泊客は減少することが避けられないが、宴会部門、料飲部門の充実ぶりからすれば、全体的には大きく変わらない。
,,□,都市型ホテル（スタッフ）,・景気は回復していないが、夏の帰省シーズンを迎えることや、国体開催があるというプラス要素もあるため、プラスマイナスで変わらない。県内企業には国体終了後を注意している様子もある。
,,□,都市型ホテル（スタッフ）,・中越沖地震後の対応、参議院選挙の結果で様々な影響が出てくるが、画期的に良くなるとか悪くなるというような要因は無く、総じて今の状況が続く。基本に忠実に一つ一つ対応することが地道な成果を出す近道で、さらには、企業価値をいかにして向上させるか考え、他社との差別化を図ることが重要になってくる。
,,□,都市型ホテル（スタッフ）,・受注量、販売量は変わらない状況が続いているが、基本的に競争は激しくなっている。良い悪いのバランスも変わらず、全体的に良くなっている雰囲気は無い。
,,□,タクシー運転手,・通常の客は減るが、お盆で人の動きがある。
,,□,タクシー運転手,・新規参入はまだ増えており、最近は初乗り運賃の値下げをする会社もあり、価格競争も始まっている。初乗り運賃が５、６種類くらいになり、客もどれが本当に安いのが分かりづらい状況になっている。規制緩和によって供給過剰になっており、事態の好転は見込めない。正業としては成り立たず、副業的になっている。
,,□,通信会社（営業担当）,・大手スーパーの大型店舗の出店で影響を受けている業種もある。当店も影響を受けている。
,,□,遊園地（経営者）,・秋にはイベントを展開する予定であるが、地方の景気は上向く材料が乏しくこのままの状況で推移する。
,,□,美容室（経営者）,・今の時期で来客数が伸びていない状況であり、この状態が続く。所得が伸びないなかで住民税が上がり、消費者の財布のひもが固くなり、厳しい状況が続く。
,,▲,一般小売店［茶］（経営者）,・市内が不景気という割には、海外旅行に出掛ける人や本物志向で高額品を買い求める人もいる。個人商店などの厳しさは想像以上であり、旅行に出掛けたような人は、日用品などを買い控える傾向が出てくるので、見通しは暗い。
,,▲,一般小売店［雑貨］（企画担当）,・年金問題、選挙後に続く消費税の引上げ構想などの不透明感が払しょくされない限り、消費は弱い動きになっていく。
,,▲,百貨店（売場主任）,・９月には前年オープンした大型ショッピングセンターの１周年セールがあり、来客数が減少する。また、住民税の大幅増税により買い控えが進む可能性がある。秋物商戦は天候次第の面があり、需要の予測ができない。
,,▲,スーパー（経営者）,・所得税の定率減税廃止、住民税のアップ、ガソリンの値上げ、年金問題などに加え、中越沖地震が発生したことから、消費者の心理は盛り上がりに欠けた状態がしばらくは続く。新潟には、これといった好調な産業も無く、大きな期待はできない。
,,▲,スーパー（経営者）,・原油の上昇に伴い、ガソリン価格や商品の仕入価格が値上がりしている。メーカーはインフレでも、小売はデフレの状態が続いている。
,,▲,コンビニ（経営者）,・来客数、客単価の悪化が進行している。
,,▲,コンビニ（店長）,・原油価格の上昇もあり、購入意欲の上昇は見込めず、むしろ低下する。
,,▲,衣料品専門店（経営者）,・原油高が最大の要因となって、あらゆる物の価格が上昇しており、景気が回復に向かおうとする勢いを失わせている。
,,▲,衣料品専門店（経営者）,・住民税の増税感もあり、客は価格に対して再びシビアになっている。
,,▲,乗用車販売店（経営者）,・秋口の商戦に向けて新型車が発売予定となっているものの、個人の所得が増えていないこと、今乗っている車に問題が無いこと、燃料代や維持管理に出費がかさんでいることなどから、需要が喚起されず厳しい状況が予想される。
,,▲,乗用車販売店（経営者）,・中越沖地震の影響がどの程度の規模になるのか、しばらく予想がつかない。
,,▲,住関連専門店（経営者）,・客は経済的に厳しい様子であり、２、３か月先に現在の売上を維持することは難しい。
,,▲,その他専門店［パソコン］（経営者）,・商品、材料の原価が上がってきており、また、消費者が価格情報を得ていることもあって、売手側にすれば利益確保がこれからもっと厳しい状況になってくる。
,,▲,その他専門店［酒］（経営者）,・梅雨が長引き、天候が不順で農作物の育ちも悪い。地域には農業従事者が多いため景気が悪く、この傾向は長引く。
,,▲,その他専門店［白衣・ユニフォーム］（営業担当）,・今の状況からして、この先品物がよく売れるようになることはない。得意先となる企業は経費削減をますます進めており、ユニフォーム業界は厳しさを増してくる。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,・来月も大幅な値上げが見込まれることから、買い控えがますます進む。市場価格が上がらなければ、元売からの卸価格だけが上昇し経営が苦しくなる。このような事態を早く解消しなければ、倒産につながる可能性もある。
,,▲,一般レストラン（経営者）,・定率減税が廃止になり県民税が上がったことから、多くの客には増税感がある。家計が切り詰められることによって、我々の業種にも影響がある。
,,▲,都市型ホテル（スタッフ）,・中越沖地震による風評被害は３年前と同じく、回復するまでは相当な時間を要する。会社の体力も心配である。
,,×,スーパー（経営者）,・来客数と売上の減少が顕著になっている。仕入価格については、メーカー、問屋から値上げ攻勢があり、消費が減少する。
,,×,スーパー（店長）,・前年までは無かった競合店が近隣に３店舗オープンし、うち１店舗はショッピングモールを形成しており集客力が非常に高い。当店もショッピングセンターに位置しているが、今後は集客力の差が如実に表れてくる。
,,×,コンビニ（経営者）,・売上、来客数が前月比、前年比共に大きく低下しており、先行きも非常に不安である。
,,×,その他サービス［自動車整備業］（経営者）,・燃料、石油製品、プラスチック製品に加え、紙製品も仕入価格が20％程度上昇したが、販売量は伸びず、販売価格への転嫁もできない。
"企業
動向
関連

(東北)",,◎,－,－
,,○,土石製品製造販売（従業員）,・中越沖地震による震災や台風被害の復興作業が続く。現在も生産が追いつかないほどの状態である。
,,○,広告代理店（従業員）,・仙台圏内については明るい材料がある。案件数は増加している。
,,○,広告代理店（営業担当）,・いくつかの得意先から、これまでに無かった物件の受注がちらほら出ている。
,,○,その他非製造業［飲食料品卸売業］（経営者）,・秋口へ向けた季節商材の提案が各メーカー活発である。
,,□,食料品製造業（経営者）,・牛タンに限らず、牛肉が高値で安定しているため、消費者は「食べなくてもいい」と考えるようになり、需要が縮小している。
,,□,食料品製造業（総務担当）,・涼しくなるので需要が増加する時期であるとともに、新製品投入で前年並みの売上は確保できる。ただし、原材料の値上がりで収益面は厳しい状況が続く。
,,□,電気機械器具製造業（営業担当）,・中小企業は仕事が無くても困るが、厳しい条件の仕事が来ても困る、という現実が全く改善されていない。
,,□,電気機械器具製造業（企画担当）,・当社や業界のビジネスという意味では当面大きな変化は無いが、地元全体としては、国体の経済効果に期待していきたい。
,,□,建設業（経営者）,・原油の高騰に伴い資材価格も上昇している。将来的にも心配の種である。
,,□,建設業（従業員）,・参議院選挙結果による動きは分からないが、当面の低価格傾向は変わらない。
,,□,輸送業（経営者）,・この地域でも業績の良い業種と悪い業種がある。取引先には両方含まれるが、今のところバランスが取れている。
,,□,輸送業（従業員）,・工業製品は工場の在庫調整で出荷が停滞気味である。
,,□,通信業（営業担当）,・製造業の一部では積極的な設備投資をしているようだが、全体的には新規契約の締結に関しては慎重な姿勢であり、何か起爆剤的なことでもない限り状況は変わらない。
,,□,新聞販売店［広告］（店主）,・地元の中小、零細企業には経営環境が厳しいところが多く、店を閉める人が何人かいて新聞購読を中止している。中央での景気回復が波及してくる様子も無く、不景気な状況が変わらない。
,,□,公認会計士,・好調を続ける電子部品製造業の主力製品に対して、10％を超える値下げ要請があった。事業存続のため経営者はこれを受諾することとしたが、この対応により更なる合理化が求められている。
,,□,その他企業［管理業］（従業員）,・取引先の工場の製造ラインは忙しく好調である。しばらくこのような状況が続く。
,,▲,食料品製造業（経営者）,・原材料や包装資材などで値上げしている物が多く、製造コストが上がり非常に厳しい。
,,▲,出版・印刷・同関連産業（経理担当）,・ガソリン、重油、原材料などの値上がりがあるが、競合もあって、値上げ分を受注価格に転嫁できないでいる。
,,▲,一般機械器具製造業（経理担当）,・自動車用部品については、国内向け自動車販売の不振や、新モデル向け部品の製造原価の上昇で、収益力が低下することが予想される。携帯電話用の部品については、これまでのように低調に推移する。
,,▲,広告業協会（役員）,・個人消費支出が伸び悩んでおり、広告出稿を見合わせる商店、自動車ディーラー、遊技場関連などが増加してきている。
,,×,＊,＊
"雇用
関連

(東北)",,◎,－,－
,,○,人材派遣会社（社員）,・製造業関連の派遣需要が増加している。案件滞留率もアップしているものの２、３か月先にわたって注文増加が見込まれる。金融機関への紹介予定派遣も依然として活発である。
,,○,新聞社［求人広告］（担当者）,・選挙が終わった後は求人が増えるという例もあり、何らかの形で良い動きが出てくる。
,,○,職業安定所（職員）,・今秋オープン予定のショッピングセンター関連の求人が、今後更に増える。
,,□,人材派遣会社（社員）,・ほとんどの派遣契約は更新継続が前提のものばかりで、先行きの不透明感は全く無い。２、３か月で変調するようことはなく、好況感は安定して続く。
,,□,人材派遣会社（社員）,・外部人材も中途採用で吸収される傾向にあり、新規での人材募集が非現実的になりつつある。
,,□,人材派遣会社（社員）,・地方格差の問題、特に雇用の問題に何らかの施策が打ち出されれば景気は更に上向くが、選挙結果が影響を及ぼすまでには、それなりの時間が掛かる。
,,□,職業安定所（職員）,・有効求人倍率は低下傾向から横ばい状況に推移しつつあるが、各企業とも業務量は確保できても利益率を上げることに苦労しているようで、まだ求人数の増加に結び付くとは考えにくい。
,,□,職業安定所（職員）,・県下最大規模のショッピングセンターが秋にオープン予定であり、700人規模の採用が見込まれるが、大半がパート雇用であり、今後正規社員採用が大幅に増加する状況はみられない。
,,□,職業安定所（職員）,・新規求人数は減少しているが、新規求職者数も減少していることから、有効求人倍率はほぼ変わらない動きとなっている。
,,▲,アウトソーシング企業（社員）,・地方の市町村は景気がますます悪化している。その状況が当社にも影響している。
,,▲,職業安定所（職員）,・企業合理化の動向は、４～５月の離職者数が前年同期を上回っている。新規求人数も前年比22.1％の減少であり、この傾向に歯止めが掛からない。
,,×,＊,＊
,,,,
　３．北関東（地域別調査機関：（財）日本経済研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北関東)",,◎,コンビニ（経営者）,・天候が今一つで暑かったり雨の日が多かったりして大変だったが、実はこれが幸いした。暑い日や雨の日、日々の販売予測をこまめに立て、目標を持って取り組めたことが来客数の増加につながった。この先もこれを続けていけば数字は上がり続けるとみている。
,,◎,一般レストラン（経営者）,・地元名産品を生かした料理メニューが定着しつつあり、単価を気にしない県外客の注目を集めてきている。
,,○,衣料品専門店（店長）,・前年は暖冬で秋冬物の立ち上がり方がかなり悪かったので、本年度は前年の分、商材によっては需要が伸びる。
,,○,自動車備品販売店（経営者）,・ここ数か月間、全体的に当地区の消費は落ち込んでいたが、いつまでも消耗品を交換しないわけにはいかないという現実的な問題があるので、ここ２～３か月のうちにはやや上向きに伸びていく。
,,○,都市型ホテル（スタッフ）,・宿泊はさほど期待できそうにないが、宴会部門は秋以降の受注増に大いに期待している。
,,○,ゴルフ場（従業員）,・単価は依然として変わらないが、来客数は問い合わせ等を含めて多くなっているので、先行きはやや良くなる。
,,○,ゴルフ場（副支配人）,・今のところ、天候の不安定要素、選挙関係で来場者が伸び悩んでいるが、秋口の引き合いも順調にきており、来場者数はいくらか増加すると見込んでいる。県内の今月の状況を見ても、前半は天候悪化で若干下回っていたが、中ほどからはほぼ前年並みの水準に戻っている。今年の夏はあまり暑くないようなので、このまま前年並みくらいで推移するのではないかとみている。
,,□,商店街（代表者）,・夏休みの人出を期待したいが、中越沖地震の後遺症、今後の気象条件に左右されそうである。
,,□,一般小売店［家電］（経営者）,・消費動向が慎重なので、景気の予想が厳しい状況である。客の購入意欲が出た時に当店で購入してもらえるような動きを地道にしていくのみである。
,,□,一般小売店［金物］（経営者）,・特に良くなる材料が見当たらない。仕入価格がますます上がってくるという状況のなかで、それを売り先になかなか転嫁できないこともあり、販売量の伸びは期待できない。
,,□,スーパー（販売促進担当）,・今月は気温与件により衣料品が不振であるが、店計としては前年を越えている状況である。今後も衣料品は気温によって上下することもあるが、住居商品、食料品が堅調なので今後２～３か月も変わらない。
,,□,スーパー（統括）,・天候与件以外でプラス与件が見当たらない。中越沖地震の風評についてもマイナスに作用している。
,,□,コンビニ（店長）,・町中の人の流れが減少している。夏休みに入ったら増えるかと期待していた若者の姿もますます見られなくなってしまっている。客は周りの大型店等に行ってしまうようである。夏祭り等祭日には来街者がかなり増えるが、物販にはほとんど寄与していない。このような傾向が更に続く。
,,□,乗用車販売店（従業員）,・新型車が発売予定だが、新型車の効果も１～３か月程度であり、前年を越えることができるか疑問である。
,,□,乗用車販売店（営業担当）,・客の車に対する関心が薄れていて、新型車効果が全く望めないため、変わらない。
,,□,乗用車販売店（販売担当）,・今年に入ってから展示会を開催してもなかなか成果が上がらない状況が続いている。今月のボーナスキャンペーンもあまり良くないので、これから真夏～秋にかけて、展示会等あの手この手で趣向を凝らすつもりではあるが、急に販売台数が伸びる要素はない。良くなってくれればと思うが、今のところ良い条件が何もないので、今の悪い状態が続くのではないかとみている。
