,,○,電気機械器具製造業,・ここ数年、設備投資を抑制してきた企業が多いが、最近、新年度へ向けての受注が増えているという話が、少しずつではあるが聞こえてきている。,
,,○,輸送業関係者,・企業の合理化が進んでおり、これから積極的な活動が行われていくと思われる。,
,,○,地元広告代理店店員・新聞販売店主（広告）,・介護保険制度導入による関連商品の需要増加が見込まれる。,
,,□,食料品製造業,"・雇用状況が依然として厳しく、先行きに不透明感が漂っている。
・中小企業が厳しさを増しており、年度末が不安である。",
,,□,司法書士・経営コンサルタント・会計事務所職員,・将来的には良くなると思うが、しばらく時間がかかる。,
,,▲,＊,＊,
,,×,－,－,
"雇用
関連

(東北)",,◎,－,－,
,,○,人材派遣会社社員・アウトソーシング企業社員,"・企業の求人意欲が回復してきている。
・リストラが一段落して、次の体制を整えつつある。",
,,○,新聞社職員（求人広告欄担当）,・業種によって偏りはあるが、求人広告の回復傾向がみられ、底を脱した感じがする。,
,,□,人材派遣会社社員・アウトソーシング企業社員,・取引のマイナス分と新たな需要がきっ抗しており、当面変わらない。,
,,▲,＊,＊,
,,×,－,－,
,,,,,
　３．東海,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,
"家計
動向
関連

(東海)",,◎,タクシー運転手,・ＪＲタワーズビルの開業に期待する。,
,,○,一般小売店（個店）の経営者・店員,・株価上昇等により消費環境もやや好転するのではないかと期待される。,
,,○,百貨店の売場主任・担当者,"・ＪＲタワーズビルの開業による相乗効果に期待する。
・旅行関連、グルメ関連の売行きが良く、消費意欲が高まりつつあるように思える。",
,,○,コンビニのエリア担当・店長,・消費者の購買意欲が高まりつつあるように思える。,
,,○,家電量販店の経営者・従業員,・オリンピック関連の商品の売行きに期待する。,
,,○,乗用車販売店の経営者・従業員,・ニューモデルの好調さは持続する。,
,,○,スナック経営者,・例年より予約が増えている。,
,,○,ホテル・旅館（都市型）の経営者・スタッフ,・ＪＲタワーズビルの開業と中部国際空港の着工に期待する。,
,,○,観光名所、遊園地・テーマパーク職員,"・数か月先の予約や計画の相談を受ける件数が増えている。
・客の意欲が増している。",
,,○,旅行代理店店員,・法人の海外旅行件数が増加しつつある。,
,,□,一般小売店（個店）の経営者・店員,・同業者の動きをみても、商売の傾向に変わりがない。,
,,□,百貨店の売場主任・担当者,"・消費者心理が改善される要因が特に見当たらない。
・消費者に購買力はあると思うが、実際に購買に結びつくきっかけがない。",
,,□,スーパーの店長・店員,"・消費者心理が改善される要因が特に見当たらない。
・購入メモをみながらの買物客が増え、衝動買いをしない。",
,,□,コンビニのエリア担当・店長,・客が必要な物しか買わない傾向はまだ続く。,
,,▲,スーパーの店長・店員,・不必要な物を購入しない傾向は、今後もますます高まる。,
,,▲,家電量販店の経営者・従業員,・前年と比べて、地域振興券がなくなった分の売上が下がる。,
,,▲,乗用車販売店の経営者・従業員,・今の好調さは持続できないと思う。,
,,▲,スナック経営者,・客の所得が増えなければ売上は増えない。,
,,▲,観光名所、遊園地・テーマパーク職員,・団体旅行の予約が減っていおり、逆に予約のキャンセルが目立つ。,
,,×,－,－,
"企業
動向
関連

(東海)",,◎,－,－,
,,○,地元広告代理店店員・新聞販売店主（広告）,・折込広告の増加状況から、商店主の意気込みが感じられる。,
,,○,輸送業関係者,・物量の増加傾向は続くと予想される。,
,,□,食料品製造業,・大きな環境変化の要因が特に見当たらない。,
,,□,地元広告代理店店員・新聞販売店主（広告）,・流通関係の広告状況では、まだ先が見通せない状況にある。,
,,▲,司法書士・経営コンサルタント・会計事務所職員,・大企業・中小企業ともに、バブル期に形成した過大な設備投資やそれに伴う大きな借入を、まだ完全には整理し切れていない状況である。,
,,×,－,－,
"雇用
関連

(東海)",,◎,求人情報誌編集スタッフ,・流通系の出店計画が増加し、上り調子になってきている。,
,,○,新聞社職員（求人広告欄担当）,・ＪＲタワーズビルの波及効果に期待する。,
,,□,人材派遣会社社員・アウトソーシング企業社員,"・正社員の求人が持ち直していない。
・インターネット関連企業は伸びているが、大部分の企業の拡大には時間がかかりそうだ。",
,,□,求人情報誌編集スタッフ,・求人件数と企業人事担当者から把握できる手ごたえは良いが、この状況が持続するかどうかは疑問が残る。,
,,□,新聞社職員（求人広告欄担当）,"・リストラを進める企業がまだ多いと思う。
・今春の新卒採用を減らすか、前年並みに止める企業が大半である。",
,,▲,－,－,
,,×,－,－,
,,,,,
　４．近畿,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,
"家計
動向
関連

(近畿)",,◎,－,－,
,,○,百貨店の売場主任・担当者,"・全般的な景気の持ち直しの情報によって、個人消費が上向くと考えられる。
・住宅関連の景気の良さが、精神的な買い回りの良さにつながると判断している。",
,,○,美容室経営者・従業員,・２～３か月先は年度替わりなので、何らかの形で景気が良くなるのではないか。,
,,□,商店街代表者等,・目立ったヒット商品がなく、すぐに消費が回復するとは考えられない。,
,,□,百貨店の売場主任・担当者,・ここ２～３か月では急激な景気の上昇は考えられない。ただ、衣料品関係は春物、特に気候が暖かくなれば動き出すと思われ、天候次第の景気になると思われる。,
,,□,スーパーの店長・店員,・下期についてみると販売客数は増えているが、販売の単価が下がっており、この傾向は変わらないと考えている。,
,,□,コンビニのエリア担当・店長,・無駄な物を買わないし、単価が低い。,
,,□,その他専門店の経営者・従業員,・３、４月はベースアップ、昇給の時期だが、あまり見込めないと思う。,
,,□,スナック経営者,・良くなる材料はないが、株価が動いているため、多少回復を期待している。,
,,□,ホテル・旅館（都市型）の経営者・スタッフ,・年明けから客の動きが非常に良いため、この先もあまり変わらず好調を維持できると思う。,
,,□,観光名所、遊園地・テーマパーク職員,・客単価が前年度に比べ下がり気味で、客数の増加がこの先見込めない。,
,,□,タクシー運転手,・暗い話題が多く、明るい希望は持てないと思う。,
,,□,住宅販売会社販売員,・住宅に関しては税制の優遇措置があるため、受注棟数は非常に多くなってきているが、この優遇措置がなくなったときにどうなるかわからない。,
,,▲,商店街代表者等,・和装業界の不振や、自動車工場の閉鎖、大手信用金庫の破綻の影響があり、心理的にしばらくは、もう少し景気が悪くなると思う。,
,,▲,その他の専門店の経営者・従業員,・生活に必要な商品であっても、必要なときに必要な物だけを買うという低水準でしか動いていない。,
,,▲,乗用車販売店の経営者・従業員,・今月は２回商品の盗難にあった。これは、景気が悪いために、雇用情勢が悪化しているためだと思う。,
,,▲,その他住宅投資の動向を把握できる者,・住宅展示場の来場客数が減っている。ただし、無料のプレゼントをするとかなり客が来る。,
,,×,ホテル・旅館（都市型）の経営者・スタッフ,・リストラも進むし、３月決算を控え、ますます厳しい環境になると思う。,
"企業
動向
関連

(近畿)",,◎,－,－,
,,○,電気機械器具製造業,"・得意先では液晶関係と半導体関係が非常に好況なようで、過去の不況のために、相当辛抱して設備投資を抑えていたのが、ようやく出始めた。
・得意先の注文等は春にかけて増加傾向にあると思う。",
,,○,その他製造業,"・多少の年度末需要が出てくると思う。
・２～３か月後には在庫調整が終了すると思われる。",
,,○,司法書士・経営コンサルタント・会計事務所職員,・全般的に前年後半から上向き基調にあると思う。,
,,□,その他製造業,・失業率の回復は当面望めなく、当然のことながら消費の回復にもほど遠いと思う。民間の設備投資も急速に回復するとは思えない。,
,,□,司法書士・経営コンサルタント・会計事務所職員,・今までの状況から、２～３か月という短い期間で急激な変化は考えられない。,
,,▲,司法書士・経営コンサルタント・会計事務所職員,"・良くなると思われる要因がない。
・３月の決算対策で、更にリストラその他悪要因が出てくるのではないか。",
,,×,繊維工業,・地域に根付いた信用金庫が破綻した。その取引先がかなり多いため、その影響は多大になると思う。,
"雇用
関連

(近畿)",,◎,＊,＊,
,,○,人材派遣会社社員・アウトソーシング企業社員,"・前年12月の労働者派遣法の自由化で受注が増えると思う。
・４、５月の前倒しの発注を受けるようになった。",
,,□,人材派遣会社社員・アウトソーシング企業社員,"・４月以降の受注見通しが立っていない。
・世間では若干上向き傾向と聞いているが、それが末端の多数の企業まで届くには３か月では不足とみる。",
,,▲,－,－,
,,×,－,－,
,,,,,
　５．九州,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,
"家計
動向
関連

(九州)",,◎,－,－,
,,○,スーパーの店長・店員,・更に悪くなるという情報は特にないので。,
,,○,家電量販店の経営者・従業員,・シドニーオリンピックや九州沖縄サミットが開かれ、上向いた雰囲気であると感じている。,
,,○,ホテル・旅館（観光型）の経営者・スタッフ,・先の予約に関して問い合わせ等がきている。,
,,□,商店街代表者等,・良くなる要因が見当たらない。単品買いで、目的以外の物は購入しない。,
,,□,スーパーの店長・店員,・顧客の低価格指向の厳しさは変わらない。,
,,□,レストラン（高級）スタッフ,・宴会等が増えてきているが、１宴会当たりの人数はそれほど増えていない。,
,,□,パチンコ店店員,・リストラは落ち着いたが、現状で景気は良くなる要因が考えられない。,
,,□,タクシー運転手,・乗客の話で明るい材料や景気が良くなる話が見当たらない・繁華街や盛り場の様子からみて、あまり期待できない。,
,,□,住宅販売会社販売員,・現状の住宅の受注状況からすると、好転する材料が特に見当たらない。,
,,▲,商店街代表者等,・集客力がやや悪くなっているような気がする。,
,,▲,スーパーの店長・店員,・一品当たりの買上件数が伸び悩んでおり、将来的にも回復は見込めない。,
,,▲,レストラン（一般）スタッフ,・客数が減っている。将来、更に減るという感じがある。,
,,×,＊,＊,
"企業
動向
関連

(九州)",,◎,＊,＊,
,,○,電気機械器具製造業,・半導体関連の装置を始め全体的な状況が良くなってきている。,
,,○,輸送用機械器具製造業,・一部の業種で受注残が増えてきている。,
,,○,その他製造業,・土木資材は年末に観光地でかなり発注されている。その仕事がまわる。,
,,□,輸送業関係者,・１、２月は例年少ないが、Ｙ２Ｋ問題の反動もあり商品の荷動きがない。,
,,□,地元広告代理店店員・新聞販売店主（広告）,・非常に先行きの見通しがつけにくい。人と会ってもそういう声が多い。,
,,▲,輸送用機械器具製造業,・３か月受注インフォメーション等をみると、月ごとに減少している。,
,,▲,輸送業関係者,・トラック運送運賃は値下げの話はあっても、値上げの話はまだない。,
,,×,電気機械器具製造業,・３か月先の受注がまだ確定していない。,
"雇用
関連

(九州)",,◎,－,－,
,,○,新聞社職員（求人広告欄担当）,・７月に九州沖縄サミットがあるので、その分、多少経済的に動くのではないか。,
,,□,人材派遣会社社員・アウトソーシング企業社員,・製造業等では少しずつ人を採り始めたと聞くが、表面上に出てくるのには、まだ時間がかかるのではないか。,
,,□,求人情報誌編集スタッフ,・勝ち組と負け組が出ており、勝ち組あるいは勢いのある会社は求人、広告を増やしている。,
,,▲,－,－,
,,×,－,－,
