,,▲,乗用車販売店（従業員）,販売量の動き,・６月までは新型車の受注が多くみられたが、一部の車種が値上げしたこともあって、７月は動きが少し落ち着いてきた。
,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・客の高齢化が顕著であり、今後の生き残りに向けて、新規客の開拓が最重要課題となっている。異業種交流も有効なヒントを得る場になる可能性がある。
,,▲,観光型ホテル（スタッフ）,販売量の動き,・夏のファミリー向けイベントの予約が伸び悩んでいる。
,,▲,旅行代理店（従業員）,販売量の動き,・本来、秋の旅行需要で予約販売が増加する時期だが、予約販売が伸び悩んでいる。ゲリラ豪雨や猛暑といった異常気象の影響も含めた複合的な理由により、北海道からの旅行需要が低下しているとみられる。
,,▲,旅行代理店（従業員）,販売量の動き,・前年はコロナ禍が明けたこともあって法人団体旅行が好調だったが、今年はその反動がみられる。円安や物価高が継続していることもマイナスであり、販売量が減少している。
,,▲,美容室（経営者）,お客様の様子,・物価高が家計を圧迫しているとの話を客からよく聞く。
,,▲,住宅販売会社（経営者）,販売量の動き,・住宅建築業界において、着工数は少ないまま変わっていない。単価が高止まりしており、人件費も上昇していることから、建築が進まない状況にある。
,,▲,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを来訪する客の予算面での制約が以前よりも厳しくなっている。分譲マンションの購入に充てる予算は減少傾向にあり、以前よりも小さめの住戸の購入を検討する客が多い。
,,×,スーパー（店長）,販売量の動き,・値上げの動きが収まらない限り、個人消費は上向いてこない。
,,×,スーパー（店長）,販売量の動き,・客は買う物を決めて来店しているため、それ以外の余計な物を買わないようになっている。
,,×,コンビニ（エリア担当）,それ以外,・漁業の不漁の影響が大きく、食料品などの売上が大きく減少している。
,,×,衣料品専門店（経営者）,お客様の様子,・６月と同様に、円安による物価高を受けて、客の節約志向が強まる状況が続いている。
,,×,衣料品専門店（店長）,販売量の動き,・スーツ需要に落ち込みがみられるなか、ビジネスポロシャツや半袖ワイシャツなどの低単価商材も販売量が大きく落ち込んでいる。まとめ買いが非常に少なく、必要最低限しか買わない傾向が強まっている。
,,×,タクシー運転手,販売量の動き,・繁華街には人があふれているが、ほとんどが観光客であり、かつタクシーを利用しない客層である。地元客のタクシー利用はなかなか回復してこない。
"企業
動向
関連

(北海道)",,◎,通信業（営業担当）,受注量や販売量の動き,・国が進める企業進出施策の効果が、当社及び周辺企業の受注量の増加に結び付くようになってきた。
,,○,食料品製造業（従業員）,受注量や販売量の動き,・７月の販売量は前年比プラス24％となった。３か月前の４月の販売量は同プラス22％であったため、景気はやや良くなっている。
,,○,輸送業（営業担当）,受注量や販売量の動き,・本州向けの生乳の輸送量は、相変わらず伸び悩んでいる。バターや粉乳の保管在庫は横ばいから微減にとどまっている。紙パルプは工場間の生産調整の影響で、製品、原料ともに、一時的に動きが出ている。砂糖、でん粉、小麦などの農産製品は、新年度産の受入に向けて、旧物の在庫整理が進み、トレーラー輸送が大幅に増えている。
,,○,輸送業（支店長）,受注量や販売量の動き,・輸出入貨物の輸送量は依然として奮わず、寄港を中止する外航船社も出始めるなど、厳しい状況は変わっていない。一方、国内移送貨物については、夏場需要で想定どおりの貨物量となっている。全体的には春先に比べると忙しくなっている。
,,○,金融業（従業員）,取引先の様子,企業の人手不足感が強まってきている。人材を募集しても新たな人員確保は困難であり、既存人員の流出防止、つなぎ止めのため、賃上げを実施しているという声が多く聞かれる。また、価格転嫁を進めていても、利益確保が難しく、賃上げ原資の確保に苦慮しているという声も聞かれる。一方、景気判断については、回復しているという声が悪化しているという声を上回っており、改善傾向にある。
,,○,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・受注量は、数か月前の見込みよりも上振れしている。ただし、詳しい要因が分からないため、安心できない状況にある。ベース商材は消費量が少なくなっているため、市場の動きは全体的に余り良くない。
,,□,農林水産業（経営者）,取引先の様子,・端境期のため、景気について判断しづらい状況にある。
,,□,建設業（従業員）,受注量や販売量の動き,・民間案件の減少、官庁案件の先送りがみられ、業務量が減少している。取引先からの相談も減っている。国策関連の業務があるため、全体的には目標に近づいているが、それを除いた業務量は前年よりも明らかに少ない。
,,□,建設業（役員）,受注量や販売量の動き,・技術職員の現場配置はフル稼動状態が続いている。これまで天候が安定して推移していることから、各現場では引き続き計画を上回るペースで工事が進捗している。
,,□,司法書士,受注量や販売量の動き,・夏を迎えて気温の高い日が続いているが、大雨などの災害も発生していないことから、例年並み又は例年をやや上回る仕事量がみられる。また、法制度の改正に伴う業務も増えている。ただし、こうした業務はいつまで続くか不透明であり、一過性のものであることも懸念される。また、物価の上昇が続くなか、従業員の収入は増えているようであるが、支出も増えているため、実質的な所得環境に変わりはみられない。
,,□,司法書士,受注量や販売量の動き,・中古物件の売買やリフォームに伴う受注はみられるものの、個人の住宅新築関連の受注量は相変わらず少ないままである。
,,▲,食料品製造業（従業員）,受注量や販売量の動き,・値上げによる買い控えが生じており、受注量が減っている。
,,▲,金属製品製造業（従業員）,受注量や販売量の動き,・道内の新築戸建て住宅の確認申請が前年比87％に落ち込んでいるため、景気はやや悪くなっている。
,,▲,広告代理店（従業員）,受注量や販売量の動き,・広告受注が伸び悩んでいる。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,＊,＊,＊
,,□,人材派遣会社（社員）,求人数の動き,・３か月前と比べると、登録者数は横ばい、求人数は２割増加であり、求人ニーズは相変わらず高い。企業サイドは若年者の早期退職で悩んでおり、その影響で求人数が増加している面もある。登録者サイドは夏のボーナスが支給されてから転職に動き出すと考えられる。
,,□,求人情報誌製作会社（編集者）,それ以外,・紙やＳＮＳなどのＷｅｂ媒体で求人を出しても思うように人材が集まらなくなっている。有効求人倍率も下がってきている。一方、多くの中小・零細企業では、広告費を節減するため、当面は現状を維持するという判断にシフトしている。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・北海道の人口流出と自然減が止まらない。こうした状況を踏まえると、人材採用において消極的にならざるを得ない。一方、求人については、Ｗｅｂや誌面による一般募集から、人材紹介や知人からの紹介などに採用手法を変更する企業が増える傾向がみられている。
,,□,求人情報誌製作会社（編集者）,周辺企業の様子,・雇用動向の低調な状態が続いている。
,,□,職業安定所（職員）,求人数の動き,・当地における６月の有効求人倍率は0.76倍であり、３か月前との比較では0.13ポイント下回っている。
,,□,職業安定所（職員）,求職者数の動き,・新規求職申込件数は前年から15.8％の減少となったが、月間有効求職者数は前年から5.4％の減少にとどまった。新規求人数は前年から13.2％の減少となったが、月間有効求人数は前年から7.4％の減少にとどまった。
,,□,学校［大学］（就職担当）,求職者数の動き,・求人数は増えているものの、求職者とのマッチングがうまくいかない状況にある。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・業種を問わず、求人数が横ばい又は減少傾向で推移している。
,,▲,職業安定所（職員）,求人数の動き,・管内の有効求人倍率が0.86倍となり、前月から0.03ポイント減少した。前年と比べても0.03ポイントの減少となっている。
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,商店街（代表者）,来客数の動き,・商店街に隣接して大型商業施設がオープンしたことで、来街者数が前年比３倍となり、商店街ににぎわいが戻っている。
,,○,一般小売店［医薬品］（経営者）,来客数の動き,・梅雨時期の割に雨が少ないため、来客数が前年よりも増加しており、売上も伸びている。
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・来客数は減少傾向にあるが販売量が増えている。業種的に暑い時期に販売量が増える傾向にあるため、その結果とみられる。
,,○,一般小売店［酒］（経営者）,販売量の動き,・梅雨明け前から猛暑が続いたことで、飲食店への販売量が増加している。外食を控えていた消費者も涼を求めて飲食店を利用する傾向がみられる。また、コロナ禍以降、自粛傾向にあった自治会や町内会、企業が開催するビヤガーデン等の注文も、今年は大きく増加している。
,,○,コンビニ（経営者）,販売量の動き,・梅雨の時期だが雨天の日が少なく気温も高いため、ドリンクやアイス等の売上が好調である。景気はやや良くなっている。
,,○,衣料品専門店（店長）,お客様の様子,・マイナス要因の物価高や円安が落ち着いてきたなか、パリオリンピックなどの明るい話題や定額減税の効果などもあり、徐々に消費者の購入モチベーションが上がっている。
,,○,家電量販店（従業員）,単価の動き,・梅雨明け前だが気温の高い日が続いており、エアコンを中心とした季節商材が売上を伸ばしている。特に、前年、取付けまでの日数が掛かるために断念した客の購入がみられる。長く使用できる良い物を購入する客も多く、若干ではあるが単価が上がっている。
,,○,乗用車販売店（従業員）,販売量の動き,・車の購入を検討している客の増加に比例して、販売数も増えている。
,,○,その他専門店［靴］（従業員）,販売量の動き,・気温が上がり、夏物商材の販売量が増えている。一方で、通年物の動きは鈍い。
,,○,都市型ホテル（支配人）,来客数の動き,・インバウンドの取り込み施策の効果が出ている。
,,○,旅行代理店（従業員）,単価の動き,・エネルギー価格の高騰や円安の影響で社会環境は厳しいが、パリオリンピックの開催等もあり、旅行申込単価が上昇傾向にある。来客数、申込件数等は微増だが、やや良くなっているといえる。
,,○,その他サービス［自動車整備業］（経営者）,販売量の動き,・受注件数、販売金額共に好調を維持している。
,,□,商店街（代表者）,販売量の動き,・商品価格は上昇しているにもかかわらず売上が上がらない。
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・３か月前と変わらず景気はかなり悪い。力を入れてきた主力商品も落ち込みが顕著である。
,,□,一般小売店［寝具］（経営者）,販売量の動き,・猛暑のため、商品の動きも人の動きも良い状況にない。
,,□,一般小売店［雑貨］（経営者）,来客数の動き,・上旬は良かったが、中旬以降は雨の影響で客足が止まっている。また、月末の大雨災害により購買意欲は下がっている。
,,□,百貨店（経営者）,販売量の動き,・定額減税の実施やボーナス支給額の増加などの影響で、週末の客の動きが活発になっており、特に高額商品が好調である。
,,□,百貨店（催事担当）,単価の動き,・来客数は減少しているものの、客単価が上がっており、売上をカバーしている。
,,□,百貨店（従業員）,販売量の動き,・前年と比べ来客数は伸びているが、販売点数は伸びていない。必要最低限しか購入しない買い控えの傾向は継続している。
,,□,スーパー（経営者）,単価の動き,・７月の平均１品単価は前年比ほぼ横ばいである。買上点数はやや改善傾向がみられるが、全体的には依然厳しい消費状況が続いている。
,,□,スーパー（店長）,販売量の動き,・客単価が前年比96.3％、買上点数が同98.1％と消費が低迷している。来客数は伸びているが、売上は前年に届かない。
,,□,スーパー（店長）,来客数の動き,・上向き要素が全くない。
,,□,スーパー（店長）,来客数の動き,・来客数前年比に大きな変化はなく、好転する見込みも少ない。
,,□,スーパー（企画担当）,販売量の動き,・来客数は増加傾向にあるが買上点数が増えず、結果、売上は増えていない。原料価格や商品原価は上昇傾向にあり、特売構成比も上がっているため利益を圧迫している。
,,□,スーパー（営業担当）,来客数の動き,・売上は前年比100.4％だが、来客数が98.7％と厳しい。客は特売日やクーポンの投入日に集中し、通常の日は落ち込んでいる。
,,□,コンビニ（経営者）,単価の動き,・全体の売上は前年並みで推移している。下支えの要因は雨具類と制汗グッズの売上増加である。
,,□,コンビニ（経営者）,来客数の動き,・少しずつ悪くなっている状態は３か月前と変わっていない。暑い日はあってもジュースなどを買いに来る客が少なく、今月もかなり厳しい。
,,□,コンビニ（エリア担当）,来客数の動き,・天候による影響は多少あるが、状況に変化はない。
,,□,コンビニ（エリア担当）,来客数の動き,・東北各地で大雨による被害が発生しており、行楽の人出も鈍化している。値上げの影響か来客数は前年並みでも買上点数が減少している。
,,□,コンビニ（店長）,来客数の動き,・物価高騰により買上点数は減少し来客数も減少しているが、商品価格が上がっているため、売上の大幅な減少は回避できている。しかし、それはそれで問題である。
,,□,衣料品専門店（経営者）,お客様の様子,・法人関係のお中元は前年より受注が多く、単価も上昇している。また、祭り用品の売上も好調である。
,,□,衣料品専門店（経営者）,お客様の様子,・高価格帯の品物を扱っているが、来店頻度が減っている客がいる一方で、物価高を気にすることなく買物をする客もいる。
,,□,衣料品専門店（店長）,来客数の動き,・コロナ禍後のリベンジ消費で前年はスーツや礼服が売れたが、今年は売上が伸びる要素がない。また、前年の猛暑で夏物が売れたため、今年も猛暑だがそれがプラス要素になっていない。
,,□,衣料品専門店（店長）,販売量の動き,・梅雨に入ってからの気温が前年よりも低いため、半袖シャツ、夏物スラックスの売行きが悪い。
,,□,衣料品専門店（総務担当）,来客数の動き,・売上は前年を上回ることはできたが予算の90％にとどまっている。客単価は前年比108％だが、来客数は前年比96％と前年割れの状況が続いている。
,,□,家電量販店（従業員）,販売量の動き,・エアコン等の季節商材は好調だが、テレビやパソコンは単価が下がっている。猛暑にならなければ前年割れしていたとみている。
,,□,乗用車販売店（従業員）,販売量の動き,・個人客の販売量が低迷している。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量は低迷しており前年と変わらない。特別なキャンペーン等がないこともあり、売れ筋の車種の販売量が伸びていない。
,,□,乗用車販売店（従業員）,販売量の動き,・メーカーからの配車量が若干増えており、売上は前年同月並みになっているが、受注量は伸び悩んでいる。
,,□,住関連専門店（経営者）,販売量の動き,・受注生産をしている。受注量の減少が続いているため、生産量、販売量が落ちている。
,,□,住関連専門店（インテリアコーディネーター）,お客様の様子,・一部の人を除き、多くの人が食料品や生活雑貨などの値上げの影響を受けている。
,,□,その他専門店［酒］（経営者）,単価の動き,・売上自体はそれなりにあるが、商品単価がじりじりと上がっており、販売数量は落ちている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・販売量の減少が止まらない。燃料油価格激変緩和補助金の適用はあるものの高値が続いていることに加えて、天候不順のため夏休み需要に動きがない。
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・レジ通過客数は前年比99.1％である。飲食やフード業種における来客数を４月の前年比と比べると２％減少している。ファッション業種も７％減少している。生活に直結する業種にまで下降傾向がみられる。
,,□,一般レストラン（経営者）,来客数の動き,・良い日と悪い日がはっきりと分かれている。
,,□,観光型ホテル（スタッフ）,それ以外,・景気が上向いている実感はない。
,,□,観光型旅館（スタッフ）,単価の動き,・売上は横ばいである。
,,□,都市型ホテル（スタッフ）,来客数の動き,・インバウンドがオフシーズンに入っている。
,,□,旅行代理店（従業員）,販売量の動き,・猛暑の影響か夏季期間の宿泊販売が伸び悩んでいる。年間で最も販売ボリュームの大きい８月に開催されるパリオリンピックも、宿泊需要に水を差す原因の１つになっている。
,,□,旅行代理店（従業員）,販売量の動き,・県内の当社契約施設の販売量が３か月前から余り変わっていない。
,,□,タクシー運転手,お客様の様子,・前月よりも客単価が少なくなっている。
,,□,タクシー運転手,お客様の様子,・梅雨時期の雨と猛暑に加え、クルーズ船の乗客や夏祭り客などの利用が多くなっている。
,,□,通信会社（経営者）,お客様の様子,・放送サービスの新規加入者数は、夏の大型スポーツイベントの開始を前に、家電量販店での大型テレビの購入に合わせて若干増えている。通信サービスの新規加入者数は、戸建て住宅では増えていないが、集合住宅ではオーナーによるインターネットの一括契約の増加により順調に伸びている。
,,□,通信会社（営業担当）,お客様の様子,・顧客の設備投資意欲に変化がみられない。
,,□,通信会社（営業担当）,お客様の様子,・客の話は依然コスト削減が中心である。
,,□,通信会社（社会貢献担当）,来客数の動き,・来客数は増加している。売上は多少増加しているが大きな伸びはない。
,,□,美容室（経営者）,単価の動き,・ホームケア商品を購入する客やヘッドスパ等のオプションメニューを追加する客が多くなっている。
,,□,美容室（経営者）,来客数の動き,・固定客のみで新規客が来ない。
,,□,その他サービス［寮管理］（管理人）,お客様の様子,・定額減税の効果はみられない。物価上昇の影響で個人消費が鈍化している。
,,□,設計事務所（経営者）,お客様の様子,・建設資材価格の高騰や４週８休の義務化の影響で建設工事費が高騰しているにもかかわらず、民間からの仕事の依頼が増えている。
,,□,住宅販売会社（経営者）,お客様の様子,・戸建て住宅の販売は、注文住宅よりも手頃な価格の建売住宅が多い。建築単価は低いが土地の販売もあるため、利益構成は悪くない。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器はエアコンの売行きが好調である。省エネ型給湯器の補助金を活用した交換も増えている。リフォームは補助金を活用した設備改善工事とエアコンクリーニングが増えている。猛暑の影響で屋外工事は減っている。
,,□,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・来場者数は天候や気温などにより変動するが、住宅の成約数には変動がない。
,,▲,百貨店（企画担当）,来客数の動き,・街でイベントが開催されると来客数は増えるが、それ以外の日は前年比マイナスである。気温は高いが夏物需要は低調である。
,,▲,スーパー（店長）,来客数の動き,・来客数の減少が続いている。
,,▲,スーパー（店長）,来客数の動き,・前年から価格訴求を強化し集客を図ってきたが、伸長していた来客数が１年を経過し減少傾向になりつつある。
,,▲,スーパー（商品担当）,販売量の動き,・光熱費の上昇や物価高の影響か、実質賃金が上昇していないためか、買上点数が更に減少している。
,,▲,コンビニ（経営者）,販売量の動き,・売上は商品が値上がりした分、少し上がっているが、買上点数が減っている。最近ＡＩを使った発注システムが導入されたので、これから先の利益はこのシステム次第である。
,,▲,コンビニ（経営者）,それ以外,・気温の上昇とともに売上は上がってきたが、経費の高騰が利益を圧迫している。光熱費の値上がりもかなり厳しい。人手も足りず疲弊している。
,,▲,コンビニ（経営者）,来客数の動き,・来客数、販売量、客単価、全てが減少しており、過去の同月と比較しても最低の状況にある。商品価格の上昇による買上点数減少の影響が大きいとみている。
,,▲,コンビニ（エリア担当）,来客数の動き,・梅雨期間は来客数が減る傾向にある。
,,▲,コンビニ（店長）,来客数の動き,・客は商品価格を高いとみているのではないか。
,,▲,衣料品専門店（経営者）,お客様の様子,・セール開催中であるが消費意欲を感じない。
,,▲,乗用車販売店（店長）,販売量の動き,・大手自動車メーカーの認証不正問題やそれに伴う相次ぐ新車の出荷停止が響き、登録台数は前年比７割弱とかなり苦戦している。一方で、中古車の引き合いは好調で、収益自体は改善傾向にある。
,,▲,一般レストラン（経営者）,来客数の動き,・物価高が影響していることとメニュー価格を上げたことで、客が敬遠する状況になっている。
,,▲,一般レストラン（経営者）,来客数の動き,・７月に入ってからは来客数が例年より少ない。
,,▲,一般レストラン（経営者）,お客様の様子,・予約客は前月より２割ほど多かったが、依然個人客は減っている。予約のほとんどは法人や団体関係で、建設業関係者は減少している。地元の大きな仕事が激減したことが原因である。振り客としての来店比率が大きかった建設業の個人事業主もいなくなっている。また、さくらんぼ収穫後の会合も少なくなっている。来店を期待していた客の動きが予想を下回っている。
,,▲,一般レストラン（スタッフ）,来客数の動き,・来客数が前年の７割程度に落ち込んでいる。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・物価高、節約志向の影響で来客数、予約数共に少ない。
,,▲,観光型旅館（経営者）,来客数の動き,・夏休みやお盆の前ということもあるが、物価高に加え豪雨などで更に動きが鈍くなっている。
,,▲,旅行代理店（従業員）,来客数の動き,・来客数、販売量が前年割れしている。
,,▲,観光名所（職員）,それ以外,・売上は横ばいで推移していたが、月末に発生した水害で被害を受けている。インフラが復旧しない限り客は来ない。
,,▲,遊園地（経営者）,来客数の動き,・前半の暑さと後半の雨で集客が伸び悩み、来客数は前年を下回っている。
,,▲,競艇場（職員）,単価の動き,・来客数は減っていないが、客単価は下がっている。
,,▲,美容室（経営者）,単価の動き,・施術単価が前年比97％で推移している。客は極力不要な美容施術を避けている。
,,×,商店街（代表者）,競争相手の様子,・倒産や閉店が増えており、シャッターを閉めている店が目に付くようになっている。
,,×,スーパー（経営者）,お客様の様子,・商品、サービスの値上がりが続き、節約志向が更に強まっている。
,,×,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・夏物の売上減少が止まらない。早くから夏物の提案をしているが受注に結び付かず苦戦している。暑いことを見越してポロシャツに変更したり、廃止したりするなど、全体的に制服の動きが低迷している。
"企業
動向
関連

(東北)",,◎,農林水産業（従業者）,受注価格や販売価格の動き,・暑い日が続き桃の需要が高まっている。適度に雨も降り、糖度、大きさ共に申し分ない。需要と供給のバランスが取れて良い状況である。
