,,▲,旅行代理店（従業員）,来客数の動き,・来客数の減少幅が拡大しており、物価高の影響が大きくなっていることがうかがえる。衆議院選挙も旅行需要が低下した要因の１つとなっている。
,,▲,旅行代理店（従業員）,来客数の動き,・ここ２か月と比べて、来店や電話での相談件数が顕著に減っている。年度内に計画していた旅行を中止する企業も増えている。
,,▲,タクシー運転手,販売量の動き,・燃料価格の高止まりが続くなか、暖房費の掛かる季節となったことから、家計では交通費が真っ先に節約されることになる。交通機関にとっては、燃料価格の高騰と需要低迷のダブルパンチとなっている。
,,▲,タクシー運転手,来客数の動き,・消費を上向かせるような政策が求められる。
,,▲,美容室（経営者）,販売量の動き,・11月の売上は前月や前年と比べて約５％落ち込んでいる。
,,▲,美容室（経営者）,お客様の様子,・物価高を考慮して値上げを行いたいが、なかなかできない状況にある。
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・冬季に近づいていることで観光需要が顕著に低下しており、観光客の利用が激減している。
,,▲,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを来訪する客において、マンションの購入判断を先送りするケースが増えている。商談が長期化している客の割合が高くなっている。
,,×,商店街（代表者）,来客数の動き,・下がることのない物価高の影響で、食料品以外は極力買わない、燃料もできるだけ節約するといったマインドが周辺住民に染みついている。賃上げが物価高に追い付いていないため、生活がどんどん厳しくなっていると感じる人も増えている。販売側も年末の繁忙期を控えているだけに思い切った手を打つことができず、厳しい状態のまま推移している。
,,×,スーパー（店長）,お客様の様子,・客は必要な物しか買っていない。商品が売れるのも特売の日が中心となっている。
,,×,その他専門店［造花］（店長）,お客様の様子,・注文はまずまずあるが、プラスアルファの受注がないため、景気は良くなっていない。例年と比べて、特に大型案件の受注が少なくなっている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,輸送業（営業担当）,受注量や販売量の動き,・農産物関連は新物までの端境期となっているものの、紙・パルプは輸出も含めて好調が持続している。北海道と本州間のトレーラーの行き来もスムーズであり、その結果、雑貨関連の輸送も順調に推移している。
,,○,その他サービス業［建設機械リース］（営業担当）,受注価格や販売価格の動き,・人手不足問題などはあるものの、建設投資が堅調なことから、需要は底堅く推移している。
,,○,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・受注案件が増え始めていることで売上は順調に伸びている。ただし、ベース商材の動きが悪く、仕事量が２極化している。遅れていた再開発関連なども徐々に動き出していることから、今後、景気が上向くことを期待している。
,,□,農林水産業（経営者）,受注量や販売量の動き,・食品の価格が全体的に高水準にあることから、景気は変わっていない。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・受注量がやや減っている。生産にも余裕が出始めている。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・11月の販売量は前年比で30％のプラスとなった。３か月前の販売量は前年比で27％のプラスであったため、景気はそれほど変わっていない。
,,□,建設業（従業員）,受注価格や販売価格の動き,・建設費の上昇が続いていることから、民間の投資控えが目立ち、発注量が減少している。また、官庁の入札不調もみられている。人材不足の影響もあって、建設したくても実現できない状況となっている。
,,□,建設業（役員）,受注量や販売量の動き,・今年は初雪が早かったものの、本格的な降雪はいまだになく、根雪になる時期も例年よりも遅くなるとみられる。今のところ、各建設工事現場に降雪の影響は出ておらず、順調に建設工事追い込み期を迎えている。そのため、完工高及び利益について、年度計画達成が確実な状況に変わりはない。
,,□,輸送業（支店長）,それ以外,・荷役現場の人手不足やトラック不足が依然として続いている。受注量はまずまずあるものの、それをこなすことができず、売上や利益が伸びてこない状況にある。
,,□,金融業（従業員）,取引先の様子,・国のエネルギー価格に対する支援が途切れたことで、個人消費にマイナスの影響が生じている。企業では、人手不足対策としてＤＸ化、ＩＴ化への意識が強まっているが、生産性、効率性の改善はまだみられていない。
,,▲,司法書士,受注価格や販売価格の動き,・業務の受注量は例年並み又は僅かに増加するとみられる。一方、物価の上昇が続いていることから、収入は減少傾向にある。今後についても、状況が改善されない限り、景気は悪化することになる。
,,×,司法書士,受注量や販売量の動き,・３か月前と比べると、販売量が大幅に減少している。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,－,－,－
,,□,人材派遣会社（社員）,求人数の動き,・退職者の補充という要因もあるが、３か月前と比べて求人数が減少しているわけではないことから、採用なくして業績の維持、拡大はできないという企業の意識も変わっていない。企業の採用意欲は引き続き高く、冬のボーナス支給後に転職に動き出す人材の採用が進むことも考えられる。
,,□,職業安定所（職員）,求人数の動き,・当地における10月の有効求人倍率は0.84倍であり、３か月前から0.04ポイント上昇している。
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年から8.6％の減少、月間有効求人数は前年から7.3％の減少となっている。ただし、大きな落ち込みとはなっていないことから、景気は変わらない。
,,□,学校［大学］（就職担当）,雇用形態の様子,・今後も人手不足が続くとみられるなか、採用活動を継続している企業が多い。雇用形態を見直す企業も増えている。
,,▲,求人情報誌製作会社（編集者）,求職者数の動き,・求人数も求職者数も減少傾向にある。また、求職者がそもそも少ないことから、採用後のミスマッチも多い。そのことで企業が求人に後ろ向きになる状況もみられ始めている。
,,▲,求人情報誌製作会社（編集者）,雇用形態の様子,・アルバイト、パートの求人ほどではないが、正社員の求人も減少傾向にある。物価高の影響で小売業やサービス業が増員を見送るケースもみられる。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・全業種において、求人数の微減傾向がみられる。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・アルバイト、パートの求人数の減少が続いている。ＩＴや機械の導入による省人化、スポットワークの増加、賃金上昇などが採用抑制の要因となっている。
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,衣料品専門店（経営者）,販売量の動き,・秋冬商材はようやく単価の高い物も動き出している。また、まとめ買いの客も少し増えている。
,,◎,設計事務所（経営者）,販売量の動き,・業務依頼が続いており上向いている。
,,○,一般小売店［医薬品］（経営者）,単価の動き,・来客数は変わらないが、商品価格の値上がりが売上に貢献している。
,,○,一般小売店［医薬品］（経営者）,来客数の動き,・例年よりも気温が高く、天候も良いからか、来客数、売上共に増加している。
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・来客数も客単価も３か月前よりやや良くなっている。周囲では物価上昇で生活が厳しいという話をよく聞くだけに、一時的に良くなっているだけかもしれない。
,,○,スーパー（店長）,販売量の動き,・前々月、前月と来客数が増加傾向にあり、それに比例して売上も伸びて前年を上回っている。
,,○,スーパー（店長）,来客数の動き,・商品の価格は上がっているものの、来客数が前年を上回っている。
,,○,コンビニ（エリア担当）,来客数の動き,・物価上昇により買上点数は前年より減っているが、来客数が前年より増えているため、トータルではやや良くなっている。
,,○,家電量販店（従業員）,販売量の動き,・石油ファンヒーターや電気ストーブなど暖房器具を中心に販売数量が増加している。プリンターや録画機器も販売数量が増加傾向にある。
,,○,住関連専門店（経営者）,販売量の動き,・受注生産をしているが、受注量も製作数量も増加している。
,,○,一般レストラン（経営者）,来客数の動き,・例年11月後半から忘年会の予約が入るが、新型コロナウイルス感染症発生前と比べて少ない。大人数での宴会も少ない。
,,○,一般レストラン（経営者）,単価の動き,・早めの忘年会を開催する客が多くなっており、いつもより金額が高い物の注文も多い。
,,○,観光型ホテル（スタッフ）,来客数の動き,・紅葉目的の客が多くなっている。
,,○,都市型ホテル（支配人）,来客数の動き,・インバウンドの取り込み施策の効果が出ている。
,,○,都市型ホテル（スタッフ）,来客数の動き,・今年は紅葉が遅かったため、11月もインバウンドが多い。特に個人旅行の動きが顕著である。
,,○,旅行代理店（従業員）,単価の動き,・年末年始や冬休みの旅行申込単価が上昇傾向にある。申込件数は微増である。
,,○,通信会社（経営者）,お客様の様子,・年末に向けて番組コンテンツが充実するため、有料放送サービスの新規加入者数が増加している。寒くなり、自宅で過ごす時間が増えたことも加入のきっかけになっている。また、テレビをインターネットに接続する人が増えており、インターネットサービスの利用者数もやや増加している。
,,○,遊園地（経営者）,来客数の動き,・中旬まで暖かかったことに加え、大規模イベントの開催があり、来客数は前年を若干上回っている。
,,○,美容室（経営者）,販売量の動き,・今月から始まった初売り商品券の予約状況が前年を上回っている。オリジナルシャンプーの販売も好調である。
,,○,その他サービス［自動車整備業］（経営者）,単価の動き,・仕入価格の上昇は収まりつつあるとみている。販売価格を値上げしたが、販売数は落ち込んでいない。社員の給料を前年から２回にわたり10％アップさせている。
,,□,商店街（代表者）,お客様の様子,・新米価格を始め物価が上昇していることから、消費者の財布のひもが固くなっており、景気は横ばいである。
,,□,一般小売店［寝具］（経営者）,販売量の動き,・客の反応は厳しい。
,,□,一般小売店［雑貨］（経営者）,来客数の動き,・前半は気温が高く、後半になってようやく下がったため、秋物を飛ばして冬物が動いたが、前半の落ち込みはカバーできていない。
,,□,百貨店（企画担当）,販売量の動き,・気温の影響もあり、冬物の重衣料は婦人服、紳士服共に振るわない。
,,□,百貨店（催事担当）,来客数の動き,・リニューアル効果で来客数は伸びている。しかし、生活防衛意識の高まりにより、食品や実用品を中心に客単価の低下がみられる。また、気温が高めに推移しているため、ファッション関連で秋冬商材の動きが鈍くなっている。
,,□,スーパー（経営者）,単価の動き,・食品の値上げが続くなか、低価格戦略を行ったこともあり、１品平均単価は前年を割っている。客の財布のひもは固い。最低賃金の引上げ効果か、買上点数は伸びており、既存店の売上は前年を超えている。しかし、経費負担の増加により、厳しい状況は続いている。
,,□,スーパー（店長）,販売量の動き,・継続的に価格訴求強化は行っているものの、販売点数の改善には至っていない。
,,□,スーパー（企画担当）,お客様の様子,・前月同様、特売構成比が高止まっており、利益が出しづらい状況は変わらない。客は常に安価な商品を求めており、夕方の値引き時間になると客が待ち構えている。商品の原価が上昇しているなかで、特売構成比は上がり、買上点数は減少傾向にある。
,,□,スーパー（商品担当）,単価の動き,・今月初めから僅かながら客単価の改善がみられるようになっている。
,,□,コンビニ（経営者）,来客数の動き,・前月と比べ来客数、客単価等、全般的に落ち着いている。平日は日中の来客数が若干減少しているものの、週末と夜間の動きは好調である。
,,□,コンビニ（経営者）,来客数の動き,・商品の値上げに伴い売上は少しアップしているが、来客数は増えていない。
,,□,コンビニ（エリア担当）,来客数の動き,・季節トレンドによる来客数の変化はあるが、前年との比較では変わらない。
,,□,コンビニ（店長）,来客数の動き,・来客数の減少が続いており、回復できない。
,,□,コンビニ（店長）,来客数の動き,・消費者は上手に節約している。
,,□,衣料品専門店（経営者）,お客様の様子,・寒くならないため学生用の防寒衣料の売上は極端に悪いが、法人関係のお歳暮の注文が増加している。
,,□,衣料品専門店（店長）,お客様の様子,・冬らしい気温が続いたことで、冬物商材の動きが活発になっている。
,,□,衣料品専門店（総務担当）,来客数の動き,・ここ数か月、来客数は前年と変わらない。商品単価が上がっている分、客単価は上がっているが、売上は予算未達が継続している。
,,□,家電量販店（従業員）,販売量の動き,・食品の値上げ等で節約意識が高まっており、客が買物に慎重になっている。
,,□,乗用車販売店（従業員）,販売量の動き,・メーカーからの配車量が減っており、毎月同程度の台数しか売上にならない。販売台数が大きく増える状況にない。
,,□,乗用車販売店（店長）,販売量の動き,・メーカーの生産体制が不安定であるため納車時期が見通せず、失注するケースが増えている。一方で、かねてより受注済みの車両が配車になるため、受注は少ないのに売上が計上されるという状況になっている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・前年の販売数量を下回る状況が続いている。
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・レジ通過客数は前年比101.3％だが、レジ通過客数の約４割強を占めるフード業種をみると前年比98.3％である。客足が回復しているとはいえない。
,,□,一般レストラン（経営者）,来客数の動き,・客は財布のひもが固い状況が続いている。コース料理を注文してもワインなどの飲物は注文しないなどレストランでは普通みられない状況になっている。
,,□,一般レストラン（スタッフ）,来客数の動き,・来客数は８月が前年比96.9％で、今月は同102％である。景気は変わらない。
,,□,観光型ホテル（スタッフ）,単価の動き,・物価高の影響は変わらない。
,,□,観光型旅館（経営者）,来客数の動き,・売上は微増だが、上向いているとまではいえない。
,,□,旅行代理店（従業員）,販売量の動き,・宿泊業において冬季は閑散期となるが、スキー場や冬の観光コンテンツがあるエリアに集中してインバウンド需要が盛り上がりを見せており、販売が上向いている。近隣エリアにも好影響は出ているものの、全体を大きく引き上げる状態にはなっていない。
,,□,旅行代理店（従業員）,販売量の動き,・物価高による買い控えが続いている。
,,□,タクシー運転手,お客様の様子,・11月に入り寒くなったことと、コンサートなどのイベントや忘年会の開催により、タクシーの利用者数が増えている。
,,□,通信会社（営業担当）,お客様の様子,・客の購買意欲に変化がみられない。
,,□,通信会社（営業担当）,お客様の様子,・客から前向きの話が出てこない。
,,□,観光名所（職員）,来客数の動き,・７月の大雨被害以来、落ち込んでいた振り客が前月からは前年並みに戻っている。しかし、遊覧船の損失により団体客の入込が少なく、いまだ完全回復には至っていない。
,,□,競艇場（職員）,単価の動き,・来客数は余り減少していないが、客単価が下がっており、売上が悪くなっている。
,,□,美容室（経営者）,お客様の様子,・客との会話のなかで、食料品が値上がりしており厳しいという話が多い。
,,□,美容室（経営者）,お客様の様子,・物価が上昇しており、客は美容に掛ける金を節約している。
,,□,住宅販売会社（経営者）,お客様の様子,・核家族化が進み、小型の平屋建てへの建て替えの受注が増え始めているが、客単価は圧倒的に低い。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は温水ルームヒーター、省エネ型給湯器の交換、石油暖房器具の買換えが増えたが、給湯器の交換は伸びていない。リフォームは助成金効果が限定的になり、塗装や増改築の大口工事が減っている。
,,▲,商店街（代表者）,販売量の動き,・郵便はがきの値上がりにより、印刷の注文が減っている。
,,▲,一般小売店［酒］（経営者）,お客様の様子,・売上は、飲食店、観光施設に関してはほぼ横ばいが続いているが、一般消費者は厳しい。物価上昇に加え、光熱費増加等への不安からか、より安い物をという意識が高く、買い控えの傾向が強くなっている。
,,▲,百貨店（経営者）,販売量の動き,・中旬からは気温も下がり、防寒衣料を中心に徐々に動きが良くなっている。しかし、高額商品は３か月前よりも動きが鈍くなっており、全体への影響も大きくなっている。
,,▲,百貨店（従業員）,販売量の動き,・来客数は前年より微増と回復傾向にあるものの、販売点数は伸びていない。気温も平年並みになっているが、防寒アイテムの動きは鈍い。購買行動は慎重になっている。
,,▲,スーパー（店長）,販売量の動き,・ガソリン価格の値上がりと暖房費の負担が増えていることが影響し、前月よりも売上が悪くなっている。
,,▲,スーパー（業務担当）,販売量の動き,・商品価格の上昇により、客の購買意欲が低下している。
,,▲,コンビニ（経営者）,お客様の様子,・物価高に客が徐々に慣れてきている様子はあるが、依然買上点数が増えず苦戦している。
,,▲,コンビニ（経営者）,来客数の動き,・来客数、販売量が６か月連続で前年割れしている。最低賃金の引上げ後も景気の動向に変化はなく、微減が継続している。
,,▲,コンビニ（エリア担当）,来客数の動き,・商品の値上げ分がそのまま売上の増加となっているが、来客数は前年並みである。景気は良いとはいえない。
,,▲,衣料品専門店（経営者）,単価の動き,・高単価商品の販売に苦戦しており、来客数の減少を客単価でカバーできない。
,,▲,衣料品専門店（店長）,来客数の動き,・天候の影響で秋物、冬物衣料の動きが大きく出遅れ、非常に悪い状況だったが、月末近くになりようやく気温が下がったため、例年並みになっている。
,,▲,衣料品専門店（店長）,お客様の様子,・セールを開催しても、来客数は前年割れしている。客は買物に対して慎重になっており、来店しても成約率が低い。
,,▲,乗用車販売店（従業員）,販売量の動き,・メーカーにオーダーできない車が増えている。オーダーできても納期が伸びているため、商談に結び付かない。
,,▲,乗用車販売店（従業員）,販売量の動き,・新車の受注台数が伸びず、計画割れしている。受注見込み発生件数も３か月前から計画未達が続いており、来年の受注残も大きく伸ばすことができていない状況である。
,,▲,乗用車販売店（従業員）,お客様の様子,・買換えを検討している客が減少している。
,,▲,住関連専門店（インテリアコーディネーター）,お客様の様子,・住宅を購入しても、インテリアなどは予算内に収まるよう優先順位を決めて購入する客が多い。見積りを見て量販店などに行く客が目立つ。
,,▲,その他専門店［酒］（経営者）,来客数の動き,・販売数量が減っているが、値上げした分で売上はある程度確保できている。全体的に停滞感がある。
,,▲,高級レストラン（支配人）,来客数の動き,・来客数が減少傾向にあり、販売量が減少している。
,,▲,旅行代理店（従業員）,販売量の動き,・当社契約宿泊施設の販売額は、３か月前より３％ほど悪化している。
,,▲,タクシー運転手,単価の動き,・３か月前はタクシーアプリ利用客のほかに、街中でタクシー待ちの客がみられた。今月はタクシーアプリ利用客はいるものの、タクシー待ちの客が減っている。長距離客も減っている。
,,▲,その他サービス［寮管理］（管理人）,販売量の動き,・当事業所で中高年層の人材を募集しているが、応募がなく、問合せがあっても条件が合わない状態が続いている。景気の影響もあるとみている。
,,▲,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・来場者数に変化はない。アンケート結果によると、住まい購入までの計画期間が長期化している。
,,×,スーパー（経営者）,お客様の様子,・可処分所得が減少しているなか、チラシ特売やセールを打っても、目玉商品しか売れない傾向が更に強くなっている。
,,×,コンビニ（経営者）,来客数の動き,・今月は本当に悪い。近隣の建設業の仕事が減少したため、関係者の朝夕の来店が減っている。それ以外の客の来店もかなり減っており、賃金が上がっていないことが１番の原因とみている。
,,×,コンビニ（経営者）,それ以外,・夏季に比べて売上が大きく落ちている。さらに、最低賃金の引上げと本部の発注システムによって経費が格段に上がっており、経営が厳しくなっている。
,,×,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・売上は低迷している。低価格で少ないパイを奪い合う厳しい状況が続いている。防寒着の売行きもほぼ止まり、年末にかけて売る物がない。
,,×,その他専門店［靴］（経営者）,販売量の動き,・降雪、積雪がなくスノーブーツや長靴などの冬物商材は必要に迫られていないため、吟味して購入する客が多い。
,,×,一般レストラン（経営者）,お客様の様子,・早めの忘年会により法人や組合団体の利用は増加しているものの、個人客が著しく減少しており、売上は横ばいである。物価高騰により、余裕がないことが原因とみている。
"企業
動向
関連

(東北)",,◎,建設業（従業員）,受注量や販売量の動き,・年内の工期に間に合うよう、人手を確保し施工している。売上は前年以上に順調に推移している。
,,○,食料品製造業（経営者）,受注量や販売量の動き,・お歳暮商戦に突入したが出足は良くない。物価高騰の影響が出ている。
,,○,食料品製造業（製造担当）,受注価格や販売価格の動き,・団体客の予約が好調に推移している。インバウンド需要と合わせ、飲食、物販共に伸長している。
,,○,輸送業（経営者）,受注量や販売量の動き,・物の動きは相変わらず増加しないが、減少は底を打った感じがある。
,,○,通信業（営業担当）,取引先の様子,・取引先において設備投資が増えている。
,,○,その他企業［企画業］（経営者）,それ以外,・例年この時期は農産物の収穫祭りが催されるが、今年は米不足を反映し、安く買える新米を求める客の姿が目立っている。
,,□,農林水産業（従業者）,受注価格や販売価格の動き,・米は高価格で推移しているものの、肥料など農業資材の価格も高騰しているため、収益的には例年より少し良い程度である。
,,□,農林水産業（従業者）,受注価格や販売価格の動き,・直売所の荷動きや市場の取引価格をみると、果物の需要は変わらず高めで推移している。
,,□,電気機械器具製造業（企画担当）,取引先の様子,・半導体製造の顧客の開発状況は主にＤＲＡＭ分野で活発化しているが、受注につながる具体的な動きはまだみられない。
,,□,電気機械器具製造業（営業担当）,取引先の様子,・前月から状況は変わっていない。
,,□,建設業（従業員）,受注量や販売量の動き,・受注量が横ばいで変化がない。
,,□,建設業（従業員）,受注量や販売量の動き,・これ以上対応できない受注量で推移している。
,,□,通信業（営業担当）,取引先の様子,・年度末が近いため、契約切替えの相談が多くなっている。
,,□,広告業協会（役員）,受注量や販売量の動き,・旅行関連と人手不足対策の広告出稿は好調だが、エネルギーや小売流通関連の主要産業の伸びが鈍く、３か月前と比較しても、広告業界全体の業績に変化はない。
,,□,広告代理店（経営者）,取引先の様子,・東北６県中３県は広告出稿に対する一定の意欲向上がみられるが、他の３県は現状維持からやや意欲減退とみている。東北全体では余り変わらない。
