,,▲,乗用車販売店（経営者）,競争相手の様子,・地域全体の受注量及び販売量が、前年を大きく下回る水準で推移している。工場への入庫量も全体的に弱含んで推移している。
,,▲,その他専門店［造花］（店長）,お客様の様子,・セール開催月であったが、来客数が見込みほど伸びなかった。また、季節商材について、需要の生じる時期が年々遅くなる傾向もみられる。
,,▲,観光型ホテル（経営者）,来客数の動き,・国内団体客については、コロナ禍以降、漸減しており、集客が伸びていない状況にある。インバウンドは、欧米からの個人客が伸びているものの、航空機燃料の不足とグランドハンドリング人材の不足を要因に、近隣空港におけるチャーター便や新規路線の就航が滞っていることから、アジアを中心とした団体客の集客が減っており、全体の集客数が落ち込んでいる。
,,▲,タクシー運転手,販売量の動き,・秋の観光シーズンに入ったが、観光客の入込は今一つである。例年この時期から増え始めるコンベンション関係のビジネス客の利用がこれから上向くことを期待している。
,,▲,通信会社（企画担当）,お客様の様子,・全道的に競合他社の通信サービスへの流出が想定よりも多く、逆に流入が少ない状況となっている。特に大型量販店やイベント会場での流出が顕著である。また、９月発売の人気端末については、前年並みの客の反応がみられるものの、期待ほどではなく、想定よりも収支が悪くなっている。
,,▲,美容室（経営者）,単価の動き,・物価高の影響で客の消費意欲が低下している。
,,▲,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを来訪する客の予算面での制約が一段と厳しくなっている。
,,×,百貨店（売場主任）,単価の動き,・円高、株安の影響もあって、客の買上率、客単価が低下している。
,,×,スーパー（店長）,販売量の動き,・政権政党の総裁選、米国の大統領選挙の動向を気にかけている客が多く、景気がやや悪くなっている。
,,×,スーパー（店長）,来客数の動き,・買う物を決めて来店する客が多く、必要な商品以外は買っていない様子がうかがえる。
,,×,衣料品専門店（経営者）,それ以外,・全国的に客の節約志向が続いている。特に当社の商材は少しおしゃれな外出着が中心であり、旅行や行事など、着ていく場面が、節約志向の影響を受けて減少している。また、９月は猛暑や台風など、天候面での影響もみられた。
"企業
動向
関連

(北海道)",,◎,食料品製造業（従業員）,受注量や販売量の動き,・９月の販売量は前年比プラス53％であった。３か月前の販売量は前年比プラス32％であったことから、景気は良くなっている。
,,◎,通信業（営業担当）,取引先の様子,・コロナ禍後の人流回復に伴って、経済の好循環サイクルが生じていることで、道内でも設備投資に積極的な民間企業が出てきた。人手不足を補う面もあるが、建設業でＤＸ投資が進んでいるほか、これまでＩＴ投資に慎重であった中小企業においても、将来の需要取り込みに向けて積極的な設備投資を行う企業が増えている。
,,○,金融業（従業員）,取引先の様子,・値上げ効果を実感しているという企業の声を聞くようになってきた。原材料価格の上昇や諸経費の増加を引き続き問題視している様子もみられるものの、利益は改善傾向にあり、それに伴ってＤＸ投資やＩＴ投資に前向きな企業が増えている。
,,○,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・国内の建設投資は、公共工事も民間工事も堅調である。また、価格の適正化が徐々に進んでいることもプラスである。
,,○,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・商材の値上げなどの影響もあるが、受注案件が増えていることで、数か月前の予測よりも実際の売上が増える傾向がみられる。ただし、ベース商材の動きは低迷しており、市場の動きは２極化している。
,,□,建設業（従業員）,受注量や販売量の動き,・発注量は多いものの、設計や施工の人手不足で受注できないケースが増えており、発注量の調整が行われている。忙しい状況ではあるが、作業の手配など、今までにない作業が増えたためであり、景気が上向いているわけではない。
,,□,建設業（役員）,受注量や販売量の動き,・天候に恵まれていることで、引き続き各現場の工事進捗に遅れなどはみられず、順調に出来高が積み上がっている。
,,□,輸送業（支店長）,受注価格や販売価格の動き,・農産物の発送業務が本格化したこともあって、貨物量が増加傾向にあるものの、港湾作業員やドライバーなどの人手不足が課題となっている。残業時間の上限規制の影響で、対応し切れない状況も生じている。また、料金改定について、荷主から満額回答をもらえていないケースもあり、忙しい割に収益が伴わない状況が続いている。
,,□,司法書士,受注量や販売量の動き,・新たな取引に伴う案件ではなく、過去に登記していなかった案件の依頼が多いことから、身の回りの景気は良くなっていない。
,,▲,農林水産業（経営者）,受注量や販売量の動き,・全国的な猛暑の影響が計り知れない。ただし、影響が大きくなるのは10月以降とみられる。また、青果物においては、石川県の大雨による影響も心配である。
,,▲,食料品製造業（従業員）,受注量や販売量の動き,・例年９月から受注量が増えてくるが、今年は８月の受注量をやや上回る程度にとどまっている。
,,▲,広告代理店（従業員）,受注量や販売量の動き,・広告予算の削減、事業の見直しにより、取扱量が減少しており、景気はやや悪くなっている。
,,▲,司法書士,受注量や販売量の動き,・例年、受注量が増えてくる時期であり、今年も同様の水準で推移しているものの、物価上昇の影響が大きく、収益を圧迫している。今後の動向によっては、収益がマイナスに転じることも懸念される。円安が主な要因であり、国による積極的な対応策を期待したい。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,＊,＊,＊
,,□,人材派遣会社（社員）,求人数の動き,・求人数は３か月前と変わらず堅調に推移している。目標に対しても上振れしており、企業の人材ニーズは変わらず旺盛なことがうかがえる。また、どの企業に聞いても人手不足は解消されていないようである。採用した従業員が短期で退職することに悩んでいる企業は多いものの、業績維持と拡大に向けて採用を控える意思はみられない。
,,□,求人情報誌製作会社（編集者）,求職者数の動き,・非正規雇用の求人に応募する求職者の多くが、50歳以上のシニア層かシルバー層となっており、地域の産業を担う若年層の人材不足が顕著になりつつある。
,,□,求人情報誌製作会社（編集者）,求職者数の動き,・合同説明会や相談会などのリアルイベントに参加するシニア層が前年と比べてかなり増えている。シニア層からは、物価高が進むなか、生活の足しにするため、少しでも収入を得たいとする声が多く聞こえる。ただし、求人数が減少傾向にあることから、高齢者の仕事探しは厳しい状況にある。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・季節要因を除けば、業種にかかわらず、求人数に大きな変化はみられない。
,,□,求人情報誌製作会社（編集者）,周辺企業の様子,・今年の農作物の収穫状況は比較的順調であり、当地を代表する収穫イベントも盛況に終わった。また、中規模商業施設のオープンもみられた。当地においては、好調な分野が少なからずあり、有効求人倍率も徐々に上昇している。
,,□,職業安定所（職員）,求人数の動き,・当地における８月の有効求人倍率は0.80倍であり、３か月前と同率であった。
,,□,職業安定所（職員）,求職者数の動き,・新規求職申込件数は前年から25.1％減少し、月間有効求職者数は前年から13.3％減少した。一方、新規求人数は前年から14.4％減少し、月間有効求人数は前年から10.6％減少した。求職者数も求人数も落ち込みが大きいことから、景気は厳しいまま変わらない。
,,□,学校［大学］（就職担当）,求人数の動き,・説明会への参加企業は増えているものの、参加者数にはそれほど変化がみられない。
,,▲,＊,＊,＊
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,－,－,－
,,○,商店街（代表者）,来客数の動き,・７月に商店街に隣接した大型商業施設が開業して以来、来街者数は特に土日祝日が増加している。売上については、飲食店は増加傾向にあるものの、衣料品関連が苦戦しており、全体としては横ばいである。
,,○,一般小売店［医薬品］（経営者）,来客数の動き,・前月までの閑散とした店頭の様子とは打って変わり、今月は非常に忙しく、客と話をする余裕がなくなっている。
,,○,スーパー（店長）,お客様の様子,・米不足により米を求める客が多くなっている。米の販売量が前年比250％となっており、その分売上も増加している。
,,○,乗用車販売店（従業員）,来客数の動き,・車の買換えを検討する客が増えている。
,,○,乗用車販売店（店長）,お客様の様子,・認証不正問題の影響下にあった車種も順次販売が再開され、足元の受注は増え始めている。
,,○,住関連専門店（経営者）,販売量の動き,・受注生産をしているが、受注量が増えた分、販売量が増加している。
,,○,一般レストラン（経営者）,来客数の動き,・今月に入り週末を中心に来客数が多少増加している。これまで数年続いていた停滞感が少し変わり始めた感じがある。
,,○,一般レストラン（経営者）,単価の動き,・来客数がそこそこあり、高単価のものがよく売れている。
,,○,競艇場（職員）,単価の動き,・大口客が多く来場したため、売上が良くなっている。
,,○,その他サービス［自動車整備業］（経営者）,販売量の動き,・販売量、売上額、粗利が３か月前より増加しており、前年比では約25％増加している。賃金や仕入価格、消耗品価格、光熱費の上昇分は売価に転嫁しており、好調な状態である。
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・暑さが続いているため夏物商材がよく出ている。来客数も前年を超えており、１人当たりの販売点数も前年の1.5倍となっている。
,,□,一般小売店［酒］（経営者）,販売量の動き,・今月は残暑も厳しく、２週連続の３連休もあって期待していたが、販売量はそれほど伸びなかった。度重なる自然災害や公共交通機関の運休等により、県外からの旅行客のキャンセルが多かったことや地元の人も豪雨等で外出を控えたことで予想以上に厳しい状況になったとみている。
,,□,百貨店（企画担当）,販売量の動き,・食品と高額商品が売上上位を占める構造は変わらないものの、全体の売上は低迷している。特に売上の大部分を占める食品の不調は継続している。
,,□,百貨店（経営者）,販売量の動き,・中旬から気温が低下し、季節の変わり目の衣料品を中心に久しぶりに消費が活発になっている。食料品は更なる値上げで生活防衛意識が強まり、売上は厳しい。
,,□,百貨店（従業員）,お客様の様子,・来客数は横ばいだが、低単価でも必要最低限の物しか購入しない傾向が続いており、販売点数が微減している。
,,□,スーパー（店長）,販売量の動き,・８月は米の売上が前年比200％を超えていたが、今月は同83％となっている。
,,□,スーパー（店長）,販売量の動き,・各種値上げの影響が大きく、買上点数の回復の兆しがみえない状況が続いている。
,,□,スーパー（店長）,それ以外,・10月から最低賃金が引き上げられるが、社会保険の適用枠も拡大されるため、可処分所得が増える世帯は限定的とみている。
,,□,スーパー（企画担当）,お客様の様子,・販売構成比の特売品比率が高い状態が続いており、客単価が伸び悩んでいる。値引き時間に合わせて来店する客や安くても必要な商品だけを購入する客が目立つ。商品価格の上昇が一段落したことや客が特売商品を選んで購入していることから、来客数は増えても売上は大きく伸びていない。
,,□,スーパー（商品担当）,販売量の動き,・気温が前年より低めに推移したため、前年より夏物商材の販売量が減少しており、全体の販売数量も減少している。
,,□,スーパー（業務担当）,来客数の動き,・残暑が長引いた分、商品の売行きに変化はみられたが、来客数に大きな変化はない。
,,□,コンビニ（経営者）,販売量の動き,・残暑が厳しく、冷たい物がよく売れている。例年ならば９月に売れ始めるホット商材は全く売れず、トータルの売上は前年を少し下回っている。
,,□,コンビニ（経営者）,来客数の動き,・来客数が横ばいのため、特に変わりはない。
,,□,コンビニ（エリア担当）,来客数の動き,・微増ながら来客数は前年超えを継続している。
,,□,コンビニ（店長）,来客数の動き,・来客数が天候に左右され、売上も安定しない状態が続いている。
,,□,衣料品専門店（経営者）,お客様の様子,・風力発電関連企業からの作業服等の受注が好調で、売上が上がっている。
,,□,衣料品専門店（経営者）,お客様の様子,・経済状況を踏まえた冷静な判断による購入が多い。
,,□,衣料品専門店（店長）,お客様の様子,・出張やイベント用途などの需要は安定しているが、残暑の影響か、ふだん着需要の動きが不安定である。
,,□,衣料品専門店（総務担当）,販売量の動き,・来客数、客単価はほぼ予算どおりであったが、買上点数が90％だったため、売上が確保できていない。
,,□,家電量販店（従業員）,単価の動き,・残暑が厳しくエアコン等夏物商材が好調である。省エネ型給湯器は補助金対象機器の買換えが締切り間近のため好調である。新型スマートフォン等で需要が喚起されているため秋商戦も好調である。
,,□,乗用車販売店（従業員）,販売量の動き,・車の納期が回復しているが、個人客の販売台数が余り伸びていない。
,,□,乗用車販売店（従業員）,販売量の動き,・販売台数は変わらない。小型車と軽自動車の比率が逆転し、主力車種の動きが止まったのが気になるが、他の車種でカバーできている。
,,□,乗用車販売店（従業員）,販売量の動き,・メーカーからの配車量は増加しているが、受注量が落ちている。
,,□,自動車備品販売店（経営者）,お客様の様子,・他の業種でも、受注量が減少しているという話を聞く。
,,□,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・暑すぎたことが原因か、夏場の売上が大きく減少している。良くなる気配もない。
,,□,その他専門店［靴］（従業員）,販売量の動き,・良い商品には金を出すが、必要に迫られていない商品には慎重になっている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・販売量は前年を下回った状態が続いている。改善の要素も見当たらない。
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・４～９月までの累計前年比をみると、売上、来客数、客単価は数％のプラスになっているが、エネルギーコストや人件費の上昇により景気の浮揚感はみられない。消費者は日常の食費を節約する一方で、日中の外出が増加したことにより化粧品の購入やカフェ・ランチを楽しむ時間消費型の施設利用が増えており、消費にメリハリがみられる。
,,□,一般レストラン（スタッフ）,来客数の動き,・来客数は前年比98％で推移している。
,,□,観光型ホテル（スタッフ）,お客様の様子,・館内消費が伸び悩んでいる。
,,□,観光型ホテル（スタッフ）,来客数の動き,・台風の影響で多くのキャンセルが出ている。予約数も伸び悩んでいる。
,,□,観光型旅館（経営者）,来客数の動き,・連休が２回あったことは良かったが、平日の動きは鈍く、その差が激しくなっている。
,,□,旅行代理店（従業員）,販売量の動き,・コロナ禍明け以降は宿泊申込みから宿泊までの日数が長くなっている。インバウンド需要も徐々に増えつつあり、雪山観光地の冬季インバウンド申込みが活発化している。
,,□,旅行代理店（従業員）,販売量の動き,・当社宿泊契約施設の販売状況は３か月前とほぼ同様である。
,,□,タクシー運転手,お客様の様子,・暑い日は続いているものの、他の月と比べてイベントや行事が少なく、３連休も２回あったため、利用客が少なくなっている。
,,□,通信会社（営業担当）,お客様の様子,・客の設備投資意欲に変化がみられない。
,,□,通信会社（営業担当）,お客様の様子,・客から良い話を聞かない。
,,□,通信会社（社会貢献担当）,販売量の動き,・販売量は横ばいで推移している。
,,□,美容室（経営者）,来客数の動き,・来客数は前年比94～96％で推移している。特に常連客の来店率が下がってきており、来店サイクルが延びている。
,,□,美容室（経営者）,単価の動き,・物価高の影響か、ヘッドスパなどのサブメニューを注文する人が少ない。
,,□,その他サービス［寮管理］（管理人）,お客様の様子,・景気に変化はみられない。消費者は物価高騰に対応する努力をしながら生活をしている。
,,□,設計事務所（経営者）,販売量の動き,・営業を掛けていた事案が順調に成約している。ただし、売上が立つのは先になる。
,,□,住宅販売会社（経営者）,お客様の様子,・戸建て住宅は安価な規格住宅や建て売りが多く、客単価も低い。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は、前月から先送りとなっていた省エネ型給湯器の工事は増えたが、残暑の影響で給湯機交換、石油暖房器具の買換えは伸びていない。リフォームは、生活必需品の相次ぐ値上げにより節約志向が高まり、緊急以外の工事を先送りするケースが増えている。
,,▲,商店街（代表者）,来客数の動き,・暑さが収まっても客足が戻らない。
,,▲,一般小売店［医薬品］（経営者）,単価の動き,・９月も多くの商品の値上がりがあったが、売上は３か月前と同じである。
,,▲,一般小売店［雑貨］（経営者）,販売量の動き,・上旬から中旬にかけて残暑が厳しく、夏物のセール品しか動いていない。その後に肌寒くなり秋物が少し動いたが、残暑が戻ったため衣料品の動きがピタリと止まっている。
,,▲,百貨店（催事担当）,販売量の動き,・残暑により秋物の動きが例年より鈍い。一部改装オープンが予定より遅れ、売場を閉めていた期間が長引き、売上減少につながっている。
,,▲,スーパー（経営者）,単価の動き,・平均単価が前年割れし、来客数も中旬から前年割れとなっている。政治の影響や景気の先行きの様子見をしているようで、買い控えがみられ消費は低迷している。
,,▲,スーパー（店長）,来客数の動き,・来客数、販売量共に減少している。
,,▲,スーパー（企画担当）,販売量の動き,・米不足で一時的に米が異常に売れたが、新米が出てからは、買いだめしているためほとんど売れていない。
,,▲,コンビニ（経営者）,来客数の動き,・来客数は減少傾向にある。夜間は横ばいで推移しているものの、昼間の時間帯の落ち込みが顕著である。近隣でイベントがあるときだけ増加し、平日は厳しい状態である。
,,▲,コンビニ（経営者）,来客数の動き,・悪天候の日が多く、３か月前より売上が下がっている。
,,▲,コンビニ（経営者）,それ以外,・残暑が続いているものの、気温の低下とともに来客数が減少している。本部の施策で廃棄物が増加している上に、買い控えもみられる。
,,▲,コンビニ（経営者）,来客数の動き,・来客数、販売量共に減少傾向で、４か月連続で前年割れしている。農家の収穫時期と重なったこともあり、人流は鈍い。
,,▲,コンビニ（エリア担当）,来客数の動き,・天候不順や台風の通過によるイベント中止などマイナス要因が多く、来店頻度が低下している。
,,▲,コンビニ（エリア担当）,来客数の動き,・２週連続で３連休があり、本来であれば売上を伸ばすタイミングだったが、どちらも雨が降り、来客数を伸ばすことができなかった。
,,▲,衣料品専門店（経営者）,販売量の動き,・中旬までは暑く、秋物は動かなかった。少し涼しくなった下旬にようやく動き出している。
,,▲,衣料品専門店（店長）,販売量の動き,・気温の高い日が続いており、秋物商材の売上が振るわない。物価高騰による節約志向の高まりもみられる。
,,▲,家電量販店（従業員）,来客数の動き,・９月になると夜の気温が一気に下がる地域なので早めに冬物を展開しているが、今年は気温が30度を超える日もあり、冬物商材を見に来る客が減っている。中旬には新型スマートフォンが発売されたが盛り上がったのは２～３日である。決算セールを実施中だが反応は鈍い。
,,▲,住関連専門店（インテリアコーディネーター）,販売量の動き,・物価上昇が続いている。住宅用の部材や輸入品の価格も上昇している。それにより、建物本体も内装もなるべく予算を抑えようとする人が増えている。
,,▲,その他専門店［酒］（経営者）,販売量の動き,・地元では米の収穫が早まったせいか、全体的に飲食店の動きが鈍く、やや低調である。一般店頭販売も価格の上昇が継続しており、売上金額は確保できそうだが、数量は少なくなっている。
,,▲,高級レストラン（支配人）,来客数の動き,・10月以降の予約受注が鈍化している。
,,▲,一般レストラン（経営者）,来客数の動き,・６月以降は予約数が減少しており、例年よりもやや悪くなっている。
,,▲,都市型ホテル（スタッフ）,来客数の動き,・当地のほか、近県で発生した大雨などによる天候不良の影響でキャンセルがあった。
,,▲,旅行代理店（従業員）,単価の動き,・比較的高額な商品にも動きがあった以前と比べて、今月は購入単価が低い。安近短の商品に流れている。台風等の災害が続いているため旅行マインドが低下していることも影響しているとみている。
,,▲,通信会社（経営者）,お客様の様子,・放送サービスは、若者を中心にテレビ離れが加速しており、新規の加入者数が大幅に減少している。インターネットサービスは、携帯キャリアを中心とした競合他社のサービスへの乗換えが増えているため、加入者数が減少している。
,,▲,観光名所（職員）,来客数の動き,・７月末の豪雨で当社は大きなダメージを受け、現在回復に努めている。元々多い予約客は営業活動などで確保できているが、風評被害の影響か、振り客が前年の３割程度に落ち込んでいる。
,,▲,遊園地（経営者）,来客数の動き,・２度の３連休が天候不順だったため、来客数は前年を下回っている。団体客はそこそこだが、一般客は低調である。
,,×,スーパー（経営者）,お客様の様子,・食料品に限らず物価高が続いているため、節約・倹約志向が高まっている。
,,×,衣料品専門店（店長）,来客数の動き,・厳しい残暑の影響で秋物への移行時期が２～３週間ずれているようで、本来９月に動くはずの衣替え商品が全く動いていない。仕事用のスーツやジャケットといった当社の主力商品が全く動かず大苦戦している。
,,×,一般レストラン（経営者）,お客様の様子,・居酒屋部門は来客数、売上共に堅調に推移している。高単価設定の和食部門は、法人や団体の利用は堅調だが一般客が減少している。止まらない物価高が要因とみている。
"企業
動向
関連

(東北)",,◎,－,－,－
,,○,食料品製造業（経営者）,受注量や販売量の動き,・土産需要は堅調で、前年よりやや良い状況で推移している。
,,○,食料品製造業（製造担当）,受注量や販売量の動き,・修学旅行を含む団体客、インバウンド等により、飲食店、物販共に好調に推移している。一方で、対応するスタッフの確保に苦労している。
,,○,一般機械器具製造業（経営者）,受注量や販売量の動き,・半導体設備用部品の今後３か月の受注見込みがやや増加傾向にある。その先も同水準で推移するとの客先情報がある。
,,○,建設業（従業員）,受注量や販売量の動き,・受注は順調に推移しているが、人手不足のため仕事を選んで対応している。
,,○,金融業（広報担当）,取引先の様子,・県内各地の夏祭りの人出も回復し、特に観光宿泊や飲食業界は堅調に推移している。一方、米などの物価上昇が、日常生活における消費マインドを冷やしている。
,,○,広告代理店（経営者）,取引先の様子,・従来の広告業務とは違う形で新規取引の問合せが増えている。人手不足などを背景に、企業価値向上のニーズが高まっているのではないかと推察している。
