,,▲,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを来訪する客が減少傾向にある。商談にかかる期間も長期化している。
,,×,一般小売店（経営者）,来客数の動き,・急に決まった衆議院選挙で先行きの不透明さが増しており、客の買い控えが発生している。
,,×,百貨店（売場主任）,販売量の動き,・一時期よりも円高に振れてきたことで、インバウンドによる購買は横ばい又はやや低下している。一方、地元客は苦戦している。米不足、物価高、衆議院選挙などの影響で、来客数こそそれほど変わらないものの、買上率が低下している。
,,×,スーパー（店長）,販売量の動き,・衆議院選挙が終わらないと何ともいえない状況にある。
,,×,スーパー（店長）,来客数の動き,・客の様子をみると、５％オフやポイント還元などの企画には飛びつくが、それ以外はシビアな購買動向となっている。必要な物以外は買っていない様子がうかがえる。
,,×,タクシー運転手,販売量の動き,・地域内で唯一の百貨店が閉店したことで、買物客による昼間のタクシー利用がなくなった。買物以外の外出時のタクシー利用も減少している。物価高の影響で交通費を節約しようとする傾向が一層強まっている。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,輸送業（営業担当）,受注量や販売量の動き,・本州向けの生乳の出荷量は相変わらず伸びていないが、紙・パルプ製品の輸出量が増加しており、国内需要の落ち込みをカバーしている。原材料の古紙輸送も活発で、国内トレーラーの稼働率上昇につながっている。バターの保管量は見込みほど減少しておらず、この半年間3000トンをキープしている。
,,○,金融業（従業員）,取引先の様子,・物価高が足かせだが、観光客が回復傾向にあることで景気が改善しているとの声を聞く機会が増えている。また、企業業績が回復傾向にあることで、人手不足感が強まっている。企業からは、外国人雇用や省力化投資を進めるという話が聞かれるほか、人材募集に対する応募が少ない現状を変えるため、勤務形態や雇用形態など、従業員の働き方を変える取組を模索する動きもみられる。
,,○,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・人手不足、資材高騰などのマイナス要因もあるものの、公共投資が底堅いことに加えて、半導体関連、再生可能エネルギー関連などの民間投資も着実に行われていることから、景気はやや良くなっている。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・10月の売上は前年並みとなっている。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・10月の販売量は前年比プラス20％で、３か月前の７月の販売量は同プラス24％だったことから、景気は変わっていない。
,,□,家具製造業（経営者）,受注量や販売量の動き,・衆議院選挙の情勢なども含めて、社会情勢が不透明な状況であることから、消費動向が上向いてこない。
,,□,建設業（従業員）,受注量や販売量の動き,・施工者不足による建設費高騰の状況は変わらない。設計を検討する案件数が少ない状況も変わっておらず、少ない案件の取り合いとなっている。
,,□,建設業（役員）,受注量や販売量の動き,・工事の追い込み期に入り、各現場では年度内の完工に向けて順調に工事が進捗している。今年の道内は台風や豪雨の影響を受けることが少なかったこともあって、工事利益の確保という面でもプラスである。
,,□,輸送業（支店長）,受注量や販売量の動き,・前月と同様に、積雪前の駆け込み需要で建材などの輸送量が伸びているものの、人手不足で量をこなせない状況も変わっていない。また、受注価格の値上げ交渉を行っているが、厳しい返答の荷主も依然としてみられ、忙しい割にもうからない状況が続いている。
,,□,通信業（営業担当）,取引先の様子,・インバウンドの経済効果もあって、これまで景況感は上向きで推移していると判断していたが、その効果に業界や地域による差があること、ここに来て燃料価格や原材料価格、建設費などの上昇が著しいことから、現在の景況感は３か月前と比べて停滞している。
,,□,司法書士,受注量や販売量の動き,・個人、事業者のどちらも、不動産取引の受注量がほぼ横ばいである。
,,▲,農林水産業（経営者）,取引先の様子,・例年よりも長い猛暑の影響で、８月から９月にかけて収穫されるりんごの収穫状況が予測を下回っている。
,,▲,金属製品製造業（従業員）,受注量や販売量の動き,・相変わらず新築住宅着工棟数が前年を10％以上下回っている。今後、回復するような兆しもない。
,,▲,広告代理店（従業員）,受注量や販売量の動き,・広告の受注量が伸び悩んでいる。
,,▲,司法書士,それ以外,・受注量や販売単価などは例年並みであり、売上も変わらないものの、業務に必要な物品の値上げが続いている。また、食料を始めとした生活関連商品も値上がりが続いており、下がる気配がない。物価の上昇が景気悪化の大きな要因となっており、国による積極的な支援が求められる。
,,▲,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・10月に入ってから商材の動きが非常に悪くなっている。新規案件なども少なく、数か月前よりも市況が悪くなっている。大きな工事の遅れや延期などの情報も入っている。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,人材派遣会社（社員）,求職者数の動き,・３か月前と比べると、求職者の登録数が２割ほど増えている。年末のボーナス後の転職を見越した動きとみられる。企業が人材確保に向けて、他社より採用条件を高めに設定しようとする傾向があることから、転職によって現状よりも待遇が良くなると考える転職希望者が増えている。求人数は底堅く推移しており、12月以降は転職者数が更に増えることが予想されるため、景気の好循環が進むことになる。
,,□,求人情報誌製作会社（編集者）,採用者数の動き,・紙媒体もＷｅｂ媒体も求職者の応募数に伸びがみられず、反応の鈍い状況が続いている。また、応募が少ないことでミスマッチが起きていることも懸念される。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・業種を問わず求人数は横ばいである。観光客が増えている一方で、観光関連の求人数に目立った動きはみられない。
,,□,職業安定所（職員）,求人数の動き,・当地の９月の有効求人倍率は0.84倍であり、３か月前よりも0.08ポイント上昇した。
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年比マイナス0.8％となっており、前年と同じような水準にある。一方、月間有効求人数は前年比マイナス5.1％となっているものの、落ち込みが大きいとまではいえない。
,,□,学校［大学］（就職担当）,求人数の動き,・10月以降も採用活動を継続している企業は多いが、有効求人数が前年よりも減少している。また、求職者とのミスマッチも懸念される。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・建設業や運輸業は比較的堅調であるものの、前年と比べて、ほとんどの業種で求人数が減少している。特に飲食店や娯楽業での減少が目立つ。
,,▲,求人情報誌製作会社（編集者）,周辺企業の様子,・建設業、製造業、小売業、サービス業などが不振で、売上や資金繰りが厳しくなっている地場企業が多くみられる。大手の下請会社では、円安や株安、衆議院選挙、米国大統領選挙のあおりを受けているケースもみられる。
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,一般小売店［医薬品］（経営者）,販売量の動き,・来客数は変わらないが、高単価客の来店比率が高くなっており、１回の購入量も増えている。今月の売上はここ数年で最も良いレベルである。
,,◎,コンビニ（エリア担当）,来客数の動き,・天候が例年よりも良く、特に週末が良いため、秋の行楽需要で来客数が増えている。
,,◎,都市型ホテル（スタッフ）,来客数の動き,・紅葉の時期に入り、インバウンドが増えている。国際学会も多く、過去最高となっている。
,,○,百貨店（催事担当）,来客数の動き,・リニューアル効果で若年層の新規顧客を中心に来客数が伸びている。
,,○,スーパー（店長）,販売量の動き,・来客数が前年と比べて伸びており、値上げにより１品単価も上がっている。売上も伸びている。コンサルタントによる指導の効果が出ている。
,,○,スーパー（店長）,お客様の様子,・客単価が上昇傾向にある。可処分所得が増えているとみている。
,,○,コンビニ（エリア担当）,来客数の動き,・天候が悪かった盛夏時期と比べて、来客数は前年比では多少の増加となっている。
,,○,コンビニ（店長）,来客数の動き,・物価高騰により売上は前年比100％前後であったが、来客数もようやく前年並みに回復してきた。
,,○,乗用車販売店（店長）,販売量の動き,・車両生産が少しずつ需要に追い付いている。足元の登録台数はそれほど伸びていないが、徐々にニーズに沿った配車ができつつある。
,,○,一般レストラン（スタッフ）,来客数の動き,・来客数が回復し、良くなっている。
,,○,都市型ホテル（支配人）,来客数の動き,・インバウンド需要の取り込みができている。
,,○,タクシー運転手,単価の動き,・スマートフォンのタクシー配車アプリの利用により、長距離客、短距離客共に増えている。
,,○,美容室（経営者）,来客数の動き,・来客数、客単価がほぼ前年と同じ水準に戻っている。前年割れが解消したのは１年以上ぶりである。
,,○,美容室（経営者）,お客様の様子,・常連客の定期的な来店がみられるようになっている。
,,○,その他サービス［自動車整備業］（経営者）,販売量の動き,・来客数、単価、売上共にコロナ禍から完全に回復し、好調である。
,,○,設計事務所（経営者）,来客数の動き,・民間からの問合せが増えている。
,,□,商店街（代表者）,お客様の様子,・秋のイベントでにぎわっており観光客も増加しているが、物価高で消費は横ばいである。
,,□,商店街（代表者）,来客数の動き,・物価上昇が止まらない。
,,□,一般小売店［雑貨］（経営者）,販売量の動き,・前半が余りにも悪すぎた。15日の年金支給日以降は多少前年並みに戻ったが、前半の落ち込みをカバーするには至っていない。天候の影響が大きかった。
,,□,百貨店（企画担当）,来客数の動き,・全体の来客数が減少しているが、特に食品、紳士衣料、婦人衣料、雑貨のマイナスが大きい。
,,□,百貨店（従業員）,お客様の様子,・気温が例年並みとなり、衣料関連が活発になる時期だが動きが見られない。しかし、服飾雑貨などは好調に推移している。引き続き、必要最低限の購買傾向がみられる。
,,□,スーパー（経営者）,単価の動き,・来客数の多い日曜日が前年より１日少なかったことがマイナス要因となっている。来客数は横ばいであり、買上点数は前年を超えている。平均１品単価は値上げ品目が増えたにもかかわらず前年より２％近く低下している。客は低価格品を選んで購入している。最低賃金は上がったが、依然財布のひもは固く、消費行動は変わっていない。
,,□,スーパー（企画担当）,単価の動き,・商品原価は上昇傾向にあるものの特売商品の売価は前年と変わりがなく、さらに、特売構成比が高くなっているため、収益の改善ができない状況である。また、生鮮商品はパック単価の低い物の動きは良いが、量販できない状況のため売上改善も厳しい。
,,□,スーパー（商品担当）,販売量の動き,・来客数は好調を維持しているものの、買上点数の減少は依然続いている。
,,□,コンビニ（経営者）,単価の動き,・物価上昇により売上は微増しているが、仕入価格も上昇しているためトータルでは変わらない。
,,□,コンビニ（経営者）,来客数の動き,・商品の値上げにより売上は多少上がっているが、来客数は横ばいのままである。
,,□,コンビニ（エリア担当）,来客数の動き,・来客数は前年並みだが、買上点数は減少している。商品の値上げにより客単価は前年並みである。
,,□,コンビニ（店長）,来客数の動き,・依然、買い控えは続いている。
,,□,衣料品専門店（経営者）,お客様の様子,・選挙がある月は買い控えが多くみられる。
,,□,衣料品専門店（経営者）,お客様の様子,・なかなか寒くならず秋物商材の動きが鈍い。季節に関係のない商品のイベント等で売上を保っているが、季節商材が売れないと厳しい。
,,□,衣料品専門店（経営者）,お客様の様子,・輸入アウターウェアの価格が高騰しており、購入を悩む客が多い。
,,□,衣料品専門店（店長）,お客様の様子,・残暑により秋物商材の立ち上がりが２週間遅れ、冬物商材も同様に遅れている。この時期になっても秋物を探す客が多く、ニーズが分からなくなっている。
,,□,衣料品専門店（店長）,単価の動き,・結婚式や仏事のための礼服が好調で、単価が高くなっている。しかし、ビジネス衣料は前年を大きく下回っている。
,,□,乗用車販売店（従業員）,販売量の動き,・法人客の販売台数は一定数あるものの、個人客の販売台数がなかなか伸びない。
,,□,乗用車販売店（従業員）,販売量の動き,・販売台数に変化はない。
,,□,その他専門店［靴］（従業員）,販売量の動き,・気温が下がったり上がったりしているため、秋冬商材の動きに勢いが出てこない。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・販売価格の高値が続き、販売量の前年割れが続いている。
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・買上客数は前年比104％と好調だが、今年度初のポイント付与増加キャンペーンを開催したことによる実績である。イベント期間中に気温低下がみられ、重衣料がようやく動き出したこともプラスの要因になっている。
,,□,観光型ホテル（スタッフ）,それ以外,・物価が全体的に高すぎる。
,,□,観光型ホテル（スタッフ）,来客数の動き,・紅葉目的の客が多少増えた程度で、全体は変わらない。
,,□,観光型旅館（経営者）,来客数の動き,・繁忙期のため来客数は多いが、問合せの件数からすると少ない。
,,□,旅行代理店（従業員）,販売量の動き,・インバウンド構成比は元々４～５％程度だったが、リードタイムの長いインバウンドが好調に推移し、11月から２月までの構成比が25％を超えている。日本人宿泊者数は前年を下回るが、インバウンドがカバーし、トータルで前年を上回っている。
,,□,旅行代理店（従業員）,販売量の動き,・販売量は上向き傾向にあるものの、大きな伸びはみられない。
,,□,旅行代理店（従業員）,販売量の動き,・当社宿泊契約施設の販売状況は３か月前とほぼ同様である。
,,□,旅行代理店（従業員）,販売量の動き,・今年は年末の日並びが良いため、旅行販売や来客数に良い影響が出ると期待していたが、販売量に大きな変化はない。
,,□,タクシー運転手,お客様の様子,・他の月と比べてイベントや行事が少ないことに加え、衆議院選挙があるため、利用者が少なく稼働率が低い。
,,□,通信会社（経営者）,お客様の様子,・有料放送サービスの加入者数は、競合する他の動画配信サービスに客が流れており減少傾向にある。インターネットサービスは、個人宅へのＷｉ－Ｆｉサービスの設置が増えており、有線、無線共に契約者は増加傾向にある。
,,□,通信会社（営業担当）,お客様の様子,・客の設備投資意欲に変化がみられない。
,,□,通信会社（営業担当）,お客様の様子,・地方では好況感がある業種は限定的である。
,,□,通信会社（営業担当）,お客様の様子,・依然としてコスト削減の話が多く、変化はない。
,,□,観光名所（職員）,来客数の動き,・７月の大雨被害以来、８～９月は振り客が大分減っていたが、紅葉の季節になり、例年より少し多いくらいまで戻っている。しかし、団体予約は若干少ない。
,,□,遊園地（経営者）,来客数の動き,・３連休の天候が良かったことや大規模なイベントの実施により、来客数は前年を上回っている。
,,□,その他サービス［寮管理］（管理人）,お客様の様子,・学生のインフルエンザ等の感染症が目立っており、医療負担が増加している。
,,□,住宅販売会社（経営者）,お客様の様子,・新築戸建て住宅については依然単価の低い規格住宅の受注が多い。
,,▲,一般小売店［医薬品］（経営者）,販売量の動き,・来客数は前年を上回っているものの、月ごとに変動する傾向がある。今月は悪く、金額としては100万円落としている。
,,▲,一般小売店［酒］（経営者）,お客様の様子,・今月の値上がりは、食品や日用品などの生活の基盤になるものが多かったことに加え、上昇幅が大きかったことから、消費者に購買意欲がみられない。心理的に限界に近づいているとみている。
,,▲,百貨店（経営者）,販売量の動き,・高額品の動きが鈍く前年割れしており、新型コロナウイルス感染症の終息後、好調に推移してきた領域に一服感がみられる。季節商材は気温の低下とともにようやく動きが活発になっているが、客は価格に敏感になっている。
,,▲,スーパー（店長）,販売量の動き,・売上は前年比97.8％、客単価は同96.1％、買上点数は同95％と厳しい状況である。総菜やベーカリーといった即食系は良いが、青果、鮮魚、精肉といった素材系は厳しい。
,,▲,スーパー（店長）,来客数の動き,・来客数の減少が続いている。
,,▲,スーパー（店長）,販売量の動き,・前年は販売促進を強化したため、今年はその反動が大きく出ている。また、値上げの影響も大きく、買上点数が伸び悩んでいる。
,,▲,スーパー（業務担当）,販売量の動き,・１人当たりの購入量が少なくなっている。
,,▲,コンビニ（経営者）,単価の動き,・来客数は横ばいだが、客単価が少し落ちている。プラスの要因が見当たらない。
,,▲,コンビニ（経営者）,来客数の動き,・商品価格が少しずつ上昇しているものの、地方ではほとんどの中小企業で賃金は上がっていないため、客の財布のひもが固くなっている。
,,▲,コンビニ（経営者）,来客数の動き,・来客数、客単価共に減少傾向にあり、６か月連続で前年を割っている。最低賃金の底上げはあったものの変化はみられない。
,,▲,衣料品専門店（店長）,来客数の動き,・残暑により秋物衣料の動きが２～３週間遅れている。
,,▲,衣料品専門店（総務担当）,来客数の動き,・来客数が前年を下回る状態が半年継続しており、目標の予算が達成できない。秋冬商材の動きが遅れている。
,,▲,家電量販店（従業員）,販売量の動き,・新型スマートフォンが売上をけん引しているが、家電製品は全体的に単価が下落している。
,,▲,家電量販店（従業員）,販売量の動き,・気温は下がっているものの、まだ厳しい寒さには至っていないため、冬物商材の売上が低迷している。冷蔵庫、調理家電も同様に売上が低迷しているため、全体的に販売量が減っている。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型車の受注は計画どおりに推移しているが、入庫が来年度になるため売上にはつながらない。既存車で売上を上げたいが、新規来客数は減少しており、既存客の買換え需要も少ない。
,,▲,乗用車販売店（従業員）,販売量の動き,・全体的な受注量もメーカーからの配車量も減っている。サービス入庫を重要視しているが、売上は伸びない。
,,▲,自動車備品販売店（経営者）,それ以外,・米価が上昇し、影響が出ている。
,,▲,住関連専門店（インテリアコーディネーター）,お客様の様子,・マンションや家を購入しても、それが精一杯で家具やインテリアまでは予算が回らない様子がみられる。
,,▲,高級レストラン（支配人）,来客数の動き,・例年と異なり、年末年始の問合せが少ない。
,,▲,一般レストラン（経営者）,来客数の動き,・選挙の影響か、10月後半は客の入りが悪く厳しい状況である。
,,▲,一般レストラン（経営者）,来客数の動き,・来客数が大幅に減少している。新型コロナウイルス感染症発生前の水準にまだ遠く及ばない。
,,▲,一般レストラン（経営者）,お客様の様子,・相変わらず良い日と悪い日の差が大きい。客からは自社の業界の景気が良くないという話をよく聞く。また、出入りの業者からも景気の良い話は聞かない。
,,▲,競艇場（職員）,来客数の動き,・来客数は花火イベント等の開催により多かった３か月前と比べると減少している。
,,▲,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は気温の低下に伴い暖房器具の交換、買換えが徐々に増えている。リフォームは節約志向の影響により、大型工事の受注が減っている。
,,▲,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・来場者数の減少から、住宅購入者数の減少が見て取れる。
,,×,一般小売店［医薬品］（経営者）,来客数の動き,・選挙の時期は人が繁華街に出てこなくなるため、夜もひっそりしている。
,,×,一般小売店［寝具］（経営者）,販売量の動き,・商品がほとんど動かず、仕立ての注文も入ってこない。
,,×,スーパー（経営者）,お客様の様子,・10月に入り商品の値上がりが一段と進んでいる。さらに、選挙報道により物価高に対する懸念が更に強まっている。
,,×,コンビニ（経営者）,それ以外,・気温の低下とともに来客数が減少している。さらに、最低賃金が引き上げられ、経営が非常に厳しくなっている。コンビニが増え続け、売上は下がり、経費は上がり続けるがロイヤリティは変わらない。コンビニシステムの限界がきている。
,,×,その他専門店［酒］（経営者）,単価の動き,・物価、特に米価の高騰により消費者の不安感が強くなっており、全般的に商材の動きが鈍い。限定品やブランド力のある商材の動きは堅調で一定の売上はあるが、値上げが大きく影響し回転が鈍くなっている。
,,×,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・売上全体が下がっており、危機的な状況である。回復の兆しがほとんどみえないなか、ゼロゼロ融資の支払が始まるため利益確保しなくてはならず本当に厳しい。
,,×,その他専門店［食品］（経営者）,販売量の動き,・景気対策が不透明で、財布のひもは一層固くなっている。
,,×,一般レストラン（経営者）,お客様の様子,・客との会話で、生活必需品の値上がり幅が大きくなっているという話が多い。終わりのみえない物価上昇が景気回復を抑制している。物価の上昇に追い付く賃上げは多くの人にとって当面は難しい状況であり、景気は悪くなっているといえる。
"企業
動向
関連

(東北)",,◎,－,－,－
,,○,農林水産業（従業者）,受注価格や販売価格の動き,・米価の上昇により、米の販売収益が上がっている。
,,○,食料品製造業（製造担当）,受注量や販売量の動き,・継続的なインバウンド需要と、イベントや観光等による当県への集客により、飲食、物販いずれの部門も好調に推移している。
,,○,一般機械器具製造業（経営者）,受注量や販売量の動き,・客先から設備投資の話が出るようになっている。
,,○,建設業（従業員）,受注量や販売量の動き,・受注量は相応にあり、工期に間に合うよう現場作業を効率良く進めている。
,,○,通信業（営業担当）,受注価格や販売価格の動き,・Ｗｅｂ上での見積依頼が増えている。
,,○,金融業（広報担当）,取引先の様子,・スーパーマーケットやホームセンターの業況は堅調に推移している。県内外の旅行宿泊ニーズの取り込みも、夏場以降、相応の水準を維持できている。自動車や住宅販売に関しても底打ち感がある。
,,○,広告業協会（役員）,受注量や販売量の動き,・今月は衆議院選挙関連の広報があり、広告市場は３か月前より良くなっている。ただし、選挙関連以外は厳しい状況が続いている。
,,○,経営コンサルタント,それ以外,・中心商店街では来街者数が増えており、少し高めの料理を提供する飲食店に行列ができている。実質消費が上向いている印象を受ける。
,,○,その他非製造業［飲食料品卸売業］（経理担当）,受注量や販売量の動き,・寒い日が多くなり、カップ麺の動きが良い。受注量、販売量共に前年を上回っている。
