,,▲,スーパー（店長）,販売量の動き,・加工食品や日用品については、商品単価が上昇しているなかでも、販売量が前年を上回って推移しているものの、野菜、肉、魚などの生鮮については、若干の商品単価上昇で販売量が前年を大きく下回る状況にある。３か月前と比較してもマイナス傾向での推移となっている。,
,,▲,スーパー（企画担当）,販売量の動き,・全体売上は前年を上回る傾向が続いているものの、内容をみると、商品単価が引き続き上昇している一方で、買上点数の減少幅が大きくなっている。エネルギーコストがかさむ冬本番を迎えて、客の買い控えが進んでいる。,
,,▲,家電量販店（経営者）,販売量の動き,・エアコンの販売は好調だが、その他の家電品の販売量が減少している。,
,,▲,乗用車販売店（経営者）,競争相手の様子,・前年12月と今年１月に相次いだ大手自動車メーカーの不正問題の影響で、多くの車種で受注停止や出荷停止などが生じたことで、新車販売台数が前年比50％、受注台数が前年比70％と厳しい状況となっている。収益にも大きく影響を及ぼしており、景気が良くなっているとはいえない状況にある。,
,,▲,乗用車販売店（経営者）,販売量の動き,・販売量が落ち込んでいる。物価高、とりわけ電気料金、灯油価格、ガソリン価格の高騰が大きく影響している。また、半導体製造企業の進出に伴い、一部の産業では景気が上向いているものの、関連のない地域や企業では、営業経費の高止まりにより、利益が減少しており、賃金の引上げが進んでいないこともマイナスである。,
,,▲,乗用車販売店（従業員）,販売量の動き,・大手自動車メーカーの不正問題の影響で工場が止まったことで、売上予想台数を下回る状況となっており、収益に影響を及ぼしている。,
,,▲,自動車備品販売店（店長）,販売量の動き,・レーダー探知機やドライブレコーダーなど、付加価値商材の購入者が減少している。必要最低限の設備で構わないと考える客が増加している。,
,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・２月も天候に大きく左右される結果となった。当店の主力客は60から80代にかけての年代が多く、外に出るのがおっくうになるほど、寒暖の差が厳しかったことが影響している。,
,,▲,高級レストラン（スタッフ）,単価の動き,・景気は改善しつつあるが、販売施策の転換がうまく進んでおらず、売上の伸びは今一つであった。,
,,▲,スナック（経営者）,来客数の動き,・２月の状況をみると、前年と比べて、客足が鈍くなっている。,
,,▲,タクシー運転手,販売量の動き,・インバウンドによる経済的な効果には地域差があり、当地はその恩恵にあずかることができていない状況にある。地域内消費は落ち込み気味であり、世間で騒がれているような景気回復は実感できない。,
,,▲,美容室（経営者）,販売量の動き,・技術売上は前年と同じような金額で推移しているものの、関連商品の販売状況がかなり悪く、消費の引締め傾向がみられる。,
,,▲,美容室（経営者）,来客数の動き,・例年２月は来客数の落ち込む月だが、今年は前年や前月と比べても、落ち込み幅が大きい。,
,,▲,美容室（経営者）,お客様の様子,・物価高が影響している。,
,,×,通信会社（企画担当）,競争相手の様子,・専門店では、客の予約をさばき切れないくらいの来店があるものの、大型商業施設での出店販売や量販店では、通信端末の販売に苦戦しており、競合相手にも大敗している。出店販売は都市部を中心に良い出店場所を競合相手に取られ、量販店は販売員の数で競合相手に負けている状況にある。,
"企業
動向
関連

(北海道)",,◎,＊,＊,＊,
,,○,食料品製造業（従業員）,受注量や販売量の動き,・２月の販売量は前年比マイナス４％であり、３か月前の11月の販売量は前年比マイナス11％であったことから、景気はやや良くなっている。,
,,○,建設業（役員）,受注量や販売量の動き,・年度末を控えて、民間建築を除いた受注工事の大半が完工期を迎えている。年度計画を上回る完成工事高と利益が確定しており、次年度繰越工事の進捗によっては、一層の利益の上乗せも期待できる。,
,,○,通信業（営業担当）,受注量や販売量の動き,・観光需要の回復に加えて、半導体関連やその周辺企業の進出への期待感を背景に、ＩＴやＤＸ関連などの先行投資に大型化かつ案件量増加の動きが出てきた。,
,,○,広告代理店（従業員）,受注価格や販売価格の動き,・広告出稿量が堅調に推移している。,
,,○,司法書士,受注量や販売量の動き,・建物新築案件の売上が増えている。,
,,○,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・当社の２月の売上は前年比90％を下回っているものの、同業者や建設業者などから、悪い話は聞こえてこないことから、業界全体の景気がやや良くなっている。当社の売上が前年を下回っているのは地域性が災いしているためとみられる。,
,,○,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・公共投資、民間投資共、国内の建設投資は堅調に推移している。特に、九州や北海道からの引き合いが多い。ただし、建設資材や人件費の高騰など、留意すべき点もみられる。,
,,□,食料品製造業（従業員）,受注量や販売量の動き,・３か月前と比較して、受注状況に変化がみられない。,
,,□,建設業（従業員）,受注量や販売量の動き,・建設設計案件はあるものの、工事に着手できない案件が増えている。工事費の高騰、施工者不足が原因であり、その原因を理解して着工するか、見送るかで動きが二分されている。着工する場合も工事費削減提案が必須になるなど、受注に向けての手間が増えていることもマイナスである。,
,,□,輸送業（営業担当）,受注量や販売量の動き,・飼料原料は船の到着が順調なこともあって、堅調に推移している。輸入化学肥料は依然として需要減少の影響で取扱量が大幅に減少している。農産物関連は不作の影響で本州向けのトレーラー輸送が減少している。倉庫関連はバターの在庫が微減で収まっている。また、電気料金の負担増を抑えられていることも保管収益に寄与している。,
,,□,輸送業（支店長）,受注量や販売量の動き,・国内移出入貨物は冬場の工事停滞の影響もあって、軒並みダウンしている。輸入貨物は円安の影響で貨物量が増えておらず、厳しい状況が続いている。,
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・今年は稼働日数が少ないこともあって、売上が前年よりも減っている。物価上昇に伴って値上げを行っているにもかかわらず、売上が減っている状況から、商材の動きが悪い状況と考えられる。,
,,▲,家具製造業（経営者）,受注量や販売量の動き,・１月の能登半島地震によって大きな影響が生じている。,
,,▲,金融業（従業員）,取引先の様子,・建設費の高騰や人手不足により、再開発などの設備投資において、計画の見直しや延期が発生している。円安の影響で日本で働くことを選択する外国人人材も減っており、人手確保にマイナスの影響が生じている。,
,,▲,司法書士,それ以外,受注量などはそれほど極端に減少しているわけではない。むしろ、一時的な動きかもしれないが、新たな法律の施行により増加傾向にある。ただし、物価の上昇やインボイス制度の導入などにより、企業の負担が実質的に増えていることから、景気が良くなっているようにはみえない。,
,,×,農林水産業（経営者）,受注量や販売量の動き,・果物、特にりんごが凶作となったことで、商品が売れない状況にある。,
"雇用
関連

(北海道)",,◎,－,－,－,
,,○,人材派遣会社（社員）,求人数の動き,・求人ニーズは引き続き底堅く推移している。業績が改善傾向にあることで、増員を目的とした求人が目立っている。今まで新卒採用で増員を賄っていた大手企業からも中途採用の依頼が増えており、新年度に向けて事業拡大を視野に入れていることがうかがえる。以前と比べて求人の給与を高く設定する企業も増えており、人材獲得が経営を左右することを企業が自認し始めていることがうかがえる。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・どこの企業や店舗においても、人手不足を背景とした求人への潜在的ニーズはあるものの、募集しても求めるような人材が集まらないことから、求人決定率が極端に低下している。そのため、求人を控える動きがみられるようになっている。,
,,□,求人情報誌製作会社（編集者）,求職者数の動き,・建設業や貨物運送業などの求人数が減少している。人材が集まらないため、様々な方法で採用を試みている企業と諦めている企業の２極化が進んでいる。一方、タクシー業界や娯楽業界はインバウンド需要が少なからず増えていることで求人数が増加している。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・インバウンドを始めとして観光客が増えていることで、経済の動きは良くなっている。ただし、円安や物価高の影響もあって、景気が良くなっているとは言い難い。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・前年５月から続く求人申込件数の落ち込みに若干の改善がみられるようになった。ただし、まだ力強さは感じられない。,
,,□,職業安定所（職員）,それ以外,・様々な商材の価格高騰に実質賃金の伸びが追い付いていないため、景気は変わっていない。,
,,□,職業安定所（職員）,求職者数の動き,・１月の有効求職者数は前年比4.1％増となり、増加傾向が続いている。新規求職者数は前年比0.8％増と前年並みの水準で推移している。新規求人数は前年比21.3％減と12か月連続で減少したものの、業況堅調な企業からは引き続き安定的に求人が公開されている。,
,,□,職業安定所（職員）,求人数の動き,・当地における１月の有効求人倍率は0.88倍であり、３か月前との比較では0.03ポイント下回った。,
,,▲,－,－,－,
,,×,＊,＊,＊,
,,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(東北)",,◎,都市型ホテル（スタッフ）,単価の動き,・受験シーズンでもあり、客単価が上がっている。,
,,○,百貨店（経営者）,お客様の様子,・県外からの客と若い層の客を中心に来客数が増えている。販売量が極端に増えているわけではないが、必要なものだけを吟味しながらショッピングを楽しんでいる様子がみられる。,
,,○,スーパー（店長）,販売量の動き,・台湾からの観光客が明らかに増えている。,
,,○,コンビニ（経営者）,来客数の動き,・前年と比較すると土日の売上が順調に伸びている。土日開催のコンサートやイベントが関係しているとみられ、近隣のホテルの予約状況を確認するなど動向を注視して対応している。,
,,○,コンビニ（エリア担当）,来客数の動き,・３か月前と比べて、来客数が若干ながら増加している。,
,,○,コンビニ（エリア担当）,来客数の動き,・人の動きが活発化しており、東北全体で来客数が前年より増加している。北東北、特に青森県ではインバウンドの影響が若干みられる。また、例年よりも積雪が少ないことも影響している。,
,,○,乗用車販売店（従業員）,それ以外,・新車生産状況が前年より改善され、仕入れ車も増え売上可能な台数がある。,
,,○,乗用車販売店（従業員）,販売量の動き,・決算期ということもあるが、販売量が増加している。,
,,○,乗用車販売店（従業員）,お客様の様子,・買換えに前向きな客が増えている。,
,,○,住関連専門店（インテリアコーディネーター）,販売量の動き,・客の購買量が増えている。,
,,○,高級レストラン（支配人）,販売量の動き,・販売量が増加傾向にある。,
,,○,一般レストラン（経営者）,来客数の動き,・３月の歓送迎会の予約はコロナ禍の頃よりは若干多く入っている。,
,,○,観光型ホテル（スタッフ）,来客数の動き,・株価は上昇しているが、身の回りではその恩恵はない。,
,,○,観光型旅館（スタッフ）,来客数の動き,・例年であれば閑散期だが、暖冬の影響で宿泊者数が前年よりも大幅に増加している。,
,,○,旅行代理店（従業員）,販売量の動き,・県内の契約旅館、ホテルの販売額は、今年度第３四半期は2019年度比98％だったが、第４四半期は同126％まで回復している。,
,,○,通信会社（社会貢献担当）,販売量の動き,・新生活に向けて需要が高まっている。また、独自キャンペーンが需要を後押ししている。,
,,○,観光名所（職員）,来客数の動き,・売上、来客数共に新型コロナウイルス感染症発生前の水準を上回っている。３か月前と比べると非常に良くなっている。,
,,○,美容室（経営者）,単価の動き,・旅行やイベント等に行く前に髪を整えるために来店し、パーマやカラーをオーダーする客が増えている。行動が活発になり消費意欲も高まっているとみている。,
,,○,その他サービス［自動車整備業］（経営者）,単価の動き,・商品価格の値上げが客に受け入れられている。高価格帯の商材の売行きも良い。社員の給料も上げることができている。,
,,□,商店街（代表者）,お客様の様子,・暖冬の影響を受け、冬物用品の売上が伸び悩んでいる。株価が高値更新をしても地方の経済は物価高で停滞している。,
,,□,商店街（代表者）,販売量の動き,・物価の上昇がまだ止まらない。,
,,□,一般小売店［医薬品］（経営者）,来客数の動き,・前年は化粧品の限定販売があり、今月はその分が落ち込んでいる。しかし、影響は限定的であり、売上全体としては変わらない。,
,,□,百貨店（企画担当）,来客数の動き,・天候やイベントによって、来客数は大きく変わる。,
,,□,百貨店（催事担当）,販売量の動き,・バレンタインデーのチョコレート催事や物産展、化粧品などが好調の反面、靴やバッグ、家庭用品などが苦戦している。全体としては３か月前とほぼ変わらない状況である。,
,,□,百貨店（従業員）,販売量の動き,・売上、買上点数共に前年比微減が続いている。継続的な物価の上昇により、買物に慎重になっている様子がみられる。,
,,□,スーパー（経営者）,単価の動き,・２月の平均１品単価、来客数、買上点数、売上の前年比は、直近３か月ではほとんど変わっていない。,
,,□,スーパー（店長）,来客数の動き,・来客数の前年割れが続いている。,
,,□,スーパー（営業担当）,来客数の動き,・来客数は前年比98.3％と前年を割っている。客は購買に慎重になっており、買上率は95.5％である。,
,,□,コンビニ（経営者）,販売量の動き,・来客数、販売量共に前年並みで推移している。前月より若干持ち直しているが、大きな変化はみられない。,
,,□,コンビニ（経営者）,来客数の動き,・人の動きは良くなっているが、来客数が増えない。,
,,□,衣料品専門店（経営者）,お客様の様子,・卒園や卒業記念品の受注増加や、叙勲祝いパーティーの記念品の特注で２月は予算を達成できそうである。,
,,□,衣料品専門店（店長）,お客様の様子,・卒業、入学、新生活に向けた準備などの需要は回復傾向にあるが、ふだん着は暖冬など不安定な天候により、需要が安定していない。,
,,□,衣料品専門店（店長）,来客数の動き,・入学式、入社式需要が前年より２週間ほど遅れている可能性が高い。,
,,□,衣料品専門店（総務担当）,販売量の動き,・暖冬により冬物商材の売行きが良くない。客の動向を見ても購買意欲に欠けている。,
,,□,家電量販店（従業員）,販売量の動き,・暖冬のため暖房商品が不調である。エアコンは前年の猛暑の影響で早めに購入する客が増えており好調である。テレビや白物家電は単価が少しずつ下がっている。,
,,□,乗用車販売店（従業員）,販売量の動き,・商用車についてはほとんどの車種がオーダーストップとなっており、販売量が伸び悩んでいる。,
,,□,乗用車販売店（従業員）,販売量の動き,・配車が安定している。,
,,□,住関連専門店（経営者）,販売量の動き,・受注生産をしている。販売量は変わらない。,
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・自動車用燃料油は回復傾向にあるものの、暖冬の影響により灯油の販売量が減少している。,
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・２月の買上客数は前年比107％であり、2023年４月から11月までの累計買上客数と同値でトレンドに変化はみられない。インバウンドの買上客数は、直近３か月間は前年比280％と好調ではあるものの、買上客数全体の0.04％であり、構成比でみるとまだ少ない。,
,,□,一般レストラン（経営者）,販売量の動き,・客単価は少しずつ上がっているが、全ての客が良いわけでなく、財布の中身を確認しながら食事をする客もいる。景気はやや良くなりつつあるが変わっていない。,
,,□,一般レストラン（スタッフ）,来客数の動き,・ランチタイム、ディナータイム共に来客数は３か月前と変わらない。,
,,□,観光型ホテル（スタッフ）,来客数の動き,・当地域独自の宿泊割が再開したものの予算が少なく、来客数を大きく増やすまでには至っていない。,
,,□,旅行代理店（従業員）,販売量の動き,・冬場は閑散期となり動きが鈍い。４月以降の予約は比較的順調に入っている。,
,,□,タクシー運転手,お客様の様子,・暖冬で道路に雪がないため、タクシーを利用する客が減っている。,
,,□,通信会社（営業担当）,お客様の様子,・金融市場は堅調に伸びているが、景気が上向いている実感はない。一部の上場企業は賃金を引き上げているが、中小企業の経営者からは経営を圧迫するという声を多く聞く。,
,,□,通信会社（営業担当）,お客様の様子,・物価高騰が続いているが、３か月前との比較ではその影響はないようにみえる。,
,,□,通信会社（営業担当）,お客様の様子,・客の設備投資意欲に変化はみられない。,
,,□,通信会社（営業担当）,お客様の様子,・取引先の大半は中小企業であり、大企業のような賃上げは期待できない雰囲気が漂っている。,
,,□,通信会社（営業担当）,お客様の様子,・新規契約が増えない。,
,,□,遊園地（経営者）,お客様の様子,・今月は冬期休園中だが、学校団体の予約問合せの数が新型コロナウイルス感染症発生前に戻っている。,
,,□,設計事務所（経営者）,お客様の様子,・業務の引渡し時期に当たるため、大きな変化はない。,
,,□,住宅販売会社（経営者）,販売量の動き,・戸建て注文住宅の受注が低迷している。低価格の企画住宅が売上の大半を占めている。,
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は、コンロの買換えは増えたが給湯器の交換工事が減っている。リフォームは、少規模工事は多少増えたが大規模工事が減っている。,
,,▲,一般小売店［酒］（経営者）,お客様の様子,・今冬は降雪量不足で日常生活の負担は減る一方、イベントやレジャーに与える影響が大きい。また、除雪作業従事者が苦しい状況である。豪雪地帯では雪に関連する業務従事者が多いため、降雪量がある程度なければ経済が回らない。,
,,▲,一般小売店［寝具］（経営者）,販売量の動き,・商品が動かず、とにかく悪い。,
,,▲,スーパー（店長）,お客様の様子,・来客数は回復しているが、客単価は前年比93％と低下している。買上点数が伸びておらず、特に加工食品は単価高の影響か悪化している。特売比率が高いことからも、客は価格に対してシビアになっていることが分かり、ついで買いによる数量アップは期待できない。,
,,▲,スーパー（店長）,販売量の動き,・来客数と買上点数が減少しており、景気は下向いている。,
,,▲,スーパー（企画担当）,販売量の動き,・商品原価は上がっているが、価格競争が絶えないため特売の売価を上げることができない。売価を下げても買上点数は増えない状況である。来客数は前年を超えているが、買上点数は割り込んでいる。,
,,▲,スーパー（商品担当）,販売量の動き,・値上げの影響か、年明け以降は販売量、買上点数共に減少が続いている。,
,,▲,コンビニ（経営者）,来客数の動き,・今年は雪が少ないため来客数が増加するとみていたが、逆に天候が良いため行楽に出掛けているのか、土日の売上が悪い。,
,,▲,コンビニ（店長）,単価の動き,・今月は例年以上に悪い。客はたばこの購入をやめたり、安いものに替えたりしている。また、購入品を１品減らしているとみられ、バナナやガムの販売量が減っている。,
,,▲,コンビニ（店長）,来客数の動き,・物価上昇の影響で売上は前年をクリアしているが、来客数は減少している。暖冬による雪不足の影響も気になるところである。,
,,▲,衣料品専門店（経営者）,お客様の様子,・商品単価を気にして買い控えをする客が多い。,
,,▲,衣料品専門店（店長）,来客数の動き,・コロナ禍でビジネスマンが買わなかったスーツや礼服を買い求めるリベンジ消費が前年の今頃からみられた。今年はそういった客の来店がなく苦戦している。,
,,▲,家電量販店（従業員）,販売量の動き,・来客数、販売量共に減少している。決算セールでお買い得な処分品が多く並んでいるにもかかわらず、販売量が減っている。また、暖冬の影響で季節商材の販売量も減少している。,
,,▲,乗用車販売店（店長）,お客様の様子,・大手自動車メーカーの不正問題の影響で、注文のキャンセルや買い控えの動きが多くなっている。また、新型車の発表が遅れるなど良いニュースが少ない。ただし、受注残となっていた分の納車があるため収益自体は確保できている。,
,,▲,自動車備品販売店（経営者）,お客様の様子,・経験したことのない暖冬で降雪が極端になかったため、除排雪等に係る業者と付随する業種では、例年の１割程度の仕事量だったとみている。,
,,▲,その他専門店［酒］（経営者）,来客数の動き,・能登半島地震の心理的な影響が大きいためか、引き続き停滞感が強い。１月よりは動きはあるが鈍い。徐々に売れ筋の商品が少なくなっている。,
,,▲,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・今年はほとんど雪が降らず、その影響なのか冬物の動きが例年と比べて良くない。防寒長靴などにほとんど動きがなく、それに代わる売り物がないため、売上が下がっている。,
,,▲,その他専門店［靴］（従業員）,販売量の動き,・暖冬の影響で冬物処分が進まず春物メインの売場にしたところ、大雪となって冬に逆戻りしている。客も天候に振り回されており、購買意欲がみられない。,
,,▲,観光型旅館（経営者）,来客数の動き,・団体、グループ客は回復傾向にある。個人客は以前より減少傾向にあり、動きに波が出てきている。,
,,▲,都市型ホテル（支配人）,来客数の動き,・冬場の観光コンテンツに左右される月である。インバウンドが都市部を離れてスキー場等へ流れている。,
,,▲,通信会社（経営者）,お客様の様子,・通信、放送サービス共に解約者は減少しているが、新規の加入契約者が増えていない。通信サービスは、競合他社の携帯電話とセットになった超格安商品に顧客が流れている。放送サービスは、携帯電話などの端末で動画配信サービスを利用する人が増えているため、若者を中心に新規の客は減少傾向にある。,
,,▲,美容室（経営者）,来客数の動き,・客の再来店率はここ２か月、前年比マイナスは変わらないものの僅かながら回復基調にあったが今月は停滞している。出費を抑える状況になりつつあるとみている。,
,,▲,美容室（経営者）,お客様の様子,・寒い時期のため、最低限の客しか来ていない。,
,,×,一般小売店［医薬品］（経営者）,単価の動き,・来客数は３か月前より増えているが客単価が悪い。売上は前年より10％落ち込んでいる。,
,,×,一般小売店［医薬品］（経営者）,単価の動き,・車で来店すれば天候は関係なさそうであるが、悪天候あるいはその予報だけでも来客数が顕著に減少している。以前はこれほどではなかった。また、客単価も落ちている。,
,,×,一般小売店［雑貨］（経営者）,お客様の様子,・暖冬により除雪や雪に関係した仕事が極端に少なく、例年この季節に入ってくる収入がほとんど入っていない。また、賃金が上がったという話はほとんど聞いたことがない。株価の最高値更新や賃金アップの話は地方には関係ない。,
,,×,スーパー（経営者）,お客様の様子,・年金支給日の２月15日の売上が上がってこない。また、節約志向が更に強まっているため、買上点数が落ち込み、客単価が上がってこない。,
,,×,コンビニ（経営者）,来客数の動き,・理由は分からないが、今月はこれまでよりも更に悪くなっている。株価は高くなっているが、地方の場合は人口が減り客の数が減っている状況もあり、景気は悪い。,
