,,▲,タクシー運転手,来客数の動き,・僅かではあるが、６月の来客数は減少傾向で推移した。夜間の利用客にはほとんど変化がみられなかったものの、観光客からのオーダー、インバウンドの利用が減っていることで、日中の利用客が減少している。
,,▲,美容室（経営者）,来客数の動き,・来客数が前年と比べて落ち込んでいる。ここ３か月の動きをみても、少しずつ減少している。
,,▲,美容室（経営者）,お客様の様子,・物価高の影響について話す客が多いことから、景気はやや悪くなっている。
,,▲,住宅販売会社（経営者）,お客様の様子,・最近になって、分譲マンションのモデルルームを来訪する客の購入意欲が明らかに以前よりも低下している。購入予算もかなり引き締められており、所得水準と比べて、より低価格のマンションを購入する傾向がみられる。
,,×,一般小売店（経営者）,来客数の動き,・６月に入り、来客数が大幅に減少している。
,,×,衣料品専門店（経営者）,お客様の様子,・円安に伴う物価高の影響で、客の節約志向が進んでおり、必要な商材以外は買わない傾向がみられる。当社の扱っている商材はおしゃれな外出着が中心であるため、客の節約志向が強く表れている。
,,×,衣料品専門店（店長）,販売量の動き,・夏に向けて価格の安い軽衣料が販売の中心となっていることから、客単価が大きく低下している。複数購入が売上を下支えすることになるが、今年は本当に最低限の買上しかみられず、どうしようもない状況にある。
,,×,タクシー運転手,販売量の動き,・夜間の酔客の落ち込みが続いている。特に深夜時間帯の落ち込みが大きく、２次会などで利用される飲食店と同様の厳しい状況にある。コロナ禍前と比べて夜間の人の動きが大きく変化していることで、消費行動が抑制されている状況にある。
"企業
動向
関連


(北海道)",,◎,－,－,－
,,○,建設業（役員）,受注量や販売量の動き,・技術職員の現場配置が完了し、フル稼働の状況にある。当初計画を上回るペースで工事が進んでおり、出来高が順調に積み上がっている。
,,○,輸送業（支店長）,受注量や販売量の動き,・春先と比べて、建材類の国内移送量が増えている。一方、輸出入貨物については、円安や中国の景気後退の影響が依然としてみられており、期待とは程遠い状況で推移している。
,,○,金融業（従業員）,取引先の様子,・原価や諸経費、人件費の増加を背景に、企業の値上げ交渉が進んでおり、販売価格が改善傾向にある。ただし、価格転嫁について、原価の増加分を十分にカバーできる水準にはないとの声が聞かれるほか、価格上昇が需要の減少を招き、想定ほどの利益を確保できないという声も聞かれる。
,,○,広告代理店（従業員）,それ以外,・定額減税の影響もあって、景気は上向いている。
,,○,その他サービス業［建設機械リース］（営業担当）,受注価格や販売価格の動き,・国内全体の土木建設需要は堅調に推移している。特に北海道、九州、北陸の需要は旺盛である。また、インフレに伴ってコストが上昇するなか、販売価格の適正化も進みつつある。今後に向けて、不透明な要因も一部あるものの、景気はやや良くなっている。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・受注量は３か月前と比べて変わらない。
,,□,建設業（従業員）,受注量や販売量の動き,・技術者不足のため、発注があっても応えることができない状況にある。景気が良いわけでもないことから、これから景気が下向くことを懸念している。
,,□,通信業（営業担当）,取引先の様子,・取引先の受発注状況や見聞きした内容について、３か月前と変化がみられない。ただし、全体的な景況感としては、やや良くなっている。
,,□,司法書士,受注量や販売量の動き,・相続登記の義務化に伴い、相続登記の依頼は増えている。一方、個人の住宅新築については、自身の受注量や同業者の様子をみても減少している。
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・上期の予測について、５月よりも若干上向きとなっている。ただし、価格改定が続くなか、取引量が上向いているわけではないことから、決して安心できる状況ではない。
,,▲,農林水産業（経営者）,受注量や販売量の動き,・青果物について、景気の悪い状況が続いている。高止まりしている市場価格及び小売価格が更に上昇していることから、６月の景気は一段と悪くなっている。
,,▲,金属製品製造業（従業員）,受注量や販売量の動き,・新築住宅着工棟数が前年を下回り続けている。
,,▲,輸送業（営業担当）,受注量や販売量の動き,・前年の不作の影響で農産物の在庫が少なく、保管量、輸送量共に減少している。こうした状況は、新物が出てくるまで続くことになる。生乳については、生産抑制が解除されたものの、本州への輸送量は相変わらず低調に推移している。バター、粉乳については、倉庫の在庫量が微減傾向で推移している。
,,▲,司法書士,取引先の様子,・今のところ、不動産業や建築業からの受注量は前年と同水準で推移している。ただし、地域によっては固定資産評価額が上昇し、それに伴って販売価格も上昇していることから、今後も同水準の受注量が続くかは分からない。原材料価格が引き続き高騰するなか、賃金水準よりも販売価格が上昇していることもマイナスである。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,＊,＊,＊
,,□,人材派遣会社（社員）,求職者数の動き,・当社の派遣登録数がやや減少している。ボーナスが６月に支給される会社が多いことから、動きが鈍っているとみられる。一方、転職への意欲が落ち込んでいるわけではないことから、７月になれば、登録数は増加することが見込まれる。ただし、転職の目標が曖昧な登録者、転職歴の多い登録者については、転職に苦戦することが懸念される。
,,□,求人情報誌製作会社（編集者）,それ以外,・求人企業、求職者共に、減少傾向にある。円安を背景とした飼料、肥料の価格高騰、物価の高止まりが、将来への不安要因として影を落とし始めている表れとみられる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・引き続き求人件数は弱含みで推移している。建設業や介護福祉の求人件数はやや伸びているものの、その他の業界は伸び悩んでいる。大手企業と中小企業の２極化も進んでいる。一方、隙間バイト系のサービスが様々な業界の求人を獲得している状況もみられる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・当社の広告掲載申込件数は１年ほど前から大幅に減少している。ただし、ハローワークによると、当地企業による求人数は微減での推移となっている。
,,□,職業安定所（職員）,求人数の動き,・当地における５月の有効求人倍率は0.80倍であり、３か月前との比較では0.09ポイント下回った。
,,□,職業安定所（職員）,求職者数の動き,・新規求職者数は前年から0.8％の増加、有効求職者数は前年から1.0％の減少となった。また、新規求人数は前年から3.7％の増加と２か月ぶりに増加に転じたが、有効求人数は前年から1.1％の増加にとどまった。これらのことから、景気は３か月前とほぼ変わらない状況が続いている。
,,□,学校［大学］（就職担当）,雇用形態の様子,・多くの業界で新卒初年度の給与を引き上げている企業が増えているが、人材確保のための対策であり、景気が上向いているとは言い難い状況にある。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・業種を問わず、求人数は３か月前と同水準又は減少傾向にある。
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,一般レストラン（経営者）,来客数の動き,・今月は前半から好調で、一時動きが鈍くなったが、ボーナスが出たことで結果は良くなっている。やはり、給料やボーナスが出た後は動きが良くなる。
,,◎,都市型ホテル（スタッフ）,来客数の動き,・６月は株主総会や建設業の安全大会などの需要が多く、非常に好調に推移している。新型コロナウイルス感染症発生前の水準に戻っている。
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・気温が上がったため、前月よりも販売量が増加している。また、特売イベント期間の売上が前年比108％となっている。客の流れが良くなっている。
,,○,一般小売店［酒］（経営者）,販売量の動き,・今年は早い時期から気温が上がり、好天だったことも影響し、飲食店への販売量が増加している。特に、生ビールやハイボール樽等の動きが顕著である。しかし、この好況に対応し切れていない業種も多い。タクシーや運転代行が不足していることで、消費者は１次会で帰宅する傾向がある。
,,○,一般小売店［寝具］（経営者）,販売量の動き,・今月に入り、ようやく仕立ての仕事に幾らか動きが見られるようになっている。
,,○,百貨店（催事担当）,来客数の動き,・改装オープン効果もあり来客数が伸びている。紳士、婦人衣料が売上をけん引している。
,,○,百貨店（従業員）,お客様の様子,・例年と比べ気温が高く、衣料、雑貨、家電など各カテゴリーで夏物アイテムの動きが活発化しており、好調に推移している。
,,○,スーパー（店長）,来客数の動き,・客単価は横ばいだが、来客数は前年比では増加している。
,,○,コンビニ（経営者）,来客数の動き,・人の動きが良くなっている。
,,○,コンビニ（エリア担当）,来客数の動き,・来客数は伸びているものの、天候が不安定なこともあり微増にとどまっている。
,,○,コンビニ（エリア担当）,来客数の動き,・好天が続いたことから人の動きも活発になっており、来客数が増加している。
,,○,コンビニ（エリア担当）,来客数の動き,・７年ぶりに当地で開催された祭りの影響で、来客数が例年よりも増えている。
,,○,衣料品専門店（経営者）,来客数の動き,・天候も良く、暑くなってきたことに加え、ボーナスの時期でもあるため、夏物を購入する客が増えている。
,,○,衣料品専門店（経営者）,来客数の動き,・猛暑の予報が出ている影響か、夏物をまとめ買いする客が増えている。
,,○,衣料品専門店（店長）,来客数の動き,・式典や仕事でスーツを着る機会が前年以上に増えている。特に５月６月は転勤や配置換えなどでスーツを購入する人が増えたため、少し景気が上向いている。
,,○,家電量販店（従業員）,販売量の動き,・気温が高くなり、エアコンを始め扇風機やサーキュレーター等、季節商材の動きが活発になっている。販売単価、販売数量が３か月前比、前年比いずれも伸びている。パリオリンピックに向けたＡＶ機器の需要も少しずつ高まっており、若干ではあるが販売数量は増え、単価も上がっている。
,,○,乗用車販売店（従業員）,販売量の動き,・新型車発表を月末に控え、先行受注もあり、来客数も増えている。
,,○,乗用車販売店（従業員）,お客様の様子,・車の購入、メンテナンスに掛ける金額が増えている。
,,○,住関連専門店（インテリアコーディネーター）,来客数の動き,・住宅やマンションを購入する若者が増えている。貯金や家賃を支払うよりも若いうちにローンを組んで支払った方が良いと考えている。マンションの高額物件も売れている。
,,○,その他専門店［靴］（従業員）,販売量の動き,・理由は分からないが、購買意欲が高い客が増えている。
,,○,都市型ホテル（支配人）,来客数の動き,・インバウンドの受入れ強化施策が好調に推移している。
,,○,旅行代理店（従業員）,販売量の動き,・当社契約施設の販売金額進捗率が３か月前と比べて約３％上昇している。
,,○,その他サービス［自動車整備業］（経営者）,販売量の動き,・原材料価格や人件費の上昇もあり、販売価格を20％ほど上げたが、販売量の落ち込みもなく順調である。
,,○,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は、猛暑に備えてエアコンの増設工事やエアコンの性能向上を図る買換えが増えている。リフォームも、猛暑に備えて断熱効果を上げる増改築工事が増えている。屋外のせん定や外構工事も増えている。
,,□,商店街（代表者）,お客様の様子,・修学旅行生や観光客の商店街来訪により、来街者数は増加しているものの、物価高により売上は横ばいである。
,,□,商店街（代表者）,販売量の動き,・依然、値上がりが続いている。
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・今月は偶然、購入単価の高い常連客が集中して来店したため、販売量は３か月前と変わらない。しかし、常連客の来店がなければ極端に悪い日が幾日も続くことがあり、実質の景気は悪い。
,,□,一般小売店［雑貨］（経営者）,来客数の動き,・年金支給日以降、若干客足は戻ったが、一時的なものとみている。
,,□,百貨店（経営者）,販売量の動き,・食料品についてはほぼ全アイテムが値上がりしており、売上に影響が出ている。節約志向は衣料品にも広がっている。一方で、高額商品、インバウンド売上については引き続き好調に推移している。
,,□,スーパー（経営者）,単価の動き,・６月も値上げが続いているが、１品単価は前年比1.8％増加にとどまっている。来客数と買上点数は依然変わらないことから、購買傾向が低価格商品にシフトしたとはいえない。客の消費は依然厳しい状況が続いている。
,,□,スーパー（企画担当）,お客様の様子,・来客数は前期同様だが、依然として特売依存による集客になっている。割引商品や見切り品など少しでも安価な商品を選んで購入する客が増えている。また、買上点数は大きく減少している。
,,□,スーパー（営業担当）,来客数の動き,・来客数は前年割れが続いている。値上げにより１品単価は前年比103％と上がっているが、売上は来客数が減少した分苦戦している。買上点数も前年比97％となっており、消費行動に慎重さがみられる。
,,□,スーパー（商品担当）,販売量の動き,・商品の値上げが続くなか、買上点数が減少傾向にある。
,,□,コンビニ（経営者）,それ以外,・商品の値上げにより売上は上がっているが、原価は高いままなので利益は変わらない。全ての商品の価格が上がり過ぎて買い控えも起きている。今月から電気代も上がるため、利益が出るか不安である。
,,□,コンビニ（店長）,販売量の動き,・ゴールデンウィーク明けからの不調は戻りつつあるが、購買意欲は低い。
,,□,衣料品専門店（経営者）,お客様の様子,・お中元の動きは、法人客は早まっているが個人客は遅くなっている。また、猛暑の予報で空調服の注文や問合せが多くなっている。
,,□,衣料品専門店（店長）,お客様の様子,・気温上昇に伴い、ふだん着の買換えや買い足し需要が増えてきた反面、クールビズやブライダル需要が停滞し、プラスマイナスゼロになっている。
,,□,衣料品専門店（店長）,販売量の動き,・ダイレクトメールを送ってもプレゼントが目的の来店が多く、販売量は前年より減少している。
,,□,乗用車販売店（従業員）,販売量の動き,・法人の販売台数はある程度あるが、個人の販売台数が伸びていない。
,,□,乗用車販売店（従業員）,販売量の動き,・メーカーからの配車供給が安定しない。
,,□,乗用車販売店（店長）,販売量の動き,・新車とサービスの売上及び収益はおおむね前年並みである。中古車の受注台数は前年比150％と好調だが、低価格帯が中心のため収益にはつながっていない。
,,□,住関連専門店（経営者）,販売量の動き,・受注生産をしている。受注量が少なく生産量は減少している。
,,□,その他専門店［酒］（経営者）,来客数の動き,・飲食店への販売の動きは相変わらず鈍いが、総会の飲食が多くなったことと、地元農家の繁忙期が終わりつつあることで若干回復している。店頭販売は相変わらず厳しく、価格帯とブランドで明暗がはっきり分かれている。
,,□,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・今年も暑いとの予報が出ているなか、熱中症対策等で夏物の需要が伸びると期待していたが動きがない。６月の売上はかなり低く推移している。
,,□,観光型ホテル（スタッフ）,来客数の動き,・インバウンド需要による来客数の増加はあるが、身の回りの景気は変わらない。
,,□,観光型旅館（経営者）,来客数の動き,・定額減税が実施されたが、慎重な姿勢がみられる。
,,□,旅行代理店（従業員）,販売量の動き,・夏季商戦に突入したものの、動きはほぼ前年並みである。インバウンドも大きな伸びはない。
,,□,旅行代理店（従業員）,販売量の動き,・円安、物価高の影響で海外旅行は伸び悩んでいる。
,,□,旅行代理店（従業員）,販売量の動き,・今月に入ってからも、旅行に関する消費が良くなる動きは見られず、販売単価や販売量は変わっていない。
,,□,タクシー運転手,単価の動き,・週末にかけては長距離客もいるが、平日は近距離客が多い。
,,□,タクシー運転手,お客様の様子,・今月は暑い日が多く、タクシー利用者が例年より多くなっている。
,,□,通信会社（経営者）,お客様の様子,・放送サービスは、コロナ禍によって視聴習慣がついたためか解約者数にブレーキが掛かり、加入者数の累計は増加している。インターネットを中心とした通信系のサービスは、同業者との競争が激化し、加入者数は微増にとどまっている。
,,□,通信会社（営業担当）,お客様の様子,・客の設備投資意欲に変化がみられない。
,,□,通信会社（営業担当）,お客様の様子,・依然、客は必要最低限のものしか買わない。
,,□,通信会社（社会貢献担当）,来客数の動き,・来客数は一定数あるが問合せなどがメインで、新規契約の需要は変わっていない。
,,□,観光名所（職員）,販売量の動き,・団体予約等は前年を下回っているが、好天に恵まれているためかそれをカバーして少し余るくらい振り客が増えている。土産品の販売では、さくらんぼが高値のため買い控えがみられるものの、その分、他の土産品がよく動いており、今月はやや良くなっている。
,,□,遊園地（経営者）,来客数の動き,・学校団体が戻り、梅雨入りも遅れて好天が続いたことで、前年と同程度の来客数を確保できる見込みである。
,,□,競艇場（職員）,単価の動き,・来客数にほとんど変化はないが、客単価が下がっている。
,,□,美容室（経営者）,来客数の動き,・暖かくなってきたため、客が髪の手入れをするため来店している。
,,□,その他サービス［寮管理］（管理人）,お客様の様子,・物価高騰で消費者の購買意欲は低迷しているものの、必要なものは購入している。景気は変わっていない。
,,□,住宅販売会社（経営者）,販売量の動き,・戸建て住宅の受注棟数に変化はないが、客単価は依然低く、総受注金額が低い。
,,▲,百貨店（企画担当）,来客数の動き,・近隣でイベントが多数開催されたため、来客数の増加を見込んだものの、来客数、買上客数共に前年比マイナスとなっている。一方、客単価は前年を超えている。
,,▲,スーパー（店長）,販売量の動き,・１品単価は上がり、来客数も減っていないが、買上点数は前年比96.4％と大きく減少している。買物に使う金が減っている。
,,▲,スーパー（店長）,販売量の動き,・客の買上率が低下しており、販売量も減っている。
,,▲,スーパー（店長）,来客数の動き,・来客数の減少により売上も落ちている。
,,▲,スーパー（店長）,来客数の動き,・集客対策として価格訴求等の販売促進策を強化したが、価格への慣れ等もあり、直近の来客数はやや低迷している。
,,▲,コンビニ（経営者）,来客数の動き,・週末のイベント時には来客数が大幅に増えるが、平日は徐々に減っている。また、客単価が初めて前年割れしている。
,,▲,コンビニ（経営者）,販売量の動き,・給料は変わっていないのに物価が上昇しており、客の買い控えがみられる。景気は少しずつ悪くなっている。
,,▲,コンビニ（経営者）,来客数の動き,・暖かくなったが、来客数が予想より伸びない。冷やし麺も、最高気温は高くても朝が寒いと全く売れず、売上が上がらない。
,,▲,コンビニ（経営者）,来客数の動き,・来客数、単価、販売量の全てにおいて前年割れの状況である。
,,▲,衣料品専門店（総務担当）,来客数の動き,・売上は前年比99％、客単価は同106％、来客数は同93％である。客単価の上昇は仕入価格の上昇で売価が上がったためである。来客数回復の兆しはない。
,,▲,家電量販店（従業員）,販売量の動き,・エアコン等の夏商材は好調だが、その他の商品は前年割れとなっている。
,,▲,自動車備品販売店（経営者）,販売量の動き,・前月と比べ部品の販売数はある程度出ているものの、単価の低いものが多い。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・来客数が減少しており、販売量も前年比では減少傾向にある。
,,▲,その他小売［ショッピングセンター］（統括）,来客数の動き,・売上は前年比103％、来客数は同101％だが、いずれも３か月前より減少している。ファッションなどの物販の売上は前年比、３か月前比共に減少している。前年まで好調だった他の部門も３か月前より大きく減少している。
,,▲,一般レストラン（経営者）,来客数の動き,・ゴールデンウィーク以降、低調が続いている。特にディナータイムの客足が非常に鈍っており、大変危機感を持っている。
,,▲,一般レストラン（経営者）,来客数の動き,・例年この時期は歓送迎会などもないため、客の動きは悪い。
,,▲,一般レストラン（スタッフ）,来客数の動き,・週末のピーク時も来客数が減っている。席数が半分しか埋まらないことすらある。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・先行予約が少ない。
,,▲,観光型旅館（スタッフ）,販売量の動き,・今月は土曜日より金曜日の宿泊客数が２割ほど多い日が続いている。土曜日は料金が高いことが理由とみている。
,,▲,美容室（経営者）,単価の動き,・客単価は前年比97％である。パーマなどの高額施術は行わず、カットやトリートメント等、ヘアーデザイン維持のメンテナンス施術を行っている。
,,▲,設計事務所（経営者）,競争相手の様子,・官公庁の発注は多いが、応札者側の反応は様々である。仕事量が多い企業は辞退し、少ない企業では競争が激しい。人手不足のため無理に仕事を取りにいかない企業も多い。民間では福祉医療系の補助単価が厳しく、物価高騰により必要に迫られている企業以外は動きが鈍い。工業系や食品系の工場、省エネ建物の建設に関する問合せが多い。
,,×,一般小売店［医薬品］（経営者）,販売量の動き,・６月は大きなイベントと祭りがあり多くの人出があったが、周りのどの店も売上に影響はなかったと聞いている。当店も売上は非常に悪く、前年比では25％も減少している。
,,×,スーパー（経営者）,お客様の様子,・物価が上昇しており、賃上げがあっても実質賃金が上がっていないため、客は商品の値上げに対応できないのが実状である。
,,×,その他専門店［食品］（経営者）,販売量の動き,・物価高の影響か、購買意欲が減退している。
,,×,一般レストラン（経営者）,お客様の様子,・特産品であるさくらんぼの不作の影響か、収穫後の慰労会が開催されそうにない。依然、物価高で遊びに使う金に余裕がない人が多いため、夜の繁華街の景気は悪い。
"企業
動向
関連

(東北)",,◎,農林水産業（従業者）,受注量や販売量の動き,・道の駅に出品しているが、前年以上の売上になっており、売場も盛況である。
,,◎,食料品製造業（製造担当）,受注量や販売量の動き,・イベントや旅行、インバウンド等の客で飲食店はにぎわい、物販の販売も好調である。
,,◎,建設業（従業員）,受注価格や販売価格の動き,・客先の物価高騰への理解が深まり、受注金額が上昇傾向にあるため、適切な利益が得やすい状況である。
,,○,一般機械器具製造業（経営者）,受注量や販売量の動き,・受注量が少しずつ増えている。
,,○,電気機械器具製造業（企画担当）,取引先の様子,・ＤＲＡＭ製造の顧客を中心に、設備開発、設備投資に積極的な姿勢がみられる。
,,○,金融業（広報担当）,取引先の様子,・地域や業種にもよるが、地元企業の投資意欲は総じて回復基調にある。資材価格が高止まりしているなかでも、設備需要に関する情報件数は増加傾向にある。
,,□,食料品製造業（営業担当）,受注量や販売量の動き,・販売量は前年比５％減少が続いており、販売不振に変化はない。
