,,▲,乗用車販売店（従業員）,販売量の動き,・車両の登録台数は計画に近いところまで持ち直している。受注残があるうちは計画を達成できるとみられるが、車両の生産台数が落ち着き始めていることもあって、先行きは厳しくなることが懸念される。
,,▲,住関連専門店（役員）,販売量の動き,・３か月前と比べると、売上の前年比が低下していることから、客の購買意欲が鈍化していることがうかがえる。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・例年よりも暑い日が続いていることもあって、客足が計算できない状況にある。本来であれば、メーカー各社が秋の値上げを発表していることで、駆け込み需要を期待できるタイミングであるが、期待外れの結果となっている。
,,▲,その他専門店［造花］（店長）,お客様の様子,・お盆商戦の客の様子をみると、消耗品の購入が多かったものの、売上は２割減となった。お盆後は、例年需要の落ち込む時期であり、購買客が余り多くみられない。
,,▲,観光型ホテル（経営者）,単価の動き,・国内客については、団体客、個人客のいずれも来客数が伸びておらず、これまで順調に上向いていた客単価も伸びがみられなくなっている。日本銀行の追加利上げ、株価の暴落、物価高が同時に影響したことが要因とみられる。
,,▲,旅行代理店（従業員）,お客様の様子,・物価高、燃料高、円安が続いていることで当地域の経済も停滞が続いている。そのため、法人の旅行需要が低迷している。
,,▲,タクシー運転手,販売量の動き,・地域イベントの期間中は、好調な集客がみられていたが、イベント後の人流は今一つ伸びがみられなかった。月全体での景気はやや悪い状況となっている。
,,▲,通信会社（企画担当）,単価の動き,・通信端末価格が高騰していることで、客の買い控えが一層強まっている。特に中所得者層の落ち込みが顕著である。
,,▲,美容室（経営者）,単価の動き,・物価上昇がいまだに続いていることがマイナスとなっている。値上げによる利用控えもみられる。
,,▲,住宅販売会社（経営者）,販売量の動き,・住宅着工数や建売住宅の在庫の動きがいまだに不調であるなど、住宅マーケットの回復傾向がみられない。金利が上昇局面にあることもマイナスである。
,,▲,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを来訪する客について、購入の意思決定にかかる時間が以前よりも長くなっている。
,,×,一般小売店（経営者）,来客数の動き,・株価が暴落してから、来客数が急激に減っている。当店においては、大きな影響がみられている。
,,×,衣料品専門店（経営者）,それ以外,・円安を背景とした物価高により、客の節約志向が強くなっている。例年よりも暑さの厳しい日が続いていることもマイナスである。この月末の１週間は大型台風の影響でショッピングセンター内の店舗を臨時休業したこともあって、客足が大きく落ち込んでいる。
,,×,衣料品専門店（店長）,来客数の動き,・例年であれば、夏物のバーゲンセールと秋物の新作のどちらかが売れる時期であるが、今年はどちらの商材も買い求める客が極端に減っている。
,,×,タクシー運転手,販売量の動き,・夏の地域イベント開催に伴う人出はそれなりにみられたものの、消費力の弱い子供が中心であったことから、地域経済が活発になるような動きはみられなかった。
"企業
動向
関連

(北海道)",,◎,食料品製造業（従業員）,受注量や販売量の動き,・８月の販売量は前年比プラス27％であった。３か月前の５月の販売量は前年比プラス18％だったことから、景気は良くなっている。
,,○,金融業（従業員）,取引先の様子,・原材料価格上昇の影響は、販売価格への転嫁が進んでいることで縮小傾向にあるが、価格転嫁が十分にできずに収益確保に苦慮している様子もうかがえる。一方、企業の人手不足感は依然として強く、特に有資格者を必要とするような業種では受注機会の損失が生じているなど、業況改善に当たっての妨げとなっている。
,,○,司法書士,受注量や販売量の動き,・企業からの不動産登記の受注量がやや増加している。
,,○,その他サービス業［建設機械リース］（営業担当）,受注価格や販売価格の動き,・建材の高騰、人材不足などの影響により、建設業界全体において価格見直しの動きが徐々に進んでいる。
,,□,農林水産業（経営者）,受注量や販売量の動き,・青果物の端境期に当たるため、景気は変わらない。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・猛暑の影響もあって、販売量が減少している。特に値上げを行った商品の落ち込みが目立っている。
,,□,建設業（従業員）,受注量や販売量の動き,・札幌の再開発が注目されていることもあって、景気が上向きにあるとみられがちだが、再開発は全体の一部である。むしろ設計や施工の人材が集中していることで、他業務の人材不足につながっている面がある。コスト上昇の影響も大きく、計画中止などの動きもみられている。
,,□,建設業（役員）,受注量や販売量の動き,・北海道は今年も猛暑に見舞われているが、今年のような暑さが通常と捉えるようになっており、建設現場での熱中症対策が浸透している。その効果もあって、各工事がフル稼働状態のまま最盛期を迎えており、引き続き順調に推移している。
,,□,輸送業（営業担当）,受注量や販売量の動き,・本州向けの生乳は、消費量が伸びていないことから、相変わらず動きが鈍い。紙パルプは、宮崎県の地震により、生産体制に影響が生じており、減少傾向にある。飼料用のフィッシュミールは、イワシの漁獲が好調なことから、特に九州向けが増加している。農産品関連は、今のところ天候が順調に推移していることから、今後に期待が持てる。これらのことから、全体的な景気は変わらないまま推移している。
,,□,輸送業（支店長）,受注量や販売量の動き,・お盆休みが影響したこともあって、８月の輸送量が想定以上に伸び悩んでいる。また、輸出入貨物の不調も依然として続いている。これらのことから、景気は良い方向には向かっておらず、これまでと変わらない状況にある。
,,□,通信業（営業担当）,取引先の様子,・取引先へのヒアリングから、販売量や販売単価などの動きは引き続きやや良い状況にあり、特段の変化もみられない。当社の状況も同様である。
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・今年当初の見込みよりも売上が増えているが、スポット案件受注の効果とみられる。一方、ベース商材の動きが悪いため、現在の受注状況を考えると、今後の全体的な売上は減ることが懸念される。
,,▲,金属製品製造業（従業員）,受注量や販売量の動き,・新築住宅着工棟数が前年を下回り続けている。回復する見通しもないことから、景気はやや悪くなっている。
,,▲,広告代理店（従業員）,受注価格や販売価格の動き,・広告の受注額が横ばい又は減少傾向で推移している。
,,▲,司法書士,それ以外,・不動産関連の受注量は特に少ないわけでもなく、例年並みで推移しているものの、物価上昇が続いていることがマイナスとなっている。収入が変わらない一方で、物価上昇の影響で支出が増えており、今後も支出が減るような見通しが立たない状況にある。１度値上げするとなかなか値下げを行わない大企業の体質にも問題がある。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,人材派遣会社（社員）,求人数の動き,・８月はお盆明けから企業の問合せが増えている。また、当社がアプローチしている求人企業からの求人獲得も順調に進んでいる。３か月前と比べると、求人数は１割ほど増えている。
,,□,求人情報誌製作会社（編集者）,求職者数の動き,・求職者数は３か月前とほぼ横ばいで推移している。ただし、求職者の年代構成をみると、20代から40代にかけての若年層が減少傾向にあり、ミドルやシニアといった層が増加傾向にある。
,,□,求人情報誌製作会社（編集者）,求職者数の動き,・医療や娯楽業などの一部の業界は求人数を維持しているものの、それ以外の業界の求人数は減少が続いている。一方、求人への反応が良いという声もあちこちから聞こえてくる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・街中で観光客を見ない日はないなど、観光客が増えていることがうかがえるが、関連する業種からの求人数は増えていない。全体的な求人数はほぼ横ばいで推移している。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・人手不足感は強まっているが、求人を出しても応募者が少ないという理由で掲載を見送る企業が多い。
,,□,職業安定所（職員）,求人数の動き,・当地における７月の有効求人倍率は0.80倍であり、３か月前との比較では0.02ポイント下回った。
,,□,職業安定所（職員）,求職者数の動き,・新規求職申込件数は前年から5.7％の減少、月間有効求職者数は前年から7.3％の減少となった。一方、新規求人数は前年から5.2％の減少、月間有効求人数は前年から6.1％の減少となった。求職者数も求人数もほぼ同様の減少幅で推移していることから、景気は大きく変わっていない。
,,□,学校［大学］（就職担当）,雇用形態の様子,・求人はそれなりにあるものの、学生とのマッチングがうまくいっていない。
,,▲,＊,＊,＊
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,一般小売店［医薬品］（経営者）,来客数の動き,・売上は、来客数とともに前月比10％減少しているものの、３か月前よりも良くなっている。
,,◎,都市型ホテル（支配人）,単価の動き,・インバウンドの増加に伴い、高単価商品の需要が高まっている。
,,◎,都市型ホテル（スタッフ）,来客数の動き,・夏祭り開催日の曜日配列は悪かったが稼働は好調だった。また、お盆も９連休の客が多かったからか好調であった。
,,○,一般小売店［酒］（経営者）,販売量の動き,・お盆期間は帰省客や観光客が大幅に増加し、昼夜問わず人流が活発化した。特に観光施設や宿泊施設等への販売量が増えている。
,,○,スーパー（経営者）,単価の動き,・８月は来客数を除き、１品単価、買上点数、客単価が既存店で前年を超えている。夏季ボーナスの増加もあってか売上は悪くない。保存の利く防災対策商品、暑さ対策商品、低単価商品の売行きが良い。一時的かもしれないが、消費が回復傾向にあるようにみえる。
,,○,スーパー（店長）,販売量の動き,・１品単価は前年比103.9％、買上点数は同96.1％となっている。客単価は同99.9％、来客数は同106.7％と、前年より良い売上状況を示している。
,,○,スーパー（店長）,単価の動き,・お盆期間を中心に高単価商品が売れている。
,,○,スーパー（店長）,お客様の様子,・お盆期間の来客数や客単価が前年より増加している。
,,○,スーパー（商品担当）,単価の動き,・買上点数が若干増加し、客単価も回復傾向にある。
,,○,コンビニ（経営者）,それ以外,・夏なので来客数が多い。また、夏祭りの開催により売上もかなり増加している。ただし、人も多く雇ったため利益が出るか不安である。
,,○,コンビニ（店長）,お客様の様子,・お盆期間は人の動きが活発になった。しかし、財布のひもは思ったほど緩くなっていない。
,,○,衣料品専門店（店長）,販売量の動き,・台風の影響で、お盆の時期に外出や帰省を中止し買物をして過ごす人が多くみられた。また、県外からの帰省客の需要もあり、販売量は好調に推移している。
,,○,衣料品専門店（店長）,お客様の様子,・出張や旅行、ビジネス需要が回復している。ふだん着需要も暑さの影響で機能素材を使ったものを中心に盛り上がっている。
,,○,乗用車販売店（従業員）,販売量の動き,・車の販売数が増えている。
,,○,その他専門店［靴］（従業員）,販売量の動き,・気温が上がり、涼を求めてショッピングセンターを訪れる人が増えているため、来客数が増え、販売量が前年より増加している。路面店の単独店舗ではみられない状況である。
,,○,旅行代理店（従業員）,販売量の動き,・紅葉シーズンの東北の宿泊需要が活発である。当市で各種イベントが開催されるため、引き続き当地での販売量は多くなっている。近郊の温泉地も好調が続いている。また、不調だった県内の温泉郷も紅葉需要で受注が増えている。
,,○,旅行代理店（従業員）,販売量の動き,・当社契約施設の販売状況は、年度内売上目標を８％上回っている。
,,○,その他サービス［自動車整備業］（経営者）,販売量の動き,・販売価格の上昇により、売上が増加している。需要も高く、販売量も減らない。好調を維持している。
,,○,設計事務所（経営者）,来客数の動き,・建築コストの上昇や資材調達の遅延、働き方改革による４週８休の導入など、建設業界は厳しい状況下にある。しかし、新規案件の見積依頼などが続いており、市場は景気が良いとみている。
,,□,商店街（代表者）,来客数の動き,・商店街に隣接した大型商業施設のオープンから１か月が経過し、商店街の通行量は３か月前の約1.5倍になっており、活気が戻っている。
,,□,商店街（代表者）,来客数の動き,・暑い日が多いため来客数は少ない。
,,□,一般小売店［医薬品］（経営者）,お客様の様子,・前半は夏祭りがあり非常に多くの人出があった。また、お盆期間中も旅行客が街にあふれ、売上も前年を超えた。しかし、お盆を過ぎると、２度の台風の影響もあり人出がなくなったため、売上が下がっている。
,,□,一般小売店［医薬品］（経営者）,単価の動き,・来客数は例年並みだが売上は振るわず、客単価が落ちている。店頭の忙しさは変わらないものの売上につながっていない。客は財布のひもを締めている。
,,□,一般小売店［寝具］（経営者）,販売量の動き,・相変わらず商品に動きはない。
,,□,一般小売店［雑貨］（経営者）,販売量の動き,・販売量はお盆までは好調に推移していたが、お盆を過ぎてからは大きく落ち込んでいる。また、熱中症アラートが発表されると不要不急の外出が控えられるため、中心客層である高齢者の客足が止まる。今月は年金支給日があったが、販売を押し上げる要因にはなっていない。
,,□,百貨店（経営者）,販売量の動き,・物価の上昇により食料品の購入客数は減少しているが、化粧品や衣料品などは固定客が多いため堅調に推移している。食料品のマイナス分を高額商品の売上でカバーしている状況は変わらない。
,,□,百貨店（催事担当）,来客数の動き,・今年度に入り来客数が増加傾向にある。改装や催事強化の効果が現れている。
,,□,百貨店（従業員）,お客様の様子,・お中元やお盆、土産関連などのギフトアイテムは好調に推移したものの、物価高の影響もあり、生鮮食品を中心に全体的には必要最低限の購買行動になっている。
,,□,スーパー（店長）,来客数の動き,・来客数は減っているが、値上げにより客単価が上がり、売上は何とか前年並みで推移している。
,,□,スーパー（店長）,来客数の動き,・来客数は変わっていない。ただし、長期的には微減傾向にある。
,,□,スーパー（企画担当）,販売量の動き,・ここ１か月、米不足の影響で、米の販売量増加が売上を押し上げているが、一時的なものとみている。
,,□,スーパー（企画担当）,お客様の様子,・客単価が前年を下回っており、お盆の総菜も１品単価は前年を下回っている。また、特売品や値下品を目当てに来店する客が更に増えている。客は吟味して買物をしている。
,,□,スーパー（営業担当）,来客数の動き,・売上は前年を超えているが、来客数は98.3％と前年割れが続いている。米不足により米の売上が異常値となっており客単価は上昇している。しかし、買上点数は前年比98.8％と客の購買は慎重である。
,,□,コンビニ（経営者）,来客数の動き,・夕方の時間帯に雷雨が多かったため、来客数が少なくなっている。
,,□,コンビニ（経営者）,来客数の動き,・来客数はほぼ横ばいであり、景気は変わらない。
,,□,コンビニ（店長）,単価の動き,・低単価商品の販売が中心になっている。
,,□,衣料品専門店（経営者）,お客様の様子,・値上げを前に作業服等の注文が増加している。また、夏祭り期間の県産品の売上も好調であった。
,,□,衣料品専門店（総務担当）,お客様の様子,・処分価格での販売等により来客数が増加したため、今月の売上は予算達成の見込みである。ただし、客単価は下がっている。また、レジャー関連用商品が不振である。
,,□,家電量販店（従業員）,販売量の動き,・エアコン等夏物商材のピークが過ぎたことと、需要の前倒しがあったことが影響し、今月は販売量が前年割れしている。また、白物家電は前年並みだがテレビが良くない。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量は例年の８月と比べると悪くなく、用品や１台当たりの粗利も変わらない。
,,□,乗用車販売店（従業員）,販売量の動き,・メーカーからの配車量が若干増えている。一方で受注量は伸び悩んでいる。
,,□,乗用車販売店（店長）,お客様の様子,・為替レートの関係で、輸入車部門の売上が前年比６割とかなり厳しい状況である。特に車両販売の落ち込みが大きく、代替希望があっても購入を控えるケースが発生している。
,,□,住関連専門店（経営者）,販売量の動き,・受注生産をしているが販売量は変わらない。
,,□,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・サービス業の制服については、観光地でインバウンドが多少みられ景気が良くなっているものの、需要につながっていない。また、作業服の業界では空調服の売行きが良いというが、当社では納入実績に結び付いていない。期待していた夏物の販売も非常に低迷している。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・夏休みなどもあり燃料油需要の回復を期待していたものの、前年と同水準の実績にとどまっている。販売価格の高値が続いており、車両移動は増加していない。
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・全館レジ通過客数は前年比100％と前年を何とか維持している。夏祭りの来場者数が伸び悩んだことや、お盆期間に台風接近が続いたことが影響している。また、当地名物の飲食店や土産物店も軒並み苦戦している。
,,□,高級レストラン（支配人）,来客数の動き,・来客数は減少傾向にあるが、単価は良いため、トータルではいつもの月と変わらない状況である。
,,□,一般レストラン（経営者）,来客数の動き,・人出はみられるようになったが、台風の接近など悪天候で外に出たくても出られないことが続いている。
,,□,一般レストラン（スタッフ）,来客数の動き,・来客数は前年比103％である。
,,□,観光型ホテル（スタッフ）,それ以外,・夏休みの影響で営業は順調だが、物価高の影響で経費削減の締め付けは厳しい。
,,□,観光型ホテル（スタッフ）,来客数の動き,・来客数は依然少ない。
,,□,観光型旅館（経営者）,来客数の動き,・極端に悪いことはないが、物価高の影響か消費にメリハリがみられる。
,,□,タクシー運転手,お客様の様子,・猛暑による利用客に加え、夏休みやお盆の帰省客、夏祭りやイベントに来る人のタクシー利用が多くなっている。
,,□,通信会社（経営者）,お客様の様子,・放送サービスは、夏祭りの生中継などで加入者数を伸ばしており、解約者数は少ない。通信サービスは、解約者数は増加していないものの、新規加入者数は伸び悩んでいる。大手競合会社のキャンペーンなどに新規顧客が奪い取られている。
,,□,通信会社（営業担当）,お客様の様子,・客の設備投資意欲に変化がみられない。
,,□,通信会社（営業担当）,お客様の様子,・業種別に様々な動きはあるが、総じて変わらない。
,,□,通信会社（営業担当）,お客様の様子,・必要最低限のものしか売れない。
,,□,美容室（経営者）,来客数の動き,・来客数は前年比96％で推移している。
,,□,美容室（経営者）,お客様の様子,・お盆にどこにも出掛けないという客が意外に多かった。
,,□,美容室（経営者）,お客様の様子,・何もかも値上がりしているため、客も消費を控えている。
,,□,その他サービス［寮管理］（管理人）,お客様の様子,・物価高にも慣れ、節約の意識も定着している。
,,□,住宅販売会社（経営者）,販売量の動き,・戸建て住宅は価格の安い企画住宅が主であり、注文住宅の受注は少ない。
,,□,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・来場者組数の動向は前月と変わらない。
,,▲,商店街（代表者）,競争相手の様子,・閉店する飲食店が周辺でかなり増えており、景気はかなり悪くなっている。
,,▲,百貨店（企画担当）,来客数の動き,・７月後半から新型コロナウイルス感染症の感染拡大が続いている。６月には前年を超えた来客数が減少傾向となり、今月は前年比91％となっている。
,,▲,コンビニ（経営者）,来客数の動き,・夏休みシーズンに入り各種イベントもあったが、来客数は前年より減少し、売上も減少している。
,,▲,コンビニ（経営者）,販売量の動き,・客単価は前年比101％、来客数は同96％であり、買上点数は上がっていない。おにぎりやパンなどについては値引きされた商品を購入する客が多く、廃棄商品は少なくなるが利益は上がらない。
,,▲,コンビニ（経営者）,来客数の動き,・来客数、客単価、販売量は３か月連続で前年割れしている。商品の値上げにより買上点数が減少しているとみている。
,,▲,コンビニ（エリア担当）,来客数の動き,・盛夏時期の来客を期待したが、天候不順や台風の影響により、来客数が減少している。
,,▲,コンビニ（エリア担当）,来客数の動き,・せっかくの夏休みも、豪雨や台風などの悪天候で外出する機会が減っており、天候が回復しても猛暑で外出を控えている。週末等の人出も悪くなっている。
,,▲,コンビニ（エリア担当）,来客数の動き,・降水量が前年より多くなっていることと、人が動くお盆期間に台風があったことにより、来客数が例年より少なくなっている。
,,▲,衣料品専門店（経営者）,お客様の様子,・商品の値上がりが、購入決定のマイナス要素になっている。
,,▲,家電量販店（従業員）,来客数の動き,・気温が高い日が続き、夏物の処分セールで季節商材はにぎわっているものの、本来この時期に売れる冷蔵庫や調理家電の動きが停滞している。家電量販店以外にも客が分散する傾向があり、来客数が減っている。
,,▲,乗用車販売店（従業員）,販売量の動き,・オーダーストップしている車はないが、新車の受注量がなかなか伸びない。
,,▲,住関連専門店（インテリアコーディネーター）,単価の動き,・全ての物が値上がりしている。
,,▲,その他専門店［酒］（経営者）,販売量の動き,・帰省シーズンに台風が接近したこともあり、全体的に動きが鈍い。飲食店は人手不足ながらも一定の売上はあったが、一般需要は動きがない。
,,▲,一般レストラン（経営者）,来客数の動き,・インバウンド需要が高まっていると聞くが当店では実感がない。常連客の来店頻度も下がっている。
,,▲,一般レストラン（経営者）,競争相手の様子,・例年、お盆休み明けは来客数が少ないが、今年は前年よりも少し悪い。同業者も予約数、来客数が少ないと言っている。
,,▲,旅行代理店（従業員）,販売量の動き,・秋の行楽シーズンの販売量は前年並みで推移しているものの、物価高が収益を圧迫している。
,,▲,旅行代理店（従業員）,お客様の様子,・大型台風の接近と夏の旅行シーズンが重なり、売上に影響が出ている。旅行に行こうというマインドが低くなっている。
,,▲,テーマパーク（職員）,販売量の動き,・販売量は減少傾向で、低価格帯のものに集中している。
,,▲,競艇場（職員）,来客数の動き,・客単価は下がっていないが、来客数が減少しているため売上が悪い。イベントを実施してもそのときだけで、再来場に結び付かない。
,,▲,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器はエアコン工事の問合せのピークを越えている。省エネ型給湯器工事はお盆期間と重なり先送りとなっている。リフォームは猛暑の影響で工事の先送りが増え、大型の増改築工事は減っている。
,,×,スーパー（経営者）,お客様の様子,・物価が高くなり、消費者はとにかく金を使わない。夕方の値引きの時間を目指して来店する客が増加している。
,,×,衣料品専門店（経営者）,お客様の様子,・毎日暑いが、夏物は購入済みの客が多く、それほど売れない。お盆もあり、来客数は少ない。
,,×,衣料品専門店（店長）,来客数の動き,・猛暑にもかかわらず、夏物商材が目的の客が大幅に減少している。
