,,□,観光名所（役員）,・９月の大型連休の観光入込は予想以上に順調であったものの、10月以降の予約状況等は今一つである。また、外国人観光客についても上向く兆しが見えないことから、今後も厳しい状況が続く。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,観光期も終わり、今後利用者が大幅に増加する見込みはない。
,,▲,商店街（代表者）,ややデフレの傾向にあり、この影響が来月以降、徐々に出てくる。
,,▲,スーパー（企画担当）,・年末年始にかけての先行きの消費行動は予測しづらい面もあるが、新型インフルエンザの流行に伴って、大型商業施設での買物を手控える動きが出てくることなどが懸念される。
,,▲,スーパー（役員）,・冬のボーナスの増額が期待できないため、客の消費動向も良くはならない。
,,▲,コンビニ（エリア担当）,・価格の安い商品へのシフトが続いており、今後、その傾向が強まることはあっても、弱くはならない。
,,▲,高級レストラン（経営者）,８月の最盛期が終わり、９月に入り売上が落ち込んでいるため、今後はやや悪くなる。
,,▲,観光型ホテル（経営者）,・秋の恒例の旅行会を新型インフルエンザの影響で中止にする企業も多く、今後のマスコミの報道に旅行客が大きく左右される。新型インフルエンザの終息と個人所得の増加が見込まれない限り、回復の見込みは無く、厳しい状況が長引く。
,,▲,観光型ホテル（経営者）,・例年であれば、正月の予約が入り始めている時期であるが、今年は個人客の動きが鈍い。また、地方の航空路線が縮小傾向にあることから、今後、本州方面からの団体客の減少が懸念される。
,,▲,旅行代理店（従業員）,・新型インフルエンザのワクチンの対応の悪さもあり、先行受注は前年の80％にとどまっていることから、今後についてはやや悪くなる。
,,▲,旅行代理店（従業員）,・悪い状態が恒常化している。２～３か月先の先行受注状況は、国内旅行で前年の約70％、海外旅行で前年の約80％となっており、今後については、やや悪くなりつつある。また、販売単価も国内旅行で前年を２～３％、海外旅行で前年を５～６％下回っている。レギュラー商品がなかなか売れないため、廉価版の商品を追加して不足分を補おうとしているが、廉価商品しか売れず、悪循環となっている。
,,▲,旅行代理店（従業員）,・円高の効果により、海外旅行の需要が増加することを期待しているが、新型インフルエンザの流行に伴いコンベンションや文化イベント、スポーツ大会、修学旅行等の延期や中止が懸念される。また、直前取消の際の交渉によっては、費用を負担するようなケースが出てくる。
,,▲,通信会社（企画担当）,・政権交代にともなう公共投資等への予算削減により、企業の景気が後退することになるため、今後についてはやや悪くなる。
,,▲,観光名所（職員）,・10月以降の新型インフルエンザの影響が懸念されること、台湾や韓国などの海外旅行客の減少がみられることなどから、今後についてはやや悪くなる。
,,▲,美容室（経営者）,・新政権の具体的な政策がはっきりとしないため、これからの世の中に対する不安感が出てきている。家計の支出を抑える雰囲気が感じられるため、今後についてはやや悪くなる。
,,×,＊,＊
"企業
動向
関連

(北海道)",,◎,－,－
,,○,家具製造業（経営者）,・景気の底打ち感を受け、高額所得者層の購買意欲が高まりつつあることから、今後についてはやや良くなる。
,,□,食料品製造業（役員）,・受注増につながるような案件が見当たらないため、今後についても変わらない。
,,□,建設業（経営者）,・政権交代により、公共工事については補正予算の執行が不透明であり、先の見通しが立たない。民間工事については、相変わらず引き合いも少なく単価の面でも非常に厳しい。
,,□,輸送業（営業担当）,"・10月から生乳の買取価格が１キログラム当たり２円40銭下がるものの、飼料製品価格が１トン当たり1,500円下がるなど、酪農家にとっての好材料があることから、今後の出荷量が増加する。"
,,□,金融業（企画担当）,・景気対策の効果で土木建設業では持ち直しの動きが続くほか、家電量販店や自動車販売店でも、年内はエコポイント制度やエコカー減税などの効果が持続する。しかし、雇用環境や所得環境は厳しさを増しているため、個人消費などは弱含みでの推移となる。また、新型インフルエンザの流行も予想される。総じて、景気は横ばいでの推移となる。
,,□,司法書士,・土地の価格が安定しないため、売主側が売買取引に消極的である。また、土地の売買取引は建物の建築数と比例していることから、今後についても変わらないまま推移する。
,,□,司法書士,・新政権の景気対策が不明確なことから、様子見の客が多くなり、今後についても変わらないまま推移する。
,,□,その他サービス業［ソフトウェア開発］（経営者）,・多少良くなりそうな気配があったが、政権が変わったことで予算の執行が遅れるような話もあるため、どうなるか見当が付かない。
,,▲,その他サービス業［建設機械リース］（支店長）,・公共工事が更に減ることが懸念されるため、今後についてはやや悪くなる。
,,▲,その他サービス業［建設機械レンタル］（総務担当）,・新政権が公共事業の削減を掲げていることから、受注額の減少が懸念される。
,,▲,その他非製造業［鋼材卸売］（役員）,・政権交代の影響で関連する入札物件の停止が数件起きている。個々の影響は少ないが、今後、どのような影響が出てくるのか不安な面がある。
,,×,建設業（従業員）,・政権交代にともない補正予算が見直されていることから、今後、公共事業が縮減する。前政権で推進していた公共施設の耐震化事業も雲行きが怪しくなっている。箱物の建設も皆無となることが懸念され、建設業で倒産が相次ぐ恐れがある。
,,×,通信業（営業担当）,・新政権の誕生により、構造的に官需要に依存する面が大きい道内の景況感は下降線をたどることになる。
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・製造業関連の求人が増加しつつあることから、今後についてはやや良くなる。
,,□,人材派遣会社（社員）,・企業業績回復の見通しが立たないなか、人材派遣や中途採用の動きは鈍いものとなっており、現時点と大きく変わる要素が見当たらない。年末のパート需要も前年に比べて弱含みである。
,,□,人材派遣会社（社員）,・事務系派遣の求人が落ち込んでいる一方で、コールセンターの求人にはまだ動きがみられていたが、その採用も段々と少なくなっていることから、今後についても厳しいまま変わらない。
,,□,求人情報誌製作会社（編集者）,・求人広告の業種、職種別に若干の増減はあるものの、全体としては現状のまま推移する。
,,□,新聞社［求人広告］（担当者）,・これまでは、地域特性として農業の繁忙期には加工工場などでの派遣募集広告が底堅くあったが、今年はそうした動きも減少傾向にあり、数か月先の好転材料が見当たらない。
,,□,職業安定所（職員）,・企業は受注減に悩んでおり、求人数の回復にはまだ時間がかかる。
,,□,職業安定所（職員）,・雇用保険資格喪失者数のうち、事業主都合離職が前年から20.7％増加し、13か月連続での増加となっていることから、今後も厳しいまま変わらない。
,,□,職業安定所（職員）,・雇用環境に明確な回復の兆しがなく、経済全体の自律回復にも時間がかかりそうである。また、政権交代の直後であり、今後の経済対策の効果に具体的な予測が立たないため、今後についても厳しいまま変わらない。
,,□,学校［大学］（就職担当）,・良くなるような要素、指標がないことから、雇用環境は横ばいで推移する。2011年卒業生の就職支援を学内でスタートしているが、この先も不確実性が一段と高まることを想定した学生指導を行っている。
,,▲,＊,＊
,,×,－,－
,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,－,－
,,○,商店街（代表者）,・閉店してシャッターの降りている店舗の改装や開店が続いており、商店街への来客数増加に期待している。
,,○,百貨店（企画担当）,・前年は厳しい水準であり、今後の景気は前年を上回って推移する。
,,○,百貨店（販促担当）,・特選ブランドや高額品の売上は低迷しているが、値下げ商品を買い求めるために来客数が増加する。
,,○,スーパー（営業担当）,・製造業の稼動率が回復しており、雇用環境や個人所得の回復が期待できる。
,,○,家電量販店（店長）,・省エネ家電のエコポイント制度の効果により、今後も売上が増加する。
,,○,乗用車販売店（経営者）,・環境対応車への減税や補助金の効果や新型車の発表、さらに新政権の高速道路政策への期待から、年内は販売台数が前年を上回って推移する。
,,○,高級レストラン（支配人）,・法人の利用申込が増加するにつれて、今後は個人客が増加する。
,,○,一般レストラン（経営者）,・来客数の回復傾向が続き、最悪の状態からの脱出に期待できる。
,,○,一般レストラン（スタッフ）,・前年に比べて来客数、売上共に増加傾向が続く。
,,○,観光名所（職員）,・週末や休日は高速道路料金引下げの効果があり、今後も個人乗船客の増加が見込まれる。
,,□,商店街（代表者）,・新政権による安定を望んでいるものの、失業率や雇用の先行きに不安があり、今後も消費マインドの低迷は続く。
,,□,商店街（代表者）,・商工会議所がプレミアム付商品券を発売したため、消費の喚起に期待している。
,,□,一般小売店［酒］（経営者）,・タスポ効果が一巡して、売上は底の状況で推移していることから、今後は回復を期待する。
,,□,一般小売店［医薬品］（経営者）,・県知事選挙後の状況変化は予想できないが、現在の厳しい状況は当分続く。
,,□,一般小売店［医薬品］（経営者）,・新型インフルエンザ関連商品などの売上は期待できるが、その他の商品は売上が低迷し、景気回復の兆しは見当たらない。
,,□,百貨店（売場主任）,・暖冬傾向が予想され、冬物衣料は売上が低迷する。
,,□,百貨店（経営者）,・衣料品部門の売上は前年並みで推移するが、高価格商品の売上は今後も厳しい状況が続く。
,,□,百貨店（経営者）,・景気対策の効果はあるものの、冬のボーナスの増額は期待できないため、当分消費マインドが低迷する。
,,□,スーパー（店長）,・来客数、１品単価共に今後も低迷する。
,,□,スーパー（店長）,・消費者の財布のひもは固くなっており、来客数、客単価、売上共に今後も低迷が続く。
,,□,スーパー（店長）,・消費者の低価格志向が強まっており、当分厳しい状況が続く。
,,□,スーパー（店長）,・競合店の状況も変わらず、景気回復の材料も見当たらず、現状からの回復は当分難しい。
,,□,スーパー（店長）,・競合店の新規出店により、価格競争が激しさを増す。
,,□,スーパー（店長）,・総選挙は終わったが、景気が良くなる要因がみられず、今後も厳しい状況は続く。
,,□,衣料品専門店（経営者）,・話題となる商品もなく、景気回復の兆しがみられない。
,,□,衣料品専門店（経営者）,・景気の低迷は続き、小売業は今後も厳しい状況が続く。新政権の景気対策に期待したい。
,,□,衣料品専門店（店長）,・ビジネススーツやカジュアル衣料は景気に左右されるため、今後も売上は安定しない。
,,□,衣料品専門店（総務担当）,・消費者は必要な物だけを購入しており、今後も買上点数、客単価共に低迷が続く。
,,□,家電量販店（店長）,・消費者は買物に慎重で、必要な商品以外は購入しない傾向がしばらく続く。
,,□,乗用車販売店（経営者）,・環境対応車への減税や補助金を利用する客の受注がしばらく続き、年内の売上は前前年並み水準で推移する。
,,□,乗用車販売店（経営者）,・燃料灯油価格の上昇や先行きの不安により、消費マインドの停滞が続く。新政権による中小企業対策に期待したい。
,,□,乗用車販売店（経営者）,・環境対応車への減税や補助金の効果で、年末まで新車販売台数が好調に推移する。
,,□,乗用車販売店（従業員）,・景気が悪くて自動車の販売台数は低迷しているが、環境対応車への減税や補助金を利用する買換え需要は当分続く。
,,□,住関連専門店（経営者）,・新政権の景気対策は不透明で、地方経済の低迷は続く。
,,□,住関連専門店（経営者）,・所得の減少を理由に、アルバイトやパートを探す人が増加しており、消費の回復には当分時間がかかる。
,,□,その他専門店［呉服］（経営者）,・依然として消費者の財布のひもは固く、生活必需品ではない呉服の売上は今後も低迷が続く。
,,□,その他専門店［酒］（経営者）,・先行きへの不安や冬に備え、消費者の生活防衛志向が強まり、財布のひもは固くなる。
,,□,その他専門店［食品］（経営者）,・９月の大型連休の効果が続き、本格的な観光シーズンも来客数の増加が期待できる。
,,□,その他専門店［酒］（営業担当）,・景況回復の兆しはみられず、消費者の動向も現状維持が続く。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・暖冬が予想され、暖房需要の商戦は苦戦するため、今後も売上は厳しい状況が続く。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・販売量は変わらないが、利幅が縮小しており、厳しい経営は今後も続く。暫定税率など新政権の政策は先行きに不安がある。
,,□,一般レストラン（経営者）,・来月に知事選が予定されており、出控えによる来客数の低迷が予想される。
,,□,スナック（経営者）,・景気の悪化により来客数、売上共に今後も低迷する。
,,□,その他飲食［弁当］（スタッフ）,・低価の弁当は売れる傾向にあるが、利益が少ないため収益の改善にはつながらない。
,,□,観光型ホテル（経営者）,・遠方からの予約客は増加しているものの、地元の利用客が減少しており、売上は前年を下回る見込みである。
,,□,観光型ホテル（スタッフ）,・法人客の予約は低迷しているものの、観光シーズンの予約は前年並みに入っている。
,,□,観光型旅館（経営者）,・紅葉シーズンの予約は前年並みで推移する。
,,□,都市型ホテル（スタッフ）,・新政権の政策実行には時間がかかり、消費者は低迷している景気に不安があるため、今後も消費マインドは低迷する。
,,□,都市型ホテル（スタッフ）,・法人客の予約が減少しており、厳しい売上が続く。
,,□,タクシー運転手,・景気回復の兆しはみられない。
,,□,タクシー運転手,・求職者の増加傾向が続き、今後も個人消費は低迷する。
,,□,通信会社（営業担当）,・企業は経費削減を強化しており、消費の回復には時間がかかる。
,,□,美容室（経営者）,・新政権の政策実施には時間がかかり、景気の先行きが不透明なため、消費者の買い控えが続く。
,,□,美容室（経営者）,・消費マインドの回復には時間がかかり、美容業界の厳しい状況は当分続く。
,,□,設計事務所（経営者）,・公共事業が動きだして、設計業務の受注増加を期待する。
,,▲,商店街（代表者）,・景気回復の要因はみあたらず、消費者の低価格志向が強まる。
,,▲,一般小売店［茶］（経営者）,・日帰りの観光客は増加しているものの、宿泊客が減少しているため、売上の減少が懸念される。
,,▲,一般小売店［書籍］（経営者）,・政権交代後の社会不安により、消費マインドが低迷するため、消費者の低価格志向が強まる。
,,▲,一般小売店［医薬品］（経営者）,・経済の国際化、政権交代による輸出競争力の弱体化、財政悪化による景気対策縮小など、地方景気に明るい材料はみられない。
,,▲,一般小売店［雑貨］（企画担当）,・夏のボーナス同様に冬も減額が予想され、個人消費は今後も低迷する。
,,▲,百貨店（経営者）,・所得水準の低迷や新型インフルエンザ流行の懸念から、消費マインドは低下する。
,,▲,百貨店（売場担当）,・財布のひもは固く、防寒アイテムは持っているもので済ませるため、冬物においても買い控えが続く。
,,▲,スーパー（経営者）,・一部工場では稼動率が改善しているものの、多くの工場は低操業が続き、ハローワークへの求職者が増加する。今後も個人所得の減少により、一段と消費者の低価格志向が強まる。
,,▲,スーパー（総務担当）,・公共工事の効果には時間がかかり、消費マインドの冷え込みにより、景気は当分厳しい状況が続く。
,,▲,コンビニ（経営者）,・周囲の企業で事務所移転の計画があり、来客数の減少が懸念される。
,,▲,コンビニ（経営者）,・失業者の増加により、消費支出の減少が続き、今後売上の落ち込みが予想される。
,,▲,コンビニ（エリア担当）,・最盛期の夏以降は季節的にも売上が低迷し、景気の悪化による来客数の減少が懸念される。新型インフルエンザの流行など、景気回復の材料はみあたらない。
,,▲,コンビニ（店長）,・新政権への期待と不安が消費マインドの向上につながらず、今後も消費の低迷が続く。
,,▲,衣料品専門店（経営者）,・新型インフルエンザの流行により、消費者の出控えが続き、売上は減少する。
,,▲,衣料品専門店（店長）,・光熱費などの出費が優先されるため、衣料品の売上は低迷する。
,,▲,衣料品専門店（店長）,・量販店などで扱う低価格なスーツの品ぞろえが増えており、小規模店は来客数の減少が予想される。
,,▲,家電量販店（店長）,・企業の上期決算の状況が悪く、冬のボーナスも減額が予想されるため、今後も消費の低迷が続く。
,,▲,住関連専門店（経営者）,・新政権による政策が落ち着くまで、消費マインドは低迷する。
,,▲,その他専門店［パソコン］（経営者）,・消費者の財布のひもは固くなっており、地方では景気回復に時間がかかる。
,,▲,一般レストラン（支配人）,・新型インフルエンザ流行の影響により、今後は来客数の減少が懸念される。
,,▲,都市型ホテル（経営者）,・予約状況は各部門とも前年を下回っており、新型インフルエンザの流行による来客数の落ち込みが懸念される。
,,▲,都市型ホテル（スタッフ）,・新型インフルエンザの流行が懸念されるため、売上は厳しい状況が続く。
,,▲,旅行代理店（店長）,・新型インフルエンザ流行の兆しがみられ、また家庭ではレジャー支出を削減するため、旅行の予約状況は国内、海外共に前年を下回る見込みである。
,,▲,遊園地（経営者）,・従業員の家族などで新型インフルエンザ患者が発生しており、冬にかけての流行が懸念される。
,,▲,その他サービス［自動車整備業］（経営者）,・燃料や原材料の価格が再び上昇しており、一層の深刻な状況が予想される。
,,×,スーパー（経営者）,・円高など景気の不安材料が影響して、小売業界では１品価格の下落が懸念される。
,,×,スーパー（経営者）,・新政権の景気対策は不透明であり、公共投資の見直しなどで地元の建設業界は停滞が予想される。また新型インフルエンザの流行により、生活防衛型消費が強まる。
,,×,衣料品専門店（経営者）,・受注生産の予約は低迷しており、当分回復が見込めない。
,,×,衣料品専門店（店長）,・上期決算の悪化により、冬のボーナスなど個人所得が減少し、個人消費の落ち込みが予想される。
,,×,旅行代理店（従業員）,・新型インフルエンザの流行により、旅行申込の減少が懸念される。
,,×,タクシー運転手,・平日の昼間、40～50代で仕事に就いていない人を街角で多く見かけるようになり、今後も労働環境は悪化が予想される。
,,×,住宅販売会社（従業員）,・高齢者宅のリフォーム件数は増えているものの、新築の受注は今後も低迷が続く。
"企業
動向
関連

(東北)",,◎,－,－
,,○,食料品製造業（経営者）,・行楽期や年末にかけて、高速道路料金引下げの効果が続き、今後も販売量の増加に期待できる。
,,○,輸送業（経営者）,・一部の得意先では、製品の受注回復の情報がある。
,,○,広告業協会（役員）,・ショッピングセンターの新規出店のほか、明るさのみえる自動車販売店や不動産業による、広告の受注は増加する。
,,○,広告代理店（経営者）,・前年末から広告予算は引き締められているが、今後は受注の増加が見込まれる。
,,□,農林水産業（従業者）,・りんごの作柄が順調であり、今後も前年並みの売上が期待できる。
,,□,食料品製造業（経営者）,・平日の売上は低迷しており、今後も売上の厳しい状況が続く。
,,□,食料品製造業（総務担当）,・家庭での消費量は前年並みで推移するが、原料資材の値上がりにより、今後は収益が悪化する。
,,□,電気機械器具製造業（営業担当）,・一部企業では底打ちという話も聞くが、中小企業の回復には時間がかかる。
,,□,建設業（経営者）,・今後はリフォームや新築工事の受注が少なく、厳しい状況は続く。
,,□,建設業（企画担当）,・今後も設備投資を控える状況がしばらく続く。
,,□,通信業（営業担当）,・相変わらず得意先との契約維持は厳しい状況で、今後も明るい兆しはみあたらない。
,,□,金融業（広報担当）,・改善の傾向にはあるが、一部企業の微弱な動きにとどまっており、全体をけん引する動きにはほど遠い状況である。
,,□,経営コンサルタント,・県知事選挙後も先行きは不透明である。
,,□,司法書士,・不動産取引が減少しており、今後も登記の依頼は低調に推移する。
,,□,公認会計士,・得意先の業績は前年に比べて売上が低迷しており、今後も厳しい状況は続く。
,,□,その他非製造業［飲食料品卸売業］（経営者）,・働き盛りの世代は、特に生活に余裕がなく、景気や生活の先行きに不安があるため、今後も消費の低迷が続く。
,,□,その他企業［管理業］（従業員）,・大量に発生する失業者は再就職先を見つけられず、景気の低迷は当分続く。
,,□,金属工業協同組合（職員）,・今後は納期やコストダウンの要請が更に厳しくなるとともに、受注量の減少が予想される。
,,▲,出版・印刷・同関連産業（経理担当）,・失業率の悪化と個人消費の低迷により、景気の落ち込みが予想される。
,,▲,一般機械器具製造業（経理担当）,・円高が進行し、また環境対応車特需の反動減が予想され、自動車部品の受注は減少する。
,,▲,電気機械器具製造業（企画担当）,・売上の半分は輸出製品が占めており、今後も円高が進めば売上の悪化が予想される。
,,▲,建設業（従業員）,・公共事業の今後の方針が決まるまで、様子見の状況が続く。
,,▲,新聞販売店［広告］（店主）,・購読部数、チラシ折込件数共に減少傾向が続いており、底が見えない状況である。
,,▲,その他非製造業［飲食料品卸売業］（経営者）,・繁忙期の年末にかけて飲食店の不振が予想され、売上は悪化する。
,,×,コピーサービス業（経営者）,・総選挙後、自治体や民間からの受注が停止しており、売上は落ち込む。
,,×,その他企業［企画業］（経営者）,・新政権の住宅や環境に関する政策が不透明なことから、得意先住宅会社の受注は停滞する。
"雇用
関連

(東北)",,◎,－,－
,,○,新聞社［求人広告］（担当者）,・県知事選挙後は、大規模工場の移転が本格化するなど、求人広告の増加が期待できる。
,,○,職業安定所（職員）,・今後も求人数は少ないものの、雇用調整や解雇者は減少する傾向にある。
,,□,人材派遣会社（社員）,・得意先は規模の縮小が相次いでおり、今後も派遣求人数は増加する要因が見られない。
,,□,人材派遣会社（社員）,・地方の支店などを閉鎖する企業は今後も続く。
,,□,人材派遣会社（社員）,・今後も派遣求人数の低迷は続き、新たな産業などの雇用創出に期待する。
,,□,新聞社［求人広告］（担当者）,・一部業種で求人数を増やしているが、今後も求人数の低迷は続く。
,,□,職業安定所（職員）,・日々の求人件数が回復傾向にあるものの、今後の回復を示す確かな情報はない。
,,□,職業安定所（職員）,・有効求人倍率は底を打って回復傾向にあるものの、有効求人数は依然として減少傾向が続いており、今後も予断を許さない状況が続く。
,,□,職業安定所（職員）,・生産の回復している企業もあるが、円高傾向など先行きは不透明であり、雇用においては厳しい状況が続く。
,,□,職業安定所（職員）,・今後も企業整備の相談があり、求人数の増加する要因がみあたらない。
,,□,職業安定所（職員）,・今後、新たにワークシェアに取組む企業の増加は見込めない。
,,□,職業安定所（職員）,・新規求人数に増加の動きはあるものの、依然として前年を下回っており、新たに雇用調整を実施する企業からの相談も続いている。
,,▲,アウトソーシング企業（社員）,・自治体からの業務の受注は、今後も低迷が続く。
,,▲,職業安定所（職員）,・製造業の生産は低調で、雇用調整を実施する事業所が増加傾向にあるため、今後も景気回復の兆しはみられない。
,,×,人材派遣会社（社員）,・人材派遣の規制が強化され、今後人材派遣の求人が減少する。
,,×,新聞社［求人広告］（担当者）,・新型インフルエンザの流行の懸念があり、景気は更に悪化する。
,,,,
　３．北関東（地域別調査機関：（株）日本経済研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北関東)",,◎,＊,＊
,,○,一般小売店［家電］（経営者）,・地上デジタル放送の盛り上がりで、テレビ等の動きが良くなっている。さらに、エコポイント効果も徐々に上がってきている。
,,○,百貨店（販売促進担当）,・前年９月のリーマンショック以来の大変な消費の冷え込み時期に比べれば、マインド的に客は少なからず新しい商品を求める傾向にある。今後はアパレルを中心に春夏のような底を脱した感があるので、店頭での売上向上に期待が出来る。
,,○,スーパー（統括）,・食品の単価は更に下がるものの、来客数、点数が徐々に戻り始めてきており、年末に向けて多少明るい兆しが見え始めてきている。
,,○,コンビニ（経営者）,・これから暮れの商戦が始まるので売上が少し伸びる。
,,○,コンビニ（経営者）,・年末商戦が始まること、競合店のリニュアールオープンが12月ごろと聞いているので、それまでは良くなる。
,,○,家電量販店（店長）,・年末年始に向けて、エコポイントによる購買の動機付けがこのまま作用すれば、景気は期待出来る。
,,○,旅行代理店（従業員）,・これ以上景気が悪化することはない。新しく政権も変わったので、景気に対する期待感がバックアップをして、旅行需要もどんどん喚起されてくるのではないかと思われる。
,,○,その他レジャー施設［アミューズメント］（職員）,・平均単価を落としながらも、家計全体を縮小均衡する傾向である。９月の大型連休や高速道路料金引下げがあったが一時的なもので、縮小均衡の中で我々のような低単価で楽しめるものはそれほど苦しくはないので、ある程度は回復する。
,,□,商店街（代表者）,・プレミアム付商品券を発行しても80％の人が大型店に流れてしまう現状である。駅前通りといっても昼間は相変わらず閑古鳥が鳴いている。
,,□,一般小売店［精肉］（経営者）,・今のところ良くなる話題があまり無い。外に出ても沈んでいるというような寂しい話が多い。
,,□,百貨店（総務担当）,・本県では10月より子どもの医療費が無料になるので多少は品物の動きに転化する。
,,□,百貨店（営業担当）,・客の消費動向を見ていると、やはり慎重になっており、複数点数を買わないというのがよく目立つ。今後も余計なものは買わない傾向が続く。
,,□,百貨店（営業担当）,・景気が悪くなり、１年が経つころには下げ止まりも弱くなるが、失業率など社会情勢を考えると、予断を許さない。
,,□,百貨店（販売促進担当）,・大半の客の消費行動における最優先事項は価格となっており、また、高速道路料金引下げ等による郊外への流出が増加する中、更なる来客数減少、客単価低下が予想される。
,,□,スーパー（総務担当）,・期待感はあるが、なかなかそれが実態に結び付いていない。期待している減税等が実行され、それが実態に結び付くかといったところがポイントとなる。
,,□,コンビニ（店長）,・特別客の購買の様子に変化はない。
,,□,衣料品専門店（店長）,・衣料品の動きが全体的にも厳しい。
,,□,衣料品専門店（店長）,・ボーナスシーズンではあるが、円高や株価の下落等があるために支給の厳しい企業が多く、財布のひもはなかなか緩まない。
,,□,衣料品専門店（統括）,・この時期は当店では売上が上がる時期でもあり、来客数も増える時期であるが、非常に心配される状況が続いている。客が１日でも早く、買いたいという気持ちになって欲しい。
,,□,家電量販店（営業担当）,・国の補正事業関係では、見直しや凍結などで予定していた案件がストップしている。何か月もかけて進めていた仕事の修正ができない。
,,□,乗用車販売店（販売担当）,・中古車の落ち込みが厳しい。今のままの状態であれば悪い状況が２、３か月先も変わらない。
,,□,乗用車販売店（営業担当）,・ハイブリッド、エコカー以外の商談が少なく、車検、板金等サービス面での需要が少し多くなってきている。会社内の売上比率を見ても高くなってきている。
