,,□,美容室（経営者）,・総選挙後の状況を見てからという雰囲気が強く、お金の使い方に慎重になっている。今後への期待と不安が交錯しており、様子見の状況が続く。
,,□,美容室（経営者）,・不安要素はあるものの、来客数や客の様子が安定していることから、今後も変わらない。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,・予約件数の推移から、今後についても変わらないまま推移する。
,,□,設計事務所（所長）,・良くなる要素が見つからない。これ以上悪くなりえないところまできている。
,,▲,百貨店（売場主任）,・新型インフルエンザが流行しているなか、今後、当地域で新型インフルエンザが発生すれば、大型店への客の来店促進が非常に難しくなり、販売に影響を及ぼすことになる。
,,▲,スーパー（企画担当）,・客の購買が特売日やポイントセールの集中する週末にシフトする傾向がみられ、平日の買物頻度が伸び悩んでいる。今後も、来客数が前年を下回る傾向が続く。
,,▲,スーパー（役員）,・お盆については、レジャー等を控えた層が増えたことにより、内食傾向につながったが、数値の推移をみると、いまだに景気が下げ止ったとはいえず、今後についてはやや悪くなる。
,,▲,スーパー（役員）,・総選挙の結果によって変わってくるが、政治の停滞が発生することで、景気の改善が遅くなる。
,,▲,乗用車販売店（従業員）,・減税効果で高まっていた新車購入に対する客の意欲が薄れており、これから販売台数が減ってくる。
,,▲,その他専門店［医薬品］（経営者）,・いよいよコンビニが医薬品販売に動きだしてきたことから、競争相手が増加することになり、今後についてはやや悪くなる。
,,▲,高級レストラン（スタッフ）,・総選挙で政権交代となり、公共事業が減少することになれば、建設関係の接待が減少する。また、夏から秋の農作物が不作続きで、農業関係者が消費を抑え始めていることから、今後については、じわじわと悪くなる。
,,▲,観光型ホテル（経営者）,・一連の経済対策で一部の指標に回復傾向がみられるものの、一般生活においては、余裕の持てない状況が続いているため、根強い不況感は今後も衰えない。今後の新型インフルエンザへの懸念もあり、紅葉シーズンの予約状況も悪い状態が続く。前向きな材料が全くない状況である。
,,▲,旅行代理店（従業員）,・法人需要の低迷に加えて、新型インフルエンザの流行が懸念されていることから、今後についてはかなり厳しい状況となる。
,,▲,旅行代理店（従業員）,・新型インフルエンザの流行が加速すれば、空港や観光地など、人込みを避ける傾向が強くなる。特に修学旅行などの学生の団体旅行は、教育委員会や学校側が旅行の実施について、慎重な判断をすることになる。
,,▲,通信会社（企画担当）,・政権交代に伴い、大型投資等の動向に対しての様子見が増え、お金が動かなくなる。
,,▲,観光名所（職員）,・全国的及び世界的に広まっている新型インフルエンザの影響が観光地にも出てくる。
,,×,＊,＊
"企業
動向
関連

(北海道)",,◎,－,－
,,○,食料品製造業（団体役員）,・工場用地取得や設備投資計画等の話題があり、見通しに明るさが見受けられる。
,,○,建設業（経営者）,・受注工事が最盛期に入り、人、物、金の動きが活発になる。ただし、量的にも採算性の面でも非常に厳しい。また、政権交代の影響がどのような形で出てくるのかが不透明であり、先が読めない不安もある。
,,□,家具製造業（経営者）,・住宅着工件数が改善しないなか、リフォーム需要を期待したいが、市場が成熟するには、まだしばらくの時間が必要であるため、今後についても変わらない。
,,□,建設業（従業員）,・政権交代を見越して、補正予算の執行が抑制されていたのか、期待していたほどの発注量がみられないなか、政権交代が確定し、今後しばらくは公共工事発注の動きが鈍くなる。
,,□,輸送業（支店長）,・取引先の案件にあまり期待できるようなものがないため、２～３か月先の状況も今と変わらない。
,,□,通信業（営業担当）,・現状からの一層の景気浮揚には材料不足である。また、政権が代わった場合には、社会全体が様子見になることから、今後については、再度の下降とまではいかずとも現状維持が精一杯となる。
,,□,金融業（企画担当）,・公共投資予算が久々の大幅増加となり、工事は最盛期を迎えるが、住宅着工、設備投資は大幅に落ち込む。秋の観光は旅行需要の減少に加えて、新型インフルエンザの流行が懸念されることから、低迷が続く。
,,□,司法書士,・国の経済政策が明確にされない限り、回復は望めない。新政権の経済政策にも少なからず不安がある。
,,□,司法書士,・政権交代が起きれば、景気上昇への期待感は増すが、実際の政策などを見てから判断しようと、様子見の動きが増えるため、今後２～３か月については変化が少ない。
,,□,その他サービス業［建設機械リース］（支店長）,・地元経済の基幹産業である農業が天候不順で不作となっており、農家の購入意欲が減少する。
,,▲,その他非製造業［鋼材卸売］（役員）,・客先である鉄骨加工業者の仕事が消化されており、新規物件に乏しいため、今後についてはやや悪くなる。また、鉄骨加工業者では、仕事量が少ないなか、ゼネコンからの安値指示により収益が圧迫されており、その影響が当社にも及んでいる。
,,×,＊,＊
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・改善傾向は今後も続く。ただ、前年の最悪期との比較であり、見かけ上減少幅が改善するだけで、求人の絶対数は低調なまま推移する。
,,□,人材派遣会社（社員）,・企業業績の回復傾向が見えるようにならなければ、企業における中途採用や派遣のニーズは増加傾向とはならない。地場のサービス関連企業では、業績向上の見通しが付いていないようであり、家電量販店も年末まではキャンペーンできる商品がないため、今後の派遣ニーズに大きな変化はない。唯一、携帯電話の販売における派遣ニーズがやや上向いている程度である。
,,□,人材派遣会社（社員）,・コールセンターでは若干の求人があるものの、事務系については、依然として求人数が落ち込んでいる。繁忙期となっても、社内で対応するという企業も多く、今後については変わらない。
,,□,求人情報誌製作会社（編集者）,・季節型や臨時雇用型の求人は増えているが、正社員の求人を喚起する需要が見当たらないことから、今後も変わらない。
,,□,職業安定所（職員）,・新規求人数の低迷傾向は続くが、新規求職者の増加傾向は鈍化していく。
,,□,職業安定所（職員）,・雇用保険の資格喪失者のうち、事業主都合離職者が前年から5.7％増加し、12か月連続の増加となったことから、今後についても変わらない。
,,□,学校［大学］（就職担当）,・当面は山積する課題の解消に相当の時間を要するため、今後については大きくは変わらない。２～３か月後は大学３年生向けの情報サイトがオープンし、その後、業界セミナー等も展開されるが、前年並みの内容と流れを期待している。
,,▲,新聞社［求人広告］（担当者）,・今年の冷夏がどの程度農作物の生育に影響を与えているのかは分からないが、少なくても平年のような作況を期待できないため、農業関連を中心に雇用情勢が悪化する。
,,×,－,－
,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,一般小売店［酒］（経営者）,・店舗改装の実施により、今後の売上増加が期待できる。
,,○,百貨店（企画担当）,・政権交代により、早期の政策実行はなくとも、国の方向性が安定することで景気に良い影響が予想される。
,,○,コンビニ（経営者）,・タバコや弁当は前年を上回って推移しており、今後も期待できる。
,,○,コンビニ（エリア担当）,・天候の回復に伴い、今後は来客数、客単価共に回復が期待できる。
,,○,乗用車販売店（経営者）,・環境対応車への減税や補助金により、新車購入を前倒しする客が増加しており、年内は納車待ちの状況が続く。
,,○,都市型ホテル（スタッフ）,・景気対策の効果で底打ち感が広がっており、総選挙の結果や施策によっては、今後期待が持てる。
,,○,観光名所（職員）,・個人の来客数が増加傾向にあり、９月の大型連休にも高速道路料金引下げの効果が期待できる。
,,□,商店街（代表者）,・景気は底を打った状態が続いており、厳しい状況は変わらない。
,,□,商店街（代表者）,・閉店して使われていない商店街の店舗の一部で出店の動きがあるが、他に景気が良くなる要因は見当たらない。
,,□,商店街（代表者）,・今後、秋冬物衣料の売出しが始まり、さらに商店街の取り組みである農商連携の効果にも期待しているが、景気を押し上げるには至らない。
,,□,一般小売店［スポーツ用品］（経営者）,・総選挙後に即効性を有する景気対策は期待できない。また、中心街区の再開発計画も実行には時間を要する。
,,□,一般小売店［医薬品］（経営者）,・総選挙は終了したが、繁華街の人通りは少なく、飲食客の増加は期待できない。
,,□,一般小売店［医薬品］（経営者）,・消費者の必要なものしか買わない傾向は続くが、来客数は今後も安定して推移する。
,,□,百貨店（広報担当）,・今後も生活防衛型の消費傾向が続き、客単価の回復には時間を要する。
,,□,百貨店（売場担当）,・消費者は、あるもので間に合わせ、必要のないものは買わない傾向が今後も続く。
,,□,百貨店（経営者）,・低価品の買い回りによる厳しい状況は続くが、食品や日用品で売上が回復する傾向もみられる。
,,□,百貨店（経営者）,・個人所得が増えず、消費行動が好転するほどの景気回復には至っていない。
,,□,スーパー（店長）,・来客数、１品単価共に今後も低迷する。
,,□,スーパー（店長）,・来客数は前年並みに回復しているが、１品単価、買上点数共に前年を下回っており、客の低価格志向は今後も続く。
,,□,スーパー（店長）,・日照不足と冷夏の影響で野菜の価格が高騰する一方で、消費者の低単価志向が強まっており、今後も厳しい状況が続く。
,,□,スーパー（店長）,・消費者はチラシ特売品に敏感な反応を示しており、今後も低価格品を求めて来店する傾向が続く。
,,□,スーパー（店長）,・総選挙後も、景気回復の要因はみあたらず、厳しい状況が続く。
,,□,スーパー（営業担当）,・一部製造業の受注は回復しているものの、全体的な景気の回復ではないため、消費者の節約志向は当分続く。
,,□,コンビニ（経営者）,・求人雑誌はすぐに品切れになるが、ページ数が減少している。新聞でも失業率の悪化が伝えられており、今後も見通しは暗い。
,,□,コンビニ（エリア担当）,・売上が低迷しており、回復要因は見当たらない。
,,□,コンビニ（エリア担当）,・景気の底打ち感は広がっているが、景気回復の要素は見当たらない。
,,□,衣料品専門店（経営者）,・総選挙後は政治経済の混乱が続き、景気回復には半年以上かかる。
,,□,衣料品専門店（経営者）,・総選挙後の景気対策に期待したいが、地方では中小企業の倒産が増加傾向にある。
,,□,衣料品専門店（経営者）,・景気が良くなる要素は見当たらない。
,,□,衣料品専門店（店長）,・今後も天候不順の影響が予想され、今後も状況に変化は期待できない。
,,□,衣料品専門店（店長）,・気温の低下で例年より早く秋物が動いているが、客との会話から景気の先行きへの不安は続いている。
,,□,衣料品専門店（総務担当）,・既存店、新規店共に売上不振が続いており、景気回復の兆しはみえない。
,,□,家電量販店（店長）,・エコポイント対象商品の売上は好調であるが、消費マインドは冷え込んでおり、今後も厳しい状況が続く。
,,□,家電量販店（店長）,・総選挙後の景気対策には期待もあるが、先行き不透明な状況は続く。
,,□,乗用車販売店（経営者）,・折込チラシで車検費用を比較する客が増加し、低価格志向の強まりで厳しい状況が続く。
,,□,乗用車販売店（経営者）,・フルモデルチェンジやマイナーチェンジにより売上増加を期待しているが、販売台数予測は難しい。
,,□,乗用車販売店（経営者）,・ハイブリッド車以外の問い合わせも増加しているが、車を手放す動きもみられ、整備の入庫台数は低下が予想される。
,,□,住関連専門店（経営者）,・総選挙後の景気対策には期待するが、景気の回復には相当時間がかかる。
,,□,住関連専門店（経営者）,・所得の減少により、今後も客の買い控えや買い回りが続く。
,,□,その他専門店［酒］（経営者）,・９月の大型連休には、県外からの観光客数増加が予想されるため、売上の増加が期待できる。
,,□,その他専門店［酒］（営業担当）,・商品が動く季節に入るが、売上の増加は難しい状況が予想される。
,,□,その他専門店［白衣・ユニフォーム］（営業担当）,・新型インフルエンザ流行の兆しがみられ、マスクの需要は増加しているため、メーカーの供給不足によるパニックが懸念される。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・原油価格の上昇を小売価格へ転嫁しにくく、需要期の冬に向けて原油価格が上昇すると、業界の景気は悪化する可能性もある。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・売上のために販売単価を引下げているが、収益を圧迫しており、今後の経営悪化が懸念される。
,,□,高級レストラン（支配人）,・総選挙後の景気回復に多少の期待感はあるが、個人所得が増加しない限り、消費回復は期待できない。
,,□,一般レストラン（スタッフ）,・来客数が増加しており、今後の売上増加が期待できる。
,,□,スナック（経営者）,・接待等の来客数が減少しており、今後も売上低迷は続く。
,,□,観光型ホテル（スタッフ）,・高速道路料金引下げの効果で遠方からの宿泊客は増加しているが、地元企業や個人客のリピーターが回復するには相当な時間を要する。
,,□,都市型ホテル（スタッフ）,・今後も法人の予約状況は低迷が予想される。
,,□,タクシー運転手,・タクシー業界では、初乗り料金を引下げている会社が出てきており、客もタクシーを選別する傾向が強まっていることから、今後も厳しさを増す。
,,□,タクシー運転手,・今後も、当分タクシーの乗り控えが続く。
,,□,通信会社（営業担当）,・今後も個人消費が回復する要因が見当たらない。
,,□,通信会社（営業担当）,・総選挙後の期待感はあるが、景気の回復には相当な時間を要する。
,,□,通信会社（営業担当）,・自動車業界では残業を再開した会社もあるが、地方の製造業が活気を取り戻すには時間がかかる。
,,□,通信会社（営業担当）,・景気回復の要因はみられない。
,,□,遊園地（経営者）,・新型インフルエンザ流行への懸念など、先行き不透明な状況にあるが、来客数は前年並みで推移する。
,,□,設計事務所（経営者）,・短期の受注はあるが、長期の受注が増えなければ、景気の回復はまだ先である。
,,▲,一般小売店［医薬品］（経営者）,・景気対策の効果は感じられるが、先行きの不安も強まっており、消費には慎重な傾向が続く。
,,▲,百貨店（経営者）,・総選挙後の先行きは不透明だが、公務員の給料の引下げに伴い、売上減少が予想される。
,,▲,スーパー（経営者）,・冷夏による農産物価格高騰が懸念される。
,,▲,スーパー（店長）,・消費者の生活防衛意識が更に強まり、１品単価、買上点数共に今後も前年を下回って推移する。
,,▲,衣料品専門店（店長）,・景気の回復は実感できず、買い控えによる来客数や客単価の低迷が予想される。
,,▲,住関連専門店（経営者）,・不採算部門の閉鎖や在庫処分の値引き販売を実施しているが、収益改善には相当な時間を要する。
,,▲,高級レストラン（経営者）,・最悪の状況が続いており、景気回復の要因が見当たらない。
,,▲,その他飲食［弁当］（スタッフ）,・一度引下げた弁当の単価を上げるのは難しく、売上は低迷する。
,,▲,観光型旅館（経営者）,・前年に比べて連休以外の予約が減少しており、宿泊予約がゼロの日も発生している。客はレジャーや旅行への支出を控える傾向が強まっている。
,,▲,観光型旅館（経営者）,・政権交代後は、政策に対する消費者の静観が予想され、今後の購買動向は期待できない。
,,▲,旅行代理店（店長）,・新型インフルエンザ流行を懸念して、旅行の中止や延期が増加する。
,,▲,テーマパーク（職員）,・政権交代後の景気対策は、効果が不透明であり、失業率の上昇が予想される。
,,×,商店街（代表者）,・総選挙後に政治が安定するまで、先行き不透明な状況が続く。
,,×,商店街（代表者）,・今後は客の節約傾向が強まる。
,,×,一般小売店［雑貨］（企画担当）,・雇用環境の悪化により個人所得が減少し、政権交代で生活の先行きが不透明になることから、個人消費の低迷が続く。
,,×,スーパー（経営者）,・失業率の上昇など雇用情勢の悪化を背景に個人所得は減少し、今後も消費者の低価格志向が強まる。
,,×,スーパー（経営者）,・雇用情勢の悪化や価格競争の激化、さらに天候不順による米の不作や野菜の価格高騰など、今後も経営は厳しくなる。
,,×,自動車備品販売店（経営者）,・環境対応車への減税と補助金を利用した新車購入の増加により、自動車整備機工場などでは車検整備件数の激減が懸念される。
,,×,一般レストラン（支配人）,・新型インフルエンザ流行の懸念から、飲食関係は来客数、売上共に減少が予想される。
,,×,都市型ホテル（経営者）,・連休の宿泊や会合の予約が低迷しており、新型インフルエンザも懸念されることから、売上は厳しさを増す。
,,×,都市型ホテル（スタッフ）,・総選挙の影響か、一般宴会、宿泊共に前年に比べ５割程度の予約状況である。大河ドラマの舞台が隣県に移るために今後の観光客増は期待できず、新型インフルエンザの拡大によるビジネス客への影響も懸念される。
,,×,旅行代理店（従業員）,・定額給付金の効果で３月以降は売上が若干回復しているが、今後は定額給付金の効果は期待できない。
,,×,旅行代理店（従業員）,・新型インフルエンザ流行による影響は予測できない。
,,×,住宅販売会社（従業員）,・受注量は年内分を確保しているが、年明け以降の受注が全くない。
"企業
動向
関連

(東北)",,◎,－,－
,,○,農林水産業（従業者）,・天候が安定し、果実の品質向上が期待できることから、桃の晩生種にも前年並みの予約注文が来ている。
,,○,電気機械器具製造業（企画担当）,・取引先の生産意欲が強まっていることから、今後の景気の回復に期待できる。
,,○,金融業（広報担当）,・公共投資の効果が個人消費につながれば、景気の押し上げが期待できる。
,,○,広告業協会（役員）,・流通関係では店頭の販売促進を強化しており、広告予算を増やす動きがある。
,,○,その他非製造業［飲食料品卸売業］（経営者）,・景気に下げ止まりの傾向が続けば、秋冬物の販売に期待できる。
,,○,金属工業協同組合（職員）,・取引先から至急の見積依頼が増加してきている。
,,□,食料品製造業（経営者）,・ＢＳＥで制限されている米国からの牛肉輸入が解禁されても、牛タンの需要低迷は今後も続く。
,,□,食料品製造業（経営者）,・９月の大型連休で売上の増加も期待されるが、総選挙後の先行きは不透明である。
,,□,食料品製造業（総務担当）,・売上低迷に加え、原材料費や燃料費の価格上昇により、収益面でも厳しい状況が続く。
,,□,木材木製品製造業（経営者）,・住宅需要の伸び悩みが続いており、回復するまでには相当な時間を要する。
,,□,一般機械器具製造業（経理担当）,・円高が懸念されるが、自動車部品の受注量に大きな変化はない。
,,□,建設業（企画担当）,・製造業の一部では、凍結中の設備投資を再開する兆しがみえてきたが、実際に動きが出るのは当面先となる。
,,□,輸送業（経営者）,・物流の低迷は当分続くことが予想される。
,,□,金融業（営業担当）,・景気が変化する要因が見当たらない。
,,□,広告代理店（経営者）,・通信関係では、広告出稿が前年を30％下回って推移しており、当分回復は期待できない。
,,□,司法書士,・景気が回復する要因が見当たらない。
,,□,公認会計士,・取引先の受注状況は低迷しており、経営状況の改善は当分見込めない。
,,□,コピーサービス業（経営者）,・補正予算や新年度予算で官公庁、民間共に動きがみられるが、今のところ当業界への波及効果はみられない。
,,□,その他非製造業［飲食料品卸売業］（経営者）,・売上、収益共に低迷しており、景気回復のきっかけがみつからない。
,,□,その他企業［企画業］（経営者）,・景気対策で住宅ローン減税などが始まっているものの、消費者の反応が鈍く、今後も厳しさを増す。
,,▲,農林水産業（従業者）,・米は作況が悪く、販売価格の上昇も見込めない。
,,▲,建設業（経営者）,・大口の新築工事は受注がなく、今後も小口工事の受注を多数の同業者で取り合うため、収益の悪化は続く。
,,▲,建設業（従業員）,・政権交代後の公共投資の見直しで先行きが不透明になる。民間投資の低迷は今後も続く。
,,▲,通信業（営業担当）,・更新時に取引先の値下げ要請は強まっており、この傾向は今後も続く。
,,▲,新聞販売店［広告］（店主）,・地域の基幹産業である水産業の景気低迷が続き、リストラやボーナス減額につながっている。新聞購読を止めるなど消費者の財布のひもが固くなっており、更に景気が悪化する可能性がある。
,,×,繊維工業（営業担当）,・総選挙後は政治経済が不安定になるため、今後も景気は悪化する。
,,×,出版・印刷・同関連産業（経理担当）,・年末にかけて各業界ともリストラが一段と進み、個人消費の低下とともに景気は悪化していく。
,,×,その他企業［管理業］（従業員）,"・雇用調整で約1,000人の退職者が見込まれ、今後も厳しい状況が続く。"
"雇用
関連

(東北)",,◎,－,－
,,○,＊,＊
,,□,人材派遣会社（社員）,・雇用対策の入札案件でも、落札単価が最低賃金に近づいており、今後も求人数は低迷する。
,,□,新聞社［求人広告］（担当者）,・総選挙後、新政府の出す政策が流通、製造業に効果があるか現時点では分からない。
,,□,新聞社［求人広告］（担当者）,・人員の余剰感が強く、企業の新規採用数は今後も低調に推移する。
,,□,職業安定所（職員）,・求人数回復の要因はみられず、今後も厳しい状況が続く。
,,□,職業安定所（職員）,・新規求人数の減少と雇用調整が続き、今後も新規求職者数は高い水準で推移する。
,,□,職業安定所（職員）,・新規求人数は低迷し、企業の雇用調整も続いている。
,,□,職業安定所（職員）,・有効求人倍率は下降傾向に底打ちしたが、今後も厳しい状況は変わらない。
,,□,職業安定所（職員）,・一部の製造業者は増産も派遣求人で対応しており、大企業では希望退職者を募集する動きが続いている。
,,□,職業安定所（職員）,・新規求人数は減少し、企業整備の予定があるため、今後も厳しい状況は続く。
,,□,職業安定所（職員）,・雇用調整は今後も予想されるが、新規の相談は減少している。
,,□,職業安定所（職員）,・増加の動きが見られるが、新規求人数は前年の20％減少しており、新たに雇用調整を実施する企業からの相談がある。
,,□,職業安定所（職員）,・賃金の減少により財布のひもは固くなり、物が売れないため生産活動は冷え込み、そして雇用環境の悪化が賃金を減少させている。このサイクルは当分続く。
,,▲,人材派遣会社（社員）,・今後も派遣契約を終了したいという取引先からの相談が増加する。
,,▲,人材派遣会社（社員）,・エリア内の統合を理由に事業所を撤退する企業が相次ぎ、今後の地域経済に与える影響は大きい。
,,×,人材派遣会社（社員）,・派遣契約などの間接雇用を直接雇用へ切替える企業が増加している。
,,×,アウトソーシング企業（社員）,・国の出先機関から受注が安定しない限り、今後も厳しい状況は続く。
"家計
動向
関連

(東北)",,◎,コンビニ（経営者）,・８月前半の雨、後半の晴れ、どちらも店にとってはプラスである。新しい顔ぶれの客も増えている。来年の大きな祭りに向けての会合や観光での秋の入込、増えた客に合わせ、更なる品ぞろえに挑戦していけば売上はついてくる。
,,○,一般小売店［家電］（経営者）,・テレビのデジタル化のため買換えが増加している。
,,○,百貨店（販売促進担当）,・前年のリーマンショック以降、売上の低下が続いているが、１年経過することで下げ幅は前年よりも改善される。ここにきて新型インフルエンザの影響が懸念されるが、大きな事件がなければ景気はやや回復する。
,,○,スーパー（店長）,・今のままで行けば、９月は前年比121％、10月は122％の来客数となり、売上は確保できる。
,,○,家電量販店（店長）,・エコポイント商品の年末年始商戦には期待が持てる。
,,○,旅行代理店（従業員）,・新型インフルエンザの報道による今後の動向だが、春先は報道の激化によって客が旅行を控えていたが、大したことは無いという客が増えるのではないかと楽観視している。
,,○,ゴルフ場（業務担当）,・前月は来客数の増加があまり見込めなかったが、今月に入って、価格を下げたこともあり、堅調に伸びており、先行きが良いからと感じている。２～３か月先の取り込みについて、９月は苦戦しているが、10～11月のコンペの引き合いも来ている。
,,○,住宅販売会社（従業員）,・一部企業の景況感に改善の兆しがあることから経済全体に波及効果が期待できる。
,,□,商店街（代表者）,・近郊の工場は、週３日出て４日休む状況が続いている。工場等がフル活動をして地域の人々が買物をしないことには良くならない。
,,□,商店街（代表者）,・周辺企業に景気底打ち感が出ていない。客は必要な物以外買い控えている。
,,□,百貨店（営業担当）,・総選挙の結果に非常に左右されると思うが、客の節約、全てにおいての慎重な買物も含めて厳しくなる。ただ、いろいろな形で景気回復が行なわれれば、結果が出て来る。
,,□,百貨店（営業担当）,・相変わらず、客の様子は慎重に買物をしている感じで、余計な物は一切買わない、悩んだ時も買わないというような様子である。
,,□,百貨店（営業担当）,・10月までは今までどおり前年90％前後で変わらない。前年厳しくなった11月からどうなるのかがポイントである。
,,□,百貨店（販売促進担当）,・消費者の低価格に対するニーズは、より一層強まると思われる。来客数の増加が見込めない中、売上を確保することはより困難になる。
,,□,コンビニ（経営者）,・ここ２、３か月先は何の行事も無く、イベントも無いので、変わらない。
,,□,コンビニ（店長）,・２、３か月先は、若干、落ちるとは思うが、年間としての流れは特別大きく下回ってくることはない。必要のあるものや興味のあるものは買うが、無いものは買わないという状況が、特別変わって行く様子はない。
,,□,衣料品専門店（店長）,・年々、売上高が減少しており、秋冬物の購買力にも力強さがない。
,,□,乗用車販売店（営業担当）,・補助金を当てにした商談が少し増えている。当社でも数台契約があったが、まだまだ厳しい。
,,□,乗用車販売店（営業担当）,・エコカー減税の効果が薄れてきており、販売量の増加が見込めない。
,,□,住関連専門店（仕入担当）,・９月の大型連休を控えるが、消費行動に変化は期待できず、家近レジャーに関わる商材のみの販売が見込める程度である。
,,□,住関連専門店（開発業務責任者）,・生活に対する不安感等が根強い。
,,□,一般レストラン（経営者）,・この先、売上は地元客が中心になるが、特にスナック関係の話によると単価の安い店に集まり、その店だけで解散してしまうので、客の動きが悪い。
,,□,観光型ホテル（営業担当）,・バスを利用した募集旅行は大幅に減少しているものの、個人客の増加でそれをカバーすることができている。しかし個人客の動向も新型インフルエンザ等に左右されるので、先行き不透明である。また客の財布のひもは固い。
,,□,都市型ホテル（経営者）,・底で安定してしまっており、企業も活気が無く、全てが停滞している。
,,□,タクシー運転手,・会社員、公務員の給与も目減りしており、勤務帰りに飲み歩く人も減少し、景気回復はまだ先である。
,,□,テーマパーク（職員）,・景気動向に加えて、新型インフルエンザによる影響で、訪日団体や学生団体などのキャンセルが懸念される。
,,□,ゴルフ場（従業員）,・来場予約が前年と同じぐらいである。
,,□,競輪場（職員）,・他の競輪場の記念競輪の売上が、前年度に比べ10％落ちている。
,,□,その他レジャー施設［アミューズメント］（職員）,・ライバル店との関係もあるが、どちらかといえば価格競争が中心となっていて、単価の下降傾向が見られるので、来客数がある程度増えたとしても全体的には厳しい。
