,,▲,住関連専門店（従業員）,・景気回復の材料が特に見当たらないことから、今後についてはやや悪くなる。
,,▲,観光型ホテル（経営者）,・インターネット客を始めとする個人客がじわじわ増えているが、大型施設では団体客の動向に左右される面が強い。経済社会情勢が揺れ動いている現在の状況下では、景気が良くなることは期待できそうにもない。
,,▲,旅行代理店（従業員）,・道内準大手の旅行会社の破綻により、多少は需要を取り込める要素があるが、旅行会社に対するイメージが悪化する恐れがあるため、今後についてはやや悪くなる。
,,▲,旅行代理店（従業員）,・海外旅行については、燃油サーチャージが減額されるため、やや期待できる面がある。一方、国内旅行については、定額給付金が宿泊等の消費に回ることを期待しているが、今のところは販売量の増加には結び付いていない。売上が前年と比較してやや弱い動きとなっていることから、今後についてはやや悪くなる。
,,▲,住宅販売会社（経営者）,・現行の住宅に対する政策では、需要の掘り起こしは難しいとみられるため、今後についてはやや悪くなる。
,,×,スーパー（店長）,・給料の賃上げが期待できないなか、ボーナスの減額やカット、社会保険料の負担増などにより、手取り賃金が確実に減ることになるため、今まで買っていた物を買わないようになり、金の回りが悪くなる。
,,×,観光型ホテル（経営者）,・予約状況をみても、先行きの増加傾向はうかがえず、定額給付金も後手に回ったことから大きな期待はできない。今後の状況は厳しく、好転する気配は全くない。
,,×,観光型ホテル（スタッフ）,・宿泊の予約状況をみると、前年から大きく下振れしている。また、宴会需要も悪いことなどから、今後の状況がかなり落ち込むことが懸念される。
,,×,タクシー運転手,・毎年、雪解けとともにタクシーの利用客が極端に減ってくる。また、今年は新規参入の会社が４月から営業を始めるため、例年以上に競争が激しくなり、タクシー１台当たりの売上が急減することが懸念される。
,,×,観光名所（役員）,・４月以降、午前中の東京便の機材が小型化される予定であることに加えて、海外チャーター便の大幅な減便が見込まれることから、今後の観光客の入込については厳しさしか感じられない。
,,×,観光名所（職員）,・世界経済及び国内景気の悪化により、個人消費が鈍っており、観光に消費が回らなくなってきているため、今後については悪くなる。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,家具製造業（経営者）,・全体的な受注状況はまだ厳しいが、高級品と廉価品の両極に底堅い動きが見えつつあることから、景気に底打ち感が出てきている。
,,○,建設業（経営者）,・公共工事の発注が本格化するとともに、２～３月に受注した物件の工事が動き出すことから、今後についてはやや良くなる。ただ、民間工事については、景気の影響で引き合いが相変わらず少なく、競争が非常に厳しい。
,,○,通信業（営業担当）,・各種の景気刺激策の実施により、現状よりは多少上向くとみている。
,,□,その他サービス業［建設機械リース］（支店長）,・地域柄、農業が繁忙期となることで仕事の増える業種もあるが、農業と無関係の業種で景況感が上向くことは見込めないため、今後についても変わらないまま推移する。
,,▲,食料品製造業（役員）,・製品販売価格の値下げ要求が強まっている。以前の原材料の値上がり分を反映できていないなかで、低価格商品の要求が強まっており、新規の案件が決まらない状況にある。
,,▲,輸送業（営業担当）,・本州からの雑貨輸送が大幅に減少している。また、道内からの紙製品の輸送も引き続き減少傾向にあることから、今後についてはやや悪くなる。
,,▲,金融業（企画担当）,・雇用不安や将来不安の強まり、賃上げやボーナスの抑制などから消費は冷え込む。観光関連は国内、道内の景気後退による旅行者の減少、円高による外国人観光客の減少などから停滞する。
,,▲,その他サービス業［システムハウス］（経営者）,・４月以降の受注が確定しておらず、極めて不透明な状況にあるため、今後についてはやや悪くなる。
,,▲,その他非製造業［鋼材卸売］（役員）,・輸入商品を中心とした値下げにより、購入意欲が高まることが見込まれるが、全体的にはまだまだ低調のまま推移する。
,,×,輸送業（支店長）,・取引先から、４～６月の取扱数量が減少するとの情報が入っており、貨物の奪い合い、ダンピングが更に進むことが懸念される。
,,×,広告代理店（従業員）,・景気の減退を理由に、取引先の大半が新年度の広告予算の大幅カットを予定している。
"雇用
関連

(北海道)",,◎,－,－
,,○,－,－
,,□,学校［大学］（就職担当）,・４月から本格的な採用活動が始まるが、前年度とほぼ同様の動きが見込まれる。
,,▲,人材派遣会社（社員）,・販売店の動きをみると、３～４月の売上は前年を大きく下回ることが見込まれる。例年であれば、春から建設業者が動き出し、少しは景気が良い方向に進むが、今年は建設業者の動きも低迷しそうであり、上向く要素が見当たらない。
,,▲,人材派遣会社（社員）,・求人自体が減っており、また採用についてもかなり慎重になっているため、今後についてはやや悪くなる。
,,▲,求人情報誌製作会社（編集者）,・求人件数の微減傾向がみられる。景気の波が遅れて表れる地域であるため、実際の影響がこれから生じることが懸念される。
,,▲,職業安定所（職員）,・雇用保険資格喪失者のうち、事業主都合離職者が前年を39.7％上回り、７か月連続での増加となったことから、今後についてはやや悪くなる。
,,▲,職業安定所（職員）,・事業主都合離職者が増加するなか、求人の確保が一層難しくなっていることが懸念される。
,,×,＊,＊
,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,－,－
,,○,商店街（代表者）,・定額給付金の給付により消費回復が期待できる。
,,○,一般小売店［医薬品］（経営者）,・客の様子からは、報道されているような不景気感がみられず、今後気候が温暖になれば、購買意欲も向上する。
,,○,百貨店（企画担当）,・製造業における在庫調整の進捗による減産規模の縮小や、高速道路料金引下げなど、明るい話題が増えていることから、今後消費マインドが回復する。
,,○,百貨店（営業担当）,・定額給付金などの景気対策により、市場のムードが変われば、わずかでも売上の増加が期待できる。
,,○,百貨店（経営者）,・定額給付金の給付や高速道路料金引下げに伴い、多少消費は回復する。
,,○,スーパー（店長）,・定額給付金の給付や高速道路料金引下げに伴い、ゴールデンウィークの行楽客や帰省客が増加するため一時的に景気は回復する。
,,○,衣料品専門店（経営者）,・定額給付金やプレミアム付商品券発行の効果により、消費はやや回復する。
,,○,乗用車販売店（経営者）,・４月以降、自動車優遇税制の実施やハイブリッド車のモデルチェンジが控えていることから市場は活性化する。
,,○,その他専門店［化粧品］（経営者）,・高速道路料金引下げなど、景気対策を柱とする第二次補正予算の成立により、ある程度の消費回復が期待できる。
,,○,その他専門店［食品］（経営者）,・春の祭礼期間は、大河ドラマの効果により例年より観光客が増加することから、土産の売上が増加する。
,,○,その他飲食［弁当］（スタッフ）,・定額給付金が給付されるが、その分については消費が回復する。
,,○,観光型旅館（経営者）,・当地域は大河ドラマの舞台であり、さらにアカデミー賞受賞作品のロケ地にもなっていることから、観光客が増加し、５月の宿泊客数は前年並みまで回復する。
,,○,旅行代理店（従業員）,・定額給付金の給付により一時的な需要の伸びが考えられるが、波及効果の規模は未知数である。
,,○,美容室（経営者）,・定額給付金の給付や高速道路料金引下げによる波及効果の規模は未知数であるが、多少の消費回復は期待できる。
,,○,その他サービス［自動車整備業］（経営者）,・取引先企業では経費削減などの対応が終了し、今後回復基調となる。また、政府や自治体による緊急雇用対策の効果が現れ、雇用情勢も改善に向かう。
,,○,住宅販売会社（従業員）,・遅れていた受注案件が、今後一時的ではあるが集中する。
,,□,商店街（代表者）,・閉店してシャッターが降りたままの店があるなか、他にも飲食店の閉店情報も聞こえてきており、今後も商店街は厳しさを増す。
,,□,商店街（代表者）,・必要な物以外は買わないという消費傾向が今後も続き、売上は前年を下回って推移する。
,,□,一般小売店［書籍］（経営者）,・定額給付金の給付により一時的に消費は回復するが、本格的な景気回復までは至らない。
,,□,一般小売店［医薬品］（経営者）,・４～５月は歓迎会や花見の時期であり、例年、周辺の繁華街はにぎわう時期であるが、今年は低料金でつつましく行うケースが多くなっていることから、今後も厳しい状況が続く。
,,□,百貨店（広報担当）,・定額給付金の給付や高速道路料金引下げにより、消費の回復を期待しているが、当面は客の財布のひもが固いままの状況が続く。
,,□,百貨店（売場担当）,・客の財布のひもは依然として固く、特別企画の実施や定額給付金の給付による売上増加は期待できない。今後、高速道路料金引下げにより、旅行者の増加が見込まれることから、ゴールデンウィーク時期の仕掛けが回復のポイントとなる。
,,□,百貨店（経営者）,・客の生活防衛意識が高まっていることから、衣料品の売上減少にとどまらず、食料品の買上単価も低下傾向にあり、この傾向は今後も続く。
,,□,スーパー（店長）,・家庭での内食傾向が強まっているとはいうものの、消費者の所得減少に伴い１品単価や客単価が下落傾向にあり、厳しい状況は今後も続く。
,,□,スーパー（店長）,・大手競合店のプライベートブランド商品の大幅値下げなど、価格競争が激化していることから、今後は現状維持が精一杯である。
,,□,スーパー（総務担当）,・政府や企業の雇用対策の効果が出始め、消費の下支えに寄与する。また、定額給付金の給付により消費回復を期待しているが、景気の底割れ防止や消費の下支え程度であり、外需拡大が見込めないなかで、内需拡大までは至らない。
,,□,コンビニ（経営者）,・ソフトドリンクや菓子パンは好調であるが、医薬品や家庭用品などのドラッグストアで安価に購入可能な物の売上が大幅に落ち込んでおり、今後もこのような状況が続く。
,,□,衣料品専門店（経営者）,・常連客の売上は安定しているが、フリー客の減少が顕著になっており、このような状況は今後も続く。
,,□,衣料品専門店（経営者）,・景気が良くなるような材料が見当たらない。
,,□,衣料品専門店（店長）,・客はタンス在庫にない必要な商品のみを買い足す傾向が強まっており、今後も商品単価の低下を補うほどの買上点数の増加は見込めない。
,,□,衣料品専門店（店長）,・定額給付金の給付は、消費回復に貢献するものの、家族のための使い方が多く、婦人服の購入にはつながらない。
,,□,衣料品専門店（総務担当）,・景気低迷による購買意欲の減退により、例年この時期に期待できる学生需要が縮小しており、今後も厳しい状況が続く。
,,□,家電量販店（店長）,・景気が良くなるような好材料が見当たらないことから、今後も厳しい状況が続く。
,,□,乗用車販売店（経営者）,・４月以降の自動車優遇税制を見込んでの買い控えの影響が予想より小さいことから、今後の反動増は期待できない。
,,□,住関連専門店（経営者）,・定額給付金給付の動きに合わせて、商工会議所が10％のプレミアム付商品券を販売する企画が進んでおり、多少の消費回復効果が期待できる。
,,□,住関連専門店（経営者）,・売上は過去最低水準で推移しており、定額給付金の給付による効果も期待できない。
,,□,その他専門店［呉服］（経営者）,・生活防衛意識が高まり、高単価商品や我慢できる物は買わないという消費行動が顕著になっており、この傾向は今後も続く。
,,□,一般レストラン（経営者）,・消費者は堅実な生活に確実にシフトし、レストランでの食事を控える傾向にあることから、今後も厳しい状況が続く。
,,□,一般レストラン（経営者）,・景気対策の効果は期待できないことから、悪い状況が今後も続く。
,,□,スナック（経営者）,・景気が上向く要素は全く見当たらないことから、今後も厳しい状況が続く。
,,□,都市型ホテル（スタッフ）,・年度末を迎え、多くの業界、中小企業は、大変厳しい状況にあり、最悪の事態も想定されるなか、国の景気対策はスピード遅く、解散総選挙の時期についても考え方が二転三転する等、先行き不透明な状況が続く。
,,□,タクシー運転手,・異動や卒業、入学シーズンを迎え、例年、売上が伸びる時期であるが、今年はその兆候すら感じられない。
,,□,通信会社（営業担当）,・雇用問題や景気対策に関する具体的な実行策がみえてこないことから、今後も厳しい状況が続く。
,,▲,商店街（代表者）,・４月以降の予約状況は低調であるが、市場動向から判断して売上は横ばいで推移する。
,,▲,百貨店（売場主任）,・客の生活防衛意識が強まり、価格に対して一層シビアになることから、衣料品の売上は更に落ち込む。今後、食料品関連の大型催事が目白押しにあるが、他売場への波及効果は期待できない。
,,▲,スーパー（経営者）,・客の生活防衛意識が高まり、サイズが小さい物や、グレードダウンした物を購入する消費行動が顕著となり、１品単価の下落幅が拡大している。このような状況は今後数か月間続く。
,,▲,スーパー（店長）,・客の買上点数は増加傾向にあるが、来客数、１品単価共に前年を下回る状況が続いており、今後も厳しさを増す。
,,▲,スーパー（店長）,・近隣に競合店が開店することから、来客数、売上の落ち込みが懸念される。
,,▲,コンビニ（経営者）,・周辺地域は、比較的購買意欲がある高齢者の比率が高いが、20～30代の層は今後も所得の上昇が見込まれないため購買意欲が低下する。
,,▲,コンビニ（エリア担当）,・雇用情勢が悪化しており、従業員の応募者も企業を解雇された人が少なくない。来客数の伸びも鈍化傾向にあり、景気回復にはもうしばらく時間を要する。
,,▲,コンビニ（店長）,・デフレの進行により利益率が圧迫される。
,,▲,衣料品専門店（経営者）,・国の景気対策は短期的な対策が多く、中長期的な具体策がみえてこないため、今後も景気の低迷が続く。
,,▲,衣料品専門店（店長）,・前年は、創業セールなど様々なイベントを仕掛けたため、ある程度の動きが出ていたが、今年は一般のビジネスマンの動きが鈍く、６月までは苦戦が続く。
,,▲,衣料品専門店（店長）,・当地域でも工場の閉鎖が増加しており、景気の底打ち感が全くみられないことから、客の先行き不安が高まり、消費マインドは今後も更に冷え込む。
,,▲,その他専門店［パソコン］（経営者）,・個人経営店では大手の価格に対抗できず、大手のみが潤う状況となることから、景気全体の底上げまでには至らない。
,,▲,その他専門店［酒］（営業担当）,・地方や国政選挙を控え、飲食店を中心に需要が冷え込むことから今後も厳しさを増す。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,・世界経済悪化の打撃を直接受けている製造業に勤務する客が多いことから、今後も買い控え傾向が強まる。
,,▲,高級レストラン（支配人）,・予約率が前年を下回っており、ファミリーでの利用が減少傾向にあることから、今後も厳しさを増す。
,,▲,一般レストラン（経営者）,・衆議院の解散総選挙が始まれば、客は行動を自粛する傾向にあることから、厳しさを増す。
,,▲,一般レストラン（スタッフ）,・雇用情勢の悪化や所得の減少が続くなか、景気が上向く要素は全くない。
,,▲,観光型ホテル（経営者）,・定額給付金の給付を前提に地域全体でイベントを計画中であるが、あまり期待できない。今後解散総選挙が始まれば、消費者は行動を自粛し、ホテル利用の機運が盛り上がらない。
,,▲,観光型ホテル（スタッフ）,・景気が良くなる好材料が見当たらず、将来に対する客の不安が高まっていることから、今後も消費マインドの低下傾向が続く。
,,▲,都市型ホテル（スタッフ）,・企業主催の会議が減少傾向にあるなか、これから総会シーズンを迎えることから、開催件数の減少や予算規模の縮小が予想され、より厳しさを増す。
,,▲,旅行代理店（従業員）,・先行きの受注状況が前年を下回っており、今後も厳しさを増す。
,,▲,タクシー運転手,・職業安定所に通う客からは、仕事が全くないという話を聞いている。景気が回復するような要因が見当たらないなか、今後も雇用情勢は厳しさを増し、売上にも影響を及ぼす。
,,▲,通信会社（営業担当）,・客の先行き不安が高まり、消費マインドは今後も低下する。
,,▲,通信会社（営業担当）,・景気が良くなるような材料が見当たらず、今後も当面悪い状況が続く。
,,▲,遊園地（経営者）,・定額給付金の給付や高速道路料金引下げの効果を期待したいが、その他に明るい話題が何も見当たらないことから、今後も厳しさを増す。
,,×,一般小売店［雑貨］（企画担当）,・東北地域では自動車や電機・機械関係の下請企業が多く、今後も所得や雇用に対する不安が高まることから、消費マインドは更に冷え込む。
,,×,百貨店（販促担当）,・定価品の売上の減少が業績悪化の要因になっており、この状況は今後も続く。
,,×,スーパー（経営者）,・デフレ傾向が続くなか、可処分所得の減少や他店との競合により、売上、客単価共に減少する。定額給付金の効果は期待できない。
,,×,スーパー（経営者）,・建設業と兼業している農家の収入が落ち込むことから、今後も売上が減少する。
,,×,スーパー（店長）,・来客数や買上点数、１品単価の低下傾向が今後も続く。
,,×,コンビニ（経営者）,・当地区の製造業の業況が持ち直さない限り、今後も来客数の減少が続く。
,,×,コンビニ（経営者）,・年度末は解雇者が大量発生することから、消費マインドは更に低下し、来客数は減少する。
,,×,コンビニ（エリア担当）,・４月中旬の大手企業の決算発表は、消費者の景況感に悪影響を及ぼし、消費マインドは更に低下する。
,,×,乗用車販売店（経営者）,・自動車優遇税制の実施により、環境対応車の売上は前年並みまで回復するが、積雪寒冷地で需要がある４ＷＤ車は適用外となる車種が多いことから、新車の販売台数は前年を下回る。
,,×,乗用車販売店（経営者）,・政府による思い切った景気対策が実施されなければ、今後も消費は回復せず、車の保有台数の減少や若い世代の車離れが進む。
,,×,住関連専門店（経営者）,・雇用問題が深刻化し、所得が伸びない状況のなか、新築や家財の買換えをする消費者は減少する。地域の基幹産業である自動車、電機関係の業況が回復しない限り、今後も厳しさを増す。
,,×,高級レストラン（経営者）,・米国景気が回復しない限り、今後景気が良くなることはない。
,,×,一般レストラン（経営者）,・歓送迎会が前年に比べ大幅に減少していることから、今後も企業関係の来客数が減少する。
,,×,観光型旅館（経営者）,・レジャーを控える傾向が強まっており、例年４月は動きが悪い月ではあるものの、予約が全く入っていない。
,,×,都市型ホテル（経営者）,・宴会部門では歓迎会関係の予約が前年に比べ10％程度減少しており、レストラン部門も右肩下がりとなる見込みである。宿泊部門は、県外資本企業の出張が減少することから最も深刻な状況となる。
,,×,都市型ホテル（スタッフ）,・全部門で売上の大幅な減少が見込まれることから、今後は、営業力の強化を図る一方で、ワークシェアリングや不採算部門の閉鎖が検討されている。
,,×,都市型ホテル（スタッフ）,・会合のキャンセルや、出張の見合わせによる宿泊者数の減少が今後も続く。
,,×,タクシー運転手,・タクシーの運転手は、出口の見えない大変な不景気のなかで低賃金、長時間労働を余儀なくされており、今後も厳しさを増す。
,,×,通信会社（営業担当）,・抜本的な景気改善策を実施しない限り、今後も厳しさを増す。
"企業
動向
関連

(東北)",,◎,－,－
,,○,出版・印刷・同関連産業（経理担当）,・高速道路料金引下げに伴い、観光面での個人消費が伸びることが予想されることから、今後観光関連の広告、印刷関係の景気はやや持ち直す。
,,○,電気機械器具製造業（企画担当）,・高速道路料金引下げなどの景気対策や、最近の円安傾向、ガソリンや原材料価格の低位安定、株価の底打ち感など、業況の改善要因が以前よりも多くなっていることから、今後に期待が持てる。
,,□,農林水産業（従業者）,・高止まりしている肥料価格が、収支圧迫要因となっているが、21年産の農産物については、肥料高騰部分を補填する助成金が支給される。
,,□,食料品製造業（総務担当）,・価格優先の購買傾向に変わりはないことから、売上低迷、収益悪化という状況が今後も続く。
,,□,木材木製品製造業（経営者）,・住宅部材の販売単価が安値競争となっており、需給バランスの改善には今後数か月を要する。
,,□,建設業（企画担当）,・官公庁からは新年度工事が出件され、非製造業では設備投資に多少動きが出始めるなど、多少明るい兆しがみられるが、仕事量は少なく、激しいコスト競争が予想されるため今後も厳しい状況が続く。
,,□,通信業（営業担当）,・３月末決算において好材料が乏しいことから、今後も厳しい状況が続く。
,,□,司法書士,・住宅購入を促進する税制改正が行われるが、好影響が現れるまではしばらく時間を要する。
,,□,協同組合（職員）,・依然として、受注に結び付かない原価割れや超短納期などの案件が多く、底がみえない状況が続く。
,,▲,食料品製造業（経営者）,・価格的に魅力のある商品開発に取り組んでいるが、景気の悪化は今後も続くことから土産や飲食業の売上は減少する。
,,▲,出版・印刷・同関連産業（経営者）,・繁忙期である３月でも売上が減少している状況にあることから、今後も厳しさを増す。
,,▲,輸送業（従業員）,・輸送量の減少に伴い、今後、入居テナントの撤退が増加する。
,,▲,金融業（営業担当）,・景気が良くなる兆候が全くみられない。
,,▲,金融業（広報担当）,・企業収益悪化の影響が、今後本格的に個人消費の減退に波及する。
,,▲,広告代理店（経営者）,・毎年通例となっていた契約が４月にキャンセルになるという事例が出ており、先行きが全く読めない状況が続く。
,,▲,新聞販売店［広告］（店主）,・景気が良くなる兆しは全く感じられない。
,,▲,経営コンサルタント,・政局が安定し、各業界に安心感をもたらすまで景気悪化が続く。
,,▲,コピーサービス業（経営者）,・年度末需要により官需は多少活性化しているが、民需は土木建築関係の企業を中心に厳しさを増しており、３月の支払が集中する２、３か月後には倒産が増加する。
,,▲,その他非製造業［飲食料品卸売業］（経営者）,・小売店では、低価格商品の棚割りが増加しており、利益率が高い高単価商品の動きは期待できない。
,,×,農林水産業（従業者）,・前年の農家収入が例年の７～８割程度に止まり、さらに今年の収入は７月以降となるため、生産資材の買い控え傾向は今後も強まる。
,,×,繊維工業（営業担当）,・景気の底打ち感は全くみられず、今後も厳しさを増す。
,,×,一般機械器具製造業（経理担当）,・自動車部品については、受注が計画の半分程度の状況が今後１年間ほど継続する見通しであり、回復の兆しが出てきていない。正社員の余剰感もあり、一時帰休を余儀なくされていることから、今後も厳しさを増す。
,,×,電気機械器具製造業（営業担当）,・政府による根本的な景気活性化策がみえず、市場が活性化する材料が全く見当たらない。
,,×,輸送業（経営者）,・今後も輸送量の減少が見込まれることから、稼働日数が減少する。
,,×,通信業（営業担当）,・契約に関する取引先の厳しい反応は、今後しばらく続く。
,,×,広告業協会（役員）,・業況悪化に伴う企業の合併・統合などの情報が聞こえてくるなか、企業では番組制作やイベントなどを仕掛ける予算も縮小傾向にあることから、広告業界は今後も厳しさを増す。
,,×,広告代理店（経営者）,・取引先企業では支出に慎重さを増し、広告費も削減されているなか、景気回復の要素は見当たらない。
,,×,公認会計士,・取引先企業の決算状況をみると、業況悪化に底打ち感がみられず、多くの企業では今後も更に悪くなる。
,,×,その他非製造業［飲食料品卸売業］（経営者）,・景気が良くなる要素が見当たらず、今後も所得減少に対する先行き不安が高まることから、消費マインドは更に冷え込む。
"雇用
関連

(東北)",,◎,－,－
,,○,－,－
,,□,人材派遣会社（社員）,・派遣需要の改善を期待させるような材料が全く見当たらない。
,,□,人材派遣会社（社員）,・求人側と求職者側のニーズの溝が広がりつつあるが、本県は農作物を自己消費し、核家族化が進んでいない土地柄ということもあり、失業者は、短期的な軽作業でその場をしのぎ、景気回復を期待しながらじっくりと安定した職を求めている。このような傾向は今後も続く。
,,□,人材派遣会社（社員）,・景気が良くなるような要因が見当たらない。
,,□,職業安定所（職員）,・企業では現従業員の雇用を維持することで精一杯であり、新たな雇用創出は見込めない。
,,□,職業安定所（職員）,・全業種において、新規求人数の減少、新規求職者の増加傾向が続いている。
,,▲,新聞社［求人広告］（担当者）,・小売店では、定額給付金給付に伴う各種キャンペーンを実施することから、消費の回復を期待しているが、景気のバロメーターである求人が激減しており、求人誌も廃刊になるなど、雇用情勢は更に厳しさを増す。
,,▲,職業安定所（職員）,・一時帰休を実施する企業から助成金の相談が増加している。景気回復のための明るい材料が全く見当たらないことから、雇用情勢は今後も厳しさを増す。
,,▲,職業安定所（職員）,・求人が減少する一方で求職者が増加傾向にあり、企業の雇用調整助成金の相談も増加していることから、雇用環境は今後もますます厳しさを増す。
,,▲,職業安定所（職員）,・製造業を中心に雇用調整が続き、今後も厳しさを増す。ただし在庫調整が進み、生産を再開するの動きもみられることから、今後の動きを注視していく。
,,×,人材派遣会社（社員）,・６月末での契約終了の相談が入っており、３月末に次ぐ規模となることから、今後も厳しさを増す。
,,×,人材派遣会社（社員）,・製造業の業況悪化に加え、自己都合での退職が減少していることから、求人数の減少が続いており、離職者の再就職は、今後も厳しさを増す。
,,×,アウトソーシング企業（社員）,・企業の経営不振により各自治体は税収が減少することから、派遣需要は今後更に縮小する。
,,×,新聞社［求人広告］（担当者）,・県外資本の企業に若干新規雇用が発生しているが、地元企業は今後も沈滞ムードが続く。
,,×,新聞社［求人広告］（担当者）,・自動車産業や住宅産業などの裾野が広い業種が景気低迷に陥っており、改善の見込みもないことから、雇用情勢は悪化の一途をたどる。
,,×,職業安定所（職員）,・雇用情勢の悪化が今後も長期間続く。
,,×,職業安定所（職員）,・雇用調整助成金の利用が増加しているが、今後２～３か月後に休業を見込んでいる企業からの相談も増加している。
,,,,
　３．北関東（地域別調査機関：（株）日本経済研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北関東)",,◎,コンビニ（経営者）,・入学、就職、ゴールデンウィークでイベントがあり、人が動く時期なので、きめ細かく対応すれば売上は確保できる。
,,○,一般小売店［精肉］（経営者）,・いろいろなところで値下げが始まっている。定額給付金の給付により元気が出てくるのではと期待している。
,,○,自動車備品販売店（経営者）,・高速道路料金引下げ等、期待できる要素は多少あるので、少しは良くなる。
,,○,一般レストラン（経営者）,・土日の高速道路料金引下げ、定額給付金等による影響が多少ではあるが見られる。
,,○,スナック（経営者）,・来月、定額給付金の給付と地元のイベントもあるので、良い方向に行くことが期待される。
,,○,観光型ホテル（営業担当）,・高速道路料金引下げによる観光客増加の期待、テレビドラマによる地元の取り上げ、市が主催する定額給付金のキャンペーンのイベント等により、企業、商店に多少の盛り上がりがある。
,,○,旅行代理店（従業員）,・夏以降の海外旅行の申込が出てきているので、夏以降の販売額、販売量共に伸びることが期待される。
