,,□,商店街（代表者）,・世のなかが不安定とはいわないが、このような状況で景気が上向いてこないことで、冬のボーナスが出るか不安になっている消費者が多いとみられる。今後、出費を抑える傾向が強まることを懸念している。
,,□,商店街（代表者）,・新型コロナウイルスの勢いが収まることを期待しているが、以前の状態に戻るまでには時間が掛かることになる。
,,□,一般小売店［土産］（経営者）,・10月１日から東京がＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの対象に加わることから、人の移動が活発になる。ただし、秋から冬にかけて新型コロナウイルスの感染が拡大することも懸念されるため、状況が一変することまでは期待できない。そのため、今後も同じような傾向で横ばいのまま推移することになる。
,,□,百貨店（営業販促担当）,・新型コロナウイルスに対する警戒は冬も継続するとみられる。旅行や会合などの外出自粛が続くことになれば、衣料品を中心に動きがみられなくなる。
,,□,スーパー（店長）,・インフルエンザが流行する時期に新型コロナウイルスの動向がどうなるか予断を許さない状況にある。そのため、ワクチンや治療薬などの抜本的な対応策が出てこない限り、景気は下げ止まりの横ばい又は僅かな回復で推移することが見込まれる。
,,□,スーパー（役員）,・様々な分野で行動規制の緩和が始まってから、当地では月末時点の新型コロナウイルスの新規感染者数が増加傾向にある。一時的に新型コロナウイルスに対する人々の防衛感が薄まったことで、徐々に景気が悪くなるようにみえたが、再度、人々の感染防止意識が強くなることで、今と変わらないやや良い状態で推移することが期待できる。
,,□,乗用車販売店（経営者）,・新車販売の先行指標である新車の受注量が９月も引き続き前年の水準を上回って推移していることから、今後も現在の好調な状況が続くと期待できる。
,,□,乗用車販売店（経営者）,・漁獲量の低迷により地場産業である水産業が影響を受けており、加工業や運送業にもその影響が及び、経済的な影響が大きくなっている。そのため、プラスが見込める観光や酪農などとの効果が相殺され、景気は大きな変化のないまま推移する。
,,□,乗用車販売店（従業員）,・現状は景気の悪くない状況にあるため、このままの状態で推移することが見込まれる。新型コロナウイルスの感染が再度拡大すると、３～６月の厳しかった状況に戻る可能性もあるが、当地の場合、タイヤ交換などで来客数が増える時期であることから、うまく商戦につながることが期待でき、景気はそれほど落ち込まないとみている。
,,□,乗用車販売店（従業員）,・現在の新型コロナウイルスの感染状況から、景気の先行きについて現状から大きく変わるようなことはない。
,,□,住関連専門店（経営者）,・ビルテナントの賃貸を行っているが、収益悪化により退去するテナントがみられた。一度退去してしまうと新たなテナントの入居がしばらく見込めないため、今後の景気は厳しいまま変わらない。
,,□,その他専門店［医薬品］（経営者）,・消費者は、価値を見いだしたものに対してはどんな状況でも購入する傾向にある。今後の展開次第だが、必要不可欠な商材であることをアピールできれば景気は変わらないまま推移する。
,,□,その他専門店［ガソリンスタンド］（経営者）,・先行きについては不透明である。
,,□,高級レストラン（経営者）,・10月からＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの対象に東京も含まれることになる。10月一杯までは観光客が増えることが期待できるが、10月を過ぎると段々と寒くなることと合わせて、インフルエンザや新型コロナウイルスが流行する可能性があることから、どのような状況になるのか見当も付かない。ただ、景気が良くなるとはいえないため、今後の景気はやや悪くなる。
,,□,高級レストラン（スタッフ）,・例年10～11月は観光閑散期であるが、今年は９月も土日祝日以外は閑散期のような状況であったことから、これから10～12月に掛けて、売上がどの程度変動するのか想像も付かない状況にある。
,,□,タクシー運転手,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの効果に期待しているが、現在の問合せや予約状況から、これまでの減少分を持ち直す程度になるのではないかとみられる。
,,□,観光名所（職員）,・新型コロナウイルスの影響で引き続き低調に推移している。観光事業者としてはＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンなどの施策が頼みの綱であるため、短期的な実施にとどめるのではなく、最低でもインバウンド客の入国が全面解禁されるまでの長期的な視点での実施を望んでいる。
,,□,美容室（経営者）,・今後も新型コロナウイルスへの感染状況は変わらないとみられることから、客同士の距離確保のため、半分しか施術席を使用できない状況が続く。そのため、売上も今の状態が続くことになる。
,,□,美容室（経営者）,・当店では新型コロナウイルスの影響も余りなく、これからも影響が出てくるとは考えられない。ただ、景気が上向くような兆しもみられない。
,,▲,商店街（代表者）,・周りで閉店したり、廃業する店が増えたことから、商店街全体の客足が落ちることになるため、元に戻るまでしばらく時間が掛かることになる。
,,▲,スーパー（店長）,・新型コロナウイルスによる収入減の影響か、客の買物の様子がシビアになっている。
,,▲,スーパー（企画担当）,・これから秋冬に向けてインフルエンザと新型コロナウイルスの同時流行のリスクが叫ばれていることから、心理的な不安とあいまって、消費動向は楽観のできない状況が続く。
,,▲,コンビニ（エリア担当）,・これまではキャッシュレス・消費者還元事業、免許品の値上げ前の駆け込み需要の影響で売上を確保できていたが、今後はその反動が出てくるため、売上は落ち込むことになる。
,,▲,コンビニ（エリア担当）,・食費が普通に掛かっている上、宅配などを利用する機会も増えていることから、家庭での消費額はやや増えているとみられる。また、今後は燃料費、暖房費などの費用もかさむことになる。その一方で、収入は変わらないため、今後の景気はやや悪くなる。
,,▲,コンビニ（エリア担当）,・新型コロナウイルスの影響が継続するとみられる上、たばこの駆け込み需要の反動が出てくることが見込まれることから、今後の景気はやや悪くなる。
,,▲,その他専門店［造花］（店長）,・３月以降、前年割れが続いており、回復の兆しがみられないことから、今後の景気はやや悪くなる。
,,▲,高級レストラン（スタッフ）,・インフルエンザや風邪が流行し、新型コロナウイルスと混同されることが懸念される。そのため、今後の景気については一層の冷え込みが見込まれる。
,,▲,旅行代理店（従業員）,・10月以降は観光の閑散期となってくるため、夏場のような集客が見込めない。１月末から２月に掛けての流氷観光時期まで観光需要の拡大は難しいとみられる。
,,▲,タクシー運転手,・タクシー業界は景気に左右されやすい上、観光面の影響も受けやすい。今後の景気が落ち込むことになれば、観光面にも影響が出ることになるため、以前の状態に戻るまで数年は掛かるのではないかと懸念している。
,,▲,タクシー運転手,・10月からＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの対象に東京も含まれることになり、地域共通クーポンの配布も始まるが、新型コロナウイルスの感染拡大が懸念されることから、今後の景気はやや悪くなる。景気を上向かせるためには、いち早いワクチンの開発が必要である。
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,・新型コロナウイルスの影響について、いまだに回復の見通しが立っておらず、政策効果も限定的なものにとどまるとみられることから、今後の景気はやや悪くなる。
,,×,商店街（代表者）,・これから観光のシーズンオフに向かうことに加えて、冬を迎えて新型コロナウイルスの感染拡大が懸念されるため、今後の景気はやや悪くなる。
,,×,商店街（代表者）,・９月の大型連休に期待していたが、客が郊外の観光地に流れたことで、中心商業地への客の入込は少なく、期待外れで終わった。10月以降のＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの予約状況も現在のところは低調に推移している。当地はこれから冬に向かい、観光の閑散期となるため、北海道を目的地とする旅行が増えることは期待できない。このため、観光シーズンを逃したＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの効果は薄いとみられ、北海道の観光業にとって危機が迫っている状況にある。
,,×,一般小売店［土産］（経営者）,・当社はこんぶ小売専門店として５店舗を経営していたが、そのうち１店舗を閉鎖した。社員の解雇はせずに頑張っているが、観光客相手の店舗の閉店が周りで相次いでいることから、今後、失業者が相当増加することが懸念される。
,,×,コンビニ（エリア担当）,・冬を迎えて、新型コロナウイルスの第３波が来るとみられることから、今後の景気は悪くなる。
,,×,衣料品専門店（店長）,・リモートワークが定着したことで、スーツ関連の売上が落ち込むことが懸念される。当業界は、最低限の保証がある外食産業以上に悲惨な状況になっていくことは間違いない。
,,×,高級レストラン（スタッフ）,・例年であれば、９月までが繁忙期であり、この先は閑散期に向かうことになる。９月の景気は３か月前と比べれば良くなっているものの、集客が前年の50％にとどまっているため、閑散期である３か月後に景気が好転するような要因が見付からない。
,,×,観光型ホテル（経営者）,・これから冬季シーズンに入り、例年であれば団体客やインバウンド客のシェアが高まる時期だが、今年は双方とも見込めない。冬季は道民の宿泊需要も急減するため、年末に掛けて大変厳しい景況感になるものと懸念している。
,,×,観光型ホテル（スタッフ）,・今年はイベントの催行がないことから、今後の景気は悪くなる。また、今年は曜日並びが悪く、連休がないこともマイナスである。
,,×,タクシー運転手,・例年10～11月はタクシー利用が減ってくる時期である。コロナ禍の今年は例年以上の利用減になることが懸念されるため、景気は悪くなる。
,,×,タクシー運転手,・新型コロナウイルスに対する消費者の生活パターンが定着していることから、今後の景気回復は永遠に望めない。
,,×,美容室（経営者）,・景気が良くなるような要素が全くないことから、今後の景気は悪くなる。
,,×,住宅販売会社（経営者）,・客の多くが将来の所得に不安を持っており、分譲マンションの購入をちゅうちょしている。そのため、分譲マンション市場は縮小傾向にある。消費税の減税など、何らかの経済対策が行われることを期待している。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,金属製品製造業（経営者）,・客からの受注の見込みがあるため、今後の景気はやや良くなる。
,,○,その他サービス業［建設機械リース］（支店長）,・国の政策効果もあり、観光関係が多少回復傾向にあることから、今後の景気はやや良くなる。
,,□,食料品製造業（従業員）,・売上が上向くような案件が見当たらないため、今後も景気は変わらない。
,,□,食料品製造業（従業員）,・価格改定の影響により、受注量が大幅に減少している。２～３か月後も同様の状況が続くとみられる。
,,□,家具製造業（経営者）,・新型コロナウイルスの新規感染者数の増減に社会活動が大きく左右される状況が変わっていないことから、まだ本格的な景気回復を望みにくい。
,,□,金属製品製造業（従業員）,・新規住宅着工件数が前年から15％程度ダウンしたままであることから、今後も景気は変わらない。
,,□,建設業（役員）,・新型コロナウイルスの影響が長期化することは避けられないことから、次年度以降の受注見通しについて楽観できない状況は今後も変わらない。
,,□,司法書士,・今後の見通しについて、新型コロナウイルスに対応した社会システムが構築されることになれば、それに伴い景気も回復傾向に転じるとみられるが、しばらくは厳しい状況が続くことになる。
,,□,司法書士,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーン、Ｇｏ Ｔｏ Ｅａｔキャンペーンなどの経済対策が行われているが、恩恵を受けるのは一部の業種に限られる。全体的な景気回復には多くの業種の景況感が上向くことが必要であり、年内は現状維持が精一杯とみられる。
,,□,その他サービス業［建設機械レンタル］（総務担当）,・新型コロナウイルスの動向が民間設備投資に影響を与えることが懸念されるため、年内は現在の状態が続くことになる。
,,□,その他非製造業［鋼材卸売］（従業員）,・現在の経営環境では、景気回復に向けての行動が制限されるため、今後の大幅な景気改善は難しい。
,,▲,建設業（経営者）,・今後の新型コロナウイルスの動向次第だが、良くて現状維持で推移することになる。公共工事は例年のペースで推移しているものの、民間建築は冬季を迎えて引き合いが減ることになる。戸建て住宅は持ち直しの兆しもみられない。
,,▲,建設業（従業員）,・道内の地方都市で建て替えを計画していた複数の医療施設において、コロナ禍での患者数の減少を受けて計画中断を余儀なくされている。今後の民間施設投資の落ち込みが危ぶまれる。
,,▲,輸送業（支店長）,・物流業界では、稼働維持のための運賃下落のフェーズに入りつつあることから、今後の景気はやや悪くなる。
,,▲,通信業（営業担当）,・これから気温が低下するにつれて、新型コロナウイルスの新規感染者数が再度増加する懸念があることから、今後の経済活動全般が制約される可能性が高い。また、その可能性の高さを各企業が過敏に捉えることで必要以上に経済的活動が抑制されることが想定される。その結果、今後の景況感は必要以上に下押しされることになる。
,,▲,その他サービス業［ソフトウェア開発］（経営者）,・発注を先延ばしにしているという話を身近でよく聞くようになったことから、今後の景気はやや悪くなる。
,,▲,その他サービス業［建設機械リース］（営業担当）,・公共工事は例年と変わらずに行われているが、民間投資工事は先行きへの不透明さがあることから、一部延期、中止の動きがみられている。このため、今後の景気はやや悪くなる。
,,×,金融業（従業員）,・足元で失業率の上昇や有効求人倍率の低下がみられるなど、雇用情勢が悪化基調にある。また、今後、持続化給付金の支援効果が剥落することで企業の資金繰りが悪化することも見込まれる。このため、道内の雇用、所得環境は一層悪化する可能性が高く、これに伴い個人消費が減速することも懸念される。これらのことから、道内景気は３か月前と比べて悪くなる。
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーン、Ｇｏ　Ｔｏ　Ｅａｔキャンペーンなどの効果により、停滞している飲食業界、宿泊業界に動きが出てくることを期待している。
,,○,職業安定所（職員）,・まだまだ新型コロナウイルスの影響がみられる状況ではあるが、今以上に景気が悪くなることは考えづらく、今後の景気は少しずつでも改善することになる。
,,□,求人情報誌製作会社（編集者）,・ウィズコロナの状況に住民が慣れてきていること、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンや地域における各種の需要喚起策などの効果が表れ始めていることから、人の動きが活発化している。
,,□,求人情報誌製作会社（編集者）,・外国人観光客が増えてこない限り、経済の回復も限定的なものにとどまる。ワクチンなどが開発、普及してこない限り、経済活動が好転することはない。
,,□,求人情報誌製作会社（編集者）,・忘年会や帰省の増える年末、冬の観光シーズンに例年どおりの人の動きが見込めるのか、全く読めない。冬場の観光入込が多い当地において大きな問題となっている。
,,□,職業安定所（職員）,・有効求人数は前年を下回っているが、新型コロナウイルスの影響を大きく受けている宿泊業、飲食業、旅客運送業などに持ち直しの傾向がみられる。
,,□,職業安定所（職員）,・当地における新規求人数は前年比マイナス26.0％、月間有効求人数は前年比マイナス25.1％といずれも減少しているが、新型コロナウイルスの影響を受けて低迷している経済活動がこれから回復することで、求人数、有効求人倍率についても徐々に復調することが見込まれる。
,,□,学校［大学］（就職担当）,・新型コロナウイルスによる影響を受けていない業界を除き、現在の不景気は継続する。Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンなども一時的なカンフル剤であり、将来に対する各業界の不安感が払拭されない限り、しばらくはこのままの状況が続く。
,,▲,人材派遣会社（社員）,・現在、雇用調整助成金及び持続化給付金などで何とか経営を維持している企業が多くみられる。特に中小企業において、その傾向が顕著である。今後、助成金や給付金の申請受付期間が終わると、中小企業などでは事業承継問題と合わせ、事業の継続を見送る事例が出てくることも見込まれる。また、飲食業などの失業者増加も景気に影響を与えそうである。
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,住関連専門店（経営者）,・受注生産で、来月以降の受注量が大量にある。ここ２～３か月よりは倍増する。
,,◎,観光型旅館（スタッフ）,・東京、中部、関西からのツアー募集の状況が良い。個人についても、順調に伸びてきている。
,,○,一般小売店［書籍］（経営者）,・個人の金融資本が増えているが、どちらかというと高価格商品や耐久消費財のようなものは動いているかもしれない。一般消費財については供給過剰でもあるし、モチベーションが上がるということはない。
,,○,一般小売店［酒］（経営者）,・観光客等も少しずつ増えてきているので、良くなるとみている。
,,○,一般小売店［医薬品］（経営者）,・町内会で割増商品券が発行され、それがかなりのスピードで出回っているので景気が良いという雰囲気になっている。12月末までの商品券である。また、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンで観光客が９月の４連休ではかなり出始めており、これが続けば年末までにも東京から客が来るのではないかと考えている。
,,○,コンビニ（経営者）,・客単価や買上点数は堅調に推移してきている。来客数も３か月前と比べると４％アップしている。ただし、夜間の動きが悪いので、これ以上悪くなることはないが、少しずつ時間を掛け落ち着いていくものとみている。
,,○,コンビニ（エリア担当）,・週末を中心に客の動きが活発になりつつある。また、販売する衛生関係商品の仕入れも通常となってきており、需要と供給のバランスがとれてきた感覚はある。
,,○,乗用車販売店（従業員）,・新型車のモデルチェンジ等もあり、これからの集客目的の宣伝等通常どおり行うことができれば、事前活動次第で実績は伸びてくるとみている。
,,○,乗用車販売店（本部）,・状況が激変しなければ来店、販売状況も少しずつ改善していくものとみている。
,,○,その他専門店［食品］（経営者）,・コロナ禍も幾分落ち着くことが予想され、加えてＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーン、Ｇｏ　Ｔｏ　Ｅａｔキャンペーンのクーポンの出回りで経済が活性化してくるのではないかとみている。
,,○,一般レストラン（経営者）,・少しずつは良くなっていくとみているが、以前のような状態になるというのではなく、底辺から少しはい上がるということである。
,,○,観光型ホテル（スタッフ）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンに期待している。
,,○,旅行代理店（従業員）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンにおいて、10月１日より東京着が対象となり更に選択肢が増えるとともに、地域共通クーポンの付与がスタートし客のお得感が更に増す。また、新幹線が通常どおり運行し、国内線においては、減便しつつも一定の座席供給量が維持され、旅行需要を下支えする環境が整っている。
,,○,旅行代理店（従業員）,・新型コロナウイルス次第という点があるものの、東京の規制も緩和され、人の動きが活発になりつつあるので悪くなるという考えはなく、やや良くなるとみている。
,,○,観光名所（職員）,・数か月前と比べて客は来ているので、我々の販売方法を見直せば、かなり上向きになってくるという感じはある。特に、試食品を出せないという部分でなかなか売上が戻ってこないが、新しい生活様式と同じように新しい販売方式を開発できればもっと上向いていけると考えている。
,,○,その他サービス［自動車整備業］（経営者）,・第３波があるのかどうかの懸念はあるものの、回復してきている。
,,○,住宅販売会社（経営者）,・小規模宅地分譲が好調である。
,,□,一般小売店［医薬品］（経営者）,・新型コロナウイルス需要で業種的には前年を大幅にアップしてきたが、ここに至って落ち着いてきている。冬に向かってどうなるか分からないが、変わらないのではないかとみている。
,,□,一般小売店［酒］（経営者）,・少し締め付けが緩んだ感があり、少し人も動くようになったが、また感染者が出てしまえば消費者はギュッと縮こまってしまう。安心して外出ができるような状況が来るまでは延々とこの繰り返しである。景気が良くなったと本当に実感できる日が来るとは現状では到底思えない。
,,□,一般小売店［寝具］（経営者）,・景気の低迷はもうしばらく続く。
,,□,百貨店（売場主任）,・飲食業、サービス業を始め、地域内の多くの業種が苦境に立たされており、今後も小売の消費が上向くとは考えづらい。取引先の商品供給も完全には回復しておらず、品ぞろえ面でも不安がある。
,,□,百貨店（営業担当）,・ベースとなる来客数に変化が見られていない。
,,□,百貨店（買付担当）,・効果的な予防方法やワクチンの発売等、安心して外出外食、お出掛けができるような安心材料が出てこない限り、この状況を変えるのは当面難しいと考える。
,,□,百貨店（経営者）,・家計の支出バランスの変化により、コロナ禍の百貨店における消費行動の変化も実感している。随時対応していくが、根本的な品ぞろえなどはすぐには対応しきれず、しばらくこの状況が続くとみている。
,,□,スーパー（経営者）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンも10月１日から東京も含まれることになったが、新型コロナウイルスの終息が見通せないなかにおいては年末の帰省客需要も受入側には不安が残り、夏同様、帰省を拒否する傾向になることが予想される。
,,□,スーパー（企画担当）,・コロナ禍で食品スーパーは内食需要がずっと続いており、これからもまだ続くとみている。
,,□,コンビニ（経営者）,・周りの企業に勤める人からコロナ禍で仕事が戻ってきているがまだまだ休みが多く、仕事量も３～４割程度という話を聞いている。これ以上悪くならないでほしい。
,,□,コンビニ（経営者）,・県内では新型コロナウイルスの新規感染者はここ１か月出ていないが、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンによる他県からの観光客により、どのようになるか先が読めない状況である。
,,□,コンビニ（経営者）,・新型コロナウイルスの影響で、イベントは自粛若しくは縮小が続いており、景気の回復要素は見当たらない。
,,□,コンビニ（エリア担当）,・冬季に向かい天候要因も出てくるが、環境変化は特にないとみている。
,,□,衣料品専門店（経営者）,・総理大臣が変わり秋田出身で地方を良く知っている人なので地方再生に力を入れてほしいし、期待している。新型コロナウイルスの終息に向けて全力で経済と新型コロナウイルス撲滅に立ち向かってほしい。
,,□,衣料品専門店（経営者）,・秋冬物の最盛期が過ぎる時期なので、来月には少し期待感はあるが２～３か月後は厳しいのではないかとみている。
,,□,衣料品専門店（経営者）,・景気回復対策と新内閣への期待度で、しばらくは現状の売上高を持続できると予測する。
,,□,衣料品専門店（店長）,・ようやく季節の移り変わりとともに、カジュアル衣料のニーズが通常ベースに戻りつつあるが、旅行、出張用途といったモチベーション需要は少なく、厳しい状態が続いている。
,,□,衣料品専門店（店長）,・新型コロナウイルスの影響により、景気の低迷を非常に実感している。
,,□,衣料品専門店（総務担当）,・コロナ禍の状況で景気の低迷、離職、収入源等の状況は悪く、商品購入は控えられているようである。消費者には先行きへの不安感があるようである。
,,□,家電量販店（店長）,・給付金の影響で多少の需要の先食いが発生しているため、変わらないとみている。
,,□,乗用車販売店（従業員）,・新型車の発売に伴い、現行の車がオーダーストップになっており、主力である車がなかなか販売に結び付かないため、この先１～２か月は苦戦するのではないかと予想している。
,,□,乗用車販売店（従業員）,・新型コロナウイルス対策で思い切った集客イベントができず、購入を悩んでいる客を呼び込むことができない。新型車が発表になっているが興味のある客しか来店しない。
,,□,自動車備品販売店（経営者）,・紅葉などの観光期を迎えるがソーシャルディスタンスで回転率を上げることができないため、それほど良くはならないとみている。
,,□,住関連専門店（経営者）,・年末に入ればどの業界でも売出しやいろいろな企画が予定されているので、コロナ禍でもある程度景気の上昇が見込まれる。さらに、当地での新型コロナウイルスの感染が止まれば更に経済は活発になるはずである。
,,□,その他専門店［靴］（従業員）,・新型コロナウイルスの終息が見通せない状況なので何ともいえないが、コロナ禍以前の状況に戻るのには時間が掛かるとみている。インフルエンザとの同時流行も心配である。
,,□,その他専門店［白衣・ユニフォーム］（営業担当）,・既に新常態ということで需要も必要性も薄くなってしまい、もはや売上が回復することに望みはなくなった感がある。全く需要がないわけではないが、少ないパイの取り合いになり競争が激化して採算が取れなくなりそうである。本当に厳しくなるのはこれからである。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・Ｇｏ　Ｔｏキャンペーンなど景気回復への様々な対策が行われているが、当業種においては大きな効果は期待できず、今後の需要回復を見通せない。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・新型コロナウイルスの広がりもあり、今月と同じ程度ではないかとみている。
,,□,その他小売［ショッピングセンター］（統括）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーン等の効果も徐々に出てきているようだが、この先の新型コロナウイルスの感染状況がいまだ不透明ななかではどのように変わるかは見通せない。
,,□,高級レストラン（支配人）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンによる宿泊客の朝食利用は多くなったが、地元客が利用するランチ、ディナーは現状維持である。
,,□,一般レストラン（経営者）,・新型コロナウイルスの影響で新しいスタイルに移行しており、外食については利用の予定が大きく減ってしまっている。予約についても団体客ももちろんなく、先の予約も入っていない。非常に厳しい状況が今後も続くとみている。
,,□,観光型ホテル（経営者）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーン利用で連休は満室であったが、平日は例年よりまだまだ宿泊客は少ない状況である。コロナ禍で秋の団体旅行、忘年会は見込めず、今月より景気は悪くなる可能性もある。
,,□,観光型旅館（経営者）,・様々な景気対策はあるが、感染不安もまだ大きく先々の予約は不安定な状態にあり、どう動くか予測が付かない。
,,□,旅行代理店（従業員）,・現在、先行６か月の受注状況においても新規受注がない状況である。新型コロナウイルスに加え、インフルエンザも発症する季節に入ることから新型コロナウイルス感染症ワクチン接種が可能になるまでは現状のままを想定している。
,,□,タクシー運転手,・タクシーの主要利用者はビジネスマンと高齢者だが、ビジネスマンからは今後もテレワークが続くという声が、高齢者からは新型コロナウイルスを考え外出を控える状態は変えないという声が多く聞かれる。
,,□,通信会社（営業担当）,・悪くなる状況は変わらない。Ｇｏ　Ｔｏキャンペーンも国内生産が増えているだけで海外需要の取組が課題となるが、新型コロナウイルス対策と東京オリンピック需要への施策が鍵とみている。また、インフラ事業の拡大と大学の対面授業の再開も鍵になる。
,,□,通信会社（営業担当）,・現在の景気を改善する材料に乏しく、このままの状況が維持されるとみている。
,,□,通信会社（営業担当）,・これまでは、ステイホームのため宅内で楽しむことに金が使われていたのである程度の新規加入者の増加があったが、今後は旅行、飲食など外での消費にスライドしていくことが予想される。このため、一定数の新規加入者は見込まれるが、大きく増加することは期待できない。
,,□,遊園地（経営者）,・学校団体が少し期待できるが、新型コロナウイルスの第３波次第でまだ厳しい状況が続く。
