,,□,乗用車販売店（従業員）,販売量の動き,・販売量の動きをみると、冬という北海道ならではの季節要因もあり、それほど変化がみられない。安定しているが、特別良いわけでもない。ただ、１～３月になれば決算期に向けて景気が上向いてくると見込んでいる。
,,□,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・石油製品価格が高値で推移していることで、燃料の節約志向が強まっている。
,,□,高級レストラン（スタッフ）,販売量の動き,・月末の売上はかなり回復したが、団体の忘年会や平日の予約客が少なかったこともあり、２年前の６割ほどであった。クリスマスディナーは直前になって全席が埋まったが、例年よりも席数を制限していたうえ、人手不足の影響で料理の手を掛けすぎないようにしたことから単価設定が低くなり、今一つであった。最近になって、一般飲食店では求人が増えてきたようだが、高級店ではまだ客の動きが少ないことから、増員しづらい状況にある。
,,□,観光型ホテル（経営者）,来客数の動き,・３か月前は緊急事態宣言の期間中であったため、単純比較はできないが、全国的な観光需要喚起策が再開されていないことから、今も低迷が続いている。
,,□,旅行代理店（従業員）,それ以外,・新型コロナウイルスの影響が残っており、まだ上向きになっていない。客の消費控えも続いている。
,,□,タクシー運転手,販売量の動き,・年末の売上は前々年の８割ほどに回復した。週末については前々並みの水準まで回復したが、平日については伸びがみられない。また、ビジネス関係の会合、会食が全くないことから、回復に力強さが感じられない。
,,□,タクシー運転手,来客数の動き,・北海道もようやく新型コロナウイルスの感染状況が落ち着きをみせてきているが、まだまだ先が見えない状況にある。また、新型コロナウイルス新変異株が出てきたことで、今後の感染状況によっては以前のような状況に戻ることも懸念される。
,,□,美容室（経営者）,それ以外,・他業種の人と話す機会があったが、前年と比べれば景気は良いが、今後について不安に思っている人が多かった。早く新型コロナウイルスが収束してほしい。
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームに来る客の多くは購入意欲が高く、大変熱心に説明を聞いている。ただ、分譲マンションの価格と客の予算が合わないことも多く、調整に時間を要することが多い。
,,▲,スーパー（企画担当）,来客数の動き,・新型コロナウイルスに関する緊急事態宣言が解除されて以降、とりわけ11月以降は週末の土日を中心に客足が百貨店や外食に向かっており、食品スーパーへの来店が減ってきている。
,,▲,スーパー（企画担当）,競争相手の様子,・新型コロナウイルスの感染状況が落ち着き、人流が多くなっていること、年末年始に向けて前年よりも帰省などが増加していること、商圏に競合店が出店し競争が激化していることなどから、景気は下向きとなっている。
,,▲,スーパー（役員）,お客様の様子,・食用油、小麦の値上がりにより、パン、麺類など、幅広い商材が値上がりしている。特売価格も上がっていることから、客も商材が高くなったと感じているようである。
,,▲,スーパー（従業員）,お客様の様子,・コロナ禍による影響に加えて、原油価格が高止まりしていることもあり、食料品が値上がり傾向にある。個人消費の落ち込みにともなう売上の減少、経費の増加がみられる。
,,▲,コンビニ（エリア担当）,販売量の動き,・売上が今一つである。公共工事がやや落ち着き、利用客数が減っている部分も影響している。観光客の動きが今後の新型コロナウイルスの感染状況によって変化しそうなことも懸念材料である。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・来客数は20％の減少であった。特に常連客の落ち込みが目立っている。客の高齢化、悪天候の影響、新型コロナウイルスへの不安といったことも影響しているが、同様の要因は前年もみられたことであり、むしろ影響は今年以上に大きかったはずである。
,,▲,通信会社（企画担当）,お客様の様子,・通信端末の契約獲得のために大型スーパーや大型商業施設を中心に出張販売を増やしているが、特に都市部では競合他社の出店数やスタッフ数が多い上に値引き額も大きく、競合他社への流出がますます拡大してしまっている。また、法律に違反しない範囲での価格競争も厳しくなっており、消耗の激しい状況となっている。
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・今年は特に天候の悪化による欠航が多いこともあり、輸送量が減少している。
,,×,スナック（経営者）,来客数の動き,・例年と比べると景気はとても悪い。もう少し時間を掛けないと元に戻らないとみられるため、これから少しずつ良くなることを期待している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,家具製造業（経営者）,受注量や販売量の動き,・新型コロナウイルス新変異株の感染拡大によって、現在の状況が変わることを懸念している。
,,○,建設業（役員）,受注量や販売量の動き,・これまで比較的天候に恵まれたことから、各現場の工期短縮による利益の上振れが見込まれる。また、ここに来て見積り参加の引き合いが増え、次年度繰越しの民間建築案件を立て続けに受注できたこともプラスである。
,,○,輸送業（営業担当）,受注量や販売量の動き,・年末ということもあり、雑貨の動きが例年に近い物量に戻っている。配合飼料用の原料も順調に動いており、バター、脱脂粉乳の倉庫保管も引き続き積み上がっている。ただし、古紙不足の影響で紙パルプ関連が伸び悩んでいるほか、本州向けの生乳も低調に推移している。
,,○,金融業（従業員）,取引先の様子,・コロナ禍でこれまで不振だったサービス消費や百貨店販売が復調してきた。一方、巣籠り消費は頭打ち感がみられる。個人消費はエネルギー価格の上昇が重荷となっているが、全体的には持ち直している。こうした個人消費の持ち直しを背景に道内景気は３か月前と比べてやや良くなっている。
,,○,司法書士,受注量や販売量の動き,・新型コロナウイルス新変異株の影響はまだ少なく、年末の駆け込み需要もあり、少しずつ仕事の受注量が増えている。取引先の建築業者も小型建売住宅を手掛ける業者は堅調であり、販売量も伸びている。それにともなって当事務所の受注量も伸びている。
,,○,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・12月前半は前年割れだったものの、後半に入り５％程度の伸びがみられている。観光関連事業の再開案件が増えていること、ホテルの予約状況も盛況なことから、今後の景気はますます上向くことになる。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・３か月前と比べて販売量がやや増えているが、季節要因によるものである。
,,□,通信業（営業担当）,受注量や販売量の動き,・３か月前との比較では大きく変わらないが、リモート対応、職場分散、在宅勤務といったコロナ禍を意識した新規案件が明らかに増えている。
,,□,司法書士,取引先の様子,・新型コロナウイルスの新規感染者数が減少しているが、活発な経済活動を行うまでには回復していない。長い自粛期間に慣れたことで、活発な行動を行うことが良くないという考えが定着しているためとみられる。また、政権が交代したものの、いまだに新型コロナウイルス対策が最優先の状況であるため、景気回復にはまだまだ時間が掛かるとみられる。
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・スポット案件などの受注販売で売上は増加傾向にあるが、引き続きベース商材の動きが悪い。景気が良くなっているという話を周りからも聞かないため、景気は変わらない。
,,▲,金属製品製造業（従業員）,受注量や販売量の動き,・ウッドショック、メタルショック、半導体不足などの影響でボイラー、給湯器、便器、食洗器、ソーラーパネルなどの入荷が遅れており、工事が中断している。１月以降は入荷見通しも立っていない状況である。
,,▲,建設業（従業員）,受注価格や販売価格の動き,・仕事量が少ない一方で、技術者不足の影響で工事契約金額を高めに設定せざるを得ないため、業務確定に至らない案件が多い。受注量が減少傾向にある。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,人材派遣会社（社員）,求人数の動き,・求人への問合せが増えている。前年は企業の求人意欲が低迷していたが、今年は企業訪問した際に人材紹介の依頼を受けることも増えており、コロナ禍以降の事業拡大意欲が感じられる。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・緊急事態宣言が解除されてから、徐々に経済活動が活発になっている。キャリーケースを引く観光客の姿もちらほらみられるようになっている。ただし、外食や小売業では新型コロナウイルス発生前の水準まで回復しているわけではない。また、原油価格高止まりの影響が、今後、経済活動や個人消費に及んでくることも懸念される。
,,○,求人情報誌製作会社（編集者）,周辺企業の様子,・クリスマス、忘年会、帰省、観光にかかわる業界から、客が戻りつつあるとの声を多数聞く。大型スーパー、有名飲食チェーン店の開店もあり、市民の消費マインドが向上していることがうかがえる。
,,○,職業安定所（職員）,求人数の動き,・当地における11月の有効求人倍率は0.91倍であり、３か月前と比べて0.08ポイントの上昇となっている。
,,○,学校［大学］（就職担当）,求人数の動き,・新型コロナウイルス新変異株の感染拡大が懸念されるが、次年度に向けての大手企業、中堅企業の採用意欲は上向きを維持している。年明けに新型コロナウイルスの爆発的な感染が起こらない限り、３月からの新卒採用活動も緩やかに上向くことになる。
,,□,求人情報誌製作会社（編集者）,周辺企業の様子,・基幹産業である農業及び建設土木関係の求人意欲は高い。一方、人々の新型コロナウイルス新変異株への警戒感が高まっていることもあり、商店街や中心繁華街の小売店、飲食店の求人が芳しくない。
,,□,職業安定所（職員）,求職者数の動き,・有効求職申込件数の動きをみると、新規求職申込が若干増えているものの、有効求職者数が高止まりしている状況が続いており、失業の長期化が一定程度みられる。そのため、景気がなかなか上向いてこない。
,,□,職業安定所（職員）,求職者数の動き,・新規求職申込件数が減少していることから、求職者が新型コロナウイルスの感染状況をみながら、求職活動の開始時期を見計らっていることがうかがえる。
,,▲,＊,＊,＊
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,一般小売店［酒］（経営者）,販売量の動き,・県外からの注文が多くなっている。
,,◎,一般小売店［医薬品］（経営者）,単価の動き,・時節柄、月曜日から木曜日はふだんどおりだが、金曜日、土曜日に人が出ており、特に当店では高額品が売れ、客単価が上がっている。また、近所の飲食店には列ができており、久しぶりに繁盛している状況が分かる。特に旅行客が多くなっている。
,,◎,百貨店（買付担当）,お客様の様子,・決して購買意欲が高いとはいえないが、月を追うごとにグループや家族連れでの来店が増加している。少しずつではあるが外出用の衣料品や身の回り品、靴等が回復している。
,,◎,衣料品専門店（経営者）,お客様の様子,・コロナ禍になってから久々に来店する客が多い。高額品を含んだまとめ買いが多くみられ、今月の売上増加の要因になっている。
,,◎,その他専門店［靴］（従業員）,販売量の動き,・寒波の影響で冬物商材であるダウンブーツや長靴の動きが活発である。単価の高い商品の動きが良い。
,,◎,一般レストラン（経営者）,来客数の動き,・例年の12月と比較するとやはりまだまだ来客数は少ないが、前年あるいは秋までの状況に比べれば多少客が戻りつつある。
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・来客数は前年を割っているが販売量の動きが良く、１人当たりの買上点数が前年の1.2倍くらいになっている。
,,○,一般小売店［酒］（経営者）,販売量の動き,・客先の飲食店にも少人数ではあるが予約が入るようになり、販売量もやや上向きになってきている。
,,○,一般小売店［寝具］（経営者）,販売量の動き,・年末につき駆け込み需要が発生している。
,,○,百貨店（売場主任）,来客数の動き,・来客数が２か月連続で改善している。新型コロナウイルス発生前の水準には届いていないものの、客が外出する機会が増えており、それに伴ってファッション、服飾関連の需要も高まっている。
,,○,百貨店（営業担当）,来客数の動き,・来客数は前年を超えるペースで改善している。来街もあり、にぎわいがみられ、定量的にも定性的にも良くなっていると考えられる。
,,○,百貨店（経営者）,販売量の動き,・高額商品は前月から引き続き堅調に推移している。気温の低下もあり、防寒衣料等アパレルも活発に動いている。お歳暮商戦は微増である。新型コロナウイルス新規感染者数も落ち着き、前年と比べ店頭受注が増えてきている。逆にオンライン受注は減少している。
,,○,スーパー（経営者）,お客様の様子,・ふだんの客単価はほとんど変わらないが、年末の予約商品は前期を大きく上回るペースで予約が入っている。帰省客が前年より多いことによる動きとみられる。
,,○,コンビニ（経営者）,来客数の動き,・新型コロナウイルスの落ち着きで規制が緩和され、夜間の来客が増加している。夕方には酒関連のドリンクが売上を回復してきている。
,,○,コンビニ（経営者）,来客数の動き,・売上の低下、最低賃金の上昇、光熱費、除雪代の負担等で非常に厳しい。
,,○,コンビニ（経営者）,単価の動き,・単価の増加により売上は微増傾向であるが、来客数の減少は継続している。
,,○,コンビニ（エリア担当）,来客数の動き,・秋口と比べ年末商戦の動きは良く、単月としては売上も前年より伸長している。
,,○,コンビニ（店長）,来客数の動き,・地域独自のクーポン券発行があり、購買力が高まっている。また、新型コロナウイルス感染の収束感も、外出行動に反映したようである。
,,○,衣料品専門店（経営者）,お客様の様子,・お歳暮商戦では、法人客では多少減少したものの、個人客では産直品が増加し売上増加に寄与している。
,,○,衣料品専門店（店長）,来客数の動き,・今年成人式を迎える方で、入学時にスーツを作っていなかった方が多いため、成人式の客が例年以上に来ている。イベントごとが再開されるようになり、スーツ需要が増加している。
,,○,衣料品専門店（店長）,お客様の様子,・ボーナス商戦、クリスマス商戦では、例年みられる自分への御褒美需要がさほど多くなかった。消費に対して思った以上に慎重な行動をとる消費者が多いようである。
,,○,衣料品専門店（総務担当）,単価の動き,・新型コロナウイルス新変異株の発生はあるが、新型コロナウイルスの感染状況も以前よりは落ち着き、来客数と客単価が上がっている。
,,○,乗用車販売店（店長）,販売量の動き,・車両遅延が続いていた数か月前と比べ、直近では登録台数の戻り傾向が顕著である。
,,○,住関連専門店（経営者）,販売量の動き,・オーダーメイド商品の納品があり、販売量がある程度確保できている。
,,○,住関連専門店（経営者）,来客数の動き,・来客数が一時期より増加しており、小物仏具の販売が順調である。県内の新型コロナウイルスの感染が落ち着いてきて、高齢者が買物に動いた結果とみている。
,,○,その他専門店［酒］（経営者）,来客数の動き,・最悪の状態からは脱したとみられ、飲食店の数字は若干上向いている。しかし、一般消費が逆に低調で全体的に回復度合いが低い印象を受ける。
,,○,その他専門店［白衣・ユニフォーム］（営業担当）,販売量の動き,・人の流れが出てきていることに伴い、飲食店を始め観光関係も連動して動きが出てきた。ただ、すぐに景気に影響が出るかはまだまだ分からない。今はほんの少しだけ良くなってきたという感じである。
,,○,その他小売［ショッピングセンター］（統括）,お客様の様子,・11月から来客数がかなり戻ってきている。クリスマスから年末にかけての消費については、もう一段上乗せしきれていないという感じがある。
,,○,高級レストラン（スタッフ）,来客数の動き,・クリスマス、年末の来客数は例年どおりの数字までは全くいっていないが、３か月前よりはまだ良い。
,,○,一般レストラン（経営者）,来客数の動き,・コロナ禍前の12月の忘年会の忙しさではないが、今年のなかでは一番忙しい。例年の７割くらいまでは戻ってきている。
,,○,一般レストラン（経営者）,来客数の動き,・例年よりは大人数の宴会という形での来客は少ないが、少人数の客は来てくれている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・宿泊費に対しての優遇処置と新型コロナウイルス感染の収束により、来客数は上向いている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・新型コロナウイルスの感染状況が落ち着いている。
,,○,観光型旅館（経営者）,来客数の動き,・新型コロナウイルス新変異株拡大の不安があるものの、新規感染者数の落ち着きもあり、客の動きは良くなってきている。
,,○,旅行代理店（従業員）,販売量の動き,・県民割等の効果により３か月前と比べ約115％伸びている。
,,○,旅行代理店（従業員）,販売量の動き,・旅行業につき、人流拡大傾向と販売量がある程度比例している。また、年前半は人流移動が地元県や隣県といった近場にとどまっていたものの、10月中旬以後は飛行機や新幹線等を利用した広域の人流が著しく増えており、販売量にも貢献している。
,,○,タクシー運転手,来客数の動き,・年末で人の動きが多い。
,,○,タクシー運転手,来客数の動き,・新型コロナウイルス新規感染者数が激減し安定している状況のなか、年越しの時期に入り、少人数での旅行、年末必需品の買物などに老若男女の動きが活発化してきている。よって、タクシー利用についても営業回数や１乗車単価が増加傾向にある。
,,○,通信会社（営業担当）,お客様の様子,・新型コロナウイルスも落ち着き始め、消費量が増えているような感じがある。
,,○,遊園地（経営者）,来客数の動き,・土日のみ６日間の営業であったが、新型コロナウイルスの感染が沈静化し気温も高めで推移したことから、前年より増加した。
,,○,競艇場（職員）,来客数の動き,・大きなレースがあったため来客数が非常に増えた。売上金額はさほど大きくはないが、ここ数か月のなかでは一番良くなっている。
,,○,美容室（経営者）,販売量の動き,・12月に入ってすぐは前月と余り変わりなかったが、10日過ぎくらいからは、来客数は変わらないものの商品券の売上が急激に上がっている。
,,○,美容室（経営者）,単価の動き,・出掛けたり人と会うなどの活動が再開したことで、ヘアカラーをしたりワックスを買ったりする人が増えているため、客単価が上がっている。
,,□,商店街（代表者）,お客様の様子,・県内では新型コロナウイルス新規感染者数がゼロの日が続き、飲食店を中心に客足が戻りつつある。しかし、新型コロナウイルス新変異株の感染報道や原油価格高騰による商品の値上げ等により、景気は横ばい状態である。
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・平年どおり年末にかけて来客数が増えている。ここ10年のうち、新型コロナウイルス発生前にも今月より売上の悪い12月があったことを考えれば平年並みである。しかし、新型コロナウイルスの悪影響を考えればやや良い。
,,□,スーパー（経営者）,単価の動き,・12月は平均１品単価前年比がほぼ前月、前年と同じ推移になっている。食品メーカー等仕入先で原材料・物流費等コストアップ要因の価格転嫁は始まっているが、全体的には食品の買上価格上昇には至っていない。代替品の購入や社内の価格訴求販促などのためとみられる。しかし、前月同様、来客数推移以上に買上点数の推移で落ちてきている。消費の傾向は依然変わらない。
,,□,スーパー（営業担当）,お客様の様子,・Ｇｏ　Ｔｏ　Ｅａｔキャンペーンプレミアム付食事券の駆け込み需要があり、その期限までは内食への支出が抑えられていたようであった。その後も緊縮傾向からか客単価は前年を下回っている。年末は帰省が増える予想で内食が回復することを期待したが、新型コロナウイルス発生前の買物状況には戻っていない。
,,□,コンビニ（経営者）,販売量の動き,・３か月前とほとんど変わりないが、下がったままの状態で横ばいの状態になっている。新型コロナウイルス新変異株が出てきたことにより、自粛状態に戻ってまた動かなくなっているというのが現状のため、外に出歩く機会が少なくなっているとみられる。
,,□,コンビニ（経営者）,来客数の動き,・ワクチン接種が進み、人の動きが良くなるかと思ったが、思ったほど人が動いていない。
,,□,家電量販店（店長）,販売量の動き,・白物家電などの単価は前年と変わらず、動きも買換え需要を中心に平年並みである。暖房商品など季節商材は年末にかけてやや動きが出てきたが、テレビなど黒物家電は前年比95％程度と実績が悪くなっている。
,,□,家電量販店（従業員）,販売量の動き,・高単価商品の販売量が余り伸びていない。小物に関しては少しずつ動きが活発になってきている。
,,□,乗用車販売店（従業員）,販売量の動き,・法人の受注は伸びてきているが、個人の受注がなかなか伸びない。
,,□,乗用車販売店（従業員）,販売量の動き,・12月中旬まで雪の影響もなかった。夏以降、市場環境に関係なく、新規来場件数は前年と比べ減少している。
,,□,乗用車販売店（従業員）,販売量の動き,・ニュースなどで部品供給が改善されているように発表されているが、新車の配車はさほど変わらない。
,,□,観光型旅館（スタッフ）,来客数の動き,・３か月前の９月は休前日と平日の動きにはっきりとした差が出ており、休前日だけ宿泊者が多かった。12月も同様の傾向がみられる。
,,□,通信会社（営業担当）,お客様の様子,・前月同様ボーナス時期ではあるが、消費動向が鈍化している状況である。特に小売業の大幅割引合戦が目立ち、消費は伸びるが企業の利益が不安材料である。景況感は変わらない。
,,□,通信会社（営業担当）,来客数の動き,・新型コロナウイルスの新規感染者数は少なくなっているが、新型コロナウイルス新変異株が増えつつあり、予断を許さない状況が続いている。特に飲食業に客足が戻ると期待されたが、慎重になっており期待したほどにはなっていない状況である。
,,□,通信会社（営業担当）,お客様の様子,・客の設備投資意欲に変化はみられない。
,,□,通信会社（営業担当）,お客様の様子,・年末キャンペーン等の加入促進イベントを展開しているが、反応が余り良くない。チラシや新聞広告にも予算を大々的に投入しても新規加入者が伸び悩んでいる。人の動きは少しずつ活発になっているが、量販店の店頭や電話での問合せは少ない。
,,□,通信会社（営業担当）,お客様の様子,・新型コロナウイルスの感染が多少落ち着いてきたと思っていたが、新型コロナウイルス新変異株が発生し、先行きが不透明になってきている。
,,□,観光名所（職員）,お客様の様子,・団体の予約は新型コロナウイルス新変異株の拡大とともに若干減ってきている。２～３人で動く個人客は増えてきており、良い傾向である。ただし、良い悪いの判断は難しいところである。前年の今頃まではＧｏ　Ｔｏキャンペーンのクーポンが利用されて売上は良かったが、現在はクーポン等がないため、前年の売上には到達していない。
,,□,住宅販売会社（経営者）,それ以外,・受注見込み客の予定は確定している。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器については暖房器具販売、設備工事が増えている。リフォームについては、納品が遅れていた資材や機器が手配できたことで増改築工事が増えている。
,,□,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・前年と前月のいずれとの比較でも、来場者数、新規率に変化はない。
,,▲,商店街（代表者）,来客数の動き,・少し安定してきていた新型コロナウイルスの感染が微増になり、年末年始がまた自粛傾向になっている。
