,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,・冬型の気圧配置が緩む頃から、正常な運航状況に戻ると見込まれることから、今後の景気はやや良くなる。
,,□,商店街（代表者）,・新型コロナウイルスの新規感染者数がちらほらとみられること、政府の景気対策にぱっとしたものがないことなどから、今後も世の中の動きは変わらない。
,,□,商店街（代表者）,・当地においては２か月以上新規感染者が出ていないものの、ガソリンなどの価格が高止まりしている現状を考慮すると、極力出費を控えようとする傾向が強くみられることから、今後も出控えが続く。そのため、買物客の増加は見込めず、景気は変わらないまま推移する。
,,□,商店街（代表者）,・観光業界は行政の早い支援策のお陰で首の皮が一枚つながっている状態を維持できている。ただ、北海道は観光の閑散期であるため、今後の大きな回復は見込めない。来春の本格的な観光シーズンに大型の支援策などが展開されないと、北海道の観光業界は耐えられず崩壊することになる。これまで観光業界への直接的な支援が一切なかったことが、ボディーブローのように効き始めており、本格的な景気回復支援策を切望している。
,,□,商店街（代表者）,・果物が全国的に不作であるため、国内のりんご出荷が早くなることが見込まれるものの、５月以後は国産果物が枯渇することが懸念される。
,,□,スーパー（店長）,・新型コロナウイルス新変異株の影響もあり、県をまたいでの移動や大人数での会食にブレーキが掛かった状態が続くことになる。今後については前年並みでの推移が見込まれるが、そこから大きく伸びることまでは期待できない。
,,□,スーパー（企画担当）,・現状の人流の多さは今後も変化しないとみられる。また、マーケットの競争環境も現状のままで推移するとみられることから、今後も景気は変わらない。
,,□,コンビニ（エリア担当）,・今後も現状のスタグフレーションが継続又は加速するとみられることから、今後の景気は良くて現状維持となる。新型コロナウイルス新変異株が感染拡大することになれば、景気が悪化する懸念もある。
,,□,コンビニ（エリア担当）,・当業界では、前年１月頃から新型コロナウイルスの影響がどちらかといえばプラスに影響しており、来客数が増加傾向で推移していた。今は逆に来客数が落ち着いているため、もしかすると前年よりも景気が悪くなる可能性がある。
,,□,衣料品専門店（店長）,・外食産業、観光業が盛り返すことになれば、人が外出する機会が増え、紳士服業界も上向きに転じると期待できるが、まだまだ先のこととみられる。
,,□,家電量販店（経営者）,・今後も引き続き景気の良い状態が続くとみられる。
,,□,家電量販店（店員）,・今後、新規感染者数が増えてくることで客足が鈍ることが懸念される。
,,□,乗用車販売店（従業員）,・春先に新型車が発売されるため、それが追い風となり、景気も少しは良くなる。ただ、新型車が大人気車種ではないため、飛びぬけて良くなることまでは見込めない。全体的には今と同じように、景気がそれほど良くも悪くもなく、どちらかといえば良い方向で推移するとみられる。
,,□,自動車備品販売店（店長）,・新型コロナウイルスの感染状況次第で変化するため、何とも言えないというのが正直なところである。感染状況が落ち着いている状態が続くようであれば、旅行業などの景気も良くなり、全体的な景気は上向きになる。
,,□,その他専門店［造花］（店長）,・感染状況が落ち着いて推移すれば、ある程度の回復は見込める。ただ、感染状況に影響されやすい業種のため、数か月ではそこまで景気は変化しない。
,,□,高級レストラン（スタッフ）,・今後の景気は少しずつ回復するとみられる。ただ、新型コロナウイルス新変異株の感染拡大が進めば、すぐに自粛が始まることになる。年末の利用者も日頃から活動的な客だけであり、一般客はまだ不安を持っている客が多かったため、高級店で食事を楽しむという状況にはならない。
,,□,高級レストラン（スタッフ）,・新型コロナウイルスを契機として、働き方にも変化が出てきているなど、感染対策に気を遣いながら行動をしている人が多いことから、今後の景気が完全に元に戻ることはない。
,,□,タクシー運転手,・新型コロナウイルス新変異株のこともあり、今後の人の動きがどうなっていくのかまだ予断を許さない状況にある。また、タクシーの利用は降雪などの天候によって左右されるが、感染状況が現在のような状況で推移すれば、新型コロナウイルス発生前には及ばないにしても、前年よりは相当景気が良くなる。
,,□,タクシー運転手,・新型コロナウイルスの感染状況次第の面があるが、現状からは今後も景気は変わらない。特にこれから年明けに掛けては寒くなる時期であるため、感染状況が悪くなるのではないかと心配している。ただ、感染状況が落ち着いて推移することになれば、前年よりも景気は上向くことになる。
,,□,観光名所（職員）,・全国的に新規感染者数が落ち着いているが、それに比例して来客数が伸びているわけではなく、厳しい状況が続いている。景気を上向かせるためには、観光の起爆剤となり得るＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの実施などが必要であり、新型コロナウイルス新変異株なども含めた新型コロナウイルスの収束に期待している。
,,□,美容室（経営者）,・12月の景気は良かったが、この先については不透明である。客の会話や販売動向からもこの先の景気が良くなるような気配が特に感じられない。
,,□,美容室（経営者）,・現在も様子見している客が多いことから、今後も景気は変わらない。
,,□,住宅販売会社（経営者）,・新型コロナウイルス新変異株の出現など、感染状況がいまだに予断を許さないところにある。そのようななか、分譲マンション市場においては資源価格高騰の影響などによる価格高止まりもあり、供給体制が改善されていない。需要層の所得が伸び悩んでいることもあり、分譲マンション市場が順調に拡大していくのは難しい状況にある。
,,▲,一般小売店［土産］（経営者）,・魚の不漁に加えて、石油価格の高騰、大雪による影響などが出てくることが懸念されるため、今後の景気は落ち込むことになる。
,,▲,一般小売店［土産］（経営者）,・人の流れが増えている状況のなかで、今まで旅行などを行っていなかった人も、この年末年始は帰省や旅行に出掛けており、それにともなって景気も上向いている。ただ、新型コロナウイルス新変異株がどのような状況になるか分からないため、２～３か月後になり、新規感染者数が増えた場合には動きが止まるのではないかと心配している。このまま感染状況が小康状態で推移すれば良いが、再び緊急事態宣言並みの新規感染者数になると、消費マインド、観光マインドが一気に下がることになる。
,,▲,スーパー（店長）,・今後、新型コロナウイルスの影響が強まることが懸念される。
,,▲,スーパー（企画担当）,・スーパーへの客足が百貨店や外食に奪われていることに加えて、電気料金、ガソリンや灯油代などの燃料費の値上がりによって家計での負担感が大きくなれば、今後の消費活動にマイナスの影響を与えることになる。
,,▲,スーパー（役員）,・原料の値上がりに加えて、輸入品の入荷遅れや人手不足により、今後、食品の値上がりがますます進み、客の節約志向が一層強まるとみられる。
,,▲,スーパー（従業員）,・新型コロナウイルス対策としての景気浮揚策の効果も期待できるが、新型コロナウイルス新変異株や感染の第６波などへの不安要素の方が強く感じられるため、今後の景気はやや悪くなる。
,,▲,コンビニ（エリア担当）,・前年はプレミアム付商品券による効果がみられたが、今年は金額や券数を減らす動きがみられることから、冬期間の景気が上向くことは望めない。新型コロナウイルスの感染状況によって変化しそうな部分があることもマイナスである。
,,▲,その他専門店［医薬品］（経営者）,・現状から、今後の景気はやや悪くなる。地道な店頭啓もう活動が個店の売上を伸ばす唯一の方法であり、初心に帰って経営していくのみである。
,,▲,観光型ホテル（スタッフ）,・自治体が観光支援策として行っている事業が２月で終了すること、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの再開が不明なことから予約が停滞気味であるため、今後の景気はやや悪くなる。
,,▲,旅行代理店（従業員）,・感染状況が少し落ち着きをみせ始めたと思いきや、新型コロナウイルス新変異株の感染拡大や北海道内での感染拡大がじわじわと起こり始めているため、先が見えない状況にある。
,,▲,タクシー運転手,・新型コロナウイルス新変異株の市中感染など、正月の帰省により道内でも新規感染者数が増えてくる可能性があり、今後の第６波が懸念される。感染対策による外出規制などが発出されることも見込まれるため、３回目のワクチン接種、経口薬の供給などが早めに行われることを期待している。
,,▲,通信会社（企画担当）,・競合他社との価格競争が激しく、消耗戦になってきているが、打開するような決定的なサービス、通信端末がないため、もうしばらく苦しい状況が続く。
,,▲,住宅販売会社（経営者）,・せっかく新型コロナウイルスの感染状況に落ち着きがみられていたが、新型コロナウイルス新変異株による感染が生じ始めていることから、２～３か月後には第６波が来ると見込まれる。そのため、今後の景気は厳しくなる。
,,×,スナック（経営者）,・現状から、今後の景気は良くはならない。
,,×,観光型ホテル（経営者）,・新型コロナウイルス新変異株の感染に関する過剰報道で既にキャンセルが増加しており、営業状況が悪化するとみられる。期待しているＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの実施がいまだに不確定なこともマイナスである。
,,×,タクシー運転手,・いよいよ第６波の到来が現実味を帯びていることから、これまでの景気回復の兆しがみられていた状況から一転して下降曲線に入ることが見込まれる。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,建設業（経営者）,・公共工事の補正予算分の発注、契約が始まることから、今後の景気はやや良くなる。実際の工事着工は４月以降になるが、準備作業などの工事に向けての動きが出ることになる。一方、民間工事については、まだ引き合い程度で新規契約は少ないとみられる。
,,○,建設業（役員）,・閣議決定された2022年度予算案で北海道開発予算が２年ぶりに前年を上回ったことから、新年度へ向けた公共工事受注に期待が持てる。ただし、建設資材の高騰と品不足が懸念材料である。
,,○,金融業（従業員）,・大型経済対策の後押しを受けて、個人消費の持ち直しが一層鮮明になってくる。観光についても需要喚起策の実施が予定されていることから、３か月先の道内景気はやや良くなる。
,,○,その他サービス業［ソフトウェア開発］（経営者）,・来年度の案件が出始めたことから、今後の景気はやや良くなる。
,,○,その他サービス業［建設機械レンタル］（総務担当）,・現在の動向から底を脱した感が強く、今後の景気はやや良くなる。
,,□,食料品製造業（従業員）,・この先、これ以上販売量が増えるような要素が見当たらないため、今後も景気は変わらない。
,,□,通信業（営業担当）,・今後の企業の動きとして、新型コロナウイルス新変異株の様子をうかがいつつ、本格的な新型コロナウイルス収束を見据えた動きが出てくると見込まれるため、景況感としては現状同様のやや良い状態が継続する。
,,□,司法書士,・新型コロナウイルスによる感染状況がようやく下火になってきたが、新型コロナウイルス新変異株が世界中に広がり、日本国内にも市中感染とみられる感染の拡大が懸念されるなど、新たな危機が感じられる状況である。年末年始で人流が活発になっていたこともあり、新型コロナウイルス新変異株による感染拡大は時間の問題と考えられ、景気回復は感染が収束した後になる。
,,□,その他非製造業［鋼材卸売］（従業員）,・現在の状況がこのまま続くとみられる。また、建築関連における鉄骨の材料不足と値上がりの影響も考えると、鉄骨加工量が増えることへの不安もある。
,,▲,金属製品製造業（従業員）,・半導体不足はいずれ回復するとみられるが、ウッドショックやメタルショックによる材料費の高騰は今後も続くと見込まれる。また、カーボンニュートラルに世界がかじを切ったことは良いことだが、新型コロナウイルスの収束がいまだにみられないなか、当社にとっては悪影響しか生じない。
,,▲,建設業（従業員）,・案件の選択が進み、大規模案件のみが注目され、それ以外の案件は延期となる傾向がみられることから、今後の景気はやや悪くなる。
,,▲,輸送業（支店長）,・例年、冬期間は貨物量が減る傾向にあることから、今後の景気はやや悪くなる。
,,▲,司法書士,・業種にもよるが、半導体不足やウッドショックなど、新型コロナウイルスの影響による原材料費の高騰が価格や納期に大きな影響を与えている。新型コロナウイルスの感染が再び徐々に増えていることから、今後の景気は下向きで推移することになる。
,,×,その他サービス業［建設機械リース］（支店長）,・新型コロナウイルスの影響のほか、資材不足、半導体不足に加えて、燃料価格の高騰やアドブルーの不足など、マイナス要因が増えていることから、今後の景気は悪くなる。
"雇用
関連

(北海道)",,◎,－,－
,,○,人材派遣会社（社員）,・新型コロナウイルスの収束を見据えて、企業が営業活動のスピードを速めているなど、前年の先行き不安から脱却しようという企業の意志が感じられる。観光業においては、緊急事態宣言の解除を受け、年末年始の宿泊稼働率が８割を超えているホテルもみられる。飲食店など、今後の不安要素が残る業種もあるものの、一般の企業においては営業人材の確保に動いているなど、業績回復に向けた動きがみられる。
,,○,求人情報誌製作会社（編集者）,・農畜産物の安定的な生産動向を背景に景気が良くなる気配が感じられる。ただ、新型コロナウイルス新変異株の感染状況が懸念材料である。
,,○,職業安定所（職員）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの再開も見込まれることから、今後の景気はある程度上向くと期待している。求人の動きも前年より良い状態で推移しており、企業の採用活動も特定の業界を除けば新型コロナウイルス発生前に近いような状況にある。
,,○,職業安定所（職員）,・当地における新規求人数が前年から6.3％増加しているほか、月間有効求人数も８か月連続で前年を上回っており、全体的に回復の兆しがみられる。ただ、サービス業、宿泊業・飲食サービス業、医療・福祉、運輸業・郵便業、情報通信などで求人数が増加している一方で、卸売業・小売業、製造業などで求人数が減少しているなど、産業や業種によってその度合いは異なっており、今後の新型コロナウイルスの感染状況や経済活動、消費行動の状況によっては再び先を見通せない状態になることも懸念される。
,,○,学校［大学］（就職担当）,・今まで新卒採用に慎重だった中小企業も2023年卒業予定者の採用に向けて準備を始めるなど、経済活動が少なからず活発になってきていることから、今後の景気はやや良くなる。
,,□,求人情報誌製作会社（編集者）,・良くも悪くも新型コロナウイルス新変異株の感染状況に影響されることになる。ウィズコロナの新しい生活様式に対応できない企業や店舗は苦戦が続きそうだ。
,,□,職業安定所（職員）,・雇用調整助成金の相談件数や申請件数が減少傾向にあるものの、新型コロナウイルス新変異株の感染状況、赤潮被害の影響などの懸念材料もあることから、今後の景気は変わらない。
,,▲,求人情報誌製作会社（編集者）,・正月の帰省や年末年始の観光など、人の移動が増えていることから、新型コロナウイルス新変異株の影響を受けて再び経済活動がストップする可能性が高い。
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,その他小売［ショッピングセンター］（統括）,・客の消費購買欲求はかなり高まってきている。支援金の配付やボーナス等の後押しもあって、年末初売りの消費拡大がかなり期待できる。さらに、春に向けても後押しをしていけば良くなるとみている。しかし、新型コロナウイルスの感染状況によっては大きくマイナスになることも考えられる。
,,◎,旅行代理店（従業員）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンが再開すれば良くなるとみている。
,,○,百貨店（売場主任）,・３回目のワクチン接種が進み、新型コロナウイルスに対する安心感が広まれば、旅行やビジネス等人々の動きが更に活発になり、消費も上向くとみている。
,,○,コンビニ（経営者）,・相変わらず客単価や購入点数は堅調に推移しているなかで、新型コロナウイルスの落ち着きで来客数が増加してきている。今後もこの傾向が続くとみている。
,,○,コンビニ（経営者）,・現状と同様に来客数の減少を単価増でカバーしていくと推測される。
,,○,コンビニ（エリア担当）,・新型コロナウイルスの感染状況次第だが、人流は19年に戻りつつあり、リベンジ消費に期待したい。
,,○,衣料品専門店（経営者）,・当地では新型コロナウイルスの感染者数が激減し、人出が増え来客数も増加しているので、今後の売上増加に期待している。
,,○,衣料品専門店（店長）,・前年来、コロナ禍により入学式、卒業式、入社式といった行事がなかったので、行事の中止によりスーツを着る必要がなく我々にとってデメリットとなっていたが、今年はこのままでいくと中止の心配はそれほどないとみているので、その分非常に期待している。
,,○,乗用車販売店（従業員）,・ニュースなどでいわれるように部品供給が改善されているならば、新車の配車が増加するとみられる。決算時期でもあり期待できる。
,,○,乗用車販売店（店長）,・車両生産の見通しが具体的に立っているので、現在の納車待ちも急速に回復するとみられる。収益も続いて回復するので見通しは明るい。
,,○,住関連専門店（経営者）,・県内で新型コロナウイルス新変異株の感染者が広がらなければ、３月はお彼岸の月に入るので仏具類の需要も増す。したがって、景気も上向きになるとみている。
,,○,その他専門店［靴］（従業員）,・新型コロナウイルスの影響がこのまま維持されれば、活発な人の動きが継続されるとみている。
,,○,その他専門店［白衣・ユニフォーム］（営業担当）,・飽くまでこのまま感染拡大しないことが前提だが、動き出すと今まで耐えていた反動で一気に景気が良くなる可能性もある。しかし、一過性で長続きもしないと予測している。いずれにしてもこれ以上の感染拡大はあってほしくないと願う。
,,○,その他専門店［ガソリンスタンド］（営業担当）,・例年並みの寒さもあり、灯油販売量の増加が見込まれる。
,,○,高級レストラン（支配人）,・前年と比べ来客数の動きが出ており、予約状況も良くなっているため、３か月先も良い感じになると予想される。
,,○,観光型ホテル（スタッフ）,・Ｇｏ　Ｔｏキャンペーンの再開が想定される。
,,○,観光型旅館（経営者）,・楽観視はできないが、新規感染者数の爆発的増加がなければ回復に向かうとみている。
,,○,観光型旅館（スタッフ）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンが再開するかどうかで決まるが、再開したとしても前回よりもメリハリをつけた内容になるようなので、前回のように毎日が満室という結果にはならないとみている。再開されない場合は、景気は悪くなるとみている。
,,○,旅行代理店（従業員）,・県民向け割引施策の対象が隣県等への拡大や、対象期間の延長がプラス要因となっている。さらに、国策であるＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンも控えている。これら施策が無事運用されることで今よりも良くなる。国内旅行部門はある程度期待は持てるが、海外旅行・訪日旅行は依然壊滅的な状況であるため、社業全般では引き続き厳しい状況が続く。
,,○,タクシー運転手,・年末年始で人や物の動きがある。
,,○,通信会社（営業担当）,・年度末に向けて、個人向けのメニューではなく、法人向けのメニューを作り展開する予定である。特にインターネットの法人向けは、少しずつではあるが、個人向けに比べて反応が良くなってきているので期待している。集合住宅への一括導入は、新生活応援キャンペーンの目玉として契約増加が見込まれる。
,,○,通信会社（営業担当）,・新型コロナウイルスも落ち着き始め、消費量が増えていくとみている。
,,□,商店街（代表者）,・新型コロナウイルス新変異株が増加傾向にあり、景気回復には時間を要する。
,,□,一般小売店［書籍］（経営者）,・売上を押し上げる商材の見通しが立たないために、既刊本の仕掛け販売を予定している。しかし、反応があるという確信があるわけではないため、引き続き厳しい状況が続くとみている。
,,□,一般小売店［医薬品］（経営者）,・年末年始が終わっても、よほどのことがない限り今の状態が続くとみている。
,,□,一般小売店［医薬品］（経営者）,・コロナ禍の悪影響を考えれば、今の状況は様々な経済対策が奏功して維持されているとみられる。しかし、制度改革、全般的な社会変革を経て生産性の向上がもたらされない限り、安定した景気上昇局面は望み薄である。
,,□,百貨店（営業担当）,・新型コロナウイルス新変異株の感染拡大懸念がある。移動自粛や購買意欲への影響が想定される。
,,□,百貨店（買付担当）,・新型コロナウイルス新変異株の動向による。今後増加するようであれば再び外出控えが増え、商況は厳しくなる。
,,□,百貨店（経営者）,・ここに来て新型コロナウイルス新変異株が出たことにより、回復傾向にあった売上も頭打ちの感がある。今後の新規感染者数に大きく左右される。少々の風雪などの悪天候も外出自粛の要因ともなることから、一進一退の状況が続くとみている。
,,□,スーパー（経営者）,・新型コロナウイルス新変異株の市中感染が始まり、少し落ち着いていた新型コロナウイルス新規感染者数が増加している。これが消費者心理を冷え込ませることにならないか懸念している。依然として飲食店、観光関係含めて景気の良い話は聞こえてこない。現在の余り良くない消費傾向はしばらく続くとみている。
,,□,スーパー（店長）,・新型コロナウイルス新変異株が年明けに流行するかによって、販売量が左右されると考えている。
,,□,スーパー（企画担当）,・今もまだ新型コロナウイルス新変異株の心配があるため、内食需要は続くとみている。２～３か月後もまだ様子見の状況にあり、食品小売業については春先まで今までどおりの好調を維持できるとみている。
,,□,スーパー（営業担当）,・ワクチン接種が進み人流は回復傾向にあるが、購買は先行きの不安からか慎重で、買上点数、客単価が戻らない傾向にある。
,,□,コンビニ（経営者）,・ワクチンの効き目が短いようなので、客も動いては自粛して動いては自粛しての繰り返しになるとみている。よって、低い水準のまま横ばいが続き、３か月後も変わらないとみている。
,,□,コンビニ（経営者）,・新型コロナウイルスの感染が落ち着いたが、人の動きが良くない。新型コロナウイルス新変異株の感染者が今後増加しないか心配である。
,,□,コンビニ（経営者）,・まだ雪の影響で来客数が落ち、除雪代の支払も終わっていない頃なので今と厳しさは変わらない。ただ、複数経営しているうち、ホテル下の店舗の売上が徐々に戻りつつあることには希望が持てる。
,,□,コンビニ（経営者）,・新型コロナウイルス新変異株の発生で、今後の状況を見ながら行動を慎重にしている人が多い。
,,□,コンビニ（エリア担当）,・ワクチンの３回目接種が進めば、より人の動きが活発になり、消費行動も変わってくるとみられる。しかし、現状からの見通しでは３か月先も景気は変わらない。
,,□,コンビニ（店長）,・物価が非常に上がり始めていることへの一般消費者の不安がある。金がある人とない人がはっきりしているというところでは良いとも悪いともいえない状況である。新型コロナウイルスの感染が落ち着いても消費に向かわない雰囲気が残っており、特に飲食店などは２～３月にかなり閉店するという雰囲気も感じられる。全体的に悪い意味で変わらない。
,,□,コンビニ（店長）,・新型コロナウイルス新変異株の影響がどのように現れてくるのかが不安要素である。
,,□,衣料品専門店（経営者）,・寒さも厳しいなか、灯油、ガソリン等の価格高騰もあり、商売的に難しそうである。
,,□,衣料品専門店（経営者）,・第６波を懸念する声もあるが、人流は増加傾向で消費も今月の推移を維持すると予測する。
,,□,衣料品専門店（店長）,・新型コロナウイルス新変異株も徐々に広がりを見せつつあるなか、今後も慎重な行動をとる消費者が多くなるとみている。
,,□,衣料品専門店（総務担当）,・年末年始の人流による。今後の感染状況によっては、再度景気低迷の懸念がある。
,,□,家電量販店（店長）,・原油価格の高止まりにより灯油やガソリンなどの価格が上がったままの状態であることや、新型コロナウイルス新変異株などの問題が客に不安を感じさせている。明るい材料はない。
,,□,家電量販店（従業員）,・新型コロナウイルス感染症対策のため、来客数が伸び悩んでいる状況があり、当面は横ばいの状況が続くとみている。
,,□,乗用車販売店（従業員）,・個人の消費がなかなか伸びないので、今後も景気は上向きにならないとみている。
,,□,乗用車販売店（従業員）,・新車納期と部品用品の納期も改善されていないため、２～３か月先も大きな変化はないとみられる。
,,□,住関連専門店（経営者）,・年度末にかけての受注残があり、それを生産し納品をするため、今月とほぼ変わらないような状況が続く。
,,□,その他専門店［酒］（経営者）,・飲食店等が本格的に動き始めるのはまだ先になるとみている。このまま小康状態が続くのであれば、来年春以降に動き始めることを期待している。それでもコロナ禍前の70～80％程度までしか回復しないとみている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・原油価格の高止まりにより、当面は高い販売価格のまま推移する。それにより現状の節約志向はまだまだ続くとみられることから、販売量の回復は見込めない。
,,□,一般レストラン（経営者）,・新型コロナウイルス新変異株の影響による第６波が来るかどうかに懸かっている。
,,□,一般レストラン（経営者）,・新型コロナウイルス新変異株次第である。既に景気は底で今とさほど変化はないとみているが、感染者が千人単位で増える地域が再び出なければ歓送迎会も期待が持てる。どちらに転んでも新型コロナウイルスの治療薬が出ない限り、夜の飲食店は底辺から抜けられない。
,,□,観光型ホテル（スタッフ）,・新型コロナウイルス新変異株の感染状況によるが、楽観はできない。
,,□,旅行代理店（従業員）,・年末年始後の新型コロナウイルス感染症の状況に大きく左右されるが、新型コロナウイルス新変異株の市中感染が出始めていることもあり、旅行を取りやめる動きも顕著になってきていることから、悪化傾向を想定している。
,,□,通信会社（営業担当）,・年末年始の人の移動が増え、新規感染者数が右肩上がりになることが予想されるため、景気は現状のまま推移するとみている。
,,□,通信会社（営業担当）,・好転するような材料に乏しく、停滞が継続するとみている。
,,□,通信会社（営業担当）,・新型コロナウイルス新変異株が発生し、先行きが不透明になっている。
,,□,テーマパーク（職員）,・団体などの予約は若干あるが閑散期であるため変わらないとみている。若しくは感染状況次第で悪くなる可能性もある。
,,□,美容室（経営者）,・今月の売上回復が続いていけばよいが、新型コロナウイルス新変異株の市中感染が出てきたため、客が次に美容室に来るまでの期間が長くなる可能性が残っており、何ともいえない状況である。
,,□,美容室（経営者）,・今のまま人の活動が増えていけば、２～３か月後も良い状況が続くとみている。
,,□,美容室（経営者）,・新規客は余り来ないので変わらない。
,,□,住宅販売会社（経営者）,・一部資材に納入予定が立たない物があり、工期が確定できず、決算期に引渡し完了できるかが不明であり、工事代金回収期が未定となっている。
,,▲,商店街（代表者）,・消費が一時止まったような感じがあるが、予約状況からみて先行きはかなり悪くなるとみている。新型コロナウイルス新変異株の波及状況によりかなり変わってくるとみている。
,,▲,商店街（代表者）,・まだまだ自粛が続きそうである。
,,▲,商店街（代表者）,・現時点では好調な来客数だが新型コロナウイルス新変異株の影響が心配である。
,,▲,商店街（代表者）,・新型コロナウイルス新変異株が徐々に広がりを見せており、再度パンデミックの危険性が考えられる。
,,▲,一般小売店［酒］（経営者）,・今は大変良いが、この先新型コロナウイルスの影響でまた規制が掛かれば悪くなる。
,,▲,一般小売店［医薬品］（経営者）,・年末年始の人の移動が終わる頃、新型コロナウイルス新変異株の市中感染が広がるとの不安を誰もがもっており、出歩く人が少なくなると予想している。繁華街でも以前の新型コロナウイルスの感染拡大時のときと同じように人が来なくなることを心配をしている。
,,▲,一般小売店［酒］（経営者）,・新型コロナウイルス新変異株が流行の兆しをみせ始めたことが、どこまで経済に影響を与えるのか不透明なところではあるが、このまま上向きが続くとは考えづらい。
