,,□,その他専門店［医薬品］（経営者）,お客様の様子,・新型コロナウイルスの感染対策でマスクを常備装着するようになってから２年近くが経過し、客のストレスが高まっている様子が感じられる。年末商戦への影響が心配される。
,,□,高級レストラン（スタッフ）,販売量の動き,・売上は回復しつつあるが、前々年の水準の５割にとどまるなど、前月と余り変わっていない。昼はまずまず良いが、夜は少人数での来店が多いこともあり、来客数がそれほど増えていない。振り客もほとんどみられない。クリスマス商戦については、ディナーの予約が入ってこない一方、有名洋菓子店のケーキ予約が人気なようであり、家庭での巣籠り傾向がうかがえる。安い価格で若い客が多い店も、好調なのは夜の早い時間帯だけと聞く。そろそろスタッフを再雇用又は新規雇用したいと考えているが、会社の対応は渋い。
,,□,高級レストラン（スタッフ）,来客数の動き,・感染拡大が終息し、緊急事態宣言も解除されたことから、人流が回復する機運が高まっているものの、再度の感染拡大への不安があることから、実際の動きにつながってこない。
,,□,観光型ホテル（経営者）,来客数の動き,・北海道による宿泊旅行商品の割引制度などはあるものの、道内客の利用が中心となっていることから、予約が週末に偏っており、集客も限定的となっている。全国からの集客効果が期待できるＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンが始まらない限り、需要回復は難しい。
,,□,旅行代理店（従業員）,販売量の動き,・各種施策の効果がまだ出ていないため、景気は変わらない。第６波への不安もある。
,,□,美容室（経営者）,お客様の様子,・新型コロナウイルスの感染状況がやや落ち着いていることから、外出する人が増えており、それに伴って美容室の来客数もやや増えてきている。ただ、完全に元の生活に戻るまでにはまだまだ時間が掛かる。
,,▲,スーパー（企画担当）,販売量の動き,・新型コロナウイルスの感染状況が落ち着くにつれて、飲食店や百貨店への客足が増加しており、その影響で食品スーパーでの買い回りが減少している。特に買上点数の減少が目立っている。
,,▲,スーパー（企画担当）,単価の動き,・９月頃から商材の仕入価格が上がってきている。10月にはたばこも値上がりし、商品単価が上昇していることから、客の買上点数が少なくなっている。欲しくても買わずに我慢している様子がうかがえる。
,,▲,スーパー（役員）,販売量の動き,・当店では緊急事態宣言が解除されてから、夜間の売上が落ちてきている。外食する人が多くなり、家で食事する人が減少したためとみられる。
,,▲,コンビニ（エリア担当）,販売量の動き,・周辺の飲食店の営業時間をみても、いまだに１～２時間の短縮営業を行っている店が多い。コロナ禍以前の状況とはほど遠く、夜間の客の動きはまだまだ回復しきっていない。
,,▲,コンビニ（エリア担当）,来客数の動き,・緊急事態宣言が解除されてから、行動範囲が広がっており、それに伴って消費が拡大するとみられるが、不漁や天候要因などによるマイナスの影響が大きいため、景気はやや悪くなっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型車両の投入もあり、売上が伸びるとみていたが、見込みほどの伸びはなかった。ガソリンや食品などの価格上昇などによって先行きへの不安が高まっていることで、耐久消費財である自動車の購入が後回しになっているとみられる。
,,▲,その他専門店［ガソリンスタンド］（経営者）,販売量の動き,・原油価格の高騰に伴う石油製品価格の上昇により、節約志向が強まっており、販売量が減少傾向にある。
,,▲,スナック（経営者）,来客数の動き,・少しずつ売上は良くなっているが、コロナ禍以前の３～４割程度の水準にとどまっている。
,,▲,タクシー運転手,販売量の動き,・運送収入が回復する兆しはみられるものの、夜間の人出、観光需要などは個人利用が中心となっていることもあり、力強い回復とはなっていない。
,,▲,通信会社（企画担当）,競争相手の様子,・競合相手が端末価格で勝負してくるなか、半導体不足に伴う深刻な在庫不足の影響によって、価格面で対抗できる同等の通信機器の納入が大幅に遅れており、需要を取り込むチャンスを失っている。客の流出も増えている。特に大型商業施設などでの出張販売において、集客で負けるケースがみられる。
,,×,－,－,－
"企業
動向
関連

(北海道)",,◎,食料品製造業（従業員）,受注量や販売量の動き,・11月の販売量は前年比マイナス17％であったが、３か月前の８月の販売量は前年比マイナス40％だったことから、景気は改善傾向にある。
,,○,家具製造業（経営者）,受注量や販売量の動き,・新型コロナウイルスの感染状況が落ち着いていることで良い傾向となっている。
,,○,建設業（役員）,受注量や販売量の動き,・例年と比べて降雪が少ないことから、各現場が順調に工事追い込み期を迎えている。完工高は年度計画には届かないものの、好天による工期短縮と追加工事の上積みで、利益は計画達成のめどが立った。
,,○,その他サービス業［ソフトウェア開発］（経営者）,競争相手の様子,・同業から技術者を借りようとしても、手の空いている人材や空きそうな人材がほとんどいない。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・受注量がやや回復してきているが、新型コロナウイルス発生以前の水準まではまだまだである。
,,□,輸送業（営業担当）,受注量や販売量の動き,・11月の本州向け生乳の輸送量は前年の９割程度であり、４か月連続での前年割れとなった。一方、バターと粉乳の倉庫在庫量は前年から２～４割のアップとなっている。飲料を中心とした一般雑貨の荷動きも出始めているが、水準としてはまだまだ物足りない状況が続いている。
,,□,輸送業（支店長）,受注量や販売量の動き,・受注量が大きく変化するような要素が見当たらない。
,,□,金融業（従業員）,取引先の様子,・半導体不足の影響で新車の販売台数が大きく落ち込んでいる。また、原油価格の高騰により、ガソリン、灯油などが値上がりし、持ち直し基調にあった個人消費の重荷になっている。こうした背景から足元の道内景気は足踏み傾向がみられ、３か月前と変わらない状況となっている。
,,□,司法書士,取引先の様子,・新型コロナウイルスの影響によって経済が落ち込んでいるなか、感染状況が落ち着きをみせていることで各種の規制も緩和しつつある。ただ、新型コロナウイルスへの警戒心がまだまだ強いため、景気は一足飛びに回復するものではなく、徐々に少しずつ回復することになる。
,,□,司法書士,取引先の様子,・例年11月は冬期間に入るため、取引先の建築業や不動産業においても８月頃と比べて仕事量が減る傾向にあるが、今年は８月が緊急事態宣言の期間中であったことから、その期間の仕事がずれ込んできている。その結果、コロナ禍においても例年と変わらない仕事量がみられる。
,,□,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・現状、都市部は民間需要による建築工事があり、まずまずの水準で推移している。一方、地方は公共工事の案件があるものの、今一つである。
,,□,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・売上は引き続き前年並みで推移している。来年度については、景気対策として公共事業が展開される見込みがあることから、業績が堅調に推移するとみられる。
,,□,その他サービス業［建設機械リース］（支店長）,受注量や販売量の動き,・在庫不足や納期遅れなどが生じており、発注してもすぐに納品されない状況となっている。
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・11月に入りベース商材の動きが鈍くなってきているが、物件の納入などはできており、売上は大きく落ち込んでいない。ただ、景況感としては余り良くない。
,,▲,建設業（従業員）,取引先の様子,・建設関係において、資材価格の上昇に加えて、職人などの労働力不足が懸念されている。中心部の再開発に伴って、こうした傾向が一層加速することが懸念されるが、施工各社では対策が採れていない状況にある。再開発に携わっている企業はまだ良いが、携わっていない企業では仕事が１つも取れない状況に追い込まれるのではと危惧している。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,人材派遣会社（社員）,求人数の動き,・求人数は増加傾向で推移している。新型コロナウイルスの新規感染者数の減少を受けて、ここ２年の減収を回復すべく企業が人材の採用に動き出している。また、人材側も転職に向けて動き出している。当社が求人企業を紹介し、内定が出た場合も、他の求人企業からも内定を得ている求職者数が多く、内定辞退が前年よりも増えている。
,,○,求人情報誌製作会社（編集者）,周辺企業の様子,・中心部の繁華街における飲食店などの様子をみると、今年の春～夏に比べれば客足は戻ってきている。ただ、その伸びは限定的であり、期待していた求人件数も伸び悩んでいる。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・飲食店や小売店などの募集が徐々に回復してきている。また、これから国内の観光需要が拡大するとみられるため、宿泊施設や道内観光地への人出が徐々に戻ってくるとみられることもプラスである。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・緊急事態宣言が解除されてから、業種を問わず求人ニーズが高まってきている。経済活動が堅調に動き出している様子がうかがえる。
,,○,職業安定所（職員）,求人数の動き,・当地における10月の有効求人倍率は0.88倍であり、３か月前と比べると0.03ポイント上昇している。
,,○,学校［大学］（就職担当）,採用者数の動き,・道内私大の来春新卒者の内定率は89％程度となっている。新型コロナウイルス発生以前の2020年の91％程度には及ばないものの、2021年と比べると３～４％ほど高く推移している。飲食業、旅行業など、まだまだ先行きが不透明な業界では慎重な姿勢が続いているものの、全体的にはようやく明るさがみえてきた。
,,□,求人情報誌製作会社（編集者）,周辺企業の様子,・当地では新型コロナウイルスのクラスターが多発するなど、新規感染者がいまだに多くみられる。繁華街のイベントも中止になっており、特に緊急事態宣言の解除に伴って好転が期待された飲食業や観光業界の動向に水を差している。
,,□,職業安定所（職員）,周辺企業の様子,・新型コロナウイルスの感染状況が落ち着いてきているが、当地においては一定の感染者が出ている状況にある。そのため、３か月前と比べて有効求人倍率に特段の変化もみられず、雇用情勢は大きく変わっていない。
,,□,職業安定所（職員）,求人数の動き,・10月の有効求人数は前年から0.11ポイントの増加となった。一方、新規求人数は前年とほぼ同水準で推移している。
,,▲,＊,＊,＊
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,百貨店（買付担当）,お客様の様子,・感染状況が落ち着き、２～３人や家族連れ等複数人での来店が増加傾向にあり、数か月前には見られなかった状況となっている。また、購買意欲も上がってきており、店舗セールを中心に売上も上昇している。
,,◎,衣料品専門店（経営者）,お客様の様子,・大幅な制限緩和により地元客も県外客も本格的な購買が始まっている。高額ブランド商品のニーズが多い。
,,◎,その他専門店［靴］（従業員）,販売量の動き,・来客数が増えている。特に郊外店舗の週末の集客が大きく伸びている。
,,◎,その他小売［ショッピングセンター］（統括）,来客数の動き,・新型コロナウイルスの感染が落ち着いてきたことに加え、店舗の改装リニューアルが相次ぎ、客がかなりの勢いで戻ってきている。今まで消費が抑えられてきたことの反動もあると考えられる。
,,◎,一般レストラン（経営者）,来客数の動き,・11月になってから明らかに来客数が増えている。土日の昼を中心に満席になる日もみられるようになってきた。いかに感染の状況が影響していたのかが分かる。
,,◎,一般レストラン（経営者）,来客数の動き,・緊急事態宣言やまん延防止等重点措置が出されていたときよりは良くなっている。ただし、以前のような状況には戻っていない。
,,◎,観光型旅館（経営者）,来客数の動き,・客はやや慎重な感じもあるが、景気刺激策もあり動きは良くなってきている。
,,◎,観光型旅館（スタッフ）,来客数の動き,・前月と同様、３か月前と比べて来客数は150％増加している。休日平日区別のない日々が続いている。
,,○,一般小売店［酒］（経営者）,販売量の動き,・県外からの注文が戻ってきている。
,,○,一般小売店［医薬品］（経営者）,単価の動き,・商店街で売出した割増商品券が出回り始め、客が高額商品を苦もなく買っていくという状況がこのところ続いており、客単価が上がっている。
,,○,一般小売店［医薬品］（経営者）,単価の動き,・来客数が増えているわけではないが、高額の限定商品の動きが順調である。化粧品もヘルスケア商品も順調であり、買い渋りなどはみられない。
,,○,一般小売店［酒］（経営者）,販売量の動き,・国や自治体の様々な制限解除により、徐々に各企業独自の制約も緩み、飲食店の夜の予約が少人数ではあるが入るようになってきた。それに伴い、アルコール類の販売量が僅かではあるが増加傾向にある。
,,○,百貨店（売場主任）,来客数の動き,・新型コロナウイルスの感染状況が落ち着いていることで様々な集客の施策を打ち出すことができ、来客数アップにつながっている。
,,○,百貨店（営業担当）,来客数の動き,・新型コロナウイルスの感染拡大が落ち着いており、緊急事態宣言等が解除されて周辺での人の動きが活発になってきたことで、来客数が前年並みに回復してきている。
,,○,百貨店（経営者）,販売量の動き,・新規感染者数の減少に反比例して来客数が増加し、販売量も全体的に増えている。特に、ここに来て気温低下の影響や少しずつ会合の場も増えていることもあって、重衣料が回復してきている。高額商品は引き続き好調である。
,,○,コンビニ（経営者）,来客数の動き,・全国的な新型コロナウイルス感染に関する規制緩和以来、来客数、特に夜間帯の来客の増加が目立つようになり、売上もそれに準じて伸びてきている。
,,○,コンビニ（経営者）,単価の動き,・販売単価の増加により売上は微増傾向にある。しかし、来客数は減少が続いており、先行きは見通せない状況である。
,,○,コンビニ（経営者）,お客様の様子,・新型コロナウイルスの影響はまだ多少あるが、少しずつ人の動きが良くなってきている。
,,○,コンビニ（エリア担当）,来客数の動き,・盛夏の天候不良により来客数が減少した３か月前と比較し、多少の回復がみられる。
,,○,衣料品専門店（経営者）,お客様の様子,・新型コロナウイルス新規感染者数が多少減少して客足が戻りつつある。また、家飲みをする人が増えたため、日本酒の頒布会が好調であった。
,,○,衣料品専門店（店長）,来客数の動き,・新型コロナウイルス新規感染者数が減少し、通常どおりの経済活動が行われるようになってきた。たとえば結婚式の礼服の用意とか、出張といったニーズが増えてきたことが来客数の増加につながっている。
,,○,衣料品専門店（店長）,お客様の様子,・スーツなどビジネス需要は不安定であるが、ふだん着需要は新型コロナウイルス新規感染者数の減少に伴い確実に増えてきている。
,,○,住関連専門店（経営者）,販売量の動き,・今月は販売量も単価も良かったため販売金額が増加している。ただし、オーダーメイド商品なので、今月納品の商品は半年前や１年前に受注したものである。
,,○,その他専門店［食品］（経営者）,来客数の動き,・８月末の緊急事態宣言発出時には人々の動きが止まった。そのときの状況と比べれば良い方向に向かっている。
,,○,その他専門店［白衣・ユニフォーム］（営業担当）,販売量の動き,・飲食店や観光地のホテルから少しずつではあるが注文が入ってきている。特に道の駅などはかなり混雑してきているようで、人員の確保等で制服の注文がある。まだまだ良くなったとは言い難いが、それでも少しずつ回復傾向にある。
,,○,高級レストラン（スタッフ）,来客数の動き,・12月の予約数が伸びてきている。
,,○,一般レストラン（経営者）,来客数の動き,・10月１日に緊急事態宣言が明けてからはやや良くなってきているが、例年と比べて年末に向けての忙しさはまだない。
,,○,観光型ホテル（スタッフ）,来客数の動き,・11月に入ってから宿泊補助による効果が現れ客足が伸びている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・宿泊客数が前々年と同等になっている。
,,○,旅行代理店（従業員）,販売量の動き,・３か月前との比較であれば国内個人旅行の予約販売は確実に増加傾向にあり、旅行業界においてはやや上向き傾向にある。しかし、県内や近県を中心とした宿泊単品の申込みが中心であり、極端な販売額増加にまでは至らない状況が前月から継続中である。団体旅行では修学旅行等で教育団体が動いているものの、一般団体はまだ動かずの状況である。
,,○,旅行代理店（従業員）,販売量の動き,・各県の県民割の宿泊プランにより、個人旅行の申込みが３か月前と比べれば良くなっている。
,,○,旅行代理店（従業員）,販売量の動き,・旅行業につき、新規感染者数の減少に伴う人流拡大で数値は上向き基調である。宣言解除直後の10月には一時的に爆発的な需要拡大があったものの、現状は横ばい傾向にある。県民割等の促進事業の県別の実施有無によって数値が大きく影響されている。また、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの概要が発表され、客によっては様子見をしている一面もある。
,,○,タクシー運転手,来客数の動き,・今月に入り曜日に関係なく、夫婦、家族連れ、友人同士、カップル等の少人数グループの観光客が当地を訪れている。タクシー事業においても、売上は前月の２倍となる見込みである。予報とは違う悪天候も増収要因の１つとなっている。ただ、来月は観光閑散期に入るので先が見えない状況に不安が残る。
,,○,通信会社（営業担当）,お客様の様子,・新型コロナウイルス新規感染者数が急激に少なくなり、その状態が継続しているが、慎重に活動している人が多いため、外食や旅行に行く人が一気に増えたといったことはない。自宅時間が思ったより減っていないため、インターネットの利用者は増えている。ただ、同業他社との価格競争は激化しており、客の争奪戦になっている。
,,○,通信会社（営業担当）,お客様の様子,・新型コロナウイルスも収束し始めて、街が徐々ににぎやかになってきているようである。
,,○,観光名所（職員）,単価の動き,・予約数、来客数共に微増を続けている。通常であれば閑散期に入る頃だが、まだ若干ではあるが増加の傾向がある。また、単価の高いものを買う傾向がみられ、購買意欲も非常にある。そういったことが今の景気を支えているようである。
,,○,遊園地（経営者）,来客数の動き,・10月に続き新型コロナウイルスの影響が薄れて客のマインドが良くなっている。例年になく気温が高めに推移したこともあり、来客数は前年を上回っている。例年より時期は遅いが学校団体も来園している。
,,○,美容室（経営者）,来客数の動き,・３か月前は緊急事態宣言中ということもあり、それと比べると来客数も増えてきている。
,,○,美容室（経営者）,来客数の動き,・近場に旅行に出掛けたり人に会ったりする前に髪を切ろうという人が増え、来客数が増えている。
,,○,その他サービス［自動車整備業］（経営者）,来客数の動き,・イベントやスポーツ観戦、文化行事などの開催が復活し、人の動きが回復しており、来客数や売上金額も回復している。
,,○,住宅販売会社（経営者）,販売量の動き,・少額資金の客の建売住宅が販売好調である。
,,○,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・前年比では減少しているが、前月比では微増している。次年度に向けた住宅に関連する施策情報が出たことと、新型コロナウイルスの感染者が少なくなったことにより、来場者数が増加する兆しがある。
,,□,商店街（代表者）,お客様の様子,・ワクチン接種が進み、新型コロナウイルス新規感染者数がゼロの状況が続いたことで客足は戻りつつあるが、売上アップにはまだ結び付いていない。
,,□,商店街（代表者）,来客数の動き,・自粛に慣れてしまっているのか、人流が戻らない。
,,□,一般小売店［書籍］（経営者）,お客様の様子,・全体的には持ち直しの傾向がある。ただ、ポイント何倍デーといった日には消費の喚起はされているが、それ以外については依然厳しさが募っており、予断を許さない状況である。
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・客単価の高い客層の売上比重が更に大きくなっている。来客数は減少気味だが、売上は横ばいかやや上向きとなっている。チラシに載るような価格競争がある商品は極端に出なくなっているが、そうでなものは順調に販売できていることから、景気自体は悪いという感じがしない。
,,□,スーパー（企画担当）,販売量の動き,・内食需要に陰りが出てきている。しかし、当店を含めて小売業は価格競争の方にシフトして、何とか売上はキープしている。
,,□,スーパー（営業担当）,来客数の動き,・来客数は99.5％でほぼ前年並みだが、今後の来客数の伸びは期待できない。客単価も伸び悩み傾向で、節約志向が高まっている。年末を控え更に食品の消費は慎重になるとみている。
,,□,コンビニ（エリア担当）,来客数の動き,・新型コロナウイルスも沈静化をしているなかで経済も少しずつ戻ってきているが、いまだに来客数は前年と同程度であり、人の動きは戻っていない状況である。特に深夜等の動きが悪い。
,,□,衣料品専門店（総務担当）,単価の動き,・冬物の需要により、来客数及び商品単価が若干上がっている。
,,□,家電量販店（従業員）,販売量の動き,・来客数は回復傾向にあるが、販売額、販売量が停滞気味である。
,,□,乗用車販売店（従業員）,販売量の動き,・新型コロナウイルスの影響で個人客の販売量が思うようには伸びていない。
,,□,乗用車販売店（従業員）,販売量の動き,・海外から部品供給が間に合わず発生した新車納期遅延が、いまだ回復していない。
,,□,乗用車販売店（従業員）,来客数の動き,・３か月前と比べて来客数が極端に増減しているとはいえない。新型コロナウイルスなどの関係で新車は長納期となっている。メーカーより納入されないため売上が芳しくない。
,,□,その他専門店［酒］（経営者）,来客数の動き,・地元も都市部も人出が多くなってきており、最悪の状態から脱しつつある感触はある。しかし、売上などの数字は余り良くはなっておらず、状況を慎重に見定める必要がある。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・感染対策緩和などで動きが出てくると期待していたが、前年比の販売量は前月までの推移と変わっておらず、回復しているとは思えない。
,,□,高級レストラン（経営者）,お客様の様子,・新型コロナウイルスも小康状態になり、少し明るさがみえてきている。
,,□,一般レストラン（経営者）,お客様の様子,・当県では新型コロナウイルス新規感染者数が皆無になったものの、まだまだ開放感にあふれた生活とはなっていない。警戒心を持つことが当たり前の状況にあっては、夜の飲食街に人は出てこない。ワクチンでの予防では今の状態が限界なのかなと痛感している。大きな集まりや季節的なイベントが全くできないため、目に見えての景気の変化はない。
,,□,通信会社（営業担当）,お客様の様子,・ガソリン、重油、石油といった燃料費の高騰、電気料金の値上げ等があって消費を控えているという客の声も多数届いている。また、サケの不漁、カニ、海老等の値上げもあり、小売業の利益が厳しい状況と聞いている。よって、前月と変わらず景気は低迷している。
,,□,通信会社（営業担当）,お客様の様子,・新型コロナウイルス新規感染者数がかなり減ってきているが、第６波への警戒感から、特に飲食店の来客数が戻らない。
,,□,通信会社（営業担当）,お客様の様子,・客の購買意欲に変化がみられない。
,,□,通信会社（営業担当）,お客様の様子,・なかなか商談ができない。
,,□,競艇場（職員）,来客数の動き,・ここ２～３か月売上に変化がない。新規客の姿がなく常連客ばかりが目立つ。
