,,○,観光型ホテル（スタッフ）,・国内からの個人旅行とスポーツイベントによる宿泊予約がみられることから、低調ではあるものの、今後の景気はやや良くなる。
,,○,旅行代理店（従業員）,・緊急事態宣言が解除されることに加えて、新型コロナウイルスワクチンの接種が進むことで、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンなどの施策も復活することが期待される。これまで抑制されていた旅行需要が初夏の花観光から徐々に回復することを期待している。
,,○,旅行代理店（従業員）,・緊急事態宣言が全て解除され、新型コロナウイルスワクチンの接種が順調に進むことになれば、現在よりも旅行への意欲が高まり、多少は申込みも増えると期待している。ただ、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンについては、開始時期や適用条件にはっきりとしていない部分があるため、大きな期待は持てない。
,,○,旅行代理店（従業員）,・緊急事態宣言について６府県の解除が予定されていることに加えて、65歳以上の高齢者への新型コロナウイルスワクチンの接種が始まる予定であることから、多少は旅行需要が高まることが期待される。ゴールデンウィークの問合せも少しずつ出てきていることから、２月よりは改善することになる。
,,○,旅行代理店（従業員）,・新型コロナウイルスの感染者数がこのまま減少し、新型コロナウイルスワクチンの接種が始まれば、空気が変わることになり、景気もやや良くなる。
,,○,タクシー運転手,・新型コロナウイルスワクチンの接種が始まることで、少しずつ人の流れが出てくるのではないかと期待している。
,,○,通信会社（企画担当）,・例年、新入学や就職に伴う通信機器の購入、買換え需要が期待できる時期である。今年は通信料金の値下げの効果もあり、前年以上の販売量となることが期待できる。
,,○,美容室（経営者）,・新型コロナウイルスの感染者数の減少やワクチン接種などに関する報道の影響もあり、直近の雰囲気がやや良くなってきている。そのため、今後は景気が少しずつ上向くことになる。
,,○,美容室（経営者）,・季節的な要因として、春を迎えて雪解けが進むことで客の動きが良くなる。また、これまで新型コロナウイルスの影響で控え目だった客の動きが活発になることに加えて、美容室に来店することへの警戒感が薄れることで、来客数の増加につながることが見込まれる。
,,○,住宅販売会社（経営者）,・新型コロナウイルスワクチンが海外から届き始めていることから、５月頃までには新型コロナウイルスが終息すると期待している。株価も引き続き堅調に推移すれば、景気は順調に回復することになる。
,,□,商店街（代表者）,・新型コロナウイルスワクチンが出回ってきているが、まだ必要な量が十分に行きわたる状況とはなっていないことから、景気が良くなるという見通しが立たない。
,,□,商店街（代表者）,・新型コロナウイルスの影響が続くことが見込まれるため、今後も景気は変わらない。
,,□,百貨店（役員）,・現状、新型コロナウイルスの感染動向が落ち着いているようにみえるが、今後、どのように変動するのかが分からないため、先行きの見通しについては不透明な状況にある。
,,□,スーパー（店長）,・新型コロナウイルスワクチンの接種が本格化し、大多数が接種を終える夏頃から景気が好転することを期待しているが、現時点では何とも言えない。また、東京オリンピックが開催されるかどうかもポイントとなる。
,,□,スーパー（役員）,・売場で客の節約ムードが感じられることから、今後２～３か月は現状のままで推移する。一方、新型コロナウイルスワクチンが普及し、人の動きがやや活発になれば、来客数獲得を狙った安売り合戦が行われるようになり、景気に悪影響を及ぼすことが懸念される。
,,□,コンビニ（エリア担当）,・新型コロナウイルスの影響が出てから１年が経過することで、前年比の上では減少していた外販売上が回復に転じることになる。その一方で、伸びていた家庭内需要向けの商材が落ち込むことになる。プラスとマイナスが相殺されることでトータルの売上には変化がないことが見込まれる。
,,□,衣料品専門店（店長）,・いまだに経済の落ち込みが続いていることから、今後も必要最低限の購入が続く。ただ、前年と比べれば、多少は良い状況が見込まれる。
,,□,家電量販店（経営者）,・先行き不透明な面はあるが、今後については空気清浄機やエアコンの売上が引き続き期待できる。
,,□,乗用車販売店（経営者）,・地場の主要産業が停滞している状況にあるため、緊急事態宣言が解除され、人の動きが活発になり、観光客を中心とした動きが出てこない限り、景気に大きな変化はみられない。
,,□,乗用車販売店（従業員）,・景気は以前よりも良くなっているが、劇的に良くなることまでは望めない。新型車が出るため、その効果は現れるとみているが、新型コロナウイルス禍のなかで販売量や来場数が大きく伸びるとは言えない。
,,□,乗用車販売店（従業員）,・これまで自動車業界では大きな落ち込みがなかったことから、今後も景気は変わらない。大規模イベントの開催が未定なことから、大きな動きは見込めない。
,,□,自動車備品販売店（店長）,・新型コロナウイルス禍においての感染対策や感染者数などのニュースに大きな変化が起こらない限り、小売店の景気は変わらない。
,,□,高級レストラン（スタッフ）,・新型コロナウイルスの感染者数が再び増加傾向になれば、景気はますます悪くなる。
,,□,観光型ホテル（経営者）,・新型コロナウイルスワクチンの供給量が制限されそうなことから、この数か月で国民の行動に大きな変化は起こらないとみられる。
,,□,旅行代理店（従業員）,・少しは景気が上向きになると信じたいが、新型コロナウイルスの感染状況次第で政府の対策が変わるような流動的な状況にあるため、正直先が読めない。
,,□,タクシー運転手,・住民の消費行動への欲求は強くなっているが、新型コロナウイルスの感染状況を考えると、実質的な行動につながることは期待できない。新型コロナウイルスワクチンの接種が一般的にならない限り、景気回復は見込めない。
,,□,タクシー運転手,・これまでの来客数の流れから、営業収入は微増するとみられるが、景気は大きく変わらない。ただ、新型コロナウイルスワクチンへの期待は高いため、ワクチン接種が進むことで人の流れが少しずつ増えてくることを期待している。
,,□,タクシー運転手,・新型コロナウイルス禍のなか、観光などの人の動きが全くないため、先行きが見通せない状況にある。今後、新型コロナウイルスの第４波が生じることになれば、大変なことになる。とにかく新型コロナウイルスワクチンの効果で新型コロナウイルスが終息することを期待している。
,,□,タクシー運転手,・医療従事者を対象とした新型コロナウイルスワクチンの接種が実施されているが、一般の人に行きわたるのは夏以降になるとみられるため、景気が回復するまで１年程度掛かることになる。
,,□,観光名所（職員）,・国による緊急事態宣言、北海道による集中対策期間の影響により、来場者が激減している。非常に苦しい状況が続いており、先が見通せない。緊急事態宣言の解除、新型コロナウイルスワクチンの接種、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの再開などについても、感染拡大が繰り返されることのないような適切な時期での実施が望まれる。
,,□,その他サービスの動向を把握できる者［フェリー］（従業員）,・Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンなどの再開のめどが立たない限り、現状の利用客の減少傾向は変わらない。
,,▲,スーパー（店長）,・新型コロナウイルス不況の影響が、今後徐々に出てくることが懸念される。
,,▲,スーパー（企画担当）,・コロナ禍が長期化しているなか、企業倒産、人員整理などによる雇用所得環境の悪化が懸念されていることから、買い回り品などの日用品に対する客の価格感応度が一層厳しくなることが見込まれる。
,,▲,コンビニ（エリア担当）,・毎月の来客数が減少傾向にあることから、今後の景気はやや悪くなる。
,,▲,コンビニ（エリア担当）,・地場産業の衰退と所得減少により、当地での購買動向は今後ますます厳しい環境になる。
,,▲,その他専門店［医薬品］（経営者）,・節約が当たり前のことになっている。先行きへの不安もあるため、今後、本格的な買い控えにつながり、景気が落ち込むことが心配される。新型コロナウイルスワクチンだけでは、景気は元には戻らないとみられる。
,,▲,住宅販売会社（経営者）,・新型コロナウイルスの影響で所得減少が続いている現状から、短期間で住宅市場が好転することは考えにくい。
,,×,商店街（代表者）,・緊急事態宣言が出された影響で、当地における観光業の売上は前年の５％にも満たない状況にある。新型コロナウイルスの影響が出始めてからそろそろ１年を迎え、観光業は虫の息である。対策は旅行業者向けのものに集中しているが、大きな影響を受けているのはホテルや観光土産品店であり、これらの業態では企業存続が限界に近い状態となっている。末端を対象とした救済策を出さない限り、国内の観光業は壊滅することになる。
,,×,一般小売店［土産］（経営者）,・この２～３か月で新型コロナウイルスの感染者数が落ち着く状況となり、緊急事態宣言が解除されることになれば、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーン再開の動きも出てくるとみられるが、当初のように客がすぐにキャンペーンを利用することにはならない。新型コロナウイルスの影響は依然として大きく、航空機の乗降客がいまだに50％を下回っているなど、心理的な面で移動に対する不安が大きいことから、観光客が例年の半分以下という状況はしばらく続く。売店における飲食の売上も前年の３割台、悪ければ２割以下という状況が続く。
,,×,スーパー（従業員）,・新型コロナウイルス禍のなか、客単価の上昇が続いているが、上昇幅が縮小傾向にある。また、新型コロナウイルスの影響が生じてから１年が経過することで、急増した食料品の売上において、前年からの反動減が現れることになる。
,,×,高級レストラン（スタッフ）,・新型コロナウイルス終息の見込みが立たない。新型コロナウイルスワクチンの接種が始まっているものの、一般の人への接種は夏以降になるとの見解であるため、今後しばらくは新型コロナウイルス感染者数について一進一退の状況が続くことなり、人の往来の回復は見込めない。
,,×,スナック（経営者）,・新型コロナウイルスの影響はまだまだ続くとみられるため、これ以上景気が良くなるとは考えられない。
,,×,タクシー運転手,・例年、当地では雪のある３月までタクシー利用が多く、暖かくなり雪解けが進む４月以降に利用が激減することになる。今年は新型コロナウイルスの影響もあるため、前年と同様に４月以降もタクシー利用が低迷したままで推移する。
,,×,美容室（経営者）,・今後については、新型コロナウイルスワクチンの効果次第の面がある。
"企業
動向
関連

(北海道)",,◎,＊,＊
,,○,建設業（経営者）,・今後、公共土木工事が順次着工することになる。稼働量が本格的に上向くのはまだ先とみられるが、マインドが上向くことになる。建築工事は、官庁によるものは例年と同様の動きが見込まれるが、民間によるものは新型コロナウイルスの影響がどう現れるか読めない面がある。一方、街中の景気については、飲食、観光、交通関係などの景況感がかなり悪いため、なかなか上向いてこないことが懸念される。
,,○,建設業（従業員）,・新型コロナウイルス禍が終息するめどが立ったのか、これまで凍結していたホテル建設工事の見積り依頼が複数件あり、僅かながらに建設業界の景気が回復すると期待している。
,,○,建設業（役員）,・公共土木工事の公告に伴い、新規受注が期待できる。北海道における新型コロナウイルス対策の集中対策期間が終了し、感染抑制が見通せる状況となれば、民間の設備投資意欲も回復することになる。
,,○,通信業（営業担当）,・新型コロナウイルスワクチンの接種が始まったことから、新型コロナウイルス終息への期待感の高まりとこれまでの行動自粛からの解放により、景況感は改善することになる。
,,○,その他サービス業［建設機械レンタル］（総務担当）,・新型コロナウイルスの感染対策の効果が出始めていることから、観光や外食などの景況感が回復に転じることが見込まれる。
,,□,食料品製造業（従業員）,・現状の景気を上向かせるような案件が見当たらない。
,,□,食料品製造業（従業員）,・新型コロナウイルスの影響がいつまで続くか見通せないため、今後の販売量への影響も不透明である。
,,□,家具製造業（経営者）,・実体経済が伴っていないにもかかわらず株が高騰しており、一種のバブル状態となっている。近いうちに調整局面に入ることも考えられることから、一本調子の回復は期待しづらい。
,,□,輸送業（支店長）,・春を迎えて、建材鋼材類のほか、飲料関係の荷動きが活発になることを期待したいが、新型コロナウイルスの影響がいつまで続くのか先行きが全く読めない状況にある。
,,□,金融業（従業員）,・財政、金融政策により道内景気が下支えされているなか、新型コロナウイルスワクチンの接種が始まったことから、消費マインド、投資マインドへの好影響が期待される。そのため、道内景気は一進一退しつつも現状維持が見込まれ、３か月前と変わらない水準で推移することになる。
,,□,司法書士,・新型コロナウイルスワクチンが国民に行きわたるまで、まだ時間が掛かるため、景気が上向くのは今夏以降になる。そのため、当面は景気回復の実感がないまま、現状と同程度の水準で推移する。
,,□,司法書士,・現状、景気は悪いが何とか持ちこたえている状況にある。新型コロナウイルスワクチンの接種が徐々に進むことによって、景気が多少上向くとみられるが、２～３か月よりも長い期間が必要とみられる。
,,□,コピーサービス業（従業員）,・業界にもよるが、新型コロナウイルスの影響がまだ続くとみている取引先もあるため、今後しばらくは先行きが明るくなることはない。
,,□,その他サービス業［建設機械リース］（支店長）,・緊急事態宣言が解除された後、東京オリンピックがどうなるか、その動きに注目している。ただ、今後２～３か月の状況は変わらない。
,,▲,金属製品製造業（従業員）,・新型コロナウイルスの影響で業績が悪化している会社が多く、失業者も増加していることから、今後の景気はやや悪くなる。
,,▲,その他サービス業［ソフトウェア開発］（経営者）,・来年度の受注について、確定している案件が例年よりも少ない。
,,×,その他非製造業［鋼材卸売］（従業員）,・上半期の仕事量が少ないとの予測があるほか、ベース商材の売上ダウンが心配される。大型物件受注の動きが止まっていることもあり、今後の客の買い控えが懸念される。
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・今後については、緊急事態宣言や集中対策期間が解除されることで、飲食店や小売店などで求人の募集が始まることを期待している。
,,○,求人情報誌製作会社（編集者）,・北海道による集中対策期間が順調に終わり、新型コロナウイルスワクチンの接種もスケジュールどおりに進むことになれば、消費行動が上向きになり、経済活動も動き出すことになる。
,,□,求人情報誌製作会社（編集者）,・新型コロナウイルスワクチンへの期待感と基幹産業である農業の安定性から、ゆっくりではあるが、景気が上向くことを期待している。
,,□,求人情報誌製作会社（編集者）,・現在の生活スタイルが定着しそうな雰囲気があり、景気が良くなる要素が見当たらない。
,,□,職業安定所（職員）,・新規求人数、就職件数が前年を上回っているものの、雇用調整助成金の相談が増えてきているなど、新型コロナウイルスの影響が依然として見込まれるため、今後も景気は変わらない。
,,□,職業安定所（職員）,・現状をみる限り、景気が良くなる要素はないが、急激に景気が落ち込むことも考えにくいため、今後しばらくは一進一退の状況が続くことになり、景気は変わらないまま推移する。ただ、企業の体力が持たなくなり、離職者が増えていくことが懸念される。
,,□,学校［大学］（就職担当）,・新型コロナウイルスの感染動向が終息に向かい、経済対策を打てるようになれば、企業の新卒採用活動にも弾みが付くが、まだ不確定な情報しかないため、今後２～３か月はこのままの状況が続く。
,,▲,人材派遣会社（社員）,・新型コロナウイルス禍のなか、来期の事業計画の見通しが立たず、人員体制をどうするか、雇用調整を行うかどうかに悩む企業が増えていることから、今後の景気はやや悪くなる。
,,▲,職業安定所（職員）,・当地における新規求人数は前年比マイナス10.8％、月間有効求人数は前年比マイナス10.7％となっており、いずれも減少している。当面は現在の水準で推移するとみられるが、新型コロナウイルスの感染拡大の影響で需要が低迷する一部の業種において不安定な動きが継続していることから、なお予断を許さない状況にある。
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,衣料品専門店（店長）,・前年は新型コロナウイルスの影響で、業界の肝である入学式や入社式が中止、延期になるという事態になり、大きく打撃を受けた。今年は今のところそのような動きにならないとみているので、春の準備をする客が順当に来店すれば、業界の景気は上向きになってくると予測している。
,,○,一般小売店［酒］（経営者）,・現在、東京の業務店からの注文がない。業務店の再開を期待している。
,,○,一般小売店［寝具］（経営者）,・春に向けて進学、就職等があるので仕立てが増える気がする。新型コロナウイルス感染が収束しない限り客先訪問ができないことが手痛い。
,,○,百貨店（売場主任）,・新型コロナウイルスのワクチン接種が開始となり、終息へ向けた期待感から消費マインドが上がるものと考える。
,,○,百貨店（営業担当）,・前年の緊急事態宣言による自粛と比べ、ワクチン接種の推進もあるため、感染に留意しながらも人の動きが活発になり、旅行や市町村のイベントなどの屋外活動も実施されることが想定される。
,,○,百貨店（経営者）,・最近の新型コロナウイルス感染者数の減少や、ワクチン接種の開始により、安心感から多少消費マインドは上がってくるとみている。ただし、旅行がまた始まると、百貨店などのショッピングはむしろマイナスの影響が出るかもしれない。
,,○,スーパー（経営者）,・豪雪から春になり、さらに新型コロナウイルスのワクチン接種が始まれば、気持ちも上向き客の動きも良くなる。
,,○,コンビニ（経営者）,・来客数が戻らず低い営業数値となっているが、客単価や買上点数は前年同期を上回ってきている。徐々に上向きに転じるのではないかと期待はしているが、いずれにせよ客の出足いかんである。
,,○,コンビニ（経営者）,・冬よりは良くなるが、イベント等の状況次第では厳しい状況になる。先が全くみえない。
,,○,コンビニ（経営者）,・季節要因もあるが、新型コロナウイルス感染者の減少が来客数及び販売量の増加に大きく影響すると推測される。
,,○,コンビニ（経営者）,・現在は新型コロナウイルスの影響で人が動いていないが、新規感染者の減少で落ち着いてきたことと、暖かくなってくることにより、少しずつ人出が戻ってくるとみている。
,,○,コンビニ（エリア担当）,・緊急事態宣言解除による消費マインド拡大が予測される。また、前年は３～５月と大きく売上を落としていたため前年比では売上は上がる。
,,○,コンビニ（エリア担当）,・春～夏の最盛期へ向かう時期になる。また、人の移動も出始める。
,,○,コンビニ（店長）,・２～３か月先、ワクチンが各自治体に配られ安心感も出てきて、人が出てくるようになれば、前年比では相当改善されていくのではないかとみている。そういう方向に向かうよう、皆で協力して感染対策をしながら活動していければいいのではないか。
,,○,コンビニ（店長）,・新型コロナウイルス感染対策のワクチンの普及に期待している。
,,○,衣料品専門店（経営者）,・春らしくなり、新型コロナウイルスの終息が少しずつ見えてくれば、購買意欲も出てくる。
,,○,家電量販店（店長）,・ワクチン接種が始まってくれば、安心感から消費が増えてくるとみている。
,,○,家電量販店（従業員）,・東京オリンピックが開催されるという前提だと、テレビ、レコーダー関係が間違いなく上向きになっていく。新型コロナウイルスワクチンの接種が進んでいけば、アウトドア関連商品も動きが活発になってくるので期待できる。
,,○,乗用車販売店（従業員）,・４月末に新型車の発表もあり、発表に向けた事前活動も順調に進んでいる。今後商談確約を得られれば、新型車納期にあわせて売上につながっていくとみられる。
,,○,その他専門店［酒］（経営者）,・緊急事態宣言の解除や新型コロナウイルスのワクチン接種等、状況が改善される動きを期待している。逆にこれ以上悪くなれば、飲食関連や中小企業の一般流通販売が維持できないのではと危惧している。
,,○,その他専門店［白衣・ユニフォーム］（営業担当）,・新年度を迎えるに当たり、流通を始め物の動きは今よりは格段に良くなる。しかし、前年比での実績ベースでどれくらいまで上げられるかは未知数である。春先の感染者数によって大きく変わってくるとみているが、消費者の我慢も限界がきている。行動規制がもう少し緩くなればバブルのような大きな消費行動に走るのではないかと予想している。
,,○,その他専門店［ガソリンスタンド］（営業担当）,・新型コロナウイルス感染症防止のための対策等が解かれることにより、車両移動が増加し、販売量が増加することを見込んでいる。
,,○,その他小売［ショッピングセンター］（統括）,・新型コロナウイルス感染者の減少やワクチンの普及により、今後消費マインドが戻ってくることが予想される。
,,○,一般レストラン（経営者）,・ワクチン接種が始まったことと、感染者が少し減少したということで、今よりは多少客が来るのではないかと期待している。しかし、外食ということ自体が客の日常から失われてしまったのではないかとの心配もある。
,,○,一般レストラン（経営者）,・新型コロナウイルスワクチンの接種が始まってきているので、それに期待しているが、やはり時間は掛かる。３月は歓送迎会があるので、一番悪いときと比べれば若干良くなるのではないかとみている。
,,○,観光型ホテル（経営者）,・先のことは見通せない現状ではあるが、新型コロナウイルス感染が収束しつつあるとみられるので、今後の景気は良くなってくると期待したい。
,,○,観光型旅館（経営者）,・１～２月は最悪だったので、暖かくなり感染状況も落ち着けば多少は今より良くなるのではないだろうか。
,,○,旅行代理店（従業員）,・３月７日に緊急事態宣言が全面解除される可能性が大きい。Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンも限定的に再スタートし、旅行者が感染防止を意識しながら動き出す可能性が高くなりつつある。　　
,,○,旅行代理店（従業員）,・緊急事態宣言が解除され、Ｇｏ　Ｔｏキャンペーンが復活すればやや良くなる。それ以外に良くなる要素は考えづらい。
,,○,タクシー運転手,・客と話をしていて「緊急事態宣言解除」と「ワクチン接種が始まる」というワードを多く耳にするようになったことから、新型コロナウイルスに対する恐怖心が薄れてきていることが推察される。それが今月の営業回数増加につながっているとみられる。高齢者への接種が終われば、コロナ禍前に少しずつ戻ると考えられる。
,,○,通信会社（営業担当）,・これからは、会社員、学生も自宅でのオンラインでの会議、セミナー、講義、補習授業等へ参加することが当たり前となり、インターネットを中心とした新しい生活様式が標準化していくことが予想される。このため通信需要はますます増えていくとみている。
,,○,通信会社（営業担当）,・新型コロナウイルスワクチンの接種が予定どおり始まれば、今よりも市場に動きが出るとみている。
,,○,テーマパーク（職員）,・新型コロナウイルスや地震が落ち着き、来客が増え、購入率の増加にもつながることを期待している。
,,○,観光名所（職員）,・現在、舟下りは予約客のある日のみ営業しているが、３月からは土日月と３日間は予約がなくても営業するという方向に向いている。店もこの営業日にあわせて開店するので、休業日数が減ることになる。徐々にではあるが上向きになりつつある。また、新型コロナウイルスのワクチン接種も始まり、少しずつ良い方向に向かっているという感じがする。振り客も営業日にあわせて来るようになっており、まだ関東方面、関西方面までは広がっていないが、近県からの客が増えている。やや持ち直してきている感じがある。
,,○,観光名所（職員）,・新型コロナウイルスの感染状況が改善することが条件となるが、気候が良くなり、花見客などで来場者自体は増加することが予想される。前年は自粛期間で花見ツアーが全てキャンセルとなったが、今年は開催されることを切に願っている。
,,○,美容室（経営者）,・２～３か月後になれば、一般の人への新型コロナウイルスのワクチン接種も始まるので、そうなれば徐々に安心感も出てきて、客も戻ってくるとみている。
,,○,その他住宅［住宅展示場運営会社］（従業員）,・来場者数の急増はないが、現在来場している１年以内に住宅購入を検討するとしている客に加えて、２～３年以内で検討する客の来場が増加することを見込んでいる。
,,□,商店街（代表者）,・新型コロナウイルスのワクチン接種が多少増えてくることと、暖かくなることにより、気持ちも和らいでくるのではないかということから期待している。
,,□,商店街（代表者）,・卒業、入学の時期がこれからくるので大いに期待しているが、現状では商店街を訪れる人の数、各店舗への来客数が減っている。今後は個店の売上維持に努めていきたい。
,,□,商店街（代表者）,・新型コロナウイルスのワクチン接種が開始されるものの、当面は新型コロナウイルス感染の不安は払拭されず、外出を控え消費を抑える傾向が続くとみている。
,,□,商店街（代表者）,・全国的に自粛が解除されるので、先行きの不安感は少なくなる。しかし、急激な緩和やＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの再開等は逆にその後のリバウンドへの不安にもつながる。
,,□,商店街（代表者）,・景気が低迷した状態はしばらく続く。
,,□,一般小売店［書籍］（経営者）,・今は全体的には消費はあふれているという印象を受ける。しかし、株価が非常に上がっているということで、若者は株に金を回しており、小売業の消費マインドは更に落ちていくのではないかとみている。
,,□,一般小売店［医薬品］（経営者）,・４～５月に掛けてのワクチンの接種状況が非常に曖昧なので、ワクチン接種が進むまでは、現在の非常に悪い状態が続くとみている。
,,□,一般小売店［酒］（経営者）,・新型コロナウイルスのワクチンの接種が開始されたとはいえ、この状況が好転する兆しは全く見えない。助成金もいつまでもらえるか分からないような状況でどう経営を続けていくのか苦境に立たされている。
,,□,一般小売店［医薬品］（経営者）,・報道されている内容から考えると店の売上や来客数はどんどん低下していきそうなものだが、実際はそうなっていない。何らかの要因で景気は維持されているようである。
,,□,百貨店（買付担当）,・良くなるのも悪くなるのも新型コロナウイルス次第である。今の状況が続けば新型コロナウイルスと共存することがふだんの生活となり、元に戻ることはなくてもある程度の消費動向は回復すると考える。
,,□,スーパー（店長）,・売上はほぼ横ばいだが、来客数の減少が続いていることが気になっている。
,,□,スーパー（企画担当）,・小売業に関しては、まだコロナ禍で内食需要があるので景気は良い。２～３か月はこの状況は変わらないとみている。
,,□,コンビニ（経営者）,・今度、新型コロナウイルスのワクチン接種が始まる。地区の全員の接種が終わればどう変わるか期待するところはあるが、それまでは横ばいとみている。
,,□,コンビニ（エリア担当）,・スーパー、ドラッグストアなどの一部業態のみ好調に推移している。今後は前年比では厳しい状況になることが予測される。
,,□,衣料品専門店（経営者）,・３月は小中高校の制服で何とかしのげるが、新型コロナウイルスのワクチン接種を早急に実行し、人出が増えることを期待している。
,,□,衣料品専門店（経営者）,・春夏物の実売期となるが、例年と比べると来店予約される方が少なく、スローペースになると予測される。
,,□,衣料品専門店（店長）,・一般の人へのワクチン接種がある程度進み、企業の出張等が解禁されたり、旅行に出掛ける人が少しずつ増えたりしてくれば回復の兆しが見えてくるが、現状をみる限り現在の状態が続くことが予想される。
,,□,衣料品専門店（総務担当）,・コロナ禍の影響は大きく、外出しての購買を極力控える傾向が続いているため、現在の状況が続くとみている。
,,□,乗用車販売店（従業員）,・半導体の不足により納期の掛かる車が多い。この状況はしばらく続く。
,,□,乗用車販売店（従業員）,・新型コロナウイルス、半導体不足、２月中旬の福島沖地震などで新車は長納期になりつつある。新車が登録にならないので下取り車が入庫しない。下取り車が入庫しないので、中古車市場の動きが鈍い。頼りになるのはサービス売上だが、昨今の若者の自動車離れや高齢者の免許返納により、保有車両の絶対数が減ってきている。新車の需給が改善されない限り、現状維持若しくは悪くなることが予想される。
,,□,乗用車販売店（本部）,・特定の車種のみにオーダーが集中する傾向が強く、生産が全く追い付いてこない。反面、既存車両は不人気傾向が色濃く、総数を押し上げるまでもいかない。辛うじてサービス売上が前年比100％なのが救いである。
