,,○,乗用車販売店（経営者）,・今後については、新型車の発表が続くこと、ワクチン接種が進むにつれて夏の観光を始めとした人の行動の活性化が見込まれることなどから、経済の活性化と併せて販売量の増加が期待できる。
,,○,乗用車販売店（従業員）,・緊急事態宣言が解除されたことで、今後、新車購入のための来場者数が増えてくると期待している。
,,○,その他専門店［ガソリンスタンド］（経営者）,・新型コロナウイルス感染者数の減少に伴って、販売量が増加することを期待できる。
,,○,高級レストラン（スタッフ）,・今後の景気について、大きく弾けるほど回復することはないとみているが、客の話から景気が回復しつつあることが感じられる。
,,○,旅行代理店（従業員）,・北海道のまん延防止等重点措置が解除されることで、夏場の観光客が大きく回復することが見込まれる。特に、当地は関西との間でＬＣＣの新規就航が予定されていることから、個人型観光の復活に向けて地元の期待も高くなっている。
,,○,タクシー運転手,・人出が増加傾向にある。特に夜間の若い年代の人出が目立っている。今後、中高年の姿も微増してくるとみられ、それに伴って景気がやや良くなることを期待している。
,,○,タクシー運転手,・新型コロナウイルスの感染状況次第の面もあるが、今後、ワクチン接種率が上がってくることで、景気が飛躍的に回復することを期待している。
,,○,タクシー運転手,・緊急事態宣言の解除に伴って景気が回復傾向にあることから、今後の景気はやや良くなる。ワクチン接種が高齢者から徐々に進んできていることもプラスである。ただ、東京オリンピック開催の影響でリバウンドが生じることを懸念している。
,,○,通信会社（企画担当）,・新型コロナウイルスの感染状況が今よりも落ち着いていることが前提であるが、東京オリンピックのポジティブなイメージによる宣伝効果を期待している。
,,○,美容室（経営者）,・緊急事態宣言が解除されてから通常の売上に戻っているため、今後の来客数及び売上は増加すると期待している。
,,○,その他サービスの動向を把握できる者［フェリー］（従業員）,・新型コロナウイルスの感染状況次第ではあるが、今後、旅行需要が増えることで輸送量も確実に増加することになる。
,,□,商店街（代表者）,・新型コロナウイルスの影響がどのように表れているかは分からないが、景気は回復傾向にある。ただ、東京オリンピック開催に伴って外国人選手や関係者が来日することになるため、今後、どのような影響が生じるか分からない。
,,□,スーパー（企画担当）,・緊急事態宣言が発出又は解除されるたびに客の消費動向に影響が生じている。また、ワクチン接種の進行状況によっても影響を受けていることから、現時点では先行きの見通しが立たない。
,,□,衣料品専門店（店長）,・新型コロナウイルスのニュースが続く限り、売上が増えることはないと確信している。
,,□,乗用車販売店（従業員）,・新型コロナウイルスの収束に伴って、景気も徐々に良くなることを期待している。
,,□,乗用車販売店（従業員）,・７～９月に掛けて新型車両の投入が予定されているが、生産に遅れが出ていることから、売上は余り伸びないとみられる。
,,□,自動車備品販売店（店長）,・新型コロナウイルスの感染対策が進み、消費者が安心して行動できるようになれば、景気は上向きになる。
,,□,その他専門店［医薬品］（経営者）,・新型コロナウイルスのワクチン接種の遅れが、景気回復の遅れと連動している。景気回復の遅れは他国よりも深刻な状況にある。
,,□,その他専門店［造花］（店長）,・新型コロナウイルスの終息がみえないことから、今後も景気は変わらない。
,,□,観光型ホテル（スタッフ）,・東京オリンピックを始めとする各種イベントの催行情報が極めて不確定であり、行政の旅行需要喚起策も凍結状態であることから、今後も景気は変わらない。
,,□,旅行代理店（従業員）,・ワクチン接種率が上がったとしても、東京オリンピック終了後や夏季休業後に感染者数が再び増加するようなことになれば、今と同じような状況となる。感染者がいる限り、客の不安はなくならないため、今後の旅行需要は見込めない。
,,□,旅行代理店（従業員）,・ワクチン接種の進展はプラスであるが、東京オリンピック後に国内の感染状況が悪化することが見込まれるため、プラスマイナスゼロで景気は変わらない。
,,□,旅行代理店（従業員）,・ワクチン接種率がそれほど上向いてこないことが見込まれるため、今後の景気は変わらない。
,,□,タクシー運転手,・新型コロナウイルスの感染者数が減少傾向にあり、まん延防止等重点措置も７月11日で解除されるようだが、人の動きはすぐには戻らない。５～６月よりは人の動きが増えてくると見込まれるが、夜の人出が戻ってこない限り、売上の厳しい状況は続く。
,,□,観光名所（職員）,・緊急事態宣言及びまん延防止等重点措置の発出により、引き続き低調に推移している。今後も客の外出意欲や消費動向が急激に上向くことはないと見込まれるため、まずはワクチン接種がいち早く進むことを期待している。
,,□,美容室（経営者）,・今のところ身の回りの景気が変化するような要因はないため、今後も景気は変わらない。
,,□,住宅販売会社（経営者）,・ワクチン接種が進んでいるものの、いまだに感染者数が収まっていない状況にある。また、東京オリンピックを開催することで開催後に感染者数がどうなるかも心配である。ウッドショックが収まっていないこともマイナスである。これらのことから、先行きは不透明であり、今後についても厳しい状況が続く。
,,▲,商店街（代表者）,・ワクチン接種が徐々に進んでいるが、まだ一般的なものとはなっていない。一方、北海道の観光産業は、今が最も良いシーズンであり、これを逃すとまた閑散期に入ってしまう。前年もＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンが始まったのが閑散期に向かう時期でほとんど恩恵がなかったことから、北海道の季節変動を考慮した救済策がない限り、今後の景気はやや悪くなる。
,,▲,商店街（代表者）,・９月は青果物の端境期に当たるため、景気はやや悪くなる。
,,▲,スーパー（店長）,・新型コロナウイルスの影響が出てくることが懸念されるため、今後の景気はやや悪くなる。
,,▲,スーパー（従業員）,・新型コロナウイルスのワクチン接種の遅れもあり、飲食、観光などの業種回復が見通せない状況にある。
,,▲,コンビニ（エリア担当）,・東京オリンピック終了後の株価の状況にもよるが、収入が変わらない又はやや減っている客が多いことから、今後、感染状況が再び悪くなると景気は下向きになる。
,,▲,高級レストラン（経営者）,・ワクチン接種率が上がってきているため、景気が上向くことを期待していたが、東京オリンピックの開催によって変異株がまん延することを懸念している。また、お盆の帰省客が増えることで感染者数が増えることも心配である。今後の感染者数は恐らく増えていくとみられるため、２～３か月後の景気が上向いているとは考えにくい。ただ、もし感染者数を抑えることができれば、景気は少しずつ上向いていくことになる。
,,▲,高級レストラン（スタッフ）,・東京オリンピックでのマラソン開催が北海道にどのような影響を与えるかが不明確である。これまでの傾向から、感染者数が減少すると人出が増えることになるが、ワクチン接種しても感染を心配するような高齢の客層はワクチン接種後も外食をなかなか再開できないとみられるため、当分は高単価メニューを提供しにくい環境が続くことになる。ひとまず当店では感染対策を継続していきたいと考えている。
,,▲,タクシー運転手,・新型コロナウイルスによる感染はまだ続くとみられることから、今後の景気はやや悪くなる。客の動きが全くみられない現状から、このまま年を越すことになるのではと心配している。大変厳しい状況になるかもしれない。
,,▲,住宅販売会社（経営者）,・今後２～３か月の間に東京オリンピックと総選挙が予定されており、その２つのイベントの結果次第でその後の景気が左右されることになる。オリンピック後の景気は往々にして下降気味となるため、総選挙における各党の公約は、新型コロナウイルス対策もあって、景気対策に重点を置くとみられるが、本質的な所得の底上げにはつながらないことが懸念される。
,,×,商店街（代表者）,・新型コロナウイルスの感染再拡大が懸念されるため、今後の景気はやや悪くなる。
,,×,高級レストラン（スタッフ）,・東京オリンピック開催に向けて、緊急事態宣言が解除され、道内の感染者数は減少しているが、首都圏の感染者数は早くも増加傾向に転じている。変異株が確認されていることもあり、ワクチン接種率が上がらない限り、東京オリンピック期間中に再び感染が拡大することが懸念される。このため、今後しばらくは波のある状況が続き、景気も悪化することになる。
,,×,スナック（経営者）,・休業しているため、今後も景気は悪いまま推移する。ただ、７月11日でまん延防止等重点措置が解除されることになれば、少しは良くなるかもしれない。
,,×,観光型ホテル（経営者）,・首都圏の感染状況が改善せず、ワクチンの接種スピードも思ったほど上がってこないため、回復の兆しが全くみられない。確実に前年よりも財務内容が悪化しており、十分な支援もないことから、座して死を待つのみという心境である。
,,×,タクシー運転手,・これまでの傾向から、緊急事態宣言の解除によって人出は増えるとみられるが、その最中に再び感染の波が生じることが懸念される。そのため、住民の防衛意識や行動自粛が一層強くなり、消費行動は落ち込むことになる。
,,×,美容室（経営者）,・ワクチンの効果次第の面があるが、東京オリンピックの開催によって感染力の強い新たな変異株がまん延することを懸念している。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,建設業（経営者）,・今後、工事については、官民、土木、建築のいずれも受注が進み、稼働率もかなり上がると見込まれるため、景気はやや良くなる。ただ、街中の景気は飲食、観光、交通関係の落ち込みが大きく、景気の悪い状況が続くことになる。
,,○,輸送業（支店長）,・今後については、新型コロナウイルスのワクチン接種を終える人が増加することで、経済活動も活発化することが見込まれる。
,,○,通信業（営業担当）,・ワクチン接種が進むことで、経済活動再開への期待が高まり、多くの消費行動につながることが見込まれるため、この先の景況感は上向くことになる。
,,○,金融業（従業員）,・緊急事態宣言の解除に伴って道内経済活動の制約緩和や、ワクチン接種の進展による景気押し上げが今後期待できる。このため、３か月後の道内景気はやや良くなる。
,,○,コピーサービス業（従業員）,・前年は新型コロナウイルスの影響で業績が非常に厳しかったため、今後の景気は上向くことになる。
,,○,その他サービス業［建設機械レンタル］（総務担当）,・公共工事、農業土木を中心とした建設投資について、計画、発注が活発になっていることから、今後の景気はやや良くなる。
,,○,その他サービス業［建設機械リース］（支店長）,・ワクチンの効果で人の動きが回復することを期待している。東京オリンピック開催の効果もあり、現状よりは良い方向で進むことになる。
,,□,食料品製造業（従業員）,・販売量が上向きとなるような案件が見当たらないことから、今後も景気は変わらない。
,,□,家具製造業（経営者）,・緊急事態宣言の解除によって経済が動き出すとみられる一方で、東京オリンピック開催によって経済の動きが停滞しそうなことから、全体的には景気は変わらないまま推移する。
,,□,建設業（従業員）,・東京オリンピック開催により新型コロナウイルスの再度の感染拡大が懸念される。緊急事態宣言が再び発出されることも見込まれるため、今後の経済活動は縮小したまま推移する。
,,□,司法書士,・新型コロナウイルスのワクチン接種が進み、地方においても接種できるようになってきたが、東京オリンピックの強行や感染者数の増加による緊急事態宣言の再発出、感染力の強い変異株の登場など、プラスの要素よりも不安要素が勝っている状況にあるため、今後しばらくは景気に変化がみられないまま推移する。
,,□,その他非製造業［鋼材卸売］（従業員）,・景気が回復に転じる時期は秋頃になるとみられるため、もうしばらくは現状維持で推移することになる。
,,▲,食料品製造業（従業員）,・いまだに販売量が回復する見込みが立たないため、今後も景気は変わらない。
,,▲,建設業（役員）,・年度後半に向けた新規受注が決まらず、今後に向けての懸念が大きくなりつつある。新型コロナウイルスの感染抑制とワクチン接種の進展が目に見える形で表れない限り、設備投資需要は回復しないとみられ、限られた案件を取り合う低価格受注競争から脱することができない。
,,▲,司法書士,・新型コロナウイルスのワクチン接種状況や変異株の感染状況によって経済活動も大きく変化することになる。東京オリンピック開催の影響によっては、緊急事態宣言、まん延防止等重点措置の発出など、不安定な状況が続くことも懸念されるため、年内の景気回復は難しいと考えられる。
,,▲,その他サービス業［ソフトウェア開発］（経営者）,・予定されていた案件について、中断や延期となるものが出てきていることから、今後の景気はやや悪くなる。
,,×,金属製品製造業（従業員）,・ワクチン接種が遅れていることもあり、東京オリンピックの開催によって新型コロナウイルスの感染が再拡大することが懸念される。また、半導体の不足により自動車、家電、オーディオなどの制御機器関係の生産が落ち込み、消費に悪影響が出ることも懸念される。
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・高齢者のワクチン接種が予定どおり７月末で終わることになれば、病床のひっ迫もなくなり、飲食店への規制もなくなるとみられる。飲食、宿泊に活気が戻るのは間近とみられるため、今後の景気はやや良くなる。
,,○,求人情報誌製作会社（編集者）,・ワクチン接種が進むなか、東京オリンピックの開催、７月の４連休、８月の札幌でのマラソン開催などが控えており、それに向けて準備を進めている客もみられる。景気の先行きについて読みづらい状況が続いているが、好影響が生じる可能性が高まってきている。
,,○,学校［大学］（就職担当）,・今後については、新型コロナウイルスのワクチン接種率がかなりの高さになることが見込まれることから、再度の緊急事態宣言の発出がなければ、道内景気も観光業を除けばそれなりの回復が期待できる。
,,□,人材派遣会社（社員）,・コロナ禍の現状では、先行きを見通しづらい。ただ、企業の雰囲気は１年前とは違い、明るい兆しがみられるようになっている。観光業や飲食サービスはいまだにどん底を抜け出すことができていないが、ほかのサービス業は底を打った局面に入ったようにみえる。
,,□,求人情報誌製作会社（編集者）,・繁忙期を控えて、働き手の絶対数が不足しており、人材確保に向けて求人件数も徐々に増えてくるとみられる。
,,□,求人情報誌製作会社（編集者）,・今後、東京オリンピックが開催されるなかで、経済活動と感染者数のバランスの取り方次第で景気は変わってくる。ワクチン接種がどの程度進んでいるかによっても景気は変わってくることになる。
,,□,職業安定所（職員）,・新型コロナウイルスのワクチン接種も大分進みつつあるが、当地区における進捗は余り良くないと聞いているため、２～３か月後も景気はそれほど変わらない。
,,□,職業安定所（職員）,・当地における新規求人数は前年から1.4％増加し、新規求職者数は前年から0.8％増加している。５月の有効求人倍率は0.82倍となっており、当面は同じような水準で推移するとみられる。一方、新型コロナウイルスの感染拡大の影響で需要が低迷する一部の業種において不安定な動きが継続しており、なお予断を許さない状況にある。
,,□,職業安定所（職員）,・管内の新型コロナウイルス感染者数は多くないものの、雇用調整助成金の相談が増えてきているなど、依然として新型コロナウイルスの影響が続いているため、今後も景気は変わらない。
,,▲,＊,＊
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,一般レストラン（経営者）,・今月よりも客が来ないという状況は想像しにくいというか、その時点で経営がストップということになってしまう。ワクチン接種が進んで、今よりは多少客が戻ってくるのではないかと期待している。
,,○,商店街（代表者）,・ワクチン接種者の拡大に期待している。
,,○,百貨店（売場主任）,・今年に入り今月が最も低迷している状況である。ワクチン接種が高齢者以外にも進めば景気も上向くと考える。
,,○,百貨店（営業担当）,・ワクチン接種が高齢者を中心に完了するか、若しくは１回目の接種を終えた状況になれば、安心感が強まり外出機会が増加することが想定される。
,,○,百貨店（経営者）,・ワクチン接種が進むにつれて来客数はある程度は回復していくと推測されるが、購買に結び付くかは、衣食住各領域で起きている消費者の価値観の変化に対応できるアフターコロナの品ぞろえ次第だとみている。
,,○,スーパー（経営者）,・７月は東京オリンピックが始まるので、家庭内でのテレビ観戦は確実に増える。家族や友人等との観戦消費の需要が大きく増えることを期待している。ワクチン接種者数の増加と変異株感染拡大がないことを祈りつつ、厳しい消費環境のなかでも、家庭内消費の掘り起こしをしっかり進めていくことにしたい。
,,○,スーパー（経営者）,・現在も来客数が少しずつ増加しており、今後もワクチン接種が進行するとともに買物頻度も上がるとみている。また、東京オリンピックの盛り上がりとともに景気も回復するとみている。
,,○,コンビニ（経営者）,・客単価や購入点数は堅調に推移しているので、後は新型コロナウイルスの感染状況次第だが、各種規制も解除され徐々に落ち着いてくれば夜間の回復が期待できるので、徐々に良くなるのではないかとみている。
,,○,コンビニ（経営者）,・２～３か月後にはワクチンも行き渡り、新型コロナウイルスもある程度収まって人の動きが出てくると、客も少し戻ってくるのではないかと期待している。
,,○,コンビニ（経営者）,・新型コロナウイルスのワクチン接種の拡大により、人の動きがより活発になると推測される。
,,○,コンビニ（経営者）,・ワクチン接種が進むと人の動きが良くなるとみているので、期待している。
,,○,コンビニ（エリア担当）,・新型コロナウイルスのワクチン接種が進めば、週末の人出が回復し、来客数の増加が見込める。
,,○,コンビニ（エリア担当）,・盛夏に向け、東京オリンピックを含めイベント需要が高くなると見込んでいる。
,,○,コンビニ（エリア担当）,・ワクチン接種が高齢者から消費者の中心である若い世代に変わっていけば景気の回復が見込める。変異株の影響がどの程度か分からないが、消費が上向くことは予測できる。
,,○,コンビニ（店長）,・７～８月は東京オリンピックがあるので、購買意欲も上がり、人が集まる機会や人流が増えていき、今後２～３か月は今よりも多少良くなるとみている。しかし、個別にみれば、シフトが減っている人や仕事がなかなか見つからない人などが徐々に増えているので、収入が下がっている人も多くなっている。また、定年退職する人も加速度的に増えてきているので、半年先、１年先は余り期待できない。
,,○,衣料品専門店（経営者）,・ワクチン接種も進み、今までの我慢が少しずつ緩み、外出できるようになって、秋物の立ち上がりに盛り上がりが出てくることを期待している。
,,○,衣料品専門店（経営者）,・ワクチン接種が予定どおり行われれば、徐々に景気回復していくと予測する。
,,○,衣料品専門店（店長）,・現状でも来店客から予防接種が終わったから少し動きが活発化しているという声を聞いている。客の声からも、どんどん接種が終わってくれば経済は動き出すのではないかと期待している。
,,○,衣料品専門店（店長）,・ワクチンの職域接種が進みだしてきたこと、東京オリンピック開催など、久しぶりに明るい話題が出てきたことで、徐々にマインドが前向きになり、消費に金を使う方も増えることが考えられる。
,,○,家電量販店（店長）,・新型コロナウイルスの終息も徐々にみえてきており、来年に向けて通常に戻ってくるとみている。家電商品の場合、買換え需要が根強くあるので、単価の上昇が鍵となる。人口の減少もあり、来客数は前年よりも下がっていくとみているが、客の購買意欲も旺盛のようであり、現状同様客単価アップを期待している。
,,○,家電量販店（従業員）,・東京オリンピックに対する需要が増すことが予想され、売上向上が期待できる。
,,○,乗用車販売店（従業員）,・半導体不足の影響が少しずつなくなってきて、納期も間に合うようになってきているので、販売量が少しずつ伸びるのではないかとみている。
,,○,乗用車販売店（従業員）,・半導体不足による車両や一部用品の生産調整で、納期遅れや発注後のメーカーからの生産カットが原因でキャンセルが発生しており、現時点ではまだ少し不安もある。しかし、該当しない車種等の納期が早まるなど、ばん回の兆しも見えてきている。
,,○,自動車備品販売店（経営者）,・当市においては県内他地域に先駆けて実施された大規模施設での新型コロナウイルスのワクチン集団接種が順調に進んでいることもあり、他地域に比べて飲食業を中心に活気が出ることが予想される。
,,○,その他専門店［ガソリンスタンド］（営業担当）,・コロナ禍とはいえ、東京オリンピックの開催により人々の流れも増えていくと予想される。
,,○,その他小売［ショッピングセンター］（統括）,・様々な制約があるものの、東京オリンピック・パラリンピックの開催など、今後、経済活性化への追い風が吹くものと考えられる。
,,○,観光型ホテル（スタッフ）,・東京オリンピック・パラリンピックが終了した後は活気が戻るとみている。
,,○,観光型ホテル（スタッフ）,・ワクチン接種が進み、旅行意欲が高くなるとみている。
,,○,観光型旅館（経営者）,・東京オリンピック開催が凶と出るか吉と出るか不安要素もあるが、ワクチン接種も進んできていることや自粛疲れもあり、現在よりは動きが出てくると考える。
,,○,観光型旅館（スタッフ）,・全国的にワクチン接種が進んでいる。米国の報道映像により、ワクチンを接種したことで自粛が解禁になったような印象が展開されているので、日本でもそのような状況になるとみている。
,,○,旅行代理店（従業員）,・ワクチン接種が順調に進み、新型コロナウイルス感染者数が大きく減った場合は良くなるとみられる。
,,○,旅行代理店（従業員）,・ワクチン接種の加速や夏休みの外出気運上昇、国や各県行政による旅行助成キャンペーン等の進行により、現在を底として、回復基調に必ず転じると確信している。
,,○,テーマパーク（職員）,・ワクチン接種も進んでいるので、行楽需要が増えるのではないかとみている。
,,○,観光名所（職員）,・身の回りの接種状況も大分進んでいるが、２回目が終わり２週間が過ぎたから動き出したという来店客が増えている。予約数も少しずつだが徐々に増え続けている。今の状況よりは良くなるのではないかと期待している。
,,○,美容室（経営者）,・政府の見解だと７月中には65歳以上は全員がワクチンを打ち終わり、次の段階に入ってくるということである。若者世代が打ち始めてくると客も戻ってくるのではないかと期待している。やはり、ワクチンの接種割合と売上は関連している。
,,○,設計事務所（経営者）,・ワクチンの接種が進み、明るい話題が増えてきたような感じがある。
,,○,その他住宅［住宅展示場運営会社］（従業員）,・９月末までは、来場は少ないが質の高い客が多い現在の状況が続くことを予想している。
,,□,一般小売店［書籍］（経営者）,・ワクチンの接種率が上がらないため、大型のショッピングセンターへの隣県からの客が非常に少なくなっており、それが当社全体の足を引っ張っている。ただ、楽器は相変わらず高級材が動いている傾向にある。しかし、全体的には厳しい。
,,□,一般小売店［医薬品］（経営者）,・７月末の東京オリンピック、８月のパラリンピックが話題になっているが、ワクチン接種もままならず、安全安心の状況には程遠いので、現在の悪い状態は変わらないとみている。
,,□,一般小売店［医薬品］（経営者）,・来客数は多少の増減はあるが、今のところは前年の８割程度でいくとみている。ワクチン接種も進んできているので、客も徐々に戻ってくると予想している。
,,□,一般小売店［酒］（経営者）,・65歳以下の市民にもワクチン接種券が郵送されており、今後のワクチン接種に期待はしたいが、どこまで消費者が飲食を伴った外出に対して意欲的になるのかまだ分からない。
,,□,一般小売店［医薬品］（経営者）,・一部地域での緊急事態宣言の影響が、当地域での人出の減少にもつながっている。しかし、ワクチン接種が進むにつれて、新規感染者数も落ち着いてきており、自由な往来が回復したら売上も回復しそうである。
,,□,一般小売店［寝具］（経営者）,・この地域は新型コロナウイルス感染者数が大幅に減少しているので、それに反応して売上の減少もストップするとみている。しかし、寝具業界が盛り返すことは考えられない。
,,□,百貨店（買付担当）,・高齢者以外のワクチン接種の見通しがついておらず、回復要因が見当たらない。しばらくは当月のような状況が続くとみられる。
,,□,スーパー（店長）,・相変わらず来客数の減少、客単価の減少が続いている。この状況はまだまだ続きそうである。
,,□,スーパー（店長）,・節約志向が高まる生活消費傾向へ向かうのではないかと推測している。
,,□,スーパー（企画担当）,・コロナ禍で今も内食需要が続いている。２～３か月先までは今の状態は変わらないとみている。
,,□,スーパー（営業担当）,・新型コロナウイルス感染者の状況に連動するが、現状からの変化は読めず、横ばいと判断する。
,,□,コンビニ（経営者）,・ワクチン接種が進んでくれば、外出する人が増えるのだろうか。変異株が続々と出てきているので、先行き不透明である。
,,□,衣料品専門店（経営者）,・ワクチン接種を早急に実行し人出を増やさなければ、お中元商戦も期待薄である。夏祭りや行事も全て中止で、祭り用品の売上はゼロの状態である。
,,□,衣料品専門店（店長）,・新型コロナウイルスのワクチン接種が完了し、日本全体の感染者数が減少しない限り、景気は回復しない。
,,□,衣料品専門店（総務担当）,・前年比でみても改善がなく、新型コロナウイルスにより先が見えない。
,,□,家電量販店（店長）,・新型コロナウイルスの感染が収束に向かい、外での消費が増えることが予想される。
,,□,乗用車販売店（従業員）,・生産調整等もあり、３か月先も現状維持が続くとみている。ここ数か月で解消されることは考えられない。
,,□,乗用車販売店（店長）,・新型車効果もあり商談数は増えてきている。しかし、半導体欠品の影響が大きく、新車を受注しても納入まで２か月から半年待ちが続いている。注文数が売上に直結せず、苦しい台所事情である。
,,□,住関連専門店（経営者）,・受注生産なのである程度月々の受注量がみえているため、現在とさほど変わらないとみている。ただ、ウッドショックにより、今後の営業活動にどういった要素が入ってくるか、価格転嫁ができるかどうか、どのくらい原材料費等がアップするかまだまだ分からない。
,,□,その他専門店［靴］（従業員）,・新型コロナウイルスのワクチン接種の効果や東京オリンピックによる人流の影響で変わってくる。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・ワクチン接種が進み、経済活動の回復を期待するものの、生活基盤の変化が進み、今後も現状のまま進むものとみている。
,,□,高級レストラン（スタッフ）,・東京などの大都市からの旅行や出張需要が伸びてくる見通しが立たない。
,,□,高級レストラン（支配人）,・飲食店用のＧｏ　Ｔｏ　Ｅａｔキャンペーンのチケット期限が６月30日であり、以降キャンペーンによる来客がなくなることがマイナス要因である。宿泊は市が行っている県民対象の割引を使った単価の低い利用が目立っているので、朝食の売上は前年の1.5倍くらいにはなっている。しかし、昼夜の一般の利用は減っている。
,,□,一般レストラン（経営者）,・ワクチンが行き届いて、企業などが出張や会食などを行える状態にならない限りは、当分の間は低迷状態が続くとみている。
,,□,旅行代理店（従業員）,・新型コロナウイルスワクチンの２回目接種の進捗具合による。状況が変わることを期待したいが、東京オリンピック・パラリンピックが終了し、また、新型コロナウイルスのワクチンの２回目接種が完了してからでないと旅行に出掛けるのは厳しいという客の声が多いことから、観光業界における今後２～３か月の景気は現状と変わらない。
,,□,タクシー運転手,・東京オリンピックが開催の方向に動いているが、国内もまだ抑え切れていないのに、東京オリンピック関係者等の来日により新型コロナウイルスの感染が拡散されることが懸念される。
,,□,タクシー運転手,・ワクチン接種が進んでいるが、慎重に行動をしている人が多い現在の状況から考えると、３か月後においてもワクチン接種は完了していないことから、コロナ禍前のように外出する人は少なく、現状維持とみている。
,,□,通信会社（営業担当）,・好転する材料に乏しく、良くない状況が継続するとみている。
,,□,通信会社（営業担当）,・当面、新型コロナウイルスの終息は見込めず、相変わらず活動ができないとみている。
,,□,遊園地（経営者）,・ワクチン接種の進展に期待しているが、新型コロナウイルスの全国的な推移、東京オリンピック後の状況など不透明である。
,,□,競艇場（職員）,・今はイベントや無料送迎バスの運行を行っていないので、新規客を獲得できない。
