,,▲,旅行代理店（従業員）,来客数の動き,・春先を迎え、インバウンドにとっては、冬季と比べて魅力の少ない時期となっていることから、観光客が減少している。ただし、全体的な航空旅客数は、国内線も、国際線も前年を上回っている。国際線は、特に中国路線の利用客の伸びが目立っており、夏季観光に向けて期待できる状況となっている。
,,▲,旅行代理店（従業員）,販売量の動き,・４月以降、販売量が前年を下回っている。大阪・関西万博需要が盛り上がっている地域もあるようだが、当地では話題になることも少なく、影響がみられない状況にある。
,,▲,タクシー運転手,来客数の動き,・冬季と比べると、タクシーの利用が減っている。５月のタクシー１台当たりの売上は、冬季を20％ほど下回っている。ただし、当社は乗務員の採用に注力した効果でドライバーが前年よりも30％増えており、タクシーの稼働台数が前年比で30％の増加となっている。タクシー１台当たりの売上も前年を上回っていることから、５月の売上は前年比プラス45％であった。
,,▲,タクシー運転手,販売量の動き,・今期に入り、夜間の売上が低迷している。全般的に、宴会などを早く切上げて帰宅する人が増加しており、コロナ禍での影響を引きずっている状況にある。
,,▲,観光名所（従業員）,来客数の動き,・外国人観光客の利用は前年並みであるものの、国内観光客の利用が停滞している。これは、前年あった当地を舞台にした劇場アニメの聖地巡礼による効果が落ち着いたこと、物価高や米国の関税を巡る動きによる先行き不安から外出控えが起こり始めていることが要因とみられる。
,,▲,美容室（経営者）,来客数の動き,・来客数が減少している。客の来店頻度もかなり低下している。
,,×,一般小売店（経営者）,来客数の動き,・米国の関税の動きが不透明なことから、景気が回復するような兆しが全くみられない。
,,×,百貨店（売場主任）,単価の動き,・気温が上がり始めたことで、地元客によるアパレル関連の販売量が回復傾向にあるものの、インバウンドの客単価が大きく落ち込んでいる。
,,×,スーパー（店長）,販売量の動き,・先行きが不透明な状況にあり、景気の良しあしの判断が難しくなっている。
,,×,衣料品専門店（店長）,単価の動き,・春のピークが過ぎ、夏のクールビス商戦に向かう時期となったが、客の価格に対する反応がシビアになっている。客の様子をみると、米の価格に対する反応よりも厳しくなっていると感じるほどであり、衣料品業界においては、様々なコストの上昇による価格転嫁を認めてもらえない状況にあるのではないかと危惧している。
,,×,タクシー運転手,販売量の動き,・令和の米騒動が庶民の消費行動に多大な影響を及ぼしている。客の節約意識が強まっており、特にタクシーはその節約対象となっていることから、景気は悪くなっている。
"企業
動向
関連

(北海道)",,◎,食料品製造業（従業員）,受注量や販売量の動き,・５月の販売量が前年比プラス25％であったのに対して、３か月前の２月の販売量は前年比プラス９％であったことから、景気は良くなっている。
,,○,金属製品製造業（従業員）,受注量や販売量の動き,・月別の出荷量が見込みを上回った。
,,○,建設業（役員）,受注量や販売量の動き,・新年度受注工事の着工期を迎えるなか、技術者の現場配置が全て完了した。前年度を上回るペースで全現場の稼働が本格化しており、好調な出足となっている。
,,○,輸送業（営業担当）,受注量や販売量の動き,・倉庫関係では、バターの保管量が堅調に推移している。本州向けの生乳は、取扱量がなかなか回復してこないが、まずまずの状況で推移している。紙パルプ関連も引き続き好調に推移している。全国的に荷動きが出ていることで、本州向けの雑貨トレーラー輸送も順調である。
,,○,輸送業（支店長）,受注量や販売量の動き,・さすがに冬季と比べると、荷動きが活発になっている。ただし、2024年問題を背景とした輸送力不足や人手不足が常態化しており、船の荷役作業が滞る事例も頻繁に生じている。同業他社との協業を模索している状況も変わっていない。
,,○,その他サービス業［建設機械リース］（営業担当）,取引先の様子,・労働者不足問題などはあるものの、堅調な公共投資と民間投資に支えられ、現状は好調に推移している。ただし、今後に向けて、予断を許さない状況ではある。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・３か月前と比べて、売上に変化がみられない。
,,□,建設業（従業員）,受注価格や販売価格の動き,・建設費の高騰、設計者及び施工者の人手不足の影響で、案件の選別が生じている。現状は、建設費が高くなっても建設したいとする企業のみ、施工者の手配が可能な状況となっている。一方、状況を理解していない発注者が設計を進めた場合は、予算と合わないため、施工を中断し、やり直すことが増えている。そのため、案件数はそれなりにあるものの、実現しない案件が増えている。
,,□,広告代理店（従業員）,受注価格や販売価格の動き,・受注量について、減少もせず増加もせずといった状態にある。
,,□,司法書士,受注量や販売量の動き,・受注量は例年並みで推移している。ただし、物価が高止まりしていることから、低水準での推移となっている。
,,□,コピーサービス業（従業員）,取引先の様子,・取引先の状況に大きな変化はみられない。また、変化が出てくるような兆しもみられない。
,,▲,農林水産業（経営者）,受注価格や販売価格の動き,・米価が高騰していること、果物の端境期を迎えていることから、景気はやや悪くなっている。
,,▲,家具製造業（経営者）,受注量や販売量の動き,・物価高が続いていること、エネルギー価格の高騰が続いていること、米国の関税の動きが不透明なことから、景気はやや悪くなっている。令和の米騒動もマイナスである。
,,▲,通信業（営業担当）,取引先の様子,・周辺企業の販売量が減少している。米国の関税の動きに対する警戒感が強まっていることで、投資の先送りや規模縮小といった動きがみられる。
,,▲,金融業（従業員）,取引先の様子,・製造業では、原材料価格高騰や物価高による悪影響の度合いが強まっている。非製造業では、観光需要を取り込むことで業況が改善傾向にあるものの、人手不足により、販売機会の損失が生じているとの話も聞く。これらのことから、現状の景気はやや悪くなっている。
,,▲,司法書士,受注量や販売量の動き,・企業の不動産取引はそれなりの件数があるものの、全体的に登記の受注量が低下している。
,,▲,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・電話やファックスによる受注件数が大幅に減少している。ベース商材の動きから、客の購買意欲が低下していることがうかがえる。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,－,－,－
,,□,人材派遣会社（社員）,採用者数の動き,・求人数は引き続き増加傾向にあり、求人企業との面接件数も３か月前と同じ水準にある。求人企業はとにかく早く人材を採用したいと考えていることから、求人意欲が旺盛であり、人材の提案を促してくる。特に建設業界は技術者不足が常態化しており、技術者がいないことで発注を断っている求人企業もみられる。また、最近になって、ＤＸ系、社内システムエンジニアの求人が目立つようになっており、ＡＩ時代を踏まえて、社内整備に注力している企業の様子がうかがえる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・年度が替わり、４月は前年比横ばいでスタートしたが、５月に入り、掲載件数が減少している。ただし、建設、運輸、医療・介護といった業種は堅調に推移している。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・季節要因を除くと、どの業種も３か月前と比べて大きな変化がみられない。
,,□,求人情報誌製作会社（編集者）,周辺企業の様子,・初任給を引き上げる企業が増加傾向にあり、新卒採用の競争が激化している。求職者側の選択肢も広がっており、マッチングの質が問われる場面が増えている。
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年比で6.6％の減少となり、２か月ぶりに前年を下回った。月間有効求人数は前年比で4.2％の減少となった。求人数は減少したものの、落ち込みが大きいとまではいえない状況にあるため、景気は変わらない。
,,□,職業安定所（職員）,求人数の動き,・当地における４月の有効求人倍率は0.80倍であり、前年を0.02ポイント下回った。
,,□,職業安定所（職員）,求人数の動き,・求人数や求職者数の動きに大きな変化がみられない。
,,□,職業安定所（職員）,周辺企業の様子,・総じて賃上げの動きがみられるものの、企業努力には限界がある。地元企業からは、人材確保の観点から、新卒者の賃金を上げたいが、社内構造の問題から対応が難しいという声も聞かれる。
,,□,学校［大学］（就職担当）,求人数の動き,・人手不足の状況は続いているものの、特に目立った動きはみられない。
,,▲,＊,＊,＊
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,競艇場（職員）,単価の動き,・常連客に加え、大口客の利用も多く、売上が増加している。
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・販売量の動きが良く、売上は前年比104％だが、来客数は92.3％と前年割れしている。
,,○,一般小売店［書籍］（営業担当）,販売量の動き,・地元ゆかりの作家の作品が業界の大きな賞を受け、その本の売行き分がプラスになっている。
,,○,百貨店（催事担当）,来客数の動き,・物産、美術等の催事強化により、来客数が伸びている。また、売場のリニューアル効果により、婦人衣料品、化粧品等の売上が伸びている。
,,○,コンビニ（経営者）,販売量の動き,・来客数、客単価共にアップし、売上も順調に伸びている。
,,○,コンビニ（経営者）,それ以外,・米不足にもかかわらず、本部の施策により多量の廃棄商品が出ている。経営は依然厳しいものの、除雪代がない分多少は楽になっている。
,,○,コンビニ（エリア担当）,単価の動き,・天候要因に加え、客単価の上昇により売上が増加しており、好調に推移している。
,,○,コンビニ（エリア担当）,単価の動き,・来客数が増えないことは不安要素だが、全体的な値上げの効果で売上は上昇傾向にある。
,,○,コンビニ（エリア担当）,単価の動き,・物価上昇により、客単価が例年を上回っている。
,,○,衣料品専門店（経営者）,販売量の動き,・天候は不安定だが、夏物をまとめ買いする客が来店している。ただし、物価高や収入の伸び悩みで来店を控えている客もいる。
,,○,家電量販店（従業員）,販売量の動き,・新生活需要の最後の駆け込みと、テレビ、冷蔵庫、洗濯機、冬物暖房商品の入替え処分促進により、販売量が増えている。スマートフォンの買換え需要も従来は３月が最大需要期であったが、今年は４月も３月並みの水準で、販売台数が増加している。
,,○,乗用車販売店（従業員）,販売量の動き,・査定額が下がらないうちに車の買換えを検討している客が増えており、販売につながっている。
,,○,その他専門店［靴］（経営者）,販売量の動き,・前月から引き続き、ウォーキングシューズやハンズフリーシューズが好調である。
,,○,その他小売［ショッピングセンター］（統括）,来客数の動き,・レジ通過客数は前年比106％と伸長している。
,,○,高級レストラン（支配人）,来客数の動き,・僅かだが上向きになった気配がうかがえる。
,,○,一般レストラン（経営者）,お客様の様子,・連休があったものの、売上はまずまずである。６月の予約も５月末頃から入りつつあるため、客の動きは少し良くなっているといえる。
,,○,旅行代理店（従業員）,お客様の様子,・３か月前と比べて、海外旅行に関する問合せや申込件数が増えている。来店客の関心や相談の様子から、旅行に掛ける予算が増加していると考える。
,,○,設計事務所（経営者）,販売量の動き,・物価、人件費高騰のため官公庁の発注件数は減少している。一方、予定していなかったが成約まで進んでいる民間案件がある。内容は木質化、ＺＥＢ関連、ＨＡＣＣＰ対応施設等、近年課題となっている業務が多い。
,,□,商店街（代表者）,お客様の様子,・来街者数は天候に恵まれ増加したが、売上は物価高騰の影響で横ばいとなっている。
,,□,一般小売店［寝具］（経営者）,販売量の動き,・季節の変わり目にもかかわらず、季節商材の動きが全くない。
,,□,百貨店（企画担当）,販売量の動き,・米国の関税政策により、世界的な株安、円高が進み、ぜいたく品を中心とした高額品やインバウンドの売上が減少するなど景況感が悪化している。
,,□,スーパー（経営者）,単価の動き,・１品単価の前年比は前月よりもやや上昇している。仕入コストも、管理コストも上がっているが、客の低価格志向は依然強い。来客数、買上点数が前年を超えているため、売上も原価上昇分を賄えていないものの、前年を超えている。
,,□,スーパー（店長）,来客数の動き,・米の需要増加により売上は伸びているが、米以外は買い控えが続いている。
,,□,スーパー（店長）,単価の動き,・客単価は前年並みである。
,,□,スーパー（企画担当）,販売量の動き,・値上げや米の需給ひっ迫による客単価の上昇から、売上は伸長しているが、買上点数は伸び悩んでいる。
,,□,スーパー（企画担当）,販売量の動き,・ここ数か月、買上点数の減少が続いている。売上は米などの物価上昇により前年並みである。
,,□,スーパー（業務担当）,来客数の動き,・客が価格に敏感になっていることに変わりはない。
,,□,コンビニ（経営者）,来客数の動き,・今月は週末に雨が多く、売上が伸び悩んでいる。
,,□,コンビニ（経営者）,来客数の動き,・前年比では来客数が２％ほど減少しているが、客単価は物価上昇によりアップしている。トータルとしては余り変わらない状況である。
,,□,コンビニ（経営者）,来客数の動き,・来客数の減少が続いている。
,,□,コンビニ（店長）,来客数の動き,・物価高が続き、購買意欲が低下しており、来客数は減少している。
,,□,コンビニ（店長）,お客様の様子,・税金等の払込みにおいては、金があるうちにということか、１年分をまとめて払う人が多くなっている。
,,□,衣料品専門店（経営者）,単価の動き,・小・中・高校の夏制服が好調で予算を到達している。しかし、土産品の売上は期待したほどではない。
,,□,衣料品専門店（店長）,来客数の動き,・大きくは変わらないが、天候不順により半袖やＴシャツなど夏物の出足が遅れている。衣替えのモチベーションが上がってきていない。
,,□,衣料品専門店（店長）,お客様の様子,・価格に厳しい客と商品本位で購入する客とに２極化しているなか、個人消費は不安定な状況が続いている。
,,□,衣料品専門店（総務担当）,来客数の動き,・物価高騰により消費者の購買が減少しており、売上、来客数共に前年比90％である。し好品やファッション衣料に関しては、買い控えがみられる。
,,□,家電量販店（従業員）,販売量の動き,・テレビ等は不調だが、エアコン等の季節商材やパソコン、携帯は好調である。全体的に前年よりやや良くなっている。
,,□,乗用車販売店（従業員）,販売量の動き,・新規オーダーできる車が非常に少なく、在庫車のみの販売が続いている。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量は変わらない。イヤーモデルチェンジ等で現行車種の生産が停止している。新型車の発表が決まらない限り受注できる車種も限定されるため、販売量が伸びない。
,,□,乗用車販売店（従業員）,販売量の動き,・受注は一定数あるものの、台数や車種が限られている。
,,□,乗用車販売店（従業員）,販売量の動き,・販売量に変化はない。
,,□,乗用車販売店（店長）,販売量の動き,・生産数が一定程度回復し、登録台数も安定してきた。ただし、物価上昇の影響は依然大きく、受注の伸びは芳しくない。
,,□,一般レストラン（経営者）,来客数の動き,・県内や関東、関西からの来客数が少し増えている。しかし、地元客の来店頻度が落ちているため、全体的にみると変わっていない。
,,□,観光型ホテル（スタッフ）,来客数の動き,・長引く物価高などの影響で、来客数が増えない。
,,□,都市型ホテル（支配人）,来客数の動き,・インバウンドの予約が鈍化する時期である。
,,□,旅行代理店（従業員）,販売量の動き,・物価高騰により全体的に動きは鈍い。ただし、富裕層や好況企業に限っては活発な動きが見られる。
,,□,旅行代理店（従業員）,販売量の動き,・当社契約宿泊施設の先行販売額は、３か月前とほぼ変わらない。
,,□,旅行代理店（従業員）,販売量の動き,・第１四半期の東北エリア内の宿泊券販売額は、前年比マイナスとなっており、目標額にも達していない。
,,□,タクシー運転手,お客様の様子,・利用者数の減少が続いている。通院で利用する客は多いが、買物で利用する客が少なくなっている。
,,□,タクシー運転手,お客様の様子,・例年どおりなら、暖かいこととゴールデンウィークがあることで稼働が低い月になる。しかし、今月上旬の同業他社の倒産によりタクシー業務の一部を引き継いだため、休憩時間を削って乗務をしており、例年よりも稼働が少し上がっている。
,,□,通信会社（営業担当）,お客様の様子,・顧客の設備投資意欲に変化はみられない。
,,□,通信会社（営業担当）,お客様の様子,・一部の業種に好況感はみられるものの、おおむね変わらない。
,,□,通信会社（営業担当）,それ以外,・物価高が続いている。
,,□,観光名所（職員）,お客様の様子,・来客数は減っているが、客単価の上昇により何とか売上を維持している。買い控えもみられるが、まとめ買いをする客もいるため、客単価が上がっている。
,,□,美容室（経営者）,来客数の動き,・来客数は前年比100％前後で推移している。
,,□,美容室（経営者）,単価の動き,・ゴールデンウィークの出費の影響か、物価高の影響か、客単価は上がらず、客足も鈍い。
,,□,住宅販売会社（経営者）,販売量の動き,・新築住宅の受注件数は少ない。しかし、以前から営業を掛けていた道路拡張等の工事に伴う移転者からの受注が出てきている。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器の販売状況は、３か月前と比べてコンロ、給湯器は同水準だが、エアコンは下回っている。リフォームは、屋外の工事、屋内の増改築工事共に順調に増えている。
,,▲,商店街（代表者）,来客数の動き,・物価上昇が続いている。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・個人消費に関しては、特に生活に直結する品の物価高に対する懸念から、節約志向が一層強くなっている。また、客先の飲食店では、単価が安いランチの客は例年並みだが、ディナーは平日の予約がないところも少なくない。ディナーに客が入らないと酒類は厳しい。全体的に販売量が落ちている。
,,▲,百貨店（経営者）,販売量の動き,・ゴールデンウィーク期間中はイベントによる客の動員もあったため、売上は好調に推移した。しかし、以降は来客数の減少、客単価の低下など苦戦している。インバウンドの客単価低下も影響している。
,,▲,百貨店（従業員）,販売量の動き,・来客数は前年並みを維持しているものの、販売点数は前年を下回っている。特に食品の影響が大きく、各種値上げによる買い控えがみられる。
,,▲,スーパー（店長）,販売量の動き,・米の売上が前年比200％と大きく伸びている反面、青果、鮮魚、精肉、総菜の売上が落ち始めている。家計支出のバランスを取っているものとみている。
,,▲,スーパー（店長）,販売量の動き,・米の価格上昇により客単価がアップし、売上は前年を超えているが、買上点数は落ちている。
,,▲,スーパー（商品担当）,販売量の動き,・ゴールデンウィーク明けから、買上点数の減少が顕著に表れている。
,,▲,スーパー（店舗運営）,競争相手の様子,・休業中だった競合店が再オープンしている。また、自社の販売促進策の見直しから１年が経過し、業績への効果が薄れてきている。
,,▲,コンビニ（経営者）,来客数の動き,・来客数、販売量共に微減の状況はここ１年変わらない。
,,▲,衣料品専門店（経営者）,来客数の動き,・土日の来客数が減少している。
,,▲,衣料品専門店（店長）,来客数の動き,・景気の低迷と気温低下により、スーツを含めクールビズ商品の動きが非常に鈍い。目的来店も少ない。
,,▲,自動車備品販売店（経営者）,競争相手の様子,・受注量が減少している。同業他社も同様である。
,,▲,住関連専門店（経営者）,販売量の動き,・受注活動は芳しくなく受注残が少ない。販売量は減少している。
,,▲,住関連専門店（インテリアコーディネーター）,お客様の様子,・マンションなどを購入した客は、以前なら家具やカーテンなどのインテリア用品なども併せて購入していた。しかし、最近は購入する物を最小限に抑えている。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・燃料油価格定額引下げ措置により、燃料油の価格は値下げに向かうことが予想される。そのため、給油サイクルを短縮した必要最低限の購入になっており、全体の販売量が大きく減少している。
,,▲,一般レストラン（経営者）,来客数の動き,・大型連休の後ということもあり、客の財布のひもが固くなっている。
,,▲,一般レストラン（スタッフ）,来客数の動き,・来客数は３か月前が前年比92％だったのに対し、今月は同85％から90％ほどで推移している。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・来客数の動きが悪い。
,,▲,観光型旅館（経営者）,来客数の動き,・物価高騰の影響か、来客数の動きはやや悪くなっている。
,,▲,都市型ホテル（スタッフ）,販売量の動き,・７月に日本で大地震が起こるといううわさの影響で、訪日旅行を控える動きが顕著である。
,,▲,通信会社（経営者）,お客様の様子,・放送サービスは、新生活応援キャンペーンによる有料放送の加入者が極端に少なかった。インターネットサービスは、競合他社との価格競争が激しく、新規加入者数が大きく減少している。アパート、マンションのインターネット一括導入サービスも大家の設備投資にブレーキが掛かったため半減している。
,,▲,遊園地（経営者）,来客数の動き,・期待していたゴールデンウィーク後半に勢いがなく、その後の週末も天候が芳しくなかったため、来客数は前年をかなり下回っている。
,,▲,その他サービス［自動車整備業］（経営者）,販売量の動き,・物価高騰により販売価格を20％ほど値上げしたため、今月に入ってから売上が低調になっている。
,,▲,その他サービス［寮管理］（管理人）,お客様の様子,・物価の上昇が続き、実質賃金が下がっている。景気が良いとはいえない。
,,×,商店街（代表者）,競争相手の様子,・周辺で倒産や閉店が増加している。
,,×,一般小売店［医薬品］（経営者）,来客数の動き,・例年、ゴールデンウィークがある５月は地元の人はもちろんたくさんの外国人が来店する。しかし、今年は来客数が少なく前年比マイナス10％で、売上も散々である。非常に悪い状態である。
,,×,一般小売店［医薬品］（経営者）,お客様の様子,・メーカーの値上げ分を当店で吸収して店頭価格を上げないようにしている商品がある。これらの商品は従来売れ筋であったため止むなくそうしているが、それでもほとんど売れなくなっている。価格競争から他店に流れたというよりも、そもそも使わなくなっている。節約意識の徹底ぶりがうかがえる。
,,×,スーパー（経営者）,単価の動き,・米の価格が前年の約２倍になるなど食品の値上げが続いている。
,,×,その他専門店［酒］（経営者）,単価の動き,・食料品や日用品が徐々に値上がりしている上に、消費者の収入も増えていない状況であり、し好品の酒類に割く金額は減少している。
,,×,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・前年の売上には全く届かない。５月までが繁忙期のはずが、売上が思うようには上がらず苦戦している。また、６月から熱中症対策が義務化されるが、商材に動きが見られない。
,,×,一般レストラン（経営者）,それ以外,・客からは物価上昇が続いており家計の負担が増しているという話を多く聞く。当店でも人件費等の経費増加が経営を圧迫している。また、閉店や廃業をする取引先の業者も出始めている。
"企業
動向
関連

(東北)",,◎,－,－,－
,,○,農林水産業（従業者）,受注価格や販売価格の動き,・米出荷に対する農業団体からの追加払いの金額は、例年にないほど高くなっている。
