,,▲,衣料品専門店（経営者）,販売量の動き,・セール時期を迎えているが、必要な物がある客はセール前に購入している。セールで安いからといって、特に必要ではない物を客が買うことは少なくなっている。
,,▲,乗用車販売店（経営者）,販売量の動き,・販売量が前年よりも減っている。理由として、新型車効果が薄れていること、物価高の影響で客の消費マインドが低下していること、当社を巡る報道がマイナス要因となっていることが挙げられる。
,,▲,高級レストラン（スタッフ）,来客数の動き,・春節の影響で客が増えるとみていたが、見込みほどの伸びがみられなかった。
,,▲,旅行代理店（従業員）,販売量の動き,・一部の大型レジャー施設などへの旅行は例年並みで推移しているものの、近場の温泉への宿泊旅行や出張での利用が大幅に減少している。宿泊施設や交通機関の利用料金が値上がりしている影響で売上は増えているが、販売量は前年をやや下回る状況が続いている。
,,▲,旅行代理店（従業員）,お客様の様子,・旅行の新規問合せ件数について、かなり少ない状況が継続している。また、例年は社員旅行を実施していた企業が、今年は実施しないと判断するケースも増えている。
,,▲,美容室（経営者）,お客様の様子,・物価高の影響で、客単価の低下や来店サイクルの長期化などがみられている。
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・今年は天候不順の影響で海が荒れている日が多かったことから、欠航便数が大幅に増え、月全体の輸送量が減少した。
,,×,スーパー（店長）,販売量の動き,・冬はどうしても支出に占める灯油やガソリンのウエイトが高くなるため、それらの価格が上昇していることで景気は厳しくなっている。店内では、必要な物をメモに書いて買物している人が多くみられる。
,,×,高級レストラン（スタッフ）,来客数の動き,・閑散期に入ったことから、観光客の利用が減少している。
,,×,旅行代理店（従業員）,販売量の動き,・２月及び３月の売上見込みが前年の半分ほどになっている。インバウンドが過去最高の入込数となっていることで、飲食店や宿泊施設は好調のようだが、当社のような旅行代理店が恩恵を受けることはほとんどないのが現状である。
,,×,タクシー運転手,販売量の動き,・物価高騰の影響で消費者の節約意識が過去にないほど高まっている。買回品はより安い物を買うようにしたり、交通費や交際費は倹約を徹底している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,食料品製造業（従業員）,受注量や販売量の動き,・インバウンド需要の増加により、受注量や販売量はとても好調である。ただし、仕入れ面については、原材料価格の高騰や供給不安など、好ましくない状況が続いている。
,,○,建設業（役員）,受注量や販売量の動き,・年度末を控えて、受注工事の多くが完工を迎えている。今年度は悪天候の影響を受けることが少なく、工事の進捗が順調だったことに加えて、追加工事分の上乗せもあって、計画を大きく上回る完工高と利益を確保できている。
,,○,通信業（営業担当）,受注価格や販売価格の動き,・仕入価格の上昇に伴い、販売価格の引上げ交渉を進めているなか、客先の理解を得られるケースが明らかに増えていることから、景況感はやや良くなっている。
,,○,司法書士,受注量や販売量の動き,・不動産売買や住宅リフォーム関連など、不動産登記に関する受注量が増加している。
,,○,その他サービス業［建設機械リース］（営業担当）,取引先の様子,・労働者不足、建設資材価格の高止まりなどのマイナス要因はあるものの、国内の建設投資は堅調に推移している。大手建設会社の業況も改善傾向にある。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・３か月前と比較して受注量に変化がみられない。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・販売量は前年比プラス30％となっている。３か月前の販売量も前年比プラス30％と同水準であったため、景気は変わらない。
,,□,建設業（従業員）,受注量や販売量の動き,・設計業務はそれなりにあるものの、施工や工事監理まで進まない業務が多くみられる。工事費が高騰しているため、工事を断念したり、延期するケースが発生している。また、工事費の減額対応や限られた金額で対応できる施工者の模索など、今までにない業務を行う機会が増えている。
,,□,輸送業（営業担当）,受注量や販売量の動き,・例年２月は荷動きが余り良くなく、今年も落ち着いている状況にある。本州向けの生乳は、取扱量が大きく減ることはないものの、低調に推移している。飲料関連も取扱量の少ない状況が続いている。紙パルプは堅調な荷動きとなっており、落ち込んだ分の貨物量の穴埋めに寄与している。こうした状況は春まで続くとみられる。
,,□,金融業（従業員）,取引先の様子,・企業の声として、個人消費の弱さを意識しながらも、原価上昇の対策として、商品やサービスの値上げ、省エネ投資の実施などの話を聞くようになってきた。また、人手不足対策として、省人化投資による生産性の向上など、前向きな話も聞こえてくるようになってきた。
,,▲,農林水産業（経営者）,取引先の様子,・収穫量が落ち込んでいるため、景気はやや悪くなっている。さらに、最近の物価高の影響で全体的に物が売れなくなってきていることもマイナスである。
,,▲,輸送業（支店長）,受注量や販売量の動き,・現場作業員の人手不足が続いていることから、依然として見込みどおりに仕事をこなせていない状況にある。冬場に物量が落ち込むことは想定していたが、国内貨物も国外貨物も想定を上回る落ち込みとなっている。
,,▲,広告代理店（従業員）,それ以外,・当社の業績が低迷している。
,,▲,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・機器の入替えや新設など、小中規模の設備更新案件などがあったことから、３か月前と比べると売上は順調であったが、建築鉄骨業界では全体的に大型案件が減っており、今後も回復が見込めないことから、厳しい状況にある。
,,×,司法書士,受注量や販売量の動き,・例年並みの仕事量となっている企業が多いものの、ガソリンや灯油などの価格が高止まりしていること、食料品の値上げが続いていることから、景気は悪くなっている。さらに、インボイス制度の導入により、企業の負担が増えていることもマイナスである。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,人材派遣会社（社員）,求人数の動き,・求人数は引き続き増加傾向にある。特に営業系の求人数が増えていることから、企業の事業拡大意欲がうかがえる。また、当社の紹介人材について、一次面接の通過数が３か月前の約２倍に増えていることから、人材をできるだけ早く採用したいという企業の考えもうかがえる。ただし、人数さえ確保できれば良いということではなく、これまでと同様にあくまでもスキルを重視している。
,,□,求人情報誌製作会社（編集者）,求職者数の動き,・全体的に応募者の減少が顕著である。さらに、求職者からの応募があったとしても、ミスマッチにより採用に至らないケースが増えている。若年労働力の減少という構造的な問題に加えて、Ｗｅｂも含めた様々な求人媒体の普及により、求職者の動きが分散していることが理由として考えられる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・企業の省人化施策の影響で全体的に求人意欲が低下しており、求人も減少傾向で推移している。ただし、宿泊業や飲食業は観光客が増加していることで求人がやや増加傾向にある。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・飲食業や運輸業など、求人数が多少増えている業種もあるが、季節要因を考慮すると、全体的な求人数は３か月前と大きく変わっていない。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・当地の主要産業である建設業、介護関連からの求人が回復している。ここ２年ほどは求人数が落ち込んで推移していたが、そろそろ採用活動を再開しなければ、将来の経営に危機を招くことになるため、社運を賭けて募集するケースもみられる。
,,□,職業安定所（職員）,求人数の動き,・１月の有効求人倍率は0.84倍であり、前年を0.04ポイント下回っている。
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年比で8.4％の減少、月間有効求人数は前年比で7.8％の減少となっているが、特殊要因による影響が大きく、落ち込みが大きいとまではいえない状況にある。
,,▲,学校［大学］（就職担当）,それ以外,・物価の上昇幅と比べて、賃金水準はそこまで大きく変わっていない状況にあり、求人と求職のミスマッチが続いている。人手不足は続いているものの、景気はやや悪くなっている。
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,スーパー（店長）,販売量の動き,・前年は来客数、販売量共に減少傾向であったが、今年はその反動もあり、増加傾向に転じている。
,,○,百貨店（従業員）,来客数の動き,・来客数は店舗都合による特需で増加している。月を通して冬物アイテムをまとめ買いする傾向がみられ、順調に推移している。一方、生鮮関連は厳しく、生活防衛意識の高さがうかがえる。
,,○,スーパー（店長）,販売量の動き,・商品の値上がりによる売上の増加が発生している。米の売上は単価上昇で前年比158％となっている。
,,○,スーパー（店長）,来客数の動き,・敷地内に商業施設を誘致してから来客数が増加し、売上も２けたの伸びで推移している。
,,○,スーパー（店長）,来客数の動き,・来客数の増加に伴い、売上は上向き基調にある。
,,○,スーパー（商品担当）,単価の動き,・来客数は３か月前とほぼ変わらない。しかし、買上点数が回復しつつあり、客単価が前年を上回ることもある。
,,○,コンビニ（経営者）,販売量の動き,・販売施策が成功し、来客数、販売数が共に伸びている。
,,○,コンビニ（エリア担当）,単価の動き,・来客数は微増である。物価上昇により客単価も上昇しており、売上増加につながっている。
,,○,コンビニ（エリア担当）,販売量の動き,・施策を打ったことで、販売量が増加している。
,,○,衣料品専門店（経営者）,お客様の様子,・気温の上昇に伴い、春物のまとめ買いが多くなっている。
,,○,家電量販店（従業員）,販売量の動き,・寒いため暖房器具が好調である。パソコンや携帯も前年比110％と伸びている。
,,○,その他専門店［靴］（経営者）,販売量の動き,・大寒波の襲来で、売上のメインは割引している冬物商材となっており、この時期販売すべき春物商材の動きがない。
,,○,都市型ホテル（支配人）,来客数の動き,・インバウンドの国籍が多様化している。
,,○,都市型ホテル（スタッフ）,来客数の動き,・雪のシーズンに東北を訪れるインバウンドが増えている。アジアからはウィンタースポーツ需要も増えている。
,,○,観光名所（職員）,単価の動き,・引き続きインバウンドは好調である。ここに来て国内客も増えている。客単価の大幅な上昇が、今の景気を下支えしている。
,,□,商店街（代表者）,お客様の様子,・物価高騰により消費は落ち込んでいる。商店街には多くの高齢者が買物に来ているが、年金生活者を中心に節約ムードが高まっている。
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・客は値上げに敏感で、値上げ商品の売上が極端に落ち込んでいる。しかし、高単価客の売上が好調のため、全体の売上は横ばいである。
,,□,一般小売店［寝具］（経営者）,販売量の動き,・依然として商品に動きはなく、布団作りやカーテン作りの注文も少ない。
,,□,百貨店（催事担当）,お客様の様子,・バレンタインデーや物産展などの催事のほか、化粧品やファッションの新規ショップは好調である。しかし、物価高の影響で、食品や実用品を中心に買い控えや客単価の低下がみられる。
,,□,スーパー（経営者）,単価の動き,・２月は、大雪の影響で来客数が一時的に減少したが、買上点数、客単価が伸びて、売上は悪くない。ただし、１品単価は前年並みである。野菜、米は高騰しており、ガソリン、灯油、電気、ガス等インフラコストや物流費、人件費も上がり、経費の上昇が続いている。それでも商品売価への価格転嫁が進まないのは、低価格帯商品の需要が高い傾向が続いているからである。
,,□,スーパー（企画担当）,販売量の動き,・物価高の影響で容量の大きい商品が売れず、少量や小分けされた商品が売れており、販売量は辛うじて前年並みとなっている。
,,□,スーパー（企画担当）,販売量の動き,・商品価格が上昇したため、買上点数が減少している。特に節分などのイベント時が顕著である。週末にも同様の状況が見られる。
,,□,スーパー（業務担当）,販売量の動き,・商品の値上がりばかりが目立ち、買い控えが見受けられる。
,,□,コンビニ（経営者）,来客数の動き,・来客数は若干減少しているが、客単価の上昇により売上は例年並みである。
,,□,コンビニ（経営者）,来客数の動き,・売上はここ数か月伸び悩んでいる。物価が高くなり過ぎているため、主婦だけでなく男性客も財布のひもが固くなっている。
,,□,コンビニ（経営者）,来客数の動き,・人の動きは良くなっているが、来客数は増えていない。
,,□,コンビニ（エリア担当）,販売量の動き,・キャンペーンの影響もあり売上は伸びているが、セール品以外の商品の動きは鈍い。
,,□,コンビニ（店長）,販売量の動き,・買い控えが当たり前になっている。
,,□,衣料品専門店（経営者）,お客様の様子,・法人関係の制服等の見積依頼やサンプル提出が増加している。３月中の受注に期待が持てる。
,,□,衣料品専門店（店長）,販売量の動き,・寒波の到来により冬物商材が動いている反面、春物商材が立ち遅れており、プラスマイナスゼロである。
,,□,衣料品専門店（店長）,来客数の動き,・少子化の影響もあり、入学式等に向けてスーツを購入する客は少なくなっているが、客単価でカバーしている。
,,□,衣料品専門店（総務担当）,単価の動き,・来客数は前年比99％、買上率は同95％である。単価の高い季節商材の売上が悪いため、予算がクリアできていない。
,,□,乗用車販売店（従業員）,販売量の動き,・前年末に決定した施策に沿って取組を行っているが、販売量の増加につながっていない。
,,□,乗用車販売店（従業員）,販売量の動き,・配車量は依然安定せず、若干増えたものの、前月を上回った程度である。
,,□,乗用車販売店（従業員）,販売量の動き,・決算セールを行っているが、販売数は例年並みである。
,,□,住関連専門店（経営者）,販売量の動き,・受注生産をしているが販売量は変わらない。
,,□,住関連専門店（インテリアコーディネーター）,販売量の動き,・マンションを購入しても家具などは新調せず、今使っているものを使い続ける人が増えている。締めるところは締めて無駄を減らしている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・１月の燃料油価格激変緩和補助金の縮小後、販売価格は高値で推移している。販売量は前年割れが続いている。
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・改装工事により一部の区画が閉鎖中であることに加え、気温が低いためファッション業種の主力の春物商材が動いていない。一方、周辺の競合施設が休館しているため、飲食や食物販業種を中心に来客数が増加している。全体の売上は前年比104.5％、来客数は同102.4％になっている。
,,□,高級レストラン（支配人）,来客数の動き,・予約が低調な状況が続いている。
,,□,観光型ホテル（スタッフ）,来客数の動き,・米価やガソリン価格の上昇が影響し、来客数が増えない。
,,□,旅行代理店（従業員）,販売量の動き,・第４四半期の販売量は前年を下回っている。
,,□,旅行代理店（従業員）,販売量の動き,・宿泊券販売額、旅行者数共にほぼ変わらない。
,,□,タクシー運転手,来客数の動き,・雪やアイスバーンで路面の状況が悪く、通勤、通学、通院、買物での利用者数が多い。
,,□,通信会社（営業担当）,お客様の様子,・顧客の設備投資意欲に変化はみられない。
,,□,通信会社（営業担当）,お客様の様子,・設備投資に積極的な企業がある一方、慎重な企業も多い。
,,□,通信会社（営業担当）,お客様の様子,・物価高、特にガソリン価格の上昇により、厳しくなっている。
,,□,遊園地（経営者）,それ以外,・休園時期で営業はしていないが、学校団体の予約は例年並みに入っている。
,,□,競艇場（職員）,来客数の動き,・来客数、売上共に変化はない。
,,□,美容室（経営者）,単価の動き,・客単価は6000円前後と、ここ２～３か月ほぼ横ばいで推移している。
,,□,美容室（経営者）,単価の動き,・来客数は伸びているが、物価高の影響でヘッドスパなどのメニューを注文しなくなっており、客単価が下がっている。
,,□,設計事務所（経営者）,来客数の動き,・民間事業者からの引き合いが継続しており、大きな変化はない。
,,□,住宅販売会社（経営者）,販売量の動き,・少額予算の建売住宅の受注は若干伸びているが、注文住宅の受注が伸びない。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は石油暖房器具の販売量が増えているが、給湯器、コンロの交換は減っている。また、リフォームは屋内の修繕工事やハウスクリーニングが増えているが、積雪や気温低下の影響により屋外の大型工事が減っている。
,,▲,商店街（代表者）,来客数の動き,・寒い日が続き、外を歩く人も少なく、来客数も少ない。
,,▲,一般小売店［酒］（経営者）,来客数の動き,・雪が多いため、出歩く人が少ない。
,,▲,一般小売店［医薬品］（経営者）,来客数の動き,・２月に入り来客数の減少が顕著で、前年の約８割になっている。物価高が主な原因とみている。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・例年以上の降雪により除雪に追われたことや暖房光熱費等の負担増が景気に大きく影響している。また、雪による交通障害等を懸念して県外からの観光客の動きが悪い。そのため、飲食店、観光施設、旅館等全ての客先への販売量が減少している。
,,▲,一般小売店［雑貨］（経営者）,来客数の動き,・２月は暖冬から一変して長い寒波が２度あり、毎日除雪に追われている。また、屋根の雪下ろしや除雪費用など想定外の出費もある。降雪が続き、客足がかなり減少している。
,,▲,百貨店（企画担当）,販売量の動き,・化粧品と高額商品の売上は厳しい状況が続いている。特に化粧品は競合の進出で顧客離れが続いている。
,,▲,百貨店（経営者）,販売量の動き,・衣料品については１月のセール品に対しての反応が弱く、再値下げをしてようやく動き始めている。物価高のため価格には非常に敏感になっている。また、気温が低い影響で、セレモニー関連商品の出足が遅くなっている。
,,▲,スーパー（店長）,販売量の動き,・値上げにより、売上の数値自体は良い傾向にあるが、買上点数は伸び悩んでいる。環境としては悪くなっている。
,,▲,コンビニ（経営者）,来客数の動き,・来客数と販売量は９か月連続で前年割れが続いている。
,,▲,衣料品専門店（経営者）,来客数の動き,・上旬に早くも春物が動き出したが、その後、寒さと大雪に見舞われて来客数が減っている。
,,▲,衣料品専門店（店長）,来客数の動き,・卒業・入学準備で大きな売上が期待できる時期だが、天候要因もあるのか出足が遅れている。
,,▲,家電量販店（従業員）,競争相手の様子,・２月後半に競合店が新たに開店し、客の相当数がそちらへ流れている。景気はやや悪くなっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・メーカーの決算発表が芳しくない。客からは存続できるのかという声も聞かれ、販売量が伸びない。
,,▲,乗用車販売店（店長）,お客様の様子,・新車は生産ラインが安定したことにより、売上が前年を超えているものの、足元の受注は芳しくない。中古車は利幅が極端に少ない低価格車やアウトレットが中心の販売構造となっており、販売台数は前年並みだが収益は80％台と苦しい状況である。
,,▲,一般レストラン（経営者）,来客数の動き,・寒さのせいもあるが、２月は来客数が極端に少ない日が続いている。消費者の財布のひもは固く、レストランへ行くことに抵抗があるとみている。
,,▲,一般レストラン（経営者）,来客数の動き,・２月は最終週の予約が少ない。来月は歓送迎会の時期になるが、今のところ予約の動きがない。
,,▲,一般レストラン（経営者）,それ以外,・業者からは、同業他社が苦戦しているという話を聞く。当店は比較的良かったが、周りをみると景気は良くない。
,,▲,一般レストラン（スタッフ）,来客数の動き,・来客数は前年比91％となっている。
,,▲,観光型ホテル（スタッフ）,それ以外,・宿泊業としてはインバウンド需要で業績は上向きである。しかし、従業員としては物価高騰を受け、身の回りの生活は苦しい。
,,▲,観光型旅館（経営者）,来客数の動き,・物価高の影響で節約志向が高まりつつある。売上は前年並みだが、物価や光熱費などの上昇により、利益はやや減少している。
,,▲,旅行代理店（従業員）,販売量の動き,・当社契約宿泊施設の先行２か月の販売額は、３か月前と比較して５％悪化している。
,,▲,旅行代理店（従業員）,お客様の様子,・来店客は価格重視でかつ安近短の商品を求めている。財布のひもは固く、前年秋と比べても厳しい予約状況となっている。
,,▲,通信会社（経営者）,お客様の様子,・寒波の影響で大雪と寒さが続いているため、灯油も値上がりし、光熱費が例年の1.5倍から２倍になっており、家計の負担が大きくなっている。有料の放送サービスや通信サービスに掛ける費用は後回しになっており、新規加入者数の増加にブレーキが掛かっている。
,,▲,その他サービス［自動車整備業］（経営者）,それ以外,・金利の引上げにより景気に減速感がみられる。物価上昇分を販売価格や人件費に転嫁できなくなっている。
,,▲,その他サービス［寮管理］（管理人）,お客様の様子,・物価の上昇のペースが速く、客からも先行き不安の声が多く聞かれる。景気はやや悪くなっている。
,,×,一般小売店［医薬品］（経営者）,単価の動き,・あらゆる商品が値上がりしているにもかかわらず、客単価は前年比95％となっている。
,,×,スーパー（経営者）,お客様の様子,・前年と比べて雪が多く気温も低いため、灯油代や電気代がかさんでいる。さらに、ガソリン価格が高止まりし、商品の値上げも続いているため、買い控えが続いている。
,,×,コンビニ（経営者）,それ以外,・人件費、光熱費の高騰と除雪費により冬季は毎月赤字であり、経営状態はかなり厳しい。
,,×,その他専門店［酒］（経営者）,単価の動き,・米を筆頭に価格の上昇が続いている。消費は非常に冷え込んでおり、上向く見通しが立たない状況である。
,,×,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・今月も売上が少ない。前年からの売上減少が止まらない。いまだかつてない厳しい状況である。
,,×,一般レストラン（経営者）,それ以外,・順調だった低価格の居酒屋部門の売上が今年に入り減少しており、売上が前年比90％と落ち込んでいる。出入り業者の取引先でも売上が落ち込んでいると聞く。消費者の生活は相当余裕がなくなっている。
,,×,美容室（経営者）,来客数の動き,・寒さが厳しいこともあり、来客数は非常に少なくなっている。
"企業
動向
関連

(東北)",,◎,－,－,－
,,○,農林水産業（従業者）,受注価格や販売価格の動き,・米の取引価格が例年にない高値だったことにより、農業収支は大幅増益となっている。
,,○,食料品製造業（製造担当）,受注価格や販売価格の動き,・インバウンド需要は好調だが、団体予約が落ち込んでいる。客層に変化がみられる。
,,○,電気機械器具製造業（営業担当）,取引先の様子,・取引先のビジネスで大きな区切りを迎えており、新規事業開始の動きがある。
,,○,輸送業（経営者）,受注量や販売量の動き,・２月の売上も前年比では増収の見込みだが、利益が伴っていない。
