,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・４月は天候の悪い日が多く、日中の気温が６度ほどの日もみられた。４月としてはこれまでに経験がないような寒さであり、高齢者が中心の店舗にとっては厳しい状況であった。物価が上昇していることもマイナスである。
,,▲,旅行代理店（従業員）,来客数の動き,・冬季観光のピークが過ぎ、観光の閑散期となっている。インバウンドも冬季観光と夏季観光の端境期となっている。ビジネス客の利用も人事異動の時期で少なくなっている。これらのことから、４月は年間で最も航空機利用者の少ない時期であり、景気はやや悪くなっている。
,,▲,タクシー運転手,来客数の動き,・例年４月になって暖かくなり、雪がなくなるとタクシーの利用が減り、売上が落ち込むことになる。今年も例年どおりの動きとなっており、冬期間と比べると売上が20％減っている。ただし、当社では乗務員の採用に注力しており、その効果で乗務員数が増えているため、タクシーの稼働台数が前年比プラス35％となっている。また、タクシー１台当たりの売上も前年比プラス10％となり、会社の売上は前年と比べると45％増と大幅な増収であった。
,,▲,タクシー運転手,来客数の動き,・電話やアプリなどでのオーダーが減少傾向にある。一方、イベント関係や観光客の利用に大きな変化はみられなかった。
,,▲,通信会社（企画担当）,販売量の動き,・大型量販店の新規オープンのあった地域において、競合他社の動きが強く、顧客の流出が生じている。また、高齢者が競合格安会社のシンプルな料金プランに流出するケースも生じている。
,,▲,美容室（経営者）,お客様の様子,・ここに来て灯油の価格が大幅に上がっていること、４月に食料品を始めとした多くの商品で値上げが行われたことから、前月中に客がまとめ買いする傾向がみられた。そのため、４月になり、客が出費を控える傾向が顕著にみられており、当店の来客数も減少している。
,,▲,美容室（経営者）,お客様の様子,・客の来店サイクルが明らかに長くなっている。
,,×,一般小売店（経営者）,来客数の動き,・米国の関税に関するニュースをきっかけに、来客数も売上も大幅に減少している。
,,×,百貨店（売場主任）,お客様の様子,・国内客については、ボリューム層を中心に来店こそあるものの、買上率や買上点数の数字が悪くなっている。インバウンドについても、買上率や客単価が低下している。
,,×,スーパー（店長）,販売量の動き,・米を始めとして、物価高が収まっていないことから、販売点数が減少している。
,,×,スーパー（店長）,お客様の様子,・５％引きやポイント還元などを行う日は商品が売れるが、何もない日の販売動向は厳しい状況となっている。
,,×,衣料品専門店（店長）,お客様の様子,・前月末まで好調に推移していたことから、４月も衣替えのスーツ需要が伸びると見込んでいたが、米国の関税や株価の落ち込みなど、余り良くないニュースが出た途端、客足が大きく鈍り、回復に向けた動きが全くみられなくなった。
,,×,観光型ホテル（経営者）,来客数の動き,・物価高や金利上昇などにより景気が悪化しており、個人消費が低迷している。国内客を中心に集客が大きく落ち込んでいる。
,,×,タクシー運転手,販売量の動き,・米の高騰が長引いていることに加えて、米国の関税政策や国の経済対策の動向が不透明なことから、消費者心理がポジティブになるような要因が見当たらない。そのため、景気も好転していない。
,,×,住宅販売会社（経営者）,販売量の動き,・例年であれば、春先の４月になると住宅着工数が増えてくるが、今年は４月になっても住宅着工数が全く増えてこない状況にある。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,建設業（役員）,受注量や販売量の動き,・公共土木工事の受注が前年を若干上回るペースで進むなど、順調に推移している。建築工事は、建設コストの高騰で道内デベロッパーの分譲マンション案件が停滞しているものの、それに代わって、道外事業者による開発物件や店舗、工場、物流施設などの投資案件を受注できている。技術者の現場配置もフル稼働状態となっており、好調な新年度のスタートとなっている。
,,○,コピーサービス業（従業員）,取引先の様子,・客先との取引状況について、大きな変化はみられないものの、引き続き好調に推移している。
,,○,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・国内の建設総投資は堅調に推移している。ただし、今後については、民間設備投資において、米国の関税政策の影響が出てくることが懸念される。
,,□,農林水産業（経営者）,受注価格や販売価格の動き,・景気は少しずつ回復している。ただし、食料品の価格が全体的に高騰したままであり、それに伴って青果物の価格も上昇していることが気掛かりである。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・受注量は３か月前と変わっていないが、前年を下回っている。
,,□,食料品製造業（従業員）,取引先の様子,・ゴールデンウィークを控えて、観光客の動きが落ち込む時期であることから、前月と比較すると売上は減っている。ただし、季節要因を考慮すると、同水準であるとみられる。
,,□,建設業（従業員）,受注量や販売量の動き,・設計案件はあるものの、対応できる人員が不足していることで、受注できない案件が増えている。
,,□,輸送業（営業担当）,受注量や販売量の動き,・例年この時期は貨物の動きが鈍くなる傾向にあるが、今年は農産品を中心に区域内輸送が好調に推移している。また、本州向けのトレーラー輸送も、紙パルプや雑貨の荷動きが見込みほど落ち込んでおらず、順調に推移している。
,,□,輸送業（支店長）,受注量や販売量の動き,・依然として2024年問題を解消できていない。作業員やトラックの不足が続いており、思うように仕事量をこなせない状況は変わっていない。例年であれば、雪解けに伴って、国内外の物流が動き始める時期だが、忙しい割に期待ほどの収益とはなっていない。
,,□,通信業（営業担当）,受注量や販売量の動き,・３か月前と同様に、受注量は堅調に推移している。サービスの解約も少なく、販売単価が上昇している案件も増えている。
,,□,司法書士,受注量や販売量の動き,・相続や売買、住宅リフォームなど、不動産登記に関する案件の販売量が引き続き好調であった。
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・年が明けてから、電話での問合せなどが減っている。現在もゴールデンウィークを控えて問合せの少ない状況が続いている。
,,▲,食料品製造業（従業員）,受注量や販売量の動き,・４月の販売量は前年比プラス26％であったが、１月の販売量は前年比プラス48％であったため、３か月前と比べると景気はやや悪くなっている。
,,▲,家具製造業（経営者）,受注量や販売量の動き,・米国の関税の動きが不透明なことから、景気はやや悪くなっている。
,,▲,金融業（従業員）,取引先の様子,・燃料油価格激変緩和補助金が終了したことで、企業の燃料費、動力費の負担が増加し、収益を圧迫している。人手不足感も強まっており、受注抑制や生産能力の低下を危惧する声も上がっている。これらのことから、景気はやや悪くなっている。
,,▲,広告代理店（従業員）,受注価格や販売価格の動き,・販売価格に原価上昇分をうまく上乗せできていない状況にある。そのため、景気はやや悪くなっている。
,,▲,司法書士,受注量や販売量の動き,・不動産の購入を検討する世代の収入が増えていない一方で、物価高騰により生活するための支出が増加している。そのため、例年と比べて、取引量が減少している。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,求人情報誌製作会社（編集者）,求職者数の動き,・アルバイトやパートの求人数は減少しているものの、正社員の求人数はやや増加していることから、時給アップの動きと合わせて、正社員化が進んでいることがうかがえる。一方、スポットワークの求人は堅調に推移しているとみられる。
,,□,人材派遣会社（社員）,求人数の動き,・求人数は引き続き増加傾向で推移している。ＩＴ業界では、人材需要が恒常的に高止まりしている。流通業界では、人材流出に伴う人手不足ではなく、好調な業績を背景に人材ニーズが高くなっている。建設業界では、人材確保が追い付かず、客からの依頼を断るケースが出ているとの話が聞かれる。一方、求職者については、求人の選別を厳格に行っているというよりも、自身で何をすれば良いのか判断できずに転職市場で滞留しているようにみえる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・経済が動き始めているものの、物価や原油価格、資材価格が高騰していることでプラスマイナスゼロの状態となっており、景気が良くなっているとはいえない状況にある。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・年度替わりのため、求人・求職活動が活発になっているものの、これは季節要因によるものであり、水準としては例年並みの動きにとどまっている。
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年から5.5％の増加と10か月ぶりに前年を上回ったものの、月間有効求人数が前年から5.4％の減少となっている。全体の求人数が増加している状況ではないため、景気は大きく変わっていない。
,,□,職業安定所（職員）,求人数の動き,・当地における３月の有効求人倍率は0.85倍であり、前年を0.04ポイント下回った。
,,□,職業安定所（職員）,求人数の動き,・余り増減がみられない状況となっている。また、米国の関税政策の見通しが不透明なことから、様子見している企業が多く、特段の変化がみられない状況にある。
,,□,学校［大学］（就職担当）,求職者数の動き,・各企業は人材確保に苦戦している。また、前年度と比べて早期選考が増えている。こうした動きを受けて、求人数が減少傾向にある。
,,▲,－,－,－
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,競艇場（職員）,単価の動き,・来客数に変化はないが、客単価が上がっている。大口の客が数名いたことが要因とみている。
,,○,一般小売店［医薬品］（経営者）,単価の動き,・来客数と販売量は減少しているが、客単価は上がっているため、売上は前年比100％である。
,,○,スーパー（商品担当）,単価の動き,・値上げにより商品単価が上がったことで、客単価が微増している。
,,○,コンビニ（経営者）,来客数の動き,・近隣の競合店の撤退により来客数が増加し、売上もアップしている。
,,○,コンビニ（経営者）,販売量の動き,・本部の施策により販売量がアップしている。
,,○,コンビニ（経営者）,それ以外,・来客数に変化はなく、値上げにより客単価と売上は上がっているものの利益は少なく、経営の厳しさは変わらない。業務が増え過ぎて働き手も更に減少している。ただし、除雪代の支払が終わり多少楽になっている。
,,○,コンビニ（経営者）,お客様の様子,・来客数は増えていないものの、世の中の人の動きは良くなっている。
,,○,コンビニ（エリア担当）,来客数の動き,・来客数は前年よりも増加している。
,,○,コンビニ（エリア担当）,来客数の動き,・今年は桜の開花期間が長く、花見の効果で来客数が例年よりも多くなっている。
,,○,衣料品専門店（店長）,来客数の動き,・イベントや転勤などが活発になっており、例年と比べて礼服やスーツを購入する客が多い。景気は少し上向いている。
,,○,家電量販店（従業員）,単価の動き,・前年低迷したエアコンやパソコン等の買換え需要が戻っている。
,,○,一般レストラン（経営者）,来客数の動き,・例年、４月は落ち着いているが今年は珍しく忙しい。予約状況をみても景気はやや上向いているといえる。
,,○,都市型ホテル（支配人）,来客数の動き,・桜のシーズンに合わせて、インバウンドが大きく増加している。
,,○,都市型ホテル（スタッフ）,単価の動き,・桜のシーズンが到来し、アジアのみならず欧米からの客の動きが良くなっている。
,,○,美容室（経営者）,単価の動き,・入学式や新年度の準備に加え、ゴールデンウィーク前であることから、カラーやパーマをする客が多く、客単価が4500円から500円ほど上がっている。
,,□,商店街（代表者）,お客様の様子,・春の訪れとともに来街者数は増加している。しかし、米国の関税政策や物価高騰は続いており、景気は横ばいとなっている。
,,□,一般小売店［酒］（経営者）,販売量の動き,・米や野菜、ガソリンなど生活に直結する物の価格がかつてないほど高騰しており、消費者の生活を圧迫している。その影響でレジャー費、外食費は節約傾向にあり、飲食店への販売量が伸び悩んでいる。
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・売上は低水準で横ばいとなっている。購入額の大きい一部の客に偏った売上構造がますます顕著になっている。
,,□,百貨店（催事担当）,お客様の様子,・物産展やイベント等、期間限定の提供商品は反応が良い。しかし、食料品や日常使いの商品の販売量は、生活防衛意識の高まりにより減少している。また、今月前半の低温により、ファッション関連商品の動きも鈍くなっている。
,,□,スーパー（経営者）,単価の動き,・原価やコストが広範囲にわたり上昇しているにもかかわらず、１品単価はほぼ横ばいで前年並みの推移である。売上、買上点数は前年を超えているが、経費の増加分を補えるほどではなく、価格転嫁をする品目を増やさないと収益は良くならない。客の低価格志向は変わらず、期待したほどの消費はない。
,,□,スーパー（店長）,販売量の動き,・米の販売が好調で売上を大きくけん引している。酒類値上げ後のマイナス分を補って余りある状態になっている。
,,□,スーパー（店長）,それ以外,・物価高が続いており、節約志向は変わらない。
,,□,スーパー（店長）,お客様の様子,・値上げにより客単価は上がっているが、買上点数は減少している。
,,□,スーパー（店長）,販売量の動き,・節約志向が続いている。
,,□,スーパー（企画担当）,競争相手の様子,・客はより安い商品や店を求めて、近隣の店を買い回る傾向がみられる。チラシの内容によっても来客数は大きく変化する。
,,□,スーパー（業務担当）,お客様の様子,・競合他社の新店舗に想定以上の客が殺到している。客はチラシにかなり敏感になっている。
,,□,スーパー（店舗運営）,単価の動き,・食品の相次ぐ値上げによる買い控えは依然続いているものの、一時期より落ち着いている。
,,□,コンビニ（経営者）,単価の動き,・来客数は減っているが、商品価格が上がっている分、売上は少し増えている。
,,□,コンビニ（経営者）,来客数の動き,・来客数、販売量の微減が続いており、10か月連続で前年を割っている。商品の値上げにより、買上点数は横ばいである。
,,□,コンビニ（店長）,お客様の様子,・物価高騰が続き、客の財布のひもは固くなっている。年金受給日以降は多少動きがあるものの税金等の支払も多く、失速するのは時間の問題である。
,,□,衣料品専門店（経営者）,お客様の様子,・決算後の月のため法人関係の動きは鈍い。一方、花見の時期で人出が多くなっており、土産品を中心に動きが活発になっている。
,,□,衣料品専門店（店長）,お客様の様子,・ビジネス、不祝儀、旅行用途などモチベーションと連動したニーズは安定しているが、ふだん着需要が天候や気温に振り回されていて不安定である。
,,□,衣料品専門店（総務担当）,来客数の動き,・来客数は前年比90％の状況が数か月続いている。
,,□,家電量販店（従業員）,単価の動き,・家電製品には、指定価格商品という一切の値引きができない商品がある。テレビや冷蔵庫、洗濯機、エアコン等の大型家電商品に多い。省エネ性能や機能が充実したメーカーのフラッグシップモデルであることも多く、良い物に買換えようとしている客に受けが良い。物価高騰の影響で全体的に単価が引き上げられており、単価の動きが良くなっている。
,,□,乗用車販売店（従業員）,販売量の動き,・例年と比べタイヤの交換時期がずれているため来客数は多いが、販売にはつながっていない。年度が替わりモデルも新しくなり、現行車種の生産がストップしているため、受注はあっても売上にならない。
,,□,乗用車販売店（従業員）,販売量の動き,・一定の受注はあるものの配車量が変わらないため、売上につながらない。
,,□,その他専門店［靴］（経営者）,販売量の動き,・ゴールデンウィークの旅行用に購入するウォーキングシューズやハンズフリーシューズの動きが良い。
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・レジ通過客数は前年比103％である。４月は館内の大規模改装による集客・販売促進策を打っており、地元客を中心に反応がみられる。しかし、衣料品部門は前年を割っており期待値に届いていない。食料品部門は同104％であることから、生活していくためやむなくそちらを優先させているようにみえる。
,,□,観光型ホテル（スタッフ）,来客数の動き,・物価高が解消されず、来客数は増えていない。
,,□,旅行代理店（従業員）,販売量の動き,・１～３月の個人旅行の動きが悪く、今月も改善がみられない。
,,□,旅行代理店（従業員）,販売量の動き,・当社契約宿泊施設の先行販売額は、３か月前と比較してほぼ横ばいである。
,,□,旅行代理店（従業員）,単価の動き,・依然、社会環境は厳しい。ゴールデンウィークは自宅で過ごす人々が多く、旅行販売も客単価が上がらない。先行予約の状況は３か月前と変わっていない。
,,□,旅行代理店（従業員）,販売量の動き,・販売量は３か月前と変わらない。
,,□,タクシー運転手,来客数の動き,・今月は通勤や通院、学校の入学式、社会人の歓迎会での利用のほか、クルーズ船の乗客による観光利用が多くなっている。
,,□,通信会社（経営者）,お客様の様子,・放送サービスは若者を中心にテレビの必要性が低下しているため、引っ越しに伴う新規加入者数が伸び悩んでいる。インターネットサービスも競合他社との価格競争が激しくなっており、新規加入者数が伸び悩んでいる。また、携帯端末のみでの利用者が増えており、固定回線の需要も停滞している。
,,□,通信会社（営業担当）,お客様の様子,・顧客の設備投資意欲に変化がみられない。
,,□,通信会社（営業担当）,それ以外,・物価が上がっており厳しい。
,,□,観光名所（職員）,単価の動き,・年明けからの３か月間は客単価も良く、景気は良い方向に向かっていたが、ここに来てやや落ち着いている。
,,□,美容室（経営者）,販売量の動き,・美容関連商品は単価が上がっているものの、販売量は鈍化している。先行きへの警戒感から購入する商品が限定されている。
,,□,その他サービス［寮管理］（管理人）,お客様の様子,・米を始めとした食品の値上がりが続いており、当施設でも米に麦をブレンドして入居者に提供しているが、特段不満の声は出ていない。
,,□,設計事務所（経営者）,お客様の様子,・官公庁案件は建設費の高騰で予算取りが厳しく、発注件数は少ない。民間案件は事業規模の拡大や変更に伴い新設や改修などを検討する問合せもあり、例年と変わらない。
,,□,住宅販売会社（経営者）,販売量の動き,・新築注文住宅の受注は価格高騰で低迷している。若年層の顧客は安価な建売住宅に動いている。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は３か月前と比べてコンロ、給湯器、エアコンの交換が増えていない。リフォームは大型の増改築や設備修繕工事が増えている。害虫駆除や屋外の塗装工事も増えている。
,,□,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・来場者数に変化はない。
,,▲,商店街（代表者）,来客数の動き,・新年度になっても活気がない。
,,▲,百貨店（企画担当）,販売量の動き,・入店客数は前年を超えるものの、買上客数が前年を割っている。特に、客が多い食品、化粧品のマイナスが大きく、識別顧客離れが目立つ。
,,▲,百貨店（経営者）,販売量の動き,・来客数の減少に比例して食料品が苦戦している。また、インバウンド需要で好調だった高額ブランド商品の売上がここに来て減少しており、他領域の減少分をカバーできていない。
,,▲,百貨店（従業員）,販売量の動き,・来客数は前年よりも伸びているが、販売点数は減少している。更なる物価上昇の影響もあり、消費者の生活防衛意識がますます高まっている。
,,▲,コンビニ（エリア担当）,来客数の動き,・東北地方の店舗では来客数の伸びが小さい。売上は伸びているが、値上げ分が増加しただけである。
,,▲,コンビニ（店長）,販売量の動き,・物価高が続いており、客の購買意欲が低下している。
,,▲,衣料品専門店（経営者）,来客数の動き,・今月に入り来客数が更に減少している。
,,▲,衣料品専門店（店長）,お客様の様子,・購入に慎重な客が目立つ。下見、買い回りが多く、再来店しても、目的の商品のみ購入し、無駄な買物は非常に少ない。
,,▲,乗用車販売店（従業員）,販売量の動き,・オーダーストップになっている車種が増えているため、受注が伸びない。
,,▲,乗用車販売店（従業員）,来客数の動き,・新年度を迎え、例年であれば販売数が伸びる時期だが、むしろ低迷している。
,,▲,乗用車販売店（店長）,来客数の動き,・売行きが良い低価格帯の車種の生産台数が少なく、成約に結び付かないケースが多い。高価格帯の車種の動きも依然として悪く、新車全般に良いニュースがない。
,,▲,住関連専門店（経営者）,販売量の動き,・受注生産をしているが、販売量はやや悪くなっている。
,,▲,住関連専門店（インテリアコーディネーター）,お客様の様子,・部材などの価格高騰により建物も値上がりが続いている。また、家具や家電なども同様である。よって、客は住宅を購入しても室内インテリアの買換えでは予算を大分落としている。
,,▲,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・３～４月は業界的に繁忙期だが、例年になく売上が上がらず苦戦している。原因としては、廃業や倒産等による顧客の減少、労働力人口の減少による受注数の減少、競合他社との価格競争などが考えられる。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,単価の動き,・燃料油の販売単価が上旬に最高値をつけた。その後は下落しているものの、高値が続いているため買い控えが起こっている。
,,▲,高級レストラン（支配人）,来客数の動き,・予約数が落ち込んでいる。特にディナータイムが芳しくない。
,,▲,一般レストラン（経営者）,来客数の動き,・例年なら歓迎会などが開かれる時期だが、今年は少ない。平日の来客数の減少も著しい。外食を控えている人が多いことを実感している。
,,▲,一般レストラン（経営者）,来客数の動き,・来客数は比較的良かった前月までと比べるとやや落ち込んでいる。
,,▲,一般レストラン（スタッフ）,来客数の動き,・今月の来客数は前年比90％で推移している。
,,▲,観光型ホテル（スタッフ）,それ以外,・物価高騰の影響が出ている。
,,▲,観光型旅館（経営者）,来客数の動き,・物価高の影響か、来客数の動きが多少鈍くなっている。
,,▲,通信会社（営業担当）,単価の動き,・安い物を求める客が増えている。
,,▲,その他サービス［自動車整備業］（経営者）,お客様の様子,・物価の上昇に賃上げが追い付かず、商品の売行きが急速に鈍っている。金利負担もかなり増え、仕入価格も上昇しているが、これ以上商品価格を上げることはできない。
,,×,一般小売店［医薬品］（経営者）,単価の動き,・４月に入っても値上げは止まらず、中には15％値上げした商品もある。それにより前年と同じか上がると考えていた客単価は、10％も下がっている。
,,×,スーパー（経営者）,お客様の様子,・ガソリンや灯油の価格が高止まりしており、実質賃金が伸びないなか、客の財布のひもは固くなっている。
,,×,衣料品専門店（経営者）,来客数の動き,・夏物も入荷しているが、まだ寒いこともあり来客数は少ない。
,,×,その他専門店［酒］（経営者）,来客数の動き,・店頭販売では厳しいながらも動きはあるが、飲食店の動きが悪い。繁盛店とそうでない店とがはっきりと分かれている。全体的にみると悪化している。
