,,▲,旅行代理店（従業員）,来客数の動き,・前年と比べると、来客数が徐々に減っている。特に近場の温泉の宿泊予約は、毎年のように販売量が減少している。宿泊代金が上昇していることで、近距離の旅行を控える傾向やＷｅｂ経由で直接宿泊施設を手配する傾向が強まっている。,
,,▲,通信会社（企画担当）,競争相手の様子,・店舗の販売員が不足しており、販売目標に対して人的パワーが不足している。人材派遣で補おうとしても、競合他社が高額で人手を確保してしまうため、人手不足が解消できない状況にある。販売員の疲弊も目立っている。こうした状況は、全道的に生じている。,
,,▲,美容室（経営者）,お客様の様子,・客から物価の高騰で悩んでいるという話をよく聞く。,
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・３月は天候要因による欠航が多く、計画どおりに輸送できなかったことから、当初の見込みを下回った。,
,,×,一般小売店（経営者）,来客数の動き,・景気は３か月前と比べて悪くなっている。先行きが不透明なことから、今後への不安も増している。,
,,×,スーパー（店長）,販売量の動き,・物価の高騰が収まらないことから、客の買上点数が落ち込んでいる状況にある。,
,,×,スーパー（店長）,お客様の様子,・値上げの動きが続いているなか、新年度から一層の値上げが予定されていることから、客の買物がますますシビアになることが懸念される。物価の上昇幅を上回るような賃金の引上げがみられないことが問題である。,
,,×,観光型ホテル（経営者）,来客数の動き,・地域の航空路線は充実しているものの、国内団体客及びインバウンドの集客に苦戦している。特に台湾からの客の落ち込みが目立っている。,
,,×,タクシー運転手,販売量の動き,・３月は卒業や異動のシーズンであり、夜の街は送別会や謝恩会でにぎわうことになるが、今年は例年よりも人出が少なかった。客の消費マインドが低下していることがうかがえる。,
"企業
動向
関連

(北海道)",,◎,＊,＊,＊,
,,○,建設業（役員）,受注量や販売量の動き,・次年度繰越し工事以外の現場では、全て予定どおりしゅん工を迎えた。追加工事に伴う上乗せで採算の良い現場が多く、完工高も利益も計画を大きく上回り、好決算が確実となった。,
,,○,輸送業（営業担当）,受注量や販売量の動き,・倉庫関連では、バターの保管が堅調に推移している。飲用乳の需要が伸び悩んでいることでバターへの転用が進んでいることが理由とみられる。トレーラー輸送では、紙パルプが順調に推移している。飲料関連も徐々に動きが出ている。年度末ということもあって、本州間で雑貨などの輸送も増えている。こうした傾向がしばらく続くようだと、今後の活発な荷動きが期待できる。,
,,○,輸送業（支店長）,受注量や販売量の動き,・春先となり、３か月前と比べると貨物量が増加している。客先からの引き合いも増えている。,
,,○,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・人手不足問題はあるものの、国内の建設投資は公共投資も民間投資も堅調に推移している。,
,,□,農林水産業（経営者）,受注価格や販売価格の動き,・かんきつ類の不作が影響して、果物の市場価格が高騰している。また、雨が少ないことから、青果物の収穫が全体的に安定していない状況にある。青果物市場が長いトンネルに入った可能性がある。,
,,□,家具製造業（経営者）,受注量や販売量の動き,・米国の関税の動向が不透明なことから、海外ビジネスに影響が生じることが懸念される。,
,,□,建設業（従業員）,受注量や販売量の動き,・今年度の受注量が目標を上回っていることから、景気は良好といえる。ただし、案件の量と比べて、技術者の不足が目立っており、対応できる業務量に制限が生じている。,
,,□,通信業（営業担当）,取引先の様子,・ＩＴ関連や情報通信など、大部分の取引先から、今期の収支や現在の業績状況について、計画どおりとの話や予算を上回るとの話を聞くことから、景況感は引き続きやや良い状態にある。,
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・建築関連工事の案件について、一部の工事が動いてはいるものの、全般的に仕事量が少ない傾向にあり、ベース商品などの動きが鈍くなっている。,
,,▲,食料品製造業（従業員）,受注量や販売量の動き,・例年、年度末は受注量の増える時期だが、今年はふだんの月と変わらない受注量となっている。,
,,▲,食料品製造業（従業員）,受注量や販売量の動き,・３月の販売量は前年比プラス20％であったが、３か月前の12月の販売量は前年比プラス23％だったため、景気はやや悪くなっている。,
,,▲,金融業（従業員）,取引先の様子,・仕入価格や原材料価格の高騰に対して、一定程度の価格転嫁が行われているものの、企業からは、これ以上の価格転嫁は難しいといった声や人件費、労務費の上昇分の価格転嫁は取引先の理解が得られないという声を聞く。このため、景気はやや悪くなっている。また、物価高が続いていることで、消費者の節約志向が強まっていることもマイナスである。,
,,▲,司法書士,それ以外,・受注量や取引量に変化は余りみられないものの、ガソリンや食料品の価格高騰、インボイス制度の導入などにより、支出が増えていることから、景気はやや悪くなっている。,
,,▲,司法書士,受注量や販売量の動き,・季節要因もあって、受注量が低迷気味である。,
,,×,－,－,－,
"雇用
関連

(北海道)",,◎,－,－,－,
,,○,－,－,－,
,,□,人材派遣会社（社員）,求職者数の動き,・求人数は引き続き増加傾向にある。一方、求職者数は３か月前と比べて急増している。年末年始が終わり、転職活動を再開したためとみられる。転職希望者の増加により、今後、企業では欠員が増えることになるため、企業の求人意欲はますます高まることになる。ただし、企業の求めるスキルに達していない人材も多いとみられるため、ミスマッチの状況がしばらく続くものとみられる。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・建設、運輸、医療など、一部の業界の求人数が増えているが、全体としては低調に推移している。一方、採用については、比較的円滑に進んでいる雰囲気がある。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・求人数は、業種を問わず横ばい又は微増傾向にある。ただし、これが季節要因によるものか、景気が良くなっていることによるものか、判断が付かない。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・当地のポテンシャルでは、企業が高収益のビジネスモデルを構築できないことが多い。そのため、地場企業の多くが、現在の状況を堪えしのんでいる。,
,,□,職業安定所（職員）,求人数の動き,・当地における２月の有効求人倍率は0.83倍であり、前年を0.06ポイント下回った。,
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年比で17.8％の減少、月間有効求人数は前年比で10.2％の減少となり、９か月連続で前年を下回っている。ただし、特殊要因による影響が大きく、大幅な落ち込みが継続しているとまではいえない状況にある。,
,,□,学校［大学］（就職担当）,求職者数の動き,・中小企業の人手不足の状況に変化はみられない。,
,,▲,職業安定所（職員）,求人数の動き,・新規求人数が７か月連続で前年を下回っている。業種別にみると、人手不足分野に限らず様々な業種で求人数が減少している。,
,,×,－,－,－,
,,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(東北)",,◎,一般小売店［医薬品］（経営者）,販売量の動き,・売上は前年比109.6％と３か月前よりも良くなっている。決算セールは同121.5％である。ただし、来客数は同87.8％と減少している。,
,,◎,スーパー（店舗運営）,来客数の動き,・販売促進策を見直したことで、景気が良くなっている。,
,,○,百貨店（催事担当）,来客数の動き,・化粧品、アパレル等で若年層を中心に来客数が伸びており、売上増加につながっている。,
,,○,スーパー（店長）,販売量の動き,・客単価は前年比101.2％、１品単価は同104.6％、売上は同106.1％と好調に推移している。ただし、し好品の酒のみ前年割れしている。客は最低限のものを購入しているという状況である。,
,,○,スーパー（店長）,来客数の動き,・新しい販売促進企画が当たり、家族連れでの来店が増えたため、来客数が増加している。,
,,○,スーパー（企画担当）,販売量の動き,・４月から酒類が値上がりするため、買いだめ需要が発生しており、販売量、売上共に良くなっている。,
,,○,スーパー（商品担当）,単価の動き,・買上点数は前年割れが続いている。しかし、１品単価の上昇により客単価は前年を超過しており、売上回復の兆しがみえている。,
,,○,コンビニ（経営者）,販売量の動き,・本部が打ち出した施策の効果が出ており、売上が増加している。,
,,○,コンビニ（経営者）,お客様の様子,・人の動きが良くなっており、来客数が増えている。,
,,○,コンビニ（エリア担当）,単価の動き,・価格高騰と季節要因により、売上が伸長している。,
,,○,コンビニ（エリア担当）,来客数の動き,・気温が上がり客の動きが良くなっている。また、客が値上げに慣れ始め、購入金額のハードルが全体的に下がっている。,
,,○,コンビニ（エリア担当）,来客数の動き,・気温の上昇により、例年よりも客の動きが活発になっている。,
,,○,家電量販店（従業員）,単価の動き,・買換え需要でパソコンの販売が伸びており前年比約110％となっている。洗濯機もドラム式の比率が上がっており、単価が好調である。,
,,○,一般レストラン（経営者）,来客数の動き,・来客数はそれなりにあり、単価も高めになりつつある。来客数は送別会シーズンということを割り引いても良くなっている。,
,,○,都市型ホテル（支配人）,来客数の動き,・近隣空港で国際線の直行便が増えたことにより、インバウンドの予約、実績共に増加している。,
,,○,都市型ホテル（スタッフ）,来客数の動き,・コンサートの開催も多く、花見もあるため、国内外の客に動きがある。,
,,○,旅行代理店（従業員）,販売量の動き,・旅行カウンターでの旅行販売量、額はいずれもやや上向きになっており、海外旅行の問合せ件数も増えている。新型コロナウイルス感染症発生前の水準には戻っていないものの、３か月前よりやや良くなっている。,
,,○,通信会社（社会貢献担当）,販売量の動き,・新生活需要により売上が伸びている。,
,,○,観光名所（職員）,単価の動き,・天候に恵まれず、来客数は減っているが、レジ通過客数は増え、客単価も上がっているため、業績は前年より良くなっている。客の購買意欲が増しているようにみえる。,
,,○,競艇場（職員）,単価の動き,・来客数に変化はないが、客単価が増えている。大口の客が数名いたことが要因とみている。,
,,○,美容室（経営者）,販売量の動き,・客単価は前年度の実績を僅かながら上回っている。,
,,○,その他サービス［自動車整備業］（経営者）,単価の動き,・４月からの販売単価の改定など値上げが受入れられている。,
,,○,設計事務所（経営者）,来客数の動き,・民間企業案件は問合せが引き続き堅調である。官公庁は大型案件の工事価格の高騰に伴い、発注予定が来年度以降にずれ込んでいる。,
,,□,一般小売店［酒］（経営者）,販売量の動き,・今年は前年以上に歓送迎会や謝恩会等の会食を伴う会合があると期待したがなかった。また、今月も大雪により県外からの観光客のキャンセルなどが多発したため、販売量が全体的に伸び悩んでいる。,
,,□,一般小売店［寝具］（経営者）,販売量の動き,・依然、商品の動きは悪い。,
,,□,百貨店（企画担当）,来客数の動き,・来客数はイベントや催事の開催時は好調に推移しているが、他の売場でのマイナスが大きく、全体でも前年を割っている。,
,,□,百貨店（経営者）,販売量の動き,・平日の来客数は減少している。土日は県外客が増えている。商品価格の上昇により食料品は苦戦しているが、ストーリー性のある商品は確実に売れている。消費者が一人一人の価値観に合わせた購買行動をしている。,
,,□,百貨店（従業員）,来客数の動き,・来客数は店舗都合による特需で増加が続いている。衣料品、雑貨関連はまとめ買いをする傾向がみられるが単価は低い。食品関連も価格高騰から必要最低限の購入となっており、生活防衛意識の高さがうかがえる。,
,,□,スーパー（経営者）,単価の動き,・３月の１品平均単価はほぼ前年並みで推移している。商品原価はアップし、営業コストは増加しているなか、低価格商品の需要が高い傾向が続いている。消費者の財布のひもは依然固い。買上点数、来客数は前年をクリアし、売上は悪くないが、利益確保は厳しい状況が続いている。コスト高を吸収し、価格転嫁を進めなければならない。,
,,□,スーパー（店長）,販売量の動き,・商品価格や光熱費等の上昇により、客に節約志向がみられる。,
,,□,スーパー（店長）,お客様の様子,・客の買い控えにより、買上点数の前年割れが続いている。,
,,□,スーパー（企画担当）,販売量の動き,・販売点数が落ち込んでおり前年比97％となっている。商品価格の上昇が大きいとみている。米の値上げも影響している。,
,,□,スーパー（業務担当）,お客様の様子,・商品の値上げが相次いでいるため、客はかなり吟味して買物をしている。また、以前よりも買物カゴの中身が少なくなっている。一方で、目玉商品の動きは良い。,
,,□,コンビニ（経営者）,単価の動き,・売上、来客数共に前年比プラスになっている。競合店が前月に閉店したことがプラスに作用していると考える。,
,,□,コンビニ（経営者）,来客数の動き,・３か月前と変わらない。賃上げが進まず、物価も上昇していることから、来客数は現状維持が精一杯である。,
,,□,コンビニ（経営者）,それ以外,・雪は解けたが、来客数はそれほど戻っていない。３月に入っても除雪代の支払がある。光熱費も高く、経営は厳しい。,
,,□,コンビニ（店長）,来客数の動き,・来客数は横ばいである。,
,,□,コンビニ（店長）,お客様の様子,・消費者の節約志向が定着しており、買物にもそれが強く出ている。,
,,□,衣料品専門店（経営者）,お客様の様子,・高校の制服と法人向けの制服、作業服の受注があり、予算を達成している。,
,,□,衣料品専門店（店長）,来客数の動き,・卒業、入学、入社などの準備がある２～３月を大きなマーケットとして捉えている。２月に大きく出遅れた分を３月にばん回しており、総体的に大きくは変わっていない。,
,,□,衣料品専門店（店長）,お客様の様子,・商品本位で購入する客と価格に厳しい客とに２極化している。モチベーションと連動したニーズは安定している。,
,,□,衣料品専門店（店長）,来客数の動き,・少子化の影響で入学需要は減少傾向にある。さらに、物価の上昇で景気が悪くなっており、客単価が落ちている。,
,,□,衣料品専門店（総務担当）,来客数の動き,・商品の値段が上がっているため客単価は上がっているが、来客数が伸びていない。例年３月には動く春物商材の動きも悪い。,
,,□,家電量販店（従業員）,販売量の動き,・３月に入り新生活需要が本格化し、来客数が増えているものの前年を若干下回っている。家電量販店以外でも新生活セールを行っているため、販売数量、単価共に年々下がる傾向にある。しかし、スマートフォンなどの携帯端末が単価、契約数共に伸びており、新生活セールでの減少分を補っているため、景気は変わっていない。,
,,□,乗用車販売店（従業員）,販売量の動き,・依然として配車量は安定しない。,
,,□,乗用車販売店（店長）,来客数の動き,・生産台数が一時的に増えたため、直近の収益は前年を超えている。しかし、足元の受注は伸びておらず、楽観できる状況にはない。,
,,□,その他専門店［酒］（経営者）,来客数の動き,・異動シーズンのため飲食店には動きがあり、店頭では値上げ前の特需がみられる。しかし、物価高騰による先行きの不透明さから、アルコール飲料は売上の減少が続いている。,
,,□,その他専門店［靴］（経営者）,販売量の動き,・目的を持って必要な物を買いに来る購入意欲の高い客が多くなっている。,
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・原油コストに大きな変動はなく、燃料油価格激変緩和補助金事業の補助額は縮小しているため、年明けから販売価格は高値で推移している。販売数量は前年割れが続いている。,
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・売上は前年比102％、来客数は同100％である。３か月前と比べると来客数は好調とはいえない。,
,,□,高級レストラン（支配人）,来客数の動き,・３月は送別会での利用が増えることを期待していたが、想定したほどは増えていない。単価がやや高いため売上は良いが、来客数は他の月と変わらない。,
,,□,一般レストラン（経営者）,来客数の動き,・歓送迎会の予約件数は、新型コロナウイルス感染症発生前より少ないものの、今年の３月はここ数年と比べると良い。ただし、４月の予約件数は少ない。,
,,□,一般レストラン（スタッフ）,来客数の動き,・３か月前とほとんど変わらない。,
,,□,観光型ホテル（スタッフ）,単価の動き,・来客数は多いが、宿泊単価が下がっている。,
,,□,観光型ホテル（スタッフ）,単価の動き,・来客数は微増し前年を超えたが、安価なプランしか売れず客単価が落ちている。,
,,□,旅行代理店（従業員）,販売量の動き,・当社契約宿泊施設の先行販売額は、３か月前とほぼ変わらない。,
,,□,タクシー運転手,来客数の動き,・例年よりも雨などの日が多いため、通勤や買物などでの利用のほかに、入試・卒業式会場までの利用や歓送迎会での利用が多くなっている。,
,,□,通信会社（営業担当）,お客様の様子,・顧客の設備投資意欲に変化はみられない。,
,,□,通信会社（営業担当）,お客様の様子,・物価が上がっているため、客は経費を抑えている。,
,,□,美容室（経営者）,来客数の動き,・行事に参加する機会が増え、髪を切りにくる頻度が増している。,
,,□,住宅販売会社（経営者）,来客数の動き,・新築住宅の受注より、高齢者の住宅の建て替えやリフォームが増えている。,
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は、テーブルコンロの販売台数が増加しているものの、金額の大きいシステムコンロ、エアコン、給湯器は減っている。リフォームは、屋内の簡便な修繕工事は増えているが、物価高騰の影響で高額なリフォーム工事は減っている。,
,,□,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・来場者数は前月から変化がみられない。,
,,▲,商店街（代表者）,お客様の様子,・物価高の影響を受け、引き続き消費は落ち込んでいる。,
,,▲,商店街（代表者）,お客様の様子,・廃業、撤退による閉店が目立つ。,
,,▲,一般小売店［医薬品］（経営者）,お客様の様子,・送別会の月だが客は非常に少ない。客からは、各地の山林火災の被災者のことを思うと繁華街で飲む気にはなれない人が多い、という話を聞く。,
,,▲,一般小売店［雑貨］（経営者）,お客様の様子,・米など食品類の値上がりが家計を圧迫している。客は価格を気にしながら買物をしている。,
,,▲,コンビニ（経営者）,来客数の動き,・来客数、販売量共に10か月連続で前年割れしている。冬期間から続く建設業関係者の来店の鈍さが要因とみている。,
,,▲,衣料品専門店（経営者）,来客数の動き,・新作入荷フェアを開催しているが、前年と比べて来客数は減少している。,
,,▲,乗用車販売店（従業員）,販売量の動き,・メーカーの決算が余り良くないことが影響している。また、オーダーストップの車が多いため、販売量の増加に結び付けられない。,
,,▲,乗用車販売店（従業員）,販売量の動き,・タイヤ交換の時期がずれており、例年よりも来店が遅くなっている。また、新卒の若い世代の購入予定の情報が少なく、来店がない。,
,,▲,乗用車販売店（従業員）,来客数の動き,・決算期だが、新規来客数は３か月前より減少している。,
,,▲,自動車備品販売店（経営者）,それ以外,・運送料金が数か月で更に値上がりし、通信販売事業の送料負担の持ち出しが増えている。,
,,▲,住関連専門店（インテリアコーディネーター）,販売量の動き,・以前は住宅やマンションを購入すると、家具やカーテン、照明器具なども新調するのが一般的だった。しかし、最近は使えるものは引き続き使い、できるだけ予算を抑える人が増えている。,
,,▲,一般レストラン（経営者）,来客数の動き,・来客数は多少増えてきているものの、年度末や卒業式の時期にしては少ない。気軽な来店は期待できない。,
,,▲,観光型旅館（経営者）,来客数の動き,・全体的な売上は微減だが、日により変動が大きくなっている。,
,,▲,観光型旅館（スタッフ）,単価の動き,・単価の低い商品の販売が多く、高単価の部屋は売れ残っている。,
,,▲,旅行代理店（従業員）,販売量の動き,・１～３月の個人旅行は前年より落ち込んでいる。４月以降の動きは前年並みに推移している。,
,,▲,通信会社（経営者）,お客様の様子,・放送サービス、インターネットサービスの新規加入者数の伸びが想定以上に悪い。加入促進イベントの実施により、放送サービスの加入者数は増えたものの、窓口やＷｅｂでの申込みが少ない。インターネットサービスは、競合他社のセット割引に新規加入者が流れている。,
,,▲,遊園地（経営者）,来客数の動き,・前年、前々年の春は人の動きに勢いがあったが、今年はみられない。天候にも恵まれないため、来客数は前年を下回っている。,
,,▲,美容室（経営者）,お客様の様子,・客はスーパーなど生活に必要な最低限のところにしか金を掛けず、美容院代を節約している。,
,,▲,その他サービス［寮管理］（管理人）,お客様の様子,・進学や就職のシーズンだが、入居者の親からは、物価高の影響で金融機関に金を借りているという話を前年よりも多く聞く。,
,,×,一般小売店［医薬品］（経営者）,販売量の動き,・今月の売上額は過去最低レベルである。周囲でも小規模小売店、飲食店の廃業が多くなっている。,
,,×,スーパー（経営者）,お客様の様子,・米やガソリン、灯油など今必要な商品やサービスが前年より値上がりしており、客が買い控えをしている。,
,,×,衣料品専門店（経営者）,来客数の動き,・前月の大雪の影響で春の気分にないことに加え、今月も低温や降雪などで来客数が減っている。食料品や灯油、ガソリンなどの価格上昇の影響も少なからずある。,
,,×,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・とにかく売上が上がらない。競合他社やネット販売店等にかなりのシェアを奪われており、既存の顧客だけでは売上を確保できない。顧客において新入社員が減少していることも大きく響いている。,
,,×,一般レストラン（経営者）,お客様の様子,・当社の居酒屋部門は歓送迎会等により来客数が増えている。新規客からは、生活費や昼食代が軒並み上がっているため、夜のプライベートな飲食は価格帯の安い店を選んで出費を調整していると聞く。実際に当社の価格帯の高い和食部門は来客数が減少している。,
"企業
動向
関連

(東北)",,◎,－,－,－,
,,○,農林水産業（従業者）,受注価格や販売価格の動き,・米の高値が続いており、前年出荷した米に対する農業団体からの追加払いが見込まれている。,
,,○,一般機械器具製造業（経営者）,取引先の様子,・新規設備案件の引き合い等が徐々に増えている。,
,,○,電気機械器具製造業（営業担当）,取引先の様子,・物価上昇による見積額の増加が了承される傾向にある。,
,,○,金融業（広報担当）,取引先の様子,・物価高に起因する消費者の節約志向に変化はないが、地域内で賃上げの動きが浸透し始めている。一方で、企業側の価格転嫁は進捗が遅い。インバウンド需要は旺盛だが、恩恵を受けているのは一部の業種に限られている。,
,,□,農林水産業（従業者）,受注価格や販売価格の動き,・果物は収穫前だが、米は需要、価格共に高止まりしている。,
,,□,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・期末時期特有の受注が伸び悩んでいる。,
