,,□,百貨店（営業販促担当）,・不調だったアパレルに復調の兆しがみられるが、全体的に客の購買意欲に弱さが感じられる。特にボリュームゾーンの商材の動きが鈍いなど、中間層の来店、購入機会が減少している状況がうかがえることから、今後も景気は変わらない。
,,□,スーパー（店長）,・景気が変わるような要因がないため、今後も景気は変わらない。
,,□,スーパー（店長）,・今後については、周辺への新規出店の予定もなく、当店でも新しい何かを導入するという予定もないため、これから数か月程度は今のような状態が続く。
,,□,スーパー（役員）,・そろそろ年末商戦が始まるが、野菜などの相場安、水産物の漁獲量の減少に伴う相場高などがあり、売上を確保することが難しくなる。潰し合いのような価格競争でデフレが進行することも懸念されるため、現状よりも景気が上向くような要因は少ない。
,,□,コンビニ（エリア担当）,・来客数が依然として減少傾向にあるため、大きな回復は見込めないが、消費税増税後から続いていた、たばこや酒などの免許品の売上減少が収まってきているため、今後については変わらないまま推移する。
,,□,コンビニ（エリア担当）,・公共事業などの設備投資の動きが周辺であまりみられないため、今後も景気は変わらない。
,,□,コンビニ（店長）,・これから冬になっていくが、例年、来客数の落ちる時期であるため、来客数が増加するような期待を持てない。
,,□,衣料品専門店（店長）,・ここ数か月、前年を下回って推移しているため、今後も厳しいまま変わらない。
,,□,衣料品専門店（店長）,・景気の方向性を左右するような大きな流れがないため、今後、天候の急激な変動がない限り、現状のままで推移する。
,,□,家電量販店（店員）,・暖房機器が例年以上によく売れていることから、今後も好調に推移する。
,,□,乗用車販売店（経営者）,・現状を大きく変えるような要因が見当たらないため、今後についても変わらないまま推移する。
,,□,高級レストラン（経営者）,・衆議院選挙で与党が圧勝したとはいえ、これからの消費税増税の動きがどうなるか分からず、北朝鮮問題などの不安要因もあることから、景気が上向くことは見込めない。
,,□,観光型ホテル（スタッフ）,・市内の施設で予定されているコンサートやスポーツイベントがプラス要因となるものの、来年の旧正月が２月半ばとなることがマイナス要因となり、全体としては変わらないまま推移する。
,,□,旅行代理店（従業員）,・先行受注状況から、景気は良くも悪くもないため、今後も変わらないまま推移する。
,,□,旅行代理店（従業員）,・例年、冬季は販売量が減少する傾向にあるが、今年は海外情勢の不安などにより海外旅行の販売量が鈍化することが懸念される。
,,□,タクシー運転手,・景気に左右されやすい業界であるため、今後も厳しい現状に変わりはない。例年、冬季の売上は厳しいが、今年は３年前の水準にまで落ち込むのではないかと懸念している。
,,□,通信会社（社員）,・客の購買意欲が商材で左右されなくなってきている。また、商材のロングライフ化により、販売量にも爆発的な伸びがみられなくなってきている。これらのことから、今後も景気は変わらない。
,,□,通信会社（企画担当）,・冬の新商材に対する客の反応が鈍いため、今後も景気は変わらない。
,,□,美容室（経営者）,・現在はまずまず景気の良い状態が継続しているため、これ以上、景気が上向くことは難しい。
,,□,美容室（経営者）,・季節要因による変化は出てくるとみられるが、それ以外に景気が変化するような要因は考えられない。
,,□,住宅販売会社（経営者）,・再来年の10月には、予定どおり消費税率が10％に引上げられると見込まれるため、増税前に住宅を購入する客がやや増加する。ただ、そうした動きは来年度になってからのこととみられるため、今後については変わらないまま推移する。
,,▲,商店街（代表者）,・近年、消費を極力抑える傾向が定着している。正月用品も比較的安価な商材であっても無駄に買わなくなってきている。家庭の出費もできる限り控えたいと考えているため、売上を伸ばす業種は限定され、全体として景気はやや悪くなることになる。
,,▲,百貨店（売場主任）,・現在は外国人観光客による購買が好調で、前年比200％前後で推移しているが、前年12月からこうした状況が続いているため、12月以降は前年以上の売上を達成することが厳しい状況になることが見込まれる。
,,▲,スーパー（企画担当）,・食品スーパーだけではなく、コンビニ、ドラッグストア、ホームセンターなども含めた競合店での価格競争が激しくなっていることから、年末商戦に向けて厳しい状況が続くことになる。
,,▲,スーパー（役員）,・衆議院選挙の結果を受けて、地域の公共事業が減るのではないかと心配する声が多数聞こえることから、今後についてはやや悪くなる。
,,▲,コンビニ（エリア担当）,・この先も不漁の影響が続くことが見込まれるため、今後の景気はやや悪くなる。
,,▲,乗用車販売店（従業員）,・販売を後押しするような材料が見当たらないため、今後についてはやや悪くなる。
,,▲,乗用車販売店（従業員）,・11月は冬タイヤへの交換時期となることで来客が見込め、その際に商談を持ちかけることができるが、12月は閑散期となる上、客も別のところでお金を使う予定が出てくる。１月も正月にお金を使うことになるため、１月半ば以降から、少しずつ需要が出てくることになる。そのため、今後の景気はやや悪くなる。
,,▲,その他専門店［医薬品］（経営者）,・ドラッグストアに経営が押されているが、そのドラッグストアも苦戦していると聞く。高齢化、低所得化の影響もあり、零細企業の経営環境は厳しくなっている。
,,▲,その他専門店［造花］（店長）,・中小企業に対する景気対策の不備もあり、今後の景気はやや悪くなる。
,,▲,高級レストラン（スタッフ）,・例年、年末に向けて来客数は増えることになるが、景気回復の要素が見当たらないため、今後についてはやや悪くなる。知り合いの飲食店では、客は来るのに人手の足りない状況が続いている。賃金を上げてスタッフを募集しても人が集まらないため、昼の混雑時も対応できず、今後、メニューを限定したり、営業時間を短くするなどの対応を迫られており、悩んでいる。
,,▲,旅行代理店（従業員）,・客の動きが鈍く、予約状況が悪い。前年と比べても状況が良くないことから、今後についてはやや悪くなる。
,,▲,タクシー運転手,・国内旅行客からの問い合わせ件数や予約が減少傾向にある。外国人観光客の問い合わせ件数や予約状況も同様であり、今後についてはやや悪くなる。
,,▲,タクシー運転手,・労働力不足が顕著であり、前年同様の販売量を確保できない見込みとなっている。
,,▲,タクシー運転手,・衆議院選挙があったが、その後もこれといって景気を押し上げるような材料がない。人口減少も続いているため、今後も需要の低下が続くことになる。
,,▲,美容室（経営者）,・従業員の人数が減る予定であることから、今後についてはやや悪くなる。
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,・冬季を迎えて、輸送量が著しく減少することになる。
,,×,商店街（代表者）,・オフシーズンのため、今後についてはやや悪くなる。
,,×,コンビニ（オーナー）,・全体的に夜間の客の動きがみられなくなってきているため、今後についてはやや悪くなる。
,,×,高級レストラン（スタッフ）,・先行き不安から、客が消費を抑える傾向がある。また、中国、台湾からの外国人観光客の入込数も減少しているため、今後については悪くなる。
,,×,観光型ホテル（役員）,・年末年始にかけて北朝鮮情勢が緊迫化することが懸念されるため、外国人観光客の客離れを心配している。
,,×,タクシー運転手,・消費税の再増税に関する話題が報道されるようになったことで、一般消費者の消費マインドの低下が懸念される。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,建設業（従業員）,・ゼネコンが建築現場労務者のキャパシティを超える受注量を抱えているため、年度末竣工を迎える現場の稼働時間が長くなることが見込まれる。
,,○,通信業（営業担当）,・取引先や周囲の企業において、今期業績について明るい見通しの話が多い。
,,○,コピーサービス業（従業員）,・売上や単価が少しずつ上向いてきており、１年前に比べれば明らかに利益が改善してきている。客も価格重視から内容重視に少しずつ変わってきている。
,,○,その他サービス業［ソフトウェア開発］（経営者）,・複数の業種にわたって新規案件が動き始めた。特定の１件だけではなく、複数の案件がみられるが、人手不足が足かせになり、思うように受注できないことが懸念される。
,,□,食料品製造業（従業員）,・この先２～３か月の売上はほぼ変わらない見込みとなっている。前年と比較しても変化がみられない。
,,□,食料品製造業（従業員）,・今のところ、景気が良くなったり、悪くなったりするような要因が見当たらないため、今後も変わらないまま推移する。
,,□,家具製造業（経営者）,・景気が上向くような要因が見当たらない。ただ、関東圏では東京オリンピックに向けてインフラ整備などが活発なことから、受注につながるのは当分先の話になるが、徐々に特需が出てくることを期待している。
,,□,建設業（役員）,・今年度内の工事量はほぼ確定しており、人繰りと工期の問題からこれ以上の年度内工事の受注は難しい。現場配置可能な人員数も限られていることから、この先の受注件数が頭打ちになることは避けられない。
,,□,金融業（従業員）,・今後については、住宅投資の減速が進むほか、観光関連の動きや公共投資もピークアウトすることが見込まれるものの、良好な雇用、所得環境を背景とした個人消費の下支えにより、景気は３か月前と変わらない水準を維持する。
,,□,司法書士,・今後の景気については、急激に悪化することはないものの、良くなる要因も見当たらない。人口が増加し、産業が活性化しない限り、景気は変わらないまま推移する。
,,□,その他サービス業［建設機械レンタル］（総務担当）,・前年の台風被害による復旧工事が一段落したことから、今後、数か月は前年並みの伸びで推移することになる。
,,□,その他非製造業［鋼材卸売］（従業員）,・設備投資案件は、まだ受注物件が残っていることから、今後も好調を維持する。ただ、大手鉄鋼メーカーの品質データ改ざん問題や自動車メーカーの不正検査問題などで、日本のものづくりの根源が揺らいでいることが、今後に向けて心配な要素であり、油断のできない状況下にある。
,,▲,建設業（経営者）,・今後については、冬季に入ることで日照時間や除排雪、暖房養生の関係で稼働が２～３割落ちることになり、採算性も悪くなる。また、新規案件の受注は官民共に年明けからになる。
,,▲,輸送業（支店長）,・期待するようなスポット案件の引き合いもないため、冬を迎えて貨物量が落ち着くことになると見込んでいる。
,,▲,司法書士,・食料品の価格が上昇していること、冬の必需品である灯油の価格が円安の影響で上昇傾向にあること、給与の増加が不確定なことなどから、消費者の財布のひもが固くなることが見込まれる。衆議院選挙の結果を受けて、消費税の再増税が行われる可能性も高まったため、今後の景気回復は望めない。
,,×,－,－
"雇用
関連

(北海道)",,◎,－,－
,,○,人材派遣会社（社員）,・年末年始に向けた人材確保の動きが強まることになる。特に11月中旬からは家電量販店にて販売人材が稼動を始める。各企業では売上が見込めると動き出しており、景気回復が堅調であることがうかがえる。
,,○,新聞社［求人広告］（担当者）,・当地の基幹産業である農業の生産額が過去最高になるとの予測があることで、農業関係者の消費が上向くことが見込まれ、それに伴って雇用環境も上向くことが見込まれる。
,,□,求人情報誌製作会社（編集者）,・求人者側から仕事の注文が多く入っているものの、人材不足から商売を拡大できないとの声もあり、全体的には変わらないまま推移する。
,,□,求人情報誌製作会社（編集者）,・人手不足と求人件数の動きが比例しなくなっている。今後については、求人件数がしばらく停滞することが懸念される。
,,□,求人情報誌製作会社（編集者）,・ここ数年、市内事業所の法人税の納付額がわずかながら増えているようだが、個人消費が伸びてこない。取引先である大型ショッピングセンターからは売上が伸びないとの声が上がっており、撤退を検討する動きも出てきている。
,,□,職業安定所（職員）,・月間有効求職者数が前年を下回り、月間有効求人数が前年を上回る傾向が今後も続く。
,,□,職業安定所（職員）,・新規求人数は増加傾向で推移しているものの、製造業及び介護分野でまとまった数の離職者が生じており、今後の雇用情勢への影響が懸念される。
,,□,職業安定所（職員）,・雇用情勢は高水準で推移しているが、漁業不振の影響により食料品製造業の動向が懸念される。
,,□,職業安定所（職員）,・管内の雇用失業情勢は改善しているが、有効求人倍率が12か月連続で前年を下回っていることから、先行きについてはいまだに不透明感がある。
,,□,学校［大学］（就職担当）,・新卒の求人状況をみると、ホテル業から外食産業、製造業まで幅広く採用意欲が強く、こうした傾向は来年１月頃までは続く。
,,▲,求人情報誌製作会社（編集者）,・求人難が続いているが、アルバイトなどの求人が減少傾向にあり、正社員の求人がその減少分を補っている。そのため、正社員の求人が落ち着くと求人数が急減することが懸念される。
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,衣料品専門店（店長）,・株価の上昇や政局の安定などにより、景気が少し上向いてきていると感じて財布のひもを緩めている客が多いように見受けられる。この状況にけん引されて消費も伸びていくのではないか。また、当業界はこれからコートなどの防寒衣料が動くタイミングでもあるため、更に期待をしている。
,,◎,住関連専門店（経営者）,・年度末にかけて、公共施設の備品、じゅう器などの受注があるため、今月よりも売上が良くなる見込みである。
,,○,商店街（代表者）,・天候に恵まれて来客数が増えている。今後は、寒くなることにより秋物バーゲンや冬物商材の動きも活発化していくとみている。
,,○,一般小売店［医薬品］（経営者）,・今年に入ってから、ほとんどの月で数字が前年を上回っている。客の様子をみても必要な物は進んで買っている状況のため、この良い状況はしばらく続くとみている。
,,○,一般小売店［酒］（経営者）,・年末年始を迎えて、消費者の購買意欲が多少なりとも高まると期待している。この機会をうまく生かせるよう努力をしたい。
,,○,百貨店（経営者）,・衆議院選挙が終了して政治に安定感がみられており、年末年始の商売に対していくらかの好影響が表れることを期待している。また、少しずつではあるものの、店頭では各アイテムのなかでも高価格帯の動きが良くなってきている。
,,○,コンビニ（経営者）,・前年比、前月比からも客の購買意欲は確認できる。この先は、店舗においてどのようにして客の購買意欲を刺激するかが課題である。
,,○,衣料品専門店（店長）,・来年１月に百貨店の閉店が決まっているため、閉店セールによる売上増加を見込んでいる。
,,○,衣料品専門店（店長）,・オリンピックに向けて、スポーツ関連商材の動きが活発化しており、消費者のマインドが明るくなってきている。この流れがビジネス、普段着需要に波及してくれば、今後に期待が持てる。
,,○,乗用車販売店（従業員）,・自動車メーカーの不正検査問題で今がどん底の状態だが、この先は少しずつ良くなるのではないか。
,,○,その他専門店［食品］（経営者）,・年末の書き入れ時のため、今月より悪くはならないとみている。
,,○,その他専門店［ガソリンスタンド］（営業担当）,・今期の冬は寒さが厳しくなる予報のため、灯油を中心とした季節商材の販売量増加を見込んでいる。
,,○,高級レストラン（経営者）,・政権も安定しており、色々なものが少しずつ良くなっていくのではないか。東北の景気は良くないが、全国の景気は良い様子のため、それにけん引されて良くなるとみている。
,,○,一般レストラン（経営者）,・衆議院選挙も終わり政権は安定している。業績の良い会社が多く株価も高値のため、景気が良くなるという期待感がある。
,,○,一般レストラン（経営者）,・今後は忘年会シーズンとなるため、良くなっていくとみている。
,,○,都市型ホテル（スタッフ）,・全国大会、東北地区大会の開催は11月まで続いており、非常に大きな人の流れを生み出している。ここを乗り切れば、県民特有の高単価な宴会が忘年会、新年会と続くため、向こう３か月は非常に盛り上がりをみせるのではないかと期待している。
,,○,旅行代理店（経営者）,・株価が上がっていることもあり、この先の景気は良くなっていくのではないかとみている。ただし、この後の北朝鮮状況や海外のテロを警戒している。
,,○,通信会社（営業担当）,・各企業の好調な業績が続けば、景気も良くなるとみている。
,,○,通信会社（営業担当）,・年末に向けて、映画や音楽の特番が増えるため、有料テレビサービスの利用者増加が見込まれる。インターネットサービスについても、年末年始は利用量が増えるため、固定回線を契約し、自宅のＷｉ－Ｆｉ環境を整える顧客が増えるとみている。
,,○,観光名所（職員）,・今月の単価は、天候に恵まれてさえいればと思わせる数字となっている。来客数があれば前年を上回るかそれ以上の売上となる見込みのため、この先の天候に期待している。
,,○,競艇場（職員）,・この先はボーナス時期であり、年末のイベントも控えているため、それなりに景気は良くなるとみている。今後はツアーなども計画しており、新規客の獲得に力を入れている。
,,○,その他サービス［自動車整備業］（経営者）,・現政権の安定に期待をしている。
,,□,商店街（代表者）,・飲食店の入れ替わりの速さや激しさなどはあるが、全体的な先行きは現状と変わらないとみている。
,,□,商店街（代表者）,・円安株高により表向きは景気が上向いているが、高齢者の多い商店街の景気は変わらない。
,,□,商店街（代表者）,・年末へ向けて売上が伸びる時期であるものの、客の手ごたえがなく、期待はできない。
,,□,一般小売店［医薬品］（経営者）,・株価が良い状態であり、富裕層がお金を使う機会が増えるのではないか。この先３か月も現在の良い状態が続くとみている。
,,□,一般小売店［寝具］（経営者）,・２～３か月先は年末商戦に入るが、今の段階では現状維持が精一杯である。こまめに客回りをして商品アピールをしないと、売上増加にはつながらない。
,,□,百貨店（売場主任）,・上顧客に関してはある程度の購入を見込めるものの、コアターゲットである中間顧客層の動きが鈍く、依然として慎重な購買姿勢に変化がみられていない。
,,□,百貨店（企画担当）,・来客数の減少傾向に変化はなく、売上も微減程度と見込んでいる。若干のプラス要因として、来年１月に予定されている同業他社の閉店がある。
,,□,百貨店（営業担当）,・衆議院選挙も大きな影響を与えるような結果にはならず、落ち着いた商売が続くとみている。また、ここ数回のお中元、お歳暮商戦が比較的好調であったため、今年もお歳暮が引き続き好調に推移すれば、全体の景気を引き上げる契機になる可能性もある。
,,□,百貨店（営業担当）,・個人所得が増えない限り、消費動向にも大きな変化は期待できない。そのため、この先も同様の状況が続くとみている。
,,□,スーパー（経営者）,・衆議院選挙の結果が出たことで、政策予算の執行が進むことを期待している。また、最低賃金の引上げもあり、地方の消費は多少持ち直すのではないか。
,,□,スーパー（店長）,・来客数の減少に加えて、単価も落ち込み傾向にある。年末年始もこの状況は変わらないとみている。
,,□,スーパー（店長）,・客単価はやや良いものの、ここ数か月は来客数の減少が続いている。この先も来客数が増加するような気配はない。
,,□,スーパー（店長）,・７～10月にかけて売上は若干の改善傾向にあるものの、この流れが今後も継続するかは不透明である。
,,□,スーパー（店長）,・隣に競合店がオープンしてから、前年比は一定で推移しており、この先も同様の状況が続くとみている。
,,□,スーパー（総務担当）,・株価は好調であるが、スーパーの現場では景気の良さは特に実感できない。特に大きな災害などがない限りは、現状維持が続くとみている。
,,□,スーパー（営業担当）,・来客数の回復が期待できないため、特売、クーポンなどの販促を投入して売上を確保したいが、景気全体は変わらないとみている。
,,□,コンビニ（エリア担当）,・ボーナス支給や年末催事により売上増加が見込まれるものの、例年どおりであり、大きな変化はないとみている。
,,□,コンビニ（エリア担当）,・現在の変化のない状態が続くとみている。ただし、可能性としては、良くなるよりも悪くなる可能性が高いのではないか。
,,□,コンビニ（エリア担当）,・気温の低下が急激であること、また、週末の台風が多かったことなど、マイナス要因が多かったため、これからもこの状況が払拭されないまま推移するとみている。
,,□,衣料品専門店（経営者）,・富裕層の購買は活発であるが、一般客の財布のひもは固く、この先の冬物の実需期に入っても厳しい状況に変化はないとみている。
,,□,衣料品専門店（経営者）,・職種により業績にばらつきがあり、全体的に景気回復は実感できない。お歳暮商戦では、早期受注に向けて飛び込み戦術を展開中である。
,,□,衣料品専門店（店長）,・株価は上昇しているが、地方には何の影響もなく、買物に対して客は慎重な姿勢である。
,,□,衣料品専門店（総務担当）,・この１年半、販売量は横ばいで推移している。この先も前年を確保するのが精一杯であるとみている。
,,□,家電量販店（従業員）,・売上をけん引するような商品がないため、先行きの状況も変わらないとみている。
,,□,乗用車販売店（経営者）,・来年１～３月に購入を予定している客に対し、年内の購入を勧めているが、なかなか決定的な効果がない。
,,□,乗用車販売店（従業員）,・土日の来客数の動きで景気をみるが、ここしばらく変化がない。悪くもないが良くもなっていないため、この先数か月で状況が変わるとは考えにくい。
,,□,住関連専門店（経営者）,・景気が上向くような要因が見当たらない。
,,□,その他専門店［酒］（経営者）,・特に大きな変動要素がない。地元の農作物の作柄はまずまずのため、売上は例年並みを確保していきたい。
,,□,その他専門店［靴］（従業員）,・生活用品の購入については、かろうじて最低限の安い物が動いているものの、趣味し好の商品は動きが鈍くなっている。
,,□,その他専門店［白衣・ユニフォーム］（営業担当）,・景気が良くないといいながらも、動くものは動いている。値上げの心配もあり安心はできないが、この先も厳しいなりに物は動くとみている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・この先３か月、東北地域では例年よりも気温が高いと予報されているため、暖房用燃料の販売量はさほど増えない見込みである。そのため、良くても現状維持とみている。
,,□,その他小売［ショッピングセンター］（統括）,・駅前を取り巻く集客環境は、この先も好調を維持していくとみている。
,,□,高級レストラン（支配人）,・ここ数か月の販売量、来客数、先行きの予約状況からは、あまり楽観視できない。景気は良くも悪くもなく、横ばいで推移するとみている。
,,□,高級レストラン（支配人）,・先行きの予約状況は例年並みで推移している。
,,□,一般レストラン（経営者）,・秋～冬はレストランのシーズンであるが、予約状況はあまり順調ではない。
,,□,一般レストラン（経営者）,・年末に向けて忘年会の予約が入ってきている。そのため、フリー客が減少しても、トータルでは現状維持となるとみている。
,,□,観光型ホテル（経営者）,・秋の観光シーズンは、台風の影響でキャンセルなどが発生しており、来客数も今一つ伸びていない。忘年会、新年会の予約も前年を下回っている。
,,□,観光型ホテル（スタッフ）,・来客数は好調であるが、単価が伸びない状況が続くとみている。
,,□,観光型旅館（経営者）,・衆議院選挙が終わったが、経済が上向きになるような要因に乏しく、状況は変わらないとみている。
,,□,都市型ホテル（スタッフ）,・忘年会、新年会などの予約は例年どおりに推移している。
,,□,旅行代理店（従業員）,・衆議院選挙の影響は少なからずあり、この先２～３か月の先行受注状況をみても、海外の情勢不安が完全に払拭されない限り、客の様子見の状態が続くとみている。
,,□,通信会社（営業担当）,・台風災害や復興の遅れ、建設業界の人手不足、観光産業の低迷など厳しい状況が続いている。衆議院選挙も終わり今後の政府の施策が鍵となるが、地方創生の論議も薄れており、都市部と地方の格差が広がっている。中小企業への支援がないと経済が活性化しないとみている。
,,□,通信会社（営業担当）,・先行きの景気が好転するような材料に乏しい。
,,□,通信会社（営業担当）,・客はコスト削減の話ばかりであり、株価は上がっても景気回復の実感はない。
,,□,通信会社（営業担当）,・景気が良くなる要因が見当たらない。
,,□,テーマパーク（職員）,・毎月の買上単価が上がらないため、この先も変わらないとみている。
,,□,遊園地（経営者）,・この先は、オフシーズンとなる。また、不安定な国際情勢や消費税増税が、消費を冷やさないか心配している。
,,□,美容室（経営者）,・美容室業界では、景気の影響は良くも悪くも１年くらい遅れて表れる。そのため、しばらくは横ばいの状態が続くとみている。
,,□,住宅販売会社（経営者）,・状況に大きな変化がないため、狭小の宅地造成を計画し、受注を伸ばす計画である。
,,□,その他住宅［リフォーム］（従業員）,・最近の冬が暖冬傾向のため、冬季需要である断熱窓工事が前年実績を下回っている。
,,▲,一般小売店［医薬品］（経営者）,・建築関係の知人からは、震災需要が一段落していると聞いている。過去の店頭売上はこのような業種の客によるものであるため、今後は更に売上は悪化していくとみている。
,,▲,百貨店（買付担当）,・来客数の減少は気温の低下が大きな要因となっている。景気は今後も天候に左右されるのではないか。
,,▲,スーパー（営業担当）,・競合店の出店が続いており商圏が小さくなっている。販促策を強化しても既存店で前年の数字を維持することは極めて難しい。また、新店を出店するとしても、求人に対する応募が少なく、時給を上げても状況に変化がない。転職者も増加傾向にあり、経営環境は一段と厳しくなっている。
,,▲,コンビニ（経営者）,・現在の客の動きの鈍さからも、この先年末年始にかけて良くなるとは考えにくい。景気は少しずつ落ち込んでいくのではないか。
,,▲,コンビニ（経営者）,・最低賃金の上昇により人件費が増大するため苦しくなる。
,,▲,コンビニ（店長）,・10月は週末ごとに天候が悪く、行楽客を中心に来客数が落ち込んでいる。ただし、そのほかにも夜間の来客数が減少していることから、客が買物を控えている様子がうかがえる。
,,▲,コンビニ（店長）,・冬の間は光熱費が高騰する。また、除雪代の支払や来客数の減少により毎年厳しい状況となる。さらに、10月から始まる最低時給の上昇により、今年の経営はかなり厳しくなるとみている。
,,▲,衣料品専門店（経営者）,・他店では冬物セールが始まるため、販売量はますます減少するとみている。
,,▲,家電量販店（店長）,・ガソリンなどが値上がりしており、電化製品の買い控えがみられている。この先景気が良くなるとは言い難い。
,,▲,乗用車販売店（経営者）,・天候不順、農作物の不作、魚介類の不漁の影響、震災復興事業が終了に近づきつつあることなどによる、地域経済の減退を懸念している。
,,▲,住関連専門店（経営者）,・この先は正月を控えており、仏具商品の販売量は減少するとみている。
,,▲,一般レストラン（経営者）,・２～３か月先は忘年会、新年会などがあるが、前年と比べても予約の状況は良くない。
,,▲,都市型ホテル（スタッフ）,・来月以降の予約も厳しい状態である。
,,▲,旅行代理店（店長）,・10～11月は受注件数が伸びているが、12月以降は国内、海外旅行の予約件数はどちらも前年を下回っている。
,,▲,観光名所（職員）,・冬に入り、寒さや雪で外に出かける機会が減るため、来客数は減少するとみている。
,,×,商店街（代表者）,・客は景気の先行きにかなり悲観的になっている様子である。来客が全くないという状態も出始めており、不景気の真っ最中という雰囲気である。
,,×,スーパー（経営者）,・可処分所得の伸び悩みもあり、消費者には、先行きの景気に対する漠然とした不安感があるとみている。
,,×,観光型旅館（スタッフ）,・冬が近づくにつれて、客は南に行ってしまうことから、来客数は減少するとみている。
"企業
動向
関連

(東北)",,◎,－,－
,,○,金属製品製造業（経営者）,・新規の引き合いが増えてきており、先行きに期待が持てる。
,,○,電気機械器具製造業（企画担当）,・半導体電子部品が搭載されるシステム製品の開発が好調であり、半導体部品の開発スパンを短縮する必要があるほどの状況が続く見通しである。
,,○,輸送業（経営者）,・物量の増加と倉庫利用の増加が見込まれているものの、石油製品の値上げも見込まれているため、先行きに不透明感がある。ただし、全体的な景気は上向くとみている。
