,,□,コンビニ（エリア担当）,・４月から一部のたばこの値上げなどもあり、客の節約志向がより強まることになる。
,,□,コンビニ（エリア担当）,・当地での公共事業が減っており、それに伴い売上も前年と比べて減少することが懸念される。ただし、３月の売上は前年を上回っているため、今後の動向が変わる可能性もある。
,,□,コンビニ（エリア担当）,・当地は農業や漁業に多く依存するエリアであり、今のところ上向く要素が見当たらない。前年の台風の影響は今後も続くとみられる。
,,□,コンビニ（オーナー）,・２月のプレミアムフライデーは来客数が減少し、当日限定のプレミアム品も売上アップにつながらず、当店にはプレミアムフライデーの効果がみられなかった。今後についても、プレミアムフライデーなどの効果を期待できないことから、変わらないまま推移する。
,,□,衣料品専門店（店長）,・客の様子に変化がなく、来客数の伸びもみられないことから、今後も変わらない。
,,□,家電量販店（店員）,・３月末の来客数が少し落ち込んでおり、今後に向かっての期待感がみえない。
,,□,乗用車販売店（経営者）,・先行指標である新車の受注台数は、高水準であった前年同月と同様の水準を引き続き維持できていることから、この傾向は当面続く。
,,□,乗用車販売店（経営者）,・現状では今以上に良くなる要素が見当たらないため、今後も変わらない。
,,□,乗用車販売店（従業員）,・将来に向けての明るい兆しがないため、今後も変わらない｡
,,□,乗用車販売店（従業員）,・新卒採用など、各企業の動きは活発であるが、賃金については定期昇給しか見込めないため、景気は現状維持のまま推移する。
,,□,自動車備品販売店（店長）,・競合店も含めた第１四半期の業界動向は、商品の販売個数こそ前年を上回っているが、金額では前年の98％と見込まれている。ドライブレコーダーやレーダーなどを中心に客単価の下落が進んでおり、今後も厳しいまま変わらない。
,,□,その他専門店［医薬品］（経営者）,・客にとって、健康相談は病院でするものであり、ドラッグストアではできないという変な図式ができているため、対応できる個店もあることをみせていかない限り、今後の景気は変わらない。
,,□,その他専門店［造花］（店長）,・景気を上向かせるような政策がないため、今後も変わらない。
,,□,高級レストラン（経営者）,・消費者の活気がないようにみえる。また、国有地売却関連の影響で現政権の支持率が下がるような動きがみられたほか、米国の新大統領の政策の動向が不透明なことで株価への影響もみられるなど、景気が良くなるような材料が見当たらないことから、今後も変わらない。
,,□,高級レストラン（スタッフ）,・今後については、予約こそ入ってきているが、利用人数、客単価とも目標以下であり、売上があまり見込めない。また、ゴールデンウィーク期間を除けば、観光もまだ閑散期であり、景気が上向く要素は見当たらないため、変わらないまま推移する。
,,□,旅行代理店（従業員）,・３か月前よりも景気は良くなっているが、景気が回復しているとまでは言い切れない水準であるため、２～３か月後も今の上向き傾向が継続するとはいえない。ただ、景気が悪くなることも考えられない。
,,□,旅行代理店（従業員）,・先行の申込件数が例年と大きく変わらず、特殊要因も見当たらないため、今後の景気も変わらないまま推移する。
,,□,旅行代理店（従業員）,・劇的に景気が良くなるような要素はないため、今後も景気は変わらない。ただ、店頭での客の反応から、何となくではあるが、良くなる方向になってきつつある。
,,□,タクシー運転手,・全体的に前年並みの予約状況であるため、今後についてもあまり変わらない。
,,□,タクシー運転手,・乗務員不足の影響で、現状維持が精一杯の状況であるため、今後も変わらない。
,,□,タクシー運転手,・身の回りなどに変化があまり見当たらないため、今後も変わらない。
,,□,タクシー運転手,・夏場の観光需要に期待しているが、今の状況から判断して、今年度への期待はあまり持てない。景気対策が一番の問題である。
,,□,通信会社（社員）,・業界的には、景気の動向に直結するような動きがみられない。今後については現状維持のまま推移する。
,,□,観光名所（従業員）,・これまで北海道新幹線の開業効果が地元経済をけん引してきたが、今後については次第に効果が薄れていくことになる。一方、航空路線ではＬＣＣが好調で、延長運航を決めた路線もあるなど、プラスの効果が見込めることから、総じてプラスマイナスゼロで推移することになる。
,,□,観光名所（職員）,・外国人観光客の増加などを要因として、一定の好調を維持している。ただし、アジア圏からの観光客が主であるため、今後の海外情勢などの変化を注視していく必要がある。
,,□,美容室（経営者）,・すでに３月の売上が好調であり、今後、これ以上に売上が良くなることは難しいとみられるため、当分は同じような状況が続く。
,,□,美容室（経営者）,・３月は１年間の中でも繁忙期に当たる時期であり、前年並みの売上となったが、この後、２～３か月は大きな催事もないため、景気は変わらないまま推移する。
,,□,美容室（経営者）,・客の様子から、子供や孫に対しては惜しみなく支出するが、その分、自分が何かを我慢していると感じることが多いため、景気は今後も変わらない。
,,▲,百貨店（役員）,・今後、３か月は１年の中で最も売上の下がる時期となるため、来客数及び買上客数の減少傾向、客単価の低下傾向が更に進むことになる。
,,▲,スーパー（企画担当）,・今年に入ってから、来客数の前年割れが続いている。一方で買上点数は伸びていない。店頭現場での実感としては、スーパーに行くとどうしても必要でないものまで買ってしまうため、極力買物を控えようという傾向が表れていることがうかがえ、今後については景気がやや悪くなることが懸念される。
,,▲,スーパー（役員）,・水産業の不振が続いている。イカ、ホッケ、ホタテなど、中心となる魚種が特に不振であり、地域全体に影響が出ている。
,,▲,乗用車販売店（従業員）,・例年、これから４～６月にかけて販売量が漸減し、７～９月にかけて盛り返すという動きとなるため、今後については、販売量がやや減少することになる。新型車の販売予定がないことも影響する。
,,▲,高級レストラン（スタッフ）,・今後については、新年度を迎えて間もない時期であり、企業の出張など、人の動きが活発化するまで時間がかかることになる。前年も大きな動きがみられなかった時期であるため、景気はやや悪くなる。
,,▲,住宅販売会社（経営者）,・先行指標である株価の動きが悪いことに加えて、人手不足に伴う企業の人件費負担増も懸念されるため、先行きについては厳しくなる。
,,▲,住宅販売会社（経営者）,・現在、分譲マンション市場では需給関係が悪く、完成在庫の値引きが始まっているなど、景気が好転するような材料が見当たらない。
,,×,コンビニ（エリア担当）,・当地の漁の状況が悪く、回復する見込みもないことから、今後の景気回復は厳しいとみられる。競合店の出店が予測されることもマイナスである。
,,×,観光型ホテル（役員）,・今後も引き続き円高が続くとの懸念から、外国人観光客の予約状況が鈍く、今後の景気は悪くなる。
,,×,タクシー運転手,・例年、４月になるとタクシーの利用が激減しており、今年も暖かくなるとともにタクシーの利用が減り始めている。また、３月までの実績をみると、乗務員不足の影響で減収が続いており、しばらくは同様の状況が続くとみられることから、今後の景気は悪くなる。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,食料品製造業（従業員）,・北海道以外の会社から当社の商材を販売したいとの問い合わせが増えていることから、今後についてはやや良くなる。
,,○,建設業（経営者）,・新規の公共工事がかなり発注されており、まだ工事は未着手だが手持ち工事量はかなり積み上がっている。今後、建築工事も官民それぞれで発注が本格化し、ゴールデンウィーク明けには工事が始まるとみられることから、景気はやや良くなる。
,,○,コピーサービス業（従業員）,・働き方改革を進める企業が非常に多く、働き方の改善につながるような設備投資についても様々な方面から検討を始めていることから、今後については景気がやや良くなる。また、働き方改革により、従業員のプライベートな時間が増えることになれば、消費にも影響が拡大していくことになる。
,,○,その他サービス業［建設機械リース］（支店長）,・災害復興工事が本格的に始まり、商談、引き合いが増加していることから、今後の景気はやや良くなる。
,,□,食料品製造業（従業員）,・今後の受注予定で、販売量の大幅な増加につながるような案件が見当たらないため、今後も変わらない。
,,□,家具製造業（経営者）,・あまりにも外部要因に起因する不安要素が多いため、ユーザーの消費行動が慎重であり、今後も景気は変わらない。
,,□,輸送業（支店長）,・季節的に今よりも輸送量の増える時期ではあるが、スポット輸送の見積量が期待ほどではないことから、今後も景気は変わらない。また、燃料油の価格が不安定であることから、収支面での不安も拭えない。
,,□,通信業（営業担当）,・現在の販売量とその単価、並びに商談中の案件規模、予算などの動きから、景況感は現在と同様のやや良い状況で推移する。
,,□,金融業（従業員）,・道南ではホテル、旅館を中心に、前年の北海道新幹線の開業効果の反動減がみられ始めている。ただ、反動減が道内景気を下押しするものの、公共投資が下支えすることになり、３か月前と比較して景気は変わらない水準で推移する。
,,□,司法書士,・北海道特有の季節的な問題もあり、今後については、建物の建築、土地取引などの動きが上向いてくるとみられるが、景気が良いと判断できる水準まで上向くとはいえない。
,,□,司法書士,・国の予算が成立したが、これにより景気回復が進むのはまだ先の話である。また、実際に景気回復につながるかを見極める必要もある。
,,□,その他サービス業［建設機械レンタル］（総務担当）,・ここ数か月、受注量が前年比110％程度で推移しており、今後も同様の状況がしばらく続く。
,,▲,建設業（従業員）,・年度末に実施された大型建築工事の入札において、厳しい予定価格のため、不落が予想されたにもかかわらず、建築、設備とも落札されており、今年度、特に後半の仕事量が不足していることが裏付けられた。
,,▲,その他サービス業［ソフトウェア開発］（経営者）,・計画している案件について、予算規模を縮小して続行するケースや、当初増額予定だったものを現状維持で続行するケースが増えている。また、投資意欲が消極的になっているとの発言を耳にする機会も増えている。これらのことから、今後の景気はやや悪くなる。
,,▲,その他非製造業［鋼材卸売］（役員）,・３月の売上が好調なことの反動で、２～３か月先の販売量の減少が懸念される。
,,×,－,－
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・人手不足ではあるものの、企業の求人意欲は旺盛であり、経済活動が前向きなことから、今後についてはやや良くなる。
,,○,新聞社［求人広告］（担当者）,・前年の台風被害に伴う復旧工事の土木建設関連の受注増が見込まれること、観光客の入込増加が見込まれることがプラス要因となり、今後の景気はやや良くなる。
,,○,学校［大学］（就職担当）,・前年の新卒採用において、企業が必要な人数を充足できなかったこともあり、今年はどの企業も動きが早く、活発である。また、新卒の採用予定人数も増えている。企業が将来の不景気を想定していれば、人件費圧縮の方向に向かうことになるが、現状からはそれなりの好景気を見越しているとみられ、今後についてはやや良くなる。
,,□,人材派遣会社（社員）,・北海道は雪解けに伴い経済活動が活発になるため、今後、求人依頼は更に増えることになる。特に建設業関連、販売関連で人材の依頼が増えることになる。しかしながら、若い層は、フル勤務の仕事よりも短期単発の仕事を好み、対人相手の仕事を敬遠するなどの傾向がみられることから、サービス業では人材の調達に苦戦する状況が続きそうである。
,,□,人材派遣会社（社員）,・現状から、今後、３か月程度の期間では求職者の動きは変わらない。
,,□,求人情報誌製作会社（編集者）,・人手不足が続いている飲食業や小売業などでは、求人を控えるような動きもみられるが、全体的に大きな動きはみられない。
,,□,職業安定所（職員）,・新規求人数の動きを前年と比較すると、事務的職業と介護サービスでは、派遣求人が２か月連続で減少する一方で、正社員、パート求人が２か月連続で増加している。そのほか、医療関係と社会福祉関係では、技術者が減少から増加に転じたほか、建設土木技術者では２か月連続で減少、商品販売では増加から減少に転じるなど、職業間でばらつきがみられる。ただ、全体的にはパート求人が増加傾向、派遣求人が減少傾向で推移しているものの、全体の増減数が少ないことから、今後、しばらくは大きな変動はないとみられる。
,,□,職業安定所（職員）,・有効求人倍率が1.00倍と１年９か月連続で１倍超えの高水準が続いているため、今後も変わらないまま推移する。
,,□,職業安定所（職員）,・新規求人数については、企業進出や事業拡大に伴う人員確保の情報もないことから、引き続きここ３か月と同様の水準で推移する。一方、有効求職者数についても、引き続き高い水準で推移すると見込まれることから、今後の雇用情勢に大きな変化はみられない。
,,□,職業安定所（職員）,・観光業については夏場までは好調に推移するとみられるが、水産加工業や建設業については廃業や人員整理もあり、全体では横ばいでの推移となる。
,,▲,求人情報誌製作会社（編集者）,・今後の景気は不透明ではあるが、人材不足の状況に変わりはないため、企業の求人意欲は高いまま推移する。また、制度や待遇を充実させて、人材を定着させようという動きも活発になるとみられる。
,,▲,求人情報誌製作会社（編集者）,・求人件数が減少しているため、今後についてはやや悪くなる。景況感が良くないこともあるが、人手不足感が強く、何をしても人が応募してこないことが大きな要因となっている。
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,コンビニ（店長）,・雪が解けて除雪代の支払が終わるため、経費的にかなり楽になる。また、夏に向けて徐々に売上も増加するので景気も良くなるとみている。
,,◎,衣料品専門店（経営者）,・暖かくなれば、来客数も増えると見込んでいる。
,,◎,衣料品専門店（店長）,・数年前と違い、今は安ければ安いほど良いという状況ではない。必要なものを必要なだけ買うなど、多少財布のひもが緩んできているように見受けられる。単価の動きにおいても、デフレ的な価格のものはあまり売れなくなってきており、景気は前向きになってきているのではないか。
,,◎,タクシー運転手,・現在の状況から、景気が悪くなるような原因は見当たらない。これからは桜も咲いて、消費者は買物をしたくなるような気分になる。また、新幹線において当地域の駅で降りる客は多い。景気の先行きにおいて、マイナスの要因はない。
,,○,商店街（代表者）,・５月からは商店街でも本格的にイベントが展開される。この先少しずつ暖かい気候になれば、来客数が増えることにより、売上増加が大いに期待できる。
,,○,一般小売店［書籍］（経営者）,・しばらくは商品が動く見込みであり、全体的な景気は上向き傾向にある。
,,○,一般小売店［寝具］（経営者）,・４月からの新年度に向けて、商品が動くことを期待している。
,,○,一般小売店［雑貨］（経営者）,・農業や園芸関係が動く時期のため、良くなるとみている。
,,○,百貨店（営業担当）,・前年の駅前地区の新店オープンにより一時期顧客が流れていたが、１年を経過して顧客が戻りつつある。売上も前年減少した分の反動でプラスになると見込んでおり、来客数も一時期の落ち込みから徐々に回復してきている。このことで、今後前年を上回ることが見込まれている。
,,○,百貨店（経営者）,・新しい客の増加や、貴金属品を中心に高額商材の動きもあり、回復への期待を待っている。ただし、百貨店の主力アイテムである衣料品の動きに下げ止まり感がなく、依然として厳しい状態が続いている。
,,○,コンビニ（経営者）,・新規オープン後半年が過ぎて、ようやく認知度が高まってきている。フリーの来客数が増加傾向であり、春休みも加わって若年層の来店が目立っている。今後も少しずつではあるが、買上点数と客単価は上昇していくとみている。
,,○,コンビニ（エリア担当）,・競争環境を含めた外的要因は変わらないものの、消費行動は回復していくとみている。
,,○,コンビニ（エリア担当）,・被災地域以外の状況は、若干ではあるが改善傾向に向かっている。しかし、まだまだ客の財布のひもは固く、低価格商品を購入する状況が続くとみている。
,,○,衣料品専門店（経営者）,・客との会話から、少しは春物を購入する動きが出てくるとみている。ただし、消費者は依然として消費に対して消極的であり、古い服を修理して再利用するなどしており、一時期のような集客は見込めないのではないか。
,,○,その他専門店［食品］（経営者）,・あくまで今月と比べてではあるが、春めいてくるため、人の動きは良くなるとみている。
,,○,高級レストラン（支配人）,・例年の同時期に比べて、予約などの問い合わせや申込が多く、客の消費に対する動きは活発である。
,,○,一般レストラン（経営者）,・市場に仕入に訪れる人に動きがみられている。暖かくなって人の動きも出ており、客の様子からも景気はだんだんと良くなるとみている。
,,○,観光型ホテル（経営者）,・先々の予約状況からも、今月よりはやや良くなるとみている。
,,○,観光型旅館（スタッフ）,・前年と比較して、予約申込件数が増えている。
,,○,都市型ホテル（スタッフ）,・４月から３か月続く大型観光キャンペーンの重点販売地域に当県が入っている。また、新幹線の20周年記念などイベントが目白押しである。当ホテルにも好影響が表れることを期待している。
,,○,都市型ホテル（スタッフ）,・桜の開花に伴い、宿泊やレストランを利用する客が増えることを期待している。
,,○,都市型ホテル（スタッフ）,・今月からレストランでデザートフェアをやっている。前年よりも料金を上げたにもかかわらず、来客数が落ちていない。このイベントは来月以降も開催する予定である。特に女性の来客数が多くなっているため、期待をしている。
,,○,旅行代理店（店長）,・春の行楽や、大手私鉄の特急の延伸運転などに期待をしたい。
,,○,通信会社（営業担当）,・入学や就職が通信業界や家電業界に寄与するところが大きいため、４～５月の消費動向は上向くとみている。また、これからは中小企業の投資が鍵となるのではないか。案件は多数あれどなかなか結果に結びつかないものの、経営者からは意欲が感じ取れる。
,,○,通信会社（営業担当）,・節約志向が高まっており、消費に力強さはみられない。ただし、有料テレビやインターネットなどの家の中の消費需要は引き続き高まっているため、もうしばらくは期待が持てる。
,,○,観光名所（職員）,・例年以上に様々な集客イベントを計画しているため、期待をしている。
,,○,その他サービス［自動車整備業］（経営者）,・この先の景気は安定しているとみている。
,,□,商店街（代表者）,・2000年からの17年間は下り坂のほうがはるかに多かったが、ようやく安定の方向に進んでいるのではないか。格差の拡大などいろいろ言われているが、日本人の多様力は見事であるといえる。商売も創意工夫で荒波を乗り切っていきたいものである。
,,□,商店街（代表者）,・新年度がスタートするなど動きが活発になるこの時期に、それを受け止める業種業態の整備が遅れており、苦戦が続いている。
,,□,一般小売店［医薬品］（経営者）,・客の動向、販売量、来客数をみても良いため、今月ほどではないものの、好調な状態が続くとみている。
,,□,百貨店（売場主任）,・消費者の購買意欲は依然として低調のままで推移しており、春のファッションに対する関心も例年より低い様子である。生活防衛志向が強く、ヤングミセス、ミセスゾーンの顧客は、自身の身の回りに対する関心が薄れているように見受けられる。
,,□,百貨店（総務担当）,・客との会話からもこの先の景気が急激に良くなるとは考えにくい。初任給も例年とそれほど変わらず、給料も変わらないという話がでていることから、２～３か月先の景気に変化はないとみている。
,,□,百貨店（企画担当）,・売上、来客数共に、前年割れで推移している。ただし、マイナス幅に大きな変動はなく、この先環境が大きく変わる要素は見当たらない。
,,□,百貨店（営業担当）,・地方では個人所得の向上が見込まれないため、大きな景気の変化は期待できない。
,,□,百貨店（買付担当）,・商品選択の二極化は継続しており、客も用途によってしっかり買い分けをしている。
,,□,スーパー（経営者）,・景気が良くなる理由も悪くなる理由も見当たらない。雇用が安定していれば悪くはならないとみている。
,,□,スーパー（経営者）,・４月は、原油価格の上昇や為替の影響などから値上げする商品がある。また、公共料金の一部値上げ、社会保険料も若干増えそうであり、消費環境は芳しくない。国の予算の成立、完全失業率の低下、有効求人倍率の上昇などにより、所得改善や消費の改善を期待しているが、その効果が表れるには時間を要するとみている。
,,□,スーパー（店長）,・消費者は相変わらず節約志向であり、客の話からも広告品などを買い回っているとのことである。
,,□,スーパー（店長）,・４月にも競合店の出店予定があり、更に競争が激しくなる見込みである。商圏内の世帯数、人口が変わらないなかで、今後も販売店の増加が続くため、長期的には企業収益の低下が懸念される。ただし、近い将来においては大きな変化はないとみている。
,,□,スーパー（総務担当）,・米国大統領の動きで、円相場や株式相場が左右されるのではないか。ガソリンも値上がり傾向であり、当面は様子見の状況が続くとみている。
,,□,コンビニ（経営者）,・客からもあまり景気の良い話を聞かない。
,,□,コンビニ（エリア担当）,・この先、景気が大きく変化するような要因が見当たらない。
,,□,コンビニ（店長）,・公共関係、役所関係の仕事をしている人の話を聞いても、３月は普段よりも予算が少なかったせいか、仕事も少なかったと聞いている。行政が仕事をストップしているのか、道路工事も少なかったようにみえる。理由は良くわからないが、この傾向は今後も続くのではないか。また、単価も引き続き低い状態が継続するとみている。
,,□,コンビニ（店長）,・低価格帯の商品が売れる傾向は、強まるとともに今後も継続するとみている。
,,□,衣料品専門店（経営者）,・必要な時に必要なものしか買わないという購買行動は、この先も変わらない。
,,□,衣料品専門店（経営者）,・冬物を購入した客に夏物の販売を強力に推し進めている。企業の採用も順調なようなので制服などの販売に期待している。
,,□,衣料品専門店（店長）,・一般ビジネス衣料は前年並みで推移しており、今後も買い控えが続くとみている。
,,□,衣料品専門店（総務担当）,・この１年間は前年比90％の状態が続いている。景気が良くなる気配がないため、この状態がこの先も続くとみている。
,,□,家電量販店（店長）,・新事業を立ち上げるなど、売上改善策を講じているが、効果が出ていない。
,,□,家電量販店（店長）,・来客数、客単価の落ち込みが続いている。
,,□,家電量販店（従業員）,・夏物商材など、天候に左右される商品がどう動くかによって変わる。夏が寒く夏物商材が動かない場合は大変厳しい結果になるのではないか。
,,□,乗用車販売店（経営者）,・景気の先行きが読めない状況である。
,,□,乗用車販売店（従業員）,・土日の店頭の営業などにおいて、新規客や既存客の動きをみてもずっと変化がないため、今後もそれほど景気が良くなるとは考えにくい。
,,□,住関連専門店（経営者）,・仏具販売店において、急な売上増加は見込めない。付加価値を高めて利益を上げていく形態をとっていくつもりである。ただし、景気自体にはあまり変化はないとみている。
,,□,住関連専門店（経営者）,・現在の状況が好転する材料がないため、この先景気は変わらないとみている。
,,□,その他専門店［酒］（経営者）,・選挙など、地方の売上に影響が出そうな行事が終わっており、景気は落ち着くとみている。
,,□,その他専門店［酒］（経営者）,・現状では何も変わる要素がなく、ただただ耐えるしかない。都市部ではプレミアムフライデーが実施されていたが、当地域周辺ではどこかよその話という捉え方でしかない。どこか置いてきぼりをされたような感じが否めず、ますます地方と都市部の様々なところでの格差が激しくなるとみている。
,,□,その他専門店［靴］（従業員）,・低単価商品か、値下げした商品しか動かない印象がある。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・需要構造が変化しており、暖房に占める石油製品の割合が低下し電気に移行しているため、長期にわたり需要が減少してきている。少ない需要を分け合っていかざるを得ないため、業界全体が縮小していくことが見込まれる。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・この先期待できるような要因が見当たらないため、景気は良くも悪くも変わらないとみている。
,,□,高級レストラン（支配人）,・この先の予約状況からも景気が良くなるような動きはない。今月は前年並みで推移しているが、先行きは不透明である。
,,□,一般レストラン（経営者）,・現在の政治の状況が不安定であるが、解散の見込みはなく、景気についても特に影響はないとみている。
,,□,一般レストラン（経営者）,・現在の予約状況からは、２～３か月先もさほど盛り上がらないとみている。ただし、１～２月よりは改善がみられているため、今月並みの数字が継続することを期待している。ワインを飲む客が減少するなど、レストラン離れの状況は基本的に変わらない。そのため、かなりの企業努力をしていかなければならない。
,,□,一般レストラン（経営者）,・エリア内での客の取り合いはあるが、景気に対する影響はほとんどない。全国レベルの大きな大会が増えないかぎりは、エリア内での景気の活性化には結びつかないとみている。
,,□,スナック（経営者）,・３月は送別会シーズンであるが、思ったほど客足が伸びず、団体客もあまり見込めない状況で終わりそうである。そのような状況をみると、４月の歓迎会シーズンやその他のケースでも団体客はあまり動かずに難しい状況が続くとみている。
,,□,観光型旅館（経営者）,・相変わらず景気が上向くような要因がなく、また、景気の良い話も聞こえてこない。
,,□,都市型ホテル（スタッフ）,・来月以降の予約状況も前年並みのため、景気は変わらないとみている。
,,□,都市型ホテル（スタッフ）,・予約状況が好調に推移し始めている部門はあるが、全体的には大きな伸びはみられていない。フリー客の来客数増加や各部門での予約受注の増加がみられないため、先行きも現状のままで推移するとみている。
,,□,旅行代理店（経営者）,・ゴールデンウィークもあるため期待をしている。ただし、業界的にも、前年ほどの伸びはないとみている。
,,□,旅行代理店（従業員）,・店頭による国内旅行、海外旅行の申込は減少傾向にあるが、インターネットでの受注状況は好調である。ただし、頻繁に発生している海外情勢の不安から、今後しばらくは状況に変化はないとみている。
,,□,通信会社（営業担当）,・政府の今後の動向が不透明であり、景気が向上するような材料が見当たらない。
,,□,通信会社（営業担当）,・景気に大きな影響を及ぼすような要因が、見当たらない。
,,□,通信会社（営業担当）,・どの顧客を訪問しても、厳しい話になってしまう。
,,□,テーマパーク（職員）,・今月は買上単価がやや良くなったが、この状態が今後も続くとは考えにくい。
,,□,遊園地（経営者）,・個人消費に力強さが感じられないが、イベントなどにより前年並みの売上を確保していきたい。
,,□,美容室（経営者）,・固定客の再来店率は前年並みであるが、新規客は少ない。消費者の財布のひもが固い状態は、今後も続くとみている。
,,□,美容室（経営者）,"・価格競争相手として、身近に1,000円ヘアカットが増えている。客の財布のひもが固くなっており、安い方に傾いている。"
,,□,住宅販売会社（経営者）,・一般建築の受注は拡大しているものの、住宅に関しては大きな伸びが見込めない。
,,▲,商店街（代表者）,・法人関係の予約が少なく、４月にはほとんど入っていない。この先の景気はかなり悪くなるのではないか。
,,▲,商店街（代表者）,・プレミアムフライデーなどの景気回復策による効果が期待できない。
,,▲,一般小売店［医薬品］（経営者）,・医薬品を定期購入していた客層の多くが、高齢化により施設に入ったり、入院したりしている。このような方々は、積極的な消費行動はとらないことから、社会全体として消費活動は低調になるとみている。
,,▲,百貨店（売場担当）,・本来の３月の売上の核となるはずのオケージョン需要において、売上が不振となったことが、全体の売上に大きく影響している。実際に動員の仕掛が成功したのは常顧客の実績によるものであり、フリー客の増加は依然厳しいとみている。
,,▲,スーパー（店長）,・当店の隣接地に競合店が出店する。周囲の競合店も価格で対応していくため、数値のほうは厳しくなるとみている。
,,▲,スーパー（営業担当）,・現状では景気が回復するような政策が見当たらない。既存店の売上推移は過去３年間ほぼ同じで緩やかな低下傾向が続いている。また、競合激化による来客数の減少は今後も続く見込みのため、既存店で前期実績をクリアすることは非常に厳しくなっている。
