,,□,コンビニ（店長）,・７月の売上が伸びたことは天候による部分が大きかったため、今後についてはまだ様子見が必要である。
,,□,衣料品専門店（店長）,・来客数も客単価も苦戦しているため、今後も景気は変わらない。
,,□,家電量販店（店員）,・エアコン、扇風機などの夏物商材が例年以上によく売れたため、８～９月に反動が出ることを懸念している。
,,□,乗用車販売店（経営者）,・今以上に景気が良くなる要素が見当たらないため、現状維持の状態が続く。
,,□,乗用車販売店（従業員）,・今後も販売量は前年並みで推移する。最低賃金の引上げが行われたとしても、正社員の給与には影響がないため、高額商材への影響はあまりないとみられる。
,,□,その他専門店［医薬品］（経営者）,・来客数が激減している状況から、営業展開や業態のあり方を含めて、見直しが必要になってきている時期を迎えている。
,,□,高級レストラン（スタッフ）,・客の予約状況が例年並みに回復してきている。
,,□,旅行代理店（従業員）,・他社も含めて農家の動きが良いとの話があるため、前年の台風のような天候要因がなければ、現在の回復傾向が続くと期待できる。
,,□,旅行代理店（従業員）,・景気が良くなるような材料がないため、今後も変わらない。
,,□,タクシー運転手,・乗務員不足をなかなか解消できそうにないため、今後もタクシーの稼働率が前年を大きく下回る状況が続き、会社の売上もしばらくは前年を下回って推移することになる。
,,□,タクシー運転手,・外国人観光客の入込が増えていることから、今後の利用増加を期待している。
,,□,タクシー運転手,・この先については、イベント関係での予約や問い合わせが多いものの、観光での予約や問い合わせが少ないことから、全体としては変わらない。
,,□,タクシー運転手,・イベントや観光、公共事業の動向が例年どおりであり、特にこれといって景気を左右するような状況が見当たらない。
,,□,タクシー運転手,・地域全体的に景気回復の兆しがみえないことから、今後も現在の状況と変わりなく推移する。
,,□,観光名所（従業員）,・北海道新幹線の開業効果の鈍化が引き続きマイナス要因としてあるものの、外国人観光客が増加傾向にあること、今後の好天が見込まれることがプラス要因となり、全体的には変わらないまま推移する。
,,□,観光名所（職員）,・７月の来場者数は前年並みとなったものの、悪天候が要因と考えられるため、今後の動向を注視している。
,,□,パチンコ店（役員）,・景気が良くなる要因も悪くなる要因も見当たらない。
,,□,美容室（経営者）,・売上が前年から３％程度増加している状況を維持していることから、今後も同じような傾向が続く。
,,□,美容室（経営者）,・人手不足が深刻である。スタッフが定着しないし、初任給も上がるばかりで他者の景気まで気にしていられない状況にある。
,,▲,商店街（代表者）,・夏まつりも終了し、イベントなどの小休止期間となるため、地元住民による中心市街地での売上増加は見込めない。観光客は当市周辺の施設を利用する傾向があるため、当商店街区域への影響を見込めない。
,,▲,商店街（代表者）,・夏祭りや秋の行楽シーズンが過ぎれば、人の出足が鈍くなり、クリスマス商戦や年末年始商戦まで消費を控えることになる。
,,▲,一般小売店［土産］（経営者）,・観光地に立地していることもあり、夏場の売上は例年並みで推移している。ただ、当店の主力であるコンブは地味な商品であるだけに仕入価格や人件費の高騰分を売値に転嫁することができず、自分の給与を引き下げても経営が厳しくなってきている。
,,▲,百貨店（役員）,・本来であれば、７月は夏の需要のピークを迎える月であるが、今年は猛暑に見舞われたことで来客数が減少しており、今後に向けて楽観のできない状況にある。
,,▲,スーパー（店長）,・ここ数年、ディスカウントショップに客足が向いており、当社は価格がディスカウントショップよりも高いため、客から敬遠されている状況にある。今後も客の財布のひもの固い状況が続くとみられるため、景気はやや悪くなる。
,,▲,スーパー（企画担当）,・政府主導によるビール類の値上げや食品メーカーの値上げが続いている一方で、競合各社による店頭価格の引下げが続いており、川上でのインフレ、川下でのデフレの状況がますます強まっている。
,,▲,スーパー（役員）,・観光関連や漁業関係の景況感が悪いことで広範囲に影響が出ており、今後の景気はやや悪くなる。
,,▲,コンビニ（エリア担当）,・今後については、観光客の入込やスポーツ大会などの一過性の要因がなくなり、プラス要因が何も見当たらないため、景気はやや悪くなる。
,,▲,乗用車販売店（経営者）,・軽自動車を除いた新車市場は依然として堅調だが、これまで高水準であった自社の受注に一服感がみられる。
,,▲,乗用車販売店（従業員）,・今後については新型車効果が薄れることになり、景気もやや悪くなる。
,,▲,その他専門店［造花］（店長）,・７月の弊社イベントにおいて、来場者の減少及び受注額の低下がみられたことから、今後についてはやや悪くなる。
,,▲,観光型ホテル（役員）,・８月から国際便の燃油サーチャージが引き下げられるため、国内客の個人旅行の動向に若干の影響が生じることが懸念される。
,,▲,旅行代理店（従業員）,・外国人観光客についてはピーク期を過ぎ、夏場よりも需要が減少することになる。一方、修学旅行や農業関係者などの団体旅行が動く時期となるが、主力の羽田便が夏場の中型機から小型機に変更されるため、供給座席数が減少することがマイナスとなる。
,,▲,旅行代理店（従業員）,・政治情勢が不安定なことから、海外旅行の受注にやや影響が生じることを心配している。
,,▲,旅行代理店（従業員）,・秋から冬に向かって、旅行の問い合わせが減少する傾向にあるため、今後についてはやや悪くなる。
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,・観光シーズンがほぼ終了するため、今後の輸送量の減少が見込まれる。
,,▲,住宅販売会社（経営者）,・客の所得はあまり増加していないようであるが、その一方で分譲マンションの販売価額が高止まりしたままである。この状態が続く限り、市況は少しずつ悪くなる。
,,×,商店街（代表者）,・観光のオフシーズンに向かうため、今後についてはやや悪くなる。
,,×,コンビニ（エリア担当）,・沿岸部の店舗でコンブの不漁の影響が出てくることになる。今年はサンマ漁も不漁の見込みであるため、今後については厳しい状況となる。
,,×,コンビニ（オーナー）,・高齢者の来店頻度が落ちているため、今後についてはやや悪くなる。
,,×,高級レストラン（スタッフ）,・先行き不安から、客の気持ちに余裕がなく、負のスパイラルからの脱却が難しくなっている。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,食料品製造業（従業員）,・大き目の案件の見込みがあるため、今よりも多少は景気が上向くことになる。
,,○,建設業（役員）,・土木、建築共、受注引き合いが引き続き順調に推移している。ただし、現場配置の人手不足が顕在化しつつあり、頭打ちとなることも懸念される。
,,○,輸送業（営業担当）,・天候が順調に推移していることから、秋の農作物収穫に期待が持てる。また、今後も気温の高い日が続くと見込まれているため、牛乳関連の本州向け輸送量の増加も期待できる。
,,○,通信業（営業担当）,・材料不足や納期の長期化などによる価格の先高感があることから、この先の景況感は現状よりもやや良くなる。
,,○,金融業（従業員）,・観光の最盛期を迎え観光関連業種は好調を持続するほか、公共投資も引き続き好調に推移することが見込まれる。個人消費は力強さを欠くものの、道内景気は緩やかな回復が続くことになる。
,,○,その他非製造業［鋼材卸売］（従業員）,・仕事量が多いことから、今後の景気はやや良くなる。ただし、作業スケジュールや人員配置に苦慮があり、景気が大きく上向く見込みまでは立たない。
,,□,家具製造業（経営者）,・政治の先行き不安、水害などの災害頻発など、不安要素が多いため、このまま景気が良くなり続けるとは考えにくい。
,,□,建設業（経営者）,・災害復旧工事も含めて、土木、建築共に例年以上の発注がなされ、施工能力に余裕があまりない。これからは次年度以降への繰越工事の受注が中心になり、景気は変わらないまま推移する。
,,□,建設業（従業員）,・建設会社も下請工事会社も受注が飽和状態なところに、働き方改革の影響が生じており、工事量を増大させづらい環境になっている。
,,□,輸送業（支店長）,・スポット案件の見積依頼はそれなりにあるが、具体化に至らないことが多いことから、道外向け輸送は今後も苦戦が続く。
,,□,司法書士,・バス会社や宿泊施設などの観光産業は好調に推移しているが、その景気の良さが他産業に波及しておらず、停滞気味の産業が多い。特に当地の主力産業の１つである水産物加工業はイカの不漁で景気が悪化しており、景気が上向く材料が見当たらない。
,,□,コピーサービス業（従業員）,・取引先企業が設備投資に慎重な姿勢であることから、今後も景気は変わらない。
,,□,その他サービス業［建設機械リース］（支店長）,・引き続き災害復旧工事需要が堅調に推移することが見込まれる。
,,□,その他サービス業［建設機械レンタル］（総務担当）,・道東、道北を中心に前年の台風被害からの復旧事業により、建設業の受注環境が上向いているが、そろそろ横ばい状態になってきている。今後は若干ではあるが、受注量が減少する可能性もある。
,,▲,司法書士,・建物建築の関連業者では人手不足の影響で対応できる仕事が少なくなってきている。
,,×,その他サービス業［ソフトウェア開発］（経営者）,・周りの同業他社の様子をみても、受注が停滞しているようである。作業量が急減しているわけではないが、警戒感の強い様子見の状況が感じられ、今後も同様の状況がしばらく続きそうな気配がある。
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・全体的に若年労働力の不足という課題も残っているが、農畜産物の好調さが地元経済をけん引していることから、今後についてはやや良くなる。
,,○,求人情報誌製作会社（編集者）,・採用に対する企業の諦めも感じられるようになってきているが、個人消費が多少上向いているため、今後のサービス関連の求人の増加が見込める。
,,○,新聞社［求人広告］（担当者）,・今年は天候が安定しているため、農業の収穫量が前年を上回ることが期待できる。また、前年の台風被害による復興事業が順調に地元企業に発注されていることなどから、今後の雇用環境は上向くことになる。
,,□,人材派遣会社（社員）,・秋までは現状維持の状態で推移する。
,,□,求人情報誌製作会社（編集者）,・飲食店などのパート・アルバイトの求人が減少し、運送業や業務請負業などの正社員の求人が増加しているが、全体としてはここ数か月は例年どおりの件数で推移しており、今後もこうした傾向が続く。
,,□,求人情報誌製作会社（編集者）,・以前と比べて、求職者の仕事を選ぶ基準が、仕事内容や所得よりもワークライフバランスを重視するようになってきている。そこそこの所得とそこそこの余暇を求めるケースが多く、企業と求職者の間で求める勤務条件が大きく異なってきている。採用したいが求職者が来ないといったケースも多くみられる。介護や飲食業などの業種では、担い手がほとんどいなくなってきている。
,,□,職業安定所（職員）,・月間有効求職者数が前年を下回り、月間有効求人数が前年を上回る傾向が今後も続く。
,,□,職業安定所（職員）,・企業の進出や既存企業の事業拡大又は事業所閉鎖など、管内の労働市場に大きな影響を及ぼすような動きがみられないことから、これまでと同様に求職者の減少傾向と求人数の増加傾向が続くことになる。
,,□,職業安定所（職員）,・北海道新幹線の開業効果のあった前年と比べると、低水準にある企業が多いとみられる。前年並みの不漁になった場合の水産加工業の動向も心配である。
,,□,職業安定所（職員）,・有効求人倍率が10か月連続で前年を下回っており、先行きに不透明感がある。
,,□,学校［大学］（就職担当）,・北海道の場合、首都圏と比較して学生の就職活動の幅が非常に小さいため、未内定の学生であっても、内定を得ている学生であっても、より上位の企業を目指すという傾向は今年も変わらないとみられ、２～３か月先も同様の状況が続く。
,,▲,＊,＊
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,衣料品専門店（経営者）,・秋冬物の準備が始まるため、全く客足のない今よりは動きがあるとみている。
,,○,商店街（代表者）,・例年この時期は、天候に左右される日が多くなる。特に店舗や商店街への来客数に影響するため、現在の晴天が続けば上向きの状態が続くとみている。
,,○,コンビニ（エリア担当）,・人口減少の影響は今後も継続するとみているが、天候が良ければ売上の改善が見込める。
,,○,衣料品専門店（経営者）,・秋物がスタートするため、活気がでることで売上の向上が期待できる。
,,○,衣料品専門店（店長）,・天候に異常がなければ、秋物商材が順調に立ち上がるとみている。
,,○,乗用車販売店（店長）,・この先は、新型車が発売される。また、半期決算月に向かうため、販売量が増えるとみている。
,,○,住関連専門店（経営者）,・この先２～３か月は制作、納品があり、今月よりは多くの販売量が見込める。
,,○,住関連専門店（経営者）,・秋になって涼しくなり動きやすい時期となれば、商品購入の意欲が多少高まるとみている。
,,○,その他専門店［酒］（経営者）,・秋口は日本酒のシーズンとなる。また、酒税法の一部改正による影響も落ち着くとみており、動きが出てくるものと期待している。
,,○,その他小売［ショッピングセンター］（統括）,・夏は暑さと共に来客数が増えている。この先も繁忙期であり、また、秋に向けての動きも良くなるとみている。
,,○,高級レストラン（支配人）,・早めの予約がみられており、この先数か月は良い傾向にある。
,,○,一般レストラン（経営者）,・８月は商売的にやや暇になる時期であるが、気温が上がれば人出も増えるため、来客数が増えるとみている。
,,○,観光型ホテル（経営者）,・スポーツ関係の全国大会が開催されるため、予約件数は２か月先まで前年を上回っている。
,,○,観光型旅館（スタッフ）,・来客数は前年比10％減少で推移しているものの、宿泊単価が前年より良く、ほぼ横ばいで推移するとみている。
,,○,都市型ホテル（スタッフ）,・この先は大きな祭りが控えており、お盆には多くの人が地元に帰ってくる。そのため、９月までは帰省客などの宿泊利用により、売上は好調に推移するとみている。
,,○,競艇場（職員）,・今後のイベントで多少売上がアップする見込みである。現状は購入単価が問題であるが、来客数でカバーしていく方向にもっていきたい。
,,○,その他サービス［自動車整備業］（経営者）,・夏の贈答品などは好調に推移するとみている。
,,□,商店街（代表者）,・首都圏では、富裕層が多少の消費を始めた様子であるが、地元ではいまだそのような傾向はなく、従来のままで推移している。この先もあまり変わらないとみている。
,,□,商店街（代表者）,・見込んだほどのボーナス効果もなく、物販のみならず飲食店、サービス関連も苦戦が続きそうである。
,,□,商店街（代表者）,・夏休みや暑さにより、商店街からは更に人が少なくなってしまう。
,,□,商店街（代表者）,・秋にかけて大きなイベントがあるため、ある程度の来客数は見込めている。ただし、生活必需品以外の購買意欲に大きな変化がなく、景気は変わらないとみている。
,,□,一般小売店［書籍］（経営者）,・引き続き社会に不安感があり、消費マインドを押し上げるような政策も乏しいため、先行きは相当厳しいとみている。
,,□,一般小売店［医薬品］（経営者）,・毎日暑い日が続いており、イベントも多いため、繁華街にはたくさんの人が出ているが、夜間の買物客は非常に少ない。この状況はこの先も続くとみている。
,,□,一般小売店［酒］（経営者）,・先行きは相変わらず不透明であり、楽観視できない。現状維持ができるように努力をしていきたい。
,,□,一般小売店［寝具］（経営者）,・今年に入ってからは、先行きが見通しづらい状況が続いているものの、景気の低迷が続くのではないかとみている。
,,□,百貨店（営業担当）,・売上に影響を与えるような大きな要因もなく、現状維持で推移するとみている。ただし、ここ数か月は婦人服の動きが良くなってきているため、引き続き秋物衣料の動きが良くなれば、売上が上向く可能性もある。
,,□,百貨店（営業担当）,・個人所得の向上に期待が持てないため、この先個人消費が上昇するとは考えにくい。
,,□,百貨店（買付担当）,・客の買い控えが一段と進んでいる。また、顧客年齢が高いため、天候にもかなり左右されている。
,,□,百貨店（経営者）,・売上の微増傾向は今後も継続するとみている。あまり天候に左右されない高額商材の動き次第では、更に上向く可能性もある。
,,□,スーパー（経営者）,・梅雨空けを前にした雨によるダメージがあり、ギフトの動きもあまり良くない。
,,□,スーパー（経営者）,・政治の行方が気になるが、特に消費環境に変化はなく、しばらくは現在と同様の状況で推移するとみている。
,,□,スーパー（店長）,・相変わらず価格競争が激しく、景気が好転するような要因もない。
,,□,スーパー（店長）,・競合店の出店による来客数の減少傾向は　今後もしばらくは続くとみている。
,,□,スーパー（総務担当）,・国内外の政局が不安定になっているが、特に景気が悪くなるような要因は見当たらない。当面は現状維持で推移するとみている。
,,□,スーパー（営業担当）,・残暑に伴う商品動向、例えば、秋物のスタートが鈍くなれば厳しくなる可能性はあるものの、大きくは変わらないとみている。
,,□,コンビニ（経営者）,・客単価、買上点数共に順調に推移している。今年の夏は気温の高い状況が続く見込みのため、飲料系を中心に好調が続くとみている。
,,□,コンビニ（経営者）,・来客数は落ち着いてきている。人口減少傾向に変わりはないが、ある程度の固定客が見込めており、売上も横ばいで推移するとみている。
,,□,コンビニ（経営者）,・店舗周辺の環境に特に変化がないため、現状維持で推移していくとみている。
,,□,コンビニ（エリア担当）,・景気が変化するような、大きな外的要因がない。
,,□,コンビニ（エリア担当）,・競争環境に変化はなく、今後の景気が上向くような要因もない。
,,□,コンビニ（エリア担当）,・来客数が減少しており、回復の兆しがみえない。
,,□,衣料品専門店（経営者）,・衣料品に対する節約志向はこの先も変わらないため、厳しい状況が続くとみている。
,,□,衣料品専門店（経営者）,・集中豪雨による農家の収入減や、農協関係の取引先への影響を懸念している。
,,□,衣料品専門店（店長）,・今後も夏物商材へのニーズは好調に推移するとみている。ただし、単価が稼げるビジネス衣料については、９月の立ち上がりまで苦戦が見込まれる。
,,□,衣料品専門店（店長）,・現在の売上は天候に左右されており、景気自体の回復は実感できていない。今後も景気の動きに変動はないとみている。
,,□,衣料品専門店（総務担当）,・このまま、あまり動きのない状況が続くとみている。
,,□,家電量販店（店長）,・天候が良く気温が高かったため、エアコンや扇風機などの季節商材の販売量が増加したが、この先は気温も落ち着くため、大きな変動はないとみている。
,,□,家電量販店（店長）,・来客数、客単価共に減少傾向にあり、この状況は今後も続くとみている。
,,□,家電量販店（従業員）,・季節商材の販売の勢いが止まったときに、売上も停滞してしまう。
,,□,乗用車販売店（経営者）,・新車販売の好調はこの先も継続するとみている。
,,□,乗用車販売店（従業員）,・客の景気はあまり良くなく、この先は新型車の発表もないことから、景気は伸び悩むのではないか。
,,□,乗用車販売店（従業員）,・新規の来客数で景気をみるが、ここ数か月変化がないため、この先も急激に良くなるとは考えにくい。
,,□,住関連専門店（経営者）,・来客数が増えない状況は今後も続くとみている。
,,□,その他専門店［白衣・ユニフォーム］（営業担当）,・業界的に、これから秋口にかけての話題に乏しい。目玉商品というものがなく、顧客への訴求力が欠けているのではないだろうか。新商品とカタログはほぼ出そろっているが、果たして購買につながるかは疑問である。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・この先、燃料需要が増える要因が見当たらない。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・猛暑も期待していたほどの状況ではなく、販売価格も安定している。また、この先も大きな変動要因がない。
,,□,一般レストラン（経営者）,・経済はなだらかに回復しているといわれているが、実態が伴っていない。周囲をみても家計が厳しく、なかなかレストランに足を向ける余裕はない様子であり、このまま低空飛行が続くとみている。
,,□,一般レストラン（経営者）,・気温は上がったが、それだけで景気に対する起爆剤になるとは考えにくい。
,,□,スナック（経営者）,・これからお盆休みもあり、外に出てお金を使う機会も増えるため、我々の業種にまでお金が回ってくるとはなかなか考えにくい。最近は本当に団体客が少なく、厳しい状況はまだまだ続くとみている。
,,□,観光型ホテル（スタッフ）,・団体客の伸びが鈍い状況は、今後も続くとみている。
,,□,観光型旅館（経営者）,・予約状況から消費に対するめりはりがうかがえるものの、良くも悪くも変化する要因が見当たらず、低空飛行の状態が続くとみている。
,,□,都市型ホテル（スタッフ）,・宿泊は前年並みであるものの、宴会部門の予約状況は参加人数、単価の増加傾向に変化がないため、先行きの景気も変わらないとみている。
,,□,旅行代理店（経営者）,・良くなるような材料が見当たらない。夏休み需要もあまり伸びておらず、財布のひもが固くなってきているように見受けられる。団体旅行はそれほど大きな変動がないため、個人消費がうまく回っていないのではないか。
,,□,旅行代理店（従業員）,・長引く海外情勢不安の影響から、客の様子見の状態が続くとみている。
,,□,通信会社（営業担当）,・景気が上向くような要因が見当たらない。
,,□,通信会社（営業担当）,・景気が大きく変化するような材料に乏しい。
,,□,通信会社（営業担当）,・既存のサービスに低価格のオプションメニューを付加して解約を防いでいる。客の満足感が得られるように２か月間無料のサービスを盛り込んでいることから、今後この効果が表れることを期待している。
,,□,通信会社（営業担当）,・新製品に対する引き合いがあまりない。
,,□,テーマパーク（職員）,・買上単価の上昇は今後も見込めない。
,,□,観光名所（職員）,・良くなっている感じはあるものの、そのほとんどを占めるフリー客の動きが読めないため、この先の景気が良くなるとも悪くなるともいえない。
,,□,遊園地（経営者）,・イベントの推進などにより、前年並みとなる見込みである。
,,□,美容室（経営者）,・景気が良くなるような要因が見当たらない。この状況はこの先も変わらないとみている。
,,□,住宅販売会社（経営者）,・建て替えやリフォームなどの案件はあるが、不動産紹介の伸びが低いため、土地建物及び建て売の伸びが期待できない。
,,□,その他住宅［リフォーム］（従業員）,・売上につながるような案件が増えない状況は、今後も続くとみている。
,,▲,一般小売店［医薬品］（経営者）,・売上の増加傾向は続いているものの、来客数の減少が止まらない状態である。加えて客単価も減少気味であるため、先行きに多少の不安がある。
,,▲,一般小売店［医薬品］（経営者）,・前月から続いている業績悪化の原因に心当たりがなく、この状況が当店に限ったものなのか、全体的な景況悪化によるものなのか、判断できない。
,,▲,百貨店（売場主任）,・秋物の入荷が始まる時期であるものの、高めの気温が予想されており、急に秋物の動きが活性化するとは考えにくい。これまでの慎重な購買姿勢とあわせて、更に厳しくなるのではないか。
,,▲,百貨店（企画担当）,・全体としては５％の減少に留まっているものの、食品は５％以上、婦人関係で15％以上の減少となっている。来客数の減少傾向も変わらず、これまで以上に減少率が上がる可能性がある。
,,▲,スーパー（店長）,・競合店の出店や改装により、今後も厳しい状況が続くとみている。節約志向が更に強まり、客は無駄な買物をしなくなるのではないか。
,,▲,スーパー（営業担当）,・同業種及び異業種の競合店の出店により、来客数の減少が懸念される。地方都市における市場規模の縮小は加速しており、既存店のみで前年実績を上回ることは不可能になってきている。
,,▲,コンビニ（経営者）,・競合店の影響が徐々に出てきている。
,,▲,コンビニ（エリア担当）,・労働人口だけではなく、購買人口も減少している。
,,▲,コンビニ（店長）,・各業界から、ここ２～３か月前から地元での仕事がないという話を聞いており、先行きに対する不安がある。
,,▲,コンビニ（店長）,・最盛期の現在に比べれば、当然来客数は減少するが、残暑が続く見込みのため、売上が大きく減少することはないとみている。ただし、秋は大きな祭りやイベントがなく、売上が大きく上がることもない。
,,▲,乗用車販売店（経営者）,・政情が不安定な方向に進みつつあり、景気の先行きに不安がある。
,,▲,その他専門店［食品］（経営者）,・今後はますます人手不足が顕著となり、商品価格に転嫁せざるを得ない状況になる。そのため、消費者意識は専門店よりもより安価な大手資本の総合スーパーに流れていくことが見込まれる。
,,▲,その他専門店［靴］（従業員）,・今月の好調な状況は季節的要因が大きく、決して景気の基調が好転したからではないため、この先は厳しくなるとみている。
,,▲,高級レストラン（経営者）,・今年の６月ごろから景気が減速しており、この先も前年並みを維持することは難しい。
,,▲,一般レストラン（経営者）,・政治的な混乱もあり、先行きは少し厳しくなるのではないか。
,,▲,一般レストラン（経営者）,・地元は農作業に関わる人が多く、秋は稲刈りなどがあり、人が外に出てこられなくなる。このことから、外食系はとても静かになってしまう。人数的にもかなり多いため、売上への影響は避けられない。
,,▲,旅行代理店（店長）,・８月以降、特に９月の国内パッケージ商品の予約が入ってこない。
,,▲,通信会社（営業担当）,・今後は、通信業界の低迷による安売り競争が始まる。お盆需要で消費動向は多少の上向きになるとみているものの、政治の力も弱まっており、マーケットはより厳しい状況となるのではないか。
,,×,スーパー（経営者）,・店舗過剰状態とデフレ化が進んでいる。また、可処分所得の伸びが見込めないため、この先も景気は悪くなるとみている。
"企業
動向
関連

(東北)",,◎,－,－
,,○,金属製品製造業（経営者）,・見積案件が増えてきている。
,,○,電気機械器具製造業（企画担当）,・これまで以上に半導体製品の大口価格が上昇する見込みである。そのため、従業員への還元も期待できる。
,,○,金融業（広報担当）,・夏祭りの時期を迎えて、年間を通じて地元の集客力が最高潮となることから、それに乗じて消費金額の大幅増加が期待できる。
,,□,農林水産業（従業者）,・主力品種であるモモの最盛期が前年よりも３～４日遅いが、旧盆前の需要期には高値が期待できる。
,,□,食料品製造業（経営者）,・閉店した百貨店における後継店の話はなく、販売先や販売量が増えるような活気のある話もない。
,,□,食料品製造業（営業担当）,・既存商品の販売量減少分を新商品でカバーしたいが、あまり良い結果は出ていない。今後も苦しい状況に変化はないとみている。
,,□,食料品製造業（総務担当）,・現状からこの先消費全体が下振れすることはないとみているものの、かといって景気拡大につながるような具体策もない。
,,□,木材木製品製造業（経営者）,・価格競争により、収益の改善が難しい状況が続くとみている。
,,□,出版・印刷・同関連産業（経営者）,・自治体の大きなイベントなどの仕事も、価格で大手業者に取られてしまうケースが増えてきている。
,,□,出版・印刷・同関連産業（経理担当）,・受注量が前年並みに回復してきており、この傾向は変わらないとみている。
,,□,窯業・土石製品製造業（役員）,・東北地域において出荷量は現状維持程度であり、大幅に需要が増える状況ではない。また、大雨や台風の影響により、出荷できない日が増える可能性がある。
,,□,一般機械器具製造業（経営者）,・国内受注は堅調であるものの、海外需要が弱くなってきており、全体としての伸びは期待できない。
,,□,電気機械器具製造業（営業担当）,・受注状況が大きく変わる要素は見当たらない。
,,□,建設業（経営者）,・今後２～３か月は現在の好調な状況が続くとみている。ただし、技術者などの人手不足もあり、工期が心配である。
,,□,建設業（従業員）,・この先２～３か月は、大型公共工事の受注者確定や契約の時期が続くため、景気は現状と同じ状態が続くと見込んでいる。
