,,□,一般小売店［酒］（経営者）,・ここ２～３か月の動きをみると、良い時と悪い時の差が極端になっている。良い月があったり、悪い月があったり、一進一退を繰り返しているため、しばらくは現在の状況が続く。
,,□,百貨店（販売促進担当）,・北海道では雪解けの時期や気温の変化によって、購買行動がかなり左右される。今後の気象状況は例年並みとの予報だが、今年も雪が多く、人々の足にかなりの影響を与えている状況から、気候が春めいて外出する気運が高まってくるまで、しばらくかかることになり、売上にも少なからず影響を及ぼす。
,,□,百貨店（販売促進担当）,・天候要因に左右されることが多く、本来の景気判断が難しい状況にある。消費税増税にともなう、３月の駆け込み需要と４月の落ち込みの振れ幅をどのように判断するかについては、不透明な部分があるが、当地区としては、３月の伸びはそれほど大きくない反面、４月の落ち込みが大きくなるとみている。
,,□,スーパー（店長）,・消費税増税前の駆け込み需要はあるとみているが、その後の冷え込みが心配である。ただ、駆け込み需要も前回の増税時ほどの期待はできない。
,,□,スーパー（企画担当）,・地方では景気回復の実感が全くない。株価が安定してきたことを感じる程度である。
,,□,スーパー（役員）,・原料価格の値上げにより、小売価格もこれからやや上昇傾向になる。また、消費税増税を控えて、２月後半から３月にかけて、駆け込み需要が多少生じるとみられるが、４月以降は現状と比べてかなり厳しい状況となる。
,,□,衣料品専門店（経営者）,・原油価格の高騰にともない、ガソリン、灯油などの節約がありえるが、消費税増税前の駆け込み需要は直前まであまりないとみられる。
,,□,乗用車販売店（営業担当）,・年度内は現状のまま推移する。前年後半から上昇傾向にあるが、地方においては今がピークだとみられる。
,,□,観光型ホテル（経営者）,・旧正月期間を含めて、向こう１か月程度は外国人観光客の入込が大きく伸びることになるが、大型貸切バスの不足と借り上げ単価の高騰により、国内の団体客が伸び悩んでいるため、その後は集客に苦戦することになる。また、円安でエネルギーを中心にコストが上昇しており、収益はむしろ悪化する可能性がある。
,,□,観光型ホテル（スタッフ）,・さっぽろ雪まつり、札幌モーターショーといったイベント時の予約状況が鈍いほか、Ｗｅｂ経由の価格訴求型の旅行商品へのシフトがみられることから、今後も変わらない。
,,□,旅行代理店（従業員）,・相変わらず販売量が不安定な状態であり、海外旅行が伸びると国内旅行が落ち込むなど、今後も両輪がそろわない状況が続く。
,,□,タクシー運転手,・３月に決算期を迎える企業が多いことに加えて、４月からの消費税増税を控えていることから、この先については、市況、景況がやや慎重な動きになってくる。また、これから原油を始めとした物価高の影響がじわじわと押し寄せてくるため、まだまだ予断を許せる状況ではない。
,,□,タクシー運転手,・消費税増税前の利用増を見込んでいるものの、予約状況などからは変化がみられない。
,,□,通信会社（企画担当）,・都市部を中心に販売量は増加しているものの、価格競争の激化により、利益はあまり変わらない。
,,□,観光名所（職員）,・北海道内の中小企業まで景気回復が浸透するには、まだかなりの時間がかかる。
,,□,美容室（経営者）,・給与や年金受給額が実際に増えない限り、今以上に消費意欲が増すことはない。
,,▲,百貨店（役員）,・消費税増税前の駆け込み需要が本当にあるのか不安を感じる。駆け込み需要が起こらず、増税後の落ち込みだけを受けることになると大変なことになる。
,,▲,スーパー（企画担当）,・足元の食品価格はじわりと上昇しているものの、一方で競合各社の価格競争はとどまるところを知らないという状況にあり、低価格販売に対する消費者のニーズは今後ますます強くなる。消費税増税前の駆け込み需要もこれから起きてくるだろうが、その後の消費の冷え込みの方が懸念される。
,,▲,コンビニ（エリア担当）,・消費税増税により、し好品や単価の高い商品群が売れなくなる。より安いものにシフトすることになり、来客数以上に売上が減少することになる。
,,▲,乗用車販売店（従業員）,・消費税増税直後に大きな影響が生じることになる。
,,▲,乗用車販売店（従業員）,・消費税増税により、落ち込むことになる。
,,▲,自動車備品販売店（店長）,・消費税増税を控えて３月の売上が伸びる分、４月以降は苦戦することになる。
,,▲,高級レストラン（経営者）,・建設会社を始めとした一部の企業はこれからもますます上向きになるだろうが、当店のような小売業者は消費税増税の影響を直接受けることになる。
,,▲,高級レストラン（スタッフ）,・消費税増税を控えて常連客の単価が下がっている。多くのレストランは、メニューを変えずに増税分を値上げするとみられるが、一部の店では、コースメニューを更新して、見た目には値上げにならないように工夫するケースも考えられる。
,,▲,高級レストラン（スタッフ）,・現状、価格競争になりつつあるため、消費税増税により一層の冷え込みが見込まれる。
,,▲,旅行代理店（従業員）,・消費税増税、その他の値上げ、年金受給額の減少などの影響が心配されるため、良い予測はできない。
,,▲,旅行代理店（従業員）,・消費税増税を控えて、３月に駆け込み需要で物販を買うことになれば、旅行に使う費用が控えられる。
,,▲,タクシー運転手,・天候にも左右されることになるが、現状、前年実績とほぼ変わらずに推移しているなかで、４月に消費税が上がることから、客の乗り控えが生じ、やや悪くなる。
,,▲,パチンコ店（役員）,・前年に売上を伸ばした建設業の受注が、ここにきて落ち込んでいることなどから、今後、消費者が買い控えに走る可能性がある。
,,▲,住宅販売会社（従業員）,・４月以降の数か月は、消費税増税と３月末までの駆け込み需要が影響して、売上は減少する。しかしながら、分譲マンションの販売単価が、ここ数年上昇傾向にあるにもかかわらず、市場はその価格上昇分を吸収しながら、ある程度の売行きを保っていたことに加えて、供給戸数が限られていたため、供給過剰の状態には陥っていないことなどから、客側が消費税増税に対して過度に反応しなければ、分譲マンション市場は３％の増税分を十分吸収できるとみられる。
,,×,スーパー（店長）,・今でもあまり景気が良くない状況のなかで、消費税率が８％に上がれば、今以上に価格に敏感になり、財布のひもが固くなる。その影響も一時的なものにはならない。
,,×,衣料品専門店（店長）,・消費税増税による反動が出てくる。
,,×,乗用車販売店（従業員）,・自動車販売では、すでに駆け込み需要が起きているため、今後、一旦動きが落ち着き、その後落ち込むことになる。エコカー補助金の時と同じような状況になるとみられるため、今よりも悪くなる。
,,×,その他専門店［医薬品］（経営者）,・消費税増税前の駆け込み需要が期待できそうにないほど、しらけたムードとなっている。ひたすらたんす貯金が行われるだけかもしれない。
,,×,一般レストラン（スタッフ）,・消費税増税の影響がどの程度になるか判断が難しいが、間違いなく消費は冷え込むことになる。
"企業
動向
関連

(北海道)",,◎,その他サービス業［建設機械レンタル］（総務担当）,・現政権の経済対策の効果が更に表れてくる。
,,○,建設業（経営者）,・公共工事のゼロ国債工事などが３月までに発注されることになり、実需はなくても、マインド面が上向くことになる。民間工事については消費税増税の影響がどの程度出てくるのかよく分からない面がある。
,,○,建設業（従業員）,・消費税増税の影響を避けるため、前年の秋に契約した工事が春先から実質的に着工されることから、建設業界の景気は上向くことになる。
,,○,輸送業（支店長）,・ちょうど年度替わりの時期となるが、消費税増税にともなう市場の混乱が起きることにはならない。物流面においては、引き続き、貿易や関東方面の案件、復興需要などの輸送力確保に向けて積極的な行動がみられており、今後も好調に推移する。
,,○,通信業（営業担当）,・消費税増税の影響が未知数であるが、現状の受注量及び今後の見込み数から、この先も景況感は緩やかな右肩上がりで推移する。
,,○,その他非製造業［鋼材卸売］（役員）,・消費税増税までは、景況感が上向きで推移する。ただ、一部の商材では増税前に手当てするものが増えることで、増税後に買い控えが生じることが懸念される。
,,□,食料品製造業（役員）,・消費税増税前に多少は受注が増える。増税直後は反動減がみられても、その後はこれまでどおりの受注量に戻ることになる。
,,□,出版・印刷・同関連産業（従業員）,・良くなる要因が見当たらない。
,,□,金属製品製造業（役員）,・客の話を総合すると、あまり変化は生じない。建築着工件数をみても大きく変わらないものとみられる。
,,□,輸送業（営業担当）,・消費税増税前には輸送量の増加が生じることになる。輸送量の増加は一定期間で落ち着くとみられるが、反動減が心配される。
,,□,金融業（企画担当）,・多くの業種では、３月までは駆け込み需要で好調に推移するが、４月以降は反動減となる。建設業界は、手持ち工事が多いこと、公共予算が手厚いこと、住宅ローン減税の拡大などの政策が実施されることなどから底堅く推移する。
,,□,司法書士,・景気が良くなるかどうか、今しばらく様子をみる必要がある。現在では結論が出ない。
,,□,コピーサービス業（従業員）,・消費税増税を前にした受注量の増加は頭打ちとなっていることから、今後は横ばい傾向で推移する。
,,□,その他サービス業［建設機械リース］（支店長）,・公共工事増加というプラス要因はあるが、資材等の固定費の高止まりや人手不足といったマイナス要因が解消されない。
,,▲,家具製造業（経営者）,・駆け込み需要の反動が３月中旬には顕在化することになる。
,,▲,金属製品製造業（経営者）,・消費税が上がるため、今後どれだけの仕事量が出てくるか分からない面がある。
,,▲,司法書士,・消費税増税が間近になるため、駆け込み需要も終わり、買い控え等で消費は落ち込む。景気刺激策の予算も公共事業が中心であるため、今後の景気回復は難しい。
,,▲,その他サービス業［ソフトウェア開発］（経営者）,・２～３か月後は年度の切れ目であり、継続しない案件が多いため、今後についてはやや悪くなる。
,,×,－,－
"雇用
関連

(北海道)",,◎,－,－
,,○,人材派遣会社（社員）,・消費税増税時は一部に混乱があるかもしれないが、北海道の基調としては、企業活動が以前よりも活発で、かつ前向きであるため、現状を下回ることにはならない。営業拡大に向けた人材の雇用も、建設、土木だけではなく、サービス業においても増えることになり、あわせて補助業務の増加にともなう派遣ニーズも増えることになる。
,,○,求人情報誌製作会社（編集者）,・安定した農業基盤に下支えされたなかで、社会資本の整備や建設関連の新規事業が増えたことから、今後の求人意欲も盛んになる。
,,○,求人情報誌製作会社（編集者）,・冬の観光シーズンに入るため、ホテルなどの観光産業の求人が伸びてくる。先行きが明るいため、外国人のみならず、本州からの観光客の増加も見込まれる。
,,○,職業安定所（職員）,・消費税増税が実施されるまでは求人数の増加傾向が続く。
,,□,人材派遣会社（社員）,・直接、利益につながる営業系の職種の求人が多いが、人気がなく、なかなか充足しない状況にある。このため、企業の売上向上につながらず、今後も変わらないまま推移する。
,,□,求人情報誌製作会社（編集者）,・４月に消費税増税が控えているが、それまでは現在の水準を保って推移する。
,,□,求人情報誌製作会社（編集者）,・消費税増税がどのように影響してくるのか不透明な面がある。また、求職者の動きが弱く、一時期の募集を出せば集まるという状況でもない。状況は全く違うが、バブル期の求人難と似たような様相にあり、少子化や若年層の都市部への人口流出なども一因となっている｡
,,□,新聞社［求人広告］（担当者）,・ＴＰＰに対する不安はあるが、他に大きな懸念材料もないため、非正規社員の雇用環境を中心に現状と変わらないまま推移する。
,,□,職業安定所（職員）,・円安による燃料価格の高騰が続いているなど、不安な面もあるが、景気回復の兆候もあり、当面はこのままの傾向で推移する。
,,▲,学校［大学］（就職担当）,・消費税増税による買い控えが始まり、特に住宅や新車の販売には直接的な影響が出てくることになるため、雇用面における影響が懸念される。
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,百貨店（売場主任）,・消費税増税直前の動きに期待している。
,,◎,百貨店（買付担当）,・３月までは消費税増税前の駆け込み需要が期待できる。
,,◎,百貨店（経営者）,・消費税増税が近くなり、駆け込みによる食料品や生活消耗品、オールシーズン品の需要に期待感がある。
,,◎,高級レストラン（支配人）,・年度変更が落ち着くと人や金の動きが活発になる。スポーツのシーズンも開幕し、明るいニュースなどで活気が戻ることを期待している。
,,◎,タクシー運転手,・４月からの消費税増税の影響は心配であるが、引き続き良くなっていくのではないかとみている。
,,○,商店街（代表者）,・当商店街では、２～３月にかけて新入学、就職者への制服、教科書類、文房具の取扱が大きく増加するので、消費税率引上げ前までは期待できる。
,,○,一般小売店［書籍］（経営者）,・給料日以降は持ち直しているようであり、消費の低迷からは抜け出しつつあるようである。消費税増税前の駆け込み需要による景気がどの程度あるかに期待したい。
,,○,一般小売店［医薬品］（経営者）,・現在、医薬品、化粧品、雑貨、食品のいずれの分野も好調に推移している。２、３か月先も良い傾向が続くとみている。
,,○,一般小売店［医薬品］（経営者）,・消費税増税直前の３月までは、駆け込み需要により順調に推移するものと予想している。なお、当店の客層は年金生活者が多いが、今後も灯油など固定費の上昇による家計の圧迫が予想される。増税後の４月以降については、厳しくなるとは予想するものの、どの程度になるのかは計りかねている。
,,○,百貨店（総務担当）,・今月に入り、ブライダル関連やラグジュアリー関連、オケージョンという部分で消費税増税前の購買動向が見られるようになってきている。３月までは、新生活に関するオケージョンや、もっと身近な身の回り品で駆け込み需要が見込めるのは明らかである。ただ、一転、４月に入っての反動は否めない。３月までは上向きで、４～６月くらいまでは反動でマイナスになっていく。
,,○,百貨店（企画担当）,・消費税増税前の駆け込み需要が更に拡大する。ただし、４月以降の減少も大きいと予測している。しかしながら、前回の増税時の増減幅よりは縮小するとみている。各店舗の営業施策により変動していくと読んでいる。
,,○,百貨店（営業担当）,・消費税増税前の３月までは、高額商品又は身の回り品のまとめ買い、前倒しの買上に期待ができる。
,,○,百貨店（経営者）,・４月の消費税増税前までは、前年を上回る売上が期待できる。ただし、４月以降については大幅な減速が懸念される。
,,○,スーパー（経営者）,・３月までは消費税増税に向かって駆け込み需要が期待される。４月以降については反動による価格競争激化が懸念されるのでマイナス予測をしている。
,,○,コンビニ（エリア担当）,・消費税増税前の駆け込みに期待したい。
,,○,コンビニ（店長）,・雪も融け、除雪代の支出もなくなり、来客数も少しずつ増えてくる。複数店舗を経営しているが年末開いた新店も売上が伸びてくるころだと期待している。
,,○,衣料品専門店（経営者）,・今のところ消費税増税前の駆け込みはみられないが、増税直前の２、３月になれば、駆け込み需要が増えるのではないかと期待している。
,,○,衣料品専門店（経営者）,・４月になれば気候も安定し客足も伸びるので、今よりは期待できそうだが、消費税率が上がることを考えると不安もある。
,,○,衣料品専門店（店長）,・消費税増税でどのような心理状態になってくるかが一番気に掛かるところではあるが、２、３月というのは新生活を始めたり、新入学の方々が非常に増えるので、元より非常にたくさんの客が来店する時期である。それに早買いの客が乗っかってくるとしたら、相当忙しくなることが予測される。
,,○,衣料品専門店（店長）,・春物商材は動きが良くなりそうな様子がうかがえる。また、消費税増税前の駆け込み需要が見込める。
,,○,衣料品専門店（店長）,・消費税増税による駆け込み需要が増える。さらに、２、３月は入学、入社によるスーツ需要が増える。
,,○,家電量販店（店長）,・消費税増税前の駆け込み需要が予測される。
,,○,家電量販店（店長）,・３月までの消費税増税前の駆け込み需要が一段落し、４月はいったん落ち込む。しかし、当県の場合は引き続き復興需要がある。新築をする客や引越しに伴い家電の買換えをする客の見積依頼が多く発生しているなど、復興需要がみられるので、いったん下がった後は持ち直して、また上昇に転じるのではないかとみている。特に単価の高い商品、良いものが出るようになってきている傾向は、客のマインドが良くなってきているということではないか。
,,○,乗用車販売店（従業員）,・消費税が５％のうちにと駆け込み客が増える。実際に現在も増えているし、これからも３月までは増えるとみられる。
,,○,乗用車販売店（店長）,・話題のビッグコンテンツの登場で、しばらくの間は例年以上の来客が見込める。それに伴って受注の底上げが期待できる。
,,○,住関連専門店（経営者）,・４月からの消費税増税を前に耐久消費財、高額商品は少しずつ動き始めているので、３月まではある程度の駆け込み需要が望める。しかし、４月以降にその反動がどうなるかは分からない。
,,○,住関連専門店（経営者）,・被災者の方の新築がやっといくらか進んでいるので、その方面への販売が出てくることが予想される。しかし、大手の同業者も力を注いでいるので、当店のような小規模な店にどの程度回ってくるかは不明である。だが、期待も込めて売上は伸びるとみている。
,,○,その他専門店［靴］（従業員）,・消費税増税前の駆け込み需要に期待するが、購買を控える動きがうかがえる。
,,○,その他専門店［白衣・ユニフォーム］（営業担当）,・新年度に向けては忙しくなるが、消費税増税の影響がどれほどなのか予想がつかない。
,,○,スナック（経営者）,・２月末ごろからそろそろ歓送迎会が始まるので、送別会などで団体の予約数が増えてくる。この１月は数字が予想以上に伸び悩んでおりかなり厳しいが、２月後半、３月くらいから良くなると考えている。
,,○,通信会社（営業担当）,・４月までの２か月間は消費税増税前で景気が上向くとみている。ただし、４月以降はその反動が出てくることが考えられる。
,,○,通信会社（営業担当）,・３～４月にかけては、大がかりな加入促進イベントの開催も決定しており、多くの新規加入も見込めるため、加入者増加に伴う売上増加も見込める。
,,○,美容室（経営者）,・当店でも消費税増税前にと高額な美容液を購入した客が何人かいる。こういった人が色々なところで多数出てくるのではないか。
,,○,その他サービス［自動車整備業］（経営者）,・消費税増税の影響は懸念されるが、期待感もこめてこのまま回復傾向が続いてほしい。
,,○,設計事務所（経営者）,・今月になりいろいろな所から建築の計画の話が出てきている。それが決まってくれば上向きといえるような状況になるのだが、資材価格の高騰や人手不足により計画だけで終わるものもあるため、少し様子を見ないと判断できない。
,,□,商店街（代表者）,・景気回復の実感がなく、消費意欲が減退している。
,,□,一般小売店［寝具］（経営者）,・販売量の落ち込みはもう少し続く。消費税増税前の駆け込み需要は期待できない。
,,□,スーパー（経営者）,・消費税増税前の駆け込み消費に期待したいが、先食いの感が強く、限定的とみられる。実感できる景気回復を望む。
,,□,スーパー（店長）,・競合店の状況が変わらないので、現状と変わらない。
,,□,スーパー（店長）,・ここ２、３か月、変化があまりみられない。
,,□,スーパー（物流担当）,・消費税増税前で耐久消費財等の需要は一時的に増えるとみられるが、あくまでも一時的なものであり、増税後の景気の先行きは不透明である。
,,□,コンビニ（経営者）,・個々の給料が上がっていないなか、４月からは消費税率が上がる。そういったこともあり、現在の底の状態が続くとみられる。上向きになる可能性はほとんどないのではないか。
,,□,コンビニ（経営者）,・売上は相変わらず前年割れが続いている。プラス要因がない。
,,□,コンビニ（エリア担当）,・今後も特に客数増の見込みはない。
,,□,コンビニ（エリア担当）,・消費税増税前の駆け込み需要はたばこ以外は多くは見込めない。増税後は反動があることを予測している。中期的には変化は少ないとみている。
,,□,コンビニ（エリア担当）,・消費税増税にこのまま突入し、景気は更に悪化するのではないか。
,,□,コンビニ（店長）,・消費税増税に対する意識がより一層高まり、食料品や日用品等への出費抑制が懸念される。
,,□,衣料品専門店（経営者）,・地方ではいまだアベノミクスの恩恵は見えず、給与にも反映されていない。消費拡大には時間が掛かる。
,,□,衣料品専門店（総務担当）,・取扱商品から見ると、消費税増税前の駆け込み需要も期待できない。
,,□,家電量販店（店長）,・来客数の増加は消費税増税前のにわかなものと受け止めた場合、消費税増税後の反動がある。
,,□,乗用車販売店（経営者）,・３月の年度末までは駆け込み登録の好調さが維持されるが、４月以降は消費税増税前の駆け込み需要の反動減が大いに予想されている。したがって、状況とすれば上下運動を繰り返すのではないかとみている。
,,□,その他専門店［酒］（経営者）,・回復傾向にあるかもしれないが、消費税増税がどう影響するか見えない。また、来月初旬に売場での清酒の値上げがあるとみられる。消費者の所得が増えているわけではないので、大きい売上の増減はないと予想している。
,,□,その他専門店［酒］（経営者）,・積雪状況や天候に人の動きが大きく左右されるので不透明ではあるが、年度替えの時期で人も動くことが予想され、これ以上良くはならずとも、横ばいの状態はキープできると考えている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・消費税増税前ではあるが、石油関連の買いだめ等は困難なため、消費者の動向から我々が受ける影響は少ない。生活必需品を取り扱ってはいるが、一般的な景気の影響を受け、しばらくは状況が厳しくなると予測している。良くて現状維持である。
,,□,一般レストラン（経営者）,・消費税増税前の駆け込み需要はレストランにはあまり関係がなく見込めない。今年は雪が少なく良い方向を向いているので、少しでも上向きになることを願っているが、今と同じくらいの状況が維持できればよい。
,,□,一般レストラン（経営者）,・消費税増税となるが、入学シーズンや新年度の始まりになることから考えると、お祝いや歓送迎会は省くことができないと予想している。実際には景気が下向いてきても、その時期だけはプラスになるので、プラスマイナスゼロになる。
,,□,観光型ホテル（経営者）,・この先の入込は、その月にもよるが前年並みである。なお、週末は良いが平日は悪いというその波が大きい。歓送迎会などの関係か、公務員的な利用者が大半である。
,,□,都市型ホテル（スタッフ）,・先の予約状況、特に２、３月は例年と比較しても非常に低調に推移しており心配される。飲食業界は他の業界とは違い、３月の駆け込み需要的なものは見込めないので、いかにして地道に消費者が求める商品を提供していくかになる。
,,□,旅行代理店（店長）,・消費税増税等の効果と、現在の景況感や賃金の上昇傾向から、現状維持とみている。
,,□,通信会社（営業担当）,・消費税増税前後につき、右往左往するとみられるが、結果的には好況には至らない。
,,□,通信会社（営業担当）,・顧客訪問での様子からは、特に何もうかがえない。
,,□,住宅販売会社（経営者）,・当地域の公共事業及び大型民間物件工事が年度をまたいで多くあるため職人の手がない。受注予定はあるが、工期の確定が難しく契約ができない。自社物件は工期が半年以上遅延している。
,,▲,商店街（代表者）,・４月の消費税増税に加え、会社の決算期となる。国内の需要環境は軒並み悪化しているので、低迷が続く。
,,▲,商店街（代表者）,・今回は以前の消費税増税時のような駆け込み需要はないのではないかと考えている。
,,▲,一般小売店［酒］（経営者）,・日本酒は仕入価格が値上がりしている。それに加えて消費税率も上がるので、売上は落ちると予想される。
,,▲,百貨店（営業担当）,・３月は直前の駆け込みが見込まれるが、４月以降、特に４月に関しては消費税増税の影響をまともに受けることが予想され、高額品は前年の半分程度の売上にとどまると予測している。一般商品も反動が見込まれ、影響は９月くらいまで続くとみている。
,,▲,スーパー（店長）,・地域商圏人口の増加も見込めないなか、４月からの消費税増税前の備蓄やまとめ買い等、需要は若干高まるが、食料品に関しては倹約ムードに入り、景気に関してはやや悪くなる。
,,▲,スーパー（店長）,・４月からの消費税増税の影響で、景気はこの先半年から１年は悪くなる方向で進むとみている。
,,▲,コンビニ（経営者）,・これまで堅調に推移してきた客単価や買上点数がダウンしているために、プラス材料は見当たらず、不安が先行する。特にたばこのダウンが大きく、消費税増税ともなれば、より一層ダウンの可能性が大きいのではないかと不安である。
,,▲,コンビニ（エリア担当）,・消費税増税により、消費が冷え込む可能性がある。
,,▲,コンビニ（店長）,・４月からの消費税増税に対して消費マインドが低下してくるのは間違いない。また、ここにきて電気料金が上がっており、当店でも10万円程度上がることになる。また、灯油も高いなど良い材料が何も見当たらない。
,,▲,家電量販店（店長）,・消費税増税後の冷え込みが懸念される。
,,▲,乗用車販売店（経営者）,・４月以降は消費税増税後の反動減が予想される。
,,▲,乗用車販売店（経営者）,・車両等の高額商品の消費税率上昇後の落ち込みが予想される。
,,▲,乗用車販売店（経営者）,・４月以降は消費税率上昇の影響をもろに受け、販売量は落ち込むことが予想される。
,,▲,乗用車販売店（従業員）,・消費税増税が始まるので、３月の注文だと間に合わない。そのため、今後は落ち込んでいくのではないかと考えている。
,,▲,乗用車販売店（店長）,・初売りと消費税増税前の駆け込み需要で、販売量の増加を見込んでいたが、新車の納期の問題などで予想を下回る結果となった。今後２、３か月先はクリーンエネルギー補助金の終了や消費税増税により、さらに厳しくなると予想される。
,,▲,自動車備品販売店（経営者）,・消費税増税前の駆け込み需要は用品などではある程度考えられる。しかし、車検は時期が決まっているし、補修や板金修理も突発的なものなので、その点では考えにくい。当地域は今期降雪が少ないが、除雪に携わる業者にとっては死活問題である。
,,▲,その他専門店［パソコン］（経営者）,・消費税増税後、落ち着くまでは必要最小限の売買になるとみられる。今後数か月は物もお金も動かず、売上は激減する。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,・燃料関連は価格が上がりすぎて、消費者の節約志向が定着し、販売量が減少している。４月以降は消費税増税でより一層減少するとみられる。
,,▲,その他小売［ショッピングセンター］（統括）,・高単価商品の購入が伸張しており、消費税増税前の駆け込み需要がピークを迎えつつある。４月以降は売上が減少すると考えざるを得ない。
,,▲,一般レストラン（経営者）,・４月には消費税率も上がるので、当然消費者は買い控え、わが社でいえば食べ控えをする。
,,▲,一般レストラン（経営者）,・消費税増税の問題と材料価格の値上がりがあり、３か月後はやや景気が悪くなるのではないか。エビに限っていえば価格が約２～2.5倍になっている。
,,▲,観光型ホテル（スタッフ）,・業績が良いとみられる会社の利用がある反面、いまだに復興から完全に復帰できず、利用のない顧客もみられる。このまま一進一退が続くとみられ、前年実績を上回ることはかなり厳しいという状況である。
,,▲,観光型旅館（経営者）,・高級で高額な宿が好調とは聞いているが、ミドルクラスの中小旅館を利用する地元の顧客層は宿泊旅行を控えているようである。ここにきてますます動きが鈍くなってきている。
,,▲,都市型ホテル（スタッフ）,・中心市街地に建設した施設のテナントが撤退するという話がある。県や市といえども集客が難しい構造になってきている。秋までは大きなイベントがないので、それまでどのようにしてにぎわいを作っていくかというところである。
,,▲,都市型ホテル（スタッフ）,・消費税増税に伴うパッケージ商品の見直し、また、会計システムの必要経費等、現状の売上実績では負の要素が多く不安材料が多い。
