,,○,住宅販売会社（役員）,・分譲マンション市場においては、ディベロッパーの慎重な対応がしばらく続くとみられるが、完成在庫の少なさが示すように、市場の底堅さも感じられる。消費税増税後の景気動向も比較的安定しているため、今後、ディベロッパーの供給戸数は徐々に増えてくる。
,,□,商店街（代表者）,・２～３か月後はバーゲン時期となるが、今年は冷夏といわれているため、それほど爆発力がないとみられる。また、バーゲンが始まっても、最終価格になるまで購入を待ち続ける客もかなりいるとみられる。
,,□,商店街（代表者）,・消費税増税はまだ消費者にとってなじみがなく、消費税が上がったことに対する反応もあまりみられないが、将来、消費税率が10％に上がるとみられているため、今後に向けて様子見をしている状況にある。
,,□,一般小売店［酒］（経営者）,・２～３か月先は夏となり、観光シーズンもピークを迎えるほか、飲料の売上も好調な時期となる。ただし、これらは例年のことであるため、特に景気が良くなっているとは言い切れない。ここ数か月の売上も上向きなのか下向きなのか、まだ判断が付いていない状況にある。
,,□,百貨店（売場主任）,・長期予報によると、エルニーニョ現象の影響で冷夏が予想されているが、現状の夏物衣料の動きの悪さを考慮すると、今後、夏物の動きが厳しくなるとみている。ただし、お中元ギフトに関しては、販促の一環でしっかりと商材を集めていることもあり、前年並みが見込まれる。
,,□,百貨店（販売促進担当）,・衣替えの時期から夏のセールにかけての６～７月での回復を期待しているものの、冷夏の予報もあり、景況感の好転に不安がある。
,,□,百貨店（役員）,・残念ながら先の見えない状況にあり、少なくとも６月までは消費税増税の影響を引きずるとみられる。
,,□,スーパー（店長）,・消費税増税の影響により、以前の売上が戻ってきていないなかで、今後、冷夏が予想されていることもあり、消費の回復は厳しい。
,,□,スーパー（企画担当）,・ますます客の低価格志向が進んでいる。
,,□,スーパー（役員）,・消費税増税にともない節約志向、低価格志向が強まることが懸念されたが、そうした動きが強まっているようには感じられない。
,,□,コンビニ（エリア担当）,・この時期は天候次第で景況感が上下するが、今年はすでに消費税増税前にボーナスを当て込んだ前倒しでの消費が発生しているため、今後への期待感も薄い。酒、たばこなどのし好品は依然として販売量が減少している。
,,□,コンビニ（エリア担当）,・競合他社の出店が相次いでおり、たばこの回復も鈍い。また、前年の天候が良かったことの反動減も見込まれるため、繁忙期に向けて、外部環境は厳しくなる。ただ、新商品の販売動向は悪くない。
,,□,コンビニ（エリア担当）,・消費税増税前の駆け込み需要の反動で消費が冷え込んでいる状態である。また、当地の主要産業である漁業などに関しても、良くなる兆しがあまりみられないため、景気はこのままで推移する。
,,□,衣料品専門店（店長）,・これから暖かくなるため、景気が良くなるような雰囲気もあるが、客の買い方が渋いため、今後も購買意欲が出てこないのではないかとみている。
,,□,衣料品専門店（店長）,・今後も消費税増税の影響による買い控えが続く。
,,□,乗用車販売店（従業員）,・今後も消費税増税前の駆け込み需要の反動がまだまだ続く。
,,□,高級レストラン（経営者）,・建設業は人手不足になるほどの好景気だが、飲食業は人手不足のうえ、材料費の高騰により、経費がかさんでおり、利益が伸びてこない状況にある。
,,□,高級レストラン（スタッフ）,・消費税増税後、ランチの外食が減っているが、他店では企業や観光客の利用が順調に伸びている店舗も一部でみられ、景気が良くなるのではという雰囲気も漂っている。利益の増加にはつながらないかもしれないが、今後に向けて来客数増加への期待感がある。
,,□,旅行代理店（従業員）,・海外の情勢が不安定であるなど、今後に向けて良い要素が見当たらない。
,,□,タクシー運転手,・今後、夏のボーナスの動向によって、多少、動きが出てくるかもしれないが、現状の慎重な動きは底堅いため、厳しい状況がまだまだ続く。
,,□,タクシー運転手,・７月までの予約状況は前年並みであり、問い合わせの状況から、今後も変わらないまま推移する。
,,□,観光名所（職員）,・景気が良いという話と全く良くないという話の両方が聞こえてくるが、全体的には良くないとの話が多い。どの程度をもって景気が回復したと考えるかにもよるが、今後のさらなる消費税増税の可能性なども考慮すると、景気回復にはまだ相当の時間を要する。
,,□,美容室（経営者）,・消費税増税の影響が落ち着いてきているために、よほど大きな出来事が発生しない限り、当面は現状のままで推移する。
,,□,美容室（経営者）,・東京近郊に関しては東京オリンピック関連の効果もあり、やや景気が上向きになりそうだが、地方に関しては今の段階ではあまり景気が上向くことは期待できない。
,,□,住宅販売会社（経営者）,・消費税増税の直後であり、あと１～２か月は様子見の状態が続く。その後、景気が上向くか下向くかは株式市場と不動産市場次第である。
,,▲,商店街（代表者）,・消費税増税が消費者心理に与える影響は、今後も少なからず残り、来街頻度の低下が続くことになる。また、今年は冷夏が予想されていることから、飲食関係やファションへの影響が現れる。
,,▲,一般小売店［土産］（経営者）,・６月以降、景気が回復するのではないかという報道が大きく出ているが、実感としては６月以降も厳しい状況が続く。ボーナスや給与のベースアップが経済全体に循環する秋口までは時間が掛かるとみている。
,,▲,スーパー（店長）,・２～３か月後には消費税増税の影響も落ち着いてくるが、今後のさらなる増税に向けて、心理的に買い控えが強まるとみている。
,,▲,スーパー（企画担当）,・４月の売上回復は想定どおりであったが、５月の売上回復はやや動きの弱い状況となっている。消費税増税にともなう価格転嫁が消費者の負担増として実感されてきていることが影響している。客単価の伸びが落ちてきていることからも、このことがうかがえる。
,,▲,スーパー（役員）,・５月まで消費税増税前の駆け込み需要の反動を引きずるとは思わなかった。消費者が消費税率の３％上乗せを相当な負担と感じており、今後、しばらくの間は家庭での消費支出を相当な努力で抑えることになる。今後、無理な販促による消費拡大は一時的な効果にとどまることになる。
,,▲,家電量販店（店員）,・家電業界では、４～６月にかけて消費税増税前の駆け込み需要の反動が続くと見込まれるため、今後への期待が持てない。
,,▲,その他専門店［医薬品］（経営者）,・一般用医薬品のネット販売が６月から始まるため、今後については厳しくなる。
,,▲,その他専門店［造花］（店長）,・需要が上向く傾向がみられないため、今後についてはやや悪くなる。
,,▲,観光型ホテル（役員）,・今後の予約状況は堅調に推移しているものの、経費の上昇分を補填するにはほど遠い状況である。
,,▲,タクシー運転手,・利用客の乗り控えがみられるなど、消費税増税の影響が表れている。また、注文数も減少していることから、今後の景気回復を期待できない。
,,×,＊,＊
"企業
動向
関連

(北海道)",,◎,その他サービス業［建設機械レンタル］（総務担当）,・消費税率10％の導入に向けて、景気対策が行われるとみられるため、今後については良くなる。
,,○,食料品製造業（経営者）,・消費税増税前の駆け込み需要が一巡し、今後は徐々に回復に向かうことになる。
,,○,建設業（経営者）,・官民、土木、建築ともに工事の本格稼動期を迎えることで、人、物、金の動きが活発になる。ただし、人手不足や資機材単価の高騰が工程や原価に悪影響を及ぼす可能性がある。
,,○,建設業（従業員）,・新年度予算による公共工事が発注されることで、仕事量が増大することになる。ただし、労務者の不足や資材価格の値上がりの加速が懸念される。
,,○,その他サービス業［ソフトウェア開発］（経営者）,・新年度の予算が確定し、そろそろ現場に動きが出てくる時期となる。
,,○,その他非製造業［鋼材卸売］（役員）,・顧客の仕事量は確保されているため、今後に向けて景気は回復することになる。ただし、消費税増税や原材料価格の高騰による製品価格の上昇が相次いでおり、収益面で苦戦することが懸念される。
,,□,家具製造業（経営者）,・短期的には景気回復は継続する。しかし、我が国が抱える根本的な諸問題の解決に糸口が見出せない限り、遅かれ早かれ景気が下向き始めることになる。
,,□,金属製品製造業（従業員）,・住宅の建築確認申請があまり伸びていないこと、取引先の受注状況などから、今後も変わらないまま推移する。
,,□,建設業（従業員）,・一定の公共工事が発注されており、業況の安定化が見込まれる。ただし、協力会社の確保は引き続き厳しい状況にある。
,,□,輸送業（営業担当）,・生乳の2014年上期の生産見込みが変更され、前年比２％減の370万トンと発表されたことで、バターの品不足が懸念されており、農林水産省では過去最高となるバター7000トンの追加輸入を決定したが、地方企業の冷蔵庫には入庫しないため、在庫が落ち込み、運用が厳しい状況となる。
,,□,輸送業（支店長）,・今期計画については、足元の工事などに対する人手不足や輸送力不足の懸念が前期に引き続きみられる。価格で選別した受注ができる環境のなか、当初計画以上の受注開拓には向かっておらず、今後も変わらないまま推移する。
,,□,通信業（営業担当）,・現在の景況感はやや良く、先々の受注量についての懸念は少ないが、受注量の伸びに対して、供給体制が追い付かず、またコストも上昇傾向にあるため、それらが阻害要因となり、景気回復の動きを打ち消すことが懸念される。これらのことから、今後の景況感は現状維持で推移する。
,,□,金融業（企画担当）,・夏の観光は外国人観光客が増加することで堅調な推移が見込まれる。個人消費は雇用の改善や夏のボーナス増額により、徐々に持ち直す。建設関連は工事量が高水準となるが、人手不足がネックとなる。
,,□,司法書士,・今後、２～３か月先においても、大きく変化することはなく、現状のままで推移する。
,,□,司法書士,・消費税増税の影響が小さいといわれているが、諸経費は確実に増加している。現在の政治情勢では景気回復が更に遅くなる。
,,□,コピーサービス業（従業員）,・現状の企業の慎重な姿勢は当分継続する。
,,▲,＊,＊
,,×,－,－
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・北海道の観光はこれからが本番であるため、今後、更に観光関連業界がけん引役となり、全体の雰囲気を押し上げることになる。
,,○,職業安定所（職員）,・消費税増税による求人への影響は全体としては感じられない。むしろ、各業種とも労働力不足の影響が大きくなるとみられる。
,,○,学校［大学］（就職担当）,・４月は消費税増税の雇用面への影響が懸念されたが、消費者の購買意欲は衰えていないため、当面は景気の上向き傾向が続く。
,,□,人材派遣会社（社員）,・求人と求職のミスマッチが改善していないため、今後も変わらないまま推移する。
,,□,人材派遣会社（社員）,・人気の職種に求職者が偏っている状況であるため、人気のある職種の求人が増えない限り、就労者の増加にはつながらない。このため、今後も変わらないまま推移する。
,,□,求人情報誌製作会社（編集者）,・求人広告掲載件数は、今年３月をピークに平行線をたどっている現状であるため、今後も変わらないまま推移する。
,,□,求人情報誌製作会社（編集者）,・企業では人手が欲しくて募集を行うが､人が集まらずに募集が続いている状況にある。こうした現状は今後もしばらく変わらない。ただ、季節的には、観光シーズンや農業系の収穫期などを迎えて、需要の高くなる時期であるため､募集ニーズはしばらく衰えない。
,,▲,求人情報誌製作会社（編集者）,・ほぼ全ての業種で求人数が前年並み又は前年を下回っており、これまでの求人増の反動に加えて、消費税増税による売上減を警戒する動きが表れているとみられる。いずれも一時的な動きとなる可能性もあるが、これまでとは違う動きがみられている。
,,▲,職業安定所（職員）,・円安による燃料価格の高騰が続いていることに加えて、消費税増税後の税率上昇分を価格に転嫁できない零細企業などの企業活動のへ悪影響や、消費者の買い控えなどによる企業収益の悪化が懸念されるため、今後についてはやや悪くなる。
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,コンビニ（店長）,・夏の最盛期への期待に加え、複数の店舗を経営しているが全店で売上が前年を超えていることも期待につながっている。今のところ競合の動きも無いので悪くなることはない。新店舗もこれまでと比べ立ち上がりが好調なので、夏場には更なる伸張が望める。年々客の購買力が上がっているようにみえる。不景気という言葉を使う人もいなくなっている。
,,◎,家電量販店（店長）,・消費税増税の影響は段階的に解消され、夏の終わりには影響がほぼなくなる。消費税増税により買い控えをしているという話も少なくなっている。ただし、家電製品の場合、暑さなど季節的な要因がないとエアコンや扇風機、除湿機などは伸びないのだが、冷夏という予報があり、影響があるかもしれない。
,,○,商店街（代表者）,・地域外の観光客が少しずつ戻ってきており、客単価も少し上がってきている。そういったことから、ボーナスや夏の天候次第で、回復傾向になることは十分期待できる。
,,○,商店街（代表者）,・生活必需品の消費動向は、４～５月でほぼ正常に戻っている。今後はやや上向きの動向が期待できる。
,,○,一般小売店［酒］（経営者）,・そろそろたばこの買い置きが無くなるので売れてくる。
,,○,一般小売店［医薬品］（経営者）,・客の様子からは買い控えや買い渋りは見られない。いつもどおりの買上の仕方をしており、落ち込むということもない。この先はもう少しの上乗せも期待している。
,,○,百貨店（総務担当）,・消費税増税の反動の影響からは徐々に回復している。さらに、夏のボーナスや新しい需要の喚起、消費環境が生まれてくるので、その部分での回復を期待したい。
,,○,百貨店（営業担当）,・宝飾品、ブランド品などの高額商材の回復はまだ先になるが、衣料品、生活用品などは回復が見込まれる。化粧品なども買い置きが切れてくるころとみられ、予想よりも早く回復しつつある。ただし、お中元商戦において消費税増税が消費者の心理に与える影響があった場合、その面での落ち込みが懸念される。
,,○,百貨店（営業担当）,・消費税増税後の景気の落ち込みも落ち着き、消費が動く。
,,○,百貨店（経営者）,・夏のセールが起爆剤となって、消費に対する意識が反転することを期待している。不要不買の前提は続くものの、若干ではあるが企業の夏のボーナスが増額となっているため、現状に比べれば上向きに転じていくとみている。
,,○,スーパー（経営者）,・消費税増税の影響は想定通りに回復している。
,,○,スーパー（店長）,・２～３か月先には買い置き在庫が無くなり、徐々に買上点数も回復する。
,,○,スーパー（店長）,・客のほうで消費税増税後の価格に慣れ、買物も増税前と同じようになっていくのではないかとみている。
,,○,コンビニ（店長）,・ゴールデンウィーク以降の動向からみると、今後は来客数、客単価共に緩やかに上昇していくとみられる。
,,○,衣料品専門店（経営者）,・高額でも品質の良いものは、消費税増税の影響が比較的少ない。夏のセールでも、品質の良いものを安く買いたい客の来店が期待できる。
,,○,家電量販店（店長）,・季節商材が動き出している。
,,○,家電量販店（店長）,・単価の動きとボーナス商戦に期待している。
,,○,家電量販店（従業員）,・白物家電を中心に客単価は上がっている。今月、テレビのハイグレードモデルの新型が各社大量に店頭に並んだので、今後はテレビの売上の向上に期待が持てる。
,,○,乗用車販売店（経営者）,・賃上げ、夏のボーナス効果及び新型車を中心とした増販効果により、消費税増税後の反動減も一段落して緩やかな回復に向かうとみている。
,,○,乗用車販売店（経営者）,・来客数は極端に減っていないことから、夏以降には消費税増税の反動減が収束するのではないかとみている。
,,○,乗用車販売店（経営者）,・消費税増税で固くなった財布のひもが徐々に緩んできているようである。消費者は出費を抑えているだけで金は持っているので、まだまだ潜在的な客の見込みがあるとみている。
,,○,乗用車販売店（従業員）,・消費税増税の影響が大分落ち着いてきているので、ボーナス時期には景気が良くなることを期待している。
,,○,乗用車販売店（従業員）,・消費税率８％に慣れてきて、買い控えをしていた客が少しずつ購入を始めることを期待している。
,,○,住関連専門店（経営者）,・景気の落ち込みは５月が底とみている。新築が遅れた分の耐久消費財の買い需要も、お盆までには出てくる。
,,○,その他専門店［酒］（経営者）,・本格的な観光シーズンに入るため、観光客向けの販売量の増加を見込んでいる。ビヤガーデンも始まるので生ビールなどの販売量にも期待したい。
,,○,その他小売［ショッピングセンター］（統括）,・消費税増税後の影響も落ち着きをみせ、買い控えの動きの反動から夏物への購買意欲が強くなるのではないかと期待している。
,,○,高級レストラン（支配人）,・現在は消費税増税の影響で消費が低迷しているが、今後は回復し始める。
,,○,一般レストラン（経営者）,・今月も消費税増税の影響がみられたが、３か月先となれば消費税増税にも大分慣れ影響も緩和されるとみているので、良くなるのではないか。
,,○,一般レストラン（経営者）,・景気が上向きになるかどうかは難しいところだが、企業努力をしている店舗、特に飲食店などは客にしっかりと選ばれ、そうでないところは見捨てられるという傾向が出てくるのではないか。経営努力をしているところは、少しずつ上向いてくると期待している。
,,○,都市型ホテル（スタッフ）,・婚礼などは若干来客数が増え、成約率も上がっている。これからは当地においてもオンシーズンとなり、一般宴会の件数も伸びていくとみている。
,,○,都市型ホテル（スタッフ）,・宴会場の絨毯の張替えを完了した。また、納涼会シーズンに向けて、クローズしていたレストランのリーズナブルな価格帯での再オープンも決定している。それに伴い、サービス要員も新規雇用して売上増を目指していく。
,,○,旅行代理店（経営者）,・当社では夏休みを迎える７月に販売量が最大となる。また、前月の落ち込みの反動が出て良くなるのではないかとの憶測が出ている。
,,○,旅行代理店（店長）,・消費税増税の影響も薄れ始め、夏旅に向けての購買行動が活発になっている。
,,○,テーマパーク（職員）,・夏休み前には消費税増税が定着し、今よりは消費が活発になってくる。
,,○,その他サービス［自動車整備業］（経営者）,・来客数や販売量の減少を心配したが、それほどの落ち込みはなく好調である。
,,□,商店街（代表者）,・少しずつ物価が上がっており、これが今後ボディブローのように効いてくるのではないか。夏には落ち込み分をばん回できるという声も周囲にあるが、自分としては疑問であり、非常に不安が付きまとっているというのが実際の気持ちである。
,,□,商店街（代表者）,・現在の景況や天候が続き、梅雨入りが遅ければ来街客もいくらか持ちこたえてくれるであろう。大型店と違い一般店ではまだまだお中元商戦には入れず、もう少し辛抱しなければならない。
,,□,一般小売店［書籍］（経営者）,・生活必需品の消費が一巡すれば、消費マインドは少しずつ上がってくるとみられる。ただし、買回り品については引き続き厳しい状況にある。
,,□,一般小売店［医薬品］（経営者）,・消費税増税の影響は、現状を見る限りわずかであったようである。その印象から、景気は堅調に推移するのではないかとみている。
,,□,百貨店（売場主任）,・メリットがあるもの、新しいもの、楽しめるものなどの仕掛けに対する客の反応が良く、消費マインドは高い。
,,□,百貨店（売場担当）,・現在の状況が早々に改善、変化するとは到底考えられない。６月は７月のクリアランスセールを控え、プレセールなどを行い、多少のプラスに転じるだろうが、６～７月通してどうなるかといったところである。
,,□,百貨店（経営者）,・消費税増税の影響は限定的と考えられるが、次の増税も予定されており、ここしばらくは小幅な増減を繰り返しながら推移するとみている。
,,□,百貨店（経営者）,・消費税増税後は衣料品を中心に買い控えの状況にある。顧客動向などからは、購買力がすぐに回復するとは考えにくい。
,,□,スーパー（経営者）,・業績の良い大手企業を中心にボーナスが増額がされることや、パートの時給が上昇気味であることから消費拡大が期待できる。ただ、商品価格が全体的に上昇しているので、可処分所得が増加していくかは気になるところである。景気の回復にはもう少し時間が掛かりそうである。
,,□,スーパー（経営者）,・生鮮食品を中心に原価の上昇が続き、上昇分は売価に転嫁することになる。一般加工食品などについては価格転嫁が厳しいうえに、価格競争は更に激しくなってくる。
,,□,スーパー（営業担当）,・４月以降、消費者は商品に対して消費税増税分の値上り感を持っている。買い控えの傾向は予想以上に長引くとみている。
,,□,スーパー（営業担当）,・こどもの日や母の日などの結果を見ると、お金を全く使わないのではなく、以前にも増して切り詰めるものは切り詰めるといった堅実な消費動向が目に付く。この傾向は当分続くとみられる。
,,□,コンビニ（経営者）,・季節要因による売上増加は見込めるが、それ以外の増加要因は見当たらない。消費税増税に伴う反動からいまだ回復せず、客単価や買上点数が伸びていないことから、厳しい状況が続くのではないかとみている。
,,□,コンビニ（エリア担当）,・客単価は依然として低迷している。次の消費税増税を鑑みると、この傾向は続く。
,,□,コンビニ（エリア担当）,・小売業においては、人口減のなか、販売チャネルの増加により１店舗当たりの来客数が減少している。
,,□,コンビニ（エリア担当）,・天候要因による来客数の増加を期待したいが、外的環境としてはマイナス面も多い。
,,□,コンビニ（店長）,・主婦層の買い控えは続くとみられるが、６～７月はサッカーワールドカップなどがあり、購買意欲がやや上向くことも期待され、全体的には変わらないか今より少し悪い程度に落ち着く。もちろん天候次第であることは言うまでもないので、夏の天候も心配されるところではある。
,,□,衣料品専門店（経営者）,・地方ではボーナスの効果もさほど大きくない。生活防衛意識が高まり、衣料品関係は特に厳しい状況が続く。
,,□,衣料品専門店（経営者）,・消費税増税に伴い、税込み表示価格から税別表示価格に変わった影響もあってか、客にとっては消費税８％の負担というのが思いのほか大きいらしく、買物に慎重になっている様子がうかがえる。
,,□,衣料品専門店（店長）,・消費税増税の影響も薄れ、消費者の購買動向は上向きに転じてきている。しかし、東日本地域おいてエルニーニョによる冷夏の可能性という長期予報も出ていることから、消費が鈍くなることも予想される。
,,□,衣料品専門店（店長）,・消費税増税の影響はもうしばらく続く。
,,□,衣料品専門店（総務担当）,・地方都市ではまだまだ景気回復の状況が表れていない。現状の推移が続く。
,,□,乗用車販売店（店長）,・消費税増税に続いて、自動車保険料の上昇や軽自動車税の増税といった、購入マインドを低下させる話題が豊富すぎる。しばらくは我慢が必要である。
,,□,住関連専門店（経営者）,・地方の人口問題もあり、期待し難いが、前年実績までは戻るとみている。
,,□,住関連専門店（経営者）,・消費税増税以来、我々の業界は売上が落ち込んでいるところが多い。ボーナス時期で消費者の財布のひもが緩んで、増税の影響が少しずつ消えていくことを期待している。
,,□,その他専門店［酒］（経営者）,・気候による飲食や消費への影響、農作物の収穫への影響などの変動要素が出てこない限りは、秋口まで大きな動きはない。
,,□,その他専門店［靴］（従業員）,・気温の上昇とともに、消費税増税の影響も薄れてきて、消費も回復すると見込んでいる。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・本格的な夏が来るまでは石油製品の需要の落ち込みが続く。景気を刺激するようなことが起きなければ、この状況は長期化する。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・状況の変化が見込める動きや情報が無い。
,,□,一般レストラン（経営者）,・同業者の様子や繁華街の景気について、他の経営者と話をしてもあまり良くない話が多い。やや悪くなりそうな状況に変わりはない。
,,□,一般レストラン（経営者）,・消費税増税により一時的な景気の落ち込みはあっても、景気はそう変わらない。今後も現状を維持していく。
,,□,スナック（経営者）,・異動の時期が終わり団体客が動く機会が少なくなっている。これからボーナスも出るので多少の動きはあるだろうが、お盆や夏休みに向かって動きはあまり良くならないとみている。
,,□,観光型ホテル（経営者）,・いろいろなイベントを計画、立案、実行しているものの、集客には繋がっていない。新装オープンの効果を静観したい。
,,□,都市型ホテル（スタッフ）,・予約が落ち込んでいる主力の宴会、婚礼、宿泊に対するてこ入れが必要である。ホテル業界においては思った以上に回復に時間が掛かりそうである。
,,□,都市型ホテル（スタッフ）,・新入社員や中途採用の募集をしてもいい人材は集まらず、応募自体が少ない状況である。サービス業の景気は変わらない。
,,□,旅行代理店（従業員）,・夏に向けた動向も様子見の傾向が強い。
,,□,タクシー運転手,・客のなかには、人手が足りず仕事ができないと話す客と、仕事がなくて困ると話す客がいる。このようなアンバランスな状態では、景気が急激に回復することはない。
,,□,通信会社（営業担当）,・７月のボーナスで消費税増税分を調整することになるとみている。
,,□,通信会社（営業担当）,・株価の上昇もなく、当面はこのままの景気が継続するとみている。
,,□,通信会社（営業担当）,・景気が上向きになる材料に乏しく、現状維持となる。
,,□,通信会社（営業担当）,・消費税増税後初めてのボーナス時期となるが、給与は向上していない状況であり、消費拡大にはつながらない。
,,□,通信会社（営業担当）,・新たなサービスメニューの提供や、顧客満足度を上げるための無料サポートサービスを準備し、解約者の防止に努めている。このようなお客様サービスをして、ようやく現状維持ができる。
,,□,通信会社（営業担当）,・担当顧客に消費税増税の影響が出ている。
,,□,観光名所（職員）,・デスティネーションキャンペーンが開催されたり、さくらんぼの季節が来たりするので、来客数が増えると予測され、予約も多くなっている。単価は変わらないのではないかとみている。
,,□,観光名所（職員）,・予約状況が若干前年を下回っており、上向く状況ではない。
,,□,遊園地（経営者）,・夏のボーナスや物価の上昇などを含めて、消費税増税の影響からの回復の動きが見通しにくい状況が続く。
,,□,競艇場（職員）,・消費税増税の影響もなく、販売量にもほぼ変化がない。今後もそれほど変化はないとみている。
,,□,美容室（経営者）,・ボーナス時期と重なるので若干の落ち込みはあるが、ほぼ横ばいでいくとみている。
,,□,美容室（経営者）,・今のところ消費税増税の大きな影響はない。良くなるという実感が出るほどの消費の動きも少ない。
,,□,美容室（経営者）,・消費者は、必要な食料品や衣料品などは多少高くとも購入するが、エステや髪にかける出費には慎重になっている。
,,□,設計事務所（経営者）,・この先数か月は今の状況で変わらない。
,,□,住宅販売会社（経営者）,・戸建ての受注は減少しているものの、一般大型物件の受注予定があるため、受注予定量の心配はしていない。
,,▲,商店街（代表者）,・一般消費者の消費はあまり変わらない様子であるが、秋口の社用ユースの予約は非常に先細っている。
,,▲,スーパー（総務担当）,・電気料金やガソリン代が高止まりになっており、給料も増えていない。今後、可処分所得は更に減る傾向になるとみられ、スーパーにとっては厳しい時代が続く。
,,▲,コンビニ（経営者）,・今月末に競合店がまた１店舗開店するため、ますます景気は悪くなる。
,,▲,コンビニ（エリア担当）,・エルニーニョ現象によって冷夏になるとの予報があり、冷し麺や飲料、アイスなどを中心に販売量が低下する恐れがある。
,,▲,コンビニ（エリア担当）,・消費税増税後に落ち込んだ来客数は回復するとみているが、競争店の出店が多くなり、競争が激しくなることを懸念している。
,,▲,自動車備品販売店（経営者）,・繁忙期にもかかわらず、いまだ経験したことがないくらい売上が悪化している。良くなると思える材料が一つも無い。
