,,▲,百貨店（マネージャー）,単価の動き,・新型コロナウイルスの新規感染者数が急増していることで、買上客数が今年３月以来の前年割れとなった。また、物価高の影響で高単価商材の動きが鈍い。３か月前の客単価が前年比96％であったのに対して、11月は前年比86％と低下している。,
,,▲,スーパー（企画担当）,販売量の動き,・新型コロナウイルスの感染再拡大がみられるなか、食品スーパーの来客数は３か月前と比べて回復傾向にあるものの、商品単価上昇の影響が大きく、買上点数が減少している。,
,,▲,スーパー（企画担当）,単価の動き,・新規ディスカウントスーパーの出店により、競合している自社店舗の来客数が減少している。一方、自社の改装した店舗では、品ぞろえの強化と低価格品販売により来客数が増加している。これらのことから、客が価格の安い店舗に流れる傾向が強まっている。,
,,▲,コンビニ（エリア担当）,来客数の動き,・例年は10月から来客数が増加する傾向がみられるが、今年は増えてこないことから、景気はやや悪くなっている。,
,,▲,衣料品専門店（店長）,来客数の動き,・ようやく来客数が回復してきた状況にあったが、新型コロナウイルスの新規感染者数が増加するにつれて、来客数が明らかに減ってきている。,
,,▲,家電量販店（店員）,お客様の様子,・家電業界においても値上げの第２波が訪れている。客の買い控えが進んでいるのか、購入決定率も低い。,
,,▲,高級レストラン（スタッフ）,来客数の動き,・全国旅行支援の影響で来客数が増加することを期待していたが、期待ほどの効果はみられなかった。11月に入り、当地の新型コロナウイルスの新規感染者数が度々更新されるなど、感染状況が徐々に拡大傾向にあることから、前年と同じような状況になっており、勢いが感じられない。,
,,▲,旅行代理店（従業員）,販売量の動き,・３か月前は新型コロナウイルス感染症の第７波の出口ということもあって、旅行需要が回復傾向にあったが、現在は第８波の入り口であり、旅行需要が日々減少している。,
,,▲,タクシー運転手,来客数の動き,・コロナ禍による行動制限などは行われていないが、11月に入り、新型コロナウイルスの新規感染者数が増えていることで影響が出ている。ニュースで取り上げられるたびに人出が少なくなっており、それに伴ってタクシーの利用も減っている。特に夜の遅い時間帯の利用客が減っている。,
,,▲,タクシー運転手,販売量の動き,・当地における新型コロナウイルスの新規感染者数が減らず、今後更に増加するおそれもあることから、外出自粛ムードが一層強まっている。,
,,▲,美容室（経営者）,お客様の様子,・物価高が消費にかなりの影響を与えており、景気はやや悪くなっている。,
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,来客数の動き,・年度末に向けた追い込みもあって、公共事業などの工事関連での輸送量は増加傾向にあるものの、観光での輸送量は季節的なこともあって、大きく減少している。全体的には景気はやや悪くなっている。,
,,▲,住宅販売会社（経営者）,単価の動き,・これまで木材を始めとした建築資材が高騰していたことから、住宅建築が減っており、建売住宅も売れなくなっている。ただ、ここに来て資材価格が頭打ちしており、今後価格が下がるとみられることは明るい材料である。,
,,×,商店街（代表者）,来客数の動き,・11月上旬までは景気が回復傾向にあったが、新型コロナウイルスの感染状況が急激に拡大していることで、昼間も夜間も来街者数が伸びなかった。道内からの観光客の入込も期待以下であり、低調なまま推移している。,
,,×,百貨店（営業販促担当）,来客数の動き,・新型コロナウイルスの感染拡大に伴い、来客数が前年を下回るようになってきた。それに伴って催事関係も苦戦を強いられている。,
,,×,スーパー（従業員）,来客数の動き,・食料品の値上げによる買い控え傾向がみられる。コロナ禍で客の来店頻度が低下しているなか、来客数がますます減少している。客単価は上昇しているものの、売上確保が困難な状況になっている。,
,,×,スナック（経営者）,来客数の動き,・10月頃までは客がかなり来店していたが、11月に入り、新型コロナウイルスの感染状況が大分拡大していることから、キャンセルが増えており、とても困っている。,
,,×,観光型ホテル（経営者）,来客数の動き,・冬季シーズン前という季節要因もあるが、国内客もインバウンドも本州方面に流れており、道内への入込が減少している。,
,,×,タクシー運転手,販売量の動き,・新型コロナウイルス感染症の第７波が収束し、景気も上向き傾向にあったが、当地では第８波ともいえる感染拡大がみられていることから、人流が減少している。外出制限などは出されていないが、自粛による消費行動抑制の動きもみられており、影響が大きくなっている。,
,,×,通信会社（エリア担当）,それ以外,・携帯キャリアの戦略によって、代理店では悪影響を受けている。,
"企業
動向
関連

(北海道)",,◎,－,－,－,
,,○,金融業（従業員）,取引先の様子,・物価上昇の影響が幅広い業種でみられるものの、全国旅行支援や外国人観光客の入国制限緩和による観光関連業種の回復が道内景気を押し上げており、３か月前と比べてやや良くなっている。,
,,○,司法書士,取引先の様子,・政府が新型コロナウイルスの感染症法上の位置づけを５類相当に引き下げることを検討していることもあって、国内の人の移動やインバウンド需要などが徐々に回復しつつある。現に観光地では以前よりも観光客が増えている。それに伴って他業種においても景気が回復傾向にある。,
,,□,農林水産業（経営者）,受注量や販売量の動き,・売上は伸びているものの、最低賃金の引上げがあったため、人件費が増加している。また、原材料の再値上げ通知もみられる。依然として気を抜けない状況にある。,
,,□,食料品製造業（従業員）,受注量や販売量の動き,・第一次値上げが反映されつつあることから、売上は増えているが、受注量自体は変わっていない。,
,,□,建設業（役員）,受注量や販売量の動き,・道内各地で平年よりも初雪が遅いこともあって、今のところ、各建設工事現場では降雪の影響もみられず、順調に工事追い込み期を迎えている。完工高、利益共に、受注済みの手持ち工事で年度計画達成が確実となった。,
,,□,その他サービス業［ソフトウェア開発］（経営者）,取引先の様子,・自社も、同業他社も、取引先も、円安の影響を特に受けている様子がみられないなど、３か月前と比べて変化が感じられない。,
,,□,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・建設需要は都市部を中心に旺盛だが、価格転嫁が進んでいないため、採算が悪化傾向にある。,
,,□,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・11月に入り、売上の前年比が微増で落ち着き始めている。,
,,□,その他サービス業［建設機械リース］（支店長）,受注価格や販売価格の動き,・受注量、販売量は減っているが、その分、販売価格が上がっており、売上としては大きく変わっていない。,
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・市場の動きが悪く、ベース商材の動きが鈍い。これからの時期は季節商材が大きく動く見込みだが、例年よりも販売量が少なくなりそうだ。,
,,▲,建設業（従業員）,受注量や販売量の動き,・建設業界では設計の１年後に工事への影響が出てくることになる。北海道においては、業界全体的に案件が減っており、指定確認審査機関への建築確認申請がパタッと止まったというコメントも聞かれる。全国の状況を確認しているが、こうした動きは北海道特有の状況のようだ。,
,,▲,司法書士,取引先の様子,・新型コロナウイルスの感染拡大、止まらない物価上昇など、生活環境が悪化している状況にあり、土地購入や建物の新築などの低迷が続いている。景気が上向くような環境にはなく、補正予算の実行も来年に入ってからとみられるため、このままでは景気はますます悪くなる。,
,,×,食料品製造業（従業員）,受注量や販売量の動き,・11月の販売量は前年比でマイナス19％となった。３か月前の８月の販売量は前年比でマイナス９％であったことから、景気は悪くなっている。,
"雇用
関連

(北海道)",,◎,－,－,－,
,,○,職業安定所（職員）,求職者数の動き,・10月の新規求職者数が前年から0.9％減少した一方で、新規求人数は前年から15.4％増加している。今後への懸念はあるものの、業況堅調な企業を中心に求人が出されていることから、景気はやや良くなっている。,
,,○,職業安定所（職員）,求人数の動き,・当地における10月の有効求人倍率は0.99倍であり、３か月前との比較では0.05ポイント上回っている。,
,,○,学校［大学］（就職担当）,求人数の動き,・コロナ禍で不景気が長く続いていた観光、旅行、ホテルなどの業種に加えて、飲食業や小売でも景気が上向いており、それに伴って企業の採用活動にも若干の活気がみられる。新卒への内定出しの状況から、企業自らの経営努力も当然見逃せないが、企業を取り巻く環境が好転していることもうかがえる。,
,,□,人材派遣会社（社員）,求人数の動き,・企業の求人意欲はいまだ旺盛であり、毎月、堅調に求人数が増えている。また、とにかく早く人材を採用したいという企業側の考えも強まっている。企業では、提案した人材のスキルを検討した上で面接を行っており、その面接率は通常２割から３割とされるが、最近は５割にまで上昇している。他社に採用される前に採用しようという考えもあるだろうが、それよりも業績確保に向けて人員を早くそろえて動きたいと考えているものとみられる。,
,,□,求人情報誌製作会社（編集者）,それ以外,・コロナ禍の影響とインターネット通販の利用拡大により、中心繁華街と郊外店では客層の構造変化が著しい。また、中心市街地の核として栄えた地元老舗百貨店が来年１月末で閉店するため、解雇される人材の再就職も含めて、その影響が懸念される。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・北海道の新型コロナウイルスの新規感染者数が全国トップになったことで、採用を控える傾向が顕著に表れている。介護業界では採用関係者がり患したことで、採用活動自体ができなくなったケースもみられた。10月まで堅調に推移してきた求人数もここに来て若干減少している。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・景気回復を目指していることもあって、企業の求人意欲は、業種を問わず旺盛だが、新型コロナウイルス感染症の第８波とみられる新規感染者の増加により、全体的に求人数が足踏み状態となっている。これまでのような求人活動を行えるような先行きの見通しが立たない状況となっている。,
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・当地では新型コロナウイルスの新規感染者数が過去２番目に多い日を記録するなど、新型コロナウイルスの感染状況が拡大している。介護施設では、クラスターの発生に伴うキャンセルがみられた。また、飲食・観光業界では、様子見などで掲載出し控えの動きがみられる。,
,,▲,職業安定所（職員）,それ以外,・生活必需品の相次ぐ値上げ、円安、上がらない賃金など、景気が良くなる要素がない。,
,,×,－,－,－,
,,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(東北)",,◎,一般小売店［酒］（経営者）,販売量の動き,・県発行のクーポンを使う客が多い。,
,,◎,観光型旅館（経営者）,来客数の動き,・全国旅行支援の効果で来客が途切れない。,
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・新型コロナウイルス感染症関連の商品も通常の商品もよく動いている。来客数も増えてきている。,
,,○,スーパー（店長）,販売量の動き,・10月は売上が前年比96％、現在は98.6％と若干上昇している。値上げで単価が上がっており、客単価が前年比103.7％まで上がっている。,
,,○,コンビニ（経営者）,来客数の動き,・夜間、休日の人の動きが良くなっている。客単価もアップしている。全国旅行支援のクーポン利用の影響もプラス要因になっている。,
,,○,コンビニ（エリア担当）,来客数の動き,・行動制限がないため、３か月前と比べて人流は戻ってきている。立地によっては新型コロナウイルス感染症発生前と同様の来客数となっている。,
,,○,コンビニ（エリア担当）,販売量の動き,・販売量が増加している。,
,,○,乗用車販売店（店長）,販売量の動き,・車両生産が若干安定してきたため新車登録が進み、収支も改善し前年比130％程度となっている。しかし、依然として中古車の在庫不足は改善されていない。,
,,○,高級レストラン（スタッフ）,来客数の動き,・全国旅行支援により、新型コロナウイルス感染症を気にせず外出する人が増え、人が動いている。,
,,○,観光型ホテル（スタッフ）,来客数の動き,・全国旅行支援に伴う来客数の増加が続いている。,
,,○,観光型ホテル（スタッフ）,来客数の動き,・新型コロナウイルス感染症の第８波の影響が出てきたが、全国旅行支援のおかげで客は多い。,
,,○,旅行代理店（従業員）,販売量の動き,・全国旅行支援により国内旅行取扱額も増加しており、３か月前と比べて上向き傾向にある。,
,,○,旅行代理店（従業員）,販売量の動き,・全国旅行支援の効果もあり、国内の旅行需要に対して販売量が増えている。,
,,○,旅行代理店（従業員）,販売量の動き,・全国旅行支援の効果により第３四半期の販売は2019年並みまで回復している。ただし、県ごとの財源に格差があり、その効果は一律ではない。,
,,○,観光名所（職員）,販売量の動き,・旅行業者の募集団体や一般の会社関係の団体等が非常に増えている。これにクーポンが加わり、土産物を買わなければいけないという雰囲気があり、販売量が大変増えている。,
,,○,遊園地（経営者）,来客数の動き,・新型コロナウイルスの感染状況も客足にはそれほど影響せず、３年ぶりのイベントを実施できた。気温が比較的温暖に推移したこともあり、来客数は学校団体の来場予定が後ろにずれたことで多くなった前年を少し上回っている。,
,,○,住宅販売会社（経営者）,販売量の動き,・戸建て住宅の受注の伸びは落ちているが、大型倉庫物件等の受注が伸びている。,
,,□,一般小売店［書籍］（経営者）,販売量の動き,・取り扱っている商品は再販商品のため販売価格が決まっており、コストの上昇分を販売価格に転嫁できないため、非常に厳しい状況が続いている。加えて、ベストセラーの類が前年の後半から全く出ておらず、業界全体が不振の真っただ中にある。,
,,□,一般小売店［医薬品］（経営者）,お客様の様子,・11月はサッカーワールドカップが始まってからは、夕方から夜に掛け繁華街から人がすっかり消えて、人出が全くない状態が続いている。,
,,□,一般小売店［酒］（経営者）,販売量の動き,・全国旅行支援のクーポン等の影響で旅館や観光施設等への販売量は上昇傾向にあるが、飲食店への販売量はほぼ横ばいである。特に週末は家で過ごすことが常態化しており、ファミリーレストラン等の形態はにぎわいを見せているが、酒類を提供する飲食店に関しては依然として苦しいままである。,
,,□,一般小売店［寝具］（経営者）,販売量の動き,・依然として厳しい状況が続いている。新型コロナウイルスの新規感染者数が増えてきて、ますます動きが鈍くなっている。,
,,□,百貨店（計画担当）,来客数の動き,・来客数は前月から横ばいとなっている。,
,,□,スーパー（店長）,来客数の動き,・来客数に回復の兆しがみられない状況である。,
,,□,スーパー（営業担当）,販売量の動き,・３か月前から来客数の前年割れが続いている。値上げの影響で特売商品を出しにくい。価格を下げても集客は弱い。,
,,□,コンビニ（経営者）,来客数の動き,・新型コロナウイルス感染症の影響で人の動きが余り良くない。,
,,□,衣料品専門店（経営者）,販売量の動き,・新型コロナウイルスの感染者が出てから２年以上が過ぎ、各企業にも影響が出始めている。個人の収入も減少しつつあるとみられ、買い控えが出ているため、売上は前年より落ち込んでいる。,
,,□,乗用車販売店（従業員）,販売量の動き,・タイヤ交換時期に新型車発表も重なり、例年と比べて来客数は増加しているが、受注台数は例年どおりの推移である。,
,,□,乗用車販売店（従業員）,販売量の動き,・来客数は増えてきており、受注もそれなりにあるが、納期が不安定である。登録にならないと収益にならない。,
,,□,自動車備品販売店（経営者）,お客様の様子,・修理等の入庫数は多くない。１台当たりのコストも客からはなるべく抑えるようにいわれている。,
,,□,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・各メーカーとも今秋から値上げが続いており、値上げ前に客から前倒しで受注したものもあるが全体的に購買力は下がっている。また、人員削減の影響なのか注文数も減っている。前年と比べても数量的に減っている状況である。,
,,□,その他専門店［靴］（従業員）,販売量の動き,・地域のプレミアム付商品券の効果も落ち着き、各種値上げの影響なのか、冬物商材の動きは鈍い。,
,,□,その他小売［ショッピングセンター］（統括）,お客様の様子,・全国旅行支援もあり、人の流れはかなりできているものの、物価高や新型コロナウイルス感染症の影響で、客の購買意欲は余り伸びていない。,
,,□,一般レストラン（経営者）,来客数の動き,・全国旅行支援などもあり、観光で訪れた客が多少増えている。しかし、新型コロナウイルスの新規感染者数が増えていることから、これまで来てくれていた近隣客の出足が鈍く、余りぱっとしない状況が続いている。,
,,□,一般レストラン（経営者）,お客様の様子,・新型コロナウイルス感染症の影響が大きい。11月頃からは鍋のシーズンや忘年会も始まるが、何回かキャンセルがあった。団体のうち１人が感染すると皆出られないという状況である。,
,,□,タクシー運転手,競争相手の様子,・地域内では競合他社の廃業も多くなっているため、客は多くないが、前月同様、稼働していれば売上は立つ状況である。,
,,□,通信会社（営業担当）,お客様の様子,・客の設備投資意欲に変化がみられない。,
,,□,競艇場（職員）,来客数の動き,・今月は利用者が少なく売上も良くない。１人当たりの単価も上がらず厳しい月となっている。,
,,□,美容室（経営者）,来客数の動き,・ここ数か月、再来店客数は前年比87～89％で戻り率がほとんど変わっていない。前年も新型コロナウイルス等の影響で減っていたがそれよりも更に減っている。また、新規客は前年比60％である。新型コロナウイルス感染症の影響や景気が悪いことにより、来店を控えているようである。,
,,□,その他サービス［自動車整備業］（経営者）,販売量の動き,・原油や半導体、鉄製品の品不足や値段の高騰に加えて、円安により輸入材料の値上げが止まらない。販売価格を上げているものの、価格差は吸収し切れず、売上が減ってきている。,
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は、ガス給湯器、ビルトインコンロ、エアコンを交換する工事が増えている。リフォームは、資材入荷待ちが改善し、塗装工事や室内の増改築工事が増えている。,
,,▲,商店街（代表者）,お客様の様子,・光熱費や食料品等の値上がりにより、消費者の財布のひもはより一層固くなっている。,
,,▲,商店街（代表者）,販売量の動き,・値上げが多く、買い控えがみられる。,
,,▲,一般小売店［医薬品］（経営者）,お客様の様子,・売上は11月の平年売上と変わらないが、３か月前と比べるとやや悪くなっている。常連客は来店の間隔が長くなっており、取引先と話をしていても景況感は良くなく、景気が悪化している実感がある。コロナ禍の長期化でストレスや運動不足が重なり、体調悪化を訴える客が増えており、売上はその需要に支えられている。,
,,▲,百貨店（経営者）,お客様の様子,・11月に入り好調に推移していた高額商品や衣料品の動きも鈍くなっている。店頭でも、どちらかといえば旅行などのコト消費を重視するという声が聞かれ、耐久消費財の購入を迷う客もみられるようになっている。,
,,▲,百貨店（売場担当）,来客数の動き,・売出し期間中は盛り上がりをみせたが、前後の来客数の落ち込みが大きい。特に月後半は急激に減少している。新型コロナウイルスの新規感染者数の増加、物価高による生活防衛、早期セール待ち等、要因は複数考えられる。,
,,▲,百貨店（催事担当）,来客数の動き,・県内の新型コロナウイルスの新規感染者数が急激に増え、来客数が減少している。また、インフレの進行により生活防衛意識が強まっており、必要最小限の買物に抑えている客が多くなっている。,
,,▲,スーパー（経営者）,単価の動き,・11月は平均１品単価が前月同様に４％を超えている。来客数の前年割れも前月同様である。買上点数の減少は前年比６％強と前月から拡大し、買い控え傾向が広がっていることがみて取れる。消費動向は引き続き良くない状況が続いている。,
,,▲,スーパー（営業担当）,お客様の様子,・値上げの影響が出て、必要最小限の消費になっている。買上点数が伸びず単価が高くなっていることから、まとめ買いをしたり、必要な物以外の購入を抑えたりしているとみている。また、気温も高いため冬物食材などが伸びてこない。ブラックフライデーも例年より盛り上がりに欠けている。,
,,▲,コンビニ（経営者）,販売量の動き,・かなり物価が上がっているため、客も目的買いが多く、衝動買いがかなり減っている。かなり厳しくなってきているのは間違いない。,
,,▲,コンビニ（経営者）,来客数の動き,・県内の新型コロナウイルスの新規感染者数が過去最高を更新しており、夕夜間の来客数が減少している。,
,,▲,コンビニ（経営者）,来客数の動き,・新型コロナウイルスの新規感染者数の増加とともに来客数の減少が顕著になっており、単価でカバーしている状況が続いている。,
,,▲,コンビニ（エリア担当）,来客数の動き,・10月の来客数動向を見ても、上旬は観光キャンペーン等もあり観光地の立地店舗を中心に人の動きも多くみられたが、それ以降は新型コロナウイルスの新規感染者数が増えるに従って来客数が落ちている。新型コロナウイルスの新規感染者数がピークのときの数値と同程度まで落ち込んでいる。,
,,▲,コンビニ（店長）,来客数の動き,・コンビニ各社は値上げ分で単価が上がっているが、来客数は若干減少している。そこが懸念材料で、買えない人が増えてきたようである。サラリーマン男性の財布のひもが固くなっている印象を受ける。,
,,▲,衣料品専門店（経営者）,お客様の様子,・買い控えなのか、欲しい気持ちがあってもセーブしているようである。生活に直結したいろいろな物の値上がりの報道が多く、買い控えることが正しいことと思っているのかもしれない。,
,,▲,衣料品専門店（経営者）,お客様の様子,・物価高騰が進むなか、購買意欲が高まらない人が多く見受けられる。,
,,▲,衣料品専門店（店長）,来客数の動き,・前年はブラックフライデー前後から景気が良くなった。そこから一巡し、前年と比べると来客数が増えなくなってきている。新型コロナウイルスの新規感染者数が増えてきたことも原因とみている。,
,,▲,衣料品専門店（店長）,お客様の様子,・円安による物価高、新型コロナウイルスの感染拡大と負の要素が重なっているせいか、復帰の兆しをみせた葬祭、ビジネス、出張用途での需要が減少している。ふだん着においても高単価商品の動きが鈍くなってきている。,
,,▲,衣料品専門店（店長）,単価の動き,・物価上昇に伴い、必要最低限のものしか購入しないという客が増加傾向にある。,
,,▲,衣料品専門店（総務担当）,来客数の動き,・物価上昇の影響を受けて来客数が減少傾向にある。し好品的要素の強い商品群で客単価、買上点数に影響が出ている。,
,,▲,家電量販店（店長）,販売量の動き,・新築需要などは少ない。暖冬気味の状況なので、エアコンや石油暖房関係の季節商材の売上が振るわない。テレビなどのＡＶ商品は前年並みだが、冷蔵庫や洗濯機といった白物家電は前年比90％前後である。来客数も前年比95％程度で、客単価はやや上がっているが、売上は前年を割っている。客は全国旅行支援には興味があるようだが、家電製品の購入意欲は余りないようである。,
,,▲,家電量販店（従業員）,販売量の動き,・新型コロナウイルスの感染拡大が止まらない状況のなかで、来客数が明らかに減ってきている。,
