,,□,タクシー運転手,来客数の動き,・まん延防止等重点措置延長の影響で、特に夕方から夜間の来客数が減少したままであり、状況は変わっていない。イベント関係の予約についても、予約後間もないタイミングでキャンセルされる状況が繰り返されている。
,,□,美容室（経営者）,販売量の動き,・２月の売上は悪かったが、３月は３か月前の水準まで回復している。ただ、良いとはいえない売上が続いている。
,,□,美容室（経営者）,単価の動き,・３月から価格を値上げしたことで一時的に売上が増えているものの、経費も増えているため、利益的にはさほど変わっていない。
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームへ来訪する客の動きは悪くなく、どちらかといえば活発である。商談に掛かる時間も比較的短く、購入を急いでいるようにみえる。
,,▲,スーパー（企画担当）,来客数の動き,・まん延防止等重点措置が解除されて以降、来客数が明らかに減少しており、それまでの追い風のあった状態から通常の状態に変わりつつある。
,,▲,スーパー（企画担当）,販売量の動き,・まん延防止等重点措置が解除されたことで、内食需要が弱くなる傾向がみられる上、価格高騰が１人当たりの買上点数の減少を招いている。必要な物や安い物以外は買い控える傾向がみられる。
,,▲,スーパー（従業員）,お客様の様子,・原材料価格の高騰から、商材の価格上昇が続いており、消費マインドの低下が懸念される。今後もこの傾向が継続することが見込まれる。
,,▲,乗用車販売店（従業員）,販売量の動き,・決算の数字もみえてきたが、自動車の生産が予定していた台数を達成していない状況から、売上に大きな影響を及ぼしている。また、決算手当の出ない企業が増えていることで、販売量にやや陰りがみえてきている。
,,▲,その他専門店［医薬品］（経営者）,来客数の動き,・2020～2021年に掛けて医療業界はバブル期だったのかもしれないと思えるほど、来客数が落ち込んでいる。
,,▲,その他専門店［造花］（店長）,それ以外,・業績の悪化までには及んでいないが、物流の停滞や価格の高騰などを要因とした買い控え傾向がみられる。商材を欲しいタイミングで仕入れできないことが営業悪化の一因となっている。
,,▲,旅行代理店（従業員）,来客数の動き,・新型コロナウイルスオミクロン株の感染拡大により、２～３月に掛けて人の動きが抑制され、航空利用者数の伸びもみられない状態が継続していたが、３月下旬にまん延防止等重点措置が解除されたことで、空港においてもビジネス需要や生活需要を中心に少しずつ人の動きが戻ってきた。ようやく回復の端緒に就いたとみられる。
,,▲,美容室（経営者）,販売量の動き,・２～３月の売上は前年から10％以上落ち込んでいる。様々な警戒感から、客の来店サイクルが伸び、来客数が減少していることが原因となっている。
,,▲,住宅販売会社（経営者）,お客様の様子,・ウクライナ情勢などの影響もあって、客のムードが非常に悪い。円安や原油高の影響でガソリンを始め、様々な商材がコストアップしており、需要に見合わないような値上がりが続いていることから、非常に良くない状況にある。
,,×,商店街（代表者）,それ以外,・原材料費が上がり続けている。ウクライナ情勢が早めに解決しなければ、じわじわと影響が出てくることになる。
,,×,百貨店（営業販促担当）,お客様の様子,・前年12月は衣料品にも回復の兆しがみえてきていたが、１月末にまん延防止等重点措置が適用されてから、商材の動きは必要に迫られたものだけに限られている。特に婦人服や婦人服飾関連は苦戦傾向にある。
,,×,乗用車販売店（経営者）,販売量の動き,・新車の需給状況が一向に改善されないなか、地震の影響による工場の稼働停止もあり、年度末であるにもかかわらず売上が大幅に減少している。中古車販売にも影響が生じており、大変な状況となっている。
,,×,観光型ホテル（経営者）,来客数の動き,・まん延防止等重点措置など、長期間継続した人流抑制策が生活に根付きつつあり、解除されても客が戻らない。構造的なダメージから抜け出すためには強力な経済対策が必要である。
,,×,タクシー運転手,販売量の動き,・数度のまん延防止等重点措置期間の中でも最悪の売上となった。夜間の飲食店への人出は皆無となり、昼間の人出も少ない。消費者の消費マインドは落ち込んでいる。
,,×,タクシー運転手,来客数の動き,・北海道のまん延防止等重点措置は３月21日で解除されたが、まだ人の動きがみえてこない。非常に厳しい状況であり、先行きが見通せない状況にある。
"企業
動向
関連

(北海道)",,◎,食料品製造業（従業員）,受注量や販売量の動き,・３月の販売量は前年比プラス１％だったが、３か月前の12月の販売量は前年比マイナス36％だったため、景気は良くなっている。
,,○,建設業（従業員）,受注量や販売量の動き,・年度末を迎えて、来年度発注予定の案件を前倒しする動きがみられる。各自治体では、新型コロナウイルスの影響で経済が落ち込んだことへの対策として仕事を発注したいのかもしれないが、今年度の案件が既に出つくしていたことから、予算が付いた来年度の案件を出し始めているようにみえる。ただ、各自治体の予算には限りがあるため、来年度後半に失速することが懸念される。
,,○,輸送業（営業担当）,受注量や販売量の動き,・紙パルプや生乳の荷動きは好調というほどではないが、まずまずである。年度末ということもあり、一般雑貨のトレーラー輸送が見込みよりも伸びている。ただ、今後については、物価上昇に伴う物流の停滞が懸念される。
,,○,その他サービス業［建設機械レンタル］（総務担当）,受注価格や販売価格の動き,・当社主力のレンタル事業は公共工事の下支えがあり、前年比微増で推移している。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・３か月前と変わらない売上となっている。
,,□,家具製造業（経営者）,受注量や販売量の動き,・ウクライナ情勢が景気に影を落としている。
,,□,建設業（役員）,受注量や販売量の動き,・年度内工事は予定どおりにしゅん工を迎えている。工期短縮と追加工事による上積みもあり、３月末決算では見込みどおりに計画を上回る利益を確保できた。
,,□,輸送業（支店長）,取引先の様子,・ウクライナ情勢に伴う影響が、まだ関係先にまで波及していないこともあり、大きな変化はみられない。
,,□,司法書士,受注量や販売量の動き,・住宅購入などの個人の借入れは若干だが増えている。ただ、金融機関から企業への融資が少なく、全体的な受注量に大きな変化はみられない。企業の設備投資への融資が行わなければ、景気は現状維持にとどまる。
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・ベース商材の動きが非常に悪いなか、４月からの値上げの影響などもあり、一部の商材ではメーカー側の欠品がみられている。欲しい商材がすぐに入手できないこともあり、売上への影響が出ている。
,,▲,金属製品製造業（従業員）,受注価格や販売価格の動き,・ロシアによるウクライナ侵攻が始まってから様々な影響が出ている。ステンレスが高騰し入手困難な状況となっているほか、半導体不足はいつ解決するか見通しが立たない状況となっている。また、１月の住宅着工棟数は前年比80％と大幅な落ち込みとなっている。
,,▲,金融業（従業員）,取引先の様子,・まん延防止等重点措置やエネルギー価格を中心とした消費者物価の上昇が、個人消費の重しとなっている。このため、道内景気はコロナ禍からの持ち直しの兆しのあった３か月前と比べると、やや悪くなっている。
,,▲,司法書士,それ以外,・新型コロナウイルスの第６波も山を越え、まん延防止等重点措置も全国的に解除され、旅行や会合なども動き始めているが、依然として新規感染者数が高止まりしているなど、注意の必要な状況にあることから、景気が回復するほどの勢いがみられない。また、諸物価の上昇が止まらないことから、生活にゆとりがみえない。
,,▲,その他サービス業［建設機械リース］（支店長）,取引先の様子,・新型コロナウイルスの影響、ウクライナ情勢、円安、原料の価格高騰など、後ろ向きの要因が多いことから、景気はやや悪い。
,,×,＊,＊,＊
"雇用
関連

(北海道)",,◎,－,－,－
,,○,人材派遣会社（社員）,求人数の動き,・ウクライナ情勢の影響による原料高、仕入価格の上昇が見込まれるものの、今のところ、求人意欲は旺盛で、３月までの累計求人数は前年から４割の増加となっている。新型コロナウイルスの終息を見込んで転職を検討する人材が多くなっていることから、その欠員を埋めるための需要もみられ、全体的に企業の求人意欲は底堅く推移している。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・まん延防止等重点措置の影響を強く受けていた飲食業やホテルなどの観光産業を除けば、多くの業種で雇用形態を問わず求人ニーズが発生している。
,,○,求人情報誌製作会社（編集者）,周辺企業の様子,・求人申込件数は前年の1.2倍程度と回復傾向にある。ただし、求職者数の応募意欲はむしろ低下しているようにみえる。
,,○,職業安定所（職員）,求人数の動き,・当地における２月の有効求人倍率は0.88倍であり、３か月前との比較では0.03ポイント下回った。
,,○,学校［大学］（就職担当）,求人数の動き,・企業の新卒採用活動が前年より活発で、それに伴って学生の動きも良くなっている。新卒採用活動は企業の事業展開計画に沿ったものとなることから、景気は上向いている。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・まん延防止等重点措置が解除されたこともあって、企業の人材獲得意欲は旺盛である。ただし、新型コロナウイルス新規感染者数が思ったほど減っていないことから、いまだ様子見の企業も多くみられる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・まん延防止等重点措置の期間が延長されたことで３月上旬は様子見ムードがみられたが、徐々に新型コロナウイルスの影響が緩和されてきている。すすきのの飲食店やスナックからの求人募集がやや増え始めた。企業においても、ここに来て正社員求人が順調に伸びている。
,,□,職業安定所（職員）,求職者数の動き,・有効求職者数の高止まりがしばらく続いている。なかなか就職に踏み切れない人材がみられる一方で、企業においても人手不足分野を除けば、それほど積極的に採用を行っておらず、閉塞感が漂っている。
,,▲,職業安定所（職員）,求職者数の動き,・２月の新規求職者数が前年から10.9％減少している。求職者数は依然として新型コロナウイルスの感染状況をみながら求職活動の開始時期を見計らっている。
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,コンビニ（店長）,お客様の様子,・ウクライナ情勢により原油価格が上がっているが、大分慣れてきたようで、客は普通の買物になってきている感じがある。
,,◎,衣料品専門店（店長）,来客数の動き,・前年のこの時期は卒業式、入学式、入社式といったものが延期や中止、リモートになるなどしたため、４月に向けた準備をする人が減る状況にあった。今年はそのような春の準備は順調に推移しており、来客数が前年よりも増加している。
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・３回目のワクチン接種の開始に伴い、鎮痛剤や体力をつけるための商品が動いているので、通常よりは良くなっている。
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・来客数は横ばいだが客単価が上がってきている。エネルギー価格等の上昇で消費者の倹約志向が強まるとみていたが、店頭の様子はそうではない。危機感が逆に健康志向につながり、医薬品・健康食品等の需要が増しているような感じがある。
,,○,百貨店（経営者）,販売量の動き,・月中の地震の影響は２～３日みられたが、年度末の人の移動が増え、手土産を含むギフト需要なども前年よりは活発に動いている。新型コロナウイルス新規感染者数は高止まっているが、販売量は以前ほどの減少傾向にはなっていない。
,,○,コンビニ（経営者）,単価の動き,・単価の増加が来客数減少をカバーし、結果、販売増加につながっている。
,,○,コンビニ（エリア担当）,販売量の動き,・季節的にも気温が上がっているのと同時に、新型コロナウイルスに慣れてきている感じがある。
,,○,衣料品専門店（店長）,お客様の様子,・まん延防止等重点措置が解除されてからは、入学、卒業などのモチベーション需要に加え、ふだん着需要も少しずつ以前の状態に戻りつつある。
,,○,衣料品専門店（店長）,来客数の動き,・入学式を開催する学校が増加したことで、スーツ需要が大幅に回復している。
,,○,乗用車販売店（従業員）,販売量の動き,・来客数は徐々に増加中であり、僅かだが受注も延びつつある。ただし、新型コロナウイルス等の影響による稼働遅れ、配車遅れにより登録に結び付かない状況で、直近の売上が伸びない。
,,○,その他専門店［白衣・ユニフォーム］（営業担当）,販売量の動き,・飲食店や観光業の状況はまだまだ厳しいが、少しずつ動きも出てきているようである。年度末、春の観光シーズンということもあり、その準備、事前発注という形で注文が入ってきている。前年は動きが全くなかったが、今年は動きがあるので有り難い。また、制服リニューアルの話も結構出てきている。今まで我慢していた企業もそろそろ買換えのタイミングなのかもしれない。
,,○,高級レストラン（スタッフ）,来客数の動き,・ワクチン接種は２回でもう十分と考える人が多く、３回目を打つ人が少なくなっている。
,,○,一般レストラン（経営者）,来客数の動き,・３月になり、土日の昼は２月よりは客が訪れる雰囲気が出てきている。新型コロナウイルスの新規感染者数の減少に比例して、客が少し増えてきたのかと思う。しかし、例年の３月と比べればまだ半分にも届かない状況である。
,,○,一般レストラン（経営者）,お客様の様子,・今月に入って予約の件数がやや増えてきている。まん延防止等重点措置の適用地域ではなかったが、濃厚接触者の扱いの変更が大きいという感じがする。
,,○,観光型旅館（スタッフ）,来客数の動き,・まん延防止等重点措置が解除になり、全国的な新規感染者数の減少が明らかになるにつれ、宿泊者の動きが出てきている。
,,○,旅行代理店（従業員）,販売量の動き,・まん延防止等重点措置の解除により、個人旅行の先行予約が緩やかに増加している。団体旅行においては相談案件数が個人旅行同様に緩やかに増加傾向にあり、申込み案件も数件発生していることから、３か月前と比較すればやや上向いている。
,,○,旅行代理店（従業員）,販売量の動き,・年度末決算の関係で自治体関係の受託事業の精算月となっており、３か月前から比べれば良くなっている。
,,○,旅行代理店（従業員）,販売量の動き,・旅行業につき、感染者数、人流動向と販売動向は一定相関する。３月に入り新規感染者数が減少し、まん延防止等重点措置が解除され、人流が活発になってきている。
,,○,遊園地（経営者）,来客数の動き,・新型コロナウイルスの感染が収まってはいないが、マインド的に良くなっている。比較的天候も良く、新型コロナウイルス発生前には届かないものの、前年、前々年より上向いている。
,,○,美容室（経営者）,来客数の動き,・暖かくなってきたので、客も少しずつ増えてきている。
,,○,設計事務所（経営者）,お客様の様子,・ロシアのウクライナ侵攻や半導体不足により、建設材の高騰が懸念され建設ニーズが減少していた。しかし、３月16日の福島県沖地震の影響で、地域により被害の状況は大きく異なるが、県内の自治体より災害復旧の見積りや現地確認の依頼が出ており、今後着手する予定がある。
,,□,商店街（代表者）,販売量の動き,・本来なら上向きが期待される年度末を前にして、地震による物流の停止や輸入の不安定などにより、販売が伸び悩んでいる。
,,□,百貨店（営業担当）,来客数の動き,・新型コロナウイルス感染のピークを過ぎたことで来客はようやく回復の動きを見せ、シーズンの購買動向が上がってきている。しかし、大きな改善というほどの勢いはない。
,,□,百貨店（買付担当）,お客様の様子,・新型コロナウイルスの新規感染者数が高止まりし、連日死者が出る等、高齢者を中心に外出を控える傾向がみられ、一時は回復傾向だった来客数も減少に転じている。
,,□,スーパー（経営者）,単価の動き,・３月は平均１品単価が前年と同じであった。他方、来客数は前年比が前月と同推移で、また買上点数もそれに比例して減少している。とはいえ、消費の推移は前月とほぼ同じとなっている。
,,□,スーパー（店長）,販売量の動き,・３月の売上は前年比102.7％と、前月から0.6ポイント上がっている状況である。来客数は前年比99.4％と前月から0.2ポイント減少しており、買物回数が更に減ってきている状況である。
,,□,スーパー（営業担当）,お客様の様子,・客は値上げに対して敏感になっている。日替わり商品の購入や、ポイント還元、クーポンなどの利用が増えており、意外な価格での需要増加も発生して計画が立てにくくなっている。特に、油や粉製品などの価格には敏感になっている。
,,□,コンビニ（経営者）,来客数の動き,・まん延防止等重点措置が解除になった。４月１日から商品が値上がりするので、どれだけ人の動きがあるのか心配だが、低い水準でも横ばいでいてくれれば幸いである。
,,□,コンビニ（経営者）,来客数の動き,・新型コロナウイルスの影響で人の動きが余り良くない。
,,□,コンビニ（エリア担当）,来客数の動き,・１月と比べても、季節トレンドによる来客数に変化はない。前年との比較でも変化はない。競合激化エリア以外の外的環境にも変化はみられない。
,,□,コンビニ（エリア担当）,来客数の動き,・全国的に経済回復の傾向が出てきたことは非常に有り難い。新型コロナウイルス対策の自粛緩和も進んできて、このままの動きでＧｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンができるようになれば、景気も新型コロナウイルス発生前までに戻ってくるとの期待感がある。現状では、来客数の動きを見てもまだ回復半ばの状態である。
,,□,衣料品専門店（経営者）,お客様の様子,・新型コロナウイルスオミクロン株の新規感染者数が依然多いため、来客数は少なく、観光客も激減しており土産品の売上がほとんどない。３月は私立高校の制服売上で何とか予算が達成できそうである。
,,□,衣料品専門店（経営者）,販売量の動き,・出掛ける機会がないなど、相変わらず消費にはつながらない。新型コロナウイルスの感染拡大や、ガソリン・灯油を始めとする生活に直結する物の値上がり、ロシアのウクライナ侵攻など明るい要素がないなか、気持ちが上向きにならないようである。寒さが和らがないことも購買意欲へのブレーキになっている。
,,□,衣料品専門店（総務担当）,来客数の動き,・コロナ禍のまん延防止等重点措置により来客数が減少している。
,,□,乗用車販売店（従業員）,販売量の動き,・個人客の販売量はなかなか伸びないが、法人客はそれなりに伸びている。
,,□,乗用車販売店（従業員）,お客様の様子,・タイヤ交換時期であるが、まだ雪が残っているせいか客の来場件数が伸びてこない。売上台数も生産が正常化されていないため、いまだ納期は不安定なままである。
,,□,乗用車販売店（従業員）,販売量の動き,・自動車業界は納期遅延が目立っている。売上になるのは納車後なので、依然、売上にならない状況は変わっていない。
,,□,住関連専門店（経営者）,販売量の動き,・受注いただいているものを生産して納める受注生産だが、今月はさほど多くない。
,,□,住関連専門店（経営者）,販売量の動き,・今月はお彼岸の月で、細かい商品で売上をキープした。しかし、仕入商品の値上げが著しく、価格に転嫁できない状況である。
,,□,観光型ホテル（スタッフ）,来客数の動き,・新型コロナウイルスによる影響をまだ引きずっている。Ｇｏ　Ｔｏキャンペーンに期待したいところである。
,,□,観光型ホテル（スタッフ）,来客数の動き,・新型コロナウイルスの新規感染者数は依然減っていない。自粛ムードが薄れ少しずつ動いてきていたが、地震の影響でまた止まった。東北新幹線が動いてないので首都圏から集客が厳しい。
,,□,観光型旅館（経営者）,来客数の動き,・新型コロナウイルス新規感染者数は減少傾向にあるものの、来客数に大きな変化はなく横ばいである。
,,□,タクシー運転手,来客数の動き,・３月21日をもって全ての都道府県でのまん延防止等重点措置が解除された。その３日前から人の動きが活発になってきているが、月の後半のため３か月前とは変わらない。
,,□,通信会社（営業担当）,お客様の様子,・新型コロナウイルスの第６波が高止まり傾向で推移している。国民は感染症対策に慣れてきており、外出の自粛も緩み消費も回復しつつあるものの、景気の変化はみられない。
,,□,通信会社（営業担当）,お客様の様子,・客の設備投資意欲には変化はなく、継続して余り良くない状況である。
,,□,通信会社（営業担当）,お客様の様子,・特段の状況変化がない。
,,□,観光名所（職員）,来客数の動き,・大手旅行会社の募集団体は少ないが何とか動いている。日々の予約に関しては５～６人の大きなものはないが、２～３人の予約は日々少しずつ増えている。新型コロナウイルスの感染状況はまだまだ厳しいが、幾らかずつは人が動いており回復しているという感じがある。
,,□,美容室（経営者）,来客数の動き,・来客数は前年比90％前後の状況が続いている。一時期よりは良くなっているが、今月発生した震度６の地震によって、ドル箱の卒業式関係で規模の縮小や延期、被災による会場の変更などがあり、売上がダメージを受けている。
,,□,住宅販売会社（経営者）,お客様の様子,・戸建て住宅用宅地の検索依頼が増え、徐々に受注につながるきっかけも増えてきた。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器はコンロ、レンジフード、暖房器具の交換工事が増えている。リフォームは屋外の塗装と屋内の増改築工事が減っている。
,,▲,商店街（代表者）,お客様の様子,・学校や家庭内で新型コロナウイルスの感染が拡大している。加えて、電気・ガス・石油・ガソリン、原材料等の値上げもあり、景気は減退している。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・まん延防止等重点措置の解除後もなかなか人が動かない状況が続く。それに加えて、旅館ホテル関係の客先では地震による影響でまたキャンセルが多数発生し、販売量が更に減少している。
,,▲,一般小売店［寝具］（経営者）,販売量の動き,・３月は多少なりとも商品が動くが、今年はほとんど動かない。コロナ禍で客回りができないこともネックになっている。
,,▲,百貨店（売場主任）,来客数の動き,・１月以降、来客数が前年を下回っており、まだ回復していない。
,,▲,スーパー（店長）,販売量の動き,・原油高の影響で商品は値上げ傾向にある。さらに、原価の高騰が予測されるため、商品の価格上昇による買上点数などの減少が心配される。
,,▲,スーパー（営業担当）,来客数の動き,・来客数は98.6％と前年を割り込み、買上点数は前年から少し落ち込んでいる。コロナ禍の影響と、値上げ等による節約意識の高まりがあるとみている。
,,▲,コンビニ（経営者）,来客数の動き,・来客数が伸びず、前年比で８％減少している。一時戻りかけたとみられた来客数も中旬以降再び減少に転じている。新型コロナウイルスの影響が長引いている。
,,▲,コンビニ（経営者）,来客数の動き,・新型コロナウイルスの感染拡大のため、来客数の前年割れが続いている。
,,▲,コンビニ（経営者）,来客数の動き,・例年の冬の来客数減少に加えて、新型コロナウイルスの影響で売上が下がり、除雪代の支払に電気代の高騰と地獄が続いている。さらに、人手不足も加速している。利益は出ず、休みはないなかでどうやって継続していけばよいのであろうか。本部は売上を上げると言っているが、それは加盟店に更なる負担を強いることに他ならない。今年を乗り切れるのか不安しかない。
