,,▲,美容室（経営者）,お客様の様子,・繁忙期に向かうなか、新型コロナウイルスの感染が流行していることで行事などの中止や縮小が続いている。
,,▲,住宅販売会社（経営者）,お客様の様子,・分譲マンション市場の客の多くは新型コロナウイルスオミクロン株を警戒しており、モデルルームに来訪する人数が減っている。込み入った商談もできない状態となっている。
,,×,商店街（代表者）,お客様の様子,・北海道では１月27日からまん延防止等重点措置が適用されたが、それより早い24日には通行客が大幅に減少した。やはり新規感染者数の増加に敏感な客が多く、今までの対策期間よりも売上が大幅に減少しており、商店街や各店舗では壊滅的な売上減に悩まされている。また、飲食店への補助がある一方で、他業種、特に観光業界については、壊滅的な打撃を受けているにもかかわらず支援が全くなく、おかしいと感じている。
,,×,一般小売店［土産］（経営者）,来客数の動き,・３か月前の秋口から新型コロナウイルスの感染状況が落ち着き始めたことから、客が少しずつ増えていた。特に年末年始は、久しぶりに帰省する家族連れがかなりみられた。しかしながら、最近になって新型コロナウイルスオミクロン株が拡大してきていることから、来客数が再び落ち込んできている。
,,×,一般小売店［酒］（経営者）,お客様の様子,・12月までは順調に回復していたが、１月に入り新型コロナウイルスオミクロン株による感染が激増し、27日から再びまん延防止等重点措置が適用されたことで景気が悪くなっている。特に飲食店における酒類提供が規制されたことで、当社もほぼ休業状態のような状況となっている。
,,×,スーパー（店長）,それ以外,・年明けから新型コロナウイルスの第６波が到来し、北海道にもまん延防止等重点措置が適用されたことから、景気は悪くなっている。
,,×,高級レストラン（スタッフ）,販売量の動き,・年末年始はかなりの来客数がみられたが、１月10日過ぎから急に夜間の売上が減少したことで、売上は例年の50％にも達せず、景気は悪くなっている。ランチの売上はまずまず良かったが、新型コロナウイルスの新規感染者数が増えるたびに来客数が減っている。また、まん延防止等重点措置が適用されたことから、当店では営業時間を短縮して夜間の営業を続けることを予定しているが、状況によってはランチの営業のみとなるかもしれない。周りの店の状況をみると、個人経営のレストランは営業するケースが多い一方で、酒主体の夜の飲食店は休業するケースが多いようだ。
,,×,高級レストラン（スタッフ）,来客数の動き,・新型コロナウイルスオミクロン株の影響で新型コロナウイルスの新規感染者が過去の緊急事態宣言時よりも増加し、首都圏などでまん延防止等重点措置が適用されたことで、観光客の動きが10日過ぎから完全にストップしている。まん延防止等重点措置は北海道でも適用される見込みだが、既に新規感染者数が増加していることで外出を自粛しているのか、地元客の動きも鈍い。
,,×,スナック（経営者）,来客数の動き,・１月の始めは多少良かったが、14～15日頃にまん延防止等重点措置の話が出てからは客が来なくなった。まん延防止等重点措置が適用されてからは、来客数がほぼゼロとなるなど、最悪の状況となっている。
,,×,観光型ホテル（経営者）,来客数の動き,・全国的に新型コロナウイルス感染が再拡大していることで、旅行会社からのキャンセルが相次いでいる。さらに、北海道においてもまん延防止等重点措置が適用されることから、キャンセルはもちろん、新規予約も完全にストップしており、予約状況が悪化している。
,,×,観光型ホテル（スタッフ）,来客数の動き,・宿泊や宴会の予約について、回復の兆しがみえていたが、感染拡大に伴って予約が軒並みキャンセルとなっている。
,,×,タクシー運転手,来客数の動き,・１月中旬までは人出が戻りつつあった。また、大雪の影響による需要増もプラスであった。さらに、道路が大渋滞となるなど、輸送効率が悪かったことから、タクシー１台当たりの売上は前年を大きく上回り、新型コロナウイルス発生前の前々年のマイナス10％程度まで回復するほどであった。しかしながら、下旬になり、新型コロナウイルス新規感染者数が増えるとともに人出が減り、タクシーの需要も前年並みまで減った。月全体では前年比プラス10％、前々年比マイナス30％となった。
,,×,タクシー運転手,販売量の動き,・前々年比80％まで回復していたが、過去の感染者数とはけた違いの第６波が到来したことで人出が大きく落ち込んでいる。外出や外食の機会が一気に縮小している。
,,×,タクシー運転手,お客様の様子,・新規感染者数が急増したことで、１月14日頃から客の外出自粛が始まっている。特にまん延防止等重点措置が適用された１月27日から２月20日までは、人の外出機会がますます減ることになり、夜間の人出も激減することになる。
,,×,住宅販売会社（経営者）,お客様の様子,・新型コロナウイルスの第６波が来たことで、消費、観光、飲食などが相当落ち込んでいる。住宅建築のムードにも水を差すことが考えられるほどである。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,家具製造業（経営者）,競争相手の様子,・新型コロナウイルスの第６波が生じているが、競合各社において積極的な新店舗展開や新ビジネス展開を進める様子がみられることから、景気はやや良くなっている。
,,○,建設業（役員）,受注量や販売量の動き,・雪害による影響は限定的であり、新型コロナウイルス感染第６波の直接的な影響も今のところみられない。各現場では完工期に入り、工期短縮と追加工事契約がプラス要因となって、想定以上の利益額を上積みできている。
,,○,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・大雪の影響などもあり、当社の売上は前年比で10％近い伸びを示している。ただ、新型コロナウイルスオミクロン株の急速な感染拡大が懸念材料となっている。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・３か月前と比較して受注量に変化がみられない。
,,□,通信業（営業担当）,取引先の様子,・実需に一定の動きがみられ、景況感としてはやや良い状況を維持している。一方、取引先の様子をみると、これまでよりやや慎重な動きがうかがえる。
,,□,司法書士,取引先の様子,・新型コロナウイルスの影響が小さくなったとは感じられないが、年末年始に人の往来が多くみられたことで、経済も多少は良くなっている。ただ、不動産関係については、冬期間を迎えて取引が低調に推移するなど、活発な動きはみられていない。
,,□,司法書士,受注量や販売量の動き,・年明けから新型コロナウイルスの新規感染者数が急激に増えている。今回の新型コロナウイルスオミクロン株については仕事での外出であっても感染の恐怖を感じさせるほどであり、これまでの何となく他人事のようだった雰囲気もなくなっている。今のところ、不動産関連の受注量に大きな変化はみられないが、感染すれば業務を一時休止しなければならず、今後に向けての不安が高まっている。
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・売上は予測値を上回る実績が出ているなど、伸びているように感じるが、スポット案件の受注があったためである。ベース商材の販売量が少しずつ落ちているため、安心できない状況にある。
,,▲,金属製品製造業（従業員）,受注量や販売量の動き,・11月の住宅着工棟数が前年を下回っている。
,,▲,建設業（従業員）,取引先の様子,・新型コロナウイルスの影響もあるようだが、直近においてウレタンの納入が難しくなっている。トイレの便座も同様の状況にあるらしく、建設に必要な資材が入ってこないことで、工期の延長や経費増が見込まれる。
,,▲,輸送業（支店長）,受注量や販売量の動き,・コンテナ不足の影響で、特に輸出入の取扱量が通常時と比べて減少傾向で推移している。
,,▲,金融業（従業員）,取引先の様子,・新型コロナウイルスオミクロン株の急拡大とエネルギー価格の上昇が持ち直しのみられた個人消費を下押ししつつある。北海道に適用されたまん延防止等重点措置も消費マインドを後退させており、道内景気はコロナ禍が沈静化していた３か月前と比べてやや悪くなっている。
,,×,食料品製造業（従業員）,受注量や販売量の動き,・１月の販売量は前年比マイナス21％となっている。３か月前の10月の販売数は前年比マイナス２％だったため、景気は悪くなっている。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,人材派遣会社（社員）,求人数の動き,・求人依頼は増加傾向にある。ここ数か月は中小企業からの求人も増えており、特に営業や経理の求人が目立っている。中堅企業においてはアフターコロナを見据えて、デジタルトランスフォーメーションに関連した人材を要望する動きもみられる。また、アフターコロナの業績回復に向けて、営業の強化やシステムと連動した事業拡大を考える企業も散見される。
,,○,職業安定所（職員）,求人数の動き,・当地における12月の有効求人倍率は0.89倍であり、３か月前と比べて0.03ポイント上回った。
,,○,学校［大学］（就職担当）,求人数の動き,・2023年の新卒予定者を対象とした学内合同企業説明会について、各業界からの出展申込みが軒並み好調であり、企業側の新卒採用意欲の回復がうかがえる。
,,□,求人情報誌製作会社（編集者）,周辺企業の様子,・まん延防止等重点措置の適用による中心繁華街へのダメージが大きい。一時的な影響とみられるが、飲食関連からの求人数が減少している。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・新規感染者数が増加するなか、求人件数が増加するというこれまでみられなかった現象が起きている。飲食店や宿泊業などの求人も増えており、ほぼ全業界が堅調に推移している。３～４月の需要を見据えた動きのようにもみえる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・３か月前は緊急事態宣言が解除されたこともあり、年末の繁忙需要に備えた食品製造や物流、消費活動に関連した小売、飲食などの業界で求人が多くみられた。一方、現在は極端に目立つような求人を行う業種はみられないが、業種的な偏りもなく、平均的に必要に応じた求人活動が行われている。
,,□,職業安定所（職員）,周辺企業の様子,・新型コロナウイルスの影響が長く続くなか、新型コロナウイルス関連の融資を受けている会社は結構あるようだが、既に返済が始まっていたり、自転車操業に近いような会社もあると聞いている。こうした状況を踏まえると、景気はまだ上向いていない状況にある。
,,□,職業安定所（職員）,求職者数の動き,・12月の新規求人数は増加しているが、新規求職申込件数が減少していることから、求職者は依然として新型コロナウイルスの感染状況をみながら求職活動の開始時期を見計らっているとみられる。
,,▲,求人情報誌製作会社（編集者）,周辺企業の様子,・前年10月の緊急事態宣言明けから続いていた回復基調がここに来て急速にしぼんでいる。
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,衣料品専門店（経営者）,お客様の様子,・セールがスタートしたがセール品よりも高額定価品の購買が多くみられ、その分がプラスになっている。
,,◎,衣料品専門店（店長）,来客数の動き,・今月は大きなイベントとして初売りがあったが、帰省客の動きが非常に良かった。前年は全く動きがなかったので、前年と比べて実績が非常に良くなっている。
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・売上、販売量共に通常よりも良く、前年を超えている。再び新型コロナウイルスの新規感染者数が増加しているなかで、抗原検査キット、ＰＣＲ検査キット、消毒液等の供給が増えている状況にある。
,,○,百貨店（営業担当）,来客数の動き,・現在は新型コロナウイルス感染の拡大局面であるが、来客数は前年を超えている状況である。
,,○,スーパー（経営者）,単価の動き,・１月は平均１品単価が前年を超えている。食品等の値上げが相次ぎ、その影響が出てきたと考えられる。また、新型コロナウイルス新規感染者数の急激な増加により、巣籠り需要も始まり外食が減ったためか、食品小売の来客数は前年を超えている。ただ、買上点数が伸びず、客単価も前年割れだったので、全体としての消費は前年同様、横ばいの推移となっている。
,,○,スーパー（店長）,単価の動き,・３か月前と比較すると客単価が１月中旬から上がっている。新型コロナウイルス新規感染者数増加が影響しているとみている。
,,○,スーパー（店長）,販売量の動き,・新型コロナウイルスの感染状況の変化から、飲食コーナーの売上は下がっているが、商品の利益は増している。
,,○,コンビニ（経営者）,来客数の動き,・来客数が前年比でプラス５％、売上も８％プラスになっている。夕方から夜間の酒関連のドリンクが前年比320％になっている。明らかにコロナ疲れの人たちが夜の街に出てきたという感じがする。
,,○,コンビニ（経営者）,単価の動き,・来客数は横ばいであるが、単価が増加傾向にあり、結果として販売金額の増加につながっている。
,,○,コンビニ（エリア担当）,来客数の動き,・秋口と比べ年末年始は来客数が増加している。以降も前年との比較では多少良くなっている。
,,○,家電量販店（店長）,販売量の動き,・前年末に支給された10万円の子育て世帯への臨時特別給付で消費が拡大している。買換え需要のほかに、オーディオ製品などの購入も増えている。客の消費動向に良い影響があったようである。また、寒さもあり暖房商品がよく売れている。
,,○,自動車備品販売店（経営者）,お客様の様子,・前年末からの例年より多い降雪により、除排雪に関係する業者の稼働率が大変上がっており、それに関連する修理、ガソリンスタンドは忙しくなっている。また、冬場は休みの多い大工等も屋根の雪下ろしなどで忙しそうである。
,,○,遊園地（経営者）,来客数の動き,・１月は上旬のみの営業であった。穏やかな天候で新型コロナウイルスも収まっていたので、前年よりも好調に推移した。
,,○,競艇場（職員）,来客数の動き,毎年12月と１月は来客数が増えるので、その他の月に比べると多少多くなっている程度である。
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・来客数が少なくなっているが、その分客単価が上がっており、売上は横ばいとなっている。
,,□,百貨店（売場主任）,来客数の動き,・11～12月と来客数が改善傾向にあった。しかし今月は、初売りは良かったものの第２週以降再び減少し始め、10月の水準に戻ってしまっている状況である。
,,□,スーパー（営業担当）,お客様の様子,・新型コロナウイルス新規感染者数の増加から、巣籠り、まとめ買い傾向が強まっている。また、学校休校や大雪による影響もあり、近場での買物が増えている。警戒心からか来客数が増加していない。
,,□,コンビニ（経営者）,来客数の動き,・来客数が少しずつではあるが戻っている。
,,□,コンビニ（経営者）,来客数の動き,・新型コロナウイルスオミクロン株の影響で感染者が拡大しているため、人の動きが鈍くなっている。
,,□,コンビニ（エリア担当）,来客数の動き,・新型コロナウイルスのまん延防止等重点措置の適用が全国的に広がっており、人の動きが非常に鈍くなっている。売上は前年同様、悪いまま推移している。
,,□,コンビニ（エリア担当）,販売量の動き,・回復するかと思ったが、急激な感染拡大で先行きが見えなくなっている。
,,□,コンビニ（店長）,単価の動き,・原油価格の高騰でガソリンや灯油などの値上げが続いているせいか、消費者はいろいろな商品の値上げに敏感になっており、いつもより１品少なく買ったり、低価格のものを選ぶような状況になっている。
,,□,衣料品専門店（経営者）,お客様の様子,・県内でも新型コロナウイルスオミクロン株の感染が多発して人出が激減し、来客数も減少しているが、高校の制服販売の時期でもあり、新型コロナウイルスの感染症対策を徹底した売場造りを行い、売上確保に懸命である。
,,□,乗用車販売店（従業員）,お客様の様子,・前年と比べても３か月間の来客数や販売実績にも大きな変化はなく、既存の客の入庫台数も変わらない。
,,□,乗用車販売店（従業員）,販売量の動き,・新型コロナウイルスの影響により思うように工場が稼働していない。受注は増加傾向にあるが、配車が読めず、登録に結び付かない。
,,□,乗用車販売店（店長）,販売量の動き,・直近では中古車販売の実績が非常に悪い。在庫も少なく商品確保がかなり厳しくなっている。
,,□,住関連専門店（経営者）,来客数の動き,・近年、客の仏具類への関心が薄れてきているので当店の来客数も減少しているが、今月は何とか売上を確保している。
,,□,その他専門店［靴］（従業員）,販売量の動き,・新型コロナウイルスオミクロン株による新規感染者数の増加により、来客数が減少している。
,,□,通信会社（営業担当）,お客様の様子,・客の購買意欲に変化がみられない。
,,□,通信会社（営業担当）,お客様の様子,・新型コロナウイルス感染が再び拡大傾向になっているが、景気は変わっていない。
,,□,観光名所（職員）,単価の動き,・感染状況の変化により団体の予約状況は落ちている。しかし、団体予約がなくなった分、少人数の振り客が増えており、訪れた客に関してはよく金を落としてくれている実感があるため、それほど状況は変わっていない。
,,□,美容室（経営者）,お客様の様子,・常連客しか来店しない。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・リフォームについては、資材の納品遅れが改善し増改築工事が増えている。住宅設備機器については温水ルームヒーター交換工事が増えている。
,,▲,商店街（代表者）,来客数の動き,・新型コロナウイルスオミクロン株による新規感染者数の増加により、戻りつつあった景気が悪化している。
,,▲,商店街（代表者）,来客数の動き,・新型コロナウイルスの感染者数急増でまた身動きが取れなくなっている。建設業は活気があるにもかかわらず、小売業までは潤っていない。
,,▲,百貨店（買付担当）,来客数の動き,・数か月回復基調だったが、当月は悪天候、降雪、新型コロナウイルスオミクロン株といった複数要因が影響し、後半になるにつれ来客数が減少しており、購買意欲も再び下降気味となっている。
,,▲,百貨店（経営者）,販売量の動き,・初売りは前々年には満たないものの、久しぶりににぎわいを見せたが、月半ばからの新規感染者数の増加に伴い、ファッションアイテム中心に減速している。ただし、第５波のときほどの急激な落ち込みではない。
,,▲,スーパー（営業担当）,来客数の動き,・来客数の前年比が96.0％まで減少している。来店頻度が下がり、買い置き需要は高まっているが、来客数のダウンを客単価でカバーできず、売上も不振になっている。
,,▲,コンビニ（エリア担当）,来客数の動き,・新型コロナウイルス第６波の影響が出ている。
,,▲,衣料品専門店（店長）,お客様の様子,・新型コロナウイルスの感染状況により、消費行動が変化している。年末年始にかけて新型コロナウイルス発生前のような状況に戻ったが、また悪化しつつある。
,,▲,衣料品専門店（店長）,来客数の動き,・新型コロナウイルスの感染が落ち着き、正月に帰省される人が多く、家族での来店が増えている。
,,▲,衣料品専門店（総務担当）,来客数の動き,・収束感もあった新型コロナウイルス感染症だが、年明けの新型コロナウイルスオミクロン株の感染拡大により、週を追うごとに来客数が減少し、売上に影響している。
,,▲,家電量販店（店長）,来客数の動き,・新型コロナウイルス感染者が拡大しており、来客数が減っている。
,,▲,家電量販店（従業員）,単価の動き,・来客数、買上点数共に減少している。さらに、商品単価の下落も出始めている。
,,▲,乗用車販売店（従業員）,販売量の動き,・今年は雪が多い。さらに、新型コロナウイルスオミクロン株も発生したため、販売量が少し伸び悩んでいる。
,,▲,住関連専門店（経営者）,販売量の動き,・受注生産のため今月製造分の受注量は少なかった。
,,▲,その他専門店［酒］（経営者）,来客数の動き,・年明けは例年動きが少なくなる。前年と比べて余り変わりなかったが、月末近くになって新型コロナウイルスのまん延防止等重点措置適用地域拡大で動きが完全に止まった。
,,▲,その他専門店［食品］（経営者）,来客数の動き,・３か月前、新型コロナウイルスの感染も少し落ち着いていたので上向いてくるだろうと思っていたが、ここに来て新規感染者数増加の波が地方にも波及して人流がなくなっている。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・販売価格の異常なまでの高騰により節約志向が強くなっている上に、新型コロナウイルスの感染拡大で外出が減っていることから、販売量が減っている。
,,▲,その他小売［ショッピングセンター］（統括）,お客様の様子,・初売りからバーゲンセールと今月のスタートは順調だったものの、中旬以降、新型コロナウイルスオミクロン株の感染拡大により、来客数、購買状況が急速に悪化している。
,,▲,高級レストラン（スタッフ）,来客数の動き,・予約数、来客数が全く伸びてこない。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・新型コロナウイルスオミクロン株の感染拡大により正月明けから客足は悪くなっている。ガソリン価格の高騰などの要因もあるとみている。
,,▲,観光型ホテル（スタッフ）,来客数の動き,・新規感染者数の増加のため、来客数が減り、予約数も伸び悩んでいる。
,,▲,観光型旅館（経営者）,来客数の動き,・新規感染者数の増加により、１月中旬以降の予約はキャンセルが発生しており、新規予約も手控えられているような感じがある。
,,▲,タクシー運転手,お客様の様子,・20～30代はまだ動きがあるが、メインの客である50代以上の年配者は新型コロナウイルスオミクロン株を気にして動きが悪い。
,,▲,通信会社（営業担当）,お客様の様子,・小売業、居酒屋への新型コロナウイルスの影響が大きく、売上が前月より厳しくなっている。観光業も燃料費の値上げ等更なる打撃を受けている。家計のやり繰りが厳しいという声も多く聞かれ、先行きの不透明感から景況感は前月より悪くなっている。
,,▲,通信会社（営業担当）,単価の動き,・各種物価が上がっており、原油高が追い撃ちを掛けている。新型コロナウイルス第６波の襲来もあり、景気は11～12月頃には少し上向く兆しがみられたが、年明け早々から下降気味になってきている。
,,▲,通信会社（営業担当）,お客様の様子,・新型コロナウイルスの感染拡大により、新規感染者数が過去最多を更新し、まん延防止等重点措置の対象地域にもなった影響で訪問契約などにキャンセルが出ており、影響が出始めている。
,,▲,通信会社（営業担当）,お客様の様子,・一時期良くなりかけたが、新型コロナウイルスオミクロン株の影響でまた厳しくなっている。
,,▲,美容室（経営者）,来客数の動き,・新型コロナウイルスオミクロン株の影響で一週間ほど前から客のリターンサイクルが長くなっている。また、新規客も用心してなのか、数がかなり少なくなっている。新型コロナウイルスの影響で少し悪い方向に進んでいる状況である。
,,▲,住宅販売会社（経営者）,来客数の動き,・若年層の戸建て住宅希望者は多いが、必然的に客単価が下がっている。
,,▲,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・新型コロナウイルスの感染拡大により外出を控える人が多くなっているため、全体の来場組数、見学件数が減少している。
,,×,商店街（代表者）,それ以外,・新型コロナウイルスオミクロン株の感染拡大の影響で、客の数が極端に少なくなっている。
,,×,一般小売店［書籍］（経営者）,販売量の動き,・新しい出版物の商品力低下や新刊点数の減少に加えて、新型コロナウイルスの影響による巣籠りがあり、ギフト以外の商材に関しては来客数、販売量共に落ち込んでいる。
,,×,一般小売店［医薬品］（経営者）,お客様の様子,・１月は成人式までは人も集まり、繁華街では新型コロナウイルス発生前のようなにぎわいをみせていた。しかし、新型コロナウイルス新規感染者数の急増に伴い、あっという間に人混みが消え、夜になると人のいない街にビルのネオンだけが輝いている状況になっている。
