,,□,タクシー運転手,来客数の動き,・例年４月になり、暖かくなってくると雪のあった時期と比べてタクシーの利用客が大きく減少することになる。今年は緊急事態宣言やまん延防止等重点措置が解除されているため、タクシー１台当たりの売上は前年から約15％ほどのプラスとなったが、乗務員不足でタクシーの稼働が15％ほどのマイナスとなったため、会社の売上は前年並みであった。コロナ禍前との比較では30％のマイナスであり、なかなか以前の状況に戻ってこない。
,,□,タクシー運転手,来客数の動き,・３月21日にまん延防止等重点措置が解除されたが、いまだに動きらしい動きがみられず、苦労している。この先も今のような状況が続くとみられるため、客の動きを注視していきたい。
,,□,美容室（経営者）,販売量の動き,・２～３月と比べれば売上は良くなっているが、前年の数字をクリアできていない。
,,□,美容室（経営者）,それ以外,・新型コロナウイルス新規感染者数が増えて、まん延防止等重点措置が再び適用されることになれば、売上は減少することになる。また、最低賃金の引上げに伴って全体的な値上げも見込まれる。ロシアのウクライナ侵攻が長引くことで値上げが一層進むことも懸念される。これらのことから客足にかなりの影響が出てくることを懸念している。
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを来訪する最近の客は、その多くが金に余裕のある客であり、分譲マンションの先高観の影響もあって、気に入った物件さえあれば、購入に至るまでの判断が早い。
,,▲,商店街（代表者）,お客様の様子,・客の反応をみると、景気が悪いような雰囲気で話していることが多い。
,,▲,スーパー（企画担当）,来客数の動き,・販売価格の上昇に伴って、客単価が上昇している。その一方で、来客数は明らかに減少傾向にあることから、客の買物頻度が低下していることがうかがえる。
,,▲,スーパー（役員）,お客様の様子,・まん延防止等重点措置の解除後、週末を中心に飲食店などの駐車場が混雑している。それに伴ってスーパーマーケットにおける内食需要での買物が減少している。
,,▲,スーパー（従業員）,来客数の動き,・前年と比べて、来客数が減少している。食料品の値上げに伴って買い控え傾向が強まっている。客単価は同水準にあるものの、来店頻度の低下、買上点数の減少がみられており、今後もこうした傾向が継続することになる。
,,▲,乗用車販売店（経営者）,販売量の動き,・月を追うごとに新車の供給状況が悪くなっており、長納期が常態化している。このため、新車は売上が立たず、中古車は在庫の必要量を確保できず、収益確保が厳しい状況となっている。
,,▲,乗用車販売店（従業員）,販売量の動き,・新型コロナウイルスの影響によって海外でロックダウンが生じていることで、部品が計画どおりに入ってこないため、納品遅れが生じている。１～２月と比べると４月の売上は奮わず、景気は余り良くなかった。
,,▲,乗用車販売店（従業員）,販売量の動き,・３か月前と比べて景気はやや悪くなっている。例年の同時期と比べても悪くなっている。
,,▲,その他専門店［造花］（店長）,お客様の様子,・職種的に新規感染者数の増減による影響を受ける傾向がある。現在は必要なものだけを最低限購入する状況となっており、売上は１割程度落ち込んでいる。
,,▲,タクシー運転手,来客数の動き,・新型コロナウイルス新規感染者について、１度は減少傾向にあったものの、再び増加傾向がみられることから、予約キャンセルが生じている。客の話を聞くと、外出や旅行、出張なども控えているとのことである。
,,▲,通信会社（企画担当）,単価の動き,・通信端末の販売において、本来は２万円の割引が上限であるが、旧端末は適用外のため、２～３年前の端末と通信契約をセットにした商材の価格競争が激しくなっている。販売量は多いものの、流出数がそれを上回っており、販促支援費も掛かるため、体力競争になっている。特に都市圏を中心とした量販店、大型ショッピングモールにおける出張販売でそうした動きが顕著になっている。
,,×,百貨店（営業販促担当）,来客数の動き,・新型コロナウイルスの感染拡大に伴い、年配客だけでなくファミリー層の来店も減ってきた。来客数が落ち込んでいることでウエイトの大きい食品の売上が低迷している。
,,×,タクシー運転手,販売量の動き,・当地において新型コロナウイルス新規感染者が連日過去最高を更新し続けていることから、夜間の人出が皆無に近い状況となっている。また、本州からの観光客が訪れているものの、タクシー利用にはつながっていない。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,輸送業（営業担当）,受注量や販売量の動き,・本州向けの生乳は微減傾向で推移しているものの、バター、粉乳の在庫量は依然として多い。また、飲料容器関連の荷動きも出始めている。本州における雑貨のトレーラー輸送も伸びている。これらのことから、景気はやや良くなっている。
,,○,通信業（営業担当）,受注量や販売量の動き,・新型コロナウイルスにウクライナ情勢と不確定要素は多いが、３か月前と比較すると、新型コロナウイルスからの回復需要や出口戦略に焦点を当てた新たな先行投資による案件など、案件数が増加している。
,,○,司法書士,取引先の様子,・新型コロナウイルスやロシアのウクライナ侵攻の影響による物価上昇、流通遅延が景気に大きく影響しているものの、春季に入ってから例年どおりに小型の戸建て住宅の販売が堅調に推移している。また、まん延防止等重点措置の解除により、観光バスやホテル業の業績もやや回復していることもプラスである。
,,○,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・４月の売上は前年を若干下回っているが、グループ会社の状況やその他市況など、外部環境は決して悪くないことから、全体的には回復傾向にある。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・売上が３か月前と変わっていない。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・４月の販売量は前年比マイナス17％だったが、３か月前の販売量は前年比マイナス21％だったため、景気は変わっていない。
,,□,建設業（従業員）,受注量や販売量の動き,・官民共に案件数が少ない。特に民間の動きが悪い。
,,□,建設業（役員）,受注量や販売量の動き,・新年度がスタートしたなか、現時点での受注状況は官民共に順調であり、前年度後半から続く良好な業績を変わらずに維持できている。
,,□,金融業（従業員）,取引先の様子,・まん延防止等重点措置の解除に伴うマインドの改善は感じられるが、エネルギー価格を中心とした物価上昇が個人消費のおもしとなっている。住宅投資にも減速がみられる。これらのことから、道内景気はコロナ禍の影響が大きかった３か月前と比べて変わらない。
,,□,司法書士,取引先の様子,・ロシアのウクライナ侵略や新型コロナウイルスの影響により、あらゆる物の価格が上昇しており、生活しづらい環境になっている。不動産に対する投資や住宅取得の動きも落ち込んでおり、景気回復が遅れている。
,,□,その他サービス業［ソフトウェア開発］（経営者）,受注量や販売量の動き,・受注量などに具体的な影響が出てきているわけではないが、先行き不安の話を随分と聞くようになってきた。
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・３月と比べても状況はほとんど変わっていない。
,,▲,家具製造業（経営者）,受注価格や販売価格の動き,・ウクライナ情勢の影響によって、景気はやや悪くなっている。
,,▲,輸送業（支店長）,それ以外,・道内における輸送量は伸びているが、当社の場合、売上面でトラック輸送、船輸送のウエイトが高いことから、燃料価格の上昇が利益減少の要因となりつつある。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,求人情報誌製作会社（編集者）,雇用形態の様子,・道内の新型コロナウイルス新規感染者数が思ったほど減ってこない状況にあるが、採用活動は活発化している。正社員の求人数は増加傾向にあり、中途だけでなく、新卒採用も徐々に増えている。また、新型コロナウイルスの影響を直接受けている飲食業界や宿泊業界からの求人数も増加傾向にある。ただ、求職者の動きが弱く、採用に至らないケースが増えている。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・３か月前と比較すると、全業種で同等又は同等以上の求人募集が行われている。観光客の減少や消費マインドの低下で影響を受けている飲食業、宿泊業、小売業などでも微増となっている。
,,○,職業安定所（職員）,求人数の動き,・当地における３月の有効求人倍率は0.91倍であり、３か月前との比較では0.02ポイント上回った。
,,○,学校［大学］（就職担当）,求人数の動き,・2023年新卒者の採用に向けて、各企業や人材会社などの動きが活発になっている。飲食業の採用意欲は低調だが、それ以外のどの業界も新卒採用への意欲が高まっている。
,,□,人材派遣会社（社員）,求人数の動き,・業界によるばらつきはあるものの、求人意欲は変わらず旺盛である。販売系の求人数が現状維持で推移しているほか、営業職の求人ニーズはどの業界でも強くなっている。ただし、人材側のスキルが求人ニーズを満たしておらず、なかなか採用に至らないケースが多い。今後、求職者と求人数のギャップが広がっていくことを心配している。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・まん延防止等重点措置の解除直後こそ、求人数に若干の伸びがみられたものの、新規感染者数の急激な増加による自粛心理もあってか、いまだに求人数が足踏み状態で推移している。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・例年どおりではあるが、一次産業、建設業などで春の求人数増加の動きがみられた。警備・清掃業も好調である。一方、飲食業界からの申込は低調である。新型コロナウイルスの影響で明暗が分かれている。
,,□,職業安定所（職員）,求職者数の動き,・３月の新規求職者数は前年から0.6％の減少、新規求人数は前年から0.7％の増加となっており、これまでと状況が余り変わっていない。
,,▲,職業安定所（職員）,それ以外,・日常生活に必要な様々な商材や光熱費が値上がりしていることがマイナス要因となっている。
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,衣料品専門店（経営者）,来客数の動き,・県内の新型コロナウイルス新規感染者数は高止まりしているが、地元客が多くみられ、買上客数は前年よりもアップしている。
,,◎,衣料品専門店（店長）,来客数の動き,・新型コロナウイルスの影響で前年まで全く動いていなかった出張や会社の行事等が４月から動いてきている。また、入学式といった行事も開催されるなど、スーツのニーズが戻ってきている。結婚式等のニーズで礼服を準備する人も多くなってきている。
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・売上は前年比116.8％、来客数は100.5％になっており、良い状態である。
,,○,百貨店（営業担当）,来客数の動き,・来客数は前年と比べて改善している。新型コロナウイルス感染はいまだ収束していないものの、生活者が適応していることと、新しいシーズンの立ち上がりということもあり好調さがみられる。
,,○,百貨店（経営者）,来客数の動き,・新規感染者数は変わらないが、来客数は確実に増えてきており、短時間のショッピングで目的買いが多くみられた。物産展期間の土日は県外からも多くの客が来店し、一時的に入場制限もかけるほどのにぎわいもみせた。
,,○,コンビニ（経営者）,来客数の動き,・新型コロナウイルスの新規感染者数は高止まりしているものの、各種規制が緩やかになり、人の動きが活発化している。特に土日に顕著に表れている。商品でいえばたばこの動きが20％増加している。明らかに振りの客が売上に貢献している。
,,○,コンビニ（経営者）,来客数の動き,・売上は前年を超えている。新型コロナウイルスの新規感染者数が高止まりの状況であるが、近隣のショッピングセンターも混雑しているようである。
,,○,コンビニ（経営者）,来客数の動き,・冬が終わり来客数も増えるかと思ったが、新型コロナウイルス発生前には到底及ばない。地獄の冬に比べれば売上は多少上がっているものの、経営を維持できるだけの数値ではない。
,,○,コンビニ（経営者）,来客数の動き,・販売量、単価は上向いており、来客数も前年並みに回復しつつある。結果、販売金額は新型コロナウイルス発生前までの水準に回復しつつある。
,,○,コンビニ（経営者）,来客数の動き,・暖かくなってきているため人の動きが良くなってきている。
,,○,コンビニ（エリア担当）,来客数の動き,・天候要因ではやや回復基調ながら、新型コロナウイルスの感染収束がみえない状況は変わらないため、若干のアップトレンドの状況になっている。
,,○,コンビニ（エリア担当）,来客数の動き,・４月以降、新型コロナウイルスに関する規制もなくなり、人の動きが活発化している。今後、観光・行楽等の人の動きも活発化することが予想され、少しずつ景気回復が見込めるのではないかと期待している。
,,○,衣料品専門店（経営者）,お客様の様子,・少しずつ暖かい日も増え、コロナ禍での行動規制も緩和されたため、気持ちも明るくなってきているようである。おしゃれをして外出したい気分も戻りつつある。
,,○,衣料品専門店（店長）,お客様の様子,・前年まで余りみられなかった旅行用途の需要や、県外客からの需要がみられるようになってきている。
,,○,住関連専門店（経営者）,来客数の動き,・今月は来客数が多少多かったので売上にもつながっており、景気は上向きになっている。
,,○,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・少しずつではあるが飲食店や観光業からの注文が入り出した。新型コロナウイルスの新規感染者数などによる変動はあるが、大分人の流れが出てきている。特に県外からの観光客は南の方から人が動き出しているようである。ゴールデンウィーク後の新規感染者数によっては、かなり影響が出るとみているが、できればニュースでの新規感染者数の報告はもうやめてもらいたいと思っている。
,,○,その他小売［ショッピングセンター］（統括）,来客数の動き,・不安要素はあるものの、感染状況が比較的落ち着いてきたため、客の来店頻度が高くなってきているように見受けられる。
,,○,高級レストラン（スタッフ）,来客数の動き,・３か月前と比べて、来客数が140％増加している。５月の予約も４月と同等以上の数を確保している。
,,○,一般レストラン（経営者）,お客様の様子,・新型コロナウイルス感染症対策のための会食の人数制限が緩和されたので、予約が幾らか入るようになっている。しかし、大人数の宴会はまだまだない。
,,○,観光型ホテル（スタッフ）,来客数の動き,・新規感染者数は下げ止まりが続いているが、慣れのせいか気にしない人が増えてきている印象を受ける。県民割のエリア拡大の影響もあり、来客数は増加傾向にある。
,,○,観光型旅館（スタッフ）,来客数の動き,・県民割に反応があり、平日も新型コロナウイルス発生前と同等の割合に戻っている。
,,○,旅行代理店（従業員）,販売量の動き,・新型コロナウイルス新規感染者数が一定数で下げ止まっている状況にもかかわらず、県民割はゴールデンウィークに向けて大きな伸びを示しており、ゴールデンウィーク期間に絞れば７割以上も戻っている。世界情勢は不安定で物価上昇も続いているが、国内宿泊マーケットは底を脱した印象が強い。
,,○,タクシー運転手,来客数の動き,・当地域には３月16日に発生した地震の損害調査のために、全国から約3000人の保険会社社員が訪れ、滞在している。レンタカーは事故など有事の際の責任問題があるため、タクシーを出退社・調査・買物・飲食などの移動の際に頻繁に利用しており特需となっている。飲食店もコロナ禍ではあるが、売上が増加していることは間違いない。
,,○,観光名所（職員）,来客数の動き,・旅行業者の募集団体はそれほど増えていないが、２～３人、多くても４～５人までの個人での予約の数が日々増えている。ゴールデンウィークも期待が持てる。
,,○,遊園地（経営者）,来客数の動き,・屋外施設ということもあり、新型コロナウイルスに対する客の意識が変わり、来客数が増えてきている。新型コロナウイルス発生前には及ばないものの戻ってきつつある。
,,○,美容室（経営者）,単価の動き,・出掛けたり人と会う機会が増えたのか、カットだけではなくパーマやカラーをする客も出てきて、客単価が上がっている。
,,□,一般小売店［書籍］（経営者）,販売量の動き,・出版社が新刊点数を抑制していることに加え、雑誌の休廃刊が続いているため、店頭販売は非常に厳しい状況が続いている。
,,□,一般小売店［医薬品］（経営者）,お客様の様子,・新型コロナウイルスの感染者が多く出ており、まん延防止等重点措置の適用はなかったが、それでも客は感染を恐れて繁華街に出てこなくなっている。また、３月16日の地震の調査で保険会社が市内にたくさん入っており、タクシーを貸し切って調査場所へ行っているので、日中の予約が難しいと多くの客が話している。
,,□,一般小売店［酒］（経営者）,販売量の動き,・中旬に新型コロナウイルス発生以降中止が続いていた大規模な祭りの開催が発表されている。それ以降、飲食店や旅館関係の客先への販売量は徐々に増加傾向にあるが、前半がほとんど動かなかったことから、トータルでは横ばいとなっている。
,,□,百貨店（売場担当）,お客様の様子,・衣料品に対しての購買意欲が下がったままとなっている。気温上昇や桜の開花等、モチベーションの上がるタイミングでも改善はみられなかった。新型コロナウイルスの感染状況の高止まりが要因なのか、まだ外出には消極的である。
,,□,百貨店（催事担当）,来客数の動き,・一部衣料品の動きが良くなっているが、新型コロナウイルスの影響で開催中止となった催事もあり、全体的に来客数が回復していない。
,,□,スーパー（経営者）,単価の動き,・食品はコストプッシュ値上げの影響で、平均１品単価が前年よりやや上がっている。そのためか買上点数の前年比の減少幅がやや拡大している。しかし、来客数は横ばいなので、消費の落ち込みはまだ現れず、全体として変わっていない。
,,□,コンビニ（エリア担当）,来客数の動き,・人の動きは出ているが、物価上昇に伴い財布のひもは固くなっている。
,,□,衣料品専門店（経営者）,お客様の様子,・新型コロナウイルスの新規感染者数が依然多いため人出が少なく、売上減少の要因になっている。
,,□,衣料品専門店（店長）,来客数の動き,・ウィズコロナになってから、前年まで買い控えをしていた客の買物意欲が少しずつ高まっているように感じられる。
,,□,衣料品専門店（総務担当）,販売量の動き,・来客数及び買上点数が減少している。
,,□,家電量販店（従業員）,販売量の動き,・高単価商品の販売量が３か月前と比べて劇的に増えているということはない。
,,□,乗用車販売店（従業員）,販売量の動き,・タイヤの交換時期でもあり来店客は微増しているが、売上単価的に伸び悩んでいる。車両販売も配車遅れが解消されず、直近の売上が伸びない。
,,□,乗用車販売店（店長）,販売量の動き,・新車登録は前年比80％と、半導体不足を含む新車の生産遅延が収益にも大きく影を落としている状態である。幸い受注自体は前年とほぼ同水準で推移している。
,,□,住関連専門店（経営者）,販売量の動き,・オーダーメイドなので物件の修正というものがあるが、量的に多くなっており、金額も上がってきている。
,,□,その他専門店［食品］（経営者）,来客数の動き,・新型コロナウイルスの感染状況は最悪というわけではないが、依然観光客は増加していない。前年よりは少しプラスになっていても、まだまだ安心できる状況には至っていない。ゴールデンウィーク控えもあるのかもしれないが、景気は良くない。
,,□,その他専門店［靴］（従業員）,販売量の動き,・前年の４月よりは来客数は増えているものの、新型コロナウイルス発生前の８割程度である。春の行事も再開されているが、外出に慎重な人は多いため、靴の需要はそれほど増えていない。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・販売量が年々減少傾向にある。販売価格の高騰により、１回当たりの給油数量が少なくなっている。
,,□,高級レストラン（経営者）,お客様の様子,・悪いなりには、新型コロナウイルスオミクロン株も少し収束し安定しているようにみられる。
,,□,一般レストラン（経営者）,来客数の動き,・新型コロナウイルスの感染状況が落ち着いてくるとともに、少しずつ客は戻ってきていた。しかし、最近ガソリン代等、もろもろの値上がりの影響か、買い控えや入店控えが出てきており、予断を許さない状況が続いている。
,,□,観光型ホテル（スタッフ）,来客数の動き,・地震で設備など損壊したため４月も３週間ほど休業した。その影響もありゴールデンウィークの予約は他の施設に後れをとったかもしれない。
,,□,観光型旅館（経営者）,来客数の動き,・暖かくなり多少人の動きは増えてきている気もするが、大きな変化はない。
,,□,旅行代理店（従業員）,販売量の動き,・個人旅行は先行予約を中心に前月比でも増加傾向にある。また、一般団体も３月の取扱案件数ゼロから、４月は国内20～30人２泊３日の案件を３件取り扱うなど、先行きを含めて微増ではあるが回復の兆しがみられる。ただし、今後の新型コロナウイルスオミクロン株の感染状況や物価指数の上昇が与える影響を見極めていく必要があり、油断できない状況であることに変わりはない。
,,□,旅行代理店（従業員）,販売量の動き,・県民割の延長で個人旅行は多少上向いている。一方で、４～５月実施予定であった修学旅行が延期や方面変更となっており、前年と同じように推移している。
,,□,タクシー運転手,競争相手の様子,・タクシー会社は３月の震度６の地震による家屋調査及び損害調査でどこも非常に忙しく、タクシー業界は活況を呈している。タクシーが郊外に出払っていて街中でタクシーを捕まえられないほどである。しかし、厳しい状況にあることに変わりはない。
,,□,通信会社（経営者）,お客様の様子,・新年度に入り、新生活応援キャンペーンなど展開して加入促進を図ってきたが、新規加入者は伸びないままである。新型コロナウイルス新規感染者数がここ３か月高止まりのまま推移しているため、法人、個人客共に動きが鈍いままである。
,,□,通信会社（営業担当）,お客様の様子,・ガソリン価格高騰など不安定な要素が多く、客の動きが鈍い。
,,□,競艇場（職員）,単価の動き,・来客数は若干増えているが、客単価が低いため売上増加には結び付いていない。
,,□,その他サービス［自動車整備業］（経営者）,お客様の様子,・新型コロナウイルス感染症は子供を中心に感染が拡大傾向にあり、客足は全く伸びない。
,,□,住宅販売会社（経営者）,販売量の動き,・価格が確定している建売住宅や売建住宅は動きがよいが、注文住宅だと完成予定が確定できない。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器はコンロ、給湯器の交換工事が増えている。リフォームは、エアコンを早めに交換する動きが鈍く、増改築工事は減っている。
,,▲,商店街（代表者）,お客様の様子,・県内では新型コロナウイルス新規感染者数が減少していないことに加え、原材料や原油の価格高騰、円安による商品の値上げ等により、消費意欲が低下している。
,,▲,商店街（代表者）,販売量の動き,・地震、新型コロナウイルス、円安といった要因があり、いつまでたっても景気が改善されない。
,,▲,一般小売店［医薬品］（経営者）,単価の動き,・通常、年金給付月の後半は売上が改善するが、たまたまかもしれないが今月は著しく悪化している。
,,▲,スーパー（店長）,販売量の動き,・商品単価が上がる傾向と反比例して買上個数が減少している。結果、客単価は下落傾向になりつつある。
,,▲,スーパー（店長）,販売量の動き,・当店の近隣においても祭りなどの開催が決定しており、外出する機会が増えているため、スーパーへの足が遠のいている。新型コロナウイルスへの脅威が薄れているようである。
,,▲,スーパー（営業担当）,お客様の様子,・新型コロナウイルス新規感染者数の高止まりから来客数の前年割れが続き、買上点数も前年から割り込んでいる。週末は特売、クーポンによる販売促進で売上確保はできているが、平日は買い控え、購入に慎重になっている。
,,▲,スーパー（営業担当）,お客様の様子,・値上げ、円安、光熱費の高騰と、新生活への支出により、内食需要は上がっているようだが、実際には買上点数の減少が大きくなっており、節約志向が強くなっていると考える。来店頻度も下がり、特売日への集中が顕著になって価格競争が強くなるのではないと不安である。
