,,▲,一般レストラン（スタッフ）,・ますます飲食業の中での負け組、勝ち組の差がはっきりして、厳しい状況になると予想される。
,,▲,旅行代理店（従業員）,・イラクや北朝鮮の問題など、国際情勢への不安感から海外旅行の低迷が続くと思われる。
,,▲,タクシー運転手,・前年からタクシーの規制緩和が始まり、１年経過したが、札幌市内のタクシー台数は前年の同時期より増えているため、これから雪が溶け、タクシーの利用が減る時期に、1台当たりの売上は、ますます減ってくる。
,,▲,タクシー運転手,・今年は地方選挙の年で、選挙の年は売上は良くないといわれているがやはり夜の人出が少なくなってきている。
,,▲,住宅販売会社（従業員）,・経済的な上昇が見込める要素がないことが第一であるが、収入が落ち込んでいることや、人が減らされているといった状況は変わらないので、こうした抜本的な状況が変わらない限りは、景気は上向きにはならないと感じている。
,,×,スーパー（店長）,・景気が向上する、消費が高まるという好条件は全く見当たらないため、さらに悪化する。
,,×,スーパー（店長）,・将来に対する生活不安が増大する傾向にあり、消費支出は減少傾向になると思われる。最近の株安、失業率の増加、大手銀行の経営悪化にともなう連鎖倒産の懸念など、消費マインドへのマイナス要因が増加する傾向にある。また、札幌市周辺では３月６日の大手百貨店の開業による既存小売店への影響も想定される。
,,×,コンビニ（エリア担当）,・現在の経済の動きに対して客が敏感になっており、なかなか買物をしない状態である。旭川に関しては倒産件数も多く、地域経済も非常に弱くなっているので、今後、更に経済悪化の傾向が強まるのではないかと思う。
,,×,スナック（経営者）,・スキーツアーや観光ツアーも減少しているが、統一地方選挙が始まると更に観光客が減少して暇になると思う。これからの先行きは非常に悪いと思う。
,,×,観光型ホテル（経営者）,・発泡酒やたばこの値上げ、医療費負担増などの問題があるが、さらに選挙が加わるため、先行きは真っ暗であり、お手上げの状況がくることは「必至」としか考えられない。
,,×,旅行代理店（従業員）,・世情不安があるため、海外旅行は控えめであることに加えて、現予約のものも今後の成り行き次第では取消しが予測される。
,,×,住宅販売会社（従業員）,・住宅業界は供給過剰により、企業が淘汰されつつあるが、まだまだ淘汰される企業数が足りないため、しばらくの間は厳しい状態が続くと思われる。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,食料品製造業（経営者）,・海外情勢が不安定な事から、海外旅行から国内旅行にシフトすると予想され、国内における商品の販売量が増えると予想される。
,,○,建設業（経営者）,・３月の土木の公共工事の発注状況から、若干ではあるが工事が動き始め、景況感に現れると思う。
,,□,食料品製造業（団体役員）,・北海道は季節の変化による衣料品、食料品の消費動向の増減が大きく、今後に期待感はあるが、社会保障費の負担増や景気回復策の進展が見られず、景気動向は変わらないものと思われる。
,,□,家具製造業（経営者）,・全体的にはむしろ景気は後退局面にあると思うが、いわゆる高級品や品質の高い商品はむしろ需要が伸びてくると思われ、全体としては変わらない。
,,□,通信業（営業担当）,・季節要因での需要増が思ったほどではないが、一部業種からの問い合わせは増加傾向であり、この先の景況感としては、可もなく不可もなくという感触である。
,,□,通信業（営業担当）,・今月は受注量が増えると予想していたが、何の変化もなかったことからも、しばらくは良くも悪くもならないと思う。
,,□,金融業（企画担当）,・道内産業に大きなウエイトを占める建設業は手持工事が少ないが、今年度補正予算の執行と雪解けの季節となり、マインドの向上が期待できる。
,,□,司法書士,・景気が良くなる、悪くなるという問題ではなく、停滞感がごく当たり前のようになってきている。
,,□,その他サービス業［建設機械レンタル］（総務担当）,・年度末から続いていた公共事業が新年度に入ってからもしばらくは続くが、補正予算との関係から考えても、現状とあまり変わらない。
,,▲,輸送業（営業担当）,・原油価格の高騰など悪材料が懸念される。
,,▲,その他サービス業［建設機械リース］（支店長）,・倒産企業が増えているように、持ちこたえるのが限界になった企業が増えつつある。
,,▲,その他サービス業［建設機械リース］（支店長）,・構造的に変化がなく、古い業界での倒産が増えるのではとの印象がある。
,,▲,その他非製造業［機械卸売］（従業員）,・溶接材料の４月出荷分から、メーカーの値上要請があった。エンドユーザーは加工単価安で苦しんでおり、100％の値上転嫁ができる状況になく、結局、流通業者が一部をかぶることになりそうである。
,,×,輸送業（支店長）,・公共事業の予算編成の遅れが心配される。
,,×,司法書士,・不動産の売買が例年になく少なく、春先の個人住宅新築の話も少ないため、景気の上昇は見込みが薄いと思われる。
"雇用
関連

(北海道)",,◎,－,－
,,○,人材派遣会社（社員）,・３月オープンの複合商業施設の話題が明るい消費効果を与えることが予想される。加えて、卒業、新入学の消費効果、さらには雪解け・春を迎える期待度が心理的に前向きにさせると思う。ただし、建設、土木業を始めとした不採算業種の倒産動向、流通業の利益低減は、先行き不安要素として重くのしかかったままであり、今後も注意が必要である。
,,○,求人情報誌製作会社（編集者）,・例年の傾向である春先人事の雇用動向から考えると、現在のところ順調にきている。また、前年から、読者に分かりやすい紙面づくりを目指し、求人雑誌をリニューアルしており、その効果が表れてきている。
,,□,人材派遣会社（社員）,・求人会社数は減少していないが、単発、スポット的なものが多い。求人会社数よりも求職者数が多い状況は依然変わらない。
,,□,求人情報誌製作会社（編集者）,・下げ止まり、やや上向きに見える求人の件数も、地域や個別の業種、企業に特化した動きは収まり、今後も伸びる要因は見当たらない。
,,□,求人情報誌製作会社（編集者）,・全体では弱含みではあるが、一般小売業や飲食業の求人意欲が盛んであり、全体としては大きな変化は見られない。
,,□,職業安定所（職員）,・企業の経営不振によるリストラが進み、求職者が増加する可能性がある。
,,□,職業安定所（職員）,・有効求人倍率がなお低い水準で推移すると思われる。
,,□,職業安定所（職員）,・建設業及び関連産業が工事完了により、事業を縮小していることから、雇用需要が見込まれない。
,,▲,求人情報誌製作会社（編集者）,・全体的には求人件数は前年並みではあるが、雇用形態では正社員の求人件数の減少が依然続いており、決して見通しは明るくない。
,,×,職業安定所（職員）,・建設業、サービス業を中心に事業主都合の解雇が止まらず、求人倍率も低下傾向にある。
,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,－,－
,,○,百貨店（広報担当）,"・前年の春から、少しずつ売場のリニューアルをしており、ここに来て効果が出てきている。
・当年度でも増収という結果が出て、今後に期待が持てる。
・商圏内で、休店中の競合店の新装開店がどう影響してくるか分からない。"
,,○,百貨店（売場担当）,"・洋服では、値段とデザインが今までに無いほど良い商品が出ており、消費者の購買意欲を刺激する。
・色も春らしい、着たくなるような服が増えてきて、全体で良くなる。"
,,○,住関連専門店（経営者）,・ここ２、３か月の間で、現在受けている受注が納品となるため、売上面では多少良くなる。この波がある内に、もう１つ波を作りたいと考えている。
,,□,商店街（代表者）,・イラク攻撃が始まれば、プラスに転化するはずも無い。景気が急激に良くなるということは考えられないが、一気にこれ以上悪くなるということも考えられず、残念ながら自助努力しかないというのが実態である。
,,□,商店街（代表者）,・３月に入れば、例年であれば景況は上向くが、周辺地域への大型店の出店などで、中心部商店街は大きな期待が持てない状況である
,,□,百貨店（企画担当）,・総花的な展開では、もはや消費は動かないということは間違いなく、社会動向を睨んだ、ピンポイント商品のクローズアップや、バレンタインのような売上が取れるような商材やモチベーションの徹底的な展開をしなければ、活性化は有り得ない。しかし、残念なことに、そういった材料やチャンスが乏しいのが現状である。
,,□,百貨店（販促担当）,・商況が厳しくなる中、好調に推移している特選ラグジュアリ部門や身の回り品などに新規のMBの導入を計画しており、全体では前年並みを維持できる。
,,□,スーパー（店長）,"・売上は好調であるが、今後これ以上の伸びは考えられない。
・競合各社は厳しい状況にあり、決算セールなど、これからチラシ合戦がエスカレートする。"
,,□,スーパー（店長）,・競合店の出店も一段落し、新たな出店予定は無いが、客単価の低下はまだまだ続いており、あまり変わらない。
,,□,スーパー（店長）,・競合店出店はスクラップアンドビルドで加速化している。店舗あたりの商圏エリアが狭まり、客の店舗選択肢は広がり、必要なものしか買わない傾向が強まっている。
,,□,スーパー（総務担当）,・大手銀行が不良債権処理を進め、近隣のホテルやリゾート関係の倒産が出ているが、債権が償却されている中でも営業を続け、解雇も無いことから、辛うじてこのままの状態である。
,,□,スーパー（総務担当）,・客の来店頻度に変わりはないが、所得が減少した人は、低単価の商品を買い求め、所得が変わらなければ品質の良いものを選んでいるような気がする。
,,□,コンビニ（エリア担当）,・高額なハイウェイカードのまとめ買いによる反動が出てくるが、プラス要因も商品的にはあるため、全体では変わらない。
,,□,コンビニ（エリア担当）,・来客数が回復傾向にあるため、欲しい商品をどれだけ提供できるかにかかっている。
,,□,衣料品専門店（店長）,・価格の安さだけでは、客は戻らず、数量も頭打ちの状態であり、コストパフォーマンスを求める客が増えている。
,,□,衣料品専門店（店長）,・春物商材の動きが小休止状態で、肝心のリクルート需要も例年に比べ立ち上がりが遅く、今後の状況が読みにくい状態である。
,,□,家電量販店（店長）,・下見客が増えており、大型冷蔵庫、プラズマテレビ、パソコンなどの下調べ、購入予定の話などが出てきてはいるが、一方では、将来的な生活不安から買い控えるという客も多く、両極端になっているため、変わらないような気はしているが、もしかしたら良くなるかもしれない。
,,□,家電量販店（店長）,・客単価がやや持ち直しているが、来客数が増えていないため、あまり変わらない。
,,□,乗用車販売店（経営者）,・コンパクトカーなど、デフレモードに合わせたラインナップが各ディーラーで揃っており、ショールームへの来客数は増えているが、３月まででグリーン税制が変わるため、しばらくは反動で販売は落ち込み、トータルするとあまり変わらない。
,,□,自動車備品販売店（経営者）,・これから春に向けて、車検などの需要期に入るが、車の故障率が低下しているため、あまり期待はできない。
,,□,高級レストラン（支配人）,"・宴会は、婚礼件数は前年並みで、法事宴会は販売チャンネルが増えたため前年並みを確保できる。
・レストランは、駅前デパートが３月中にリニューアルオープンするため、前年並みを確保できる。"
,,□,一般レストラン（経営者）,・競合他社も販売価格を低く設定しているため、来客の分散化が目立ってきている。
,,□,観光型ホテル（スタッフ）,・３か月先の予約状況は、去年などに比べ、やや良い状態ではある。
,,□,都市型ホテル（スタッフ）,・現状は厳しい上に、新規ホテルの開業や格安ホテルの進出など、来年度はますます競争が激化する。
,,□,通信会社（経営者）,・客の購買意欲が弱く、また慎重であり、契約に至るまで時間がかかっているという状況に変わりない。
,,□,テーマパーク（職員）,・予約が入っておらず、直前予約が多いため、先行き不安である。
,,□,住宅販売会社（経営者）,・相続税など住宅関連の大幅な税制改正が予定されている。また住宅ローン減税10年適用が今年限りということで、展示場での動きもこれらを背景に活発化しており、今の好調さが持続する。
,,□,住宅販売会社（従業員）,・来客数は増加しているが、融資会社のローンチェックが厳しいため、ローン付けに失敗したり、客からのキャンセルなどで一進一退の状態である。
,,▲,一般小売店［書籍］（経営者）,・前年は、小、中学校の教科書改訂による新規需要があったが、今年は高校教科書の改訂のみで規模は小さい。
,,▲,百貨店（売場主任）,・返礼ギフト、新入学、新生活とギフト需要に期待しているが、点数、金額共に減少するものと見ている。
,,▲,百貨店（企画担当）,・物販催事、食品催事などをやらなかった競合店がやり始めたり、また前年破産した郊外店の店舗跡を、大手量販店が買い取り、４月にオープンの予定となっている。このため売上がますます厳しくなる。
,,▲,スーパー（経営者）,・この１～２か月位で、スーパー跡地の売買が行われたが、売買価格は路線価の半分程度であった。これまで当地は地価の変動が少ないと言われてきたが、こういった事例が次々出てくると、基盤が不安定となり、ますます悪くなる。
,,▲,スーパー（店長）,・売価が安くなっても販売数量が変わらず、客単価は低下している。３、４月は出費が嵩む時期であり、その傾向はますます強まる。
,,▲,スーパー（店長）,・来客数、一点単価などは前年並みに戻っているが、客単価が低い状態が続いている。競合店の出店や改装などがあり、客は店を使い分けている。
,,▲,スーパー（店長）,"・ディスカウントストアなどの競合店が近隣に数店オープンするため、競争が激化する。
・客はより安い商品を求めているが、健康を訴求した商品や話題の商品は単価に関係無く売れるという傾向もある。"
,,▲,スーパー（企画担当）,・３月には、大型競合店が２店舗開店する。広域への影響が予測され、既存店については、更なる低下が予想される。
,,▲,衣料品専門店（総務担当）,・倒産情報などを見ると、ゴルフ場関係の倒産が増えており、当社のスポーツ用品関係の部門が影響を受ける。
,,▲,その他専門店［靴］（経営者）,・春の行楽シーズンは、町に人が出ない傾向が、ここ数年続いているため、やや悪くなる。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,・客の購買状況を見ると、余分な支出を控えており、必要最低限の購買しかしていない状態であり、企業向けも合見積でより安いコストの店に移っている。
,,▲,観光型ホテル（経営者）,"・３月の歓送会などの予約が振るわず、入込数は前年比でマイナス10％である。４月は今のところ前年並みであるが、選挙の月であり、心配である。５月は全く動かず、数的には10％減である。
・地元のリピート客や日帰りの婦人客が好調であるが、総体的な数字にはあまり影響が無い。"
,,▲,観光型旅館（経営者）,"・今月に続き、来月の予約もあまり活発とはいえない。大型団体は比較的順調であるが、個人や小グループの動きは引き続き警戒が必要である。
・企画を作るだけでなく、直接客に手渡しするような、アプローチが必要であり、こういった営業を強化していく。"
,,▲,都市型ホテル（経営者）,"・春から夏にかけての予約状況があまり良くない。
・同業他社のリニューアルや、低単価、各企業の人事異動に伴う歓送迎会の減少などの要因も加わる。"
,,▲,通信会社（営業担当）,・大企業を中心に、IP電話化による通信費の削減が進む。
,,▲,通信会社（営業担当）,・今年の春頃から、通話料が格段に安くなるIP電話の競争が本格化するため、業界全体で売上が減少し、景気は悪い方向に向かう。
,,▲,住宅販売会社（従業員）,・来客数の減少、地価の下落、デフレ傾向は不動産業では今後も続く。当方の販売商品も低価格路線へとシフトしている。
,,×,一般小売店［雑貨］（企画担当）,・企業のリストラは最終局面に来ているが、春の定期昇給や春闘の様子からして、賃金が上昇する見込みなく、個人消費は冷え込まざるを得ない。
,,×,コンビニ（エリア担当）,・好調の要因となったハイウェイカードが無くなり、高額商品で販売構成比が高かったため、今後は悪くなる。
,,×,その他専門店［酒］（経営者）,・厳しい決算を予想している。利益が今年に入り一段と悪くなっているため、来年度は賃金まで考慮しなければならないという状況である。
,,×,観光型旅館（経営者）,・３～４月にかけて、県議会、町議会、町長選挙と選挙が続き、宿泊や宴会など、人の動きが鈍る。
"企業
動向
関連

(東北)",,◎,－,－
,,○,木材木製品製造業（経営者）,・受注見込みが比較的良好で、商品の採算ラインを維持しているため、良くなる。
,,○,電気機械器具製造業（経営者）,"・リストラに伴う、一部大手の弱体化により、丸投げアウトソーシングの傾向が出てきている。
・海外展開との関連の中で、小ロット、短納期対応の仕事が若干ではあるが増えつつある。"
,,□,食料品製造業（経営者）,・前年11月ごろから、この２月にかけて、全国の同業者が相次いで経営破綻しており、長期に及ぶ原料高と商品安の状況下で、危機感は一段と高まっている。
,,□,輸送業（従業員）,・東北の工場が中国にシフトしたためか、アジア向け貨物が、前年から増えてきている。国内の不景気と物量が逆行しているような状態が当面の間続く。
,,□,その他企業［企画業］（経営者）,・関連業界では、ベースアップが望めないどころか、ダウンの話も出ているため、悪いまま変わらない。
,,▲,食料品製造業（経営者）,・酒類小売免許の自由化目前で、流通が既存酒販店から組織小売業へとシフトしているが、必ずしも消費者にフィットしているわけではない。
,,▲,繊維工業（総務担当）,"・海外流入の商品がますます増えており、受注は年々細くなっている。
・デフレ経済が解決しなければ、消費が低迷したままで先行きの展望が無い。"
,,▲,出版・印刷・同関連産業（経理担当）,・当社においても、余剰設備や余剰人員が目立ってきている。
,,▲,一般機械器具製造業（経理担当）,"・このところの急激な円高によって輸出環境が急速に悪化している。
・自動車部品の一部取引先の販売に陰りが出てきている。"
,,▲,電気機械器具製造業（総務担当）,・パソコン関係は依然として低調であり、加えて、これまで堅調に推移してきた自動車関係に少し陰りが出てきており、受注に不安がある。イラク問題の動向によっては、もっと悪化する。
,,▲,建設業（経営者）,・県や市町村の来年度予算を見ると、公共投資が大幅に減少しており、今後の見通しは良くないと見ている。
,,▲,建設業（経営者）,・東北での来年度建設予算がほぼ出揃っているが、ピーク時の約半分という見通しであり、閉塞感が強まっている。
,,▲,通信業（企画担当）,・４月から、患者本人の３割負担が実施され、受診抑制が起き、病院の収入が減少する。
,,▲,金融業（営業担当）,・国の交付税の減額交付が決定しており、今後公共投資の絞込みが始まり、特に建設業を中心に景気の先行きは弱くなる。
,,▲,広告代理店（営業担当）,・新年度の具体的な広告予算の削減の話が聞こえ始めているため、やや悪くなる。
,,×,コピーサービス業（経営者）,"・年度末の需要期を迎え、購買意欲が強まり、荷動きが出てくる時期であるが、前年よりも少なく、動きが感じられない。
・地方自治体の動きはほとんど無く、通常の月と変わらない状態である。"
"雇用
関連

(東北)",,◎,－,－
,,○,人材派遣会社（社員）,"・３か月前と比べて持ち直しと回答したが、新年度も計画的な話が出てきており、単発では終わらない。
・隣県では半導体関係の工場で持ち直しており、来期に大型受注がある。"
,,□,人材派遣会社（社員）,・特に営業職を中心に派遣依頼は増えてきているが、単価の値下げ要請も強く、数のわりに利益が取れなくなっている。
,,□,求人情報誌製作会社（編集者）,・全体的に、前年比、対３か月比で、求人数はほぼ同じ数字をたどっている。しかし、地域的には新興商業地区、業種では業務請負、営業職、販売職など、地域や業種によって求人が増えているケースがある。
,,□,新聞社［求人広告］（担当者）,・県内に、景気回復の明るい材料は少なく、新卒の就職内定率が全国最低水準にあり、しばらくはこのままの状態が続く。
,,□,職業安定所（職員）,・新規求職者数が減少傾向にあるなど、一部で改善の兆しはあるが、有効求人倍率が依然として低い水準である。
,,□,職業安定所（職員）,・県内大手建設会社の機構改革や中小建設業の整備の増加など、製造業でもリストラが増加するなど、懸念材料はある。
,,□,職業安定所（職員）,・年度末で退職する多くの人が、新規求職者として窓口に来るが、退職者の補充や増員は最低限に抑えたいという企業側の思惑から、求人の増加は見込めない。
,,▲,職業安定所（職員）,・求人、求職の横ばい傾向は今後もしばらく続くが、経営努力で現状を維持していた各企業の中には、ここに来て堪え切れずに人員整理に踏み切る会社が出てくる。
,,▲,職業安定所（職員）,・事業主都合離職者数は前年に比較して減少傾向にあるが、今後は不良債権処理などの影響で労働市場は厳しさを増し、求職者数は増加する。
,,×,アウトソーシング企業（社員）,・市町村や国関連の仕事がほとんどであり、こういった客先が良くなるとは考えられず、悪くなる一方である。
,,,,
　３．北関東（地域別調査機関：（財）日本経済研究所）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北関東)",,◎,その他専門店［携帯電話］（従業員）,・進学、就職者の携帯電話需要が、一番多くなる時期である。加えて、チラシも投入するため、良くなる。
,,○,百貨店（営業担当）,・２、３か月後は、売場のリニューアルと新しい商品の展開で、やや良くなる。
,,○,コンビニ（経営者）,・４月の選挙は、特需とまではいかなくても、プラス要因にはなる。あらゆる方法で客の財布を開き、上向きにする。
,,○,コンビニ（店長）,・競合店がオープンして１年以上経ち、新店効果が薄れて、客が戻ってきており、店の前の道路工事も終わるのでやや良くなる。
,,○,都市型ホテル（スタッフ）,・善光寺のご開帳という７年に１度の行事があり、600万人の観光客が見込まれる。客単価は低いが、大勢の客が来るので多少は良くなる。
,,○,ゴルフ場（支配人）,・この冬ほど雪による被害を受けた年はなく、プレーヤーもまともにゴルフが出来なかった。その反動で３、４月の予約は好調である。
,,○,住宅販売会社（経営者）,・年内入居が住宅のローン控除の期限であることは客も知っており、具体的な計画が進んでいる。３か月後は契約数が増加する。
,,□,商店街（代表者）,・善光寺のご開帳という７年に１度の催事があり、お土産品や飲食店はやや期待できるが、物販はあまり期待できない。
,,□,一般小売店［金物］（経営者）,・春になり、農業関係の需要が増加するが、工事関係が依然として不調で、プラスマイナスで変わらない。
,,□,百貨店（販売促進担当）,・入学、就職、ブライダル等の春の商戦では、景気を反映してか、婦人ブラウスは地味なグレー、スーツは白黒が多い。華やかさにかけ、売上も期待できない。
,,□,百貨店（販売促進担当）,・婦人服の動きが良くなっているが、雑貨の不振が続いている。
,,□,スーパー（統括）,・消費者の生活防衛への意識は高まっており、メモやチラシを持った客が以前より多く、無駄な買物はより一層しなくなっている。
,,□,衣料品専門店（経営者）,・暖かくなり、客の出が良くなっても、財布が厳しいことは変わらない。
,,□,衣料品専門店（経営者）,・２月後半に、市内の大手企業が自己破産を申請した。負債総額は最低でも60億円と言われており、影響をこうむる中小零細の業者は相当数に上り、商業にも影響が出る。
,,□,乗用車販売店（従業員）,・客が低価格の車に集中し、高額の車は売れない状況は今後も変わらない。
,,□,乗用車販売店（営業担当）,・自動車の性能が良くなり、大きなトラブルがない限りは乗り続けるという客が増加している。その分、サービス需要は好調であるが、販売に影響が出ている。
,,□,乗用車販売店（販売担当）,・何か月も前から新車の売行きは悪く、２～３か月後にいきなり売れるということはない。車が必要な地域なので、中古車に関しては売れているが、急に倍売れたりはしない。
,,□,住関連専門店（店長）,・この２、３か月の来客数、買上点数、売上から判断すると、今後も変わらない。
,,□,高級レストラン（店長）,・客は、現在の生活を維持するだけで精一杯であり、新たな購買意欲や消費意欲は極端に低下している。
,,□,都市型ホテル（スタッフ）,・企業の総会シーズンに入るが、明るい兆しが全くない。
,,□,旅行代理店（経営者）,・４月の選挙の影響で、旅行の動きがなく、ゴールデンウィークの受注もまだまだ少ない。
,,□,通信会社（社員）,・携帯市場は買換え需要が中心であるが、第３世代携帯電話への買換えは停滞してきている。
,,□,美容室（経営者）,・卒業、入学を控えているが、前年並みの売上を確保するのは至難のわざである。
,,□,その他サービス［自動車整備業］（事務長）,・依然として車検や一般整備の安売りが続いている。顧客数を確保できても値引きを強いられ、全額請求できず、厳しい。
,,□,住宅販売会社（経営者）,・相続税の物納が多く、土地の流通が鈍くなっている。
,,▲,一般小売店［青果］（店長）,・必要のない物は安くても手を出さないという買い控えの傾向は、依然として続く。
,,▲,百貨店（販売促進担当）,・エリアの商業環境が変化し､前年比では高まる見込みだが､消費全般では､県の失業率も悪化し､低迷する。
,,▲,スーパー（店長）,・大型競合店の出店により、衣料品の買い控えが徐々に始まっている。あわせて食品価格も下げており、来客数が伸びるかわからないが、単価は確実に低下しているので、やや悪くなる。
,,▲,スーパー（副店長）,・特売日以外の来客数は減少しており、客は必要な商品以外はなかなか買わないので、一層厳しくなる。
,,▲,乗用車販売店（経営者）,・最大需要期の今、買換えを考える客は非常に少なく、年式の古い車でも継続車検を受ける客が増加している。
,,▲,スナック（経営者）,・良くなりそうな気配もなく、選挙前は大抵落ち込むので、もうしばらく厳しい状態が続く。
,,▲,観光型ホテル（経営者）,・今後数か月分の予約状況をみても、良くなる気配がなく、しばらく来客数、売上ともに減少する。
,,▲,旅行代理店（経営者）,・以前の不景気ならば、何かけん引になる良い業種があったが、今はいずれの業種も苦しんでおり、底はみえていない。まだこれからも悪くなる。
,,▲,タクシー運転手,・４月に格安タクシーの進出が決定した。価格破壊が始まるのではないかと不安である。
,,▲,美容室（経営者）,・卒業式、入学式で髪をセットする客が増加するので、極端に悪いということはないが、前年並みの売上は見込めない。
,,×,商店街（代表者）,・３月15日に近隣地域にアウトレットモールがオープンする。４月の連休前には、アウトレットの向かいにショッピングモールが開店するので、今後、売上はかなり減少する。別の場所にも冬にショッピングモールが出店する予定であり、地元の集客がかなり落ちる。
,,×,一般小売店［金物］（経営者）,・小商圏にもかかわらず、ここ１～２年大型店の出店が相次ぎ、地域の小売業の需給バランスが完全に崩れている。商圏のパイは決まっているのに、その中での食い争いなので、商店街の活性化にも非常に影響する。
,,×,衣料品専門店（販売担当）,・大手百貨店が完全撤退したことにより、来客が量、質ともに悪くなる傾向にある。また、選挙運動が始まるので、景気は悪くなる。
,,×,一般レストラン（経営者）,・例年であれば歓送迎会の話が出る頃であるが、そのような話も聞かない。先の予約も全く入っていない。
,,×,都市型ホテル（スタッフ）,・月々の売上が、目標と比べて毎月500～700万円少ない状況が続いており、今後の宿泊数も非常に少ない数値である。月々の目標から1000万にいかなければ良いという状況で、700～800万円のマイナスは覚悟をしなくてはならない。
"企業
動向
関連

(北関東)",,◎,窯業・土石製品製造業（経営者）,・今年も例年通りの受注が見込まれ、１年で１番忙しく稼動する。
,,○,一般機械器具製造業（経営者）,・受注高が前年10月ごろより増加傾向にある。自動車関連の増加は一段落したが、建設機械関連部品はまだ増加傾向をたどっている。
