,,□,百貨店（売場主任）,・長期予報によると、例年より暖かいことが見込まれるため、11月の防寒コートの動きに影響が出ることが懸念される。ただ、11月にプレミアム付商品券の追加発行が予定されているため、多少は買物の需要喚起につながることを期待している。
,,□,百貨店（担当者）,・景気回復の兆しが特に感じられないため、今後も変わらない。
,,□,百貨店（販売促進担当）,・来客数、購買率が大幅改善するような見込みがないため、今後についても変わらない。客単価の上昇のみでは補えない状況にある。
,,□,スーパー（店長）,・売上、来客数のトレンドが変わっていないため、今後も変わらない。
,,□,スーパー（店長）,・余暇や健康、美容に関連する商材は売上が伸びており、消費意欲も旺盛であるものの、消費全体のボリュームが消費税増税前よりも確実に小さくなっているため、今後の大きな消費回復は見込めない。
,,□,スーパー（企画担当）,・プレミアム付商品券の発売直後は売上の跳ね上がり効果があったものの、その効果が長続きはしなかった。また、曜日並びや天候要因を除くと、客の購買行動に盛り上がりが感じられないため、今後も変わらない。
,,□,コンビニ（エリア担当）,・生鮮品の売上は好調だが、保存の効く飲料水や菓子の販売量の減少が続いている。また、たばこや酒の販売量も減少している。たばこや酒の販売量は夜間の来客数の減少と連動しており、残業が減り、夜間労働人口が減少していることがうかがえる。
,,□,コンビニ（エリア担当）,・輸入貿易が落ち込んだまま、上向きになることが見込めず、関連産業での経営環境が厳しいため、今後も変わらない。
,,□,衣料品専門店（店員）,・来客数が増えてこないため、今後も変わらない。
,,□,家電量販店（店員）,・プレミアム付商品券の効果も最初だけで、大きく売上に貢献するようなことはなかったため、今後も変わらない。
,,□,乗用車販売店（経営者）,・依然として、新型車を中心に新車販売が堅調に推移しているため、今後も変わらない。
,,□,乗用車販売店（従業員）,・燃料価格の高騰などにより、冬場の消費が落ち込むことが懸念される。
,,□,乗用車販売店（役員）,・新車、中古車の販売は好転する材料が見当たらないため、現在の状況のまま変わらない。サービス部門も対象台数が減少に転じることで、入庫量の減少が懸念される。
,,□,自動車備品販売店（店長）,・12～１月の納車が予定されている納車前の客によるカー用品購入にかかる商談は出てきているものの、タイヤ以外のし好品の商談が少なく、年末にかけて苦戦が続きそうである。
,,□,高級レストラン（経営者）,・円安が続き、株価も安定しておらず、天候不順により農作物も期待できないため、景気回復の波に乗ることができないことが懸念される。
,,□,タクシー運転手,・この先の予約件数は前年並みである。秋の観光シーズンが目の前だが、他社に聞いても良い話を聞くことができないことから、今後も変化がない。
,,□,通信会社（社員）,・相変わらず好転の兆しはみえない。経費もどんどん下げられており、企業内でも節約、削減が推し進められている。
,,□,通信会社（企画担当）,・冬商戦に向けた新商材、新サービスのインパクトが小さく、例年と比べて客からの注目も低いため、現状から大きく変わることはない。
,,□,観光名所（職員）,・北海道においては物価上昇ばかりが先行しており、一部の限られた業種、店舗に外国人観光客が殺到するのを目にする程度で、身近に好景気を感じる場面はないため、今後も厳しいまま変わらない。
,,□,美容室（経営者）,・何か大きな事柄が生じない限り、当分は現状の売上が継続していく。
,,□,美容室（経営者）,・来客数の減少は今後も続くとみられるが、客の購買意欲がそれほど落ち込んでおらず、客単価の上昇も多少は期待できるため、今後も変わらない。
,,□,住宅販売会社（経営者）,・株価が低迷しており、現政権の経済対策の効果もまだ地方に浸透していない状態であるため、何らかの政策が打ち出さなければ景気は変わらない。
,,▲,商店街（代表者）,・若い人の所得が増えておらず、婚約指輪もなかなか買えないような状況が続いている。母親の指輪を再利用するなど、知恵を絞っているような状況であるため、今後も景気は変わらない。
,,▲,百貨店（販売促進担当）,・来客数、買上客数の急激な回復は見込めない。さらに、売上の下支えとなっていた外国人観光客による売上も、先行きの不透明感が増しているため、今後の回復基調が見込めない。
,,▲,スーパー（店長）,・灯油、ガソリンなどの値下がりがみられるものの、中国の景気減退に伴う経済の先行き不安により警戒感が強まり、買物に対して慎重な生活防衛の姿勢がますます色濃くなる。
,,▲,スーパー（役員）,・全体的に景気が良くないためか、客がディスカウント店に流れる傾向がみられる。一時は良い方向に進んでいるようにみえたが、お盆以降の消費者の買物の仕方に変化がみえる。インフレ傾向の影響もあり、必要な商材以外は倹約するようになっており、客の買上点数が増えてこない。こうした状況は年末まで続く。
,,▲,乗用車販売店（従業員）,・年末に向けて販売量が減少することになる。
,,▲,乗用車販売店（従業員）,・２～３か月は冬が始まる時期となるが、北海道という土地柄、冬は車の販売量が落ちてしまうことになる。
,,▲,その他専門店［医薬品］（経営者）,・高齢者の顧客による消費が頭打ちとなってきているため、今後についてはやや悪くなる。
,,▲,高級レストラン（スタッフ）,・９月は大型連休があったため、日ごろのレストラン利用が控えられたようだ。10月になれば多少客が戻るとみられるが、今後の見通しが立ちにくい状況にある。
,,▲,高級レストラン（スタッフ）,・賃金の上昇がみえないなか、消費税増税が既定路線となっているため、消費よりも貯蓄に回し、将来への蓄えとする傾向が顕著になっている。
,,▲,観光型ホテル（役員）,・中国の景気減速や国内景気の動向がやや不透明なため、今後についてはやや悪くなる。また、消費財を中心に値上がりが続いており、経営面でのマイナス材料もやや増えてきている。
,,▲,旅行代理店（従業員）,・11月から外国人観光客が減少し始め、12～１月にかけて観光需要が低迷する時期となる。世界遺産登録10周年の知床に期待しているものの、夏から秋にかけての需要には届かないため、今後についてはやや悪くなる。
,,▲,旅行代理店（従業員）,・先々の旅行に対する受注金額が奮わないため、今後についてはやや悪くなる。
,,▲,タクシー運転手,・例年、10～11月はタクシーの利用が減り、売上も減る時期であるため、今年も例年並みに推移することになる。観光客は増えても、タクシー利用は増えないとみられる。
,,▲,タクシー運転手,・全体的に収入に伸びがみられないなか、冬季を迎えるため、消費は冷え込むことになる。
,,×,コンビニ（エリア担当）,・漁業関係の経営環境が非常に厳しく、不漁の影響が店舗の売上、来客数に表れている。船への積込商品の減少や加工場での作業減少、残業時の食事提供を19時から21時に遅らせるなどの経費削減策もみられる。さんま漁やいか漁の今後の好転が厳しいとみられるため、年末までは不漁の影響が続く。
,,×,その他サービスの動向を把握できる者［フェリー］（従業員）,・観光シーズンが終了することで、輸送量が激減することになる。
,,×,住宅販売会社（役員）,・販売価格の上昇、消費者のマインド低下などにより、需要が縮小しているため、今後については悪くなる。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,輸送業（営業担当）,・道内の農産物の生育が順調であり、シャーシ、鉄道コンテナ、海上輸送ともに期待できる。また、道外の府県の生乳生産が順調なため、道内では生乳の生産が減るとともにバターの生産が増加している。
,,○,輸送業（支店長）,・輸入品などでも冬型商材の到着が始まっているため、２～３か月後には若干でも現状より物流量が増えることになる。
,,○,その他サービス業［建設機械レンタル］（総務担当）,・今後についてはやや良くなるとみられるが、景気が好転するような兆しはいまだにみえない。
,,□,食料品製造業（従業員）,・現在のところ、特に変動が予想されるような案件はみられないが、現在進めている値上げの影響が良い方に出るか、悪い方に出るかわからない面がある。
,,□,家具製造業（経営者）,・中国の景気後退など、外的な経済状況の変化による影響を受け始めた。オリンピック特需を除けば、請負需要に陰りがみえ始めることになる。
,,□,建設業（従業員）,・人員の関係から施工能力には限界があるため、当面は現状程度での推移が見込まれる。
,,□,司法書士,・現在の経済状況から判断して、景気が上向くとは考えられない。
,,□,司法書士,・２回目の３本の矢が発表されたが、具体策がなく、実行可能か疑問視されているのが実情であるため、早急な景気回復が望めない状況に変わりがない。
,,□,コピーサービス業（従業員）,・今の状況がしばらくは続くとみられる。
,,□,その他サービス業［建設機械リース］（支店長）,・景気回復となるような要因が見当たらないため、今後も変わらない。
,,▲,建設業（経営者）,・官民、土木建築ともに全体的に建設投資が落ち込んでいる。新規の受注があまり見込めないうえ、完成する工事もあるため、稼働量が減少することになる。
,,▲,建設業（従業員）,・新国立競技場問題の影響か、建設費高騰下においても、官民問わず発注者の工事費に対する考え方が厳しくなってきており、建設投資の動きが鈍くなってきている。
,,▲,通信業（営業担当）,・中国の景況感の先行きが怪しくなったことで、道内企業では観光客の減少や購買力の減速を危惧した慎重な見方が広がっているため、今後についてはやや悪くなる。
,,▲,金融業（企画担当）,・外国人観光客の大幅増加が続くことで、観光関連業種は堅調に推移する。しかし、個人消費は所得の改善が小幅にとどまっていることや株価の下落、食料品価格の値上げなどで生活防衛意識が強まり、低迷することになる。
,,▲,その他非製造業［鋼材卸売］（役員）,・冬場にかけて期待できる材料が見当たらない。
,,×,その他サービス業［ソフトウェア開発］（経営者）,・長期的な安定した案件が減ってきているため、今後については悪くなる。
"雇用
関連

(北海道)",,◎,－,－
,,○,人材派遣会社（社員）,・求人依頼が堅調に推移しており、企業の業績も回復傾向にある。また、販売促進に関連するイベントへの人材ニーズも増加している。企業規模にかかわらず求人ニーズが高まっていることから、道内においても景気は緩やかに回復している。
,,○,求人情報誌製作会社（編集者）,・例年どおり、年末商戦の始まる時期だが、多少なりとも所得が増加していることを考慮すると、いつもの年よりも個人消費が高まることが期待でき、それにより雇用環境もやや良くなる。
,,□,求人情報誌製作会社（編集者）,・有効求人倍率が高止まりしているものの、常用、非常用問わず、人手不足が生産の足を引っ張っているため、今後も変わらない。
,,□,求人情報誌製作会社（編集者）,・一部の業種で求人件数の増減がみられたが、全体としては大きな変動がない。今後については外国人観光客の動向次第となる。
,,□,求人情報誌製作会社（編集者）,・求人広告件数が前年とほとんど変わらないため、今後も変わらない。
,,□,職業安定所（職員）,・観光は好調だが、観光客の入込次第の面があり、今後も動きが継続するかが判断できない。人口減少の影響もあり、小売は活気がないのが現状である。
,,□,職業安定所（職員）,・有効求人数は卸・小売業、宿泊・飲食サービス業、医療・福祉などの一部の産業での増加が全体を押し上げており、求職者の減少傾向と相まって求人倍率が高く推移している。企業規模別にみると、従業員1000人以上の企業からの求人の増加が目立ち、100人～299人の企業や300人～499人の企業では前年より減少している。こうした傾向は今後も続く。
,,□,職業安定所（職員）,・求職者数は引き続き減少している一方で、求人数が横ばい状態になってきているため、今後も変わらない。
,,□,職業安定所（職員）,・新規求人数、有効求人数ともに前年を上回ったが、このまま増加傾向が続くのかが不透明である。
,,□,学校［大学］（就職担当）,・ドラッグストアや家電量販店、旅行代理店、ホテルなどから話を聞く限り、海外からの観光客の道内での消費額が減ってきているなど、観光産業がメインの北海道にとっての好材料が少なくなってきているため、今後も変わらないまま推移する。
,,▲,新聞社［求人広告］（担当者）,・今年に入ってから減少傾向であったが、ここにきて見込み以上に落ち込みが大きくなった。例年であれば、農業関連業種が求人数の底上げをしていたが、基幹産業である農業生産が堅調であるにもかかわらず、９月はその効果が感じられなかったことから、今後についてはやや悪くなる。
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,タクシー運転手,・当地ではどこに行っても人が多い。また、地下鉄も新規路線が開通するため、悪くなる要素は見当たらない。商業関係についてはかなり安定しているのではないか。
,,○,商店街（代表者）,・ここ１週間ほど前から秋風が吹いており、朝晩も急に冷え込んできている。そのため、客の動きは秋物や冬物へと移行するとみており、売上に大きな期待をしている。また、好天のためか来客数が増えており、飲食業界も少しずつ売上をキープしているので、今後の仕掛けによっては期待ができるだろう。
,,○,一般小売店［書籍］（経営者）,・プレミアム付商品券の効果が年末まで続くとみている。全体的な商況の厳しさは同じであるが、底上げはできるのではないか。
,,○,一般小売店［医薬品］（経営者）,・月々の売上はなかなか厳しいものがあるが、客は買い控えをしているわけではない。プレミアム付商品券も発行されており、この先２～３か月の景気は悪くならないとみている。
,,○,百貨店（経営者）,・地下鉄の開業により若干ではあるが来客数が増えると見込んでいる。さらに、各種プロモーション強化などの営業施策をすることにより、販売量の増加を期待している。
,,○,衣料品専門店（店長）,・８月に一度涼しくなっているため、気温が下がれば秋物は順調に推移するとみている。また、客の動きも今後は良くなっていくと見込んでいる。
,,○,衣料品専門店（店長）,・店側の仕掛け次第で顧客の来店状況が変化するなかで、今後はプレミアム付商品券の利用が見込める。
,,○,乗用車販売店（店長）,・年末にかけて話題性の高い新型車の発売が予定されているため、販売量の改善が期待できる。また、各社の動きも活性化してきているので相乗効果を見込んでいる。
,,○,その他専門店［酒］（経営者）,・年末に向けて多少なりとも景気は良くなるとみている。しかし、景気の先行きは不透明であり、株価の下落もみられるなかで、年末に消費者の購買意欲がどこまで高まるかが不安である。
,,○,その他専門店［白衣・ユニフォーム］（営業担当）,・夏物の売行きが早々に停滞した分、早目に秋冬商材が動くのではないかと期待している。
,,○,その他小売［ショッピングセンター］（統括）,・中国人観光客を中心としたインバウンド効果により、販売量が増加すると見込んでいる。
,,○,高級レストラン（経営者）,・力は弱いながらも、良い方向に向かっていると期待している。
,,○,高級レストラン（支配人）,・現在の予約状況に加えて、10～12月の予約数も前年比を上回って推移しているため、先行きはやや良くなるとみている。
,,○,通信会社（営業担当）,・放送関連のメニューにキラーコンテンツが加わることが決定している。今後のＰＲ次第では、解約が徐々に抑制されて新規の加入者が増加していくものとみている。
,,○,観光名所（職員）,・土日祝日又は連休中などの外出傾向については、数字にもはっきりと表れている。この先も、休日や連休のたびにフリー客の乗船人数が前年を上回るのではないか。
,,○,その他サービス［自動車整備業］（経営者）,・懸念材料は少ないため好調を持続するとてみている。ただし、労働力の確保が難しく労務コストが上がってきていることが心配ではある。
,,○,住宅販売会社（経営者）,・住宅受注の伸びは緩慢であるが、一般物件受注及び大型の不動産仲介などが伸びている。
,,□,商店街（代表者）,・商店街イベントなどで来客数増加を見込んでいるものの、来客数増加に比例した売上増加にはあまり期待ができない。
,,□,商店街（代表者）,・店や町内のイベントにより、年末へ向けて多少の活気が出ることを期待している。
,,□,一般小売店［寝具］（経営者）,・景気の低迷は今後も続くとみている。
,,□,百貨店（総務担当）,・消費が喚起されるきっかけさえあれば、客は消費に動く。その一方、きっかけがなければ将来への蓄えなどにお金を回して、思い切った消費につながらない。客の選択はよりシビアになっており、今後もそのような状況が続くとみている。
,,□,百貨店（営業担当）,・お中元商戦は久しぶりに売上が前年比100％で終了している。お歳暮もこの傾向が続けば景気の落ち込みはないとみている。また、婦人服においても、前年に売れなかったコートも今年は買換え年といわれており、売上を底上げする可能性がある。消費税増税の影響も薄れつつあり、景気も比較的落ち着いて推移すると見込んでいる。
,,□,百貨店（営業担当）,・個人所得に変化はない。また、客は将来の消費税率10％への引上げに備えており、消費が活発になる見込みはない。
,,□,百貨店（買付担当）,・客は必要な物であれば購入するが、そこに至るまでが非常にシビアである。
,,□,百貨店（売場担当）,・景気については、少しずつ持ち直している、大幅な落ち込みはないといわれているが、実感としては、来客数の減少や徹底して節約をしている客の様子からも、現状から大きく変動するとは考えにくい。
,,□,百貨店（経営者）,・都市部と地方の格差拡大に加えて、消費税率10％への引上げが控える先行きに対しては、好況感は生まれづらい。
,,□,百貨店（経営者）,・地方においてインバウンド効果は見込めない。これまでの客の動向などからも、現状の状況がすぐに改善するとは考えにくい。
,,□,スーパー（経営者）,・実質賃金は上がっておらず、人口減少により消費も停滞している。
,,□,スーパー（店長）,・来客数は微増傾向にあるものの、客単価が低いため売上が伴っていない。また、各社は年末に向けて様々な施策を打ち出してくることが見込まれるが、今後も節約傾向は続くとみている。
,,□,スーパー（店長）,・当地域のプレミアム付商品券は10月末で終了となる。現状での使用率も低下しており、景気の底上げ要素は見当たらない。そのため、先行きは現状より変わらないかやや悪くなるのではないかとみている。
,,□,スーパー（店長）,・価格に対する見方はまだまだ厳しい。安ければ買うがそうでなければ買わないという状態は今後も続くとみている。
,,□,スーパー（営業担当）,・冬季の灯油需要期を前にして、原油価格が安値で安定していることは消費拡大の一助になる。ただし、食品小売業への影響はほとんどないとみている。
,,□,スーパー（営業担当）,・景気回復、経済の活性化を目的にプレミアム付商品券の導入が行われているが、売上をみる限り前年との間に大きな差はない。大量に使用されるのは家電量販店などの一部の業種に限られているようである。
,,□,コンビニ（経営者）,・来客数の減少により売上が減少している。しかし、買上単価、買上点数共に堅調であり前年を上回っているため、景気が落ち込んでいるとまではいえない。
,,□,コンビニ（エリア担当）,・地下鉄の新規路線開通による影響が気になるものの、その他に大きな環境の変化が見当たらない。
,,□,コンビニ（エリア担当）,・来客数に影響するほど、商環境に変化はないとみている。
,,□,コンビニ（エリア担当）,・現状の来客数に変化がなく、今後変化するような兆しもみえていない。
,,□,コンビニ（エリア担当）,・大きな景気回復要因がない。また、電気代や人件費の高騰などによる必要経費が上昇している状態で景気が安定しつつある。
,,□,コンビニ（店長）,・客は単価の安いものを狙って買物をしており、この状態が良くなるとは判断しにくい。ただし、ガソリン価格が下落していることは好材料である。冬の気候にも左右されるが、良い意味でも悪い意味でも小康状態が続くとみている。
,,□,衣料品専門店（経営者）,・業種によりばらつきがあるため、全体が好況になるには時間がかかると見込んでいる。
,,□,衣料品専門店（経営者）,・10～11月は売上が多少見込めるものの、12月はわからない状況である。
,,□,衣料品専門店（経営者）,・冬物の最盛期となるが、秋物本番である現在の様子からみても、特に期待できる要因がない。
,,□,衣料品専門店（店長）,・気温によって販売状況に変化はあるものの、市場の拡大や景気回復がしていないので、状況が大きく改善することはない。
,,□,衣料品専門店（総務担当）,・将来的な景気の回復は実感できていない。今後消費税率10％への引上げがあるので、消費が進むとは考えにくい。
,,□,家電量販店（店長）,・しばらくは来客数の減少傾向が続くとみている。
,,□,家電量販店（従業員）,・今後も来客数が伸びない状況が続くとみている。
,,□,乗用車販売店（経営者）,・消費税増税の影響が徐々に薄れており、新車販売の回復に期待している一方、車検需要の減少からサービス売上の減少を懸念している。
,,□,乗用車販売店（経営者）,・９月は各社が決算セールを展開したが、思ったほどの成果につながっていない。何かしらの思い切った施策を立てなければ先行きがみえない状態である。
,,□,乗用車販売店（従業員）,・客は、車が古くなり買換えの時期になっても、修理をして我慢して乗り続けている。
,,□,乗用車販売店（従業員）,・土日の来客数は全く増加していない。どちらかといえば少しずつ減少してきている。
,,□,住関連専門店（経営者）,・耐久消費財の家具を扱っている。景気がどちらの方向に進むかわからないため、客の財布のひもが固い状況に変化はないとみている。
,,□,住関連専門店（経営者）,・災害復興住宅が次々と完成して入居が始まっているが、期待していた家具や仏壇などの売上に結びつくことが少なく、大きな上昇には至っていない。
,,□,その他専門店［靴］（従業員）,・気温が下がり、降雪、積雪がある冬にならないと長靴やスノートレーシューズが動かないため、先行きは天候次第である。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・冬場の需要期までは、価格も含めて劇的な変化もなく現状維持で推移するとてみている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・先行きに対して良い要因も悪い要因も見当たらないため、変化はないとみている。
,,□,高級レストラン（支配人）,・前年同月と比べて予約件数は下回っている。しかし、最近は間際の予約が多いことから、例年並みの数字には届くとみている。
,,□,一般レストラン（経営者）,・特に良くなる材料も悪くなる材料もないため、この先２～３か月の状況に変化はないとみている。
,,□,一般レストラン（経営者）,・消費税率10％への引上げに対する不安もあり、今後の景気が良くなるとは考えにくい。ただし、２～３か月後には忘年会シーズンが控えており、いくらか期待が持てる。そのため、結果として景気の状況は変わらないのではないか。
,,□,一般レストラン（経営者）,・これから芋煮会もあるため、外に人が出てくる機会が増えるとみている。ただし、これが終われば寒くなるため、人は再び外に出なくなってしまう。また、忘年会の予約も同じ日に集中しており、あまり良い雰囲気は見受けられない。
,,□,スナック（経営者）,・年末に向けて多少は良くなるとみているが、本格的な忘年会シーズンを迎えるまでは、まだまだ厳しい状況が続くのではないか。
,,□,観光型ホテル（経営者）,・どんなにパンフやその他の宣伝ＰＲに努めても、北陸の文化、食、温泉などの観光資産には勝てない。客の目は東北に向いていない。
,,□,観光型旅館（経営者）,・今のところ、伸びる要素や気配がみられない。今後は売上が増える時期ではあるものの、平年並みで推移する見込みである。
,,□,都市型ホテル（経営者）,・客の動向に大きな変化はないとみている。しかし、野菜などの価格高騰によって提供する商品の原価率が上昇しており、それに伴うコスト高を経営面として懸念している。
,,□,都市型ホテル（スタッフ）,・これから秋の紅葉シーズンを迎えて、さらに忘年会シーズンへとつながっていくが、客がどれだけ当県に来てくれるのかが心配である。多くの客の目が北海道新幹線に向いてしまい、当県を訪れる頻度が減ってしまうのではないか。
,,□,都市型ホテル（スタッフ）,・この先に状況が好転するような要因が見当たらない。
,,□,旅行代理店（経営者）,・この先どうなるのかという不安感はあるが、現状と同じように推移するとみている。
,,□,旅行代理店（店長）,・先行きの受注状況に大きな変化がない。
,,□,旅行代理店（従業員）,・依然として顧客の様子見の状況が続いている。景気が回復したといわれるのは一部の企業に限られるようである。
,,□,タクシー運転手,・客からは、消費税率10％への引上げに対する不安の声を良く聞いている。このような状態で将来の景気が良くなるとは考えにくい。
,,□,通信会社（営業担当）,・景気が向上するような材料が見当たらない。
,,□,通信会社（営業担当）,・好転が期待できるような材料に乏しい。
,,□,テーマパーク（職員）,・客の買上単価が上がらない状態が続いている。
,,□,観光名所（職員）,・冬季は来客数が減少する時期であり、イベントなどで誘客するものの、どこまで効果があるか心配である。
,,□,遊園地（経営者）,・12月になると近所に地下鉄の駅ができる。シーズンオフではあるがイベントなども含めて下支え効果を期待している。
,,□,遊園地（経営者）,・気温の低下とともに客足が遠のくため、単価も下がってくるとみている。
,,□,競艇場（職員）,・イベントや目玉商品で来客数の増加を図っているが、あまり反響はなく、良くない状態が続いている。
,,□,美容室（経営者）,・たまたま今月だけが良かったのかどうかは、この先何か月間をみないと判断できない。
,,□,美容室（経営者）,・価格競争により、今や安いお店にはかなわなくなっている。
,,□,設計事務所（経営者）,・物件を計画しているという話は聞くが、図面を書くまでに時間がかかったり、計画自体が白紙に戻ることが良くある。そのため、先行きはなかなか読めない状況である。
,,□,その他住宅［リフォーム］（従業員）,・受注残高を増やすために、キャンペーンなどの取組を実施していく予定である。
,,▲,商店街（代表者）,・様々な物の値段が上がり、仕入れなどにも影響が出てきている。相対的に消費の動きも悪くなっており、景気は今後多少悪くなっていくとみている。
,,▲,商店街（代表者）,・アベノミクスは今後、厳しい局面にさらされるのではないか。また、今の若者の必需品である通信費も非常に高くなってきており、可処分所得が非常に少なくなっているように見受けられる。
,,▲,商店街（代表者）,・最近、周囲では消費税率10％への引上げが話題となってきているが、このことが消費動向に水を差す要因になりかねないと危惧している。
,,▲,一般小売店［医薬品］（経営者）,・これから年末になるため多少は良くなるとみている。しかし、現在の株安の状況が続いた場合、景気が良くなるような根本的な解決にはならない。
,,▲,一般小売店［医薬品］（経営者）,・単価の高い客の来店頻度が落ちている。株価が大きく落ち込んでいる影響があるのか、客の表情にあまり余裕を感じられない。マインドが低調では消費は盛り上がらない。
,,▲,百貨店（売場主任）,・中間顧客層の購買鈍化に加えて、上位顧客層においては、若干消費に対する意欲の低下がみえはじめている。また、地方の上位顧客層は首都圏ほどの購買力はなく、顧客全体が消費に対してシビアになっている。
,,▲,スーパー（経営者）,・株価が乱高下することなど、景気の悪さがマインドに影響している。各業種ともに人手不足が深刻になってきており、さらに、なかなか可処分所得が増えない状況が続いている。
,,▲,スーパー（総務担当）,・中国などの影響で株価の乱高下が激しくなってきている。また、台風などの影響で野菜の価格も値上がりしている。今後の景気は波乱含みとなるのではないか。
,,▲,コンビニ（経営者）,・近くに競合店のコンビニができたこともあり、客単価がなかなか伸びていない。また、目的買いが多く、売上がなかなか増加しない状況が続くのではないか。
,,▲,コンビニ（経営者）,・目新しい施策もなく、これからの秋冬商戦は厳しくなる見通しである。
,,▲,コンビニ（エリア担当）,・サービスの質を落とさなければ維持できない状況になっている。
,,▲,コンビニ（店長）,・冬に向けて来客数、売上共に減少する傾向にある。さらに光熱費、除雪代などの経費が経営を圧迫してくる。ただし、客の購買意欲が上がってきているのか、今年は客単価が上昇傾向にある。
,,▲,コンビニ（店長）,・現段階で販売環境の改善につながる要素が見当たらない。さらに、冬に向けて売上は下降線をたどるとみている。生き残っていくためには、多少の赤字は覚悟の上で価格競争に参戦してパイを奪い合わなければならない。
,,▲,衣料品専門店（経営者）,・エルニーニョ現象により暖冬という予報が出ている。高単価なコートやジャケットの動きが減少し、売上の前年維持が厳しい状況になることを懸念している。
,,▲,乗用車販売店（経営者）,・株安の傾向に拍車がかかっており、設備投資の意欲も減退している。
