,,▲,商店街（代表者）,・今月の伸びは天候による一過性のものであり、景気そのものは依然として不透明感がぬぐえないことから、先行きについて不安がある。
,,▲,商店街（代表者）,・今月は売上の増加がみられたが、前年と比べて景気が良くなっているとは思えないため、今後も変わらないまま推移する。
,,▲,商店街（代表者）,・３か月後はボーナス月の前月であり、ここ１～２年の当該月の客の外出控え及び買い控えが顕著であることを考慮すると、今年も来街者数の減少が見込まれるため、今後の売上増加は望めない。
,,▲,百貨店（売場主任）,・現在も残暑が続いており、秋物の立ち上がりも前年の８掛けという状況である。このため、９～10月も残暑、暖冬の傾向が続くことになれば、秋物商戦の動きが非常に鈍ることになる。特に主力のジャケット・コートに関しては、今後の天候状況が懸念される。
,,▲,百貨店（売場主任）,・来客数も減ってきているが、今月は客単価が前年比93.2％と前年を下回っている。堅調だった食品も前年比92％となっており、好調なカテゴリーが見当たらないことから、今後についてはやや悪くなる。
,,▲,百貨店（販売促進担当）,・円高や株価下落の影響が出てくる。また、猛暑の影響で秋物衣料の動きが鈍く、秋物と冬物の需要期の間隔が狭くなることで、秋物衣料の販売機会が減ってしまうことが懸念される。
,,▲,スーパー（企画担当）,・政局の不安定さ、経済対策の遅れ、株式市場や為替相場の乱調など、消費者の財布のひもが緩む要因は全くといっていいほど見当たらないため、今後についてはやや悪くなる。
,,▲,コンビニ（エリア担当）,・10月からのたばこ増税にともなう価格改定で、たばこの消費量が大幅に減少することになり、客の来店頻度が減少する。それに付随して、たばこ以外の商品の販売量も減少することになり、売上の苦戦が見込まれる。
,,▲,乗用車販売店（従業員）,・エコカー購入時の補助金も終わり、客もかなり前倒しで購入していることから、今後は厳しい時期を迎える。
,,▲,その他専門店［医薬品］（経営者）,・業界の低迷はどん底であり、顧客の取り込み、奪い合いが更に深刻になる。
,,▲,旅行代理店（従業員）,・先行受注額をみると、10月は国内旅行が前年比77％、海外旅行が前年比106％となっており、全体では前年を下回っている。10月末の羽田空港国際線の新規路線就航と円高による海外旅行の活性化を期待しているが、現実としては国内・国際航空路線の縮小・減便により国内・海外旅行の停滞が懸念される。
,,▲,タクシー運転手,・当市では、ハイヤー協会加盟のほとんどの会社が10％の減車を実行中であり、当社も８月までに７％の減車を実施している。減車の効果なのか、今月の１台当たりの売上は前年並みとなり、他社もほぼ前年並みであったと聞いているが、経営的には、減車した分、売上が減少しており、他の経費を削減しないと苦しい状況にある。そのため、今後についてはやや悪くなる。
,,▲,美容室（経営者）,・政局への不安感が増大しているため、今まで以上に支出を抑える傾向が強まる。
,,▲,美容室（経営者）,・基幹産業の米作は悪くないようだが、客の様子からも、来客数の推移からも、それ以外の好材料がうかがえないため、今後についてはやや悪くなる。
,,▲,設計事務所（所長）,・良くなっていく兆しが見えていたが、今は失速しているため、今後についてはやや悪くなる。
,,▲,住宅販売会社（従業員）,・最近、経済関係のニュースは悲観的なものが多くなっていることから、消費者のマインドがかなり低下してきている。特に住宅を購入しようと考えている人は経済ニュースには敏感に反応するので、これから少しずつ悪影響が出てくることが懸念される。
,,×,スーパー（店長）,・長期予報では残暑が続くとのことから、秋冬物衣料品の売上低迷が続く。また、野菜の相場高、農作物への被害が生じることになれば、客である農家の収入減が見込まれ、厳しい状態となる。
,,×,乗用車販売店（営業担当）,・国の政策などによって、一時的に需要が伸長したが、今後はデフレ傾向が強まり、価格競争が激化する。
,,×,観光型ホテル（経営者）,・急激な円高により、国内客の減少をカバーしていた海外客の減少が懸念される。また、国内景気が本格的に回復していないため、国内客の集客状況も良くない。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,金属製品製造業（役員）,・微増ではあるが、住宅着工率が上昇してきているため、今後についてはやや良くなる。
,,○,その他非製造業［鋼材卸売］（役員）,・長期展望が見えず、設備を含めた高額商品の売行きは良くないが、消耗資材を中心に販売量は着実に回復してきている。
,,□,食料品製造業（団体役員）,・沿岸海水温の上昇により、水産漁獲物が減少していることから、加工原料の確保不安と価格高騰で採算が悪化している。こうした状況は今後も続く。
,,□,食料品製造業（役員）,・例年、秋に向けて上向く傾向となるが、今年は、引き続きの暑さが予想されていることに加えて、新規の大型案件も見当たらないため、今後も変わらないまま推移する。
,,□,家具製造業（経営者）,・すでに進行している案件が多くあり、今後数か月はやや好調な状態が続く。しかし、最近の急激な円高、株安の悪影響が顕在化するため、全体としては変わらないまま推移する。
,,□,建設業（経営者）,・公共工事については絶対量が大幅に削減されているため、発注が進んでも繁忙感がない。民間工事についても引き合いが少なく、厳しい価格競争のもと、各社が疲弊気味である。以上のことから、今後についても変わらないまま推移する。
,,□,輸送業（営業担当）,・８月発表の農作物の生育状況は非常に順調に推移しているが、今夏は北海道も猛暑のため、今後は生産品にマイナスの影響が出ることが懸念される。
,,□,金融業（企画担当）,・不振が続いた住宅業界はマンションの在庫調整が進み、住宅着工戸数の増加が見込まれるものの、公共工事の大幅減少で土木建設業界が一層厳しくなっていることから、今後の倒産件数の増加が懸念される。
,,□,その他サービス業［建設機械リース］（支店長）,・農業が堅調であるものの、それ以外の業種は苦戦が続いており、全体としては変わらないまま推移する。
,,▲,出版・印刷・同関連産業（従業員）,・業界自体が冷え込んでおり、先行きへの不透明な感が否めない。
,,▲,金属製品製造業（経営者）,・身の回りの状況や、新政権の問題を見る限り、今後の景気が良くなるとは思えない。
,,▲,建設業（従業員）,・政権が不安定であることから、今後の公共工事の追加発注は期待できない。厳寒期に向かうこともあり、建設関連の景気回復は全く見込めない。
,,▲,輸送業（支店長）,・最近の円高、株安により、企業心理が非常に冷えてきている。そのため、物流面においても今後の取引量が減ることが懸念される。
,,▲,通信業（営業担当）,・円高に対する政府と日銀の姿勢がこのまま継続することになれば、失望感とともに輸出企業を中心に実態業績の悪化が生じることになり、それをきっかけに景況感を更にもう一段押し下げることになる。
,,×,その他サービス業［建設機械レンタル］（総務担当）,・公共工事の発注額がこれまで以上に減少すると見込まれる。また、民間工事も伸びが見込まれないことから、今後については悪くなる。
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・本来の形の派遣スタッフの募集や業務請負の募集が徐々に増えてきている。また、業種にかかわらず、全体的に新規や久しぶりの求人が目立ってきていることから、求人意欲の力強さが感じられる。
,,○,職業安定所（職員）,・新規求職申込件数は2.5％減少し、３か月ぶりに前年を下回ったほか、月間有効求職者数は3.4％減少し、３か月連続で前年を下回ったことから、今後についてはやや良くなる。
,,○,学校［大学］（就職担当）,・雇用環境において、新卒の先行き不透明感は強くなるばかりであるが、卒業後３年間までを新卒扱いするなどの方策が検討されている。一方、企業との対応においては、次年度の採用計画を今年度並みと見据える事例が多いが、業界によっては求人状況に回復傾向がみられるとの情報もあり、2012年卒業生を対象とする動きが少しは活発に展開されることが期待できる。
,,□,人材派遣会社（社員）,・交代の補充がある程度で、増員の動きがまだみられないことから、今後も変わらないまま推移する。
,,□,求人情報誌製作会社（編集者）,・求人件数は前年末から前年比プラスで推移しているが、国の施策の効果で底打ちから緩やかに上昇しているもので、今後大きく上昇する要素が見当たらない。
,,□,新聞社［求人広告］（担当者）,・今年に入ってから求人が前年を下回ったのは１月と４月だけであり、それ以外の６か月は前年を上回っている。売上も前々年並みにまで回復していることから、求人は一過性の特需ではなく、継続した回復基調にあり、今後も変わらないまま推移する。
,,□,職業安定所（職員）,・景気の低迷から景気全体を引っ張る製造業の求人が伸びてこない。全体の求人では４月以降、前年比が微増しているが、製造業の求人は４月以降、４か月連続で前年を下回っていることから、今後も変わらないまま推移する。
,,▲,人材派遣会社（社員）,・雇用環境をみると、流通業界の夏商戦も一段落したことから、人材の需要は低位安定で推移する。パート・アルバイトについても冬商戦までは需要の盛り上がりに欠ける。いわゆる産業界の閑散期に入り、活力に欠ける展開となりそうで、景気動向は政府の対策に大きく左右されることになる。
,,▲,職業安定所（職員）,・追加経済対策による効果の息切れに加えて、円高などの影響が徐々に表れることになり、今後についてはやや悪くなる。
,,×,－,－
,,,,
　２．東北（地域別調査機関：（財）東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,－,－
,,○,百貨店（販促担当）,・低迷が続いていた婦人雑貨部門、特に衣料品部門の売上が伸びてきている。また、購買を促す提案に対する反応がよく、客足が戻ってきている。
,,○,百貨店（経営者）,・前年にはなかったイベントを行う予定があり、集客、販売の増加が見込まれる。
,,○,衣料品専門店（店長）,・今の時期、婦人服はなかなか数字につながらないが、秋も深まってくれば単価も上がっていくことが期待される。
,,○,家電量販店（店長）,・家電エコポイントの終了が年末に予定されており、駆け込み需要が期待できる。
,,○,高級レストラン（支配人）,・向かいに新規開業したホテルの影響により変わった人の流れの効果はもう少し継続することが予想される。ただ、円高と不安定な現政権の影響など懸念材料もある。
,,○,その他飲食［弁当］（スタッフ）,・12月の新幹線の延伸開業に向け、各自治体のイベントが増えてきており、集客増が期待できる。
,,○,観光型ホテル（経営者）,・２～３か月先の予約状況をみると、前年よりも団体客、特に関東以西の客の予約が目につく。
,,○,住宅販売会社（経営者）,・建築物件の受注は大変好調である。一方、個人向けの住宅の受注に関しては成約に至るまでの期間が長くなっており、今後、新規受注の伸びが期待されるのは３か月ぐらい先になってからである。
,,□,商店街（代表者）,・シャッターが上がるような話が聞こえてきてもなかなかそのとおりにならず、逆に閉店の話さえ聞かれ、中小零細小売業界は打つ手なしの状況が続く。
,,□,商店街（代表者）,・このまま暑い日が続けば、秋物商材に大きな影響が出てきて、場合によっては、秋物商材がそっくり抜けて、冬物の売り出しが始まることも懸念される。また、バーゲンの前倒しが著しくなり、客単価の低下は免れない。
,,□,商店街（代表者）,・婦人服を中心に秋物がだぶつき、好調な夏物と不調の秋物で相殺勘定になることが予想される。
,,□,一般小売店［書籍］（経営者）,・地元の産業基盤は、工業系は弱小で流通系の中小企業比率が高いことから、価格競争力といった面での伸展はあまり期待できない。
,,□,一般小売店［スポーツ用品］（経営者）,・客が必要な物しか買わない現在の状況は、今後も続くことが予想される。
,,□,一般小売店［医薬品］（経営者）,・残暑により体調不良の人が多くなる時期だが、不景気という意識が非常に強いため、お金をかけて体調管理をする人は少なく、売上には貢献しないと予想される。
,,□,一般小売店［医薬品］（経営者）,・景気の良し悪しにかかわらず、必要なものは購入してもらえる業種だが、以前のように何でもというのではなく、必要なものしか購入しない現在の状態がしばらく続く。
,,□,百貨店（企画担当）,・為替は円高基調で推移しているので、内需の拡大を大いに期待しているところであるが、ＧＤＰは簡単には増えないので、このままの消費状況が続くことが予想される。
,,□,スーパー（経営者）,・暑さが続けば、野菜果物の生育と秋商戦の販売への影響が懸念される。
,,□,スーパー（店長）,・８月の収支結果が良かったのは猛暑の影響だと思われるため、10月以降は好調の波が続くとは思えない。景気そのものの変動はないと予想している。
,,□,スーパー（店長）,・売上がプラスになるような要素が見当たらない。
,,□,スーパー（店長）,・猛暑により、水産物、農産物共に前年と全く違う動きをしている。サンマは前年の50％を下回る売上高のため、今後の漁獲量によっては販売商品を再考しなければならない。
,,□,スーパー（総務担当）,・残暑が10月まで続くとの予報もあり、農水産物などへの悪い影響が、生鮮食品の品質悪化と単価アップにつながることが懸念され、エコカー補助金等の景気政策の効果も薄れることから、消費動向はしばらく変わらない。
,,□,コンビニ（エリア担当）,・現在の好調は天候に依存したものであり、消費者の買い控え意識には変化が見られない。
,,□,コンビニ（エリア担当）,・本県の人口減少による購買力の減退について有効な対策が無く、外的要因による景気向上も見込めない。
,,□,衣料品専門店（経営者）,・10月中旬まで残暑が続くとの予報が出ており、９月からの秋物商戦も期待できず、現在の悪い状況は変わらない。
,,□,衣料品専門店（経営者）,・政局の混迷や日本の景気実態に伴わない円高が続き、先行き不透明な状況であり、特に地方は景気回復の見通しがたたない。また、各種補助金制度が終了した時点で、購買力の反動減が懸念される。
,,□,住関連専門店（経営者）,・不採算部門のカットやリストラによる経費のカットにより体質を変えているが、今後の人口減少等を考えると、明るい希望が持てない。
,,□,住関連専門店（経営者）,・例年であれば秋商戦に入る時期だが、今年は猛暑のため、家具などの耐久消費財の動きが鈍くなることが予想される。また、住宅版エコポイントやリフォーム減税の恩恵はまだ出ておらず、しばらくは現在の状況が続く。
,,□,住関連専門店（経営者）,・個人消費は冷え込んでおり、我慢できるものは我慢して、必要なものはなるべく安く購入しようとする消費者の傾向が見受けられる。急激な売上上昇は見込めず、現在の状況はしばらく変わらない。
,,□,その他専門店［パソコン］（経営者）,・一部の商品に動きがみられるものの、物販全体を押し上げるような回復は期待できない。
,,□,その他専門店［食品］（経営者）,・天候が落ち着き、秋の気配が感じられれば動きが出てくると期待している。
,,□,その他専門店［白衣・ユニフォーム］（営業担当）,・暑さが当分続くとみられ、秋冬物はあまり期待できない。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・これから石油製品の需要期に向かうが、景気全体が低迷しているため需要を引上げるような動きがなく、回復の道筋がみえない。天候次第で需要が左右され、収益回復が不安定な状況が続く。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・客の購入量に毎週変動がみられるのが気になる。元売りからの価格変動分を商品価格に反映できないので、現在の状況はしばらく変わらないことが予想される。
,,□,一般レストラン（経営者）,・良くなる材料が見当たらないので、来客数が少なく客単価も低い現在の状況はしばらく続くことが予想される。
,,□,スナック（経営者）,・人が出てくる要素も見当たらず、売上は横ばい状態が続くことが予想される。
,,□,観光型ホテル（スタッフ）,・プランによっては客が来ており、客足も秋風が吹けば多少は回復すると思うが、前年比を上回るのは厳しい状況が続くとみられる。
,,□,観光型旅館（経営者）,・例年９月は閑散期であり、10月、11月の紅葉期も２週間程度しか集客が期待できない。さらに、夏の猛暑により紅葉の色づきが悪くなる傾向があるなどの不安材料もあり、このまま低調な状態が続くことが予想される。
,,□,観光型旅館（スタッフ）,・個人客の予約状況は、休暇の多様化やネットの普及から直前まで把握しきれず、団体客の動きも活性化は期待できない。
,,□,都市型ホテル（経営者）,・単価の下落に歯止めがかからないことが予想される。来客数については、料飲施設において特にランチタイムの出足が鈍くなっているが、暑さが落ち着けば改善されるのではないかと期待している。
,,□,都市型ホテル（スタッフ）,・８月下旬のチャペルのリニューアルオープンにより、この先、ブライダルの獲得数が伸びることが予想されるが、同時期に競合のゲストハウスがオープンするので、一人勝ちの状況には持っていけない。
,,□,都市型ホテル（スタッフ）,・売上の柱となる婚礼件数が全く伸びない上、円高や政治不信等により一般宴会も期待が持てない。
,,□,旅行代理店（店長）,・個人旅行の主力商品となる交通と宿泊等の企画商品の先行受注は回復しないが、海外旅行は円高により相談件数が増えている。総取扱高で比重の高い国内旅行で回復しなければ、全体の取扱額は減少となるが、団体旅行の先行受注が比較的順調なため、販売額は変わらず推移する。
,,□,旅行代理店（従業員）,・政府が景気対策を行わなければ、現在の状況は変わらない。
,,□,タクシー運転手,・仕事がないという話をよく聞くが、そのような状況が続く限り、景気を上向きにさせることはできない。
,,□,通信会社（営業担当）,・今後、少しずつ新幹線延伸開業に向け盛り上がりが期待できるものの、それ以外に上向く要素が見当たらない。
,,□,通信会社（営業担当）,・景気回復に影響を与える材料は見当たらない。
,,□,通信会社（営業担当）,・国の景気対策が目に見える形になっていない。
,,□,観光名所（職員）,・明るい材料は見あたらないが、これ以上の落ち込みもないような状況にあるので、今よりは悪くならない。
,,▲,一般小売店［茶］（経営者）,・新聞では報道されていないが、市内の個人商店などは減少傾向にあり、今後も厳しい状況は続くと予想される。
,,▲,一般小売店［雑貨］（企画担当）,・現在進行している円高や株安が、３～６か月先に個人消費を抑制するあるいは冷やす要因になることを懸念している。
,,▲,百貨店（売場主任）,・今後、気温が例年より高めに推移する予報が出ているので、秋冬物の動きがどうなるのか不安である。
,,▲,百貨店（広報担当）,・急激な円高、株安、残暑などのため、厳しい商戦が予想される。
,,▲,百貨店（営業担当）,・９月も気温が高い傾向がしばらく続くため、秋物の動きが鈍くなり、販売する期間も短くなると予想される。
,,▲,百貨店（経営者）,・暑い夏の影響で、消費者の意図しない出費がかさんでおり、その反動による消費の落ち込みが予想される。
,,▲,百貨店（売場担当）,・９月以降も暑さは続くとみられるなか、担当する婦人服部門においては、夏物在庫はなく、秋物は動きが鈍いため、来月の秋物商戦は厳しくなることが予想される。秋物が売れずに冬物へと流れていくことを懸念しており、９月も着用できる秋物やセールで対応していく。
,,▲,スーパー（店長）,・10月からたばこ増税を控え、特需の反動減が気がかりである。
,,▲,スーパー（店長）,・高単価商品の売行き不振は今後も続くことが予想される。また、野菜の不作による高値予想が悪い状況を作り出すことが懸念される。
,,▲,スーパー（店長）,・残暑による一般家庭での光熱費の増加に加え、倹約ムードが高まることで、景気が後退することが懸念される。
,,▲,スーパー（営業担当）,・家電エコポイントの駆け込み需要による家電業界や製造業の好調が予想されるが、このまま円高の状態が続けば、製造拠点の海外への移設等により地域の製造業へ与えるダメージが予想される。
,,▲,コンビニ（経営者）,・たばこ増税に伴い、９月は駆け込み需要が期待できるが、10月以降は禁煙者が増加することも予想され、かなり落ち込むことが懸念される。たばこは売上の18～20％を占めており、かなり厳しい状況になる。
,,▲,コンビニ（エリア担当）,・今夏の猛暑も秋口以降は落ち着くとみられ、売上は前年比でみると縮小に向かうことが予想される。
,,▲,コンビニ（エリア担当）,・10月からのたばこ増税の影響で、来客数は減る見通しである。
,,▲,コンビニ（店長）,・建設関係の客が減っているのに加え、客はより単価の低いものを購入する傾向にあり、状況が好転する見通しがたたない。
,,▲,衣料品専門店（店長）,・残暑が厳しくなれば、秋物の動きが鈍くなることが予想され、厳しい秋冬商戦を迎えるのではないかと危惧している。
,,▲,衣料品専門店（店長）,・長期予報どおりに残暑が続くようであれば、秋物の立ち上がりが遅れ、販売期間が短くなる、又は後ろにずれ込み苦戦することが予想される。
,,▲,衣料品専門店（店長）,・９月中旬まで猛暑が続くと秋物の立ち上がりが遅れ、売上に大きな影響が出てくることが予想される。
,,▲,衣料品専門店（総務担当）,・現在の好調は季節要因によるところが大きいため、この先も続くとは考えにくい。
,,▲,家電量販店（店長）,・政治の不安定と円高による株価の下落が続いており、景気が上向く見通しがたたない。
,,▲,乗用車販売店（経営者）,・エコカー購入補助金により需要を先食いしており、今後は新車の投入ということだけでは売れなくなることが予想される。
,,▲,乗用車販売店（経営者）,・10月に投入される新型車でカバーはできるものの、エコカー購入補助金が終了する10月以降の受注の落込みは避けられない。
,,▲,その他専門店［酒］（経営者）,・天候が影響している現在の勢いは一過性のものに過ぎず、さらに、10月からはたばこの値上げが販売量及び売上に大きく影響することが懸念される。
,,▲,その他専門店［靴］（経営者）,・残暑がきつく、季節商材に例年並みの動きが期待できない。
,,▲,その他専門店［酒］（営業担当）,・円高等の様々な不安要素が消費者の生活防衛意識を強めており、財布のひもは一層固くなることが予想される。極端な形でないにしても、ゆっくりと客単価の下落と来客数の減少が進むと考えられる。
,,▲,一般レストラン（経営者）,・政府による対策は何の手も打たれていないし、景気が良くなる要素が見当たらない。
,,▲,一般レストラン（経営者）,・伝統的なやり方で消費者の要望にこたえるのは難しくなっており、現行の営業内容を変えながら様子を見ていく状況が続く。
,,▲,一般レストラン（支配人）,・円高、株安の影響で企業業績が落ち込み、年末にかけての宴会需要の更なる悪化が懸念される。
,,▲,都市型ホテル（スタッフ）,・新規開業した競合の大型施設へ客が流れており、先々の予約状況も厳しくなっている。
,,▲,通信会社（営業担当）,・海外市場が更に悪化する傾向にあり、国内市場にも影響が出てきているため、販売量の落ち込みが予想される。
,,▲,通信会社（営業担当）,・円高の影響等による先行き不安で、リーマンショックのときのような状況になることを懸念している。
,,▲,通信会社（営業担当）,・エコカー購入補助金の終了等、政府による景気対策も一服感がある。景気回復への期待感は強いものの、守りの姿勢を数年維持している状況から、好況に転じる要素が見当たらない。
,,▲,遊園地（経営者）,・前年のような９月の大型連休がない分、実績は上がりにくいが、イベント等を計画して２年前並みを確保することを目指している。
,,▲,美容室（経営者）,・内需拡大の施策が実行されていないことや円高の影響により、現在の状況がしばらく続くことが予想される。
,,▲,設計事務所（経営者）,・９月以降は例年受注量が減っているが、今年は一層厳しくなると予想される。
,,×,商店街（代表者）,・客足の回復に打つ手もなく、先行きに不安を感じている。
,,×,商店街（代表者）,・消費者の節約志向は強く、買い控えの傾向が続くことが懸念される。
,,×,一般小売店［酒］（経営者）,・10月からのたばこ増税による売上の落ち込みが懸念される。
,,×,スーパー（経営者）,・物価の下落、デフレ及び円高の進行により、販売量、販売額の低下が懸念される。
,,×,コンビニ（エリア担当）,・商品の販売動向を見ると、現状の売上増は猛暑によるものであり、景気が良いことによって客の購買意欲が上昇しているとは考えにくい。過剰な円高、株安等、経済全体の先行きも不透明であり、景気が自然に良くなっていくようには感じられない。
,,×,乗用車販売店（経営者）,・エコカー購入補助金終了後、30～40％前後の反動減が予想されている。また、昨今の政局不安、円高、株安等によって、客の様子もずいぶん変わっている。新車販売においては、エコカー減税だけでは、十分なお買得感を訴求できず、需要喚起にはつながらないと考えている。市場は乱れ、各販売店の体力消耗戦になるのではと懸念している。
,,×,乗用車販売店（経営者）,・補助金効果によるエコカー需要が大きかった分、反動減も大きくなると予想される。
,,×,乗用車販売店（経営者）,・エコカー購入補助金の終了による新車販売の落込みが懸念される。
,,×,乗用車販売店（経営者）,・エコカー購入補助金の終了により、購買意欲が低下する。
,,×,乗用車販売店（経営者）,・納期の面で補助金に間に合わない車種が出てきており、そういった車種は客の検討対象から外され始めている。
,,×,乗用車販売店（従業員）,・エコカー購入補助金の終了後は需要が落ち込むことが予想される。
"企業
動向
関連

(東北)",,◎,食料品製造業（総務担当）,・猛暑の影響も落ち着くことに加え、需要期に入るため、例年並の売上が期待できる。
,,○,農林水産業（従業者）,・前年は果樹全体が非常に安値だったが、この夏は猛暑で桃が高値で取引されており、農協出荷の清算書に期待が持てる。
,,○,その他非製造業［飲食料品卸売業］（経営者）,・現在、秋冬に向けた商品の販売を始めており、前年より多く出荷しているが、残暑が厳しければ、販売量の増加には結びつかないことも予想される。
,,□,農林水産業（従業者）,・天候に恵まれ米は豊作の見通しだが、一方で農協買取価格が下がることが予想される。
,,□,食料品製造業（総務担当）,・現状が好転する材料が見えない。
,,□,木材木製品製造業（経営者）,・関東を中心とした住宅需要が２～３か月は順調と判断されるため、現在の状況が続く。
,,□,出版・印刷・同関連産業（経営者）,・新しい商品の開発はしているものの、販売までには至らず、プラスに転じる要素が見当たらない。
,,□,建設業（企画担当）,・年内の工事案件は、現状の件数が見込まれ、２～３か月先の状況は変わらない。
,,□,広告代理店（経営者）,・新幹線延伸開業に関連し、印刷物は若干増えるが、全体的なボリュームダウンや価格下落との差し引きで、結局は変わらない見通しである。
,,□,公認会計士,・円高やデフレ傾向、公共工事の減少、消費者の購買意欲の減少といったこともあり、景気回復の材料が見当たらず、この先２～３か月で改善するとは思えない。
,,□,その他非製造業［飲食料品卸売業］（経営者）,・飲食店の低価格化が進み、単価の圧縮が顕著である。販売量は増えるものの売上は増えず、中規模業務用小売店の経営を圧迫する状況が続く。
,,□,その他企業［企画業］（経営者）,・旅行関連の業種では円高が良い影響を及ぼしているが、輸出関連はかなり厳しい状況になると予想される。
,,□,金属工業協同組合（職員）,・円高の輸出への影響から更なるコストダウンの要請が懸念される。また、正式発注から納品までが超短納期となっており、その対応コストが大きいため、受注に結び付きにくくなっている。
,,▲,食料品製造業（経営者）,・当社は地元客よりも県外客の割合が高いため、９月の大型連休もなく、ＥＴＣの割引効果も薄れてきた今年は、前年ほどの来客数は見込めない。
,,▲,食料品製造業（経営者）,・９月の大型連休で大きく売上が増えた前年に対し、飛び石連休が多い今年は、前年ほどの売上は期待できない。
,,▲,電気機械器具製造業（営業担当）,・大手でさえ、忙しいが利益につながらないという状況にあるなかで、中小は更に厳しい状態になっていくことが予想される。
,,▲,電気機械器具製造業（企画担当）,・会社としてはまだ直接の影響は受けていないが、海外向け製品も多く取扱っているため、今後は円高、株安の影響により、業績の悪化が予想される。
