,,□,コンビニ（エリア担当）,・客が１回の買物に使う金額の前年比は、この半年間変わらないまま推移している。売れる商品も変わっていないため、４月ごろまではこのままの状態で推移する。
,,□,コンビニ（エリア担当）,・たばこやアルコールの販売量の減少が続いている。雑誌の販売量も低迷しており、余計な商品を節約する傾向が強まっている。
,,□,衣料品専門店（店長）,・北海道の場合、これという景気が良くなる条件が何も見当たらないため、今後についても変わらない。
,,□,家電量販店（経営者）,・エコポイント制度の延長が決まったのはプラスだが、それを加味しても前年の売上を確保できるかどうかという水準にある。域内循環を加速させるような、更なる経済対策が望まれる。
,,□,家電量販店（地区統括部長）,・薄型テレビの需要は来年のアナログ放送の停止までは好調をキープするが、不況の影響でパソコンや冷蔵庫、洗濯機といった大物商品については、壊れた時にしか購入しない傾向が今後も続く。
,,□,乗用車販売店（営業担当）,・環境対応車への補助金などは継続するが、来年度になると需要を先食いした反動などにより、ほぼ横ばいで推移する。
,,□,その他専門店［医薬品］（経営者）,・体調が悪くなっても医療機関にすら行かない傾向は今後更に強まる。
,,□,観光型ホテル（経営者）,・宿泊単価が上昇する材料が見当たらない。さらに５月に開催される上海万博に向けて、各旅行会社の国内旅行への販促活動が低下しており、集客の面でも苦戦することが懸念される。
,,□,旅行代理店（従業員）,・道内観光については、国内客と海外客の緩やかな伸びが期待される。一方、道内客の需要については、国内旅行、法人旅行が厳しい状況にある。
,,□,観光名所（役員）,・昨今の入込の動きをみると、東アジアを中心とする海外客は強含みであるものの、国内の旅行マインドが依然として弱含みなことから、今後についても変わらない。
,,□,パチンコ店（役員）,・今後３か月で良くなるとは到底思えない。過剰なサービスやイベント、値下げなどの動きは今後も続く。
,,□,その他レジャー施設（職員）,・値下げなど、料金体系の再検討などの対策を検討中だが、その効果は全く不明であるため、今後についても変わらない。
,,□,美容室（経営者）,・今後の社会がどのようになるのかについて不安感があることから、なるべく出費を控えて貯蓄をする傾向がまだまだ続く。
,,□,住宅販売会社（経営者）,・住宅版エコポイント制度等、なかなか効果の見えにくい政策が出ているため、今後についても変わらない。
,,▲,商店街（代表者）,・前年の百貨店の閉店以降、来街者が減っている。回復の兆しが見えず、対策もないままであることから、今後についても変わらない。
,,▲,百貨店（売場主任）,・春物のマザーニーズのスーツ関連で動きが出てきたが、客の価格に対する意識が強く、低価格の商品を探す傾向が非常に強い。単品買いのカジュアル商品の動きも同様の傾向にあり、なかなかコーディネート販売に結び付かないため、今後についてはやや悪くなる。
,,▲,スーパー（企画担当）,・政局の不安定、政策の実行遅延などから、将来不安がなかなか払しょくされていない。子ども手当の支給、高速道路の一部無料化なども予定されているが、消費に対する持ち上げ効果はほとんど期待できない。
,,▲,コンビニ（エリア担当）,・大手自動車メーカーの今後の生産体制に不安が感じられることから、製造業への影響が懸念される。また、現在行われている公共工事も年度末に近付き、規模が縮小していくことから、今後についてはやや悪くなる。
,,▲,家電量販店（店長）,・エコポイント制度の対象商品が４月から縮小することから、売上が前年を下回る。現段階では、エコポイント制度に代わる対策もないため、今後についてはやや悪くなる。
,,▲,その他専門店［ガソリンスタンド］（経営者）,・石油製品価格は安定しているが、自動車用燃料の消費量が減少していることから、今後についてはやや悪くなる。
,,▲,高級レストラン（スタッフ）,・地方では、自治体などの公務員の給料が減り、外食の機会が減少している。海外客を含めた観光客による入込も見込みにくく、飲食店では景気向上の話は出てこない。
,,▲,観光型ホテル（スタッフ）,・宿泊については、相変わらず低単価商品に集中している状況にある。春商品の予約状況を見ても、前年を若干下回っていることから、今後についてはやや悪くなる。
,,▲,タクシー運転手,・電話注文数や来客数の増える要素が思い当たらない。
,,▲,通信会社（企画担当）,・販売・広告経費の削減が大きく、春商戦における客へのアピール不足が懸念される。
,,×,タクシー運転手,・冬期間は年間を通してタクシーの利用が多い時期であり、雪解けとともに極端にタクシー利用が減ってくる。今年は、雪のある時期でも売上が大きく前年を下回っているため、これから暖かくなってくると、売上がますます減る。
,,×,住宅販売会社（従業員）,・客の所得が総じて低下傾向にあり、住宅ローンを組むのが難しい客が増えてきている。購買意欲の低下についても歯止めがかからない。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,金属製品製造業（役員）,・住宅版エコポイント制度や長期固定金利住宅ローン、贈与税の改正などの効果により、若干ではあるが、住宅着工率が上昇するため、今後についてはやや良くなる
,,○,建設業（経営者）,・公共工事については、前年から大幅に落ち込むが、新年度の公共工事が始まる時期であるため、マインド面ではいくらか明るさが出る。住宅を含めた民間建築工事については、不況の影響で、量、価格ともに非常に厳しい状況にあるものの、融雪後、着手工事の引き合いが増える。
,,□,食料品製造業（役員）,・時期的な要因による増加は見込めるが、それ以外の回復的な増加が見込めないため、今後についても変わらない。
,,□,建設業（従業員）,・政権交代の影響から、補正予算及び新年度予算における建設関連事業予算が少なく、建設関連を中心とした景気浮揚は全く期待できない。
,,□,輸送業（支店長）,・本来であれば新年度の公共事業に期待したいが、新政権になり、公共事業が減っている状況から非常に厳しい。また、建築物件についても引き続き動きが鈍いため、今後についても荷動きが悪いまま推移する。
,,□,通信業（営業担当）,・上昇、下降どちらに動くという強い要因が見当たらないため、今後も現状のまま推移する。
,,□,金融業（企画担当）,・道内の基幹産業である建設業は、新年度の公共投資予算が削減されたことから、手持ち工事が少なくなる。観光関連は中国人観光客が増加傾向にあることから、やや持ち直しとなる。個人消費は雇用・所得環境が改善されないことから、弱い動きが続く。
,,□,司法書士,・時期的に上向きにはなるが、大きな期待はできない。
,,□,その他サービス業［建設機械リース］（支店長）,・公共工事、補助金事業の先行きが見えないため、今後についても変わらない。
,,▲,出版・印刷・同関連産業（従業員）,・良くなる理由が見当たらないため、今後については、やや悪くなる。
,,▲,その他サービス業［ソフトウェア開発］（経営者）,・今の時点で受注が決まっていないため、２～３か月先が１番苦しい時期となる。
,,▲,その他サービス業［建設機械レンタル］（総務担当）,・公共事業の発注量の減少が見込まれるため、今後についてはやや悪くなる。
,,×,その他サービス業［建設機械リース］（営業担当）,・この先の仕事が見えず、全くの視界不良であることから、今後については悪くなる。
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・全業種において景気の底感がある。前年までは２番底や３番底の気配を感じていたが、そろそろ底に着いた印象があり、今後についてはやや良くなる。
,,□,人材派遣会社（社員）,・新卒者の就職難から、流通を始めとした道内サービス業に活路が見えないため、今後についても変わらない。
,,□,人材派遣会社（社員）,・採用側は求人を出すものの、採用について慎重な姿勢が変わらず、求職者も仕事選びに慎重になっているため、今後についても変わらない。
,,□,求人情報誌製作会社（編集者）,・本州方面の製造業の求人がわずかに戻ってきてはいるが、求人全体に占める割合は、いまだに前々年のピーク時の１割にも満たない状態であることから、今後についても変わらない。
,,□,求人情報誌製作会社（編集者）,・飲食店の求人は前年11月に底を打っており、先行指標となる複数飲食店経営会社の求人も増加している。また、小売店の求人も底から脱しつつある。しかしながら、全体的にはまだ良くなっているとは言い難い。
,,□,新聞社［求人広告］（担当者）,・季節的に２～３月は人の動きのある月だが、クライアントによると、思ったほど動きが良くないことから、今後も変わらないまま推移する。
,,□,職業安定所（職員）,・月間有効求職者数が16か月ぶりに減少に転じたものの、月間有効求人数は前年割れの状態が続いている。このため、すぐに景気が良くなるとは言えない。
,,□,職業安定所（職員）,・新規求職申込件数は前年から9.2％減少し､17か月ぶりに前年を下回ったものの、月間有効求職者数は前年から4.3％増加し、17か月連続で前年を上回っていることから、今後についても変わらないまま推移する。
,,□,職業安定所（職員）,・景気回復につながる特別な材料に乏しく、回復基調は非常に緩やかなものとなるため、今後についても変わらないまま推移する。
,,□,学校［大学］（就職担当）,・デフレの影響もあり、企業の雇用形態が急変して上昇を見込める状態にはないが、学生側の進路選択肢も少し様変わりしており、小売や卸売など、生活に密着した業界を希望する学生が増えている。景気、不景気に大きく左右されない企業への希望意欲が背景にあるとみられる。一部の業界に限定されるが、企業の採用意欲も高く、この状態で今後も推移することが期待される。
,,▲,＊,＊
,,×,－,－
,,,,
　２．東北（地域別調査機関：（財）東北開発研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,＊,＊
,,○,百貨店（企画担当）,・気候の変化に伴い街中の人通りが増えており、景気の回復が期待できる。
,,○,百貨店（売場担当）,・イベントの売上が前年並みに回復しており、買い控えで我慢が続いた消費者にも春夏物への購買意欲が感じられる。
,,○,スーパー（経営者）,・大雪の日にまとめ買いが増えたこともあり、客単価の低下幅が縮小傾向にある。
,,○,コンビニ（店長）,・高校授業料無償化など新政権の施策が着実に実行され、更なる悪化は考えられないため、景気の見通しは明るい。
,,○,衣料品専門店（店長）,・気温の変化に伴い、外出する機会が増えることから、春夏物の動きが良くなる。
,,○,乗用車販売店（経営者）,・新型車の発表による集客材料と需要期を迎えることから、自動車市場の動きに期待できる。
,,○,高級レストラン（経営者）,・法人利用の売上は悪化が懸念されるものの、個人消費が回復しており、今後の売上に期待できる。
,,○,高級レストラン（支配人）,・大手自動車メーカーのリコール問題は懸念されるものの、新規参入などで市内ホテル業界が活性化するため、景気回復が期待できる。
,,○,スナック（経営者）,・雪の日が減り、歓送迎会などで売上の増加が期待できる。
,,○,都市型ホテル（スタッフ）,・駅ビルのリニューアルが終わり、本格的な営業を再開するため、売上は増加する。
,,○,その他住宅［リフォーム］（従業員）,・天候が安定してくるため、業界全体の需要が回復する。
,,□,商店街（代表者）,・商工会のアンテナショップが期間限定で開店し、予想を大きく上回る実績となっている。商店街も消費者のニーズに答える対策がなければ、当分変わらない。
,,□,商店街（代表者）,・少子化の影響もあり、新入学や就職関連用品の売上が前年割れの状況であり、期待できない。
,,□,一般小売店［酒］（経営者）,・売上が最低水準にあり、回復は当分期待できない。
,,□,一般小売店［医薬品］（経営者）,・歓送迎会の時期には人通りが増えるものの、繁華街の飲食店では売上に過度な期待をしていない。
,,□,一般小売店［医薬品］（経営者）,・消費者の目的買いが続くため、買上点数、売上共に低迷する。
,,□,百貨店（売場主任）,・百貨店カードやポイントアップによる春物の販売促進に期待はあるが、消費者は買物にシビアであり、客単価の回復は難しい。
,,□,百貨店（広報担当）,・客単価の低下が続き、売上の回復には時間がかかる。
,,□,百貨店（営業担当）,・政治の不安定や雇用情勢の悪化の影響で、消費者の先行き不安が続く。
,,□,百貨店（経営者）,・前年は定額給付金の給付が景気を刺激したものの、その反動による売上への影響が懸念される。
,,□,百貨店（経営者）,・消費を喚起する対策がみあたらず、景気の二番底への懸念は払しょくされていない。
,,□,スーパー（店長）,・消費者の節約志向と生活防衛意識は強く、来店頻度、買上点数、客単価共に低迷する。
,,□,スーパー（店長）,・高価格商品の動きが悪く、消費者の低価格志向は当分続く。
,,□,スーパー（店長）,・競合店とのチラシ価格の競争が続くため、１品価格、客単価共に低迷する。　
,,□,スーパー（総務担当）,・製造業の受注回復や小売販売の増加などが報道されているものの、地方の経済は疲弊しており、景気はしばらく低迷する。緊急雇用対策の効果には期待するものの、環境政策や農業政策が雇用や消費の拡大に効果があるのか分からない。
,,□,スーパー（営業担当）,・光熱費などの支出が減り、生活費に余裕ができたとしても、不要不急な買物を控える消費マインドは変わらない。
,,□,コンビニ（経営者）,・気温の変化に伴い来客数は増加するものの、客単価の下落で相殺されるため、売上は低迷する。
,,□,コンビニ（経営者）,・就職率の低迷など雇用環境は悪化しており、個人所得は増えない状況が続くことから、消費の回復には時間がかかる。
,,□,衣料品専門店（経営者）,・気候が良くなり来客数は回復するものの、買物に対する消費者の慎重な姿勢は当分変わらない。
,,□,衣料品専門店（経営者）,・低価格商品が増えており、売上、利益共に低下する。また、経費節減のために新規雇用は当分難しい状況である。
,,□,衣料品専門店（経営者）,・景気の回復は期待できず、悪い状況はしばらく続く。
,,□,衣料品専門店（店長）,・カジュアル衣料の需要は増加しているが、仕事着の需要は回復する気配がみられない。
,,□,衣料品専門店（総務担当）,・景気の先行きは不透明であり、消費はしばらく低迷する。
,,□,家電量販店（店長）,・販売台数は前年並みで推移するものの、デフレの影響で１品単価が低下しており、売上は低迷する。
,,□,乗用車販売店（経営者）,・環境対応車への補助金が延長されたため、期間中の新車需要は堅調に推移するものの、中古車やサービスへの需要が低迷しているため、売上の増加は期待できない。
,,□,乗用車販売店（経営者）,・車検の見積価格に対しても消費者の目は厳しく、整備費などは低下傾向にある。
,,□,乗用車販売店（従業員）,・気候の変化に伴い消費者の動きが良くなり、例年並みの販売台数は期待できる。
,,□,住関連専門店（経営者）,・法人の需要はあるが、価格の低下が進んでおり、ますます利益が少なくなっていく。
,,□,住関連専門店（経営者）,・消費者は必要な物でも割引を待つ傾向があり、新社会人や新入学用でも低価格品を中心に買物をするため、売上の増加は期待できない。
,,□,住関連専門店（経営者）,・景気が回復する要素は見当たらず、しばらく低調に推移する。
,,□,その他専門店［呉服］（経営者）,・取引先の問屋が破産しており、別の仕入先との取引にも不安は続く。
,,□,その他専門店［酒］（経営者）,・気候の変化や歓送迎会による需要に期待はあるが、先行き不安が消費者の出費を抑えるため、売上は横ばいで推移する。
,,□,その他専門店［靴］（経営者）,・冬季オリンピックでは明るい話題が少なく、大手自動車メーカーのリコール問題が大きく扱われており、先行きの不透明感が広がっている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・仕入価格や洗車需要の変動はあるが、消費者の節約志向が続くため、売上は前年並みで推移する。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・消費者の節約志向が続いて売上が低調に推移しており、利幅が取れないために厳しい経営が続く。
,,□,一般レストラン（経営者）,・景気の先行きが不透明なため、外食の支出は減少する。
,,□,一般レストラン（スタッフ）,・景気が良くなる要因も悪くなる要因も見当たらない。
,,□,観光型ホテル（経営者）,・パンフレットやチラシの広告宣伝は効果が少なく、大学のオリエンテーションなど毎年決まった予約があるだけで、売上は前年並みで推移する。
,,□,観光型ホテル（スタッフ）,・法人客の利用は減少傾向にあるものの、家族連れの売上は前年並みで推移する。
,,□,観光型旅館（経営者）,・宿泊単価、館内売店の売上、来客数共に低下する傾向が続いている。
,,□,都市型ホテル（スタッフ）,・春闘には先行きのプラス要因が見当たらず、消費者の生活防衛意識は今後も強まる。値ごろ感のある商品提供や仕入れ価格の引下げなど、企業の生き残りをかけた取組が続く。
,,□,都市型ホテル（スタッフ）,・プロ野球やサッカーチームの宿泊が受注できたため、宿泊部門の売上には期待できるものの、一般宴会の予約は引き合いが少ない。
,,□,都市型ホテル（スタッフ）,・予約状況は前年を上回るものの、業界全体が縮小傾向にある。
,,□,旅行代理店（店長）,・誘致企業の規模縮小や撤退が続いており、景気が好転する気配は感じられない。
,,□,タクシー運転手,・乗客から景気の良い話は聞こえてこない。
,,□,通信会社（営業担当）,・新規契約の需要期になるものの、前年並みの推移が予想される。
,,□,通信会社（営業担当）,・景気回復の要因は全く見当たらないため、県内の景気は厳しい状況が続く。
,,□,通信会社（営業担当）,・景気回復の材料が見当たらない。
,,□,通信会社（営業担当）,・景気対策の効果が感じられない。
,,□,テーマパーク（職員）,・景気が好転する要因が見当たらない。
,,□,美容室（経営者）,・来客数の落ち込みが続き、先行きは不透明である。
,,□,設計事務所（経営者）,・新年度の仕事の予定が全く立たない厳しい状況である。
,,▲,一般小売店［雑貨］（企画担当）,・個人所得の増加や消費回復の要因が見当たらず、景気は厳しい局面が続く。
,,▲,百貨店（販促担当）,・衣料品や高額品など定価品の動きは悪く、バーゲンがない月は売上が厳しくなる。
,,▲,コンビニ（経営者）,・建設関係の仕事が減少しており、来客数の減少が懸念される。
,,▲,コンビニ（経営者）,・近隣に競合店が出店したため、来客数の減少が懸念される。
,,▲,コンビニ（エリア担当）,・就職内定率が低迷しており、消費者の購買力低下、企業の生産調整、雇用の悪化などの悪循環が続くため、先行き不安が広がっている。
,,▲,コンビニ（エリア担当）,・企業の情勢変化や雇用情勢の悪化が懸念されており、景気が良くなる要因は見当たらない。
,,▲,衣料品専門店（経営者）,・価格に対してシビアな消費者が増えており、欲しい商品も割引されるまで待つため、売上は当分期待できない。
,,▲,衣料品専門店（店長）,・相変わらず消費者の財布のひもは固く、就職内定率が低いためフレッシャーズ商戦にも期待できない。
,,▲,衣料品専門店（店長）,・景気が低迷しており、ビジネス需要はスーツ下取りによる割引販売が増加するため、収益が悪化する。
,,▲,家電量販店（店長）,・エコポイントが還元されるのは高額なテレビに絞られるため、低価格テレビの販売台数が減少する。
,,▲,乗用車販売店（経営者）,・補助金の延長や受注残により新車販売はしばらく好調なものの、消費者には賃下げなどの所得不安があり、今後の新車販売は落ち込みが予想される。また、低価格車に販売台数が集中するため利益は少ない。
,,▲,乗用車販売店（経営者）,・環境対応車への補助金が延長になり、購入を先延ばしする顧客が増えている。税制が新年度に変更されるため、新車販売や車検入庫への影響も予想される。
,,▲,その他専門店［食品］（経営者）,・景気対策の効果が不透明なため、消費マインドは低下する。
,,▲,その他専門店［酒］（営業担当）,・売上が低迷するため、体力の無い小売店は厳しい経営が予想される。
,,▲,一般レストラン（経営者）,・冬のボーナスが支給されていない客がおり、個人所得の減少による景気の悪化が懸念される。
,,▲,その他飲食［弁当］（スタッフ）,・公共施設の赤字やホテルの経営破綻が続き、中心市街地への集客は一段と難しくなる。
,,▲,旅行代理店（従業員）,・個人グループ向けの売上は前年を下回っており、当分回復が期待できない。
,,▲,観光名所（職員）,・今後の予約状況は前年を下回っている。
,,▲,遊園地（経営者）,・テレビ局が主催する大型イベントの影響や新年度予算の政策効果が見極められないため、来客数が例年を下回る懸念がある。
,,▲,住宅販売会社（従業員）,・一般物件は公共、民間共に受注見通しがあるものの、消費者の先行き不安が続いており、戸建ての受注見通しは悪い。
,,×,商店街（代表者）,・公共投資の停止により企業の動きは悪く、先行き不安が広がっているため、今後も消費は停滞する。
,,×,一般小売店［医薬品］（経営者）,・支出を切り詰めた生活防衛型の消費が続いており、当分景気は悪いままである。
,,×,スーパー（経営者）,・消費者の購買力が低下するなか、ガソリンなどの価格が上昇傾向にあり、生活費が圧迫される。
,,×,スーパー（経営者）,・デフレの進行と消費の不振は深刻化するため、景気は悪くなる。
,,×,スーパー（店長）,・買上点数、１品単価共に前年を下回る。
,,×,スーパー（店長）,・近隣に大型流通店が開店することから、しばらく厳しい売上になる。
,,×,自動車備品販売店（経営者）,・卒業の時期に合わせて中古車のセールを計画しているが、就職率が低迷しており、購買意欲の低下が懸念される。
,,×,その他専門店［パソコン］（経営者）,・受注が減少して、経費分の利益も得られない状況が続いており、地方の企業は生き残りが厳しくなる。
,,×,一般レストラン（経営者）,・客の様子から景気回復の兆しは感じられず、先行きの不安は続いている。
,,×,一般レストラン（経営者）,・地方の景気は中央の状況が遅れて影響するため、中央が横ばいでも厳しい状況が続く。
,,×,観光型旅館（経営者）,・予約やインターネットのアクセス数が減少しているため、一段と厳しい売上が予想される。
,,×,都市型ホテル（経営者）,・宿泊部門、一般宴会共に、予約状況が悪かった前年を下回っており、先行きは暗い。
,,×,タクシー運転手,・街中にはホームレスや仕事に就けない人が目につく傾向にある。
,,×,その他サービス［自動車整備業］（経営者）,・燃料代など維持費も値上がりして、車が動けば板金修理は不要と考えるドライバーが増えている。
"企業
動向
関連

(東北)",,◎,－,－
,,○,木材木製品製造業（経営者）,・住宅部材の需給バランスがとれており、販売価格、販売量共に好転が期待できる。
,,○,出版・印刷・同関連産業（経理担当）,・２か月続けて前年の売上を上回っており、季節的にも需要が上向くため、売上の増加が期待できる。
,,○,建設業（企画担当）,・厳しい競争は続くものの、新年度の工事出件数は増加が見込まれる。
,,○,広告業協会（役員）,・中央のテレビ媒体では受注が回復しており、他の媒体でも同傾向がみられるため、地方でも受注の回復が期待できる。
,,○,広告代理店（経営者）,・新年度向けの新規物件を受注しており、売上は増加する。
,,○,広告代理店（経営者）,・東北新幹線の開通や青森デスティネーションキャンペーン関連の動きに期待できる。
,,○,経営コンサルタント,・景気の２番底に対する懸念が薄れ、大手企業の在庫調整が終了したため、受注量の増加が期待できる。
,,○,その他企業［企画業］（経営者）,・住宅版エコポイントの効果に期待している。
,,○,金属工業協同組合（職員）,・受注単価は厳しいものの、受注量は半導体関連や医療機器などからの引き合いが続いている。
,,□,食料品製造業（経営者）,・飲食関係では低価格競争が続いており、回復の兆しはみあたらない。
,,□,食料品製造業（総務担当）,・景気回復を示す市場の動きや話題は聞こえてこない。
,,□,一般機械器具製造業（経理担当）,・エコカー補助金終了後の反動や円高の影響が懸念されるものの、自動車部品の受注はしばらく安定する。　
,,□,電気機械器具製造業（営業担当）,・受注量は回復しているものの、受注単価、利益率共に例年を下回る。
,,□,電気機械器具製造業（企画担当）,・国内向け半導体の受注が改善しているものの、輸出向け受注は為替の影響を受けるため、売上は低迷する。
,,□,建設業（経営者）,・高齢者向け工事の営業に重点を置いており、小額な工事が多いために利益はあまりない。
,,□,建設業（従業員）,・新規計画や設計業務の受注が低調であり、民間の設備投資には期待できない。
,,□,金融業（広報担当）,・企業への業況ヒアリングでは、ほぼ全ての業種でマインドの改善がみられない。
,,□,公認会計士,・公共工事や民間の設備投資が減少したため、中小企業の景気回復は遅れており、急速な改善は期待できない。
,,□,その他非製造業［飲食料品卸売業］（経営者）,・小売店の経営は厳しく、販売先への売掛不安から商品納入には消極的にならざるをえず、受注の伸びは期待できない。
,,□,その他企業［管理業］（従業員）,・受注が回復している企業はあるものの、雇用情勢の回復には時間がかかる。
,,▲,農林水産業（従業者）,・農家直売米の注文が低調で、今後も売上の回復が期待できない。
,,▲,食料品製造業（総務担当）,・状況が好転する材料は見当たらない。
,,▲,出版・印刷・同関連産業（経営者）,・民間企業の受注が低迷しており、見積競争が一段と激しくなる。
,,▲,輸送業（経営者）,・燃料費が上昇傾向にあるなか、荷主の物量が減少する一方で料金の値下げを要請されており、景気の停滞感が強まっている。
,,▲,通信業（営業担当）,・取引先の厳しい値下げ要請は新年度も予想され，予断を許さない状況である。既存契約の解約も想定しながら，ぎりぎりの対応を迫られている。
,,▲,新聞販売店［広告］（店主）,・チラシ折込件数や購読数の減少のほか、同業者の話からも景気の回復は感じられない。
,,▲,コピーサービス業（経営者）,・官公庁の受注に動きがあるものの、民間企業の購買意欲は弱く、市場が縮小している。
,,×,農林水産業（従業者）,・収入が２年続けて悪い状況となり、生産資材の購入もままならない。
,,×,土石製品製造販売（従業員）,・管理職に加えて、組合員でも人員削減の動きがある。
,,×,その他非製造業［飲食料品卸売業］（経営者）,・受注量は減少傾向が続いている。
"雇用
関連

(東北)",,◎,－,－
,,○,人材派遣会社（社員）,・地域的に建設業や農業への従事者の比率が高いため、公共工事の予算執行による景気回復が期待できる。
,,○,新聞社［求人広告］（担当者）,・自動車産業の本格操業が始まるため、製造業などの求人募集に期待している。
,,□,人材派遣会社（社員）,・派遣業界は法改正の動きや新しい通達により、先行きが混沌としている。
,,□,人材派遣会社（社員）,・雇用形態や処遇の改善は困難であり、雇用者数の増加は当分期待できない。
,,□,新聞社［求人広告］（担当者）,・メーカーの生産調整や小売店の販売不振が依然として続いており、しばらく採用状況は回復しない。
,,□,新聞社［求人広告］（担当者）,・県の新年度予算に期待するものの、有効求人倍率は低迷しており、厳しい状況は変わらない。
,,□,職業安定所（職員）,・求人数が回復する要因はみあたらず、減少傾向が当分続く。
,,□,職業安定所（職員）,・建設業で雇用調整を実施する企業が増加傾向にあり、継続している企業の調整日数は減少傾向にあるものの、継続企業数は横ばいで推移している。
,,□,職業安定所（職員）,・新規求人数が２か月連続して前年を下回っており、上昇傾向にあった有効求人倍率の動きが弱まっている。
,,□,職業安定所（職員）,・企業整備の見込みがあり、求人数は低迷する。
,,□,職業安定所（職員）,・新年度の受注見通しが立たない企業から相談が増加している。
,,▲,アウトソーシング企業（社員）,・受注量が低調であり、新年度の回復は期待できない。
,,▲,職業安定所（職員）,・前月に比べて、有効求職者数が増加傾向にあり、有効求人倍率の低下が懸念される。
,,▲,職業安定所（職員）,・雇用調整の新規実施に関する相談件数が増加する傾向にある。
