,,□,高級レストラン（スタッフ）,・衆議院の解散、消費税増税、雇用不安などのニュースが流れるたびに、飲食業界にとって不利益となる状況を感じる。
,,□,高級レストラン（スタッフ）,・落ち込みは激しくないが、将来の消費税増税などにより、少し上向きの消費も今から消極的になってしまいそうで心配である。
,,□,観光型ホテル（スタッフ）,・９月はスポーツ大会、イベント、学会により高稼働となる。反面、10～11月は需要を喚起する行事の催行がみられない。
,,□,旅行代理店（従業員）,・海外旅行は前年比で70％アップ程度で推移しているが、国内旅行は、東日本大震災のあった前年よりは伸びているものの、前々年との比較ではそれほどの伸びではない。国内旅行と海外旅行の割合からすると、全体ではぐっと上向くまでには至らない。
,,□,タクシー運転手,・これから秋口に向かって収穫期に入る。北海道においては観光シーズン最中でもあるから、いくらか動きに持ち直しの傾向がみられればという期待感もあるが、しばらくの間は現状と変わらずに推移する。
,,□,タクシー運転手,・このままいけば、秋の旅行シーズンや観楓会などへの期待が持てるため、景気は持続できると期待している。
,,□,タクシー運転手,・オーダーの状況から、景気が上向きになるような要素が思い当たらない。注文数も前年並みと予想している。
,,□,通信会社（社員）,・変わらないとみているが、総選挙が年内に行われることになれば、消費税増税問題が争点となり、その影響でやや悪くなる可能性がある。
,,□,観光名所（職員）,・ロンドンオリンピックが閉幕したことで、国内の旅行者が増加するとみられる。また、東南アジアからの来場者も微増ながら増加しつつあるが、尖閣諸島や竹島等の領土問題や、解散総選挙などの国内政治の問題など、先が読みにくい状況にある。
,,□,美容室（経営者）,・生活パターンが固定化してきている感じがあり、当分、状況が変わる雰囲気はない。
,,□,住宅販売会社（従業員）,・変動要因がない。
,,▲,商店街（代表者）,・今の状態をみると、政治が決定することがなくなったため、将来的に景気がどうなるのか、不安定要素が多くある。
,,▲,商店街（代表者）,・地元客の出控えの時期であるため、交通関連及び日配品の売上が維持できる以外はほとんどの業種で減少することになる。また、秋の観光客もこの時期は中心部に足を運ばない傾向にあるため、土産物においても売上は伸びないとみられる。
,,▲,商店街（代表者）,・お盆期間は売上を相当伸ばしているが、お盆が明けてからは、かなり悪くなってきている。テレビ等の報道によれば、これから総選挙が行われる可能性があるが、総選挙になれば観光客が相当減ってくる。
,,▲,一般小売店［土産］（経営者）,・領土問題、原子力発電所の再稼働問題、消費税増税等におけるメディアの論調から、先行き不安が、すでに消費意欲に影を落としているように感じる。
,,▲,百貨店（売場主任）,・今後３か月の長期予報が出たなかで、９月が例年よりも高温、10月は平年並みということで、秋物商材、紳士服及び婦人服のジャケット、ニット関連の動きが少し遅くなる。こうしたなかで、新規のものを含めて食品催事の展開を考えて進めている。
,,▲,百貨店（販売促進担当）,・消費税増税問題や海外の不況など、景気に対してマイナスイメージのニュースが連日流されていることで、消費に対する意欲が低下している。この傾向は今後も続いていくため、景気が回復に向かうには時間がかかる。
,,▲,スーパー（店長）,・最近、競争激化による客離れが顕著になってきており、売上減と来客数減に歯止めがかからない状態である。
,,▲,スーパー（役員）,・税や社会保障の問題など、消費者の先行き不安をあおるようなことばかりである。人口減少、高齢化といった地域の問題もあり、景気が良くなるような材料が全くない。
,,▲,スーパー（役員）,・北海道は冬季についても節電要請が継続見込みであるが、節電をアピールすると全体的に節約モードの雰囲気が強くなる。
,,▲,コンビニ（エリア担当）,・現在は気温上昇による上向き傾向にあるが、気温が落ち着けば客の財布のひもが固くなる。
,,▲,その他専門店［医薬品］（経営者）,・年金支給額の減少がボディブローのように効いてきている。今後については、個々の顧客の細かいニーズへの対応が求められることになる。
,,▲,その他専門店［造花］（店長）,・過去３か月、客単価が低下傾向にあるうえ、来店する客の話を聞いても新規案件受注の話が少ない。
,,▲,観光型ホテル（経営者）,・今後の予約状況は思わしくなく、団体旅行、個人旅行ともに低調に推移する。
,,▲,タクシー運転手,・今のタクシーの利用状況から、２～３か月先も良くならない。
,,▲,パチンコ店（役員）,・２年後の消費税増税の影響が多少なりとも出てくる。
,,▲,美容室（経営者）,・国外の政治経済の状態を含め、日本、韓国、アジア、シリア問題など、世界が悪い方へ向かっている。こんなことで良いのだろうか。
,,▲,その他サービスの動向を把握できる者［フェリー］（従業員）,・観光期も終盤を迎え、輸送量が減少の一途をたどることになる。
,,▲,設計事務所（所長）,・消費税の増税、電気代の値上げなどの影響により、全体的に緊縮ムードになっている。
,,×,商店街（代表者）,・景気が良くなる要素が見当たらない。収入は減るが負担が増えてくる将来に対しての不安から、生活防衛に入っている。
,,×,家電量販店（経営者）,・本来であれば秋冬商戦に期待したいところであるが、総選挙、消費税問題等による先行き不安から、消費マインドの低下が懸念される。
,,×,スナック（経営者）,・人が出てこない。
"企業
動向
関連

(北海道)",,◎,－,－
,,○,建設業（経営者）,・全体的に工事の稼動は最盛期となっている。ただし、絶対量は相変わらず低調なままで、競争の激化により収益面では厳しい。さらに、東日本大震災の影響で人手や機材の不足、そして単価の高騰など、経営環境の悪化が心配される。
,,○,建設業（従業員）,・消費税増税法案の成立により、中小建設プロジェクトで駆け込みを目指しての前倒し着工が増え始めている。ただ、大型建設プロジェクトは設計に時間を要し、駆け込みには間に合わないため、多くは望めない。
,,○,輸送業（営業担当）,・全国的な残暑のため、医薬品、飲料品の先送り分の流通が順調であり、追加オーダーも入ってきている。農産物の作況は遅れを取り戻し、平年並みとなっていることから、豊穣の秋に期待している。生乳は道外送りが前年比で落ち込んでいるが、落ち込み分は道内乳業メーカーにまわり、バター、粉乳、生クリーム等の生産にまわっている。
,,○,輸送業（支店長）,・震災復興事業で期待された廃材のがれき処理は残念ながら実現しなかったが、原子力発電所の停止にともない、火力発電所がフル稼働となっていることから、原料の取扱が増加している。今後は、道内の大型案件がいよいよ動き出すことから、鉄骨を始めとする鋼材の動きが活発になることが期待される。
,,○,通信業（営業担当）,・受注量と客からの問い合わせが増加傾向にある。加えて単価の下落も落ち着きを見せていることから、この先の景況感としては、やや良くなる。
,,○,コピーサービス業（従業員）,・徐々にではあるが、受注金額、受注量ともに上向いている。
,,□,食料品製造業（役員）,・受注について、秋の繁忙期に向けての特段の案件が見当たらない。
,,□,家具製造業（経営者）,・高額商品の動きに底堅さがある。
,,□,金属製品製造業（役員）,・客先及び設計事務所の状況をみても、現状の景気より上向きにはならない。
,,□,金融業（企画担当）,・政策支援の終了で自動車販売台数や住宅着工が落ち込む。観光関連は、東日本大震災の影響が薄れ、入込客数が増加する。建設関連では、少数ではあるが復興需要が期待できる。
,,□,司法書士,・東日本大震災の影響からも改善されてきているため、不動産関係や建物の建築着工が多少は上昇していく。
,,□,その他サービス業［建設機械リース］（支店長）,・農業が堅調であり、今後も大きな悪化はないとみられるが、燃料等のコスト増の懸念があることから、総体ではあまり変わらない。
,,□,その他非製造業［鋼材卸売］（役員）,・年内は現状のペースで進みそうである。
,,▲,食料品製造業（団体役員）,・最低賃金の大幅な改訂実施と低価格の受注競争の強まりから、先行きの業界景況は悪化する。
,,▲,出版・印刷・同関連産業（従業員）,・良くなる要因がない。
,,▲,司法書士,・政局が流動的で、すでに選挙モードに入っている。景気上昇の要因がなく、全て選挙がらみとなるため、不動産取引も低下することになる。
,,×,その他サービス業［ソフトウェア開発］（経営者）,・新規案件が出てこない、継続案件は縮小と、条件はどんどん悪くなる。このままでは、当社を含めて、下期は持ちこたえられそうにない会社がかなり出てきそうである。
"雇用
関連

(北海道)",,◎,－,－
,,○,求人情報誌製作会社（編集者）,・残暑により遅れ気味になっている秋物商戦が本格化すれば、小売系の求人も追随してくる。
,,○,職業安定所（職員）,・７月の有効求人倍率は0.53倍と前年を0.11ポイント上回った。
,,□,人材派遣会社（社員）,・業績が回復したという企業経営者からの発言は少なく、また、冬に向かうという季節的な要因もあるが、建設業界は仕事量が減少することになる。回復に向けた企業活動もみられない。
,,□,人材派遣会社（社員）,・良くなる要素が見当たらない。
,,□,求人情報誌製作会社（編集者）,・現在の収穫期による季節的要因を除くと、建設関連や飲食関連の掲載件数が前年並みで変わっていない。
,,□,求人情報誌製作会社（編集者）,・求人数の伸びに求職者の動きが付いてきていない。結果として、必要人員に満たない、もしくは質がともなわないといった理由で、企業や店舗など、求人側の悪循環が懸念される。
,,□,新聞社［求人広告］（担当者）,・年内は落ち込む要因が見当たらない。
,,□,職業安定所（職員）,・有効求人倍率が26か月連続で前年を上回っているが、依然として低い水準で推移しており、厳しい雇用環境が続いている。
,,□,職業安定所（職員）,・新規学卒者の求人についての出足は良い状況ではあるが、一般求人においてはパートや契約期間のある求人の割合が依然として高い状況である。
,,□,職業安定所（職員）,・就職件数は前年比で3.5％の増加となった。
,,□,学校［大学］（就職担当）,・特段の変動要素がない。
,,▲,求人情報誌製作会社（編集者）,・前年から今年６月ごろまで続いた求人増の反動が顕著になっており、今後、多くの業種で前年割れとなる可能性がある。
,,×,－,－
,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,タクシー運転手,・切れ目なく乗客が見つかる。これから秋の行楽シーズンとか年末にかけて、現在の好調は続くとみている。タクシー業界が良くなるということは、他の業界も少しずつ良くなっているのではないか。
,,○,百貨店（売場担当）,・当社グループにとって、夏のクリアランスセールの２週間の後ろ倒しは大きく売上に影響を与えており、来年は更なる精査が必要となる。しかし、秋の立ち上がりの８月こそ出足は厳しいものの、10、11月の冬物商戦に向けて、様々な企画が目白押しであること、客の関心もどんどん高くなってくることから、７、８月に苦戦した夏物商戦とは同じ状況にならないとみている。
,,○,コンビニ（経営者）,・前年割れしている種別はたばこ販売のみであり、その他は好調を持続している。午後からの主婦層の買物客が増加していて、加工食品を中心とした買物が伸びており、客単価がアップの方向にある。新たな客層を取り込んだことで今後に期待が持てる。
,,○,衣料品専門店（店長）,・期待感を込めてだが、これだけ残暑が厳しいと、少し涼しくなったときに、秋物の移行がきちっとすぱっといくのではないか。秋の買物が早目に進めば、早めに動くと単価もそこそこ良い推移が見込まれるので、少し上向いてくるのではないかと予測している。
,,○,衣料品専門店（店長）,・秋物が本番を迎えるので、今より活気が出る。
,,○,乗用車販売店（経営者）,・11月に軽の新機種発売が予定されており、かなり期待できる。
,,○,住関連専門店（経営者）,・８月は昔から耐久消費財が動かなかったが、秋口になって新築住宅の件数も増えてきているので、状況は少しずつ良くなっていくのだろう。極端に良くなることはないが、今月よりは良くなる。
,,○,その他専門店［白衣・ユニフォーム］（営業担当）,・秋口からは多少、物が動くと期待している。防寒着はこのところ軽量なものの評判が良いので、各社とも力を入れているようだ。弊社も多少の在庫を積む覚悟で販売したい。
,,○,高級レストラン（支配人）,・消費税増税にからんだ需要や購買計画が起き、消費に対して前向きな動きが出てくる。
,,○,観光型旅館（スタッフ）,・秋の行楽シーズンである11月ごろまでは順調に予約が伸びている。
,,○,都市型ホテル（スタッフ）,・10月から、秋田が久々に対象となっているプレデスティネーションキャンペーンが開催されるので、今よりも来客数が増え、宿泊の稼働率も上がるのではないかとみている。爆発的な秋田ブームを作れるかは不明だが、今まで注目されていなかった分、秋田に足を運んでもらえることになるのではないかと考えている。また、会社の多い土地柄ではないが、法人関係を中心に宴会が増えている。ブライダルの数字は変わりなく、何とかしのいでいるといった状況である。
,,○,美容室（経営者）,・消費税増税で今のうちに大きな買物をする人が増えると予想される。
,,○,その他サービス［自動車整備業］（経営者）,・仕事量や購買力が回復し、求人倍率も好転してきており、明るい兆しが増えている。
,,○,住宅販売会社（経営者）,・受注残及び新規受注物件の工事が重なっており、現場数がかなり増え、完成工事高も上がってくる。
,,□,商店街（代表者）,・厳しい残暑が続き、なかなか夏から抜けきれない。一喜一憂の店が多い。
,,□,商店街（代表者）,・天候等の不安もあるが、何よりも政局不安、消費税の不安、電力の需給不安ということで、地域社会にも不安の要素が出ている。特に高齢者に関してはそういった傾向が強く、予断を許さない。
,,□,一般小売店［書籍］（経営者）,・全体の消費は拠点性がますます高くなっていくので、押し上げられるところは押し上げられるとみているが、政治不安、消費税等の関係があり、全体的な底上げは非常に厳しい。
,,□,一般小売店［スポーツ用品］（経営者）,・この残暑が長引けば、秋冬物の販売時期が短くなり、より厳しい状況になるとみている。
,,□,一般小売店［医薬品］（経営者）,・商店街のなかにある薬局だが、商店街を見ても決して景気が良いという話は聞かれない。当店においても、金額は前年をクリアできても、来客数や販売量が少なかったりといったことがあるので、決して良くはない。この状況が急激に変わる材料は今のところ見当たらない。
,,□,一般小売店［寝具］（経営者）,・先行きに不安があるなかで、客の消費意欲はまだみえない。新築ラッシュということで、家はぼちぼち建っているが、大手の建築会社が多数入り丸抱えで建築しているため、地元には何の恩恵もない。
,,□,百貨店（売場主任）,・前年の震災の影響で低迷していた衣料品などの動きは良いとみているが、現状の景気が良いとはいえないなか、今以上に上向きになっていく要因が見当たらない。
,,□,百貨店（総務担当）,・消費税増税が決まったことに対する先行き懸念や、客の貯蓄に対する意識の変化といったことがあり、先行きは不透明である。
,,□,百貨店（企画担当）,・夏場のセール品や旅行などモノ、コトの消費は一服感がある。また、将来的な税率アップなどの経済政策により、徐々に消費への影響が出てくる。季節が変わっての必需品の購買は活発になるとみているが、残暑が続けば、秋物消費へ影響が出てくることも考えられる。
,,□,百貨店（営業担当）,・前年下期については、震災特需の影響は大きくないとみており、これまでのマイナスは一段落するとみられる。長期天気予報では、今後天候も落ち着いてくるとのことなので、秋物、冬物商戦は天候にあまり左右されずに推移すると予想される。
,,□,百貨店（経営者）,・トレンドが大きく変わるような好材料に乏しいことと、良いものを長く消費するという志向が市場全体を通して弱く、百貨店へのフリー客の増加も見込めない。
,,□,百貨店（経営者）,・自店での集客策以外に大きく好転する材料が無い。購買意欲が大きく下がっている。特売品、高額品など全てにおいて媒体などを通じ訴求しても来客数が少なく、不要不急な商品は売れない。
,,□,スーパー（経営者）,・雇用関係の数値は改善しているが、相変わらず財布のひもは固い印象がある。
,,□,スーパー（店長）,・商圏内競合店数の変化はなく、現状推移からの好転は難しい状況である。残暑が続き、秋商材の売行き次第によっては現状推移が変わることも考えられるが、現状からみると難しい。
,,□,スーパー（店長）,・近隣の競合店の状況も景気についても変わらないとみている。
,,□,スーパー（営業担当）,・景気が良くなる、又は景気が上向くような要件が何も見当たらない。
,,□,コンビニ（エリア担当）,・前年の震災特需の影響は９月以降も続いており、売上が前年を下回る可能性が高い。
,,□,コンビニ（エリア担当）,・今後も競合コンビニエンスストアの新規出店が予想される。
,,□,コンビニ（エリア担当）,・観光等の娯楽自粛ムードからの脱却は予測通り進んでいるが、これ以上の好転は無いと予測しているため、現状維持と考えている。
,,□,コンビニ（店長）,・今月は好天にも恵まれ、飲料を中心に前年よりも数字が良くなっている。しかし、この先、天候が普通に戻ったときに、どのように推移するかは予測しかねる。ただし、来客数の動向からいっても、建設業の方を中心に好調が続くのではないかとみており、それほど悪くはならないのではないか。天候次第ということである。
,,□,衣料品専門店（経営者）,・卸売業者が直接各企業に販売するようになり、今までの小売専門業者は太刀打ちできない状況にある。この傾向は今後ますます強くなると予測される。
,,□,衣料品専門店（経営者）,・悪い状況は変わらない。今までも販売促進等を行ってきたつもりだが、改めて新商品、ターゲットの見直しを迫られていることを痛感している。
,,□,衣料品専門店（店長）,・今後、徐々に夏物商材需要が失速していくなか、中期予報では９月まで平年より気温が高く推移する予報が出ており、秋物商材の立ち遅れが懸念される。
,,□,衣料品専門店（総務担当）,・客の動向をみると、高額品、し好品等の購買が低く、買上点数も上がっておらず、消費活動が活発になっていない。
,,□,家電量販店（店長）,・景気を刺激する政府の対策がない。
,,□,家電量販店（店長）,・東京電力福島第一原子力発電所事故の補償金をあてにした買物、もしくは補償金が入金されたことによって、普段買わない商品を購入されるという方もまだまだいる。一時期よりは少なくなりつつあるが、今のところ安定した推移をしている。避難している方たちによる需要もあるので、今のところこのままの状況が続くのではないかとみている。年末に向けては夏物関係は一旦収束する。
,,□,乗用車販売店（経営者）,・エコカー補助金の反動減が心配されるが、駆け込み需要がさほど大きくなかったことと秋からの新型車発売効果で何とかカバーできるとみている。
,,□,その他専門店［パソコン］（経営者）,・企業努力で何とか維持している会社もあるが、ほとんどの会社は市場の流れの悪さの影響を受けている。今後も厳しい状況が続くことに変わりはないとみている。
,,□,その他専門店［食品］（経営者）,・空梅雨から夏もほとんど雨が降らず、秋の農産物が心配である。それにともなう食品の価格上昇により、買い控えに拍車が掛かる気がしてならない。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・農業県であり、秋の収穫シーズンに向けて例年だと物流が好調な時期だが、今年も前年同様放射線量の問題で先行きが不透明である。この状況が当面継続するものと予想される。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・原発問題で復興が進まない。
,,□,一般レストラン（経営者）,・特に変わりはないとみている。
,,□,一般レストラン（経営者）,・政治も落ち着かず、いろいろな面で良い材料が見当たらないこともあり、今のような状態がしばらく続くのではないか。周りからも、今後上向いていく可能性はかなり小さいのではないかという声が多く聞かれる。
,,□,都市型ホテル（スタッフ）,・今後も、幅広い視野から、どうしたら動機付けや購買意欲のわく商品を作り出していけるか、さらに、リピートいただける仕組みや仕掛けをいかにして構築できるかである。常に他のホテルに先駆けてスピードを上げて、ターゲットを絞った商品と幅広い層を狙う商品を提供できるかである。今後については、販売チャネルの選択も重要な要素になってくる。
,,□,都市型ホテル（スタッフ）,・通年でも売上の柱となる婚礼シ－ズンだが、予約状況は前月より変化なく、週末の大婚礼日でも以前の様に新規受注は期待出来ないため、総合病院など大型の忘年会の受注に向けて早めのセールスを展開している。
,,□,都市型ホテル（スタッフ）,・被災地復興支援の行事、イベント等で引き続き利用がある。宿泊、宴会共に前年の好調時とほぼ同様であり、今後３か月先までの予約状況も引き続き堅調に推移している。
,,□,旅行代理店（店長）,・自動車関連産業を中心とした個人消費の減速と、除染作業などの公共事業の本格化で相殺されると予測している。
,,□,通信会社（営業担当）,・良くなる要因が少ない。
,,□,通信会社（営業担当）,・当面は景気回復の材料が見当たらないため、景気に変化はないとみる。
,,□,通信会社（営業担当）,・好況感は依然として首都圏、中部圏が主体であり、現地企業からは全く感じられない。景気回復への期待感は強いものの、好況感を実感するまでには至っていない。
,,□,観光名所（職員）,・秋の収穫が良ければ、若干上向きの希望も出てくる。
,,□,遊園地（経営者）,・震災復興が進んでいるようだが、政治の動向や、夏の少雨の反動で秋の長雨に繋がるかもしれないなどの不安要因がある。
,,□,競艇場（職員）,・来客の客層の性質上、今後２、３か月での変化は無いとみられる。
,,□,美容室（経営者）,・落ちていくようなイメージはあるものの、政治的な状況が混とんとしているので、選挙後まで状況は変わらないのではないか。
,,□,設計事務所（経営者）,・これから復興住宅や個人住宅の件数は増えていくであろうが、われわれのような小さな所では現状維持が変わらず続く。
,,□,その他住宅［リフォーム］（従業員）,・震災後の需要が一段落してきており、需要件数の伸びが鈍化している。
,,▲,商店街（代表者）,・お盆明けから消費が完全に止まっているような状態で、来客数もごく限られている。この先も似たような雰囲気が続くのではないか。悪くなるのではないかとみている。
,,▲,商店街（代表者）,・客の購買意欲が徐々に下がっていく状況が定着しそうである。更に下がっていくのか、それとも下げ止まってくれるのかというところが不安なところであり、今後見守っていきたい。
,,▲,商店街（代表者）,・商店街という形態が時代遅れになっている。
,,▲,商店街（代表者）,・国政選挙が近く、この時期飲食を中心に消費が冷え込む傾向にあり、心配である。
,,▲,一般小売店［医薬品］（経営者）,・震災後には、義援金、見舞金、家賃補助等各種の施策が打出され、それなりの経済効果が出ていた。あの当時は、１人１人ががむしゃらに頑張っていた時期でもあり、生活を復興し、そして何よりも健康を壊さないように、支出を抑えるのは二の次といった感覚もあった。しかし、義援金等は一時的なものであるし、医療費の一部負担免除など各種の復興を援助する措置も順次打ち切りの期限が迫ってきた。今後は、震災前の、不景気による重苦しい不安感、節約意識が戻って来るだろう。
,,▲,百貨店（経営者）,・世界的に景気は停滞気味であり、欧州の信用不安も解決が不透明なことから、世界的に景気が回復する見通しがない。さらに国内的には原発対応などエネルギー問題も見通せない。また、選挙戦に突入しても、過半数を取れる政党は存在せず、混迷からの回復は望めない。さらに、世界的な干ばつによる食糧危機も懸念される。
,,▲,スーパー（経営者）,・９月度は、海外の各地域の経済成長率が鈍化傾向なので、貿易立国日本の輸出業界は厳しさが更に増してくると予想される。各国の穀物類も大干ばつの影響で収量減の傾向にある。輸入に頼っている穀物類は今後大幅に単価を上げる。また中東の政情不安で原油価格上昇もじわじわと進み、その影響で確実に原料の価格上昇が進み、企業収益を圧迫し、販売価格への転嫁も今後少しずつ進むものとみられる。小売は、大手が単価の引き下げを行い、価格競争も激しく、収益低下が次第に進行する。消費拡大よりも縮小傾向がゆっくり進むような悪い環境にある。
,,▲,スーパー（店長）,・近隣にオープンした大型店のせいもあり、価格競争は激しさを増している。生き残りをかけて商圏内のパイの奪い合いは激しさを増す一方で、景気が良くなる理由は見当たらない。
,,▲,スーパー（店長）,・10月に競合店が商業集積、ショッピングタウンとして出店を予定しており、１店舗だけでなく、地域としてかなりの集客、売上の減少が予測される。
,,▲,スーパー（総務担当）,・現在は点価下落の歯止めが掛からない状況である。今後、消費税増税等により買い控えが起きれば、買上点数は更に下がるとみられ、業績は更に悪化する。
,,▲,スーパー（販促担当）,・今後の消費税率のアップや節電といった家計防衛の考えがクローズアップされており、消費についても、より安いものを求める傾向が強まると予想される。そのようななかで企業自体も身を削りながら業績を維持するのが精いっぱいであり、景気浮上の材料は見当たらない。
,,▲,コンビニ（経営者）,・徐々に人口が減っているのが現状であり、そういった面では売上も厳しくなっている。
,,▲,コンビニ（経営者）,・周りを見ても、就職率は悪く、収入が増えていない。
,,▲,コンビニ（経営者）,・来客数の減少はこのまま続くことが予想されるため、景気は悪くなるとみている。
,,▲,コンビニ（エリア担当）,・沿岸部等で復旧工事が本格化してきている様子は見えるが、地域経済が活性化してきている印象はない。競合店の出店も目立ってきており、今後、商圏内での同業者間の競争がより一層激化していく危惧がある。
,,▲,コンビニ（エリア担当）,・同業他社の新規店舗開業が継続的に進むことが予測され、シェアの縮小は否めない状況であり、厳しい環境が続くと考えている。
,,▲,衣料品専門店（経営者）,・景気を上向きにする材料が何一つ無いなか、政治の混迷や消費税の増税など、景気を下げる材料ばかりである。
,,▲,衣料品専門店（店長）,・引き続き、景気の先行き不安による買い控えが続き、さらに、９月も気温が高いと予報されているため、秋物の立ち上がりが遅れると予想される。
,,▲,乗用車販売店（従業員）,・エコカー補助金が間もなく終わりそうだが、終了後の需要の落ち込みが懸念される。
,,▲,乗用車販売店（店長）,・受注残があるため、２～３か月は登録台数は上振れ状態である。直近で補助金切れが推測されるので年後半の販売に大きな不安がある。
,,▲,乗用車販売店（店長）,・エコカー補助金の予算残額が間もなく消化されることで、駆け込み需要があり９月は多少の増加傾向になるが、それ以降は反動による需要の減少があると予想している。
,,▲,自動車備品販売店（経営者）,・車検整備入庫の減少が進み、整備士のリストラが進む。自動車整備工場関連の淘汰も加速する。
,,▲,住関連専門店（経営者）,・国内外での混乱が大きく影響しており、耐久消費財を購入するムードには無い。
,,▲,住関連専門店（経営者）,・当店は高齢客が多く、どうしても年金を頼りに生活している人が多い。また、年金がなく不安だという話をする客もいるので、今後、消費税率がアップされたりすればどうなるか心配である。景気は上向きにはならないのではないかとみている。
,,▲,その他専門店［酒］（経営者）,・繁忙期も過ぎ、景気が良くなる要素が見つからない。消費者も、お盆は終わったという感が強く、買い控えの傾向がもう既に見えている。なんとか現状維持をしていくのがやっとである。
,,▲,その他専門店［靴］（従業員）,・残暑が厳しくなると秋物が売れず、売上と利益の確保が難しくなる。
,,▲,その他専門店［酒］（営業担当）,・国政選挙等の要因が絡むと地方の飲食店を直撃するため対応を考えておく必要がある。また選挙が無くても予断を許さない状況が続くとみられる。
,,▲,その他小売［ショッピングセンター］（統括）,・９月まで残暑が続く予報が出ており、引き続き、秋物アパレルの動きの鈍化が見込まれる。
,,▲,高級レストラン（経営者）,・10、11月あたりからは伸びてくるとみているが、来月あたりまでは良い材料がない。
