"企業
動向
関連

(北海道)",,◎,－,－
,,○,＊,＊
,,□,通信業（営業担当）,・商談が増加しているが、今後、この状況が継続するかは不透明である。
,,□,司法書士,・取引先の多くの業界は、先行きに対して極めて厳しい見方をしている。
,,▲,食料品製造業（経営者）,・商品在庫をできるだけ持たないようにする傾向があり、荷動きが悪くなる。また、決算の整理品が低価格で放出されることもある。
,,▲,金融業（企画担当）,・ペイオフ解禁直前となり、金融情勢の変化を背景に経済活動の停滞が懸念される。
,,▲,その他企業［コンベンション担当］（従業員）,・２月の予約件数がかなり落ち込んでおり、前年と比べてかなり悪い状況である。
,,×,その他サービス業［システムハウス］（経営者）,・体力勝負のような営業展開をするところが多く、それが長引く中で、もともと利益率の低い中小企業は限界にきている。
"雇用
関連

(北海道)",,◎,－,－
,,○,＊,＊
,,□,人材派遣会社（社員）,・取引先の企業等との春の昇給の話題で、上昇するという話は聞かないが、削減するという話は聞いている。
,,▲,求人情報誌製作会社（編集者）,・求人数の状況はそれほど悪くはないが、パートやアルバイトなどの雇用が中心となっている。
,,▲,求人情報誌製作会社（編集者）,・先行き不安から、アルバイト、パートの求人も減少傾向にある。
,,▲,求人情報誌製作会社（編集者）,・建設業、製造業、運輸業ともに求人件数が前年と比べて減少している。
,,▲,新聞社［求人広告］（担当者）,"・地域経済を支えてきた基幹産業である炭鉱閉山に伴い、約1,500人が解雇され、新会社に500人程度は再雇用されるものの、1,000人を超える退職者が予想される。"
,,▲,職業安定所（職員）,・新規求人数の減少傾向に、歯止めがかかっていない。また、月間有効求職者が前年に比べて増加傾向に推移している。
,,×,職業安定所（職員）,・事業所廃止件数が増加し、事業者都合の離職者が増加している。欠員補充しない事業所も増加している。欠員補充や増員の事業所はパートの雇用が目立つ。
,,,,
　２．東北,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(東北)",,◎,＊,＊
,,○,一般小売店［スポーツ用品］（経営者）,・当社はサッカーショップをやっているので、６月からのワールドカップで、多少なりとも日本代表ユニフォームなどの需要が見込める。
,,○,一般小売店［書籍］（経営者）,・今年は小中学校の教科書改定の年で、買換え需要が見込める。
,,○,衣料品専門店（店長）,・進学する人やリクルート活動をする人の総人口は、前年より増加すると予測されており、これからの春の購入が期待できる。
,,○,乗用車販売店（経営者）,・今月は自動車の受注状況がやや上向いてきているが、来月の低価格コンパクトカーの新型車発売に伴い、予約注文も非常に多く受け付けている。向こう２、３か月は販売台数が増加して景気が良くなると感じている。
,,○,乗用車販売店（経営者）,・前年の１月は、輸入車の販売において１台しか登録できなかったのに対し、今年の１月は５台登録でき、これから期待できる。
,,○,自動車備品販売店（経営者）,・これから年度末に向けて入庫数が増えると予想され、それにつれて、販売量もいくらか増える。
,,○,住関連専門店（経営者）,・ユーザーに対し、魅力ある、気に入られる販売方法を考え、今までにないプロジェクトを企画している。
,,○,旅行代理店（従業員）,・海外旅行の申込の動きが、かなり出てきている。ただし、団体関係はまだ明確ではない。
,,□,商店街（代表者）,・歩行者天国のバーゲンも一段落し、今後イベント等も計画されておらず、春休みが始まるまで苦戦の状況が続く。
,,□,百貨店（売場主任）,・返礼ギフト、ブライダルギフトと春物商戦を期待したいが、単価ダウンは免れない。
,,□,乗用車販売店（従業員）,・グリーン税制が実施され、車業界では税金が安くなることはあるが、大した影響はない。
,,□,住関連専門店（経営者）,・客の買物行動が今までと変わらず、非常に慎重で、衝動買いがほとんどない。
,,□,その他専門店［酒］（営業担当）,・思った以上に商品の回転が悪くなっている。まだ、しばらくは、悪化か若しくはこのままの状態が続く。
,,□,高級レストラン（支配人）,・予約状況をみると、前年と比べ増えているわけでもなく、特にひどいということもないので、今後２、３か月先も変わらない。
,,□,観光型ホテル（経営者）,・現時点で、前年並みの入込数に近くなりつつある。学校関係や公的機関の送別会の予約が目に付くようになっており、２、３月も変わらない。なお、当社は３つのホテルを経営しているが、相変わらず１泊５万円の高級ホテルの成績が一番良い。
,,□,競馬場（職員）,・競馬では、２、３月か月後、特に大きなレースが行われる予定はなく、現在の注目度からいっても、そう景気は変わらない。
,,▲,百貨店（企画担当）,・県内の誘致企業の撤退が相次いで発表されており、失業者が相当数出るので、特に小売業にとってはこれからマイナス材料が増加してくる。
,,▲,百貨店（広報担当）,・今月はここ数か月のなかでは非常に好調に推移しているが、この好調さを維持できるかどうか不透明で、元に戻る懸念があるため、２、３か月後の景気はやや悪くなる。
,,▲,百貨店（販促担当）,・前年11月末の地元名門企業の倒産で、今年は関連会社の倒産が発生し雇用不安が発生するため、新潟県内、市内の景気は悪化し、消費に影響を与える。
,,▲,スーパー（経営者）,・１月に入ってからの客単価の猛烈な低下が一過性なのか、それとも連続性のものか、判断に迷っている状態である。連続する危険性も高い。
,,▲,スーパー（経営者）,・今年の春闘の賃上げでは、下がることを前提に考えなければならない環境である。しかも、食品メーカーの牛肉偽装事件で客が食品に対して不安と不信を持っている。こういった総合的な問題、更には競争、客の消費動向を考えると、決して景気は良くならない。
,,▲,スーパー（店長）,・BSE（牛海綿状脳症）の影響の回復もみられず、依然として売上は前年より３割減で推移している。野菜の相場は前年より２割低下で安値安定となっている。これらは、ここ２、３か月では回復しない。
,,▲,スーパー（店長）,・今までの安さでは、客はもう動かなくなってきているようで、もう一段、価格を下げるところに入っている。
,,▲,スーパー（企画担当）,・県内では、ＩＴ関連を中心とした企業の大規模なリストラが発生しており、今後、春のお支度時期を迎えるが、ますます支出の引締めが予測される。
,,▲,衣料品専門店（店長）,・スーツは何かイベントがないと着用、購買しないという客が多く、ビジネスウェアとして購買するケースが減少している。
,,▲,衣料品専門店（店長）,・高校卒業生の就職率の低下により、就職対応商品の販売点数の伸びに苦戦が予想される。
,,▲,家電量販店（店長）,・前年は家電リサイクル法施行前の駆け込み需要があったが、今回はその反動が来る。
,,▲,その他専門店［ガソリンスタンド］（経営者）,・２月１日より石油元売り会社からの卸売価格が、１リットル当たり２円前後値上げされる予定であるが、これを小売価格に転嫁できる状況ではなく、一層のマージン圧縮につながる。
,,▲,都市型ホテル（経営者）,・忘年会、新年会、成人式と多忙な時期が終わり、２、３月での個人消費の良い材料がみつからない。BSE（牛海綿状脳症）の問題が落ち着かないうちに、食品メーカーの牛肉偽装事件が起き、ますます消費者の肉離れが増加する。
,,▲,都市型ホテル（スタッフ）,・宴会の受注状況は半年先くらいまで把握しているが、４、５月を一番の底だとみている。若干の回復の兆しはあるものの、４、５月の客はそれほど戻ってきておらず、今後２、３か月先も非常に厳しい状況である。
,,▲,タクシー運転手,"・景気回復の材料が全くみえない。新年の街中を走っていても、例年と比べて、正月の松かざりや門松等が少なく、街の情景自体が寂しい状況である。
・タクシー業界は、客が少なく単価が非常に低い現状から、規制緩和によって、更に料金等の競争が激化する。"
,,▲,通信会社（営業担当）,・通信業界では、今後も新規参入業者の増加が予想される。それによって、料金的な値下げ競争がまた行われる。
,,▲,テーマパーク（職員）,・前年であれば、２、３か月先までの予約が入ってきていたが、今年は予約状況が非常に悪く、前年と比べるとまだ３割という状況である。
,,▲,住宅販売会社（従業員）,"・前年の11月ごろから大手業者の地域の売上が減少を続けている。
・これまで住宅購入に付いていた内容の融資が、銀行の貸し渋り等もあり、なかなか付かなくなってきている。"
,,×,一般小売店［雑貨］（企画担当）,・４月からのペイオフを控えて、消費者は自分の貯蓄をどうするかを考えているところであり、消費のことを考える余裕はないという状況である。
,,×,スーパー（経営者）,・今のような景気の悪さを当たり前と認知する必要がある。日本と海外との価格差の是正を考えると、まさに現在はデフレそのものであり、この方向は今後更に持続するため、景気が悪くなるというより、これが当たり前の時代となる。
,,×,スーパー（店長）,・地元企業又はナショナルチェーンのチラシ攻勢がかなり強烈になってきて、ますます価格競争が激化する。しかし、安くしたからといって、販売量は増えず、ロスが大きくなるだけで、来客数、単価など、どれをとっても一向に回復の兆しはみえない。
,,×,コンビニ（エリア担当）,・食料品のうち、食品メーカーの牛肉偽装事件の影響で非常に懸念される状況が予測される。BSE（牛海綿状脳症）以来、買い控え的な動きがみられるが、この事件の場合は、それにも増して影響が大である。
,,×,家電量販店（店長）,・今年は前年の家電リサイクル法施行前の駆け込み需要分を望めず、前年並みの売上は期待できない。
,,×,その他専門店［ガソリンスタンド］（営業担当）,・販売競争が激しいところに、円安の影響で、仕入コストが上がり、収益悪化が見込まれる。
,,×,その他飲食［そば］（経営者）,・今年に入り、周辺のオフィス街では、更にリストラが進み、人数を半分に減らす事務所が目立ち始めている。それに伴い、撤退する飲食店が相次ぎ、シャッター通りとまではいわないが、以前の活気は嘘のようである。オフィス街の飲食店のあり方が大変難しい時期にさしかかってきていることを痛感している。
,,×,観光型旅館（経営者）,・旅館業では、土曜日や連休の予約はかなり早い時期から入るが、平日分の動きが全くストップしている状態である。このままで推移していくと休日前日等は良いが、トータルすると、前年比でかなりの落ち込みが見込まれる。まわりの客の状態をみても、ちょっと動きそうにない感じである。
,,×,住宅販売会社（従業員）,・住宅販売は、客に対して融資付けできるかどうかにかかっている。客は住宅購入を希望して、展示場に来ているが、資金を借入れできるかが最後のポイントになっている。今年の４月から公庫の融資条件が厳しくなり、頭金を20％以上用意しないと借入れができないことになるが、なかなかそのような客はいない。１、２月は駆け込み的な成約は期待できるが、４月以降は一層厳しさが増すものと予想している。
"企業
動向
関連

(東北)",,◎,－,－
,,○,電気機械器具製造業（企画担当）,・最近、特に半導体生産が増加傾向にあるので、将来的には景気が回復していく。
,,○,広告代理店（従業員）,・２、３月は例年並みとはいかないが、今月よりは受注量が増加するくらいの物件情報が入っている。
,,□,電気機械器具製造業（総務担当）,・業界の景気の低迷が底をついたという見方もあるが、２、３か月先に急速に受注量などが上向くかといえば、まだそこまでは回復しない。
,,□,金融業（融資担当）,・ペイオフの解禁に備えて、金融資産の保全、強化がより一層進むが、反面、消費には当面まわっていかない。
,,□,その他企業［企画業］（経営者）,・周囲の取引先としては印刷業が多いが、官公庁の需要が少なく、小さなパイを取り合っている。現在の需要で目を見張るのは、移動電話系統やチラシを出す流通くらいであるが、その中身は地元の業者ではなく中央の進出が大分目立っている。
,,▲,農林水産業（従業者）,・確定申告の時期が近づいてきているが、前年度末で前年より20％収入が減少しており、今年も消費の方は差し控える傾向が続く。
,,▲,食料品製造業（経営者）,・現在の円安が続くと、原材料を輸入に依存しているため、収益が悪化する。
,,▲,建設業（経営者）,・現状において、建設計画が立てられていないということは、業界の流れとして、２、３か月後にも新しい工事は出てこない。
,,▲,輸送業（従業員）,・東北のＩＴ企業の工場閉鎖もあり、航空貨物の主要品目であるＩＴ製品が依然として悪い。それをカバーする他の産業の出荷量もそれほどは期待できない。円安傾向になり輸入量も落ち込み、少し心配している。
,,▲,その他非製造業［飲食料品卸売業］（経営者）,・牛肉偽装事件を起こした食品メーカーの商品を扱っているので、またかという不安感でいっぱいである。商品は店頭から28日までに全て引上げたが、こういうことがあると、士気が鈍り、情けなくなり、不安を感じている毎日である。
,,▲,その他企業［管理業］（従業員）,・４月から長期一時帰休が開始し、給料が大幅にカットされる。一時帰休制度が早く終了しないと、先行きは明るくならない。
,,×,食料品製造業（経営者）,・今回の食品メーカーの牛肉偽装事件が消費者の購買意欲を更に引き下げる要因になりかねず、例年、この時期の需要が低調になるだけに一層の厳しさが予想される。
,,×,一般機械器具製造業（経理担当）,・民生機器市場においては、今年の５月から中国に生産が移管されるために、国内の空洞化問題が具体化する。国内の人、モノ、工場、設備を今後どう使うかが大きな課題になってくる。反面、為替の動向がかなり円安の方向に動いてきているので、輸出環境はかなり好転している。数の伸びは期待できないが、生産面については多少改善されている実態はある。
,,×,電気機械器具製造業（経営者）,"・年度末を迎え、上向きの話が若干は出ているが、みぞうの受注難であり、先々は今のところ全く読めない。
・銀行の対応は、ペイオフを踏まえて、ますます厳しくなっている。"
,,×,経営コンサルタント,・金融機関の締め付けは最終段階になり、ＩＴ製造下請業、建設関連を中心に非常に厳しい状況に追い込まれる。
"雇用
関連

(東北)",,◎,－,－
,,○,－,－
,,□,職業安定所（職員）,・製造関係、流通関係については、現在が大体底とみられ、今後、これが大幅にダウンないしアップする状況はなく、横ばいなのではないかと考えられる。
,,▲,人材派遣会社（社員）,・悪い予兆、例えば、「何か月後には、ここを閉めます」とか、「今年中にここを閉める予定です」、「この仕事はどこかに移転するつもりです」といった雇用が縮小するような見通しが今までに比べてかなり増えている。
,,▲,人材派遣会社（社員）,"・最近、オーダー数は増加しつつあるが、単価の下落と競合他社との競争激化により、かなり厳しい状況となっている。
・依頼先からの内容の条件が高まっているため、なかなか成約に結び付きにくくなっている。"
,,×,アウトソーシング企業（社員）,・仕事が自治体中心の会社なので、自治体の状況が良くならないと当社の業績も上がらない。市町村の合併問題も含めて、自治体が良くなる様相は、あまり考えられない。
,,×,新聞社［求人広告］（担当者）,・求人広告、求人数とも良くなる兆しは全くみえない。地元の大型ショピングセンターの倒産もあり、景気はますます悪くなる。
,,×,職業安定所（職員）,"・有効求職者数が前年比で９か月連続で増加している。一方、新規就職者数は、６か月連続で減少している。
・県内最大手のスーパーが倒産している。"
,,×,職業安定所（職員）,・管内一部上場企業の会社更生法適用申請により、再建計画が決定されると大量の離職者の発生が予測される。また、関連企業の企業整理による離職者も増加しつつある。
,,,,
　３．北関東,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(北関東)",,◎,－,－
,,○,百貨店（売場主任）,・社員教育の徹底により、もてなしの心が改めて全社員に伝わっているため、今後、当店は伸びていく。
,,○,乗用車販売店（営業担当）,・新型車の話が具体的になり、販売量の増加が見込まれる。
,,○,旅行代理店（従業員）,・今まで少なかった海外方面、沖縄の予約が復活してきている。
,,○,住宅販売会社（経営者）,・契約予定の客が具体的になり、数も増えている。
,,□,商店街（代表者）,・商店街の中でテナントが出ていってしまい、その後一向に入らないという現象が起きている。
,,□,一般小売店［精肉］（経営者）,・ＢＳＥの影響がいくらか収まってきたところに、食品メーカーの牛肉偽装事件の影響で一般客の不信感があるので２、３か月では変わらない。
,,□,百貨店（営業担当）,・消費は落ちているが、客は欲しいものは購入する。商品を見る目が厳しくなっているのは変わらない。
,,□,スーパー（店長）,・衣料品、住居関連、食品分野で、目標売上を達成しているにもかかわらず、前年比では95～98％程度となっている。このような状況が数か月続いている。
,,□,スーパー（管理担当）,・単価は前年比98％程度で安定しており、来客数は７～８掛けで推移している。大仕掛けの販促などを打てば効果があるが、通常ベースでは、大きな客数増は望めない。
,,□,コンビニ（店長）,・客の動きや傾向は、爆発的に売れる新製品が出るようなことがなければ、変わらない。
,,□,コンビニ（店長）,・競合２店の出店の影響が、まだ数か月続く。勉強し、力を蓄える良いチャンスだと捉えている。
,,□,衣料品専門店（経営者）,・客は価格に敏感になっている。当店は、価格ではなく、良質な商品提供とトータルファッションアドバイスを経営の基本としているため、デフレが収まらない限りは厳しい。
,,□,乗用車販売店（従業員）,・決算月を迎え、期待はするが、現在の来客数、受注台数からみて、良くなるとは考えにくい。
,,□,その他専門店［ガソリンスタンド］（営業担当）,・仕切り価格も一応安定状況にあり、小売値も落ち着いているので、今後しばらくは良い状況が続く。
,,□,高級レストラン（店長）,・先行きが不透明で、客の消費意欲が感じられない。
,,□,通信会社（社員）,・携帯市場は飽和状態に近く、上向き傾向となる要因が見当たらない。
,,□,通信会社（事業担当）,・今後も顧客ニーズに合った付加価値をプラスして、キャンペーン等を行っていくが、急激な上昇は見込めない。
,,□,遊園地（職員）,・新機種の導入により、来客数の増加は見込まれるが、大きな単価の上昇は見込めない。
,,□,競輪場（職員）,・同業者の状況をみても、他のレジャー産業をみても、売上は伸びていない。
,,□,競輪場（職員）,・新賭式の導入後、来客数は伸びているが、販売量の伸びはそれほどではない。
,,□,設計事務所（経営者）,・40歳以上のサラリーマンが、銀行関係から借入を行うことが非常に難しくなってきているので、全体的に家を建てる人が少なくなっている。
,,□,設計事務所（所長）,・大口物件がなく、しばらくはこれまでと同じ作業を続けることになる。
,,▲,一般小売店［青果］（店長）,・地元の大手電機メーカーの関連会社で、大規模なリストラが本格化するので、客が買い控えをする雰囲気である。
,,▲,スーパー（統括）,・相次ぐ経営破綻、高失業率で、消費者の支出意欲は減退しており、単価や点数のダウンが一段と激しくなっている。
,,▲,コンビニ（経営者）,・定昇や諸手当カットを実施する企業が増えている。可処分所得が減少すれば、財布のひもを更に締めざるを得ない。
,,▲,乗用車販売店（販売担当）,・４月の銀行のペイオフ解禁を控え、客は心配が先に立ち、車の購入を控えている。今後３か月、車の販売台数は落ち込む。
,,▲,一般レストラン（経営者）,・新年会シーズンであり、宴会予約もあるが、単価を抑えられてしまっている。今後も期待できない。
,,▲,スナック（経営者）,・酒を飲んでいるという雰囲気ではない。若者たちの遊びの趣向も変わってきている。
,,▲,都市型ホテル（スタッフ）,・同業他店の新規オープンにより、婚礼の入込に影響がある。
,,▲,旅行代理店（従業員）,・米国テロの影響が残っており、例年と比較して、受注は遅れ、受注高、売上高が減少している。
,,▲,タクシー運転手,・好景気の時代は、歩ける距離でもタクシーを利用したが、現在は少々遠くても、タクシーの利用頻度が低い。
,,▲,タクシー運転手,・サラリーマンを中心に、タクシー離れが進んでいる中で、２月からの規制緩和があり、異業種からの新規参入による価格競争が予想されるため、更に厳しくなる。
,,▲,美容室（経営者）,・客の来店頻度が1.5～２か月に１回に延びているので、今後やや悪くなる。
,,×,商店街（代表者）,・通りにある老舗の呉服店が倒産した。商店街のいろいろな販促計画では、圧倒的に消極的な意見が多く、盛り上げるのに苦労している。
,,×,一般小売店［金物］（経営者）,・現在でもオーバーストア気味であるが、この２、３年のうちに大型スーパー、ホームセンターの出店計画があり、かなりの過当競争が予想される。
,,×,スーパー（店長）,・４月に近隣に競合大型店が開店する。規模に大きな差がある当店は、どこかで努力していかないと、尻つぼみになってしまう。
,,×,衣料品専門店（経営者）,・金融機関の破綻、デパートの撤退が身近になり、ますます買い控えが目立ってきている。
,,×,高級レストラン（経営者）,・業種全体の価格競争が厳しくなっており、売上が伸びないため、悪くなる。
,,×,タクシー（経営者）,・新年会等で、タクシーの利用頻度が高くなる１月でも、前年比で売上が減少しているため、今後も悪くなる。
,,×,住宅販売会社（経営者）,・地価の下落に歯止めがかからず、このままだと不動産の価値がなくなってしまう。
"企業
動向
関連

(北関東)",,◎,－,－
,,○,輸送業（営業担当）,・細かな営業努力がやっと身を結び、悪いながら受注は増加し、結果が出るようになっている。
,,□,一般機械器具製造業（経営者）,・作業量は微増で推移するが、加工賃の値引き要求は更に強まり、生産性の向上による現状維持が精一杯である。
,,□,その他製造業［宝石・貴金属］（経営者）,・宝飾業界は、今後、展示会、イベントなどが続くので、商品の動きがあるが、大幅な回復はまだ見込めない。
,,□,建設業（経営者）,・受注量、受注価格は更にじり貧傾向にある。
,,□,新聞販売店［広告］（総務担当）,・チラシ出稿状況のまとめによると、スーパーの枚数減少、家電、ドラッグストアのサイズ縮小が目立っている。各社の販促費節減は今後も続く。
,,□,経営コンサルタント,・失業率の上昇等で、個人消費の回復は期待薄であり、中小企業の資金が回転していないため、設備投資も凍り付いたままである。
,,▲,食料品製造業（製造担当）,・スーパーでの100円均一が当たり前になり、100円では、物が売れなくなってきている。
,,▲,化学工業（総務担当）,・高額の工事物件が時々スポットで入ってきており、何とかなっているが、消耗品的な製品の出荷がじわじわ落ちてきている。
,,▲,プラスチック製品製造業（経営者）,・海外シフトがますます増加するため、仕事量が段々減少してきている。
,,▲,電気機械器具製造業（経営者）,・取引先の手持ちの受注量は、前年と比べて、各社とも少ない。倒産企業等が出てきており、決算期を迎えてますます厳しくなる。
,,▲,金融業（経営企画担当）,・ペイオフに対する関心が日増しに高まりつつあり、金融システムの安定化など、対応いかんでは予断を許さない状況である。
,,×,プラスチック製品製造業（総務担当）,・中国への生産移転が、現状より更に大きく進む。
,,×,金属製品製造業（経営者）,・親会社の生産拠点の国際化、特に時給50円の中国へのシフトが継続しているので、今後は悪くなる。
,,×,一般機械器具製造業（経理担当）,・中国辺りに生産を回されている。
,,×,電気機械器具製造業（経営者）,・初めて指名解雇を行い、30％の社員をリストラした。今後は、更に厳しくなる。
,,×,輸送用機械器具製造業（総務担当）,・受注量が減少し、固定費の圧縮から、部課長、役員関係の給料をカットせざるを得ない状況となっている。今後も厳しい見通しである。
,,×,その他サービス業［放送］（営業担当）,・地域の大手スーパーの閉店や、大手企業の倒産による直接的影響、心理的影響が強く、先行きに不安を持っている企業が多い。その影響で、イベント受注が減少している。
"雇用
関連

(北関東)",,◎,－,－
,,○,－,－
,,□,人材派遣会社（経営者）,・求人数は、当面大きく落ち込んだり、急激に増えることもなく、現在程度で推移する。
,,□,求人情報誌製作会社（経営者）,・求人件数が上向いてきているので、景気は底を打っている。極度に良くなるわけではないが、広告は増加傾向にある。
,,□,職業安定所（職員）,・今後も100名規模のリストラや事業所閉鎖が予定されている。企業再編は高い水準で推移し、求職者の増加傾向は続く。
,,□,職業安定所（職員）,・雇用調整を実施する企業等が、依然として増加傾向にある。
,,□,職業安定所（職員）,・求人も増加しているが、求職者も増加している。
,,▲,求人情報誌製作会社（経営者）,・周りの企業やクライアントの様子をみると、発注量の減少、金額交渉の中での値引きがかなり目立っている。
,,▲,職業安定所（職員）,・求人の更新依頼、正社員の募集が減少し、契約社員や短期的な求人が増加している。以前と比べ、提示される賃金額、募集内容の諸条件とも、悪くなってきている。
,,▲,職業安定所（職員）,・新規求職者数及び月間有効求職者数は、前年同月比で依然として増加傾向にあり、新規求人数及び月間有効求人数は減少傾向にある。
,,▲,学校［短期大学］（就職担当）,・ハローワーク主催の合同就職面接会の参加企業は例年の半数で、求人数が３分の１と激減している。職種も、製造やコンピュータなどの技術者がほとんどで、学生が希望する販売や事務的な仕事はわずかしかない。
,,×,人材派遣会社（経営者）,・大手企業でも人が余っているので、当社でも、仕事がない人、仕事を待っている人がたくさんいる。
,,,,
　４．南関東,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由
"家計
動向
関連

(南関東)",,◎,＊,＊
,,○,百貨店（売場主任）,・店舗の改装や、来客数増加のための様々な企画イベントを強力に推し進めている。
,,○,衣料品専門店（店長）,・今後開催するフレッシュマンマーケットについて、具体的な戦略を練っており、まとめ買いにも期待できる。
,,○,一般レストラン（経営者）,・常連客の他に、最近は新規の客が増加している。
,,○,都市型ホテル（スタッフ）,・６月のワールドカップの影響で、本来は６月に行われるはずの会議の前倒し、単価の上昇、宿泊数の増加に期待できる。
,,○,旅行代理店（従業員）,・店頭で、個人の海外旅行申込数が増加している。先行受注状況から、３か月後は良くなってくる。
,,○,設計事務所（所長）,・足踏み状態であった物件の具体化、新しい仕事の相談などが、年明けに数件出てきている。
,,□,一般小売店［鞄・袋物］（従業員）,・新入学用品の動きが良くなる反面、旅行用品については、依然として厳しい。
,,□,百貨店（売場主任）,・厳しい状況は続くが、客の購買行動も堅調であり、高級感、高質感のある商品を中心に、売上が維持できる。
,,□,百貨店（営業企画担当）,・衣料品は引き続き低調であるが、雑貨、食品、リビングが好調を維持する。
,,□,百貨店（企画担当）,・安い時やポイントが付く時に購入するなど、客の賢い購買行動は変わらない。
,,□,スーパー（店長）,・バレンタイン、卒業、入園、入学など、行事に対応した万全の体制を整えれば、今の状態を維持できる。
,,□,スーパー（店長）,"・小売業は様々な工夫で客に訴えており、これ以上は悪くならない。
・競合相手の価格政策も、これ以上のものは出てこない。"
,,□,コンビニ（経営者）,・来客数は多く、努力すれば良くなる可能性はあるが、単価が上がらず、変わらない。
,,□,コンビニ（店長）,・販売量、客単価とも落ちるところまで落ちているので、これ以上は悪くならない。
,,□,家電量販店（店長）,・テレビ、冷蔵庫、パソコンといった特価商品は売れるが、単価の上昇につながらない。
