,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを来訪する客は所得が比較的高い。そのため、現在進行中のインフレの影響を受けてはいるものの、今のところ、マンション購入に対する影響は小さなものにとどまっている。
,,▲,商店街（代表者）,お客様の様子,・鳥インフルエンザの発生により卵が値上がりしていることもあって、客の反応を見る限り、景気は良くない。
,,▲,一般小売店［土産］（経営者）,来客数の動き,・３月は春休みがあるが、国内観光客は３か月前の年末年始と比べると少なかった。また、家族単位よりも少人数での旅行が多くみられた。年末年始は全国旅行支援に加えて、新型コロナウイルス感染症の影響でしばらく帰省できなかったことの反動で観光客が活発に動いていた。
,,▲,一般小売店［酒］（経営者）,販売量の動き,・３月は下旬に入ってやや持ち直したものの、中旬までは売上が良くなかった。販売量も前年や前月と比べて少なかった。ただ、後半になって盛り返していることから、今後には期待している。
,,▲,一般小売店（経営者）,来客数の動き,・人が外出する傾向が強まっているため、全体的には景気が良い方向に進んでいるが、当業界はインドアで楽しむ商材が多いため、厳しい状況になっている。
,,▲,百貨店（売場主任）,来客数の動き,・マスク着用ルールの緩和というプラス要因はあるものの、それ以上に物価高の影響で来客数の伸びが鈍化している。特に中間層以下の客で影響が大きくなっている。
,,▲,スーパー（企画担当）,販売量の動き,・３月13日のマスク着用ルールの緩和以降、消費者の行動自由化が一気に進んでいる。これまでの巣籠り需要に支えられていた食品スーパーの客足もコロナ禍前の水準に戻りつつある。さらに、物価の高騰が続いていることで買上点数の減少幅も拡大している。
,,▲,スーパー（役員）,販売量の動き,・数多くの商材が値上がりしているため、客の買物の金額が前年を下回るようになってきた。客の節約志向が本格的に強まっていることがうかがえる。
,,▲,衣料品専門店（店長）,単価の動き,・３月は新年度に向けてスーツ関連の需要の多い時期であり、前年よりも来客数が伸びている。ただ、客が活動的になってきた一方で、単価にシビアな客が非常に多く、物価高の影響が強く反映されている。
,,▲,乗用車販売店（従業員）,販売量の動き,・12～２月にかけて、受注台数の前年比が上向き傾向になっていたが、３月に入って勢いが止まっている。
,,▲,その他専門店［造花］（店長）,販売量の動き,・販売量が前年の１割減で推移している。来客数の減少と価格高騰による買い控えがみられる。
,,▲,高級レストラン（スタッフ）,来客数の動き,・閑散期ということもあって、観光客よりも地元客の利用が多い時期だが、コロナ禍が落ち着いているにもかかわらず異動や卒業による送別会、謝恩会などの宴会が少なく、利用客が回復してこない状況にある。全国旅行支援による観光客の利用もほとんどみられない。
,,▲,通信会社（企画担当）,競争相手の様子,・競合他社との乗換競争により、持ち出しが大きくなり過ぎている。通信サービスの月額使用料だけでは賄い切れなくなっていることから、消耗戦にならないように、これまでの他社からの流入客獲得から、新規の客獲得へ方針を切り替えることを検討している。
,,▲,美容室（経営者）,お客様の様子,・あらゆる物が値上がりしていることで、客から不満の声を聞くことが増えている。物価高の影響もあって料金を上げたいと考えているが、対応が難しい状況となっている。
,,×,タクシー運転手,販売量の動き,・３月に入ってから夜間の人出が急激に減少している。卒業や送別などの宴会による夜間の人出を期待していたが、自粛がいまだに続いているとみられる。マスク着用ルールが緩和されたとはいえ、新型コロナウイルス感染症に対する防衛心理は依然として続いており、人流の回復には至っていない。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,建設業（役員）,受注量や販売量の動き,・３月に入り雪解けが一気に進んだこともあって、年度内工事は全て順調にしゅん工した。追加工事が想定を上回る現場もあり、完工高と利益は更に上振れして年度末決算を迎えることができた。
,,○,通信業（営業担当）,取引先の様子,・燃料費などのコストが上昇しているものの、コロナ禍の終息に伴って個人及び企業の動きが活性化しており、コスト上昇によるマイナスを上回る需要増加と単価上昇がみられる。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・商材の値上げに伴って、一部の商材をカットする動きもみられるなど、荷動きが悪くなっている。
,,□,輸送業（従業員）,取引先の様子,・３か月前と同様の荷動きとなっており、売上及び物量に変化はみられない。取引先において今年度の状況が好調だったこともあって、新年度以降も前年と同様の売上を計上できる見込みとなっている。
,,□,輸送業（支店長）,受注量や販売量の動き,・３月も受注量が想定どおりに推移した。
,,□,金融業（従業員）,取引先の様子,・企業にとって、原材料や資材、エネルギーなどのコスト上昇分の価格転嫁交渉は道半ばであり、全額転嫁は難しく、減益になっていることが見込まれる。一方、来道観光客数、インバウンドが回復傾向にあることで観光関連業種の持ち直しは続いている。
,,□,司法書士,取引先の様子,・新型コロナウイルスの感染対策に伴う規制が緩和されていることで人の往来は増えているが、物価上昇が景気回復の足かせとなっており、景気が上向いている実感はない。特に土地取得や建物の新築などは景気に左右される傾向が強いため、景気は変わらない。金利上昇も不安材料の一因となっている。
,,□,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・当社の売上は前年比で微減に転じているものの、市況は悪くないとの情報が多いことから、景気は変わらない。
,,□,その他サービス業［建設機械リース］（営業担当）,取引先の様子,・世界的なインフレに加えて一部金融不安も生じている。公共投資は底堅いとみられるものの、民需は不透明な状況が継続している。
,,▲,農林水産業（経営者）,受注量や販売量の動き,・12月と比べると景気は良くないが、例年どおりの傾向である。１～２月と比べると販売量は増えているが、前年を下回っているため、景気はやや悪い。
,,▲,建設業（従業員）,受注量や販売量の動き,・建設業において、設計面の影響は翌年の施工に表れることになる。最近は施工業者からも仕事量が激減しているとの声を聞く機会が増えており、北海道地区では設計だけでなく、建設業全体の仕事量が少なくなっていることがうかがえる。
,,▲,司法書士,取引先の様子,・例年であれば冬期間が終わり、徐々に仕事量が増加する時期だが、今年は低調である。物価高騰の影響が大きいとみられるが、建築資材の不足により、建設業の納期や完成が遅れる傾向にあることも低迷の要因の１つとみられる。
,,×,食料品製造業（従業員）,受注量や販売量の動き,・３月の販売量は前年比マイナス50％となっている。３か月前の12月の販売量は前年比マイナス21％であったことから、景気は悪くなっている。
"雇用
関連

(北海道)",,◎,人材派遣会社（社員）,求人数の動き,・年度末を控えて年度内に人材を確保したいという考えに加えて、コロナ禍が終息に向かっていることもプラスとなり、企業の採用意欲が非常に高まっており、求人数が増加している。求職者の面接件数は３か月前の倍以上に急増している。面接の中身をみると、飲食店やサービス業の店員ではなく、一般の営業、経理、総務といった職種が多く、企業活動が全体的に活発になっていることがうかがえる。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・飲食業や小売、宿泊業は引き続き堅調に推移している。タクシーやバスなどの旅客運送の求人件数も徐々に増加している。ただ、どの業界も採用には苦戦しており、待遇や制度の見直しなどが求められている。
,,○,求人情報誌製作会社（編集者）,求人数の動き,・当地の主要業種である建設業界からの掲載申込み件数について、前年の落ち込みから踏みとどまっている。ただ、介護業界は前年の７割程度の件数で推移している。
,,○,職業安定所（職員）,求職者数の動き,・２月の新規求職者数は前年から5.2％増と３か月連続の増加となったが、有効求職者数は７か月連続で減少している。一方、新規求人数は前年から17.4％減と２か月ぶりに減少したが、業況が堅調な企業を中心に引き続き高水準で推移している。
,,○,職業安定所（職員）,求人数の動き,・当地における２月の新規求人数は３か月前と比べて8.7％増加している。
,,○,学校［大学］（就職担当）,求人数の動き,・３月になり、2024年春新卒者の採用活動が始まったが、採用側、学生側共に動きが活発なことから、景気は回復している。
,,□,求人情報誌製作会社（編集者）,求職者数の動き,・求人数と比べて相対的に求職者数が少なくなっている。企業規模が小さくなるほど、正規、非正規にかかわらず人材確保が難しい状況となっている。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・観光客を目にする機会が増えている。それに伴って、飲食業や小売店、清掃、ビルメンテナンスなどの観光関連業種の求人数が増えている。コロナ禍を脱して、経済活動が着実に動き出している。
,,□,職業安定所（職員）,それ以外,・新型コロナウイルスの感染状況が落ち着きをみせ始めていることで、街に活気が戻りつつあるが、食料品や日用品、ガソリン、光熱費など、あらゆる物が値上がりしているため、景気が良くなったという状態までは至っていない。
,,▲,＊,＊,＊
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,乗用車販売店（店長）,販売量の動き,・ここ１か月で車両生産が急速に回復してきた影響で、店舗は納車に追われている。前年比で登録台数が２倍、収益もおおむね２倍と好調である。
,,◎,その他小売［ショッピングセンター］（統括）,来客数の動き,・新型コロナウイルス感染症も落ち着き、年度末に向けて旅客流動も活発化している。それに伴い、来客数もかなり増えている。
,,◎,旅行代理店（従業員）,販売量の動き,・新型コロナウイルス感染症の感染症法上の分類が５類へ移行することにより、中止や延期となっていた団体旅行が復活するなどの動きが顕著になっている。
,,○,商店街（代表者）,来客数の動き,・春の訪れとともに商店街への来街者数が増加している。新型コロナウイルス感染の不安が薄れ、景気は徐々に上向いている。
,,○,商店街（代表者）,来客数の動き,・外国人客の免税売上が増加しており、新型コロナウイルス感染症発生前の水準に戻っている。
,,○,一般小売店［医薬品］（経営者）,単価の動き,・３月に入り仕入価格が値上がりした商品が増え始めた。３か月前より売上が大分良くなっているが、約５％から７％値上げした分、客単価が上がったためであり、来客数は変わっていない。
,,○,一般小売店［酒］（経営者）,販売量の動き,・新型コロナウイルス感染症対策の大幅な規制緩和を受け、厳しい状況が続いてきた飲食店への販売量がようやく増えてきた。特に宴席でのお酌の自粛がなくなったためか、瓶ビールの販売量の増加が顕著になっている。
,,○,百貨店（経営者）,販売量の動き,・少しずつ晴れの場が増えたことで、特に春の衣料品が活発に動いており、販売をけん引している。食料品は手土産や祝い品などの用途で購入する客が増えている。
,,○,コンビニ（経営者）,来客数の動き,・月を追うごとに人の動きが良くなっている。特に夜の動きが良い。
,,○,コンビニ（経営者）,販売量の動き,・来客数、客単価共に回復傾向にあり、売上の増加につながっている。人流が明らかに増加している。
,,○,コンビニ（エリア担当）,来客数の動き,・新型コロナウイルスの規制緩和や気候が良くなったことで、来客数はやや好調に推移している。
,,○,衣料品専門店（経営者）,お客様の様子,・暖かくなってきたことと、新型コロナウイルスの規制緩和により、旅行などに出掛ける気分になってきたようである。
,,○,衣料品専門店（店長）,来客数の動き,・新入社員、新入学ニーズは前年と変わらないが、転職、転勤、結婚式ニーズでスーツや礼服を新調する人が増えている。
,,○,衣料品専門店（店長）,お客様の様子,・マスク着用の見直しを受けて、徐々に卒業や入学、出張用途、外出用途といった需要が回復している。
,,○,家電量販店（従業員）,販売量の動き,・新型コロナウイルスの感染状況も落ち着き、ガソリン価格や食品価格の変動も穏やかになったため、消費者のマインドが上向いている。旅行等は新型コロナウイルス感染症発生前に戻っている。また、省エネ仕様の家電製品への関心が高まっている。
,,○,乗用車販売店（従業員）,それ以外,・前年に受注した新車がまとまって入庫し、売上が上がっており、今年度計画の遅れ分をばん回している。
,,○,乗用車販売店（従業員）,販売量の動き,・長納期は続いているが、国内需要向けに振り当て調整が進み、配送が増えてきたため、収益が向上している。
,,○,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・新幹線の乗車率が高くなっており、当地の観光客が増えている。観光地のホテルからの注文が少しずつ増えている。
,,○,高級レストラン（スタッフ）,来客数の動き,・全国旅行支援の影響もあり、個人客やグループ客が増えている。
,,○,一般レストラン（経営者）,来客数の動き,・送別会などのイベント等の予約は期待していたほどではなかったが、１月２月と比べて来客数はやや持ち直している。
,,○,一般レストラン（経営者）,来客数の動き,・新型コロナウイルスの感染状況が落ち着いて人が動き出しているものの、依然として大人数での宴会は少ない。景気が悪すぎた２～３か月前よりは良くなっている。
,,○,観光型ホテル（スタッフ）,来客数の動き,・新型コロナウイルス感染症の脅威が薄まり、来客数が増えている。
,,○,旅行代理店（従業員）,販売量の動き,・国内旅行は個人、団体共に緩やかではあるが受注件数が増加している。海外旅行は受注件数が数件にとどまっている状況である。先行予約状況も同様で推移しており、国内旅行のようなレベルまで回復するにはもう少し時間を要する。
,,○,旅行代理店（従業員）,販売量の動き,・ゴールデンウィークの日並びは悪いものの、桜の開花に合わせた需要や春の行楽関連需要が好調に推移している。
,,○,通信会社（経営者）,お客様の様子,・３月上旬に開催した当社のイベントには１日で2500人もの来場があり、同時開催した加入者促進イベントで多くの新規加入者を獲得できた。中旬以降は人の流れが活発化し、家電量販店の窓口を中心に通信サービスの申込みが増えている。
,,○,通信会社（営業担当）,お客様の様子,・新型コロナウイルスの新規感染者数が減っており、客足が戻っている。個人消費も徐々に上向いている。
,,○,通信会社（社会貢献担当）,来客数の動き,・新生活準備により来客数が増加しており、需要が拡大している。一方で、安価な料金プランへの見直しなどもある。
,,○,テーマパーク（職員）,販売量の動き,・マスク着用ルールの緩和以降、初めて来館する家族連れが急激に増加している。クーポンの使用も多く、額面以上の商品を購入している。
,,○,遊園地（経営者）,来客数の動き,・週末の天候不順もあったが全般的に暖かい日が多く、来客数は新型コロナウイルス感染症発生前の水準になっている。飲食料品とフリーパス券の値上げをしたが、今のところ特に影響は出ていない。
,,○,競艇場（職員）,単価の動き,・来客数は変わっていないが、客単価が上がっている。
,,○,美容室（経営者）,来客数の動き,・卒業式やイベントが通常どおり開催されるようになり、来客数が増加している。
,,○,その他サービス［自動車整備業］（経営者）,来客数の動き,・新型コロナウイルスの感染状況が落ち着き、マスクが不要になり人流が回復したことで、来客数、販売額共に復活している。
,,○,住宅販売会社（経営者）,販売量の動き,・建築条件付き戸建て住宅分譲地の造成が完了し、販売開始とともに順調に受注予約が入っている。
,,○,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器はガス給湯器の交換工事が大きく増えている。リフォームは増改築や塗装工事が増えている。
,,□,商店街（代表者）,来客数の動き,・年度末需要は少ない。
,,□,百貨店（売場担当）,お客様の様子,・季節の変わり目に動きが活発になる傾向があるが、今月も気温の上昇とともに需要が高まっている。また、月末にかけて返礼ギフトも活発になっている。
,,□,百貨店（催事担当）,お客様の様子,・前年までのポイント還元政策等、コロナ禍における集客策を休止したことによる一時的な売上の落ち込みはあるものの、来客数は増えており、ファッション関連アイテムの動きも良くなっている。
,,□,スーパー（経営者）,単価の動き,・３月の平均１品単価は前年比106％を上回り、買上点数は前年比93％を下回っている。来客数も前年割れが続いている。消費支出を抑制するなかに食費も確実に入ってきている。消費環境は厳しさが続いている。
,,□,スーパー（店長）,来客数の動き,・来客数は前年と変わっていない。
,,□,スーパー（営業担当）,来客数の動き,・来客数は前年比97.4％と減少しており、買上点数、売上全体共に前年割れを起こしている。客の購買は慎重になっている。
,,□,スーパー（商品担当）,来客数の動き,・商品の値上げによる買い控えから、１品単価は上がっているが買上点数が減少している。また、客単価は前年を上回るが来店頻度が減少しているため、全体売上は苦戦している。
,,□,コンビニ（経営者）,販売量の動き,・新型コロナウイルス感染症も大分収まってきて人も動いているが、物価が上昇しており、客の衝動買いなどがほとんどない。目的買いだけでは売上は上がらないため、３か月前と余り変わらない。
,,□,コンビニ（経営者）,来客数の動き,・人の動きは良くなっているが、来客数は増えていない。
,,□,コンビニ（エリア担当）,単価の動き,・新型コロナウイルスの感染が収束し、客の動きも新型コロナウイルス感染症発生前に戻っている。しかし、公共料金、特に電気料金が大幅値上げとなっており、肝腎な利益が減少している。
,,□,コンビニ（店長）,お客様の様子,・商品の価格が高騰しているが、消費者はそれなりに生活防衛しながら買物をしている。それほど悲観する状況ではない。
,,□,衣料品専門店（経営者）,単価の動き,・仕入価格は依然として高騰が続いているが、客も値上げは仕方がないという認識になっている。
,,□,衣料品専門店（店長）,単価の動き,・入学式用スーツの購入客の客単価が、前年より5000円以上下がっている。出費を抑える傾向が強くなっている。
,,□,衣料品専門店（総務担当）,単価の動き,・来客数自体は少しずつ増えているが、購入品の構成比率はお買い得商品が高く、新商品や単価の高い商品は低い。
,,□,乗用車販売店（従業員）,販売量の動き,・メーカーでオーダーを停止している新車がまだ複数あるため、客から受注できる状態にない。
,,□,乗用車販売店（従業員）,来客数の動き,・決算セールを行っているにもかかわらず来客数が少ない。
,,□,自動車備品販売店（経営者）,お客様の様子,・来客数、工場の入庫数共に変わらず、売上にも変化はない。
,,□,住関連専門店（経営者）,販売量の動き,・オーダーメイドなので受注量が限られている。金額でみると３か月前と変わらない。
,,□,その他専門店［靴］（従業員）,販売量の動き,・マスク着用の見直しにより、客の行動が新型コロナウイルス感染症発生前に近づきつつある。卒業式などのイベントの規制が緩和されたことで靴の需要が増えている。
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・新型コロナウイルス感染対策が緩和されたものの、販売量は回復していない。
,,□,一般レストラン（経営者）,来客数の動き,・歓送迎会は新型コロナウイルス感染症発生前と比べると減っているが、前年よりはやや増えている。新型コロナウイルス感染症発生前と異なり、大人数の宴会がなくなっている。
,,□,観光型ホテル（スタッフ）,来客数の動き,・ゴールデンウィーク前のためか、来客数に変化はない。
,,□,観光型旅館（経営者）,来客数の動き,・気候も良くなり人の動きは多くなっているが、景気が良くなっている実感はない。
,,□,通信会社（営業担当）,お客様の様子,・電気料金の値上げなどの物価高騰があり、消費者は様々な対策をしながら生活している。景気は低迷したまま変わっていない。
,,□,通信会社（営業担当）,お客様の様子,・客の設備投資意欲に変化がみられない。
,,□,通信会社（営業担当）,お客様の様子,・新型コロナウイルス感染症に収束感があり、各種イベントも再開され、新型コロナウイルス感染症発生前に戻りつつある。しかし、様々なものが値上がりし、消費拡大には至っていない。
,,□,観光名所（職員）,来客数の動き,・前年と比べて売上は順調に伸びているものの、新型コロナウイルス感染症発生前と比べると約半分である。その状況がここ半年ほど続いている。
,,□,美容室（経営者）,来客数の動き,・来客数は引き続き前年比87～88％が続いている。
,,□,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・３か月前から来場者数の増加が続いている。
,,▲,一般小売店［医薬品］（経営者）,来客数の動き,・新型コロナウイルスの感染状況も落ち着き、３か月前と比べて客足が少し鈍くなっている。売上は前年比105％となっているが、販売内容をみると特定のものだけが売れているわけではない。
,,▲,一般小売店［医薬品］（経営者）,単価の動き,・冬に入ってから客単価の前年割れが続いている。光熱費の負担増加による消費控えが原因とみていたが、３月に入り寒さが緩んでも良くならず、更に悪くなっている。
,,▲,スーパー（店長）,販売量の動き,・３か月前と比べ来客数が若干戻っているが売上は落ちているため、客単価は減少している。電気・ガス料金の上昇や商品の価格高騰が消費に大きく影響している。
,,▲,スーパー（店長）,お客様の様子,・来店客の減少が継続している。買上点数は下がり１品単価は更に上昇している。総菜や即食系商品の需要は高いままである。必要品以外の買物は控えているが、お買い得品の衝動買いは増えている。
,,▲,コンビニ（経営者）,それ以外,・電気料金の値上げにより、利益が下がっている。
,,▲,衣料品専門店（経営者）,お客様の様子,・新型コロナウイルスの規制緩和により県外に旅行する人が増え、週末の集客に影響が出ている。
,,▲,その他専門店［酒］（経営者）,販売量の動き,・飲食店向けでは新型コロナウイルス感染症の影響は薄れてきているが、地方である地元ではまだ数字が戻っていない。売場の状況は年明けの値上げの影響が出ており停滞している。全体的に前年よりは良いものの、低調な状況が続いている。
,,▲,高級レストラン（経営者）,お客様の様子,・原材料価格が高くなっているが、なかなか値上げすることができない。経営の難易度が高くなっている。
,,▲,一般レストラン（経営者）,来客数の動き,・マスク着用が緩和され、滞っていた宴会の予約が少人数ながら入るようになっている。しかし、平日の客は法人や団体が多く、振り客の動きは繁華街全体をみても週末のみと限定的である。季節要因の歓送迎会などが多少増えただけで、値上げの影響により消費は依然停滞している。
,,▲,タクシー運転手,競争相手の様子,・客の流れが悪く、ドライバーの稼働時間が非常に短くなっている。
,,▲,通信会社（営業担当）,お客様の様子,・ますます物価が上がっているため、支出を控えている。
,,▲,美容室（経営者）,来客数の動き,・客は固定客のみで新規客がいない。
,,▲,設計事務所（経営者）,販売量の動き,・新たな受注に向けて動き出したいところだが、物件が乏しくなっている。
,,×,一般小売店［寝具］（経営者）,販売量の動き,・ほとんどの商品が動いていない状況である。
,,×,スーパー（経営者）,お客様の様子,・エネルギーコストは上昇し、物価も高騰しているが、商品への価格転嫁はなかなか進んでいない。１品単価が上がっているにもかかわらず、客単価は上がっていない。客の消費は買上点数を制限した節約・倹約型になっている。
