,,□,住関連専門店（役員）,販売量の動き,・７月後半からの猛暑の影響でスポットクーラーなどの夏物商材が一気に売れたが、その他の商品は販売動向に変化がみられない。
,,□,その他専門店［ガソリンスタンド］（経営者）,単価の動き,・石油製品の価格高騰が続いているため、客の節約志向に変化がみられない。
,,□,その他専門店［造花］（店長）,お客様の様子,・繁忙期ということもあり、景気が少しは上向くことを期待していたが、地方部の動きがさほどみられなかった。
,,□,スナック（経営者）,来客数の動き,・来客数は前月とほとんど変わりがなかった。景気は余り良くないが、それほど悪くもない。
,,□,旅行代理店（従業員）,販売量の動き,・来客数や新規問合せの件数がやや減少傾向にあるものの、成約率が高くなっていることから、全体としては変わらない。
,,□,タクシー運転手,来客数の動き,・８月は気温の高い日が多かったため、タクシー１台当たりの売上は2022年比で30％の増加となった。人出も深夜を除くとコロナ禍前よりも増えていることで、2019年比で30％の増加となった。ただし、乗務員不足でタクシーの稼働台数が2022年比で10％の減少、2019年比で約50％の減少となっている。会社の売上は2019年比で25％の減少となっており、会社の経営状況はコロナ禍前よりも悪くなっている。
,,□,タクシー運転手,来客数の動き,・熱中症警戒アラートが出るような気温の高い日が連続したため、エアコン完備の車両は順調な利用状況となっているものの、夜間の利用が余り伸びておらず、景気はどちらともいえない状況にある。
,,□,通信会社（エリア担当）,それ以外,・通信キャリアのショップ削減方針もあって、携帯電話販売代理店を取り巻く環境は引き続き悪化している。
,,□,住宅販売会社（経営者）,販売量の動き,・ウッドショックの影響も収まり、木材や建材の価格は下がりつつあるが、人件費などは引き続き高騰している。住宅の建築コストも依然として高いままであるため、住宅着工数が増えてこない状況にあり、景気は変わっていない。
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを訪れる客の様子は以前と余り変わっておらず、商談に要する時間も比較的短い。成約率も安定している。
,,□,住宅販売会社（従業員）,来客数の動き,・イベントを企画しても多くの集客が見込めない状況が続いている。
,,▲,商店街（代表者）,お客様の様子,・物価が上がっており、特にガソリンについては価格の上昇幅が大きく、困っているという客の声をよく聞く。
,,▲,一般小売店（経営者）,来客数の動き,・客単価は変わらず上昇傾向にあるが、来客数が少ないため、景気はやや悪くなっている。先行きへの不透明感も強まっている。
,,▲,スーパー（店長）,お客様の様子,・物価の上昇に歯止めが掛からず、電気料金やガソリン価格も高騰していることから、景気はやや悪くなっている。
,,▲,衣料品専門店（経営者）,お客様の様子,・身の回りのあらゆる物の価格が上がっているため、客が暮らしにくさを感じるようになっている。
,,▲,衣料品専門店（店長）,来客数の動き,・ビジネスアイテムの販売量が落ち込んでいる。猛暑の影響というよりも、カジュアル志向の強まりによる需要の変化が大きな要因となっている。仕事着を簡素化する傾向が定着してきている。
,,▲,旅行代理店（従業員）,販売量の動き,・コロナ禍に旅行できなかったことで旅行を渇望していた団体客の需要は既に一巡しており、落ち着いている。一方、貸切バス代や宿泊費の高騰により予算と合わず旅行自体を見送るケースもみられ始めている。コロナ禍前よりも旅行代金を上げざるを得ないため、悩ましい状況となっている。
,,▲,タクシー運転手,販売量の動き,・イベントの開催や観光旅行の催行が、コロナ禍前の状態に戻りつつあり、売上もコロナ禍前の水準に近づいてきているが、地域住民の消費マインドが低いため、需要が思うほど回復してこない。
,,▲,通信会社（企画担当）,お客様の様子,・専門店舗の来客数は増えているものの、商業施設などでの出店販売の販売量が、春以降減少傾向にある。地方の商業施設や公共施設は横ばいで推移しているものの、特に大型店舗での成果が厳しくなっている。
,,▲,美容室（経営者）,来客数の動き,・８月はまれにみる猛暑となったため、客が外出を嫌う傾向が強く、それに伴って来客数が減少している。売上は前年から約15％の減少となった。ただし、この状況は一過性のものとみられるため、今後は回復するとみられる。
,,▲,美容室（経営者）,来客数の動き,・物価がどんどん上昇しているため、必要最低限の物だけを買い、それ以外の物を買い控える客が多い。
,,×,通信会社（エリア担当）,それ以外,・通信キャリアの方針が当社にとってマイナスとなっている。
"企業
動向
関連

(北海道)",,◎,通信業（営業担当）,取引先の様子,・人流の回復、インバウンドの入込増加により、観光、小売、交通などの取引先を中心に、景況感が改善しているとの声を聞く機会が増えている。ただし、人材不足やオーバーツーリズムについて聞く機会も増えている。
,,○,金融業（従業員）,取引先の様子,・国内観光客やインバウンドの回復により、ホテル・旅館業、飲食サービス業、旅客運輸業などの観光関連業種の業況は明らかに改善している。人手不足がフル稼働の阻害要因となっているが、財・サービス価格の値上げにより、企業収益を確保できるようになっている。
,,○,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・売上は引き続き前年比微増で推移している。都市部を中心に建設投資が旺盛なため、この状況はしばらく続くことになる。
,,○,その他サービス業［建設機械リース］（営業担当）,取引先の様子,・北海道ではしっかりとした建設需要がみられることから、景気はやや良くなっている。
,,□,農林水産業（経営者）,受注量や販売量の動き,・果物の動きが活発になりつつある。ただし、猛暑の影響が懸念されるため、今後の推移を見続けていく必要がある。
,,□,建設業（従業員）,受注価格や販売価格の動き,・建設業務案件が増えているものの、建設単価の上昇や技術者不足により、建設したくてもできない案件が増えている。建設するためには、技術者を確保する資金力と業務発注前の技術者確保が必須なことから、対応できる案件数が減っている。
,,□,建設業（役員）,受注量や販売量の動き,・記録的な猛暑に見舞われていることで、作業員の安全確保のため、一時休止した現場もあったが、全体ではフル稼働の状態が続いている。受注工事の最盛期を迎えて、引き続き順調に推移している。
,,□,輸送業（従業員）,取引先の様子,・全体的に受注状況が良くない。一時的な出荷増はあるが、月全体でみると、ほぼ前年並みに推移している。人の流れは良くなってきているが、物の流れは悪くなっている。
,,□,司法書士,取引先の様子,・依然として物価上昇に歯止めが掛からない。ガソリン価格は、円安と燃料油価格激変緩和補助金減額のダブルパンチで180円台に上昇している。こうした状況で景気が良くなるわけがなく、どうにか現状維持できている状態である。
,,□,その他サービス業［ソフトウェア開発］（経営者）,受注量や販売量の動き,・案件はいろいろと聞こえてくるが、対応できるだけの人材がいない。他社も同じような状況である。
,,▲,金属製品製造業（従業員）,受注量や販売量の動き,・新築住宅着工棟数が前年比85％程度まで減少している。
,,▲,輸送業（営業担当）,受注量や販売量の動き,・港湾運送、倉庫は堅調に推移しているものの、盛夏商材の需要が全般的に伸び悩んでいることで、トレーラー輸送が苦戦している。また、紙・パルプや生乳も荷動きが悪い。猛暑の影響で飲料消費も動きが悪くなっている。車が動かないことで、空車回送も頻繁に発生している。また、台風の影響でフェリーのダイヤが乱れる日も多く、輸送コスト上昇の大きな要因となっている。
,,▲,輸送業（支店長）,受注量や販売量の動き,・水産品の輸出においてキャンセルの動きが出ている。
,,▲,広告代理店（従業員）,受注量や販売量の動き,・価格転嫁が難しい企業では、広告販売促進費を減少させており、それに伴って広告の出稿量も減少している。
,,▲,司法書士,受注量や販売量の動き,・ウクライナ情勢、原油価格の高騰、円安の影響により、物価が上がり続けており、生活に大きな影響を与えている。電気やガソリン、灯油など、生活必需品の値上がりが大きなマイナス要因となっているため、国や自治体による更なる支援が必要である。
,,▲,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・見通しでは売上アップを見込む予測となっているものの、実績は見込みを下回る結果となっている。市場の動きが冷え込んでおり、ベース商品の動きが非常に悪くなっている。
,,×,食料品製造業（従業員）,受注量や販売量の動き,・３か月前と比較すると、販売量が１割近く減少している。
,,×,食料品製造業（従業員）,受注量や販売量の動き,・３か月前の５月の販売量は前年比マイナス29.3％だったが、８月の販売量は前年比マイナス37.6％だったため、景気は悪くなっている。
"雇用
関連

(北海道)",,◎,－,－,－
,,○,－,－,－
,,□,人材派遣会社（社員）,求人数の動き,・企業の人材ニーズが強まっている。派遣部門では、コロナ禍が収まったことで飲食店などからの依頼が増えているほか、イベント運営スタッフの依頼も増えている。中途採用も３か月前と比べると求人数が倍増しており、それに伴って面接のマッチング数も急増している。
,,□,求人情報誌製作会社（編集者）,求職者数の動き,・中途採用市場において、求人が増加している一方で、求職者の反応が今一つ振るわない。特に若い人材の応募数が減少傾向にある。そのため、店や企業の新陳代謝が進まず、景気回復の足を引っ張っている。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・アルバイト、パートについて、求人件数の減少に歯止めが掛からない。10月には最低賃金が大幅に引き上げられるため、企業が非正規の採用にますます慎重になる懸念がある。
,,□,職業安定所（職員）,それ以外,・原材料費、光熱費、燃料費の高騰により、日用品の値上げが続いている。賃上げが物価上昇に追い付いていないことから、実質賃金も目減りしている。
,,□,職業安定所（職員）,求職者数の動き,・７月の有効求職者数が12か月連続で減少しているなか、新規求職者数も前年から6.2％減少し、３か月ぶりの減少となった。一方、新規求人数は前年から16.8％減少し、６か月連続で減少したが、業況堅調な企業からは引き続き求人が出されている。
,,□,職業安定所（職員）,求人数の動き,・当地における７月の有効求人倍率は0.90倍であり、３か月前と同率となっている。
,,□,学校［大学］（就職担当）,求人数の動き,・道内企業においても2024年新卒者を対象とした採用活動が一段落したことから、９月までは企業も学生も動きが止まることになる。今年はコロナ禍と比べれば、企業の採用意欲が高く、内定者数も増えていることから、今後は内定式までの学生の動きによって企業の動き方も変わってくることになる。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・人手不足という声が取引先企業から聞こえてくるが、物価高の影響もあって、小売業や飲食業などの求人数が増えてこない。
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・最低賃金が大幅アップとなったことから、一部の企業で人件費抑制、採用控えの動きがみられる。こうした企業は、現在の人的リソースで乗り越えるしかなく、身の丈に合った経営を選択せざるを得なくなる。
,,×,－,－,－
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,乗用車販売店（従業員）,販売量の動き,・前月の大雨の影響で車を買換えなければならない客が著しく増えている。
,,○,商店街（代表者）,来客数の動き,・夏祭りが通常開催され、新型コロナウイルス感染症発生前のにぎわいが戻っている。観光客も増加し、景気がやや良くなっている。
,,○,一般小売店［医薬品］（経営者）,販売量の動き,・新型コロナウイルスの感染拡大により関連商品が動いている。また、連日の猛暑に伴って、滋養強壮剤など保健薬がよく動いている。
,,○,一般小売店［酒］（経営者）,販売量の動き,・この夏は人流の増加に加え、暑さが厳しかったこともあり、飲食店のなかでもビヤガーデン等への販売量が顕著に増加している。また、お盆期間も帰省客が一気に増加し、道の駅などへの販売量も良くなっている。ようやく新型コロナウイルス感染症発生前並みのにぎわいを地方でも実感できる状況になりつつある。
,,○,百貨店（企画担当）,来客数の動き,・コロナ禍明けの夏を迎え、市内各所で多くのイベントが開催されている。来客数は引き続き増加している。
,,○,百貨店（経営者）,販売量の動き,・高い気温が続くなかで、外出機会も増え、夏の季節商材が活発に動いている。また、旅行者の土産や挨拶時のちょっとした手土産需要で食料品も好調である。お盆の時期には県外からの客も増えた。
,,○,百貨店（催事担当）,来客数の動き,・ファッション関連商品、化粧品など一部のカテゴリーは伸びている。一方で食品などでは生活防衛意識が強まっており、買上単価、点数が減少している。
,,○,スーパー（店長）,販売量の動き,・行動制限のないお盆を迎え、各種祭りも通常開催となり、外出や買物の頻度が増えたため、集客ができている。
,,○,スーパー（営業担当）,販売量の動き,・お盆商戦もあり来客数は前年と変わりないが、単価の上昇で売上は前年比103％まで回復している。しかし、買上率は前年比95.7％と客の購買意欲は高まっていない。
,,○,コンビニ（経営者）,来客数の動き,・今年は行事が通常開催されている。また、お盆期間中の人の動きは良好である。
,,○,コンビニ（経営者）,来客数の動き,・来客数、販売量共に増加傾向にある。暑さが好影響を及ぼしているとみている。
,,○,コンビニ（エリア担当）,来客数の動き,・高気温の影響もあり、来客数の伸長がみられる。
,,○,コンビニ（店長）,単価の動き,・来客数は前年比で約20人減少しているが、客単価が約50円増加しているため、売上はほぼ前年並みである。
,,○,衣料品専門店（店長）,来客数の動き,・帰省客がそれなりに帰ってきたことで、そこそこにぎわっている。また、前年までなかった催物が復活しイベントニーズが増えている。その結果、衣料品ニーズも高まっている。
,,○,家電量販店（従業員）,販売量の動き,・前年同月比で販売数量が伸びている。電化製品の使用回数や使用時間が増えたことで、省エネ家電への買換えが進んでいる。省エネ家電への買換えに対する地域の補助金も後押ししている。
,,○,乗用車販売店（従業員）,販売量の動き,・メーカーの生産体制の調整もあり、確実に配車量が増加している。収益が上昇している。
,,○,乗用車販売店（店長）,お客様の様子,・客の方からの新車商談の打診も多く、商談件数は前年比120％まで増加している。社内からも顧客の購入マインドが高まっているという話が出ている。
,,○,その他専門店［酒］（経営者）,来客数の動き,・地方でも店頭での小売販売や宿泊・観光、飲食店等への来客が増えてきた実感がある。
,,○,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・新型コロナウイルス感染症の規制解除及び猛暑の影響により、販売量が前年を大きく上回っている。
,,○,高級レストラン（支配人）,来客数の動き,・夏祭りの開催、お盆の帰省、学生の夏休みなどで来客数が増加している。当社飲食店の中には客単価が1000円上昇した店舗もある。
,,○,観光型ホテル（スタッフ）,来客数の動き,・来客数は増加しているが、電気、燃料などの価格高騰により収益が思うほど伸びていない。
,,○,観光型ホテル（スタッフ）,来客数の動き,・この夏は客の動きがほぼ新型コロナウイルス感染症発生前に戻っている。
,,○,観光型旅館（スタッフ）,来客数の動き,・８月は当社にとって書き入れ時であるが、イベントや催事が新型コロナウイルス感染症発生前の規模に戻った効果で来客数も同等に戻っている。
,,○,都市型ホテル（スタッフ）,来客数の動き,・８月は宿泊者数が多く、インバウンド需要も増加していることから、目標売上を達成している。
,,○,旅行代理店（従業員）,販売量の動き,・８月に入り、海外旅行は個人の受注が発生しており、団体では小グループの取扱が微増の状況であるが、大型案件の取扱までには至っていない。一方、国内旅行は個人が堅調に伸びており、団体は小グループの取扱が増加しているが、大型案件は依然として鈍化傾向が続いている。３か月前と比較すると海外、国内共に小グループの取扱増加により、やや良くなっている。
,,○,旅行代理店（従業員）,販売量の動き,・夏季商戦終了後、例年であれば一時的に販売が落ち込むが、今期は９月と10月の３連休及び10月以降の紅葉需要が早々に活発になっている。
,,○,通信会社（社会貢献担当）,来客数の動き,・夏休みによる来客数の増加がみられ、端末販売の動きも前月よりは増加傾向にある。また、出張販売も積極的に行っており、販売も拡大している。
,,○,観光名所（職員）,来客数の動き,・団体、個人客の予約数は前年を若干上回っているが、予約なしで訪れる客は非常に多くなっている。土日の来客数は夏休み期間が終わった後も増えている。
,,○,美容室（経営者）,単価の動き,・今までカットだけであった客がパーマやカラーをすることが多くなっている。人と会う機会が増えて、少しおしゃれをしようという意識が高まったとみている。
,,○,美容室（経営者）,来客数の動き,・暇な日が続いていた３か月前よりは少し客が増えている。
,,○,その他サービス［自動車整備業］（経営者）,単価の動き,・売上、販売単価共に高水準を維持しており、景気が良くなっている。
,,○,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は気温の上昇に伴いエアコン工事が増えている。リフォームは屋根外壁の塗装と省エネ住宅などの助成金制度を活用した増改築の工事が増えている。
,,□,商店街（代表者）,お客様の様子,・猛暑、物価上昇、新型コロナウイルス感染症が、客の動きを再び鈍くさせている。
,,□,一般小売店［医薬品］（経営者）,単価の動き,・来客数が減って低単価商品の売行きが落ちている反面、高単価商品のまとめ買いが増えている。この先も値上がりが予想されるため、特に高単価商品のまとめ買いをしているものとみている。
,,□,一般小売店［寝具］（経営者）,販売量の動き,・猛暑のなか夏物が出るかと思ったがそうでもない。粗利の高い仕立ても全く動いていない。
,,□,百貨店（売場担当）,お客様の様子,・前月からの猛暑の影響で前半は苦戦したが、徐々に回復している。夏物や再値下げしたセール品の消化が進んでいる。
,,□,スーパー（経営者）,単価の動き,・８月の１品単価は前年比約８％上昇している。買上点数は変わらず前年割れで推移している。来客数はほぼ前年並みで下げ止まっているが、2019年比では約10％低下している。実質はまだ良くないが売上は前年を超えている。消費環境は依然厳しい状況が続いている。
,,□,スーパー（店長）,お客様の様子,・お盆の帰省時期の来客数は新型コロナウイルス感染症発生前までは戻っていないが、前年比では大きく増加している。高価な食べもの、高単価商品、手土産の売上が伸長している。高温が続いているため、涼味商材や総菜、即食性の高い商品の需要も顕著である。
,,□,スーパー（店長）,来客数の動き,・来客数が前月を下回る状況が続いている。
,,□,スーパー（商品担当）,販売量の動き,・販売数量の前期割れが主力商品の共通課題となっている。値上げによる買い控えが消費低迷に現れている。
,,□,コンビニ（経営者）,販売量の動き,・販売価格が上がっているため買上点数は少なくなっているが売上は変わっていない。田舎では物価は上がっても給料は上がっていないため、客の財布のひもは固くなっている。
,,□,コンビニ（経営者）,それ以外,・新型コロナウイルス感染症が落ち着き、売上は上がっていると本部は言うが、上がっているのは値上げの部分が多く、加盟店は利益が減り続けている。猛暑のため、今月の電気代も非常に厳しい。
,,□,コンビニ（経営者）,来客数の動き,・人の動きは良くなっているが来客数が増えない。しかし、商品の値上げにより売上は前年比微増となっている。
,,□,コンビニ（エリア担当）,単価の動き,・気温の上昇が続いているため売上は好調だが、それ以上に公共料金やガソリン代等、経費負担が増している。売上増加が利益に結び付いていない。
,,□,コンビニ（店長）,単価の動き,・天候が良く売上はまずまずである。30～40代の子育て家庭は限られた予算のなかでどうにか買物をしている雰囲気がある。一方で、年配者はそれほど単価にこだわらずに買物をしている。２極化が進んでいるという実感がある。
,,□,衣料品専門店（経営者）,販売量の動き,・夏祭りは人出が多く、土産品や県産品の売上が増加している。祭り用品の販売も好調に推移している。記録的な暑さで警備会社や工事関連の企業に空調服がよく売れている。
,,□,衣料品専門店（店長）,お客様の様子,・ビジネス、旅行、レジャー用途といったモチベーションと連動したニーズは徐々に回復しているが、ふだん着の需要は安定していない。
,,□,衣料品専門店（店長）,単価の動き,・来客数は前年を大幅に上回っているが、単価は低下している。
,,□,衣料品専門店（総務担当）,単価の動き,・売上は前年比109％、来客数同100％、客単価同108％である。単価は上昇したが来客数は増加していない。
,,□,家電量販店（従業員）,販売量の動き,・猛暑によりエアコンなど季節商材は好調だが、テレビや冷蔵庫などの単価が下がっている。ガソリン価格や電気料金の値上がりなどにより、客の節約志向が強くなっている。
,,□,乗用車販売店（従業員）,販売量の動き,・新規来客数は変わらず、販売量も動きがない。
,,□,自動車備品販売店（経営者）,お客様の様子,・猛暑の影響を受けて一部業種に繁忙の様子がみられる。客の話では、エアコンの取付けは例年だとお盆を過ぎると件数が大きく減るが、８月末でもまだ忙しいとのことである。また、夕飯等で火を使いたくない人が多く、総菜の売行きが良いという話も聞く。
,,□,住関連専門店（インテリアコーディネーター）,販売量の動き,・客によって購買意欲に大きな差がある。
,,□,その他専門店［食品］（経営者）,販売量の動き,・客足は確実に戻ってきている。しかし、物価上昇のあおりを受け販売数量が伸びない。
,,□,その他専門店［靴］（従業員）,販売量の動き,・販売量は前年よりは良いものの、新型コロナウイルス感染症発生前には届いていない。物価高騰で客の財布のひもは固い。
,,□,高級レストラン（経営者）,お客様の様子,・原材料価格の高騰に対して売上は増えていない。景気は良いとはいえない。
,,□,一般レストラン（経営者）,来客数の動き,・大変暑い日が続いており、観光客もある程度は来ているが期待したほどではなく、来客数が多かったり少なかったりの状況が続いている。
,,□,一般レストラン（経営者）,来客数の動き,・来客数はお盆休みもあったため７月と比べてやや悪い。会社関係の宴会が若干増えたが、ここに来てまた客足が鈍っている。
,,□,観光型旅館（経営者）,来客数の動き,・新型コロナウイルス感染症の分類が５類感染症になり行動はしやすくなっている。しかし、物価上昇の影響でやや手控え感もみられる。
,,□,タクシー運転手,来客数の動き,・夏祭りやお盆休みで宿泊施設はほぼ満室になっており、タクシーの利用者も多くなっている。
,,□,通信会社（営業担当）,お客様の様子,・景況感は良いとも悪いともいえない状況が続いている。物価高騰により客は店を選んで買物をしており、百貨店、専門店の売上が低迷している。
,,□,通信会社（営業担当）,販売量の動き,・販売量に大きな変動はみられない。
,,□,通信会社（営業担当）,お客様の様子,・客の設備投資意欲に変化はみられない。
,,□,美容室（経営者）,来客数の動き,・ここ数か月、再来店率が前年比94％前後で推移しており変化はない。
