,,▲,旅行代理店（従業員）,来客数の動き,・繁忙期である夏季の国内線航空需要はコロナ禍前の2019年比で96％となっており、ほぼ回復している。一方、10月以降の生活需要は、夏休みなどで多くの人が久しぶりに帰省したことの反動もあって、一旦落ち着いている。また、コロナ禍におけるＷｅｂ会議の浸透で会議などのビジネス需要の一部が消失しており、観光閑散期を迎えてその影響が出てくることも懸念される。
,,▲,旅行代理店（従業員）,来客数の動き,・新型コロナウイルス感染症が５類に移行して初めてのオフシーズンであり、全国旅行支援の効果によって一時的に国内旅行ニーズが増加した反動もみられることから、景気はやや悪くなっている。
,,▲,タクシー運転手,来客数の動き,・10月は例年よりも暖かい日が多く、雨の日も少なかったため、タクシーの利用が前年よりも減少している。稼働しているタクシー１台当たりの売上は前年比マイナス５％であった。また、乗務員不足の影響で稼働台数が前年から10％減っているものの、５月末にタクシー運賃を約15％値上げしたこともあって、全体の売上は前年並みであった。
,,▲,タクシー運転手,来客数の動き,・観光客のオーダーはそれほどでもなく、イベント関係の予約もやや減少している。一般客の利用状況も余り伸びがみられなかった。
,,▲,通信会社（企画担当）,それ以外,・店舗の閉店が増加していることで、既存店舗への来客数が増えているものの、スタッフ減少による人手不足もあって、来店客への対応で一杯一杯になっており、客への営業を十分に行えない状況が続いている。全体的な販売量は減少している。
,,▲,通信会社（エリア担当）,それ以外,・代理店手数料の減額により、景気はやや悪くなっている。
,,▲,美容室（経営者）,お客様の様子,・出費の多くなる冬に備えて、消費が落ち込む時期であり、当店の売上にも影響が出ている。特に灯油の価格高騰は影響が大きく、客の消費マインドは冷えこんでいる。
,,▲,美容室（経営者）,来客数の動き,・物価高が影響して景気はやや悪くなっている。
,,▲,住宅販売会社（経営者）,販売量の動き,・建売住宅も土地も売れ残っていて、住宅メーカーの在庫がどんどん増えている。価格は相変わらず高止まりしているため、いつか値崩れが起きるのではないかと懸念している。
,,▲,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを来訪する客の人数に大きな変化はみられないが、客の様子が変化しており、以前よりも客の２極化が進んでいる。
,,×,一般小売店（経営者）,来客数の動き,・来客数、売上共、前月と比べて大幅に減少している。
,,×,タクシー運転手,販売量の動き,・物価高騰の影響により消費者の倹約志向が強まっている。企業も同様であり、交通費や交際費が削減されている。このため、タクシーの利用は減少している。
"企業
動向
関連

(北海道)",,◎,－,－,－
,,○,金融業（従業員）,取引先の様子,・仕入価格上昇分の価格転嫁が進み、利益を確保できているという声が多くなっている。人手不足に対応するための機械化など、省力化投資を行うという声も聞かれる。
,,○,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・引き続き売上の前年比が１けた台の伸びを示している。
,,○,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・世界的なインフレなどの不確定要素はあるものの、国内の建設需要は公共、民間共、堅調であり、取引量も増加傾向にある。
,,□,食料品製造業（従業員）,受注量や販売量の動き,・受注量は３か月前と変わっておらず、前年を下回っている。
,,□,建設業（役員）,受注量や販売量の動き,・工事の追い込み時期に入り、各現場では工事が順調に進捗している。ただし、建設コストの高止まりに伴う、発注者の増額対応余地は乏しく、設計変更や追加工事による利益の上積みを確保できていない。完成工事高が年度計画を上回るのは確実であるが、利益が計画を下回っている状況に変わりはない。
,,□,輸送業（営業担当）,受注量や販売量の動き,・冷蔵倉庫における電気料金について、値上げ幅が当初計画よりも低めで推移しており、コスト減少につながっている。バターの保管量も微減程度に抑えられている。ただし、飲料、紙パルプ関連に伸びがみられない。トレーラー輸送全体でみると、前年比で５％以上の減少が続いている。
,,□,輸送業（支店長）,受注量や販売量の動き,・秋の収穫時期にもかかわらず、輸出関連を中心に、農産物、水産物の輸送量が増えてこない状況にある。
,,□,通信業（営業担当）,受注量や販売量の動き,・販売量と今後の想定需要量が堅調に推移している。
,,□,広告代理店（従業員）,受注量や販売量の動き,・広告の発注量に大きな動きがみられないため、景気は変わらない。
,,□,司法書士,取引先の様子,・物価の上昇、円安が続いていることもあって、建築材料は価格が以前の1.5倍に迫るなど、大幅に上昇しており、住宅着工数もなかなか増加してこない。外国人観光客は増加傾向にあるが、これだけで景気が回復するとは考えにくい。全体的にみると、景気が上向くような要因はなく、現状維持が精一杯の状況である。
,,□,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・売上は３か月前の予測を上回っているものの、販売量は前年実績を下回っている。このため、前年と比べて芳しくない状況にある。
,,▲,農林水産業（経営者）,受注量や販売量の動き,・青果物において、猛暑の影響が拡大している。また、鮮度保持剤メーカー各社の販売成績が落ち込んでいるとの情報もあることから、景気はやや悪くなっている。観光関連の業況はインバウンドの入込が増加していることもあって、回復傾向にあるが、人手不足や原材料価格高騰の影響が引き続きみられることがマイナスとなっている。
,,▲,金属製品製造業（従業員）,受注量や販売量の動き,・新築戸建て住宅の着工戸数について、前年比で10％以上の落ち込みが続いている。今後の回復の兆しもみられない状況にある。
,,▲,建設業（従業員）,受注量や販売量の動き,・技術者不足で施工できない案件が増えており、設計案件が減少している。
,,▲,司法書士,受注量や販売量の動き,・前年からの傾向ではあるが、毎月の受注量が徐々に減少している。好調だった建売住宅も月を追うごとに売行きが減少している。過疎化や高齢化による地域の衰退が原因と考えられ、景気はやや悪くなっている。これから冬期間に入るため、今後の受注量はますます減少することになる。
,,▲,その他サービス業［ソフトウェア開発］（経営者）,受注量や販売量の動き,・下期に入り、受注量がやや減っている。
,,×,－,－,－
"雇用
関連

(北海道)",,◎,－,－,－
,,○,＊,＊,＊
,,□,人材派遣会社（社員）,求職者数の動き,・求人数は堅調に増加しているが、登録者数が増えてこない。例年この時期は年末のボーナスを控えていることもあって、年明けの転職を考える人が増える傾向にあるが、Ｗｅｂサイトの求人数が増えていることもあって、転職しようと思えばいつでもできるといった慢心が求職者にあるようにもみえる。求人ニーズが強いことから、コロナ禍が落ち着き、景気が上向いているとみられるが、求人企業の採用基準が下がっているわけではないため、求職者にとっては引き続き厳しい状況にある。
,,□,求人情報誌製作会社（編集者）,採用者数の動き,・労働力人口が減少していることもあって、中途採用市場において、職種や業種を問わず応募者が減少している。また、応募者がいたとしても、スキルやキャリアでのミスマッチが生じている。これらのことから、景気は現状維持での推移となっている。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・Ｗｅｂ上のデータを見る限り、求人件数は増加しているが、企業数でみると減少している。一方、求職者の動きをみると、人気のある業界や職種に応募者数が集中する傾向がみられる。また、リアルイベントへの参加者が増加傾向にあることから、人が動き始めている状況がうかがえる。
,,□,求人情報誌製作会社（編集者）,求人数の動き,・毎日のように観光客を見掛けるようになっているものの、各業界の求人動向や求人件数などについて、３か月前と大きな変化はみられない。
,,□,求人情報誌製作会社（編集者）,周辺企業の様子,・個人客向けの業種において、動きがやや停滞している。
,,□,職業安定所（職員）,それ以外,・原材料、燃料費、日用品などの価格高騰が続いている一方で、それを上回るような賃上げがみられない。実質賃金の目減りが続いている。
,,□,職業安定所（職員）,求職者数の動き,・９月の新規求職者数は前年から1.4％の減少、有効求職者数は前年から1.2％の増加となっており、いずれもほぼ横ばいでの推移であった。新規求人数は前年から18.6％の減少と８か月連続での減少となったが、業況堅調な企業からは引き続き求人が公開されている。
,,□,職業安定所（職員）,求人数の動き,・当地における９月の有効求人倍率は0.90倍であり、３か月前との比較では0.02ポイントの上昇となった。
,,▲,－,－,－
,,×,＊,＊,＊
,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(東北)",,◎,都市型ホテル（スタッフ）,単価の動き,・学会が多く開催されており、外国人客の利用も多くなっている。
,,○,一般小売店［医薬品］（経営者）,単価の動き,・今月は化粧品の動きが良い。ヘルスケア商品も抗原検査キットは少し下火になっているものの通常の商品がよく動いており、客単価が良くなっている。
,,○,一般小売店［寝具］（経営者）,販売量の動き,・10月に入り、ようやく商品が動き出している。
,,○,一般小売店［雑貨］（経営者）,販売量の動き,・朝晩の冷えこみが例年以上であり、冬物衣料の出だしが早まっている。また、物価上昇対策として、当市の地域通貨を全市民に配付したことも販売量上積みの一因になっている。
,,○,スーパー（経営者）,単価の動き,・価格改定品目が増えたこともあり、平均１品単価は前年比108％強まで上昇している。買上点数と来客数はほぼ前年並みのため、売上は前年よりもやや伸びている。価格転嫁で売上を稼いだ形である。
,,○,スーパー（店長）,販売量の動き,・買上点数は下がっているが、１品単価の上昇で客単価が前年を超えている。売上は前年を超えており、景気はやや良い状況にある。
,,○,コンビニ（経営者）,来客数の動き,・近隣ホテル利用客の夜間における来店が増加している。外国人旅行客の来店も増えている。土日の来客数も増加傾向にあり、全体を押し上げている。
,,○,コンビニ（エリア担当）,来客数の動き,・住宅地等、立地によっては来客数の伸長がみられる。
,,○,衣料品専門店（経営者）,お客様の様子,・法人関係では防寒着の売上が好調である。特に洋上風力発電関連の企業や警備会社、工事関連が順調である。しかし、仕入価格の上昇が続いており、利益が減少している。
,,○,家電量販店（従業員）,単価の動き,・観光需要の増加が景気全体を押し上げている印象を受ける。家電製品も単価が上がっており、売上は前年並みである。客も物価が上がっていることを諦めている。買換え需要は底堅い。
,,○,乗用車販売店（従業員）,販売量の動き,・安定的に配車量が増えており、収益が上がっている。
,,○,乗用車販売店（店長）,来客数の動き,・中古車在庫が安定してきたため、販売台数及び収益が微増している。また、在庫展示が増えてきた影響で、来客数やＷｅｂでの問合せが大幅に増えている。
,,○,観光型旅館（スタッフ）,来客数の動き,・客は団体客を中心に多くなっているが、単価は低い。
,,○,観光名所（職員）,単価の動き,・国内の予約数と振り客の数は変わっていないが、インバウンドが復活し来客数が非常に増えており、客単価もアップしている。数か月先の予約も埋まっている。
,,○,その他サービス［自動車整備業］（経営者）,販売量の動き,・来客数、単価、販売額共に、３年前の水準を超えて完全に回復している。
,,□,商店街（代表者）,来客数の動き,・商店街への来街者数はイベント等の開催により増加しているが、店舗の売上は物価高騰等により若干減少しており、景気は横ばいである。
,,□,商店街（代表者）,販売量の動き,・新型コロナウイルス感染症も５類へ移行し、文化活動が活発になっているが、売上は増えていない。
,,□,一般小売店［酒］（経営者）,販売量の動き,・酒税法改正に伴う値上げによる大きな影響はない。道の駅など観光施設での販売量はインバウンドも含め良い状態が続いている。ただし、飲食店への販売量は、時期的なこともあり良くない。
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・売上は前年比では悪いが３か月前比では変わらず、悪い水準で横ばいとなっている。売上が高額商品に偏っており、幅広い客層のなかの一定の客層を失っている。
,,□,百貨店（経営者）,販売量の動き,・気温の低下とともに雑貨・衣料品を中心に好調に推移している。食料品は生鮮食品などが値上げの影響を受けて販売量が減少している。一部高額商品は値上げがあり駆け込み需要が発生している。
,,□,百貨店（売場担当）,お客様の様子,・気温が下がり秋らしい気候になったことで、ようやく秋物の動きが活発になっている。ただし、重衣料等先物買いは鈍い状況が続いている。
,,□,百貨店（催事担当）,お客様の様子,・県内各地で週末のイベントが復活して人出が分散したため、来客数に多少影響が出ている。しかし、高額品やファッション関連が引き続き好調で、売上は前年をキープし３か月前とほぼ同水準となっている。
,,□,スーパー（店長）,単価の動き,・商品の値上げや野菜価格の高騰などにより１品単価が103％となっている。客単価は上がっているが、買上点数は98％と下がったままである。買物は必要最小限で、お買い得な商品に集中している。
,,□,スーパー（店長）,販売量の動き,・客の購入量は３か月前と変わっていない。
,,□,スーパー（店長）,競争相手の様子,・消費に関しては大きなプラス要因はなく、むしろ控える傾向にある。しかし、値上げのため単価が上がり、売上は若干のプラスになっている。
,,□,スーパー（営業担当）,販売量の動き,・来客数は前年比97.5％と減少している。買上率も96.2％と購買も慎重になっている。
,,□,スーパー（商品担当）,単価の動き,・値上げの影響で商品の単価が上がり、結果的に販売数量は減少したものの、売上は増加している。
,,□,コンビニ（経営者）,来客数の動き,・来客数、客単価共に減少している。価格の高騰が販売量の減少につながっているとみている。
,,□,コンビニ（経営者）,来客数の動き,・人の動きは良くなっているが、来客数が増えていない。
,,□,コンビニ（エリア担当）,来客数の動き,・コロナ禍が明けて来客数が増加している。しかし、公共料金、食品、日用品の値上げにより買い控えが発生し、買上点数、客単価に影響が出ており、売上は伸びていない。
,,□,衣料品専門店（店長）,お客様の様子,・ビジネス、出張、ふだん着の衣替え需要で高単価商品を購入する客が増えているが、来客数の絶対数が少ない状況である。
,,□,衣料品専門店（店長）,来客数の動き,・気温も低下し寒暖差も厳しくなってきたため、10月中旬より販売促進を仕掛けているが、来客数が伸びず前年比90％である。
,,□,衣料品専門店（総務担当）,来客数の動き,・売上と客単価は前年を若干超えているが、来客数と買上点数は前年比93％である。売上が前年を超えているのは、原材料等の高騰によりメーカーからの仕入単価が上がり連動して売価も上がっているためである。
,,□,家電量販店（従業員）,単価の動き,・展示商品が新製品に代わり、一部入替えのためのお買い得品が残っている状況である。新製品は単価が上がるがお買い得品は下がるため、商品単価は３か月前と変わっていない。
,,□,乗用車販売店（従業員）,販売量の動き,・新型車の発表で受注が増えると予想していたが、受注件数が伸び悩んでいる。今後出る新型車も来年２月以降の入庫のため受注は期待できない状況である。
,,□,自動車備品販売店（経営者）,お客様の様子,・秋になっても寒くないためか、例年と違い冬の準備期間に入っていない。
,,□,住関連専門店（経営者）,販売量の動き,・受注生産のため、受注後、納期をもらって製作している。受注が厳しい状況は変わっておらず販売量は減少している。
,,□,住関連専門店（インテリアコーディネーター）,販売量の動き,・客は打合せではいろいろと検討するものの、予算ありきのため注文時には内容が縮小されてしまう。
,,□,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・海外からの観光客がたくさん来ているが、当地ではその恩恵は少なく、良い材料といえるものがない。飲食店には客足が大分戻ってきているものの、制服に金が回るのはもう少し先である。
,,□,その他専門店［食品］（経営者）,販売量の動き,・客は必要最低限のものしか購入しない。当地はインバウンド効果も限定的である。
,,□,その他専門店［靴］（従業員）,販売量の動き,・プレミアム付商品券がスタートしたが、今までと違い売上につながっていない。商品券の使い道を吟味しているためとみている。
,,□,一般レストラン（経営者）,来客数の動き,・７月から９月までは記録的な暑さにより非常に客が少ない状況が続いたため、涼しくなった今月は客の増加を見込んでいたが思ったほどではない。物価高騰により財布のひもが固くなっていることが原因とみている。
,,□,一般レストラン（経営者）,お客様の様子,・今月は来客数が多かったため売上もよいが、客の話を聞くと景気が良くなった雰囲気はない。
,,□,観光型ホテル（スタッフ）,来客数の動き,・今月の売上は目標を達成したが、光熱費の負担増もあり、さほど利益は上がっていない。
,,□,観光型ホテル（スタッフ）,来客数の動き,・全国旅行支援が終わり、物価高などの影響からか予約数が減っている。
,,□,観光型旅館（経営者）,来客数の動き,・季節的に予約状況は良くなっているが、景気が上向いてきているとはいえない。
,,□,都市型ホテル（スタッフ）,来客数の動き,・外国人客が確実に増えているが、日本人客はやや鈍化気味である。
,,□,旅行代理店（従業員）,販売量の動き,・円安と物価高の影響で海外旅行の予約状況に伸びがなく、３か月前とほぼ同水準で推移している。国内旅行もほぼ同じ状況である。
,,□,タクシー運転手,単価の動き,・近距離客が多くなっている。自宅から近くのスーパーまでの買物客の利用が多い。
,,□,タクシー運転手,お客様の様子,・コンサートやイベントの開催に加え、客船の寄港で多くの観光客が当地を訪れている。
,,□,通信会社（経営者）,お客様の様子,・有料放送サービスの契約者数は微増だが、低価格メニューの契約割合が圧倒的に多く、単価は低くなっている。インターネットサービスの加入者数は横ばいで推移している。
,,□,通信会社（営業担当）,お客様の様子,・景気が停滞気味の状況に変化はない。物価の上昇に賃金アップが追い付いておらず、購買意欲が低迷している。
,,□,通信会社（営業担当）,来客数の動き,・客の設備投資意欲に変化はみられない。
,,□,通信会社（営業担当）,お客様の様子,・客の投資意欲は必要最低限の状況に変わりない。
,,□,通信会社（営業担当）,お客様の様子,・景気は低迷したまま変わっていない。
,,□,遊園地（経営者）,来客数の動き,・今月は週末の天候不良が多かったことと、前年は記念イベントがあって好調だったことから、来客数は前年を大きく下回っている。
,,□,競艇場（職員）,来客数の動き,・常連客の来場が目立ち、新規客の利用がほとんどない。客単価も下がっていることから売上が伸びない状況が続いている。
,,□,美容室（経営者）,来客数の動き,・前月は来客数に少し回復の兆しがみえていたが、今月は前年比97％で推移しており、３か月前と同等に戻っている。
,,□,美容室（経営者）,お客様の様子,・猛暑から抜け出し気候は良くなったものの、客は旅行などを控えている。
,,□,設計事務所（経営者）,お客様の様子,・官公庁の発注においては、例年同等の件数が出ているが、新築が大きく減少している。民間においては、一時の資材不足も落ち着き、来年４月からの労務単価や４週９休に伴う工事期間の長期化に間に合うよう設計に着手したいという問合せがある。しかし、現実的には工事発注が間に合わないため、どうするか検討している客が多い。
,,□,住宅販売会社（経営者）,お客様の様子,・戸建て住宅価格が数年前と比べてかなり上昇していることもあり、中古住宅を購入し、そのリフォーム工事をする客が増えている。
,,□,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は、暖房設備の温水ルームヒーターの交換と石油暖房器具の買換えが増えている。リフォームは、省エネ型の住宅リフォーム助成制度の期間終了に伴い、対象の工事が大きく減っている。
,,▲,一般小売店［医薬品］（経営者）,お客様の様子,・昔から選挙のある月は繁華街に人が来なくなるといわれているが、今回も固定客がほとんど立ち寄らず、売上は前年比マイナス10％になっている。
,,▲,百貨店（企画担当）,販売量の動き,・街のイベント効果もあり来客数は微増したが、買上客数は大幅に減少している。非識別顧客の売上も前年割れが続いている。
,,▲,コンビニ（経営者）,単価の動き,・来客数は前年並みに戻りつつあるが客単価が下落している。売上は２％ほど下がっている。今月から人件費がアップしており、利益が減少している。
,,▲,コンビニ（店長）,単価の動き,・買い控えが顕著になっている。
,,▲,コンビニ（店長）,お客様の様子,・来客数、客単価はさほどではないが買上点数が減少している。物価が上昇しているため売上は落ちていないようにみえる。客は満足していない様子である。
,,▲,衣料品専門店（経営者）,来客数の動き,・会食や旅行などができるようになったが、来客数は期待したほど増えていない。コロナ禍で買物を控えることに慣れたことと、物価高が影響しているとみている。
,,▲,衣料品専門店（店長）,販売量の動き,・衣替えで、今まではスーツだったものがジャケットや軽く羽織れるビジネスカジュアルに変わっている。来客数は変わらず、単価が上がりにくい商品に購買が移っている。
,,▲,乗用車販売店（従業員）,販売量の動き,・大雨の影響による受注がなくなっている。
,,▲,その他専門店［酒］（経営者）,単価の動き,・都市部向けの商材は回復しているが、地元を含めた地方は緩やかに回復しているものの、値上げの影響がじわじわ出てきている。商品や業者によって良しあしがはっきり分かれている。
,,▲,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・３か月前と比べて移動需要が減ったことにより、前年割れの水準に戻っている。
,,▲,一般レストラン（経営者）,来客数の動き,・２～３か月前と比べて予約数が少なく、大人数の宴会はない。４～５人の宴会はやや増えているが、２～３か月前よりは若干少ない。
,,▲,通信会社（営業担当）,単価の動き,・相次ぐ物価の再値上げや原油価格の高騰で消費者の支出負担が増加しており、その影響で景気が悪くなっている。
,,▲,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・来場組数が前年同月比約80％で推移している。
,,×,スーパー（経営者）,お客様の様子,・10月にも食料品を始め様々な値上げがあり、消費者の買い控えや節約志向は更に強まっている。
,,×,コンビニ（経営者）,販売量の動き,・商品の値上がりが客に影響を与えている。客は目的買いだけで衝動買いはかなり減っており、売上に相当響いている。
,,×,コンビニ（経営者）,それ以外,・最低賃金の引上げによって、経営状況がより厳しくなっている。さらに、電気代の高騰が収まらない。他地域に比べて電気料金が高く、経営を圧迫している。
,,×,衣料品専門店（経営者）,来客数の動き,・来客数は過去に類を見ないほど減少している。
,,×,その他小売［ショッピングセンター］（統括）,それ以外,・７月は新型コロナウイルス感染症発生前の2018年比で売上102％、来客数100％であった。今月は同じく2018年比で売上95％、来客数89％となっており、３か月前を下回っている。なお、９月は2018年比で売上101％、来客数91％と、売上は維持できている。10月に入り来客数の減少が顕著になっている。
,,×,一般レストラン（経営者）,お客様の様子,・法人や団体、組合の利用はあるが、振り客は日に日に少なくなっている。生活費の増加に収入が追い付いていないことが背景にあるとみている。特に夜の外食は家計に余裕がないと出てこない。
"企業
動向
関連

(東北)",,◎,－,－,－
