,,□,通信会社（エリア担当）,それ以外,・通信キャリアの政策が影響し、景気は横ばいでの推移となっている。,
,,□,美容室（経営者）,販売量の動き,・ここ３か月、売上は前年をやや下回っているものの、安定して推移している。,
,,□,住宅販売会社（経営者）,販売量の動き,・木造住宅が引き続き低調に推移しており、売上が増えてこない状況にある。木材や建材の価格もそれほど下がっているわけではない。,
,,□,住宅販売会社（経営者）,お客様の様子,・分譲マンションのモデルルームを来訪する客の購入意欲は余り変わっていないものの、以前よりも価格に敏感になっている。当然のことだが、金利の動向を気にしている客も多い。,
,,▲,商店街（代表者）,来客数の動き,・土産店、ホテル、夜型飲食店については、低調ながらも回復傾向にあるが、その他の物販については厳しい状況が続いている。特に衣料品店や装飾品店などは物価高の影響もあって、客の買い控えが浸透しており、他業種が少しずつ回復に向かっているなかにあっても、やや悪い状態から抜け出せないでいる。全体的に、景気は３か月前と比べて悪くなっている。,
,,▲,商店街（代表者）,単価の動き,・最近の値上げに伴って、来客数に影響が出ている。燃料価格が高騰していることもマイナスである。,
,,▲,一般小売店（経営者）,販売量の動き,・売上、来客数共に、減少傾向にある。先行きが不透明になってきている。,
,,▲,スーパー（店長）,競争相手の様子,・10月からの値上げを前にして駆け込み需要がみられたが、10月に入ると同時に需要が落ち込むとみられるため、全体的に景気はやや悪い状況にある。,
,,▲,スーパー（企画担当）,来客数の動き,・８月と比べると、９月は客の動きが鈍い。夏の観光シーズンが終盤を迎えたことも一因ではあるが、10月からのメーカー値上げやエネルギーコストの上昇が客足を鈍らせている。,
,,▲,コンビニ（エリア担当）,お客様の様子,・物価高騰が収まらないなか、おにぎりや弁当などの主食商品について、客が価格を気にしながら購入している。また、キャンペーン商品や値引き商品に対する客の反応が以前よりも良くなっていることも、客が価格に対して敏感に反応している現れである。客単価も下がりつつある。,
,,▲,住関連専門店（役員）,販売量の動き,・気温が高めに推移していることから、秋冬物商材を買い求める客が例年と比べて少ない。また、様々な商品の価格が上昇していることで、購入を必要最低限にとどめる様子もみられる。,
,,▲,その他専門店［造花］（店長）,お客様の様子,・商材の値上げに伴って、卸売店と小売店のいずれも客の購買意欲が低下している。季節商材にも影響が出ている。,
,,▲,観光型ホテル（経営者）,来客数の動き,・秋の紅葉シーズンに入ったものの、国内客の動きが鈍い。特に団体客はバス不足の影響もあって、催行が減少している。,
,,▲,旅行代理店（従業員）,販売量の動き,・問合せ件数や来客数はそれほど悪くないものの、成約数が減少傾向にある。ホテルの宿泊料金や交通費が高騰していることが要因とみられる。,
,,▲,旅行代理店（従業員）,販売量の動き,・８月と同様の状況が続いている。特に海外旅行については、物価高、円安、燃油サーチャージ高騰の影響で旅行料金が大幅に上昇している。客は、コロナ禍前の価格水準をイメージしていることが多いため、見積りを提出した時点で旅行を見送ることになる。こうした状況が続く限り、海外旅行の増売は困難である。,
,,▲,通信会社（エリア担当）,それ以外,・通信事業者の代理店政策が大きく影響しており、景気はやや悪い状態にある。,
,,▲,美容室（経営者）,単価の動き,・買い控えを公言する客の声をよく聞くようになった。,
,,×,衣料品専門店（経営者）,来客数の動き,・秋になっても猛暑が続いているため、景気は悪くなっている。,
,,×,タクシー運転手,販売量の動き,・夏のイベントなどが終了したことで人出が一段落している。また、通常時の生活に戻っていることで、消費マインドも低下している。,
"企業
動向
関連

(北海道)",,◎,＊,＊,＊,
,,○,農林水産業（経営者）,受注量や販売量の動き,・果実の収穫が始まったこともあって、景気はやや上向いている。ただし、猛暑の影響で果実の収穫量が例年よりも少なくなっている。,
,,○,食料品製造業（従業員）,受注量や販売量の動き,・９月の販売量は前年比マイナス21％であったが、３か月前の６月の販売量は前年比マイナス36％であったことから、景気はやや良くなっている。,
,,○,通信業（営業担当）,取引先の様子,・取引先全般から、業務繁忙、人手不足との声を聞く機会が増えている。,
,,○,金融業（従業員）,取引先の様子,・卸売・小売業、ホテル・旅館業、旅客運輸業、食品製造業など、個人消費関連業種や観光関連業種において、売上、利益共に改善しているとの声を聞く機会が増えている。また、原材料価格の上昇を懸念する声が減っていることから、価格転嫁が進んでいる様子もうかがえる。ただし、人手不足や賃上げによる人件費増加を懸念する声が増えている。,
,,○,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・売上は引き続き前年から微増している。都市部を中心に、民間建設投資が旺盛であり、こうした状況はしばらく続くことになる。,
,,○,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・国内の建設投資についてみると、公共投資、民間設備投資共、堅調なことから、景気はやや良くなっている。,
,,□,食料品製造業（従業員）,受注量や販売量の動き,・売上は３か月前と比べて変わっておらず、景気の悪い状況が続いている。,
,,□,建設業（役員）,受注量や販売量の動き,・これまで、おおむね天候に恵まれていることもあって、各現場の工事進捗に遅れはみられない。完成工事高が計画を上回るペースで積み上がっている状況にも変化はみられない。,
,,□,輸送業（従業員）,受注量や販売量の動き,・売上が前年から数％減少しているが、売上の減少幅以上に取扱量が減少していることから、回復傾向にはないものとみられる。販売価格が上昇していることで予算を達成している企業もみられたが、予算を下方修正していることも要因とみられるため、景気は変わっていない。,
,,□,輸送業（営業担当）,受注量や販売量の動き,・本州において、異常なほどの猛暑が続いていることから、飲料関連の荷動きが見込みほど伸びていない。紙・パルプ、生乳も停滞している。一部の雑貨に動きはみられるものの、ベースカーゴの動きが鈍いことから、トレーラーの回転が悪く、コストアップにつながっている。一方、バターの保管量は極端には減っておらず、底堅く推移している。例年と比べると、全体的にトレーラー貨物の取扱量が減少している。,
,,□,輸送業（支店長）,受注量や販売量の動き,・夏場から全体的に貨物量が減っており、悪いまま変わらない。,
,,▲,建設業（従業員）,受注量や販売量の動き,・建設業においては、単価上昇のほか、施工者不足もマイナス要因となっている。施工できる案件が限定されることで、建設を見送る状況も発生しており、案件の見送りが増加している。,
,,▲,広告代理店（従業員）,受注価格や販売価格の動き,・人件費などが上昇しているものの、広告費に転嫁しづらい状況にあり、景気はやや悪くなっている。,
,,▲,司法書士,取引先の様子,・物価の高騰に伴う建築材料の値上げ、大工の人材不足などが重なり、住宅新築の費用がコロナ禍前の1.5倍以上になっていることで、新築着工数が減少している。タワマンなどのマンションについても、投機用としてはそれなりに売れているが、一般の人には手が出ない状況となっている。これから冬を迎える北国においては、灯油、電気、ガソリンなどの出費が重くのしかかってくることになるため、景気が良くなることはない。,
,,▲,司法書士,受注価格や販売価格の動き,・建築関連においては、資材価格の高騰や円安の影響により建築費用が上がっており、それを負担するために、下請や関連企業への支払額、賃金が抑制されている。さらに、原油価格の高騰、猛暑の影響による食品の値上げなどもあって、悪循環が続いており、景気はますます悪化している。,
,,▲,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・忙しくなる時期になっているが、ベース商材となる消耗品などの動きが悪い状況から抜け出せていない。,
,,×,＊,＊,＊,
"雇用
関連

(北海道)",,◎,－,－,－,
,,○,人材派遣会社（社員）,求職者数の動き,・求人数は３か月前よりも減少しているが、業績が良く、人がいれば更に業績を伸ばすことができると捉えている企業からの問合せが増えている。新型コロナウイルス感染症の影響が落ち着いていることで、企業の売上が伸びていることがうかがえる。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・若年労働力の不足が徐々に顕在化している。特に中小零細企業における求職者のエントリー件数が減ってきている。また、シニア層の雇用にもミスマッチが増えつつあり、しばらくは現状のまま推移することになる。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・人手不足と物価高が連日報道されていることで、人材を欲しくても採用できないというイメージや人件費を掛けることへの経営面での不安が強まっており、採用意欲の減退につながっている。Ｗｅｂ上では求人件数が増えているように見えるが、実際は前年よりも求人数が減っている。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・観光客の増加などもあって、経済活動が順調に回復しているようにみられるものの、飲食、小売、宿泊、その他サービス業など、関連する業界の求人数は横ばいで推移している。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・当地の主要産業の１つである介護業界において、人手不足によるサービス休止、施設廃止などの事例がみられるようになってきた。,
,,□,職業安定所（職員）,それ以外,・様々な商材の値上げが止まらず、賃金の上昇もそれに追い付いていない。実質賃金が目減りしているため、雇用環境は厳しいまま変わらない。,
,,□,職業安定所（職員）,求職者数の動き,・８月の新規求職者数が前年比6.1％増加と２か月ぶりに増加したなか、有効求職者数も１年１か月ぶりに増加している。また、新規求人数は前年比21.9％減少と７か月連続で減少しているものの、業況堅調な企業からは引き続き求人が公開されている。,
,,□,職業安定所（職員）,求人数の動き,・当地における８月の有効求人倍率は0.90倍であり、３か月前との比較では0.02ポイントの上昇となっている。,
,,□,学校［大学］（就職担当）,求職者数の動き,・来春新卒者の就活はおおむね終了しているなか、追加募集に対して、景気が上向きの年は反応する学生が一定数みられるが、今年はそうした傾向がほとんどみられない。また、学生との会話から、親の経済状況が芳しくなく、仕送り額が２～３年前より減少しているとの話を聞く。一般市民の目線からは、景気の良さを感じられない。,
,,▲,＊,＊,＊,
,,×,－,－,－,
,,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(東北)",,◎,衣料品専門店（店長）,来客数の動き,・予想外に暑い日が続いたためサマーフォーマル、半袖シャツ、サマースーツ等の夏物ニーズがあり、９月に入っても売上が好調に推移している。,
,,◎,乗用車販売店（従業員）,販売量の動き,・今月も大雨で水没した車があり、代替する車が何台かあったため、良くなっている。,
,,◎,その他サービス［自動車整備業］（経営者）,販売量の動き,・秋に入っても好調が続いている。販売価格の値上げができているため、仕入価格や人件費の上昇をカバーできている。,
,,○,商店街（代表者）,来客数の動き,・秋祭りが４年ぶりに通常開催となり、山車、みこしが繰り出され、街中が活気であふれ人出が多くなっている。,
,,○,一般小売店［酒］（経営者）,販売量の動き,・今年は残暑が厳しかったこともあり、今月に入っても飲食店への販売量、特に生ビールが好調である。また、祭りやイベント等も規制がない状態での開催となり、県内外から多くの人が訪れ、にぎわいをみせている。,
,,○,スーパー（店長）,販売量の動き,・買上点数が減少しているが１品単価が上がっており、客単価が前年を超えている。消費は若干良くなっている。,
,,○,スーパー（店長）,単価の動き,・高価格の商品や大入り商品が売れており、客単価が上がっている。,
,,○,スーパー（店長）,販売量の動き,・来客数の増加や値上げによる単価上昇により、売上は上向いている。,
,,○,コンビニ（経営者）,来客数の動き,・相変わらず人の動きは良い。近隣のホテルの宿泊客が週末に来店しており、販売も順調に推移している。,
,,○,コンビニ（経営者）,来客数の動き,・今月に限ったことだが、大きい祭りが開催されたことで利益を出すことができている。,
,,○,コンビニ（エリア担当）,販売量の動き,・高温の影響で売上は上がっていたが、気温が落ち着くとともに売上は伸び悩んでいる。,
,,○,衣料品専門店（経営者）,販売量の動き,・作業服等の売上が順調で特に暑さ対策の空調服がよく売れている。また、観光客が来るようになり土産品が売れている。,
,,○,乗用車販売店（従業員）,販売量の動き,・夏のイベントも通常どおり開催され、飲食店にも客足が少し戻っているとの話を聞く。当社でも来客数が増加傾向にあり、販売量も前年比130％で推移している。,
,,○,乗用車販売店（従業員）,販売量の動き,・配車量が増え、収益が上がっている。,
,,○,乗用車販売店（店長）,販売量の動き,・来客数、新車受注数共に前年超えの状態が続いている。また、県内法人からの商談件数が増えている。,
,,○,一般レストラン（経営者）,来客数の動き,・来客数はコロナ禍の頃よりはかなり多くなっているが、日によって差があり、新型コロナウイルス感染症発生前のようには安定していない。大人数の予約が若干増えている。,
,,○,観光型ホテル（スタッフ）,来客数の動き,・当県の全国旅行支援が今月末まで延長になったことから、来客数が多くなっている。,
,,○,観光型旅館（経営者）,来客数の動き,・閑散期であるが、売上は例年と比べて微増である。,
,,○,都市型ホテル（スタッフ）,来客数の動き,・来客数は新型コロナウイルス感染症発生前の2019年と同レベルであり、売上も予算を達成している。,
,,○,旅行代理店（従業員）,販売量の動き,・販売量は前年と同等であるが、人の動きが活発になり問合せも多くなっている。,
,,○,通信会社（社会貢献担当）,販売量の動き,・９月は新機種の発売があり、来客数及び販売数の増加がみられる。,
,,○,美容室（経営者）,来客数の動き,・客の再来店率が前年比97％で、僅かながら回復の兆しがみえてきている。,
,,○,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は残暑が続きエアコン工事が伸びている。リフォームは補助金制度の対象となっている断熱工事が特に増えている。,
,,□,商店街（代表者）,販売量の動き,・街の中心部の人出は増えているが、売上に反映されていない。,
,,□,一般小売店［医薬品］（経営者）,販売量の動き,・多少の上がり下がりはあるものの、良い方向に向かっている状況に変わりはない。,
,,□,一般小売店［寝具］（経営者）,販売量の動き,・相変わらず商品の動きが鈍い。,
,,□,百貨店（売場担当）,お客様の様子,・秋物の商材は、猛暑が続き購買につながらなかった。月末にようやく気温が下がり、薄手のものから稼働し始めている。,
,,□,百貨店（催事担当）,販売量の動き,・時計、宝飾品といった高額品の売上が伸びたものの、残暑の影響で秋物衣料の立ち上がりが苦戦したほか、食料品も値上げの影響等で伸び悩んでいる。,
,,□,スーパー（経営者）,単価の動き,・９月の１品単価は前年比で伸びがやや落ち着き６％台になっている。買上点数は前年より５％強落ち込んでいる。来客数は前年並みで、売上は前月に続き前年をクリアしている。しかし、原価上昇分を販売価格に転嫁したことや厳しい暑さが続いたことにより来客数が伸びず、依然として消費環境は厳しい状況が続いている。,
,,□,スーパー（店長）,お客様の様子,・来客数は回復傾向にある。しかし、客は販売促進の強化時や割引品の購入などに集中している。値上げに対する意識が非常に高く、生活防衛意識は高いままである。単価が高いため売上は上がっているが利益率は低下している。,
,,□,スーパー（営業担当）,来客数の動き,・来客数の前年割れに変化はなく前年比96.3％である。買上点数も前年を割っている。いろいろなものが値上がりしているため、客は購買に慎重になっている。,
,,□,スーパー（商品担当）,来客数の動き,・３か月前と比較すると来客数が回復傾向にあるが、全体的には変わらない。,
,,□,コンビニ（経営者）,来客数の動き,・人の動きは良くなっているが、来客数が増えない。,
,,□,コンビニ（エリア担当）,お客様の様子,・記録的な猛暑により、売上は前年と比べて大きく改善している。しかし、公共料金の値上げが続き、配送に係る燃料費も非常に高くなっているため、利益は前年と大きくは変わっていない。,
,,□,コンビニ（店長）,単価の動き,・来客数は外国人が来店しているため大分改善しているが、客単価が下がっている。特にたばこは単価の低い商品への切替えがみられ、夏辺りから売上が前年を割る状況になっている。客は少しでも価格の安い物を探して買物をしている。,
,,□,衣料品専門店（店長）,お客様の様子,・ビジネス関連商品の衣替え需要が高まっていない。また、ふだん着需要においても単価が稼げる商品の動きが鈍くなっている。,
,,□,衣料品専門店（店長）,販売量の動き,・今月はブライダル需要が回復し売上が伸長しているが、ビジネス需要が猛暑により低迷しているため、トータルでは前年並みとなっている。,
,,□,衣料品専門店（総務担当）,販売量の動き,・客単価は若干上昇しているが買上点数が落ちている。また、暑い日が続いており秋物新商品の動きが悪い。,
,,□,家電量販店（従業員）,販売量の動き,・猛暑のお陰でエアコンなど季節商材が売れており、前年比200％以上となっている。しかし、テレビ等は前年比70％程度である。,
,,□,家電量販店（従業員）,来客数の動き,・前々月と前月は暑さの影響で季節商材を中心に売上や来客数はある程度好調に推移したが、今月は気温も落ち着いたため来客数、売上共に減少している。景気は３か月前と変わらない。,
,,□,住関連専門店（インテリアコーディネーター）,お客様の様子,・新型コロナウイルス感染症に対する規制は緩和されたが、ガソリン代や電気料金、食料品は値上がりする一方で賃金は上がらない。生活を優先するため、家を購入してもインテリアに掛ける予算は抑えられている。,
,,□,その他専門店［酒］（経営者）,販売量の動き,・直近３か月のなかでは動きが１番悪い。地方のお盆や夏の行事が一段落したことに加え、今年は米の収穫が早まって繁忙期が半月早いことも要因とみている。,
,,□,その他専門店［靴］（従業員）,販売量の動き,・前年と比べればよいが、新型コロナウイルス感染症発生前には届いていない。物価高騰で客の財布のひもが固くなっている。,
,,□,一般レストラン（経営者）,来客数の動き,・猛暑の影響もあり７～８月の来客数は極端に少なかったが、今月は６月と同じくらいまで戻っている。しかし、全体的には低調であり、来客数は伸びていない。,
,,□,観光型ホテル（スタッフ）,来客数の動き,・来客数はやや苦戦している。秋の行楽シーズンに期待したい。,
,,□,観光型旅館（スタッフ）,単価の動き,・単価の低いプランに売上が集中しており、客単価が下がっている。来客数が多くても単価が低いため売上が上がらない。,
,,□,旅行代理店（従業員）,販売量の動き,・個人旅行と団体旅行の先行予約状況も含め、国内、海外共に３か月前とほぼ同水準で推移している。,
,,□,タクシー運転手,来客数の動き,・イベントの開催があり、夏祭りがあった前月と同じくらいの人出がある。,
,,□,通信会社（経営者）,お客様の様子,・猛暑が続き、外出を控えて自宅でテレビをみる人が多かったためか、放送サービスの加入者数が増加している。一方、通信サービスは、競合他社の低価格戦略が浸透したため加入者の奪い合いが続いており、新規加入者数の伸びにブレーキが掛かっている。,
,,□,通信会社（営業担当）,お客様の様子,・物価や燃料価格が高騰し、客が購入先を選んで経費削減に努めている状況は変わっていない。,
,,□,通信会社（営業担当）,単価の動き,・物価の上昇は続いているが、その影響はみられない。,
,,□,通信会社（営業担当）,お客様の様子,・顧客の設備投資意欲に変化がみられない。,
,,□,通信会社（営業担当）,お客様の様子,・継続的な物価高や円安に伴う設備投資控えが続いている。,
,,□,観光名所（職員）,来客数の動き,・上旬は振りの客が前年比120％と増加したが、下旬は前年を割っており、来客数はほぼ前年並みに落ち着いている。,
,,□,競艇場（職員）,来客数の動き,・ほとんどが常連客である。たまに新規の若者が来場しても長居することはなく、その後も来場することはない。,
,,□,設計事務所（経営者）,お客様の様子,・官公庁案件においては発注物件数の減少や、働き方改革に伴う業務時間の制限等への懸念が業者間で話題となっている。民間案件は建設費の高止まりの捉え方によって客先の判断基準が異なり、それに左右される。,
,,□,住宅販売会社（経営者）,お客様の様子,・戸建て住宅は、建築費の高い注文建築より低価格の企画住宅の受注が増えている。,
,,□,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・来場組数は前年同月比で大きな変化はない。,
,,▲,一般小売店［医薬品］（経営者）,単価の動き,・あらゆる商品が値上がりしたにもかかわらず、客単価が前年より10％減少している。これは、必要なものしか買わない、ついで買いはしないという客の購買状況を表しているとみている。,
,,▲,一般小売店［医薬品］（経営者）,販売量の動き,・過去にも経験がないくらい、極端に売上が悪い日が続いている。台風の影響とみていたが、天候が回復しても状況は変わらない。,
,,▲,一般小売店［雑貨］（経営者）,販売量の動き,・９月に入っても真夏日が続き、中旬までは夏物衣料の残りしか売れなかった。下旬からは冬物衣料に並べ変えたため、秋物衣料の販売ができなかった分、売上の落ち込みにつながっている。,
,,▲,百貨店（企画担当）,販売量の動き,・厳しい暑さが収まりつつあるなかで、顧客の関心は秋冬物に移行している。ただし、重衣料が苦戦し、売上も前年割れが続いている。,
,,▲,百貨店（経営者）,販売量の動き,・残暑により秋の季節商材の動きは厳しく、全体にも大きなマイナスの影響が出ている。また、売上をけん引してきた高額商品の動きが１年を回り鈍くなっているが、その分を好調なインバウンドでカバーしている。,
,,▲,コンビニ（経営者）,販売量の動き,・近隣の建設関係の仕事がかなり減っており、その分、来客数が減っている。また、農家においては記録的な猛暑が続き作物の生育に影響していることから、財布のひもが固くなっている。,
,,▲,コンビニ（経営者）,来客数の動き,・来客数が減少しており、売上が前年比で厳しい数値になっている。向かいに開店したドラッグストアの影響もあるが、新型コロナウイルスの新規感染者数の増加も一因とみている。,
,,▲,コンビニ（経営者）,来客数の動き,・来客数、販売量共に微減となっている。,
,,▲,コンビニ（エリア担当）,来客数の動き,・初夏からの高温で来客数の増加が続いたが、今月はやや悪くなっている。,
,,▲,コンビニ（店長）,来客数の動き,・例年、お盆、夏休み後の９月は売上が下がるが、今年は目的買いでの来店が多くなっており、ついで買いや衝動買いが激減している。たばこのついでにコーヒーも購入するとか、喉が乾いたからお茶を購入するというような動きが見られない。,
