,,▲,一般小売店［土産］（経営者）,お客様の様子,・全国旅行支援の利用者が減っていることもあり、７月の動きは春先と比べると落ち着いている。これから夏休みを迎えるが、燃料油価格激変緩和対策事業などの公的支援の終了が近づいているため、余暇の過ごし方や消費動向がどのような動きになるのか注視したい。,
,,▲,スーパー（役員）,お客様の様子,・お買い得なセールを行う日の売上が顕著に増加しており、客の節約志向が強まっていることがうかがえる。,
,,▲,コンビニ（エリア担当）,来客数の動き,・６月と比べると来客数の伸びが鈍化している。商品の値上げに伴って買い控えの動きが出てきていることがうかがえる。,
,,▲,衣料品専門店（店長）,お客様の様子,・シャツなどの低単価商材は好調だが、先物の秋物スーツが全く動かない。例年であれば、この時期はオーダー商品が動き始める時期だが、今年は暑過ぎるため、全く動きがみられない。,
,,▲,乗用車販売店（従業員）,販売量の動き,・２～３か月前と比べると、販売台数が大きく落ち込んでいる。夏枯れという季節要因もあるが、人気車種がフルモデルチェンジを控えていることも影響している。ただ、２～３か月後には新型車が発売されるため、今後は回復が見込める。,
,,▲,乗用車販売店（従業員）,販売量の動き,・コロナ禍明けの行楽シーズンを迎えて、これまで開催を自粛していた各イベントなどが再開されていることもあって、客がイベントなどに出掛けることが増えている。そのため、当店への来場が少なく、販売量も減少している。,
,,▲,住関連専門店（役員）,販売量の動き,・レジャー用品や夏物家電などの季節商材の動きが前年と比べて悪い。,
,,▲,その他専門店［医薬品］（経営者）,お客様の様子,・新型コロナウイルス感染症が５類に移行してから、軽医療業界は低迷している。新型コロナウイルス感染症に対する客の緊迫感が薄れたためとみられる。,
,,▲,旅行代理店（従業員）,販売量の動き,・旅費が高騰していることで、見積りをみた際に料金が折り合わず旅行を断念する客が散見される。特にホテルの宿泊料金は高騰が著しく、例年の1.5倍から３倍となっている宿泊施設も多い。ビジネス客についても成約に結び付かない状況がみられる。,
,,▲,旅行代理店（従業員）,販売量の動き,・コロナ禍明けの需要拡大傾向も落ち着き、３か月前と比較すると団体旅行の見積依頼や問合せが減少している。海外旅行も依然として完全回復には程遠い状況にある。,
,,▲,タクシー運転手,販売量の動き,・コロナ禍が明け、各種イベントが再開されていることで乗客数が大幅に増えているが、これは一時的な需要であり、景気が上向いているとは言いにくい。,
,,▲,通信会社（企画担当）,来客数の動き,・通信サービスや端末を販売する専門店舗の来客数がコロナ禍前の水準にまで回復してこない。商業施設などでの出張販売における集客も上限となりつつあり、集客方法を含めて見直しを検討している。,
,,▲,美容室（経営者）,それ以外,・いろいろな物が毎月のように値上がりしており、価格改定を考えなければならない状況となっている。ただ、値上げを行えば客にも負担が掛かることになってしまう。,
,,×,スーパー（店長）,販売量の動き,・商品価格が上昇しているため、景気は悪くなっている。,
,,×,スナック（経営者）,来客数の動き,・同じ飲食店でも、食事がメインのところや居酒屋は少しずつ景気が良くなっているようだが、スナックやラウンジは現状維持が精一杯である。景気が良くなっているということはなく、とても苦労している。,
,,×,通信会社（エリア担当）,それ以外,・現在の通信キャリアの方針は当社にとって厳しいものであり、景気は悪くなっている。,
,,×,通信会社（エリア担当）,それ以外,・営業成績に関係なく、通信キャリアからの代理店手数料が大幅に削減されている。,
"企業
動向
関連

(北海道)",,◎,通信業（営業担当）,取引先の様子,・新型コロナウイルス感染症の５類移行に伴う国内外観光客の増加、半導体製造工場の進出、北海道新幹線関連工事、都心部周辺の再開発事業の本格化など、明るい話題が続いており、それとともに実需も回復している。企業においても先々への新規投資や事業規模拡大を検討することが増えている。,
,,○,金融業（従業員）,取引先の様子,・物価上昇や賃上げなどに伴う企業収益の悪化を懸念する声は聞こえるものの、景気は緩やかに回復しているとする企業の声が、横ばいや悪化とする企業の声を上回ってきている。,
,,○,その他サービス業［建設機械レンタル］（総務担当）,受注量や販売量の動き,・６月までの微増傾向と比べて、増加幅がやや拡大している。インバウンドの動きやイベント開催が目に見えて活発になっていることから、景気はやや良くなっている。,
,,○,その他サービス業［建設機械リース］（営業担当）,受注量や販売量の動き,・建設需要が着実に伸びている。,
,,□,農林水産業（経営者）,受注量や販売量の動き,・７月は引き続き端境期であるため、景気は変わらない。,
,,□,建設業（従業員）,受注量や販売量の動き,・建設現場では作業員不足が問題となっている。物価、労務単価の上昇が続いていることも影響しているが、それ以上に作業員不足の影響が大きくなっている。金額の大小に関係なく発注しようとしても作業員がいないため、工事ができず、結果的に中止となる案件もみられる。今後は、設計対応していた案件が無駄になってしまうことも懸念される。,
,,□,建設業（役員）,受注量や販売量の動き,・技術職員の現場配置はフル稼動状態が続いている。天候が安定していることもあって、各現場が計画工期どおりに順調に進捗していることもプラスである。,
,,□,輸送業（従業員）,取引先の様子,・直近３か月の物量、売上が全く変わらない状況にある。受注価格が上昇していることで、売上目標こそ達成できているが、物量が伴ってこない。予算を数％下方修正しているといった声も聞こえてくるなど、景気が良くなる傾向にはない。,
,,□,輸送業（営業担当）,受注量や販売量の動き,・人の動きは回復しつつあるが、物流の動きはまだ回復していない。鉄道貨物の輸送障害に伴う代替輸送はあるものの、ここ数か月、全国のトレーラー輸送は計画を５％下回る状況が続いている。また、生乳や紙パルプ、飲料の動きも相変わらず鈍い。猛暑による飲料関連の需要増加を期待したい。,
,,□,広告代理店（従業員）,受注価格や販売価格の動き,・商品の正味量を削減する動きがみられる一方で、価格については値上げ又は据置きとなっていることから、企業の経営環境が厳しくなっていることがうかがえる。,
,,□,司法書士,取引先の様子,・観光関連や飲食業はコロナ禍が明けて回復傾向にあるが、住宅建築関係は建築資材の価格高騰もあって足踏み状態にある。当地では中心街の再開発などに伴ってビルなどの新築が活発であるが、一般的な住宅建築はまだ回復傾向にはない。今後についても、建築資材の価格が落ち着くまで時間が掛かるとみられることから、厳しい状況が続く。,
,,▲,食料品製造業（従業員）,受注量や販売量の動き,・７月の売上は３か月前と比べて減少している。前年と比べても少し落ち込んでいる。,
,,▲,家具製造業（経営者）,受注量や販売量の動き,・客がモノ消費から、コト消費に移行しているため、厳しい状況にある。,
,,▲,司法書士,取引先の様子,・新型コロナウイルス感染症やウクライナ情勢を要因とした景気悪化に、円安の影響が加わることで、材料不足や資源価格の高騰、それを背景にした物価高が続いており、景気はやや悪くなっている。当地ではインバウンド需要が回復しているものの、物価高でその効果が相殺されている。ホテルなどの宿泊費が以前と比べて高騰していることもマイナスである。,
,,▲,その他非製造業［鋼材卸売］（従業員）,受注量や販売量の動き,・以前と比べると、売上が見込みよりもやや良くなっているが、最近は受注量が減ってきているため、安心できない状況にある。,
,,×,金属製品製造業（従業員）,受注量や販売量の動き,・前年の新築住宅着工棟数は前年比マイナス18％であったが、今年は前年から更に10％程度下がっている。前々年との比較では約３割の減少となっている。,
"雇用
関連

(北海道)",,◎,－,－,－,
,,○,＊,＊,＊,
,,□,人材派遣会社（社員）,求人数の動き,・求人数が堅調に増加しており、企業における採用ニーズの強い状況が継続している。こちらからの提案人材への反応も素早く、面接希望数が３か月前と比べて３割ほど増えている。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・業種や業態を問わず、人材不足感がますます強まっている。労働力人口が減少していることから、求人への潜在的な需要は大きいとみられるものの、求人広告件数の増加に結び付いていない。,
,,□,求人情報誌製作会社（編集者）,求人数の動き,・人手不足ではあるが、物価高、コスト高の影響で採用を手控えたり、既存の人材で対応しようとする企業が多い。一方、観光産業は好調であるものの、人手不足でフル営業ができない状況が続いている。,
,,□,職業安定所（職員）,それ以外,・食料品や生活必需品、燃料の値上げ、光熱費の引上げなど、物価が上昇しているが、賃上げがそれに追い付いていない。高止まりしている原材料費を価格転嫁できない中小企業も多く、雇用環境は悪化している。,
,,□,職業安定所（職員）,求職者数の動き,・６月の新規求職者数は前年比で6.6％の増加と２か月連続で増加したものの、有効求職者数は11か月連続で減少している。一方、新規求人数は前年比で16.6％の減少と５か月連続で減少したが、業況堅調な企業からの求人が引き続きみられている。,
,,□,職業安定所（職員）,求人数の動き,・当地における６月の有効求人倍率は0.88倍であり、３か月前との比較では0.08ポイント下回った。,
,,□,学校［大学］（就職担当）,求人数の動き,・2024年新卒者の採用活動はほぼ終了しているが、学生を確保できた企業と不十分な企業に二分されている。ただ、卒業年次の学生や企業採用担当者と接しているなかで、企業側の好況感も不況感もさほどうかがえない。また、学生の退学者数にも大きな変化はみられず、景気の動向がつかみにくい状況にある。,
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・コロナ禍からの回復基調が鈍化している。外国人を含めて観光客は増えているが、エネルギーや資材、原材料などの価格高騰により、回復基調にブレーキが掛かっている。また、少子高齢化に伴って、企業が求める年代の人手不足感も強まっている。,
,,▲,求人情報誌製作会社（編集者）,求人数の動き,・求人の掲載申込件数が前年の８～９割にとどまっている。特に介護、建設業界の出し控えが顕著である。,
,,×,－,－,－,
,,,,,,
　２．東北（地域別調査機関：公益財団法人東北活性化研究センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(東北)",,◎,乗用車販売店（従業員）,販売量の動き,・大雨の影響で水没した車が多いため、代替購入が多く発生している。,
,,◎,その他サービス［自動車整備業］（経営者）,単価の動き,・コロナ禍からは脱出したとみている。原材料価格や人件費の高騰も、価格転嫁で対応できている。物価が上がると売上も上がるサイクルがみられ好況感がある。購買意欲の表れか、販売価格の単価も上昇している。,
,,○,商店街（代表者）,来客数の動き,・４年ぶりに夏のイベントが通常開催され、人流が新型コロナウイルス感染症発生前に戻りつつある。,
,,○,一般小売店［医薬品］（経営者）,単価の動き,・７月に入ってからも値上がりは続いている。高級品の値上がり前に買いだめをする客が増えており、客単価が上がっている。,
,,○,一般小売店［酒］（経営者）,販売量の動き,・飲食店への販売量が好転している。特にビヤガーデンなどに大人数での予約が入るようになり、販売量は前年比で大きく増加している。また、今年は地方自治体主催のイベントも多く実施されることから、自治会・町内会単位で開催するビヤガーデンや祭り等のための飲料受注も多くなっている。様々な面で新型コロナウイルス感染症発生前の状況に戻りつつある。,
,,○,一般小売店［寝具］（経営者）,販売量の動き,・予約のあった仕立て、カーテン等の売上があった。,
,,○,百貨店（企画担当）,単価の動き,・来客数は微増だが、１品単価、購入点数がいずれも上昇しており、客単価は比較的好調に推移している。,
,,○,スーパー（店長）,販売量の動き,・値上げによる単価の上昇で買上点数は減少しているものの、夏祭りや気温上昇により飲料、アイスなどの購買が増加している。,
,,○,スーパー（店長）,販売量の動き,・お盆用品、ギフト関係の動きが良くなっている。,
,,○,スーパー（企画担当）,販売量の動き,・販売量の動きは前年並みに戻っている。,
,,○,コンビニ（経営者）,来客数の動き,・相変わらず夜間の動きが良い。また、休日のイベントへの反応も良く、人出が良くなっている。,
,,○,コンビニ（エリア担当）,来客数の動き,・行動制限がなくなり、立地によっては来客数が好調に推移している。,
,,○,コンビニ（店長）,販売量の動き,・来客数が少しずつ増加していることに加え、値上げによる単価上昇がプラス要因になっている。,
,,○,衣料品専門店（経営者）,販売量の動き,・各種行事や大会が開催され人出も増加しており、店舗がにぎやかになっている。法人関係のお中元も例年より増加している。,
,,○,衣料品専門店（経営者）,単価の動き,・猛暑の影響で来客数は少ないが、客単価でカバーしている。,
,,○,乗用車販売店（従業員）,販売量の動き,・メーカーの配車が増えて登録納車が進んでおり、収益的に向上している。,
,,○,その他専門店［酒］（経営者）,来客数の動き,・値上げやコロナ禍からの回復といった様々な要因があり見通しが立てにくかったが、結果的に回復基調の数字になっている。,
,,○,その他専門店［白衣・ユニフォーム］（経営者）,販売量の動き,・祭りやイベントが再開されたことにより、制服の方も動きが出ている。観光客も大勢来るようになり、観光地もにぎわっている。少しずつではあるが新型コロナウイルス感染症発生前の状態に戻りつつある。,
,,○,高級レストラン（スタッフ）,来客数の動き,・宿泊予約数が増えており、法人旅行や修学旅行も新型コロナウイルス感染症発生前に近づいてきている。また、海外からの客も増えている。,
,,○,一般レストラン（経営者）,来客数の動き,・会社関係の集まりはやや増えている。新型コロナウイルス感染症発生前のような忙しさはなく、忙しい日と暇な日の格差があるものの、やや良くなっている。,
,,○,観光型ホテル（スタッフ）,来客数の動き,・物価高により客単価は上がったが予約は好調である。,
,,○,旅行代理店（従業員）,販売量の動き,・新型コロナウイルスが５類感染症に移行して以降、マスク着用も自己判断となり、開放的な雰囲気が広がっている。今夏は天候も良く８月の動きも活発なことから、３か月前との比較ではやや良くなっている。,
,,○,旅行代理店（従業員）,販売量の動き,・個人旅行は店舗への来客数が増え、団体旅行も問合せが増えているが、海外旅行は増えていない。新型コロナウイルス感染症発生前の水準には戻っていない。,
,,○,通信会社（経営者）,お客様の様子,・３か月前と比べ、放送サービスの解約者数が半減している。新規加入者数は変わっていない。少しずつ生活に余裕が出て、娯楽に金を使えるようになってきたことの表れとみている。通信サービスも、解約者数は減少し新規加入者数は順調に増加している。,
,,○,通信会社（営業担当）,お客様の様子,・物価高騰は続いているものの不況に慣れつつある。メディアの情報発信が景気動向を左右している。人の動きは活発化しているが一時的なものとみている。,
,,○,通信会社（営業担当）,販売量の動き,・物価の上昇が相次いでいる。大半の企業は売上、利益共に伸びている。また、給与のベースアップがあり、需給のバランスが取れつつある。,
,,○,遊園地（経営者）,来客数の動き,・学校団体客が徐々に戻り、降雨量が少ないこともあり、来客数は前年を少し上回っている。,
,,○,美容室（経営者）,単価の動き,・美容業界でも４月に料金の値上げを実施した。総来客数は前年まで戻っていないが、単価は前年を上回っている。再来店率は若干回復基調にあり前年比90～95％である。単価的には客の懐具合は悪い状況ではない。,
,,○,その他住宅［リフォーム］（従業員）,販売量の動き,・住宅設備機器は気温上昇に伴いエアコン工事が増えている。リフォームは大規模な増改築工事と屋根外壁工事が増えている。エアコンのクリーニングも大きく増えている。多少は家計にゆとりが出てきたようである。,
,,□,一般小売店［医薬品］（経営者）,来客数の動き,・通常ならば、この暑さなので薬局は売上が伸びる月になる。しかし、抗原検査キット等の新型コロナウイルス関係の商品が落ち着いていることや、大雨の影響があり、その分が落ち込んでいる。,
,,□,百貨店（経営者）,販売量の動き,・夏の儀礼ギフトやセール品は若干の減少となっている。全体的には週末の来客数が増えており、若い客を中心に帽子・サンダルなどの季節商材が活発に動き、ギフトの減少をカバーしている。,
,,□,百貨店（催事担当）,来客数の動き,・リニューアルオープンの効果や、気温が高めに推移したことによるファッション関連需要の増加により、来客数が伸びている。,
,,□,スーパー（経営者）,単価の動き,・７月は、平均１品単価は前年比で６％台の上昇にとどまっているが、買上点数は前年比で５％落ちている。来客数は前年比で横ばいになってきたので、売上は前年を超えている。ただし、来客数が新型コロナウイルス感染症発生前には戻っていないため、消費の推移は値上げに慣れてきた程度で、これまでと同じであるとみている。,
,,□,スーパー（店長）,お客様の様子,・価格訴求、ポイント、値引きなどサービスの有無により、買物をする店を選択する傾向がある。ただし、高付加価値商品や信頼性の高い商品には支出をちゅうちょしない傾向もみられ、２極化が進んでいる。,
,,□,スーパー（営業担当）,来客数の動き,・来客数が前年比96％と厳しい。平日は前年並みだが週末の来客数が大きく下がっている。,
,,□,スーパー（商品担当）,来客数の動き,・値引き券など販売促進の効果があり、来客数が増加している。,
,,□,コンビニ（経営者）,販売量の動き,・売上は２～３か月前と変わらないが、商品の値段が上がっていることが客に響いているようで、買上点数が増えていない。良い状況ではない。,
,,□,コンビニ（経営者）,来客数の動き,・一定の販売量はあるが、売上、来客数共に前年割れの状況である。単価がマイナス要素をカバーし売上を維持している。,
,,□,コンビニ（経営者）,来客数の動き,・県外ナンバーの車もみられ、人の動きは良くなっているが、来客数が増えていない。,
,,□,コンビニ（エリア担当）,来客数の動き,・天候が不順で行楽に出掛ける人が少ない状況が続いている。前年と比較しても来客数の増加がみられず、景気回復には至っていない。,
,,□,衣料品専門店（店長）,お客様の様子,・レジャーや出張用途など目的買いの需要は回復しているが、商品構成変更後、値ごろな商品を購入する客層が減少したため、想定していた売上を確保できていない。,
,,□,衣料品専門店（店長）,来客数の動き,・セール訴求で来客数は一時的に増加するが、単価が伸び悩み、売上は前年並みで推移している。,
,,□,衣料品専門店（総務担当）,来客数の動き,・前年比で売上106％、来客数99％であるが、客単価及び買上点数が105％と購入金額が上昇している。,
,,□,家電量販店（従業員）,販売量の動き,・テレビの大型製品が売れており、単価が上がっている。販売台数は前年比で微増である。暑さの影響で季節商材が好調となっており、単価もメーカーの値上がりの影響で微増となっている。,
,,□,乗用車販売店（従業員）,それ以外,・新車の販売量は年初からの納車遅れの影響が多少出ている。車検はその月の対象台数がほぼ決まっているため、例年とほぼ同様に推移している。,
,,□,乗用車販売店（店長）,販売量の動き,・メーカーの車体生産ペースが高水準を維持している影響で、新車部門の収益は前年超えの状態が続いている。一方で、中古車の在庫不足はまだ解消しておらず、販売量、収益共に前年を大きく割り込んでいる。,
,,□,自動車備品販売店（経営者）,お客様の様子,・客の入庫数は多くない。故障車も多くなく、車検時の交換部品も出ていない。,
,,□,住関連専門店（インテリアコーディネーター）,お客様の様子,・客の様子や購入意欲からは、景気が良くなっているようにはみえない。,
,,□,その他専門店［ガソリンスタンド］（営業担当）,販売量の動き,・新型コロナウイルス感染症の行動制限がなくなったことにより移動需要の増加を期待していたが、販売価格の上昇などにより、販売量は増えず低調である。,
,,□,その他小売［ショッピングセンター］（統括）,来客数の動き,・７月の買上客数は前年比109％で３か月前と変わらない。2018年同月比では90％であり、新型コロナウイルス感染症発生前の水準までは回復していない。,
,,□,一般レストラン（経営者）,来客数の動き,・ここ１～２か月は、良いときと悪いときの差が激しすぎて、景気が良いのか悪いのか判断しかねる状況である。何度も客を断る日もあれば、客が１人も来ない日もある。,
,,□,観光型ホテル（スタッフ）,来客数の動き,・食料品、光熱費などの値上げにより、生活に余裕がなくなっている。,
,,□,旅行代理店（従業員）,販売量の動き,・国内・海外旅行の個人、団体共に大幅な受注増加には至っておらず、先行予約状況も申込みが鈍化している。トップシーズンである夏休み期間中においても間際での申込みが多い傾向にある。猛暑や物価高により、様子うかがいの客が多い。,
,,□,タクシー運転手,お客様の様子,・５月末から運賃の値上げをしたため利用者数の減少を懸念していたが、新型コロナウイルス感染症の影響が減ったこともあり、変わっていない。,
,,□,通信会社（営業担当）,お客様の様子,・顧客の設備投資意欲に変化がみられない。,
,,□,通信会社（営業担当）,お客様の様子,・光熱費、燃料費等の値上げ分を価格転嫁できない状況が続いているという話をよく聞く。体力勝負の状況が続いている。,
,,□,通信会社（社会貢献担当）,来客数の動き,・来客数に伸びはなく、前月から変化がない状況である。また、販売につながる来店よりも、問合せや変更での来店が多い。,
,,□,観光名所（職員）,販売量の動き,・人出は少し落ち着いている。来客数は例年並みまではいかないものの７割方回復している。買物に関しては購入品目が少なく販売量も落ちている。,
,,□,住宅販売会社（経営者）,来客数の動き,・展示会の来場者数は、注文建築よりも土地と建物の価格が分かりやすい建売の方が多くなっている。,
,,□,その他住宅［住宅展示場運営会社］（従業員）,来客数の動き,・来場組数は前年同月比でみると若干の増加傾向にあるが、４月以降ほぼ同数で推移しており、新型コロナウイルス感染症に対する規制の解除の影響は余りない。,
,,▲,商店街（代表者）,お客様の様子,・値上がりが続き購買意欲が低下している。,
,,▲,一般小売店［医薬品］（経営者）,お客様の様子,・メーカーの価格改定や仕入価格の上昇で、主要な取扱品の多くが値上げを予定している。定期購入している顧客に値上げを周知した結果、駆け込み需要が発生している。しかし、それ以外の品物の動きは大変悪い。,
,,▲,コンビニ（経営者）,来客数の動き,・近隣に最近開店したドラッグストアの影響を受け、飲料や即席麺の売上が減少している。来客数も減少しており、苦戦している。,
,,▲,コンビニ（経営者）,それ以外,・気温が高く来客数は多少増えているが、新型コロナウイルス感染症発生前には届いていない。エアコンや冷蔵機器もフル稼働なので、光熱費の請求が非常に怖い。,
,,▲,コンビニ（店長）,単価の動き,・電気代やガソリン代など物価が上がっているため、購入点数を１品減らしているようであり、客単価が下がっている。,
